word	count	cosine_distance	d_rank	e_rank	sum_rank
huh	51	0.1591836777829878	15	0	15
oké	88	0.2028349237298176	11	9	20
mam	37	0.20227130269427074	19	8	27
papa	41	0.21881730216799905	17	19	36
pap	30	0.21126219003529415	26	13	39
hè	21	0.18178643116147591	39	5	44
schatje	13	0.16261698840515293	58	1	59
hé	13	0.18057492249715856	63	4	67
lieverd	10	0.17483081901782427	93	2	95
eh	7	0.21342317372409889	136	15	151
