,Concept_ID,kk,mhr
455,Bild::N,сурет,сӱре́т
456,Figur::N,тұлға,фигу́р
457,Puppe::N,қуыршақ,курча́к
458,Beutel::N,қапшық,меша́к
459,Bündel::N,байлам,арша́ш
460,Tasche::N,дорба,сумка́
461,Eimer::N,шелек,ведра́
462,Deckel::N,жапқыш,ко́мдыш
463,Geschirr::N,ыдыс,а́те
464,Sack::N,қап,куль
465,Sack::N,қап,меша́к
466,Tasse::N,шыныаяқ,чу́кыр
467,Tasse::N,шыныаяқ,чашка́
468,Topf::N,кәстрөл,ми́ске
469,Kessel::N,қазан,под
470,Essen::N,ас,ко́чкыш
471,Nahrung::N,ас,ку́рго
472,Nahrung::N,тамақ,ку́рго
473,Speise::N,тағам,ко́чкыш
474,Fleisch::N,ет,шыл
475,Getreide::N,дәнді,шу́рно
476,Brei::N,ботқа,пу́чымыш
477,Brot::N,күлше,ки́нде
478,Scheibe::N,тілім,ка́тыш
479,Fett::N,май,коя́
480,Butter::N,май,ӱй
481,Öl::N,май,ӱй
482,Salz::N,тұз,шинча́л
483,Suppe::N,көже,шӱр
484,Honig::N,бал,мӱй
485,Milch::N,сүт,шӧр
486,Tee::N,шай,чай
487,Leder::N,көн,сура́н
488,Leder::N,көн,шӱ́штӧ
489,Wolle::N,жүн,пун
490,Stoff::N,мата,куэ́м
491,Stoff::N,мата,посто́
492,Stoff::N,кездеме,куэ́м
493,Stoff::N,кездеме,посто́
494,Nadel::N,ине,и́ме
495,Faden::N,жіп,шӱ́ртӧ
496,Knopf::N,түйме,по́лдыш
497,Knoten::N,түйін,пышке́м
498,Farbe::N,рең,чия́
499,Kleidung::N,киім,чие́м
500,Kleidung::N,киім,вурге́м
501,Hemd::N,жейде,ту́выр
502,Kragen::N,жаға,сога́
503,Ärmel::N,жең,шокш
504,Hose::N,шалбар,йола́ш
505,Gürtel::N,белбеу,ӱ́штӧ
506,Mütze::N,қалпақ,упш
507,Schuh::N,кебіс,боти́нке
508,Stiefel::N,етік,кем
509,Ring::N,жүзік,шерга́ш
510,Band::N,таспа,тасма́
511,Band::N,таспа,ле́нте
512,Kamm::N,тарақ,шерге́
513,Spiegel::N,айна,вошто́нчыш
514,Riemen::N,қайыс,кӱзанӱ́штӧ
515,Schnur::N,жіп,кере́м
516,Schnur::N,жіп,кандыра́
517,Leine::N,тізгін,вӱра́ҥ
518,Decke::N,көрпе,леве́дыш
519,Decke::N,көрпе,одея́л
520,Kissen::N,жастық,кӱ́пчык
521,Tuch::N,орамал,шо́выч
522,Handtuch::N,сүлгі,со́лык
523,Kraft::N,қуат,вий
524,Kraft::N,қуат,куа́т
525,Kraft::N,қарқын,вий
526,Kraft::N,қарқын,куа́т
527,Kraft::N,әл-шама,вий
528,Kraft::N,әл-шама,куа́т
529,Kraft::N,әл-дәрмен,вий
530,Kraft::N,әл-дәрмен,куа́т
531,Stärke::N,әл,куа́т
532,Stärke::N,әл,карма́н
533,Stärke::N,күш,куа́т
534,Stärke::N,күш,карма́н
535,Gesundheit::N,денсаулык,таза́лык
536,Krankheit::N,ауру,чер
537,Schmerz::N,ауру,ко́рштыш
538,Wunde::N,зақым,су́сыр
539,Wunde::N,жарақат,су́сыр
540,Fieber::N,безгек,йӱштыму́ж
541,Fieber::N,безгек,лихора́дке
542,Fieber::N,қалтырау,йӱштыму́ж
543,Fieber::N,қалтырау,лихора́дке
544,Fieber::N,қызу көтерілуі,йӱштыму́ж
545,Fieber::N,қызу көтерілуі,лихора́дке
546,Arznei::N,дәрі,эм
547,Arznei::N,дәрі-дәрмек,эм
548,Brücke::N,көпір,кӱва́р
549,Brunnen::N,құдық,вӱдвыне́м
550,Weide::N,өріс,нурше́р
551,Weide::N,жайылым,нурше́р
552,Pfad::N,жол,йолго́рно
553,Pfad::N,жол,сокма́к
554,Weg::N,жол,ко́рно
555,Straße::N,жол,ко́рно
556,Dorf::N,ауыл,ял
557,Stadt::N,қала,ола́
558,Stadt::N,шаһар,ола́
559,Brief::N,хат,се́рыш
560,Brief::N,жазу,се́рыш
561,Buch::N,кітап,книга́
562,Buchstabe::N,әріп,буква́
563,Buchstabe::N,қаріп,буква́
564,Zeitung::N,газет,газе́т
565,Leben::N,өмір,и́лыш
566,Leben::N,тіршілік,и́лыш
567,Tod::N,опат,колыма́ш
568,Grab::N,мола,шӱга́р
569,Grab::N,мазар,шӱга́р
570,Kirche::N,шіркеу,че́рке
571,Sünde::N,күнә,су́лык
572,Gott::N,алла,ю́мо
573,Gott::N,құдай,ю́мо
574,Gott::N,тәңірі,ю́мо
575,Gott::N,пәруардігер,ю́мо
576,Gott::N,жаратқан тәңірі,ю́мо
577,Arbeiter::N,жүмысшы,паша́зе
578,Chef::N,басшы,тӧра́
579,Chef::N,жұмыс басқарушысы,тӧра́
580,Meister::N,шебер,маста́р
581,Meister::N,өнерпаз,маста́р
582,Arzt::N,дәрігер,врач
583,Lehrer::N,мұғалім,ту́ныктышо
584,Geld::N,пұл,окса́
585,Geschäft::N,бизнес,сатулыма́ш
586,Laden::N,дүкен,ке́выт
587,Preis::N,ақы,ак
588,Preis::N,құны,ак
589,Preis::N,нарық,ак
590,Ware::N,тауар,сату́
591,Nutzen::N,пайда,пайда́
592,Reichtum::N,бақ-дәулет,поя́нлык
593,Welt::N,әлем,тӱня́
594,Welt::N,жиһан,тӱня́
595,Land::N,аймақ,эл
596,Staat::N,мемлекет,кугыжа́ныш
597,König::N,патша,кугыжа́
598,Macht::N,өкімет,власть
599,Macht::N,қожалық,власть
600,Grenze::N,шек,грани́ца
601,Krieg::N,соғыс,сар
602,Feind::N,жау,тушма́н
603,Feind::N,дұшпан,тушма́н
604,Gewalt::N,зорлык,виешлыма́ш
605,Gewalt::N,зорлық-зомбылык,виешлыма́ш
606,Kampf::N,күрес,кредалма́ш
607,Kampf::N,алыспақ,кредалма́ш
608,Bogen[Waffe]::N,саржа,юҥе́ж
609,Pfeil::N,жебе,пикш
610,Gewehr::N,қару,пыча́л
611,Fehler::N,әбес,йо́ҥылыш
612,Fehler::N,қаталық,йо́ҥылыш
613,Lüge::N,өтірік,шоя́к
614,Schaden::N,зиян,зия́н
615,Schaden::N,зарар,зия́н
616,Unglück::N,пәле,эҥге́к
617,Unglück::N,қасырет,эҥге́к
618,Unglück::N,ауыртпалық,эҥге́к
619,Schuld::N,айыптылық,тита́к
620,Schuld::N,айыптылық,йола́
621,Alter::N,жас,ийго́т
622,Alter::N,жас шамасы,ийго́т
623,Schluss::N,ада,муча́ш
624,Schluss::N,бітуі,муча́ш
625,Zeit::N,уақыт,жап
626,Zeit::N,уақыт,па́гыт
627,Tag::N,күн,ке́че
628,Morgen::N,таң,эр
629,Morgen::N,таңертең,эр
630,Mittag::N,талтүс,кечыва́л
631,Abend::N,кеш,кас
632,Nacht::N,түн,йӱд
633,Woche::N,апта,арня́
634,Monat::N,ай,ты́лзе
635,Jahr::N,жыл,ий
636,Frühling::N,көктем,шо́шо
637,Sommer::N,жаз,кеҥе́ж
638,Herbst::N,күз,шы́же
639,Winter::N,қыс,те́ле
640,Januar::N,каңтар,шоркыйол
641,Januar::N,каңтар,идалыкву́й
642,Januar::N,каңтар,янва́рь
643,Februar::N,ақпан,пургыж
644,Februar::N,ақпан,февра́ль
645,März::N,наурыз,ӱярня
646,März::N,наурыз,март
647,April::N,сәуір,апре́ль
648,Mai::N,мамыр,ага
649,Mai::N,мамыр,май
650,Juni::N,маусым,пеледыш
651,Juni::N,маусым,ию́нь
652,Juli::N,шілде,сӱрем
653,Juli::N,шілде,ию́ль
654,August::N,сүмбіле,сорла
655,August::N,сүмбіле,агарма́н
656,August::N,сүмбіле,а́вгуст
657,August::N,тамыз,сорла
658,August::N,тамыз,агарма́н
659,August::N,тамыз,а́вгуст
660,September::N,қыркүйек,идым
661,September::N,қыркүйек,сентя́брь
662,Oktober::N,ақырап,шыжа
663,Oktober::N,ақырап,октя́брь
664,November::N,қараша,кылме тылзе
665,November::N,қараша,ноя́брь
666,Dezember::N,желтоқсан,дека́брь
667,Montag::N,дүйсенбі,шо́чмо
668,Dienstag::N,сейсенбі,ку́шкыжмо
669,Mittwoch::N,сәрсенбі,вӱрге́че
670,Donnerstag::N,бейсенбі,изарня́
671,Freitag::N,жұма,кугарня́
672,Samstag::N,сенбі,шуматке́че
673,Sonntag::N,жексембі,рушарня́
674,groß::A,алпамсадай,кугу́
675,klein::A,кішкене,изи́
676,klein::A,қарғадай,изи́
677,lang::A,сопақ,кужу́
678,lang::A,сорайған,кужу́
679,kurz::A,кеспелтек,кӱ́чык
680,breit::A,айдынды,кумда́
681,schmal::A,қысық,а́ҥысыр
682,dicht::A,жиі,ну́гыдо
683,dick[Gegenstand]::A,шомбал,кӱ́жгӧ
684,dünn::A,жұқа,ви́чкыж
685,dünn::A,жіңішке,ви́чкыж
686,fein::A,қаңылтақ,ты́гыде
687,fest::A,берік,чо́ткыдо
688,fest::A,мызғымас,чо́ткыдо
689,flach::A,жалпак,лапка́
690,glatt::A,типыл,яклака́
691,hart::A,қатты,пе́ҥгыде
692,weich::A,жұмсақ,пу́шкыдо
693,rund::A,домалақ,йырге́шке
694,spitz::A,үшкір,коша́р
695,scharf::A,сүйрік,пӱ́сӧ
696,stumpf::A,доғал,токма́к
697,stumpf::A,өтпейтін,токма́к
698,schwer::A,салмақты,не́ле
699,schön::A,сұлу,сы́лне
700,heiß::A,ыссы,шо́кшо
701,warm::A,жылы,ле́ве
702,kalt::A,аязды,йӱ́штӧ
703,kühl::A,салқын,юа́лге
704,kühl::A,салқын,южгата́
705,frisch::A,таза,свежа́
706,frisch::A,жаңа,свежа́
707,feucht::A,нам,вӱ́дыжгӧ
708,feucht::A,дымқылды,вӱ́дыжгӧ
709,nass::A,сулы,нӧ́рӧ
710,trocken::A,құрғақ,ку́кшо
711,voll::A,толы,тич
712,leer::A,бос,яра́
713,offen::A,ашып қойылған,виш
714,geschlossen::A,жабулы,пе́тырыме
715,geschlossen::A,жабулы,тӱ́чмӧ
716,sauber::A,дақсыз,ару́
717,sauber::A,дақсыз,янда́р
718,sauber::A,мұнтаздай,ару́
719,sauber::A,мұнтаздай,янда́р
