,Concept_ID,kk,tr
797,schmutzig::A,сатал-сатал,pis
798,schmutzig::A,сатал-сатал,kirli
799,roh::A,шикі,çiğ
800,reif::A,піскен,olgun
801,lecker::A,дәмді,lezzetli
802,süß::A,тәтті,tatlı
803,süß::A,тәтті,şekerli
804,bitter::A,ащы,acı
805,sauer::A,қышқыл,ekşi
806,hell::A,жарық,aydınlık
807,hell::A,жарқын,aydınlık
808,dunkel::A,қараңғы,karanlık
809,schwarz::A,қара,kara
810,schwarz::A,қара,siyah
811,weiß::A,ақ,ak
812,weiß::A,ақ,beyaz
813,rot::A,қызыл,kırmızı
814,gelb::A,сары,sarı
815,blau::A,көк,mavi
816,grün::A,жасыл,yeşil
817,grau::A,бозамық,boz
818,bunt::A,алабажак,renkli
819,billig::A,арзан,ucuz
820,teuer::A,бағалы,pahalı
821,wertvoll::A,құнды,değerli
822,wertvoll::A,қымбат,değerli
823,blind::A,көзсіз,kör
824,blind::A,көр,kör
825,blind::A,көр_соқыр,kör
826,taub::A,керең,sağır
827,taub::A,саңырау,sağır
828,kräftig::A,қуатты,dinç
829,kräftig::A,қуатты,kuvvetli
830,kräftig::A,қарымды,dinç
831,kräftig::A,қарымды,kuvvetli
832,stark::A,білекті,güçlü
833,stark::A,білекті,kuvvetli
834,schwach::A,әлсіз,zayıf
835,schwach::A,әлсіз,güçsüz
836,schwach::A,күшсіз,zayıf
837,schwach::A,күшсіз,güçsüz
838,schwach::A,қайратсыз,zayıf
839,schwach::A,қайратсыз,güçsüz
840,fett::A,семіз,şişman
841,schlank::A,ашаң,narin
842,hübsch::A,ажарлы,güzel
843,hübsch::A,ажарлы,sevimli
844,hübsch::A,шырайлы,güzel
845,hübsch::A,шырайлы,sevimli
846,böse::A,өш,kötü
847,böse::A,сұм,kötü
848,böse::A,жауыз,kötü
849,dumm::A,көкми,aptal
850,dumm::A,ақымақ,aptal
851,dumm::A,миы жоқ,aptal
852,faul::A,жалқау,tembel
853,faul::A,еріншек,tembel
854,fleißig::A,ұқыпты,çalışkan
855,geizig::A,сараң,cimri
856,klug::A,жетік,zekî
857,klug::A,жетік,akıllı
858,klug::A,ақылды,zekî
859,klug::A,ақылды,akıllı
860,geschickt::A,шебер,becerikli
861,lieb::A,абзал,sevimli
862,lieb::A,айналайын,sevimli
863,lustig::A,көңілді,neşeli
864,sanft::A,жуас,nazik
865,hungrig::A,аш,aç
866,krank::A,кеселді,hasta
867,krank::A,кеселді,rahatsız
868,nackt::A,жалаңаш,çıplak
869,traurig::A,қапа,kederli
870,traurig::A,қапа,üzüntülü
871,lebendig::A,тірі,canlı
872,lebendig::A,жанды,canlı
873,gut::A,жақсы,iyi
874,schlecht::A,жаман,kötü
875,richtig::A,дұрыс,doğru
876,schlimm::A,жаман,kötü
877,wahr::A,нағыз,doğru
878,wahr::A,нағыз,gerçek
879,alt::A,ескі,eski
880,neu::A,жаңа,yeni
881,ehemalig::A,өткен,önceki
882,ehemalig::A,бұрынғы,önceki
883,alt[Lebewesen]::A,кексе,yaşlı
884,jung::A,науша,genç
885,arm::A,кедей,fakir
886,arm::A,дәулетсіз,fakir
887,reich::A,малды,zengin
888,bekannt::A,таныс,bilinen
889,bekannt::A,көзтаныс,bilinen
890,berühmt::A,атақты,ünlü
891,berühmt::A,атақты,meşhur
892,fremd::A,бөтен,yabancı
893,verschieden::A,түрлі,ayrı
894,verschieden::A,түрлі,farklı
895,nah::A,жуық,yakın
896,nah::A,жуық,bitişik
897,nah::A,етене,yakın
898,nah::A,етене,bitişik
899,fern::A,алыс,uzak
900,fern::A,алыстағы,uzak
901,linker::A,сол,sol
902,linker::A,солшыл,sol
903,rechter::A,оң,sağ
904,anderer::A,өзге,diğer
905,anderer::A,былайғы,diğer
906,erster::A,алғашқы,ilk
907,erster::A,алғашқы,birinci
908,zweiter::A,екінші,ikinci
909,dritter::A,үшінші,üçüncü
910,letzter::A,артқы,son
911,letzter::A,артқы,sonuncu
912,letzter::A,кейінгі,son
913,letzter::A,кейінгі,sonuncu
914,allein::ADV,серіксіз,yalnız
915,allein::ADV,серіксіз,tek başına
916,auf einmal::ADV,бірден,birden
917,zusammen::ADV,бірлесіп,beraber
918,zusammen::ADV,бірлесіп,birlikte
919,lange::ADV,ұзақ,çok
920,lange::ADV,ұзақ,uzun
921,plötzlich::ADV,кенет,ansızın
922,plötzlich::ADV,кенет,birdenbire
923,sofort::ADV,әне-міне дегенше,hemen
924,sofort::ADV,әне-міне дегенше,derhal
925,später::ADV,артынан,daha sonra
926,jetzt::ADV,енді,şimdi
927,jetzt::ADV,қазір,şimdi
928,heute::ADV,бүгін,bugün
929,morgen::ADV,ертең,yarın
930,bald::ADV,тез,yakında
931,dann::ADV,онан соң,sonra
932,dann::ADV,сонан соң,sonra
933,gestern::ADV,кеше,dün
934,einst::ADV,бірде,eskiden
935,einst::ADV,бір кезде,eskiden
936,damals::ADV,анада,o zamanlar
937,danach::ADV,онан соң,sonradan
938,danach::ADV,онан соң,ondan sonra
939,danach::ADV,сонан соң,sonradan
940,danach::ADV,сонан соң,ondan sonra
941,vorher::ADV,бұрын,önce
942,vorher::ADV,бұрын,önceden
943,zuerst::ADV,әуелі,ilk önce
944,zuerst::ADV,алдымен,ilk önce
945,einmal::ADV,бір жолы,bir defa
946,manchmal::ADV,кейде,bazan
947,oft::ADV,ылғи,sık sık
948,oft::ADV,ылғи,çok defa
949,immer::ADV,өнебойы,daima
950,immer::ADV,өнебойы,her zaman
951,niemals::ADV,ешуақытта,asla değil
952,niemals::ADV,ешуақытта,hiçbir zaman
953,hier::ADV,бұнда,burada
954,hier::ADV,осында,burada
955,hierhin::ADV,бермен,buraya
956,von hier::ADV,бер жақтан,buradan
957,dort::ADV,анда,orada
958,dort::ADV,анда,şurada
959,dorthin::ADV,әрі,oraya
960,dorthin::ADV,әрі,şuraya
961,geradeaus::ADV,тура,doğru
962,vorwärts::ADV,ілгері,ileri
963,rückwärts::ADV,артқа,geri
964,zurück::ADV,кейін қарай,geriye
965,unten::ADV,төменде,aşağıda
966,hinab::ADV,астына,aşağıya
967,hinab::ADV,төмен,aşağıya
968,oben::ADV,жоғарыда,yukarıda
969,hinauf::ADV,өрге,yukarı
970,hinauf::ADV,өрге,yukarıya
971,überall::ADV,әрқайда,her yerde
972,nicht::ADV,емес,-mi-
973,nicht::ADV,емес,değil
974,ein wenig::ADV,азырақ,biraz
975,ein wenig::ADV,аздаған,biraz
976,ein wenig::ADV,азғантай,biraz
977,kaum::ADV,зорға,dar
978,kaum::ADV,зорға,hemen hemen değil
979,sehr::ADV,орасан,pek
980,sehr::ADV,орасан,gayet
981,so::ADV,бұлай,öyle
982,so::ADV,бұлай,böyle
983,so::ADV,былайша,öyle
984,so::ADV,былайша,böyle
985,noch::ADV,әлі,hâlâ
986,noch::ADV,әлі,henüz
987,nur::ADV,ғана,ancak
988,nur::ADV,ғана,yalnız
989,schon::ADV,түге,çoktan
990,wieder::ADV,жаңа,tekrar
991,wieder::ADV,жаңа,yeniden
992,wieder::ADV,қайта,tekrar
993,wieder::ADV,қайта,yeniden
994,wieder::ADV,жаңадан,tekrar
995,wieder::ADV,жаңадан,yeniden
996,vergebens::ADV,бекер,boşuna
997,vor::PRP,алды,önünde
998,hinter::PRP,артынан,arkasında
999,unter::PRP,түп,altında
1000,unter::PRP,маңында,altında
1001,durch::PRP,арқылы,sayesinde
1002,durch::PRP,арқылы,ortasından
1003,neben::PRP,іргеде,yanında
1004,neben::PRP,жанында,yanında
1005,zwischen::PRP,арада,arasında
1006,wegen::PRP,үшін,dolayı
1007,dies::PRN,бұ,bu
1008,dies::PRN,осы,bu
1009,das::PRN,сол,o
1010,das::PRN,сол,şu
1011,alles::PRN,дүйім,hepsi
1012,alles::PRN,дүйім,her şey
1013,alles::PRN,күллі,hepsi
1014,alles::PRN,күллі,her şey
1015,ich::PRN,мен,ben
1016,du::PRN,сен,sen
1017,er::PRN,ол,o
1018,wir::PRN,біз,biz
1019,ihr::PRN,сіз,siz
1020,sie::PRN,олар,onlar
1021,was::FPRN,не,ne
1022,wer::FPRN,кім,kim
1023,wo::FADV,кәні,nerede
1024,wo::FADV,қайда,nerede
1025,wohin::FADV,қайда,nereye
1026,wie::FADV,калай,nasıl
1027,warum::FADV,неғып,neden
1028,wieviel::FNUM,неше,kaç
1029,wieviel::FNUM,неше,ne kadar
1030,wieviel::FNUM,қанша,kaç
1031,wieviel::FNUM,қанша,ne kadar
1032,eins::NUM,бір,bir
1033,zwei::NUM,екі,iki
1034,drei::NUM,үш,üç
1035,vier::NUM,төрт,dört
1036,fünf::NUM,бес,beş
1037,sechs::NUM,алты,altı
1038,sieben::NUM,жеті,yedi
1039,acht::NUM,сегіз,sekiz
1040,neun::NUM,тоғыз,dokuz
1041,zehn::NUM,он,on
1042,elf::NUM,он бір,on bir
1043,zwölf::NUM,он екі,on iki
1044,zwanzig::NUM,жиырма,yirmi
1045,dreißig::NUM,отыз,otuz
1046,vierzig::NUM,қырық,kırk
1047,fünfzig::NUM,елу,elli
1048,sechzig::NUM,алпыс,altmış
1049,siebzig::NUM,жетпіс,yetmiş
1050,achtzig::NUM,сексен,seksen
1051,neunzig::NUM,тоқсан,doksan
1052,hundert::NUM,жүз,yüz
1053,tausend::NUM,мың,bin
1054,und::CNJ,та,ve
1055,und::CNJ,та,ile
1056,oder::CNJ,әлде,ya
1057,oder::CNJ,әлде,yahut
1058,oder::CNJ,немесе,ya
1059,oder::CNJ,немесе,yahut
1060,stehen::V,тұру,durmak
1061,sitzen::V,отыру,oturmak
1062,liegen::V,жату,yatmak
1063,hängen::V,ілу,asılı olmak
1064,werden::V,болу,olmak
1065,werden::V,болу,olunmak
1066,werden::V,түрегелу,olmak
1067,werden::V,түрегелу,olunmak
1068,passieren::V,болу,olmak
1069,beginnen::V,басталу,başlamak
1070,enden::V,ада болу,bitmek
1071,enden::V,ада болу,sona ermek
1072,wechseln::V,құбылу,değişmek
1073,wechseln::V,өзгеру,değişmek
1074,aufgehen[Sonne]::V,шығу,doğmak
1075,untergehen[Sonne]::V,батыру,batmak
1076,scheinen[Sonne]::V,жылтырау,parlamak
1077,donnern::V,күркіреу,gök gürlemek
1078,wehen::V,огып тур,esmek
1079,strömen::V,сорғалау,akmak
1080,fließen::V,ағу,akmak
1081,sich drehen::V,айналу,dönmek
1082,schwanken::V,толықсу,sallanmak
1083,schwingen::V,тербелу,titremek
1084,fallen::V,құлау,düşmek
1085,fallen::V,жығылу,düşmek
1086,fallen::V,төмендеу,düşmek
1087,brennen::V,жану,yanmak
1088,rauchen::V,түтету,tütmek
1089,regnen::V,жауу,yağmak
1090,gefrieren::V,мұздай қату,donmak
1091,gefrieren::V,мұз боп қату,donmak
1092,tauen::V,жібу,erimek
1093,schmelzen::V,еру,erimek
1094,trocknen::V,курау,kurumak
1095,sieden::V,қайнау,kaynamak
1096,faulen::V,иістену,çürümek
1097,verfaulen::V,шіру,çürümek
1098,reißen::V,жыртылу,yırtılmak
1099,versinken::V,малтығу,batmak
1100,vergehen::V,өту,geçmek
1101,erscheinen::V,көріну,görünmek
1102,erscheinen::V,көрініп қалу,görünmek
1103,verschwinden::V,ғайып_болу,kaybolmak
1104,sinken::V,ылдилау,inmek
1105,sinken::V,төмендеу,inmek
1106,abnehmen::V,кемітілу,azalmak
1107,zunehmen::V,көбею,artmak
1108,zunehmen::V,көбею,çoğalmak
1109,steigen::V,қобу,artmak
1110,steigen::V,қобу,yükselmek
1111,steigen::V,көтерілу,artmak
1112,steigen::V,көтерілу,yükselmek
1113,steigen::V,жоғарылау,artmak
1114,steigen::V,жоғарылау,yükselmek
1115,wachsen::V,өсу,büyümek
1116,wachsen::V,өсу,gelişmek
1117,glänzen::V,жалтырау,parlamak
1118,funkeln::V,жарқырау,parıldamak
1119,funkeln::V,нұрлану,parıldamak
1120,funkeln::V,жылтылдау,parıldamak
1121,lärmen::V,шулау,gürültü yapmak
1122,lärmen::V,шуылдау,gürültü yapmak
1123,läuten::V,қоңыраулату,çalmak
1124,klingeln::V,дыңғырлау,zil çalmak
1125,klirren::V,дыңылдату,şakırdamak
1126,klirren::V,дыңылдату,zangırdamak
1127,brausen::V,тасу,köpürmek
1128,brausen::V,тасу,kükremek
1129,rauschen::V,сусылдау,fışırdamak
1130,rauschen::V,сыбдырлау,fışırdamak
1131,klingen::V,дыбыс шығару,tınlamak
1132,bellen::V,үру,havlamak
1133,heulen::V,ұлу,ulumak
1134,blasen::V,үру,üflemek
1135,pfeifen::V,ысқыру,düdük çalmak
1136,schreien::V,шыңғыру,bağırmak
1137,schreien::V,шыңғыру,haykırmak
1138,schreien::V,айғайлау,bağırmak
1139,schreien::V,айғайлау,haykırmak
1140,schreien::V,байбайлау,bağırmak
1141,schreien::V,байбайлау,haykırmak
1142,schreien::V,бажалақтау,bağırmak
1143,schreien::V,бажалақтау,haykırmak
1144,stöhnen::V,ыңырсу,inlemek
1145,stöhnen::V,ыңкылдау,inlemek
1146,zittern::V,қалш,titremek
1147,zittern::V,қалшылдату,titremek
1148,leben::V,жасау,yaşamak
1149,leben::V,жасау,hayatta olmak
1150,leben::V,күнелту,yaşamak
1151,leben::V,күнелту,hayatta olmak
1152,leben::V,күн көру,yaşamak
1153,leben::V,күн көру,hayatta olmak
1154,leben::V,тіршілік ету,yaşamak
1155,leben::V,тіршілік ету,hayatta olmak
1156,geboren werden::V,туу,doğmak
1157,atmen::V,дем алу,solunmak
1158,atmen::V,дем алу,nefes almak
1159,atmen::V,ауа жұту,solunmak
1160,atmen::V,ауа жұту,nefes almak
1161,trinken::V,ішу,içmek
1162,trinken::V,ұрттау,içmek
1163,essen::V,жеу,yemek
1164,essen::V,тамақтану,yemek
1165,schlucken::V,жұту,yutmak
1166,müde werden::V,болдыру,yorulmak
1167,einschlafen::V,үйыктап калу,uykuya dalmak
1168,schlafen::V,ұйықтау,uyumak
1169,aufwachen::V,ояну,uyanmak
1170,aufstehen::V,ояну,kalkmak
1171,aufstehen::V,ояну,yataktan kalkmak
1172,sich erholen::V,тынығу,dinlenmek
1173,krank werden::V,кеселдену,hastalanmak
1174,krank werden::V,сырқаттану,hastalanmak
1175,krank werden::V,ауырып қалу,hastalanmak
1176,krank werden::V,ауыра бастау,hastalanmak
1177,krank werden::V,кеселге ұшырау,hastalanmak
1178,krank werden::V,сырқаттанып қалу,hastalanmak
1179,krank sein::V,ауыру,hasta olmak
1180,krank sein::V,сырқаттану,hasta olmak
1181,schmerzen::V,ауырады,ağrımak
1182,husten::V,жөтелу,öksürmek
1183,genesen::V,айығу,şifa bulmak
1184,sterben::V,өлу,ölmek
1185,sterben::V,өлу,vefat etmek
1186,sterben::V,қайтыс,ölmek
1187,sterben::V,қайтыс,vefat etmek
1188,sterben::V,жантапсыру,ölmek
1189,sterben::V,жантапсыру,vefat etmek
1190,umkommen::V,өлу,ölmek
1191,umkommen::V,қаза табу,ölmek
1192,sich bewegen::V,жылжу,hareket etmek
1193,sich rühren::V,қыбырлау,kımıldanmak
1194,sich erheben::V,тұру,kalkmak
1195,sich erheben::V,тұру,ayağa kalkmak
1196,sich setzen::V,отыру,oturmak
1197,hinfallen::V,жығылу,yere düşmek
1198,laufen::V,жояу жүру,yürümek
1199,schreiten::V,кадамдау,yürümek
1200,schreiten::V,кадамдау,adım atmak
1201,spazierengehen::V,қыдыру,gezmek
1202,spazierengehen::V,қыдыру,dolaşmak
1203,eilen::V,асығу,seğirtmek
1204,eilen::V,жеделдену,seğirtmek
1205,eilen::V,жедепдеу,seğirtmek
1206,sich beeilen::V,асығу,acele etmek
1207,sich beeilen::V,жеделдену,acele etmek
1208,sausen::V,заулау,hızla gitmek
1209,rennen::V,жүгіру,koşmak
1210,springen::V,секіру,atlamak
1211,springen::V,секіру,sıçramak
1212,klettern::V,өрмелеп шығу,tırmanmak
1213,schaukeln::V,тербелу,sallanmak
1214,kriechen::V,еңбектеу,sürünmek
1215,schwimmen::V,жүзу,yüzmek
1216,schwimmen::V,малту,yüzmek
1217,schwimmen::V,қалықтау,yüzmek
1218,tauchen::V,сүңгу,dalmak
1219,rudern::V,есу,kürek çekmek
1220,fahren::V,бару,gitmek
1221,fliegen::V,ұшу,uçmak
1222,gehen::V,бару,gitmek
1223,weggehen::V,кету,gitmek
1224,abfahren::V,жөнелу,kalkmak
1225,anhalten::V,тоқтау,durmak
1226,hineingehen::V,кіру,içeri girmek
1227,eintreten::V,ену,girmek
1228,kommen::V,жету,gelmek
1229,ankommen::V,келу,varmak
1230,zurückkommen::V,қайту,dönmek
1231,bleiben::V,қалу,kalmak
1232,warten::V,тосу,beklemek
1233,erwarten::V,күту,beklemek
1234,suchen::V,іздеу,aramak
1235,finden::V,табу,bulmak
1236,versuchen::V,талпыну,denemek
1237,vorbereiten::V,әзірлеу,hazırlamak
1238,lieben::V,сүю,sevmek
1239,mögen::V,жарату,beğenmek
1240,mögen::V,жақсы_көру,beğenmek
1241,lachen::V,күлу,gülmek
1242,lachen::V,күлісу,gülmek
1243,rühren::V,көңілін бұзу,dokunmak
1244,rühren::V,көңілін бұзу,duygulandırmak
1245,weinen::V,жылау,ağlamak
1246,schimpfen::V,ақырып-бақыру,küfretmek
1247,sich ärgern::V,ашулану,kızmak
1248,sich fürchten::V,сескену,korkmak
1249,fürchten::V,қауіптену,korkmak
1250,fürchten::V,сақсыну,korkmak
1251,fliehen::V,қашу,kaçmak
1252,fliehen::V,қашып кету,kaçmak
1253,flüchten::V,қашу,kaçmak
1254,flüchten::V,қашып кету,kaçmak
1255,sehen::V,көру,görmek
1256,anschauen::V,назар салу,seyretmek
1257,ansehen::V,тамашалау,bakmak
1258,hören::V,есту,duymak
1259,hören::V,есту,işitmek
1260,zuhören::V,тыңдау,dinlemek
1261,zuhören::V,құлақ қою,dinlemek
1262,probieren::V,тату,denemek
1263,probieren::V,тату,tadına bakmak
1264,probieren::V,дәм тату,denemek
1265,probieren::V,дәм тату,tadına bakmak
1266,riechen::V,иіскеу,kokusunu almak
1267,fühlen::V,сезу,duymak
1268,fühlen::V,сезу,hissetmek
1269,fühlen::V,сезіну,duymak
1270,fühlen::V,сезіну,hissetmek
1271,scheinen::V,болып көріну,görünmek
1272,zu sehen sein::V,көріну,görünmek
1273,vernehmen::V,есту,haber almak
1274,vernehmen::V,есітіп қалу,haber almak
1275,frieren::V,тоңу,üşümek
1276,frieren::V,жаурау,üşümek
1277,tun::V,ету,etmek
1278,tun::V,ету,yapmak
1279,tun::V,істеу,etmek
1280,tun::V,істеу,yapmak
1281,können::V,білу,bilmek
1282,wollen::V,қалау,istemek
1283,anfangen::V,бастау,başlamak
1284,beenden::V,бітіру,bitirmek
1285,beenden::V,адақтау,bitirmek
1286,beenden::V,тамамдау,bitirmek
1287,beenden::V,аяқтап шығу,bitirmek
1288,aufhören::V,доғару,bitmek
1289,gelingen::V,жолы түсу,başarmak
1290,geraten::V,калу,düşmek
1291,öffnen::V,ашу,açmak
1292,öffnen::V,ашып қою,açmak
1293,schließen::V,жабу,kapamak
1294,stellen::V,қою,koymak
1295,stellen::V,қойдыру,koymak
1296,setzen::V,отырғызу,koymak
1297,setzen::V,отырғызу,oturtmak
1298,legen::V,салу,koymak
1299,legen::V,салу,yatırmak
1300,legen::V,калау,koymak
1301,legen::V,калау,yatırmak
1302,berühren::V,тию,dokunmak
1303,verbinden::V,байлап алу,bağlamak
1304,verbinden::V,байлап алу,birleştirmek
1305,verbinden::V,сабақтастыру,bağlamak
1306,verbinden::V,сабақтастыру,birleştirmek
1307,bedecken::V,бүркеу,örtmek
1308,bedecken::V,бүркеу,kaplamak
1309,aufhängen::V,ілу,asmak
1310,aufhängen::V,асып қою,asmak
1311,anzünden::V,тұтату,yakmak
1312,anzünden::V,тұтату,ateşlemek
1313,aufheben::V,көтеру,kaldırmak
1314,zurücklassen::V,қалдыру,geride bırakmak
1315,verlieren::V,жоғалту,yitirmek
1316,verlieren::V,жоғалту,kaybetmek
1317,fallen lassen::V,құлатып алу,düşürmek
1318,fallen lassen::V,қолдан түсіріп алу,düşürmek
1319,machen::V,ету,yapmak
1320,machen::V,жасау,yapmak
1321,machen::V,жасап шығару,yapmak
1322,herstellen::V,жасап шығару,yapmak
1323,herstellen::V,жасап шығару,imal etmek
1324,bauen::V,тұрғызу,kurmak
1325,bauen::V,тұрғызу,inşa etmek
1326,reparieren::V,оңдау,onarmak
1327,reparieren::V,оңдау,tamir etmek
1328,verbessern::V,дұрыстау,düzeltmek
1329,ändern::V,өзгерту,değiştirmek
1330,graben::V,үңгу,kazmak
1331,beugen::V,буғу,eğmek
1332,biegen::V,ию,bükmek
1333,biegen::V,майыстыру,bükmek
1334,drehen::V,айналдыру,çevirmek
1335,drehen::V,айналдыру,döndürmek
1336,wenden::V,екінші жағын айналдыру,çevirmek
1337,umdrehen::V,бұру,çevirmek
1338,heben::V,көтеру,kaldırmak
1339,hochheben::V,жоғарылату,yukarı kaldırmak
1340,hochheben::V,көтеру,yukarı kaldırmak
1341,ergreifen::V,бас_салу,tutmak
1342,ergreifen::V,бас_салу,yakalamak
1343,ergreifen::V,шап_беріп_ұстап_алу,tutmak
1344,ergreifen::V,шап_беріп_ұстап_алу,yakalamak
1345,ergreifen::V,шап_беру,tutmak
1346,ergreifen::V,шап_беру,yakalamak
1347,ergreifen::V,шап_ете_түсу,tutmak
1348,ergreifen::V,шап_ете_түсу,yakalamak
1349,halten::V,тұту,tutmak
1350,halten::V,ұстау,tutmak
1351,drücken::V,басу,sıkmak
1352,schieben::V,итеру,itmek
1353,schieben::V,итеру,sürmek
1354,kratzen::V,қыру,kaşımak
1355,lecken::V,жалау,yalamak
1356,beißen::V,қабу,ısırmak
1357,beißen::V,тістеу,ısırmak
1358,beißen::V,қауып алу,ısırmak
1359,abreißen::V,үзу,koparmak
1360,abschneiden::V,қырқу,keserek ayırmak
1361,binden::V,байланыстыру,bağlamak
1362,binden::V,байлап_алу,bağlamak
1363,binden::V,байластыру,bağlamak
1364,binden::V,байлау,bağlamak
1365,binden::V,буу,bağlamak
1366,binden::V,матау,bağlamak
1367,binden::V,сабақтастыру,bağlamak
1368,binden::V,ұштастыру,bağlamak
1369,stecken::V,сұғу,sokmak
1370,brechen::V,сындыру,kırmak
1371,klopfen::V,қағу,çalmak
1372,hauen::V,соғу,vurmak
1373,kleben::V,желімдеу,yapıştırmak
1374,reiben::V,үйкеу,ovmak
1375,reiben::V,үйкеу,sürtmek
1376,streichen::V,сүйкеу,sürmek
1377,schleifen::V,егеу,bilemek
1378,schleifen::V,қайрау,bilemek
1379,schleifen::V,егеулеу,bilemek
1380,schneiden::V,кесу,kesmek
1381,rütteln::V,қозғау,sallamak
1382,rütteln::V,жұлмалау,sallamak
1383,schütteln::V,дірілдету,sarsmak
1384,schütteln::V,дірілдету,çalkamak
1385,schütteln::V,селкілдету,sarsmak
1386,schütteln::V,селкілдету,çalkamak
1387,schwenken::V,бұлғау,sallamak
1388,schwenken::V,сермеу,sallamak
1389,schütten::V,құю,dökmek
1390,schütten::V,құю,akıtmak
1391,füllen::V,толтыру,doldurmak
1392,einwickeln::V,орау,sarmak
1393,tragen::V,алып жүру,taşımak
1394,schleppen::V,тарту,sürüklemek
1395,ziehen::V,тарту,çekmek
1396,aufbewahren::V,сақтау,saklamak
1397,werfen::V,лақтыру,atmak
1398,fangen::V,қармау,tutmak
1399,fangen::V,қармау,yakalamak
1400,fangen::V,қағып алу,tutmak
1401,fangen::V,қағып алу,yakalamak
1402,packen::V,шап беру,tutmak
1403,packen::V,шап беру,yakalamak
1404,packen::V,шап ете түсу,tutmak
1405,packen::V,шап ете түсу,yakalamak
1406,packen::V,шап беріп ұстап алу,tutmak
1407,packen::V,шап беріп ұстап алу,yakalamak
1408,verstecken::V,тығу,saklamak
1409,verstecken::V,жасыру,saklamak
1410,teilen::V,бөлу,bölmek
1411,teilen::V,бөлу,ayırmak
1412,schicken::V,жіберу,yollamak
1413,schicken::V,жіберу,göndermek
1414,bringen::V,әкелу,getirmek
1415,bringen::V,алып келу,getirmek
1416,hinzufügen::V,қосу,katmak
1417,hinzufügen::V,қосу,eklemek
1418,hinzufügen::V,үстеу,katmak
1419,hinzufügen::V,үстеу,eklemek
1420,bekommen::V,алу,almak
1421,bekommen::V,алу,eline geçmek
1422,erhalten::V,алмақ,almak
1423,nehmen::V,алу,almak
1424,nehmen::V,алмақ,almak
1425,wählen::V,таңдау,seçmek
1426,auswählen::V,екшеу,seçmek
1427,auswählen::V,екшеу,ayırmak
1428,auswählen::V,саралау,seçmek
1429,auswählen::V,саралау,ayırmak
1430,auswählen::V,сұрыптау,seçmek
1431,auswählen::V,сұрыптау,ayırmak
1432,auswählen::V,сайлап алу,seçmek
1433,auswählen::V,сайлап алу,ayırmak
1434,bewahren::V,сақтау,korumak
1435,behindern::V,оралғы болу,engellemek
1436,verderben::V,бүлдіру,bozmak
1437,beschädigen::V,бұзу,zedelemek
1438,beschädigen::V,бұзу,ziyan vermek
1439,zerbrechen::V,уату,kırmak
1440,zerreißen::V,жырту,yırtmak
1441,zerstören::V,қирату,yıkmak
1442,zerstören::V,қирату,tahrip etmek
1443,zerstören::V,талқандау,yıkmak
1444,zerstören::V,талқандау,tahrip etmek
1445,verbrennen::V,өртеу,yakmak
1446,verbrennen::V,жандыру,yakmak
1447,verbrennen::V,өртеп жіберу,yakmak
1448,verbrennen::V,жандырып жіберу,yakmak
1449,geben::V,беру,vermek
1450,reichen::V,беру,uzatmak
1451,schenken::V,тарту,hediye etmek
1452,versprechen::V,уәде беру,vaat etmek
1453,wünschen::V,тілеу,kutlamak
1454,loben::V,мақтау,övmek
1455,loben::V,дәріптеу,övmek
1456,küssen::V,сүю,öpmek
1457,wiegen::V,тербеу,sallamak
1458,zudecken::V,бүркеу,örtmek
1459,wecken::V,ояту,uyandırmak
1460,zeigen::V,көрсету,göstermek
1461,führen::V,ерту,gezdirmek
1462,führen::V,ерту,yol göstermek
1463,führen::V,жетектеу,gezdirmek
1464,führen::V,жетектеу,yol göstermek
1465,lehren::V,оқыту,okutmak
1466,lehren::V,оқыту,öğretmek
1467,unterrichten::V,оқыту,öğretmek
1468,aufziehen::V,бағу,yetiştirmek
1469,leiten::V,басқару,yönetmek
1470,leiten::V,басқару,idare etmek
1471,leiten::V,жетекшілік ету,yönetmek
1472,leiten::V,жетекшілік ету,idare etmek
1473,antreiben::V,асықтыру,teşvik etmek
1474,lassen::V,-ткізу,-tırmak
1475,lassen::V,мәжбүр ету,-tırmak
1476,einladen::V,шақыру,davet etmek
1477,vereinigen::V,біріктіру,birleştirmek
1478,vereinigen::V,біріктіріп қою,birleştirmek
1479,besuchen::V,кіріп шығу,uğramak
1480,besuchen::V,кіріп шығу,ziyaret etmek
1481,besuchen::V,кіріп шығу,görmeye gitmek
1482,besuchen::V,барып шығу,uğramak
1483,besuchen::V,барып шығу,ziyaret etmek
1484,besuchen::V,барып шығу,görmeye gitmek
1485,treffen::V,кездесу,rastlamak
1486,treffen::V,кездесу,isabet etmek
1487,sich versammeln::V,топталу,toplanmak
1488,spielen::V,ойнау,oynamak
1489,singen::V,сайрау,söylemek
1490,singen::V,сайрау,şarkı söylemek
1491,tanzen::V,билеу,oynamak
1492,tanzen::V,билеу,dans etmek
1493,sich trennen::V,айрылысу,ayrılmak
1494,verlassen::V,тастау,bırakmak
1495,verlassen::V,тастау,terk etmek
1496,retten::V,құтқару,kurtarmak
1497,bewachen::V,күзету,gözetmek
1498,schützen::V,жақтау,korumak
1499,schützen::V,жақтасу,korumak
1500,verteidigen::V,қорғау,savunmak
1501,sich schlagen::V,алысу,dövüşmek
1502,schießen::V,ату,ateş etmek
1503,siegen::V,жеңу,yenmek
1504,ärgern::V,ашуландыру,kızdırmak
