,Concept_ID,br,pl
801,schmelzen::V,teuziñ,topnieć
802,trocknen::V,sec'hañ,schnąć
803,sieden::V,berviñ,wrzeć
804,sieden::V,berviñ,kipieć
805,faulen::V,breinañ,gnić
806,verfaulen::V,breinañ,zgnić
807,reißen::V,darnaouiñ,urywać się
808,versinken::V,sodellañ,tonąć
809,vergehen::V,tremen,przechodzić
810,erscheinen::V,donet war-wel,zjawiać się
811,verschwinden::V,monet diwar wel,zniknąć
812,sinken::V,en em izelat,spadać
813,abnehmen::V,nebeutaat,spadać
814,zunehmen::V,kreskiñ,wzrosnąć
815,steigen::V,sevel,wzrastać
816,wachsen::V,kreskiñ,rosnąć
817,glänzen::V,lugernañ,błyszczeć
818,funkeln::V,elieniñ,zabłyszczeć
819,lärmen::V,rabotat,hałasować
820,klirren::V,diridignat,brzęczeć
821,klirren::V,sterlinkañ,brzęczeć
822,brausen::V,gwegal,huczeć
823,rauschen::V,trouzal,szumieć
824,rauschen::V,trouzal,szeleścić
825,klingen::V,seniñ,brzmieć
826,klingen::V,seniñ,dźwięczeć
827,bellen::V,harzhal,szczekać
828,heulen::V,yudal,wyć
829,blasen::V,c'hwezhañ,dmuchnąć
830,pfeifen::V,c'hwitellat,gwizdać
831,schreien::V,huchal,krzyczeć
832,stöhnen::V,hirvoudiñ,stękać
833,zittern::V,krenañ,drżeć
834,leben::V,bevañ,żyć
835,geboren werden::V,genel,urodzić się
836,atmen::V,tennañ e anal,oddychać
837,trinken::V,evañ,pić
838,essen::V,debriñ,jeść
839,schlucken::V,lonkañ,połknąć
840,müde werden::V,skuizhañ,zmęczyć się
841,einschlafen::V,menel kousket,zasnąć
842,schlafen::V,kousket,spać
843,aufwachen::V,dihuniñ,obudzić się
844,aufstehen::V,sevel,wstać
845,sich erholen::V,diskuizhañ,wypoczywać
846,krank werden::V,klañviñ,zachorować
847,krank sein::V,bezañ klañv,chorować
848,schmerzen::V,skourjezañ,boleć
849,husten::V,pasaat,kaszlać
850,husten::V,peudal,kaszlać
851,genesen::V,pareañ,wyzdrowieć
852,sterben::V,mervel,umrzeć
853,umkommen::V,perisañ,zginąć
854,sich bewegen::V,bouljal,poruszać się
855,sich rühren::V,fiñval,ruszyć się
856,sich erheben::V,sevel,podnieść się
857,sich setzen::V,azezañ,usiąść
858,sich setzen::V,mont en e goazez,usiąść
859,hinfallen::V,kouezhañ,upaść
860,laufen::V,redek,chodzić
861,schreiten::V,kerzhet,kroczyć
862,spazierengehen::V,pourmen,iść na spacer
863,eilen::V,hastañ,pospieszać
864,sich beeilen::V,hastañ,pospieszyć się
865,sausen::V,karzhañ,pędzić
866,rennen::V,redek,biec
867,rennen::V,redek,biegać
868,springen::V,lammat,skakać
869,klettern::V,krimpat,wspinać się
870,schaukeln::V,brañsellat,huśtać
871,schaukeln::V,brañsellat,kołysać
872,kriechen::V,skrampañ,pełzać
873,kriechen::V,skrampañ,czołgać się
874,schwimmen::V,neuial,pływać
875,tauchen::V,splujañ,zanurzać się
876,rudern::V,roeñvat,wiosłować
877,fahren::V,kas,jechać
878,fahren::V,bleniañ,jechać
879,fliegen::V,nijal,latać
880,fliegen::V,nijal,lecieć
881,gehen::V,mont,iść
882,weggehen::V,mont kuit,odejść
883,abfahren::V,mont kuit,odjechać
884,anhalten::V,chom a-sav,zatrzymać się
885,hineingehen::V,monet e-barzh,wchodzić
886,eintreten::V,monet e-barzh,wejść
887,eintreten::V,monet e-barzh,nastąpić
888,kommen::V,dont,przyjść
889,ankommen::V,erruout,przybyć
890,zurückkommen::V,addonet,wrócić
891,bleiben::V,chom,zostać
892,warten::V,gortoz,czekać
893,erwarten::V,gortoz,oczekiwać
894,suchen::V,klask,szukać
895,finden::V,kavout,znaleźć
896,versuchen::V,klask,próbować
897,vorbereiten::V,aozañ,przygotować
898,lieben::V,karout,kochać
899,mögen::V,karout,lubić
900,lachen::V,c'hoarzin,śmiać się
901,rühren::V,tenerañ,wzruszyć
902,weinen::V,gouelañ,płakać
903,schimpfen::V,krozal,kląć
904,sich ärgern::V,fachañ,gniewać się
905,sich ärgern::V,en em fachañ,gniewać się
906,fliehen::V,tec'het,uciekać
907,flüchten::V,tuzañ,uciec
908,sehen::V,gwelet,widzieć
909,sehen::V,gwelet,zobaczyć
910,anschauen::V,sellout ouzh,oglądać
911,ansehen::V,sellout ouzh,popatrzeć na
912,hören::V,klevet,słyszeć
913,zuhören::V,selaou,słuchać
914,probieren::V,blasa,kosztować
915,riechen::V,klevet,wąchać
916,fühlen::V,santout,czuć
917,fühlen::V,santout,odczuwać
918,scheinen::V,diskouez bezañ,wydawać się
919,zu sehen sein::V,bezañ gwelus,widnieć
920,vernehmen::V,merzhañ,usłyszeć
921,frieren::V,anoued,marznąć
922,tun::V,ober,czynić
923,können::V,gouzout,móc
924,können::V,gouzout,umieć
925,wollen::V,fellout da,chcieć
926,wollen::V,kaout c'hoant da,chcieć
927,anfangen::V,kregiñ,zacząć
928,beenden::V,achuiñ,zakończyć
929,aufhören::V,paouez,przestać
930,öffnen::V,digeriñ,otworzyć
931,schließen::V,serriñ,zamknąć
932,stellen::V,lakaat,postawić
933,setzen::V,lakaat,posadzić
934,legen::V,lakaat,kłaść
935,berühren::V,touch,dotykać
936,verbinden::V,eren,łączyć
937,bedecken::V,goloiñ,przykryć
938,aufhängen::V,istribilhañ,powiesić
939,anzünden::V,alumiñ,zapalić
940,anzünden::V,c'hwezzañ,zapalić
941,aufheben::V,dastum,podnieść
942,zurücklassen::V,lezel,zostawić
943,verlieren::V,koll,zgubić
944,fallen lassen::V,laoskel,upuścić
945,fallen lassen::V,lezel da gouezhel,upuścić
946,machen::V,ober,zrobić
947,herstellen::V,fardañ,wytworzyć
948,bauen::V,sevel,budować
949,reparieren::V,adaozañ,naprawiać
950,verbessern::V,gwellaat,ulepszyć
951,ändern::V,cheñch,zmienić
952,graben::V,kleuzañ,kopać
953,beugen::V,plegañ,zagiąć
954,biegen::V,krommañ,zgiąć
955,drehen::V,treiñ,obracać
956,wenden::V,treiñ,obrocić
957,umdrehen::V,treiñ,obrocić
958,heben::V,sevel,podnosić
959,hochheben::V,sevel,podnieść
960,ergreifen::V,kemer,chwycić
961,halten::V,dalc'hen,trzymać
962,drücken::V,bountañ,naciskać
963,schieben::V,poulzañ,pchać
964,schieben::V,poulzañ,posuwać
965,kratzen::V,skrabat,drapać
966,lecken::V,lipat,lizać
967,beißen::V,kregiñ,kąsać
968,abreißen::V,diframmañ,oderwać
969,abschneiden::V,troc'hañ,odciąć
970,binden::V,stagañ,wiązać
971,stecken::V,sankañ,wetknąć
972,brechen::V,darnaouiñ,złamać
973,klopfen::V,skoiñ,pukać
974,klopfen::V,skoiñ,stukać
975,hauen::V,dornañ,bić
976,kleben::V,pegañ,kleić
977,reiben::V,taravat,trzeć
978,reiben::V,trekiñ,trzeć
979,streichen::V,toazañ,smarować
980,schleifen::V,lemmañ,ostrzyć
981,schneiden::V,troc'hañ,ciąć
982,schneiden::V,troc'hañ,krajać
983,rütteln::V,tordorosañ,trząść
984,schütteln::V,hejañ,trząść
985,schütten::V,diskargañ,nasypać
986,füllen::V,kargañ,napełnić
987,einwickeln::V,gronnañ,zawinąć
988,tragen::V,dougen,nieść
989,schleppen::V,stlejal,wlec
990,ziehen::V,sachañ,ciągnąć
991,aufbewahren::V,miret,przechowywać
992,werfen::V,teuler,rzucać
993,fangen::V,tapañ,łowić
994,packen::V,krapat,chwycić
995,verstecken::V,kuzhat,ukryć
996,verstecken::V,kuzhat,schować
997,teilen::V,rannañ,podzielić
998,schicken::V,kas,posyłać
999,bringen::V,degas,przynieść
1000,hinzufügen::V,lakat ouzhpenn,dodać
1001,bekommen::V,kaout,dostać
1002,erhalten::V,kaout,otrzymać
1003,nehmen::V,kemer,wziąć
1004,wählen::V,choaz,wybrać
1005,auswählen::V,dibab,wybrać
1006,bewahren::V,mirout,zachować
1007,behindern::V,diaezañ,utrudnić
1008,behindern::V,diaezañ,przeszkadzać
1009,verderben::V,lovrañ,zepsuć
1010,beschädigen::V,gwallegañ,uszkodzić
1011,zerbrechen::V,torriñ,złamać
1012,zerreißen::V,diroegiñ,drzeć
1013,zerreißen::V,diroegiñ,rozdzierać
1014,zerstören::V,distrujañ,zniszczyć
1015,verbrennen::V,deviñ,spalić
1016,geben::V,reiñ,dać
1017,schenken::V,donezonañ,darować
1018,versprechen::V,prometiñ,obiecać
1019,wünschen::V,hetiñ,życzyć
1020,loben::V,feurmiñ,chwalić
1021,küssen::V,pokat,całować
1022,wiegen::V,pouezañ,kołysać
1023,zudecken::V,goloiñ,przykryć
1024,wecken::V,dihuniñ,zbudzić
1025,zeigen::V,diskouez,pokazać
1026,führen::V,kas,wieść
1027,führen::V,kas,prowadzić
1028,lehren::V,deskiñ,uczyć
1029,unterrichten::V,kelenn,nauczać
1030,leiten::V,bleinañ,kierować
1031,antreiben::V,poulzañ,popędzić
1032,lassen::V,leuskel,zostawić
1033,einladen::V,pediñ,zaprosić
1034,vereinigen::V,unisañ,zjednoczyć
1035,besuchen::V,gweladenniñ,odwiedzić
1036,treffen::V,kejal,trafić
1037,treffen::V,kejal,spotkać
1038,treffen::V,ankontrañ,trafić
1039,treffen::V,ankontrañ,spotkać
1040,sich versammeln::V,bodennañ,zebrać się
1041,sich versammeln::V,bodennañ,zgromadzić się
1042,spielen::V,c'hoari,grać
1043,spielen::V,c'hoari,bawić się
1044,singen::V,kanañ,śpiewać
1045,tanzen::V,dañsal,pląsać
1046,tanzen::V,dañsal,tańczyć
1047,sich trennen::V,dispartiañ,rozstać się
1048,verlassen::V,lezel,opuścić
1049,retten::V,saveteiñ,ocalić
1050,retten::V,saveteiñ,uratować
1051,bewachen::V,mesa,pilnować
1052,schützen::V,diwall,ochronić
1053,verteidigen::V,difenn,bronić
1054,sich schlagen::V,lopañ,pobić się
1055,siegen::V,trec'hiñ,zwycziężyć
1056,ärgern::V,hegasiñ,gniewać
1057,schlagen::V,skeiñ,bić
1058,schlagen::V,skeiñ,uderzyć
1059,treten::V,botaouiñ,kopnąć
1060,stechen::V,pikat,ukłuć
1061,stoßen::V,stokañ,popchnąć
1062,stehlen::V,laerezh,ukraść
1063,stören::V,direnkañ,zakłócić
1064,stören::V,direnkañ,przeszkodzić
1065,belästigen::V,dregasiñ,dokuczać
1066,verbergen::V,skoachañ,ukryć
1067,täuschen::V,tromplañ,łudzić
1068,betrügen::V,lorbañ,oszukać
1069,töten::V,lazhañ,zabić
1070,wohnen::V,bezañ o chom,mieszkać
1071,arbeiten::V,labourat,pracować
1072,sammeln::V,dastum,zebrać
1073,pflücken::V,kuntuilhañ,zerwać
1074,jagen::V,chaseal,polować
1075,fischen::V,pesketa,łowić ryby
1076,fassen::V,pakañ,złapać
1077,hüten::V,geota,paść
1078,anbinden::V,stagañ,przywiązać
1079,füttern::V,boueta,karmić
1080,melken::V,goro,doić
1081,hacken::V,difrakal,rąbać
1082,gießen::V,dourañ,lać
1083,gießen::V,dourañ,podlać
1084,reifen::V,azviñ,dojrzeć
1085,zubereiten::V,keginañ,przyrządzić
1086,kochen::V,poazhañ,gotować
1087,backen::V,fritañ,piec
1088,braten::V,rostañ,piec
1089,braten::V,rostañ,smażyć
1090,stricken::V,stammañ,dziać
1091,nähen::V,gwriat,szyć
1092,färben::V,livañ,pofarbować
1093,reinigen::V,naetañ,oczyścić
1094,waschen::V,gwalc'hiñ,prać
1095,abwischen::V,torchañ,obetrzeć
1096,spülen::V,disgwalc'hiñ,płukać
1097,fegen::V,skubañ,zamiatać
1098,kehren::V,skubañ,zamieść
1099,baden::V,kouronkañ,kąpać się
1100,sich waschen::V,en em walc'hiñ,myć się
1101,sich anziehen::V,gwiskañ,ubrać się
1102,kämmen::V,kribat,uczesać
1103,schmücken::V,kinklañ,ozdabiać
1104,sagen::V,larêt,powiedzieć
1105,sagen::V,lavaret,powiedzieć
1106,sprechen::V,komz,mówić
1107,reden::V,kaozeal,mówić
1108,sich unterhalten::V,balbotal,rozmawiać
1109,fragen::V,goulenn,zapytać
1110,bitten::V,goulenn,prosić
1111,erzählen::V,kontañ,opowiedzieć
1112,mitteilen::V,kemenn,zawiadomić o
1113,nennen::V,anviñ,nazwać
1114,rufen::V,gelver,wołać
1115,prahlen::V,fougeal,chełpić się
1116,übersetzen::V,treiñ,tłumaczyć
1117,denken::V,soñjal,myśleć
1118,glauben::V,krediñ,sądzić
1119,glauben::V,krediñ,wierzyć
1120,bemerken::V,apresevañ,zauważyć
1121,erkennen::V,anavout,poznać
1122,begreifen::V,meizañ,zrozumieć
1123,verstehen::V,kompren,rozumieć
1124,verstehen::V,kompren,dosłyszeć
1125,lernen::V,deskiñ,uczyć się
1126,wissen::V,gouzout,wiedzieć
1127,sich erinnern an::V,kaout soñj e,przypomnieć sobie
1128,vergessen::V,ankouaat,zapomnieć
1129,messen::V,muzuliañ,mierzyć
1130,zählen::V,kontañ,liczyć
1131,rechnen::V,jedañ,rachować
1132,lesen::V,lenn,czytać
1133,malen::V,livañ,malować
1134,zeichnen::V,tresañ,rysować
1135,schreiben::V,skrivañ,pisać
1136,besitzen::V,kaout,posiadać
1137,kaufen::V,prenañ,kupić
1138,verkaufen::V,gwerzhañ,sprzedać
1139,bezahlen::V,paeañ,zapłacić
1140,zahlen::V,paeañ,płacić
1141,beherrschen::V,mestroniañ,opanować
1142,ertragen::V,anduriñ,znieść
1143,Grube::N,,dół
1144,Grube::N,,jama
1145,Spur::N,,ślad
1146,Lehm::N,,glina
1147,Laut::N,,dźwięk
1148,Winkel::N,,kąt
1149,Winkel::N,,kącik
1150,Lagerfeuer::N,,ognisko
1151,vergebens::ADV,,na próżno
1152,untergehen[Sonne]::V,,zajść
1153,läuten::V,,dzwonić
1154,klingeln::V,,dzwonić
1155,sich fürchten::V,,bać się
1156,fürchten::V,,bać się
1157,gelingen::V,,udać się
1158,geraten::V,,udać się
1159,schwenken::V,,machać
1160,reichen::V,,podać
1161,aufziehen::V,,wychować
1162,schießen::V,,strzelać
1163,treiben::V,,pędzić
1164,umrühren::V,,przemieszać
1165,ausziehen::V,,zdjąć
1166,anziehen::V,,włożyć
