,Concept_ID,,kk
232,Sohn::N,,ұл
233,Tochter::N,,қызым
234,Bruder::N,,бауырым
235,Schwester::N,,әпке
236,Onkel::N,,көке
237,Tante::N,,тәте
238,Ehemann::N,,ер
239,Ehefrau::N,,зайып
240,Freude::N,,қуаныш
241,Freude::N,,сүйініш
242,Freude::N,,шат-думан
243,Freude::N,,қуаныштылық
244,Gelächter::N,,күлу
245,Glück::N,,бақыт
246,Glück::N,,бақыттылық
247,Kummer::N,,аза
248,Kummer::N,,қайғы
249,Kummer::N,,қасырет
250,Wunsch::N,,мүдде
251,Lust::N,,тәбет
252,Lust::N,,ынтызар
253,Lust::N,,құштарлық
254,Geist::N,,рух
255,Gedanke::N,,ой
256,Gedächtnis::N,,ес
257,Gedächtnis::N,,жады
258,Gedächtnis::N,,ақыл-ес
259,Verstand::N,,ақыл
260,Verstand::N,,парасат
261,Sinn::N,,мән
262,Sinn::N,,маныз
263,Sinn::N,,мағына
264,Sinn::N,,мән-мағына
265,Grund::N,,себеп
266,Wahrheit::N,,рас
267,Gespräch::N,,әңгіме
268,Märchen::N,,ертеп
269,Märchen::N,,ертек
270,Erzählung::N,,әңгіме
271,Nachricht::N,,хабар
272,Neuigkeit::N,,жаңалық
273,Name::N,,ат
274,Name::N,,атау
275,Rätsel::N,,жұмбақ
276,Rede::N,,сөз
277,Sprache::N,,тіл
278,Stimme::N,,үн
279,Stimme::N,,әуен
280,Stimme::N,,дауыс
281,Wort::N,,сөз
282,Zeichen::N,,ишара
283,Ruf::N,,айғай
284,Lärm::N,,айғай-шу
285,Lärm::N,,айғай-ұйғай
286,Laut::N,,дыбыс
287,Laut::N,,дауыс
288,Ton::N,,әуен
289,Lied::N,,ән
290,Lied::N,,жыр
291,Lied::N,,ән-жыр
292,Ruhe::N,,тыныштық
293,Leute::N,,кісілер
294,Volk::N,,халық
295,Arbeit::N,,еңбек
296,Gast::N,,қонақ
297,Gast::N,,мейман
298,Geschenk::N,,қадия
299,Spiel::N,,ойын
300,Gesellschaft::N,,қауым
301,Gesellschaft::N,,жұртшылық
302,Hilfe::N,,жэрдем
303,Freund::N,,дос
304,Kamerad::N,,дос-жар
305,Angelegenheit::N,,жұмыс
306,Anzahl::N,,сан
307,Anzahl::N,,саны
308,Art::N,,түр
309,Stück::N,,тілім
310,Teil::N,,үлес
311,Teil::N,,бөлшек
312,Hälfte::N,,жарты
313,Kreis::N,,шеңбер
314,Kreuz::N,,крест
315,Linie::N,,сызық
316,Strich::N,,сызық
317,Abstand::N,,ара
318,Abstand::N,,аралық
319,Entfernung::N,,аралық
320,Gegend::N,,өңір
321,Platz::N,,орны
322,Ort::N,,орын
323,Seite::N,,жақ
324,Seite::N,,бүйір
325,Mitte::N,,ортасы
326,Gegenstand::N,,зат
327,Gegenstand::N,,нәрсе
328,Sache::N,,бұйым
329,Rand::N,,шет
330,Rand::N,,шеті
331,Kante::N,,қыр
332,Kante::N,,қыры
333,Ecke::N,,қыры
334,Ecke::N,,бұрыш
335,Spitze::N,,ұшы
336,Ende::N,,аяқ
337,Ende::N,,соңы
338,Loch::N,,тесік
339,Winkel::N,,мүйіс
340,Muster::N,,мәнер
341,Größe::N,,ауқым
342,Größe::N,,көлемдік
343,Länge::N,,бой
344,Länge::N,,ұзындық
345,Höhe::N,,жоғарылық
346,Höhe::N,,биіктік
347,Gewicht::N,,салмақ
348,Menge::N,,мөлшер
349,Haufen::N,,үйме
350,Haufen::N,,үйінді
351,Reihe::N,,сап
352,Boot::N,,қайық
353,Ruder::N,,ескек
354,Schlitten::N,,шана
355,Ski::N,,шаңғы
356,Lagerfeuer::N,,алау
357,Last::N,,ауырлық
358,Last::N,,ауыр зат
359,Gang::N,,жүріс
360,Schritt::N,,адым
361,Norden::N,,солтүстік
362,Norden::N,,терістік
363,Süden::N,,оңтүстік
364,Westen::N,,батыс
365,Osten::N,,күншығыс
366,Holz::N,,ағаш
367,Holz::N,,сүрек
368,Brett::N,,тақта
369,Platte::N,,тақта
370,Stütze::N,,тіреу
371,Stange::N,,қада
372,Stock::N,,сойыл
373,Stab::N,,сырық
374,Rohr::N,,құбыр
375,Haus::N,,үй
376,Heim::N,,үйлі
377,Heim::N,,шаңырақ
378,Ofen::N,,ошақ
379,Ofen::N,,пеш
380,Fußboden::N,,еден
381,Tisch::N,,үстел
382,Stuhl::N,,орындық
383,Wiege::N,,бесік
384,Bett::N,,кереует
385,Regal::N,,сөре
386,Kiste::N,,жәшік
387,Fenster::N,,терезе
388,Tür::N,,есік
389,Tor::N,,дарбаза
390,Zaun::N,,дуал
391,Dach::N,,шатыр
392,Leiter::N,,саты
393,Leiter::N,,басқыш
394,Besen::N,,сыпырғыш
395,Spaten::N,,күрек
396,Schaufel::N,,қалақ
397,Gabel::N,,аша
398,Gabel::N,,шанышқы
399,Löffel::N,,қасық
400,Messer::N,,пышақ
401,Nagel::N,,мық
402,Nagel::N,,шеге
403,Netz::N,,керегекөз
404,Haken::N,,ілмек
405,Griff::N,,сап
406,Griff::N,,тұтқа
407,Schloss::N,,құлып
408,Schloss::N,,бекіткіш
409,Bild::N,,сурет
410,Figur::N,,тұлға
411,Puppe::N,,қуыршақ
412,Beutel::N,,қапшық
413,Bündel::N,,байлам
414,Tasche::N,,дорба
415,Eimer::N,,шелек
416,Deckel::N,,жапқыш
417,Geschirr::N,,ыдыс
418,Sack::N,,қап
419,Tasse::N,,шыныаяқ
420,Topf::N,,кәстрөл
421,Kessel::N,,қазан
422,Essen::N,,ас
423,Nahrung::N,,ас
424,Nahrung::N,,тамақ
425,Speise::N,,тағам
426,Fleisch::N,,ет
427,Getreide::N,,дәнді
428,Brei::N,,ботқа
429,Brot::N,,күлше
430,Scheibe::N,,тілім
431,Fett::N,,май
432,Butter::N,,май
433,Öl::N,,май
434,Salz::N,,тұз
435,Suppe::N,,көже
436,Honig::N,,бал
437,Milch::N,,сүт
438,Tee::N,,шай
439,Leder::N,,көн
440,Wolle::N,,жүн
441,Stoff::N,,мата
442,Stoff::N,,кездеме
443,Nadel::N,,ине
444,Faden::N,,жіп
445,Knopf::N,,түйме
446,Knoten::N,,түйін
447,Farbe::N,,рең
448,Kleidung::N,,киім
449,Hemd::N,,жейде
450,Kragen::N,,жаға
451,Ärmel::N,,жең
452,Hose::N,,шалбар
453,Gürtel::N,,белбеу
454,Mütze::N,,қалпақ
455,Schuh::N,,кебіс
456,Stiefel::N,,етік
457,Ring::N,,жүзік
458,Band::N,,таспа
459,Kamm::N,,тарақ
460,Spiegel::N,,айна
461,Riemen::N,,қайыс
462,Schnur::N,,жіп
463,Leine::N,,тізгін
464,Decke::N,,көрпе
465,Kissen::N,,жастық
466,Tuch::N,,орамал
467,Handtuch::N,,сүлгі
468,Kraft::N,,қуат
469,Kraft::N,,қарқын
470,Kraft::N,,әл-шама
471,Kraft::N,,әл-дәрмен
472,Stärke::N,,әл
473,Stärke::N,,күш
474,Gesundheit::N,,денсаулык
475,Krankheit::N,,ауру
476,Schmerz::N,,ауру
477,Wunde::N,,зақым
478,Wunde::N,,жарақат
479,Fieber::N,,безгек
480,Fieber::N,,қалтырау
481,Fieber::N,,қызу көтерілуі
482,Arznei::N,,дәрі
483,Arznei::N,,дәрі-дәрмек
484,Brücke::N,,көпір
485,Brunnen::N,,құдық
486,Weide::N,,өріс
487,Weide::N,,жайылым
488,Pfad::N,,жол
489,Weg::N,,жол
490,Straße::N,,жол
491,Dorf::N,,ауыл
492,Stadt::N,,қала
493,Stadt::N,,шаһар
494,Brief::N,,хат
495,Brief::N,,жазу
496,Buch::N,,кітап
497,Buchstabe::N,,әріп
498,Buchstabe::N,,қаріп
499,Zeitung::N,,газет
500,Leben::N,,өмір
501,Leben::N,,тіршілік
502,Tod::N,,опат
503,Grab::N,,мола
504,Grab::N,,мазар
505,Kirche::N,,шіркеу
506,Sünde::N,,күнә
507,Gott::N,,алла
508,Gott::N,,құдай
509,Gott::N,,тәңірі
510,Gott::N,,пәруардігер
511,Gott::N,,жаратқан тәңірі
512,Arbeiter::N,,жүмысшы
513,Chef::N,,басшы
514,Chef::N,,жұмыс басқарушысы
515,Meister::N,,шебер
516,Meister::N,,өнерпаз
517,Arzt::N,,дәрігер
518,Lehrer::N,,мұғалім
519,Geld::N,,пұл
520,Geschäft::N,,бизнес
521,Laden::N,,дүкен
522,Preis::N,,ақы
523,Preis::N,,құны
524,Preis::N,,нарық
525,Ware::N,,тауар
526,Nutzen::N,,пайда
527,Reichtum::N,,бақ-дәулет
528,Welt::N,,әлем
529,Welt::N,,жиһан
530,Land::N,,аймақ
531,Staat::N,,мемлекет
532,König::N,,патша
533,Macht::N,,өкімет
534,Macht::N,,қожалық
535,Grenze::N,,шек
536,Krieg::N,,соғыс
537,Feind::N,,жау
538,Feind::N,,дұшпан
539,Gewalt::N,,зорлык
540,Gewalt::N,,зорлық-зомбылык
541,Kampf::N,,күрес
542,Kampf::N,,алыспақ
543,Bogen[Waffe]::N,,саржа
544,Pfeil::N,,жебе
545,Gewehr::N,,қару
546,Fehler::N,,әбес
547,Fehler::N,,қаталық
548,Lüge::N,,өтірік
549,Schaden::N,,зиян
550,Schaden::N,,зарар
551,Unglück::N,,пәле
552,Unglück::N,,қасырет
553,Unglück::N,,ауыртпалық
554,Schuld::N,,айыптылық
555,Alter::N,,жас
556,Alter::N,,жас шамасы
557,Schluss::N,,ада
558,Schluss::N,,бітуі
559,Zeit::N,,уақыт
560,Tag::N,,күн
561,Morgen::N,,таң
562,Morgen::N,,таңертең
563,Mittag::N,,талтүс
564,Abend::N,,кеш
565,Nacht::N,,түн
566,Woche::N,,апта
567,Monat::N,,ай
568,Jahr::N,,жыл
569,Frühling::N,,көктем
570,Sommer::N,,жаз
571,Herbst::N,,күз
572,Winter::N,,қыс
573,Januar::N,,каңтар
574,Februar::N,,ақпан
575,März::N,,наурыз
576,April::N,,сәуір
577,Mai::N,,мамыр
578,Juni::N,,маусым
579,Juli::N,,шілде
580,August::N,,сүмбіле
581,August::N,,тамыз
582,September::N,,қыркүйек
583,Oktober::N,,ақырап
584,November::N,,қараша
585,Dezember::N,,желтоқсан
586,Montag::N,,дүйсенбі
587,Dienstag::N,,сейсенбі
588,Mittwoch::N,,сәрсенбі
589,Donnerstag::N,,бейсенбі
590,Freitag::N,,жұма
591,Samstag::N,,сенбі
592,Sonntag::N,,жексембі
593,groß::A,,алпамсадай
594,klein::A,,кішкене
595,klein::A,,қарғадай
596,lang::A,,сопақ
597,lang::A,,сорайған
598,kurz::A,,кеспелтек
599,breit::A,,айдынды
600,schmal::A,,қысық
601,dicht::A,,жиі
602,dick[Gegenstand]::A,,шомбал
603,dünn::A,,жұқа
604,dünn::A,,жіңішке
605,fein::A,,қаңылтақ
606,fest::A,,берік
607,fest::A,,мызғымас
608,flach::A,,жалпак
609,glatt::A,,типыл
610,hart::A,,қатты
611,weich::A,,жұмсақ
612,rund::A,,домалақ
613,spitz::A,,үшкір
614,scharf::A,,сүйрік
615,stumpf::A,,доғал
616,stumpf::A,,өтпейтін
617,schwer::A,,салмақты
618,schön::A,,сұлу
619,heiß::A,,ыссы
620,warm::A,,жылы
621,kalt::A,,аязды
622,kühl::A,,салқын
623,frisch::A,,таза
624,frisch::A,,жаңа
625,feucht::A,,нам
626,feucht::A,,дымқылды
627,nass::A,,сулы
628,trocken::A,,құрғақ
629,voll::A,,толы
630,leer::A,,бос
631,offen::A,,ашып қойылған
632,geschlossen::A,,жабулы
633,sauber::A,,дақсыз
634,sauber::A,,мұнтаздай
635,schmutzig::A,,айғыз
636,schmutzig::A,,сатпақ
637,schmutzig::A,,сатал-сатал
638,roh::A,,шикі
639,reif::A,,піскен
640,lecker::A,,дәмді
641,süß::A,,тәтті
642,bitter::A,,ащы
643,sauer::A,,қышқыл
644,hell::A,,жарық
645,hell::A,,жарқын
646,dunkel::A,,қараңғы
647,schwarz::A,,қара
648,weiß::A,,ақ
649,rot::A,,қызыл
650,gelb::A,,сары
651,blau::A,,көк
652,grün::A,,жасыл
653,grau::A,,бозамық
654,bunt::A,,алабажак
655,billig::A,,арзан
656,teuer::A,,бағалы
657,wertvoll::A,,құнды
658,wertvoll::A,,қымбат
659,blind::A,,көзсіз
660,blind::A,,көр
661,blind::A,,көр_соқыр
662,taub::A,,керең
663,taub::A,,саңырау
664,kräftig::A,,қуатты
665,kräftig::A,,қарымды
666,stark::A,,білекті
667,schwach::A,,әлсіз
668,schwach::A,,күшсіз
669,schwach::A,,қайратсыз
670,fett::A,,семіз
671,schlank::A,,ашаң
672,hübsch::A,,ажарлы
673,hübsch::A,,шырайлы
674,böse::A,,өш
675,böse::A,,сұм
676,böse::A,,жауыз
677,dumm::A,,көкми
678,dumm::A,,ақымақ
679,dumm::A,,миы жоқ
680,faul::A,,жалқау
681,faul::A,,еріншек
682,fleißig::A,,ұқыпты
683,geizig::A,,сараң
684,klug::A,,жетік
685,klug::A,,ақылды
686,geschickt::A,,шебер
687,lieb::A,,абзал
688,lieb::A,,айналайын
689,lustig::A,,көңілді
690,sanft::A,,жуас
691,hungrig::A,,аш
692,krank::A,,кеселді
693,nackt::A,,жалаңаш
694,traurig::A,,қапа
695,lebendig::A,,тірі
696,lebendig::A,,жанды
697,gut::A,,жақсы
698,schlecht::A,,жаман
699,richtig::A,,дұрыс
700,schlimm::A,,жаман
701,wahr::A,,нағыз
702,alt::A,,ескі
703,neu::A,,жаңа
704,ehemalig::A,,өткен
705,ehemalig::A,,бұрынғы
706,alt[Lebewesen]::A,,кексе
707,jung::A,,науша
708,arm::A,,кедей
709,arm::A,,дәулетсіз
710,reich::A,,малды
711,bekannt::A,,таныс
712,bekannt::A,,көзтаныс
713,berühmt::A,,атақты
714,fremd::A,,бөтен
715,verschieden::A,,түрлі
716,nah::A,,жуық
717,nah::A,,етене
718,fern::A,,алыс
719,fern::A,,алыстағы
720,linker::A,,сол
721,linker::A,,солшыл
722,rechter::A,,оң
723,anderer::A,,өзге
724,anderer::A,,былайғы
725,erster::A,,алғашқы
726,zweiter::A,,екінші
727,dritter::A,,үшінші
728,letzter::A,,артқы
729,letzter::A,,кейінгі
730,allein::ADV,,серіксіз
731,auf einmal::ADV,,бірден
732,zusammen::ADV,,бірлесіп
733,lange::ADV,,ұзақ
734,plötzlich::ADV,,кенет
735,sofort::ADV,,әне-міне дегенше
736,später::ADV,,артынан
737,jetzt::ADV,,енді
738,jetzt::ADV,,қазір
739,heute::ADV,,бүгін
740,morgen::ADV,,ертең
741,bald::ADV,,тез
742,dann::ADV,,онан соң
743,dann::ADV,,сонан соң
744,gestern::ADV,,кеше
745,einst::ADV,,бірде
746,einst::ADV,,бір кезде
747,damals::ADV,,анада
748,danach::ADV,,онан соң
749,danach::ADV,,сонан соң
750,vorher::ADV,,бұрын
751,zuerst::ADV,,әуелі
752,zuerst::ADV,,алдымен
753,einmal::ADV,,бір жолы
754,manchmal::ADV,,кейде
755,oft::ADV,,ылғи
756,immer::ADV,,өнебойы
757,niemals::ADV,,ешуақытта
758,hier::ADV,,бұнда
759,hier::ADV,,осында
760,hierhin::ADV,,бермен
761,von hier::ADV,,бер жақтан
762,dort::ADV,,анда
763,dorthin::ADV,,әрі
764,geradeaus::ADV,,тура
765,vorwärts::ADV,,ілгері
766,rückwärts::ADV,,артқа
767,zurück::ADV,,кейін қарай
768,unten::ADV,,төменде
769,hinab::ADV,,астына
770,hinab::ADV,,төмен
771,oben::ADV,,жоғарыда
772,hinauf::ADV,,өрге
773,überall::ADV,,әрқайда
774,nicht::ADV,,емес
775,ein wenig::ADV,,азырақ
776,ein wenig::ADV,,аздаған
777,ein wenig::ADV,,азғантай
778,kaum::ADV,,зорға
779,sehr::ADV,,орасан
780,so::ADV,,бұлай
781,so::ADV,,былайша
782,noch::ADV,,әлі
783,nur::ADV,,ғана
784,schon::ADV,,түге
785,wieder::ADV,,жаңа
786,wieder::ADV,,қайта
787,wieder::ADV,,жаңадан
788,vergebens::ADV,,бекер
789,vor::PRP,,алды
790,hinter::PRP,,артынан
791,unter::PRP,,түп
792,unter::PRP,,маңында
793,durch::PRP,,арқылы
794,neben::PRP,,іргеде
795,neben::PRP,,жанында
796,zwischen::PRP,,арада
797,wegen::PRP,,үшін
798,dies::PRN,,бұ
799,dies::PRN,,осы
800,das::PRN,,сол
801,alles::PRN,,дүйім
802,alles::PRN,,күллі
803,ich::PRN,,мен
804,du::PRN,,сен
805,er::PRN,,ол
806,wir::PRN,,біз
807,ihr::PRN,,сіз
808,sie::PRN,,олар
809,was::FPRN,,не
810,wer::FPRN,,кім
811,wo::FADV,,кәні
812,wo::FADV,,қайда
813,wohin::FADV,,қайда
814,wie::FADV,,калай
815,warum::FADV,,неғып
816,wieviel::FNUM,,неше
817,wieviel::FNUM,,қанша
818,eins::NUM,,бір
819,zwei::NUM,,екі
820,drei::NUM,,үш
821,vier::NUM,,төрт
822,fünf::NUM,,бес
823,sechs::NUM,,алты
824,sieben::NUM,,жеті
825,acht::NUM,,сегіз
826,neun::NUM,,тоғыз
827,zehn::NUM,,он
828,elf::NUM,,он бір
829,zwölf::NUM,,он екі
830,zwanzig::NUM,,жиырма
831,dreißig::NUM,,отыз
832,vierzig::NUM,,қырық
833,fünfzig::NUM,,елу
834,sechzig::NUM,,алпыс
835,siebzig::NUM,,жетпіс
836,achtzig::NUM,,сексен
837,neunzig::NUM,,тоқсан
838,hundert::NUM,,жүз
839,tausend::NUM,,мың
840,und::CNJ,,та
841,oder::CNJ,,әлде
842,oder::CNJ,,немесе
843,stehen::V,,тұру
844,sitzen::V,,отыру
845,liegen::V,,жату
846,hängen::V,,ілу
847,werden::V,,болу
848,werden::V,,түрегелу
849,passieren::V,,болу
850,beginnen::V,,басталу
851,enden::V,,ада болу
852,wechseln::V,,құбылу
853,wechseln::V,,өзгеру
854,aufgehen[Sonne]::V,,шығу
855,untergehen[Sonne]::V,,батыру
856,scheinen[Sonne]::V,,жылтырау
857,donnern::V,,күркіреу
858,wehen::V,,огып тур
859,strömen::V,,сорғалау
860,fließen::V,,ағу
861,sich drehen::V,,айналу
862,schwanken::V,,толықсу
863,schwingen::V,,тербелу
864,fallen::V,,құлау
865,fallen::V,,жығылу
866,fallen::V,,төмендеу
867,brennen::V,,жану
868,rauchen::V,,түтету
869,regnen::V,,жауу
870,gefrieren::V,,мұздай қату
871,gefrieren::V,,мұз боп қату
872,tauen::V,,жібу
873,schmelzen::V,,еру
874,trocknen::V,,курау
875,sieden::V,,қайнау
876,faulen::V,,иістену
877,verfaulen::V,,шіру
878,reißen::V,,жыртылу
879,versinken::V,,малтығу
880,vergehen::V,,өту
881,erscheinen::V,,көріну
882,erscheinen::V,,көрініп қалу
883,verschwinden::V,,ғайып_болу
884,sinken::V,,ылдилау
885,sinken::V,,төмендеу
886,abnehmen::V,,кемітілу
887,zunehmen::V,,көбею
888,steigen::V,,қобу
889,steigen::V,,көтерілу
890,steigen::V,,жоғарылау
891,wachsen::V,,өсу
892,glänzen::V,,жалтырау
893,funkeln::V,,жарқырау
894,funkeln::V,,нұрлану
895,funkeln::V,,жылтылдау
896,lärmen::V,,шулау
897,lärmen::V,,шуылдау
898,läuten::V,,қоңыраулату
899,klingeln::V,,дыңғырлау
900,klirren::V,,дыңылдату
901,brausen::V,,тасу
902,rauschen::V,,сусылдау
903,rauschen::V,,сыбдырлау
904,klingen::V,,дыбыс шығару
905,bellen::V,,үру
906,heulen::V,,ұлу
907,blasen::V,,үру
908,pfeifen::V,,ысқыру
909,schreien::V,,шыңғыру
910,schreien::V,,айғайлау
911,schreien::V,,байбайлау
912,schreien::V,,бажалақтау
913,stöhnen::V,,ыңырсу
914,stöhnen::V,,ыңкылдау
915,zittern::V,,қалш
916,zittern::V,,қалшылдату
917,leben::V,,жасау
918,leben::V,,күнелту
919,leben::V,,күн көру
920,leben::V,,тіршілік ету
921,geboren werden::V,,туу
922,atmen::V,,дем алу
923,atmen::V,,ауа жұту
924,trinken::V,,ішу
925,trinken::V,,ұрттау
926,essen::V,,жеу
927,essen::V,,тамақтану
928,schlucken::V,,жұту
929,müde werden::V,,болдыру
930,einschlafen::V,,үйыктап калу
931,schlafen::V,,ұйықтау
932,aufwachen::V,,ояну
933,aufstehen::V,,ояну
934,sich erholen::V,,тынығу
935,krank werden::V,,кеселдену
936,krank werden::V,,сырқаттану
937,krank werden::V,,ауырып қалу
938,krank werden::V,,ауыра бастау
939,krank werden::V,,кеселге ұшырау
940,krank werden::V,,сырқаттанып қалу
941,krank sein::V,,ауыру
942,krank sein::V,,сырқаттану
943,schmerzen::V,,ауырады
944,husten::V,,жөтелу
945,genesen::V,,айығу
946,sterben::V,,өлу
947,sterben::V,,қайтыс
948,sterben::V,,жантапсыру
949,umkommen::V,,өлу
950,umkommen::V,,қаза табу
951,sich bewegen::V,,жылжу
952,sich rühren::V,,қыбырлау
953,sich erheben::V,,тұру
954,sich setzen::V,,отыру
955,hinfallen::V,,жығылу
956,laufen::V,,жояу жүру
957,schreiten::V,,кадамдау
958,spazierengehen::V,,қыдыру
959,eilen::V,,асығу
960,eilen::V,,жеделдену
961,eilen::V,,жедепдеу
962,sich beeilen::V,,асығу
