,Concept_ID,en,mn
107,Schmutz::N,dirt,хир
108,Schmutz::N,dirt,шавхай
109,See::N,lake,нуур
110,Sumpf::N,swamp,намаг
111,Sumpf::N,swamp,балчиг
112,Moor::N,moor,хүлрийн намаг
113,Wiese::N,meadow,нуга
114,Wald::N,forest,ой
115,Hügel::N,hill,болдог
116,Anhöhe::N,elevation,гүвээ
117,Berg::N,mountain,уул
118,Gipfel::N,summit,орой
119,Gipfel::N,summit,оргил
120,Höhle::N,cave,агуй
121,Abhang::N,slope,хүр
122,Quelle::N,source,булаг
123,Bach::N,brook,горхи
124,Fluss::N,river,гол
125,Fluss::N,river,мөрөн
126,Ufer::N,shore,эрэг
127,Küste::N,coast,эрэг
128,Festland::N,land,хуурай газар
129,Meer::N,sea,далай
130,Meer::N,sea,тэнгис
131,Bucht::N,cove,булан
132,Bucht::N,cove,далайн тохой
133,Insel::N,island,арал
134,Blume::N,flower,цэцэг
135,Gras::N,grass,өвс
136,Gras::N,grass,ногоо
137,Wurzel::N,root,үндэс
138,Baum::N,tree,мод
139,Stamm::N,trunk,иш
140,Stamm::N,trunk,гуалин
141,Rinde::N,bark,холтос
142,Ast::N,limb,гишүү
143,Zweig::N,branch,салаа
144,Blatt::N,leaf,навч
145,Birke::N,birch,хус
146,Kiefer[Baum]::N,pine,нарс
147,Weide[Baum]::N,willow,уд
148,Weide[Baum]::N,willow,бургас
149,Tanne::N,fir,гачуур
150,Horn::N,horn,эвэр
151,Feder::N,feather,өд
152,Fell::N,fur,арьс
153,Flügel::N,wing,жигүүр
154,Flügel::N,wing,далавч
155,Klaue::N,claw,савар
156,Klaue::N,claw,хумс
157,Kralle::N,claw,савар
158,Schwanz::N,tail,сүүл
159,Ei::N,egg,өндөг
160,Nest::N,nest,үүр
161,Bau::N,lair,нүх
162,Bau::N,lair,элүү
163,Tier::N,animal,амьтан
164,Tier::N,animal,адгуус
165,Herde::N,flock,сүрэг
166,Kuh::N,cow,үнээ
167,Bulle::N,bull,бух
168,Pferd::N,horse,морь
169,Pferd::N,horse,адуу
170,Schaf::N,sheep,хонь
171,Schwein::N,pig,гахай
172,Hund::N,dog,нохой
173,Katze::N,cat,муур
174,Katze::N,cat,мигуй
175,Bär::N,bear,баавгай
176,Eichhörnchen::N,squirrel,хэрэм
177,Elch::N,elk,хандгай
178,Fuchs::N,fox,үнэг
179,Hase::N,hare,туулай
180,Maus::N,mouse,хулгана
181,Wolf::N,wolf,чоно
182,Vogel::N,bird,шувуу
183,Schwarm::N,swarm,сүрэг
184,Huhn::N,chicken,тахиа
185,Hahn::N,cock,эр тахиа
186,Gans::N,goose,галуу
187,Adler::N,eagle,бүргэд
188,Ente::N,duck,нугас
189,Eule::N,owl,ууль
190,Kranich::N,crane,тогоруу
191,Krähe::N,crow,хэрээ
192,Kuckuck::N,cuckoo,хөхөө
193,Schwan::N,swan,хун
194,Fisch::N,fish,загас
195,Barsch::N,perch,алгана
196,Hecht::N,pike,цурхай
197,Schlange[Tier]::N,snake,могой
198,Wurm::N,worm,өт
199,Wurm::N,worm,хорхой
200,Spinne::N,spider,аалз
201,Ameise::N,ant,шоргоолж
202,Laus::N,louse,бөөс
203,Mücke::N,midge,шумуул
204,Fliege::N,fly,ялаа
205,Schmetterling::N,butterfly,эрвээхэй
206,Beere::N,berry,жимсгэнэ
207,Apfel::N,apple,алим
208,Pilz::N,mushroom,мөөг
209,Zwiebel::N,onion,сонгино
210,Saat::N,seed,тариа
211,Korn::N,grain,үр
212,Korn::N,grain,мөхлөг
213,Heu::N,hay,өвс
214,Schale::N,husk,хальс
215,Grube::N,pit,алам
216,Grube::N,pit,нүх
217,Falle::N,trap,хавх
218,Falle::N,trap,занга
219,Schlinge::N,noose,урхи
220,Spur::N,track,мөр
221,Asche::N,ashes,үнс
222,Dreck::N,filth,хир
223,Eisen::N,iron,төмөр
224,Gold::N,gold,алт
225,Silber::N,silver,мөнгө
226,Kohle::N,coal,нүүрс
227,Glas::N,glass,шил
228,Lehm::N,clay,шавар
229,Sand::N,sand,элс
230,Mensch::N,human,хүн
231,Mann::N,man,эр
232,Mann::N,man,эрэгтэй
233,Frau::N,woman,эмэгтэй
234,Frau::N,woman,хатагтай
235,Kind::N,child,хүүхэд
236,Junge::N,boy,хүү
237,Mädchen::N,girl,охин
238,Mädchen::N,girl,бүсгүй
239,Familie::N,family,айл
240,Großvater::N,grandfather,өвгөн аав
241,Großmutter::N,grandmother,эмэг эх
242,Großmutter::N,grandmother,эмгээ
243,Eltern::N,parents,эцэг эх
244,Vater::N,father,аав
245,Vater::N,father,эцэг
246,Mutter::N,mother,эх
247,Mutter::N,mother,ээж
248,Sohn::N,son,хүү
249,Tochter::N,daughter,охин
250,Bruder::N,brother,ах
251,Bruder::N,brother,дүү
252,Schwester::N,sister,эгч
253,Schwester::N,sister,охин дүү
254,Onkel::N,uncle,авга ах
255,Onkel::N,uncle,нагац ах
256,Tante::N,aunt,авга эгч
257,Tante::N,aunt,нагац эгч
258,Ehemann::N,husband,нөхөр
259,Ehefrau::N,wife,эхнэр
260,Ehefrau::N,wife,гэргий
261,Freude::N,joy,баяр
262,Freude::N,joy,баясгалан
263,Gelächter::N,laughter,инээдэм
264,Glück::N,happiness,жаргалан
265,Kummer::N,grief,гаслан
266,Wunsch::N,wish,ерөөл
267,Lust::N,desire,дур
268,Lust::N,desire,хүсэл
269,Geist::N,spirit,оюун
270,Gedanke::N,thought,сэтгэл
271,Gedächtnis::N,memory,ой
272,Gedächtnis::N,memory,цээж
273,Verstand::N,mind,ухаан
274,Sinn::N,meaning,утга
275,Grund::N,reason,учир
276,Wahrheit::N,truth,үнэн
277,Gespräch::N,talk,яриа
278,Märchen::N,fairy tale,явган үлгэр
279,Erzählung::N,story,тууж
280,Nachricht::N,message,мэдээ
281,Neuigkeit::N,news,сонин
282,Name::N,name,нэр
283,Rätsel::N,puzzle,оньсого
284,Rede::N,speech,хэлсэн үг
285,Sprache::N,language,хэл
286,Stimme::N,voice,дуу
287,Wort::N,word,үг
288,Zeichen::N,sign,тамга
289,Zeichen::N,sign,тэмдэг
290,Ruf::N,call,дуудлага
291,Lärm::N,noise,шуугиан
292,Lärm::N,noise,чимээ
293,Laut::N,sound,анир
294,Laut::N,sound,дуу
295,Ton::N,tone,авиа
296,Ton::N,tone,аялгуу
297,Lied::N,song,дуу
298,Ruhe::N,calm,энх
299,Ruhe::N,calm,тайван
300,Leute::N,people,хүмүүс
301,Volk::N,nation,улс
302,Arbeit::N,work,ажил
303,Arbeit::N,work,хөдөлмөр
304,Gast::N,guest,зочин
305,Gast::N,guest,айлчин
306,Geschenk::N,gift,бэлэг
307,Spiel::N,game,наадам
308,Spiel::N,game,тоглоом
309,Gesellschaft::N,company,хамт байх
310,Hilfe::N,help,тусламж
311,Freund::N,friend,найз
312,Freund::N,friend,нөхөр
313,Kamerad::N,companion,хань
314,Kamerad::N,companion,нөхөр
315,Angelegenheit::N,matter,хэрэг
316,Anzahl::N,count,тоо
317,Art::N,sort,төрөл
318,Art::N,sort,янз
319,Stück::N,piece,хэсэг
320,Teil::N,part,хувь
321,Teil::N,part,хэсэг
322,Hälfte::N,half,хагас
323,Kreis::N,circle,тойрог
324,Kreis::N,circle,хүрээ
325,Kreuz::N,cross,загалмай
326,Linie::N,line,шугам
327,Strich::N,stroke,зураас
328,Abstand::N,gap,зай
329,Entfernung::N,distance,зай
330,Entfernung::N,distance,хол ойр
331,Gegend::N,area,хавь
332,Gegend::N,area,газар
333,Platz::N,space,зай
334,Platz::N,space,завсар
335,Ort::N,place,газар
336,Ort::N,place,байр
337,Seite::N,side,тал
338,Seite::N,side,этгээд
339,Mitte::N,middle,төв
340,Mitte::N,middle,дунд
341,Gegenstand::N,item,юм
342,Sache::N,thing,үйл
343,Sache::N,thing,хэрэг
344,Rand::N,fringe,зах
345,Rand::N,fringe,хөвөө
346,Kante::N,edge,ирмэг
347,Ecke::N,corner,өнцөг
348,Spitze::N,tip,үзүүр
349,Ende::N,end,зах
350,Ende::N,end,үзүүр
351,Loch::N,hole,цоорхой
352,Loch::N,hole,онгорхой
353,Winkel::N,angle,өнцөг
354,Muster::N,pattern,хээ
355,Muster::N,pattern,угалз
356,Größe::N,size,хэмжээ
357,Länge::N,length,урт
358,Höhe::N,height,өндөр
359,Gewicht::N,weight,жин
360,Menge::N,amount,тоо
361,Haufen::N,heap,бөөн
362,Reihe::N,row,эгнээ
363,Boot::N,boat,завь
364,Ruder::N,oar,сэлүүр
365,Schlitten::N,sleigh,чарга
366,Ski::N,ski,цана
367,Lagerfeuer::N,campfire,түүдэг
368,Last::N,load,ачаа
369,Gang::N,walk,явдал
370,Schritt::N,step,алхам
371,Norden::N,north,умар
372,Süden::N,south,урд
373,Süden::N,south,өмнө
374,Westen::N,west,өрнө
375,Westen::N,west,баруун
376,Osten::N,east,зүүн
377,Osten::N,east,дорно
378,Holz::N,wood,мод
379,Brett::N,board,банз
380,Platte::N,slab,хавтан
381,Stütze::N,bracket,тулгуур
382,Stütze::N,bracket,тулга
383,Stange::N,pole,сургааг
384,Stock::N,stick,саваа
385,Stab::N,staff,таяг
386,Rohr::N,pipe,хоолой
387,Haus::N,house,гэр
388,Haus::N,house,байшин
389,Heim::N,home,гэр
390,Ofen::N,stove,зуух
391,Ofen::N,stove,пийшин
392,Fußboden::N,floor,шал
393,Tisch::N,table,ширээ
394,Stuhl::N,chair,сандал
395,Wiege::N,cradle,өлгий
396,Bett::N,bed,ор
397,Regal::N,shelf,тавиур
398,Kiste::N,box,авдар
399,Kiste::N,box,хайрцаг
400,Fenster::N,window,гэгээвч
401,Tür::N,door,үүд
402,Tür::N,door,хаалга
403,Tor::N,gate,хаалга
404,Zaun::N,fence,хашаа
405,Dach::N,roof,дээвэр
406,Leiter::N,ladder,шат
407,Besen::N,broom,хамуур
408,Besen::N,broom,туужуу
409,Spaten::N,spade,хүрз
410,Schaufel::N,shovel,хүрз
411,Gabel::N,fork,сэрээ
412,Löffel::N,spoon,халбага
413,Messer::N,knife,хутга
414,Nagel::N,nail,хадаас
415,Netz::N,net,өөш
416,Netz::N,net,тор
417,Haken::N,hook,гох
418,Griff::N,handle,иш
419,Griff::N,handle,сэнж
420,Schloss::N,lock,цуурга
421,Schloss::N,lock,цоож
422,Bild::N,picture,зураг
423,Figur::N,figure,баримал
424,Puppe::N,doll,хүүхэлдэй
425,Beutel::N,pouch,агсаа
426,Beutel::N,pouch,уут
427,Bündel::N,bundle,боодол
428,Tasche::N,bag,цүнх
429,Eimer::N,bucket,хөнөг
430,Eimer::N,bucket,хувин
431,Deckel::N,cover,таг
432,Deckel::N,cover,хавхаг
433,Geschirr::N,dishes,сав суулга
434,Sack::N,sack,шуудай
435,Tasse::N,cup,аяга
436,Topf::N,pot,тогоо
437,Kessel::N,kettle,тогоо
438,Essen::N,meal,идээ
439,Nahrung::N,food,хүнс
440,Speise::N,dish,идээ
441,Fleisch::N,meat,мах
442,Getreide::N,corn,будаа
443,Brei::N,mush,богшмол
444,Brei::N,mush,будаа
445,Brot::N,bread,талх
446,Scheibe::N,slice,зүсэм
447,Scheibe::N,slice,хэрчим
448,Fett::N,fat,өөх
449,Butter::N,butter,тос
450,Öl::N,oil,тос
451,Salz::N,salt,давс
452,Suppe::N,soup,шөл
453,Honig::N,honey,бал
454,Milch::N,milk,сүү
455,Tee::N,tea,цай
456,Leder::N,leather,арьс
457,Leder::N,leather,савхи
458,Wolle::N,wool,ноос
459,Wolle::N,wool,унгас
460,Stoff::N,cloth,бөс
461,Nadel::N,needle,зүү
462,Faden::N,thread,боолт
463,Faden::N,thread,утас
464,Knopf::N,button,товч
465,Knoten::N,knot,зангилаа
466,Farbe::N,paint,будаг
467,Kleidung::N,clothes,хувцас
468,Hemd::N,shirt,цамц
469,Kragen::N,collar,зах заам
470,Ärmel::N,sleeve,ханцуй
471,Hose::N,trousers,өмд
472,Gürtel::N,belt,бүс
473,Mütze::N,cap,малгай
474,Mütze::N,cap,бүрх
475,Schuh::N,shoe,туфли
476,Stiefel::N,boot,гутал
477,Ring::N,ring,бөгж
478,Band::N,ribbon,тууз
479,Kamm::N,comb,сам
480,Spiegel::N,mirror,толь
481,Riemen::N,strap,тасам
482,Riemen::N,strap,сур
483,Schnur::N,string,татлага
484,Leine::N,leash,оосор
485,Decke::N,blanket,хөнжил
486,Decke::N,blanket,хучлага
487,Kissen::N,pillow,дэр
488,Tuch::N,scarf,алчуур
489,Tuch::N,scarf,даавуу
490,Handtuch::N,towel,алчуур
491,Kraft::N,force,чадал
492,Kraft::N,force,хүч
493,Stärke::N,strength,эрч
494,Stärke::N,strength,тэнхээ
495,Gesundheit::N,health,бие
496,Gesundheit::N,health,эрүүл мэнд
497,Krankheit::N,illness,эмгэг
498,Schmerz::N,pain,өвчин
499,Wunde::N,wound,шарх
500,Fieber::N,fever,халуун
501,Arznei::N,medicine,эм
502,Brücke::N,bridge,гүүр
503,Brunnen::N,well,худаг
504,Weide::N,pasture,бэлчээр
505,Pfad::N,path,жим
506,Pfad::N,path,зөрөг
507,Weg::N,way,зам
508,Weg::N,way,харгуй
509,Straße::N,road,зам
510,Straße::N,road,харгуй
511,Dorf::N,village,тосгон
512,Dorf::N,village,гацаа
513,Stadt::N,town,хот
514,Brief::N,letter,захидал
515,Brief::N,letter,захиа
516,Buch::N,book,ном
517,Buch::N,book,бичиг
518,Buchstabe::N,character,үсэг
519,Zeitung::N,newspaper,сонин
520,Leben::N,life,амь
521,Leben::N,life,амьдрал
522,Tod::N,death,үхэл
523,Grab::N,grave,булш
524,Kirche::N,church,сүм
525,Sünde::N,sin,нүгэл
526,Sünde::N,sin,хилэнц
527,Gott::N,god,бурхан
528,Arbeiter::N,worker,ажилчин
529,Arbeiter::N,worker,хөдөлмөрчин
530,Chef::N,boss,дарга
531,Meister::N,master,дархан
532,Arzt::N,doctor,эмч
533,Lehrer::N,teacher,багш
534,Geld::N,money,цаас
535,Geld::N,money,мөнгө
536,Geschäft::N,business,наймаа
537,Laden::N,shop,дэлгүүр
538,Preis::N,price,үнэ
539,Ware::N,ware,таваар
540,Ware::N,ware,бараа
541,Nutzen::N,profit,ашиг
542,Reichtum::N,wealth,баялаг
543,Welt::N,world,дэлхий
544,Welt::N,world,орчлон
545,Land::N,country,улс
546,Land::N,country,орон
547,Staat::N,state,төр
548,Staat::N,state,гүрэн
549,König::N,king,ван
550,Macht::N,power,засаг
551,Grenze::N,border,хил
552,Krieg::N,war,дайн
553,Feind::N,enemy,дайсан
554,Gewalt::N,violence,хүчирхэх
555,Kampf::N,fight,тэмцэл
556,Kampf::N,fight,байлдаан
557,Bogen[Waffe]::N,bow,нум
558,Pfeil::N,arrow,годил
559,Pfeil::N,arrow,сум
560,Gewehr::N,gun,буу
561,Fehler::N,mistake,эндэл
562,Fehler::N,mistake,алдаа
563,Lüge::N,lie,худал
564,Schaden::N,damage,хор
565,Schaden::N,damage,хөнөөл
566,Unglück::N,misfortune,гай
567,Unglück::N,misfortune,гамшиг
568,Schuld::N,fault,гэм
569,Schuld::N,fault,буруу
570,Alter::N,age,нас
571,Schluss::N,conclusion,эцэс
572,Schluss::N,conclusion,төгсгөл
573,Zeit::N,time,цаг
574,Tag::N,day,өдөр
575,Morgen::N,morning,өглөө
576,Mittag::N,noon,үд
577,Abend::N,evening,үдэш
578,Nacht::N,night,шөнө
579,Woche::N,week,долоо хоног
580,Monat::N,month,сар
581,Jahr::N,year,жил
582,Frühling::N,spring,хавар
583,Sommer::N,summer,зун
584,Herbst::N,autumn,намар
585,Winter::N,winter,өвөл
586,Januar::N,January,нэгдүгээр сар
587,Februar::N,February,хоёрдугаар сар
588,März::N,March,гуравдугаар сар
589,April::N,April,дөрөвдүгээр сар
590,Mai::N,May,тавдугаар сар
591,Juni::N,June,зургаадугаар сар
592,Juli::N,July,долдугаар сар
593,August::N,August,наймдугаар сар
594,September::N,September,есдүгээр сар
595,Oktober::N,October,аравдугаар сар
596,November::N,November,арван нэгдүгээр сар
597,Dezember::N,December,арван хоёрдугаар сар
598,Montag::N,Monday,даваа
599,Dienstag::N,Tuesday,мягмар
600,Mittwoch::N,Wednesday,лхагва
601,Donnerstag::N,Thursday,пүрэв
602,Freitag::N,Friday,баасан
603,Samstag::N,Saturday,бямба
604,Sonntag::N,Sunday,ням
605,groß::A,big,их
606,groß::A,big,том
607,klein::A,little,бага
608,klein::A,little,жаахан
609,lang::A,long,урт
610,kurz::A,short,охор
611,kurz::A,short,богино
612,breit::A,wide,өргөн
613,schmal::A,narrow,уйтан
614,schmal::A,narrow,нарийн
615,dicht::A,dense,нягт
616,dicht::A,dense,чигжүү
617,dick[Gegenstand]::A,thick,зузаан
618,dünn::A,thin,нимгэн
619,fein::A,delicate,нарийн
620,fest::A,firm,бөх
621,fest::A,firm,хатуу
622,flach::A,flat,хавтгай
623,glatt::A,smooth,цагаан
624,hart::A,hard,хатуу
625,weich::A,soft,зөөлөн
626,rund::A,round,дугуй
627,rund::A,round,дугариг
628,spitz::A,pointed,шовх
629,spitz::A,pointed,шовгор
630,scharf::A,sharp,хурц
631,scharf::A,sharp,иртэй
632,stumpf::A,blunt,мохоо
633,schwer::A,heavy,хүнд
634,schön::A,beautiful,гуа
635,schön::A,beautiful,сайхан
636,heiß::A,hot,халуун
637,warm::A,warm,дулаан
638,kalt::A,cold,хүйтэн
639,kühl::A,cool,сэрүүн
640,frisch::A,fresh,эрүүл
641,frisch::A,fresh,жихүүн
642,feucht::A,damp,чийгтэй
643,nass::A,wet,нойтон
644,trocken::A,dry,хатсан
645,voll::A,full,дүүрэн
646,leer::A,empty,хоосон
647,offen::A,open,онгорхой
648,geschlossen::A,closed,битүү
649,geschlossen::A,closed,хаалтай
650,sauber::A,clean,цэвэр
651,sauber::A,clean,хиргүй
652,schmutzig::A,dirty,бохир
653,schmutzig::A,dirty,хиртэй
654,roh::A,raw,түүхий
655,reif::A,ripe,болсон
656,lecker::A,delicious,амттай
657,süß::A,sweet,амттай
658,süß::A,sweet,чихэрлэг
659,bitter::A,bitter,гашуун
660,sauer::A,sour,эсгэлэн
661,hell::A,bright,гэгээн
662,hell::A,bright,гэрэлтэй
663,dunkel::A,dark,бараан
664,dunkel::A,dark,харанхуй
665,schwarz::A,black,хар
666,weiß::A,white,цагаан
667,rot::A,red,улаан
668,gelb::A,yellow,шар
669,blau::A,blue,хөх
670,blau::A,blue,цэнхэр
671,grün::A,green,ногоон
672,grau::A,grey,орог
673,grau::A,grey,саарал
674,bunt::A,colourful,эрээн
675,bunt::A,colorful,эрээн
676,billig::A,cheap,хямд
677,teuer::A,dear,үнэтэй
678,wertvoll::A,precious,үнэт
679,blind::A,blind,сохор
680,taub::A,deaf,чих хатуу
681,kräftig::A,powerful,чийрэг
682,stark::A,strong,хүчтэй
683,stark::A,strong,чадалтай
684,schwach::A,weak,сул
685,fett::A,fat,тарган
686,fett::A,fat,голигор
687,schlank::A,slim,голшиг
688,hübsch::A,pretty,сайхан
689,hübsch::A,pretty,хөөрхөн
690,böse::A,evil,муу
691,böse::A,evil,хортой
692,dumm::A,stupid,тэнэг
693,faul::A,lazy,залхуу
694,fleißig::A,diligent,чармайлтгай
695,geizig::A,stingy,харамч
696,klug::A,clever,цэцэн
697,geschickt::A,skilful,дүйтэй
698,geschickt::A,skillful,дүйтэй
699,lieb::A,dear,хайрт
700,lustig::A,merry,цэнгэлтэй
701,sanft::A,gentle,наалинхай
702,hungrig::A,hungry,өлөн
703,hungrig::A,hungry,өлссөн
704,krank::A,sick,өвчтэй
705,nackt::A,naked,нүцгэн
706,traurig::A,sad,гунигт
707,lebendig::A,living,амьд
708,lebendig::A,living,амьтай
709,gut::A,good,сайн
710,schlecht::A,bad,муу
711,schlecht::A,bad,өөдгүй
712,richtig::A,correct,зөв
713,richtig::A,correct,зүйтэй
714,schlimm::A,nasty,муухай
715,wahr::A,true,үнэн
716,wahr::A,true,жинхэнэ
717,alt::A,old,хуучин
718,neu::A,new,шинэ
719,ehemalig::A,former,агсан
720,ehemalig::A,former,байсан
721,alt[Lebewesen]::A,aged,өвгөн
722,alt[Lebewesen]::A,aged,хижээл
723,jung::A,young,залуу
724,arm::A,poor,ядуу
725,reich::A,rich,баян
726,reich::A,rich,баялаг
727,bekannt::A,familiar,танил
728,berühmt::A,famous,цуутай
729,berühmt::A,famous,алдартай
730,fremd::A,foreign,харь
731,fremd::A,foreign,гадаад
732,verschieden::A,different,ондоо
733,verschieden::A,different,янз янзын
734,nah::A,near,ойрын
735,nah::A,near,дөтийн
736,fern::A,far,холын
737,linker::A,left,буруу
738,rechter::A,right,баруун
739,anderer::A,other,өөр
740,anderer::A,other,нөгөө
741,erster::A,first,нэгдэх
742,erster::A,first,нэгдүгээр
743,zweiter::A,second,хоёрдугаар
744,dritter::A,third,гуравдугаар
745,letzter::A,last,сүүлийн
746,allein::ADV,alone,ганцаараа
747,auf einmal::ADV,at once,нэгмөсөн
748,zusammen::ADV,together,цуг
749,zusammen::ADV,together,хамт
750,lange::ADV,long,удаан
751,plötzlich::ADV,suddenly,гэнэт
752,sofort::ADV,instantly,дороо
753,später::ADV,later,дараа
754,jetzt::ADV,now,өнөө
755,heute::ADV,today,өнөө
756,heute::ADV,today,өнөөдөр
757,morgen::ADV,tomorrow,маргааш
758,morgen::ADV,tomorrow,маргаадар
759,bald::ADV,soon,түргэн
760,bald::ADV,soon,удахгүй
761,dann::ADV,then,хожим
762,dann::ADV,then,тэгээд
763,gestern::ADV,yesterday,өчигдөр
764,einst::ADV,once,нэг
765,damals::ADV,at that time,тэгэхэд
766,danach::ADV,afterwards,тэгээд
767,danach::ADV,afterwards,дараа нь
768,vorher::ADV,before,урьд
769,zuerst::ADV,at first,анх
770,zuerst::ADV,at first,эхлээд
771,einmal::ADV,once,нэг удаа
772,manchmal::ADV,sometimes,хааяа
773,manchmal::ADV,sometimes,заримдаа
774,oft::ADV,often,олонтоо
775,immer::ADV,always,байнга
776,niemals::ADV,never,хэзээ ч
777,niemals::ADV,never,хэдийд ч
778,hier::ADV,here,энд
779,hierhin::ADV,hither,нааш
780,hierhin::ADV,to here,нааш
781,hierhin::ADV,here,нааш
782,von hier::ADV,hence,эндээс
783,dort::ADV,there,тэнд
784,dorthin::ADV,thither,тийш
785,dorthin::ADV,there,тийш
786,dorthin::ADV,to there,тийш
787,geradeaus::ADV,ahead,шулуун
788,vorwärts::ADV,forward,урагшаа
789,rückwärts::ADV,backward,буцаан
790,rückwärts::ADV,backward,сөөргөө
791,zurück::ADV,back,буцаж
792,zurück::ADV,back,гэдрэг
793,unten::ADV,below,дор
794,hinab::ADV,down,уруу
795,oben::ADV,above,дээр
796,hinauf::ADV,up,өөд
797,hinauf::ADV,up,дээш
798,überall::ADV,everywhere,хааяагүй
799,überall::ADV,everywhere,энд тэндгүй
800,nicht::ADV,not,эс
801,nicht::ADV,not,-гүй
802,ein wenig::ADV,a little,жаахан
803,kaum::ADV,hardly,арай
804,kaum::ADV,hardly,арай гэж
805,sehr::ADV,very,тун
806,so::ADV,so,тэгж
807,so::ADV,so,ингээд
808,noch::ADV,still,дахин
809,noch::ADV,still,дахиад
810,nur::ADV,only,зөвхөн
811,nur::ADV,only,гагцхүү
812,schon::ADV,already,нэгэнт
813,wieder::ADV,again,дахин
814,wieder::ADV,again,дахиад
815,vergebens::ADV,in vain,хий
816,vor::PRP,in front of,өмнө
817,hinter::PRP,behind,ард
818,unter::PRP,under,доор
819,durch::PRP,through,дундуур
820,neben::PRP,next to,хажууд
821,zwischen::PRP,between,завсар
822,zwischen::PRP,between,хооронд
823,wegen::PRP,because of,төлөө
824,wegen::PRP,because of,дээрээс
825,dies::PRN,this,энэ
826,das::PRN,that,тэр
827,alles::PRN,everything,цөм
828,alles::PRN,everything,бүгд
829,ich::PRN,I,би
830,du::PRN,you,чи
831,du::PRN,thou,чи
832,er::PRN,he,тэр
833,er::PRN,he,тэр хүн
834,wir::PRN,we,бид
835,ihr::PRN,you,та нар
836,sie::PRN,they,тэд
837,was::FPRN,what,юу
838,wer::FPRN,who,хэн
839,wo::FADV,where,хаа
840,wo::FADV,where,хаана
841,wohin::FADV,where ... to,хааш
