,Concept_ID,sah,bg
273,Gespräch::N,кэпсэтии,разговор
274,Märchen::N,остуоруйа,приказка
275,Erzählung::N,кэпсээн,разказ
276,Nachricht::N,биллэриллии,вест
277,Nachricht::N,биллэриллии,известие
278,Neuigkeit::N,сонун,новина
279,Name::N,аат,име
280,Rätsel::N,таабырын,гатанка
281,Rede::N,этии,реч
282,Rede::N,этии,слово
283,Sprache::N,тыл,език
284,Stimme::N,куолас,глас
285,Wort::N,тыл,дума
286,Zeichen::N,бэлиэ,знак
287,Ruf::N,ыҥырыы,зов
288,Lärm::N,айдаан,шум
289,Lärm::N,айдаан,глъчка
290,Laut::N,тыас,звук
291,Ton::N,дорҕоон,тон
292,Lied::N,ырыа,песен
293,Ruhe::N,уу чуумпу,тишина
294,Ruhe::N,уу чуумпу,спокойствие
295,Leute::N,дьон,хора
296,Volk::N,дьон,народ
297,Volk::N,норуот,народ
298,Arbeit::N,үлэ,труд
299,Arbeit::N,үлэ,работа
300,Gast::N,ыалдьыт,гост
301,Geschenk::N,бэлэх,дар
302,Geschenk::N,бэлэх,подарък
303,Spiel::N,оонньуу,игра
304,Gesellschaft::N,общество,общество
305,Hilfe::N,көмө,помощ
306,Freund::N,доҕор,приятел
307,Kamerad::N,атас,другар
308,Angelegenheit::N,дьыала,работа
309,Anzahl::N,ахсаан,брой
310,Anzahl::N,ахсаан,количество
311,Art::N,биис,вид
312,Stück::N,кырбас,къс
313,Stück::N,кырбас,парче
314,Teil::N,ирээт,дял
315,Teil::N,ирээт,част
316,Hälfte::N,аҥар,половина
317,Kreis::N,төгүрүк,кръг
318,Kreis::N,төгүрүмтэ,кръг
319,Kreuz::N,кириэс,кръст
320,Linie::N,сурааһын,черта
321,Strich::N,сурааһын,щрих
322,Strich::N,сурааһын,черта
323,Abstand::N,арыт,дистанция
324,Abstand::N,арыт,разстояние
325,Entfernung::N,ыраах,разстояние
326,Gegend::N,сир,местност
327,Platz::N,арыт,място
328,Ort::N,сир,място
329,Seite::N,өрүт,страна
330,Seite::N,сирэй,страна
331,Mitte::N,орто,среда
332,Gegenstand::N,предмет,предмет
333,Sache::N,мал,вещ
334,Rand::N,кытыы,ръб
335,Rand::N,ойоҕос,ръб
336,Kante::N,кырыы,ръб
337,Kante::N,кырыы,кант
338,Ecke::N,муннук,ъгъл
339,Spitze::N,чыпчаал,връх
340,Spitze::N,чыпчаал,острие
341,Ende::N,төбө,край
342,Loch::N,тэһэҕэс,дупка
343,Loch::N,дьөлөҕөс,дупка
344,Winkel::N,муннук,кът
345,Winkel::N,муннук,ъгъл
346,Muster::N,оһуор,десен
347,Muster::N,оһуор,образец
348,Größe::N,кээмэй,големина
349,Länge::N,уста,дължина
350,Höhe::N,үрдүк,висота
351,Höhe::N,үрдүк,височина
352,Gewicht::N,ыйааһын,тегло
353,Gewicht::N,ыйааһын,тежест
354,Menge::N,ахсаан,количество
355,Haufen::N,чөмчөх,куп
356,Haufen::N,чөмчөх,грамада
357,Reihe::N,кэккэ,ред
358,Reihe::N,кэккэ,редица
359,Boot::N,оҥочо,лодка
360,Ruder::N,эрдии,весло
361,Ruder::N,эрдии,гребло
362,Schlitten::N,сыарҕа,шейна
363,Ski::N,хайыһар,ски
364,Lagerfeuer::N,кутаа,огнище
365,Last::N,ыарахан,товар
366,Gang::N,хаамыы,ход
367,Gang::N,хаамыы,вървеж
368,Schritt::N,хардыы,стъпка
369,Norden::N,хоту,север
370,Süden::N,соҕуруу,юг
371,Westen::N,арҕаа,запад
372,Osten::N,илин,изток
373,Holz::N,мас,дърво
374,Brett::N,дуоска,дъска
375,Brett::N,хаптаһын,дъска
376,Platte::N,билиитэ,
377,Stütze::N,тулааһын,
378,Stange::N,ураҕас,прът
379,Stange::N,ураҕас,върлина
380,Stock::N,мас,прът
381,Stock::N,мас,тояга
382,Stock::N,баалкы,прът
383,Stock::N,баалкы,тояга
384,Stab::N,ураҕас,прът
385,Rohr::N,турба,цев
386,Rohr::N,турба,тръба
387,Haus::N,дьиэ,къща
388,Heim::N,дьиэ,дом
389,Ofen::N,оһох,печка
390,Fußboden::N,муоста,под
391,Tisch::N,остуол,маса
392,Stuhl::N,устуул,стол
393,Wiege::N,биһик,люлка
394,Bett::N,кырабаат,легло
395,Bett::N,кырабаат,креват
396,Regal::N,долбуур,рафт
397,Regal::N,долбуур,етажерка
398,Kiste::N,дьааһык,кутия
399,Kiste::N,дьааһык,сандък
400,Fenster::N,түннүк,прозорец
401,Tür::N,аан,врата
402,Tor::N,аан,врата
403,Zaun::N,соппулуот,ограда
404,Dach::N,кырыыса,покрив
405,Leiter::N,кирилиэс,стълба
406,Besen::N,миинньик,метла
407,Spaten::N,күрдьэх,лопата
408,Schaufel::N,күрдьэх,лопата
409,Gabel::N,биилкэ,вилица
410,Löffel::N,луоска,лъжица
411,Messer::N,быһах,нож
412,Nagel::N,тоһоҕо,гвоздей
413,Netz::N,илим,мрежа
414,Haken::N,көхө,кука
415,Haken::N,көхө,закачалка
416,Griff::N,ук,ръчка
417,Griff::N,ук,дръжка
418,Griff::N,тутаах,ръчка
419,Griff::N,тутаах,дръжка
420,Schloss::N,күлүүс,брава
421,Schloss::N,күлүүс,ключалка
422,Bild::N,хартыына,картина
423,Figur::N,фигура,фигура
424,Puppe::N,куукула,кукла
425,Beutel::N,мөһөөччук,кесия
426,Bündel::N,баайыы,връзка
427,Tasche::N,суумка,чанта
428,Eimer::N,биэдэрэ,кофа
429,Deckel::N,хаппах,капак
430,Deckel::N,хаппах,похлупак
431,Geschirr::N,иһит,съдове
432,Sack::N,куул,чувал
433,Tasse::N,сэлиэнэй,чаша
434,Topf::N,көстүрүүҥкэ,гърне
435,Topf::N,көстүрүүҥкэ,тенджера
436,Kessel::N,хочуол,котел
437,Essen::N,аһылык,ядене
438,Nahrung::N,ас,храна
439,Speise::N,аһылык,ястие
440,Fleisch::N,эт,месо
441,Getreide::N,злактар,зърнено храни
442,Brei::N,хааһы,каша
443,Brot::N,килиэп,хляб
444,Scheibe::N,куһуок,резен
445,Fett::N,сыа,мазнина
446,Butter::N,арыы,масло
447,Öl::N,арыы,олио
448,Öl::N,арыы,оливия
449,Salz::N,туус,сол
450,Suppe::N,мин,супа
451,Honig::N,мүөт,мед
452,Milch::N,үүт,мляко
453,Tee::N,чэй,чай
454,Leder::N,тирии,кожа
455,Wolle::N,түү,вълна
456,Stoff::N,таҥас,плат
457,Stoff::N,таҥас,материал
458,Nadel::N,иннэ,игла
459,Faden::N,сап,конец
460,Knopf::N,тимэх,копче
461,Knoten::N,түмүк,възел
462,Farbe::N,кырааска,боя
463,Kleidung::N,таҥас,дрехи
464,Kleidung::N,таҥас,облекло
465,Hemd::N,ырбаахы,риза
466,Kragen::N,саҕа,яка
467,Ärmel::N,сиэх,ръкав
468,Hose::N,ыстаан,панталони
469,Hose::N,бүрүүкэ,панталони
470,Gürtel::N,кур,пояс
471,Gürtel::N,кур,колан
472,Mütze::N,бэргэһэ,каскет
473,Mütze::N,бэргэһэ,фуражка
474,Schuh::N,бачыыҥка,обувка
475,Stiefel::N,саппыкы,ботуш
476,Ring::N,биһилэх,пръстен
477,Band::N,лиэнтэ,лента
478,Band::N,лиэнтэ,връзка
479,Kamm::N,тараах,гребен
480,Spiegel::N,сиэркилэ,огледало
481,Riemen::N,кур,каиш
482,Riemen::N,кур,ремък
483,Schnur::N,быа,връв
484,Leine::N,тэһиин,връв
485,Leine::N,тэһиин,въже
486,Decke::N,суорҕан,покривка
487,Kissen::N,сыттык,възглавница
488,Tuch::N,былаат,сукно
489,Handtuch::N,соттор,пешкир
490,Handtuch::N,соттор,кърпа за лице
491,Kraft::N,сыра,мощ
492,Kraft::N,сыра,сила
493,Stärke::N,күүс,сила
494,Gesundheit::N,доруобуйа,здраве
495,Krankheit::N,ыарыы,болест
496,Schmerz::N,ыарыы,болка
497,Wunde::N,баас,рана
498,Fieber::N,түрүлгэн,треска
499,Fieber::N,түрүлгэн,температура
500,Fieber::N,лихорадка,треска
501,Fieber::N,лихорадка,температура
502,Fieber::N,температура,треска
503,Fieber::N,температура,температура
504,Arznei::N,эмп,лек
505,Arznei::N,эмп,лекарство
506,Brücke::N,күргэ,мост
507,Brunnen::N,холуодьас,чешма
508,Brunnen::N,холуодьас,кладенец
509,Weide::N,мэччирэҥ,паша
510,Weide::N,мэччирэҥ,пасище
511,Pfad::N,ыллык,пътека
512,Weg::N,суол,път
513,Straße::N,суол,шосе
514,Dorf::N,дэриэбинэ,село
515,Stadt::N,куорат,град
516,Brief::N,сурук,писмо
517,Buch::N,кинигэ,книга
518,Buchstabe::N,буква,буква
519,Zeitung::N,хаһыат,вестник
520,Leben::N,тыын,живот
521,Tod::N,өлүү,смърт
522,Grab::N,иин,гроб
523,Kirche::N,таҥара дьиэтэ,църква
524,Sünde::N,айыы,грях
525,Gott::N,тангара,бог
526,Arbeiter::N,үлэһит,работник
527,Chef::N,баһылык,шеф
528,Chef::N,баһылык,началник
529,Chef::N,начальник,шеф
530,Chef::N,начальник,началник
531,Meister::N,уус,майстор
532,Meister::N,маастар,майстор
533,Arzt::N,врач,лекар
534,Lehrer::N,учуутал,учител
535,Geld::N,харчы,пари
536,Geschäft::N,идэ,сделка
537,Laden::N,маҕаһыын,дюкян
538,Laden::N,маҕаһыын,магазин
539,Preis::N,сыана,цена
540,Ware::N,табаар,стока
541,Nutzen::N,туһа,полза
542,Nutzen::N,туһа,облага
543,Reichtum::N,баай,богатство
544,Welt::N,аан дойду,свят
545,Land::N,дойду,страна
546,Staat::N,государство,щат
547,Staat::N,государство,държава
548,König::N,король,крал
549,Macht::N,былаас,мощ
550,Macht::N,былаас,власт
551,Grenze::N,кыраныысса,граница
552,Krieg::N,сэрии,война
553,Feind::N,өстөөх,враг
554,Feind::N,өстөөх,неприятел
555,Gewalt::N,күүһүлээһин,сила
556,Gewalt::N,күүһүлээһин,насилие
557,Kampf::N,охсуһуу,борба
558,Kampf::N,охсуһуу,сражение
559,Bogen[Waffe]::N,ох,лък
560,Pfeil::N,ох,стрела
561,Gewehr::N,саа,пушка
562,Fehler::N,сыыһа,грешка
563,Lüge::N,сымыйа,лъжа
564,Schaden::N,хоромньу,повреда
565,Unglück::N,алдьархай,нещастие
566,Schuld::N,буруй,вина
567,Alter::N,саас,възраст
568,Schluss::N,тиһэх,край
569,Zeit::N,бириэмэ,време
570,Tag::N,күн,ден
571,Morgen::N,сарсыарда,утро
572,Morgen::N,сарсыарда,сутрин
573,Mittag::N,күн ортото,обед
574,Mittag::N,күн ортото,пладне
575,Abend::N,киэһэ,вечер
576,Nacht::N,түүн,нощ
577,Woche::N,нэдиэлэ,седмица
578,Monat::N,ый,месец
579,Jahr::N,сыл,година
580,Jahr::N,дьыл,година
581,Frühling::N,саас,пролет
582,Sommer::N,сайын,лято
583,Herbst::N,күһүн,есен
584,Winter::N,кыһын,зима
585,Januar::N,тохсунньу,януари
586,Februar::N,олунньу,февруари
587,März::N,кулун тутар,март
588,April::N,муус устар ый,април
589,Mai::N,ыам ыйа,май
590,Juni::N,бэс ыйа,юни
591,Juli::N,от ыйа,юли
592,August::N,атырдьах ыйа,август
593,September::N,балаҕан ыйа,септември
594,Oktober::N,алтынньы,октомври
595,November::N,сэтинньи,ноември
596,Dezember::N,ахсынньы,декември
597,Montag::N,бэнидиэнньик,понеделник
598,Dienstag::N,оптуорунньук,вторник
599,Mittwoch::N,сэрэдэ,сряда
600,Donnerstag::N,чэппиэр,четвъртък
601,Freitag::N,бээтинсэ,петък
602,Samstag::N,субуота,събота
603,Sonntag::N,баскыһыанньа,неделя
604,groß::A,бөдөҥ,едър
605,groß::A,бөдөҥ,голям
606,groß::A,улахан,едър
607,groß::A,улахан,голям
608,klein::A,кыр,малък
609,klein::A,кыр,дребен
610,lang::A,уһун,дълъг
611,kurz::A,кылгас,къс
612,breit::A,кэтит,широк
613,schmal::A,кыараҕас,тесен
614,dicht::A,хойуу,гъст
615,dick[Gegenstand]::A,суон,дебел
616,dick[Gegenstand]::A,хойуу,дебел
617,dünn::A,чараас,тънък
618,fein::A,бытархай,фин
619,fein::A,бытархай,тънък
620,fein::A,синньигес,фин
621,fein::A,синньигес,тънък
622,fest::A,бөҕө,твърд
623,fest::A,бөҕө,плътен
624,fest::A,кытаанах,твърд
625,fest::A,кытаанах,плътен
626,flach::A,хаптаҕай,равен
627,flach::A,хаптаҕай,плосък
628,glatt::A,кылааккай,гладък
629,hart::A,хатан,твърд
630,hart::A,хатан,корав
631,hart::A,кытаанах,твърд
632,hart::A,кытаанах,корав
633,weich::A,сымнаҕас,мек
634,rund::A,төгүрүк,кръгъл
635,spitz::A,сытыы,островръх
636,spitz::A,уһуктаах,островръх
637,scharf::A,сытыы,остър
638,stumpf::A,сыппах,тъп
639,schwer::A,ыарахан,тежък
640,schön::A,кыраһыабай,хубав
641,schön::A,кыраһыабай,красив
642,heiß::A,итии,жарък
643,warm::A,ичигэс,топъл
644,kalt::A,тымныы,студен
645,kühl::A,сөрүүн,хладен
646,frisch::A,ыраас,свеж
647,frisch::A,сөрүүн,свеж
648,frisch::A,тымныы,свеж
649,feucht::A,сииктээх,влажен
650,nass::A,инчэҕэй,мокър
651,trocken::A,кураан,сух
652,voll::A,толору,пълен
653,leer::A,иччитэх,празен
654,offen::A,аһаҕас,откровен
655,geschlossen::A,бүтэй,закрит
656,geschlossen::A,бүтэй,затворен
657,sauber::A,сэбэр,чист
658,schmutzig::A,кирдээх,мръсен
659,roh::A,сиикэй,суров
660,reif::A,буспут,зрял
661,reif::A,сиппит-хоппут,зрял
662,lecker::A,минньигэс,вкусен
663,süß::A,минньигэс,сладък
664,bitter::A,аһыы,горчив
665,sauer::A,аһыы,кисел
666,hell::A,сырдык,ясен
667,hell::A,сырдык,светъл
668,dunkel::A,хараҥа,тъмен
669,schwarz::A,хара,черен
670,weiß::A,үрүҥ,бял
671,weiß::A,маҥан,бял
672,rot::A,кыһыл,червен
673,gelb::A,саһархай,жълт
674,blau::A,күөх,син
675,grün::A,күөх,зелен
676,grün::A,от күөҕэ,зелен
677,grau::A,сиэрэй,сив
678,bunt::A,эриэн,шарен
679,bunt::A,эриэн,пъстър
680,billig::A,чэпчэки,евтин
681,teuer::A,сыаналаах,скъп
682,wertvoll::A,сыаналаах,ценен
683,blind::A,хараҕа суох,сляп
684,taub::A,дьүлэй,глух
685,kräftig::A,модун,силен
686,stark::A,күүстээх,здрав
687,stark::A,күүстээх,силен
688,schwach::A,мөлтөх,слаб
689,fett::A,эмис,тлъст
690,schlank::A,дьылҕан,тънък
691,schlank::A,дьылҕан,строен
692,schlank::A,дьыпсаҕай,тънък
693,schlank::A,дьыпсаҕай,строен
694,hübsch::A,олус кэрэ,хубав
695,hübsch::A,көрүөхтэн үчүгэй,хубав
696,böse::A,өһүөннээх,зъл
697,dumm::A,акаары,глупав
698,faul::A,нэс,ленив
699,faul::A,нэс,мързелив
700,fleißig::A,кыһамньылаах,прилежен
701,geizig::A,иҥсэлээх,скъпернически
702,klug::A,өйдөөх,умен
703,klug::A,өйдөөх,разумен
704,geschickt::A,наһаа дьоҕурдаах,умел
705,geschickt::A,наһаа дьоҕурдаах,сръчен
706,lieb::A,тапталлаах,мил
707,lieb::A,тапталлаах,драг
708,lustig::A,көрдөөх,весел
709,sanft::A,намчы,нежен
710,sanft::A,намчы,кротък
711,sanft::A,сымнаҕас,нежен
712,sanft::A,сымнаҕас,кротък
713,hungrig::A,аччык,гладен
714,krank::A,ыалдьар,болен
715,nackt::A,сыгынньах,гол
716,traurig::A,санаарҕабыллаах,тъжен
717,traurig::A,санаарҕабыллаах,печален
718,lebendig::A,тыыннаах,жив
719,gut::A,үтүө,добър
720,gut::A,үчүгэй,добър
721,schlecht::A,куһаҕан,лош
722,richtig::A,сөп,правилен
723,schlimm::A,сидьиҥ,лош
724,schlimm::A,быдьар,лош
725,wahr::A,кырдьык,верен
726,wahr::A,кырдьык,истински
727,alt::A,былыргы,стар
728,alt::A,былыргы,древен
729,neu::A,саҥа,нов
730,ehemalig::A,урукку,бивш
731,alt[Lebewesen]::A,кырдьаҕас,стар
732,jung::A,эдэр,млад
733,arm::A,дьадаҥы,беден
734,reich::A,баай,богат
735,bekannt::A,билэр,познат
736,bekannt::A,билэр,известен
737,berühmt::A,аатырбыт,почут
738,berühmt::A,аатырбыт,известен
739,fremd::A,атын,чужд
740,verschieden::A,араас,разен
741,verschieden::A,араас,различен
742,nah::A,чугас,близък
743,fern::A,ыраах,далечен
744,linker::A,хаҥас,ляв
745,rechter::A,уҥа,прав
746,anderer::A,атын,друг
747,erster::A,маҥнайгы,пръв
748,erster::A,маҥнайгы,първи
749,zweiter::A,иккис,втори
750,dritter::A,үһүс,трети
751,letzter::A,тиһэх,последен
752,allein::ADV,соҕотох,само
753,auf einmal::ADV,биирдэ,същевременно
754,zusammen::ADV,холбуу,заедно
755,lange::ADV,уһуннук,дълго
756,plötzlich::ADV,эмискэ,изведнъж
757,sofort::ADV,тута,веднага
758,später::ADV,хойут,по-късно
759,jetzt::ADV,билигин,сега
760,heute::ADV,бүгүн,днес
761,morgen::ADV,сарсын,утре
762,bald::ADV,өтөр,скоро
763,dann::ADV,кэнна,после
764,dann::ADV,кэнна,тогава
765,gestern::ADV,бэҕэһээ,вчера
766,einst::ADV,биир төгүл,някога
767,einst::ADV,арай биирдэ,някога
768,damals::ADV,оччоҕо,тогава
769,danach::ADV,аары,после
770,danach::ADV,аары,след това
771,danach::ADV,ол кэнниттэн,после
772,danach::ADV,ол кэнниттэн,след това
773,vorher::ADV,урут,преди
774,vorher::ADV,урут,преди това
775,zuerst::ADV,маҥнай,най-напред
776,einmal::ADV,биирдэ,веднъж
777,einmal::ADV,биирдэ,един път
778,manchmal::ADV,арыт,понякога
779,oft::ADV,чаастатык,често
780,immer::ADV,мэлдьи,винаги
781,niemals::ADV,хаһан да,никога
782,hier::ADV,маныаха,тук
783,hier::ADV,маныаха,тука
784,hierhin::ADV,бэттэх,насам
785,von hier::ADV,мантан,оттук
786,von hier::ADV,мантан,оттука
787,dort::ADV,онно,там
788,dorthin::ADV,онно,натам
789,dorthin::ADV,онно,нататък
790,geradeaus::ADV,быһа,направо
791,geradeaus::ADV,быһаччы,направо
