,Concept_ID,az,cv
303,Arbeit::N,iş,ӗҫхӗл
304,Arbeit::N,iş,ӗҫлев
305,Arbeit::N,əmək,ӗҫхӗл
306,Arbeit::N,əmək,ӗҫлев
307,Gast::N,qonaq,хӑна
308,Gast::N,müsafir,хӑна
309,Geschenk::N,hədiyyə,парне
310,Geschenk::N,hədiyyə,кучченеҫ
311,Spiel::N,oyun,вӑйӑ
312,Spiel::N,tamaşa,вӑйӑ
313,Gesellschaft::N,cəmiyyet,общество
314,Hilfe::N,kömək,пулӑшу
315,Hilfe::N,yardım,пулӑшу
316,Freund::N,dost,тус
317,Kamerad::N,yoldaş,юлташ
318,Kamerad::N,yoldaş,тус
319,Angelegenheit::N,iş,ӗҫ
320,Anzahl::N,say,йыш
321,Anzahl::N,say,хисеп
322,Art::N,çeşid,тӗс
323,Stück::N,dənə,татӑк
324,Stück::N,parça,татӑк
325,Teil::N,qisim,пай
326,Hälfte::N,yarım,ҫурӑ
327,Kreis::N,dairə,ункӑ
328,Kreis::N,dairə,ҫавракӑш
329,Kreuz::N,xaç,хӗрес
330,Linie::N,xətt,йӗр
331,Strich::N,cızıq,йӗр
332,Abstand::N,məsafə,хушӑ
333,Entfernung::N,məsafə,хушӑ
334,Entfernung::N,uzaqlıq,хушӑ
335,Gegend::N,bölgə,вырӑн
336,Platz::N,yer,хутлӑх
337,Ort::N,yer,вырӑн
338,Seite::N,yan,ен
339,Seite::N,yan,аяк
340,Seite::N,yan,айӑк
341,Seite::N,tərəf,ен
342,Seite::N,tərəf,аяк
343,Seite::N,tərəf,айӑк
344,Mitte::N,orta,варӑ
345,Gegenstand::N,şey,япала
346,Sache::N,şey,япала
347,Rand::N,kənar,вӗҫ
348,Rand::N,kənar,хӗрӗ
349,Rand::N,kənar,хӗрри
350,Kante::N,tiyə,хайкача
351,Kante::N,tiyə,хысак
352,Kante::N,kənar,хайкача
353,Kante::N,kənar,хысак
354,Ecke::N,bucaq,кӗтес
355,Spitze::N,uc,вӗҫ
356,Ende::N,son,вӗҫ
357,Ende::N,axır,вӗҫ
358,Loch::N,deşik,шӑтӑк
359,Winkel::N,guşə,кӗтес
360,Muster::N,ülgü,эреш
361,Größe::N,böyüklük,пысӑкӑш
362,Länge::N,uzunluq,вӑрӑмӑш
363,Höhe::N,yüksəklik,ҫӳллӗш
364,Gewicht::N,çəki,виҫе
365,Gewicht::N,çəki,йывӑрӑш
366,Gewicht::N,ağırlıq,виҫе
367,Gewicht::N,ağırlıq,йывӑрӑш
368,Menge::N,miqdar,йыш
369,Haufen::N,yığın,купа
370,Reihe::N,səf,рет
371,Reihe::N,sıra,рет
372,Boot::N,qayıq,кимӗ
373,Ruder::N,kürək,кӗсмен
374,Schlitten::N,kirşə,ҫуна
375,Ski::N,xizək,йӗлтӗр
376,Lagerfeuer::N,düşərgə tonqalı,вут
377,Lagerfeuer::N,düşərgə tonqalı,кӑвайт
378,Last::N,yük,сулмаклӑх
379,Last::N,yük,йывӑр япала
380,Gang::N,yeriş,куҫӑм
381,Schritt::N,addım,утӑм
382,Schritt::N,addım,пусӑм
383,Norden::N,şimal,ҫурҫӗр
384,Süden::N,cənub,кӑнтӑр
385,Westen::N,qərb,анӑҫ
386,Westen::N,qərb,хӗвел анӑҫ
387,Osten::N,şərq,хӗвел тухӑҫ
388,Holz::N,ağac,йывӑҫ
389,Holz::N,taxta,йывӑҫ
390,Brett::N,taxta,хӑма
391,Platte::N,lövhə,плита
392,Stütze::N,dayaq,ура
393,Stütze::N,dəstək,ура
394,Stange::N,şüvül,шерте
395,Stock::N,dəyənək,патак
396,Stab::N,əsa,шӑчӑ
397,Stab::N,şüvül,шӑчӑ
398,Rohr::N,boru,пӑрӑх
399,Rohr::N,truba,пӑрӑх
400,Haus::N,ev,ҫурт
401,Heim::N,ev,кил
402,Ofen::N,peç,кӑмака
403,Ofen::N,soba,кӑмака
404,Fußboden::N,döşəmə,урай
405,Tisch::N,masa,сӗтел
406,Stuhl::N,stul,пукан
407,Wiege::N,beşik,сӑпка
408,Bett::N,yataq,кравать
409,Regal::N,rəf,ҫӳлӗк
410,Regal::N,rəf,сентре
411,Kiste::N,yeşik,ещӗк
412,Kiste::N,yeşik,сунтӑх
413,Kiste::N,sandıq,ещӗк
414,Kiste::N,sandıq,сунтӑх
415,Fenster::N,pəncərə,чӳрече
416,Tür::N,qapı,алӑк
417,Tor::N,darvaza,хапха
418,Zaun::N,çəpər,хӳме
419,Dach::N,dam,тӑрӑ
420,Leiter::N,nərdivan,пусма
421,Besen::N,süpürgə,шӑпӑр
422,Spaten::N,kürək,кӗреҫе
423,Schaufel::N,kürək,кӗреҫе
424,Gabel::N,çəngəl,вилка
425,Löffel::N,qaşıq,кашӑк
426,Messer::N,bıçaq,ҫӗҫӗ
427,Nagel::N,mıx,пӑта
428,Netz::N,tor,тетел
429,Haken::N,çəngəl,йӑрхах
430,Haken::N,çəngəl,ҫекӗл
431,Griff::N,qulp,хӑлӑп
432,Griff::N,tutacaq,хӑлӑп
433,Schloss::N,qıfıl,ҫӑра
434,Bild::N,rəsm,сӑн
435,Bild::N,rəsm,сӑнлӑх
436,Bild::N,rəsm,картина
437,Figur::N,şəkil,кӗлетке
438,Figur::N,heykəl,кӗлетке
439,Puppe::N,kukla,пукане
440,Puppe::N,gəlincik,пукане
441,Beutel::N,kisə,михӗ
442,Beutel::N,torba,михӗ
443,Bündel::N,bağlama,ҫыхӑ
444,Bündel::N,bağlama,тӗрке
445,Tasche::N,çanta,сумка
446,Eimer::N,vedrə,витре
447,Eimer::N,çəllək,витре
448,Deckel::N,qapaq,хупӑ
449,Geschirr::N,qab-qazan,савӑт-сапа
450,Sack::N,çuval,михӗ
451,Tasse::N,fincan,курка
452,Topf::N,qazan,кастрюль
453,Kessel::N,qazan,хуран
454,Essen::N,yemək,апат
455,Nahrung::N,qida,апат-ҫимӗс
456,Speise::N,xörək,апат
457,Speise::N,xörək,ҫимӗҫ
458,Fleisch::N,ət,аш
459,Fleisch::N,ət,какай
460,Getreide::N,taxıl,тырӑ
461,Brei::N,aş,пӑтӑ
462,Brei::N,sıyıq,пӑтӑ
463,Brot::N,çörək,ҫӑкӑр
464,Scheibe::N,dilim,чӗлӗ
465,Scheibe::N,dilim,касӑк
466,Fett::N,yağ,ҫу
467,Butter::N,kərə yağı,ҫу
468,Öl::N,yağ,ҫу
469,Salz::N,duz,тӑвар
470,Suppe::N,şorba,яшка
471,Honig::N,bal,пыл
472,Milch::N,süd,сӗт
473,Tee::N,çay,чей
474,Leder::N,dəri,сӑран
475,Wolle::N,yun,ҫӑм
476,Stoff::N,qumaş,тӗртӗм
477,Nadel::N,iynə,йӗп
478,Faden::N,sap,ҫип
479,Knopf::N,düymə,тӳме
480,Knoten::N,düyün,йӑлӑ
481,Farbe::N,boya,сӑрӑ
482,Kleidung::N,geyim,тум
483,Kleidung::N,geyim,ҫипуҫ
484,Kleidung::N,geyim,тум-тир
485,Hemd::N,köynək,кӗпе
486,Kragen::N,yaxa,ҫуха
487,Ärmel::N,qol,ҫанӑ
488,Hose::N,şalvar,шӑлавар
489,Gürtel::N,kəmər,пиҫиххи
490,Mütze::N,şapka,ҫӗлӗк
491,Schuh::N,tufli,пушмак
492,Schuh::N,tufli,ботинок
493,Schuh::N,ayaqqabı,пушмак
494,Schuh::N,ayaqqabı,ботинок
495,Stiefel::N,çəkmə,атӑ
496,Ring::N,üzük,ҫӗрӗ
497,Band::N,lent,хаю
498,Band::N,lent,йӗсме
499,Kamm::N,daraq,тура
500,Spiegel::N,güzgü,тӗкӗр
501,Spiegel::N,güzgü,куҫ кӗски
502,Riemen::N,qayış,чӗн
503,Schnur::N,ip,кантра
504,Leine::N,kəmsik,касмӑк
505,Decke::N,ədyal,утиял
506,Decke::N,yorğan,утиял
507,Kissen::N,yastıq,ҫытар
508,Kissen::N,yastıq,минтер
509,Tuch::N,şarf,тутӑр
510,Tuch::N,kaşne,тутӑр
511,Handtuch::N,dəsmal,ал шӑлли
512,Kraft::N,güc,вӑй
513,Kraft::N,güc,хӑват
514,Stärke::N,qüvvət,хал
515,Stärke::N,qüvvət,хӑват
516,Gesundheit::N,sağlamlıq,хал
517,Gesundheit::N,sağlamlıq,сывлӑх
518,Krankheit::N,xəstəlik,чир
519,Schmerz::N,ağrı,ырату
520,Schmerz::N,sancı,ырату
521,Wunde::N,yara,суран
522,Fieber::N,isitmə,сив чир
523,Fieber::N,qızdırma,сив чир
524,Arznei::N,ilaç,эмел
525,Arznei::N,dərman,эмел
526,Brücke::N,körpü,кӗпер
527,Brunnen::N,quyu,ҫӑл
528,Brunnen::N,quyu,пусӑ
529,Weide::N,otlaq,ҫаран
530,Pfad::N,cığır,йӗр
531,Pfad::N,cığır,сукмак
532,Weg::N,yol,ҫул
533,Weg::N,yol,ҫул-йӗр
534,Straße::N,küçə,ҫӳрев
535,Straße::N,küçə,ҫул ҫӳрени
536,Dorf::N,kənd,ял
537,Stadt::N,şəhər,хула
538,Brief::N,məktub,ҫыру
539,Buch::N,kitab,кӗнеке
540,Buchstabe::N,hərf,сас палли
541,Zeitung::N,qəzet,хаҫат
542,Leben::N,həyat,пурнӑҫ
543,Tod::N,ölüm,вилӗм
544,Grab::N,qəbir,масар шӑтӑкӗ
545,Kirche::N,kilsə,чиркӳ
546,Sünde::N,günah,ҫылӑх
547,Gott::N,tanrı,турӑ
548,Arbeiter::N,işçi,рабочи
549,Chef::N,şef,пуҫлӑх
550,Chef::N,rəis,пуҫлӑх
551,Meister::N,usta,ӑста
552,Meister::N,usta,мастер
553,Arzt::N,həkim,врач
554,Arzt::N,həkim,тухтӑр
555,Arzt::N,doktor,врач
556,Arzt::N,doktor,тухтӑр
557,Lehrer::N,müəllim,учитель
558,Lehrer::N,müəllim,вӗрентекен
559,Geld::N,pul,укҫа
560,Geschäft::N,ticarət,бизнес
561,Laden::N,dükan,магазин
562,Preis::N,qiymət,хак
563,Ware::N,mal,тавар
564,Nutzen::N,fayda,пайта
565,Reichtum::N,zənginlik,мул
566,Welt::N,aləm,тӗнче
567,Welt::N,dünya,тӗнче
568,Land::N,ölkə,ҫӗр-шыв
569,Staat::N,dövlət,патшàлӑх
570,König::N,kral,король
571,König::N,məlik,король
572,Macht::N,qüdrət,власть
573,Grenze::N,hüdud,чикӗ
574,Grenze::N,sərhət,чикӗ
575,Krieg::N,hərb,вӑрҫӑ
576,Krieg::N,müharibə,вӑрҫӑ
577,Feind::N,düşmən,тӑшман
578,Gewalt::N,cəbr,ирӗксӗрлӳ
579,Kampf::N,savaş,кӗрешӳ
580,Bogen[Waffe]::N,yay,ухӑ
581,Pfeil::N,ox,ҫӗмрен
582,Pfeil::N,ox,ухӑ йӗппи
583,Gewehr::N,tüfəng,пӑшал
584,Fehler::N,xəta,йӑнӑш
585,Lüge::N,yalan,суя
586,Lüge::N,yalan,ултав
587,Schaden::N,ziyan,сиен
588,Unglück::N,bəla,шар
589,Unglück::N,bəla,инкек
590,Schuld::N,təqsir,айӑп
591,Alter::N,yaş,ҫул шучӗ
592,Schluss::N,son,пӗтни
593,Schluss::N,son,пӗтмӗш
594,Zeit::N,vaxt,вӑхӑт
595,Zeit::N,zaman,вӑхӑт
596,Tag::N,gün,кун
597,Morgen::N,sabah,ир
598,Mittag::N,günorta,кӑнтӑрла
599,Abend::N,axşam,каҫ
600,Nacht::N,gecə,каҫ
601,Woche::N,həftə,эрне
602,Monat::N,ay,уйӑх
603,Jahr::N,il,ҫулталӑк
604,Frühling::N,yaz,ҫур
605,Frühling::N,yaz,ҫуркунне
606,Frühling::N,bahar,ҫур
607,Frühling::N,bahar,ҫуркунне
608,Sommer::N,yay,ҫу
609,Sommer::N,yay,ҫулла
610,Herbst::N,payız,кӗр
611,Herbst::N,payız,кӗркунне
612,Winter::N,qış,хӗл
613,Winter::N,qış,хӗлле
614,Januar::N,Janvar,январь
615,Februar::N,Fevral,февраль
616,Februar::N,Fevral,кӗҫӗн кӑрлач
617,März::N,Mart,март
618,März::N,Mart,пуш уйӑхӗ
619,April::N,Aprel,апрель
620,Mai::N,May,май
621,Juni::N,İyun,июнь
622,Juli::N,İyul,июль
623,August::N,Avqust,август
624,September::N,Sentyabr,сентябрь
625,September::N,Sentyabr,авӑн уйӑхӗ
626,Oktober::N,Oktyabr,октябрь
627,November::N,Noyabr,ноябрь
628,Dezember::N,Dekabr,раштав
629,Dezember::N,Dekabr,декабрь
630,Montag::N,bazar ertəsi,тунти кун
631,Dienstag::N,çərşənbə axşamı,ытлари кун
632,Mittwoch::N,çərşənbə,юн кун
633,Donnerstag::N,cüme axşamı,кӗҫнерни кун
634,Freitag::N,cüme,эрне кун
635,Samstag::N,şənbə,шӑмат кун
636,Sonntag::N,bazar,вырсарни кун
637,groß::A,böyük,пысӑк
638,klein::A,kiçik,пӗчӗк
639,lang::A,uzun,вӑрӑм
640,kurz::A,qısa,кӗске
641,breit::A,enli,сарлака
642,breit::A,geniş,сарлака
643,schmal::A,dar,ансӑр
644,dicht::A,sıx,йӑвӑ
645,dick[Gegenstand]::A,qalın,хулӑн
646,dünn::A,nazik,ҫинҫе
647,dünn::A,nazik,ҫӳхе
648,fein::A,incə,тарай
649,fein::A,incə,вӗлтӗрти
650,fest::A,bərk,тӗреклӗ
651,fest::A,möhkəm,тӗреклӗ
652,flach::A,düz,лаптак
653,glatt::A,hamar,такӑр
654,hart::A,sərt,хытӑ
655,weich::A,yumşaq,ҫемҫе
656,rund::A,yuvarlaq,ҫавра
657,spitz::A,uclu,шӗвӗр
658,spitz::A,sivri,шӗвӗр
659,scharf::A,kəskin,ҫивӗч
660,stumpf::A,küt,мӑка
661,stumpf::A,küt,пуклак
662,stumpf::A,küt,тӗрӗнчӗк
663,stumpf::A,küt,ӑнкарусӑр
664,schwer::A,ağır,йывӑр
665,schön::A,gözəl,илемлӗ
666,schön::A,gəşəng,илемлӗ
667,heiß::A,isti,вӗри
668,warm::A,ilıq,ӑшӑ
669,kalt::A,soyuq,сивӗ
670,kühl::A,sərin,уҫӑ
671,frisch::A,təzə,уҫӑ
672,feucht::A,nəm,йӗпе
673,nass::A,yaş,нӳрӗ
674,trocken::A,quru,типӗ
675,voll::A,dolu,тулли
676,leer::A,boş,пушӑ
677,offen::A,açıq,уҫӑ
678,geschlossen::A,qapalı,хупӑ
679,sauber::A,təmiz,таса
680,schmutzig::A,kirli,пылчӑклӑ
681,schmutzig::A,kirli,вараланчӑк
682,roh::A,çiy,чӗрӗ
683,reif::A,yetişmiş,пулнӑ
684,reif::A,yetişmiş,пиҫӗхнӗ
685,reif::A,yetişmiş,аталаннӑ
686,reif::A,yetişmiş,пиҫсе ҫитнӗ
687,lecker::A,dadlı,тутлӑ
688,lecker::A,dadlı,техӗмлӗ
689,lecker::A,ləzzətli,тутлӑ
690,lecker::A,ləzzətli,техӗмлӗ
691,süß::A,şirin,пылак
692,bitter::A,acı,йӳҫӗ
693,sauer::A,turş,йӳҫӗ
694,sauer::A,turş,йӳҫек
695,sauer::A,turş,кӑвасак
696,hell::A,aydın,ҫутӑ
697,dunkel::A,qaranlıq,тӗттӗм
698,schwarz::A,qara,хура
699,weiß::A,ağ,шурӑ
700,rot::A,qırmızı,хӗрлӗ
701,gelb::A,sarı,сарӑ
702,blau::A,göy,кӑвак
703,blau::A,mavi,кӑвак
704,grün::A,yaşıl,симӗс
705,grün::A,yaşıl,пиҫмен
706,grün::A,yaşıl,ӑс пухман
707,grau::A,boz,кӑвак
708,bunt::A,əlvan,чӑпар
709,bunt::A,rəngli,чӑпар
710,billig::A,ucuz,йӳнӗ
711,teuer::A,bahalı,хаклӑ
712,wertvoll::A,qiymətli,паха
713,blind::A,kor,суккӑр
714,taub::A,kar,хӑлхасӑр
715,kräftig::A,güclü,хӑватлӑ
716,stark::A,qüvvətli,вирлӗ
717,schwach::A,zəif,халсӑр
718,schwach::A,gücsüz,халсӑр
