,Concept_ID,ru,udm
819,schmelzen::V,плавиться,шунаны
820,trocknen::V,сохнуть,куасьмыны
821,sieden::V,кипеть,пӧзьыны
822,faulen::V,гнить,сисьмыны
823,verfaulen::V,сгнить,сисьмыны
824,reißen::V,рваться,кеськыны
825,versinken::V,тонуть,выйыны
826,vergehen::V,проходить,ортчыны
827,erscheinen::V,появиться,адскыны
828,verschwinden::V,исчезнуть,бырыны
829,sinken::V,спадать,усьыны
830,abnehmen::V,уменьшиться,синыны
831,zunehmen::V,увеличиваться,йылыны
832,steigen::V,подниматься,лӧпкыны
833,wachsen::V,расти,будыны
834,glänzen::V,блестеть,чиляны
835,glänzen::V,блестеть,пиштыны
836,funkeln::V,сверкать,чилекъяны
837,lärmen::V,шуметь,уретыны
838,lärmen::V,шуметь,ӵашетыны
839,läuten::V,звонить,жингыртыны
840,klingeln::V,звонить,жингыртыны
841,klirren::V,звякать,жильккетыны
842,brausen::V,бушевать,лекъяськыны
843,rauschen::V,шелестеть,ӵашетыны
844,klingen::V,звучать,кылӥськыны
845,bellen::V,лаять,утыны
846,heulen::V,выть,вузыны
847,blasen::V,дунуть,пельтыны
848,pfeifen::V,свистеть,шуланы
849,schreien::V,кричать,черекъяны
850,schreien::V,кричать,кесяськыны
851,stöhnen::V,стонать,ӝуштыны
852,zittern::V,дрожать,дырекъяны
853,zittern::V,дрожать,куалекъяны
854,leben::V,жить,улыны
855,geboren werden::V,родиться,вордӥськыны
856,atmen::V,дышать,шоканы
857,trinken::V,пить,юыны
858,essen::V,есть,сиыны
859,essen::V,кушать,сиыны
860,schlucken::V,глотать,ньылыны
861,müde werden::V,устать,жадьыны
862,einschlafen::V,заснуть,умме усьыны
863,schlafen::V,спать,кӧлыны
864,aufwachen::V,проснуться,сайканы
865,aufstehen::V,встать,султыны
866,sich erholen::V,отдыхать,шутэтскыны
867,krank werden::V,заболеть,висьыны
868,krank sein::V,болеть,висьыны
869,schmerzen::V,болеть,висьыны
870,husten::V,кашлять,кызыны
871,genesen::V,поправиться,юнматскыны
872,genesen::V,поправиться,бурмытскылыны
873,sterben::V,умереть,кулыны
874,umkommen::V,погибнуть,бырыны
875,sich bewegen::V,двигаться,вырыны
876,sich rühren::V,шевельнуться,вырӟыны
877,sich rühren::V,шевельнуться,вырӟылыны
878,sich erheben::V,встать,султыны
879,sich setzen::V,сесть,пуксьыны
880,hinfallen::V,упасть,усьыны
881,laufen::V,ходить,мыныны
882,schreiten::V,шагать,вамышъяны
883,spazierengehen::V,гулять,мыныны
884,spazierengehen::V,гулять,ветлыны
885,eilen::V,спешить,дыртыны
886,sich beeilen::V,торопиться,дыртыны
887,sausen::V,мчаться,туж ӝог мыныны
888,rennen::V,бегать,бызьылыны
889,springen::V,прыгать,тэтчаны
890,klettern::V,лазать,тубаны
891,schaukeln::V,раскачиваться,лэйканы
892,schaukeln::V,раскачиваться,шонаськыны
893,kriechen::V,ползать,нюж ветлыны
894,schwimmen::V,плавать,уяны
895,tauchen::V,нырять,зумылыны
896,rudern::V,грести,полсаны
897,fahren::V,ехать,ветлыны
898,fliegen::V,летать,лобаны
899,gehen::V,идти,мыныны
900,weggehen::V,уйти,кошкыны
901,abfahren::V,отправиться,кошкыны
902,anhalten::V,остановиться,дугдыны
903,hineingehen::V,входить,пырыны
904,eintreten::V,войти,пырыны
905,kommen::V,прийти,вуыны
906,kommen::V,прийти,лыктыны
907,ankommen::V,прибыть,вуыны
908,zurückkommen::V,возвратиться,берытскыны
909,bleiben::V,остаться,кыльыны
910,warten::V,ждать,витьыны
911,erwarten::V,ожидать,витьыны
912,erwarten::V,ожидать,возьманы
913,suchen::V,искать,утчаны
914,finden::V,найти,шедьтыны
915,versuchen::V,пытаться,турттыны
916,vorbereiten::V,подготовить,дасяны
917,lieben::V,любить,гажаны
918,mögen::V,любить,яратыны
919,lachen::V,смеяться,серекъяны
920,rühren::V,растрогать,сюлме йӧтыны
921,weinen::V,плакать,бӧрдыны
922,schimpfen::V,ругаться,даллашыны
923,sich ärgern::V,сердиться,лекъяськыны
924,sich fürchten::V,бояться,кышканы
925,sich fürchten::V,бояться,курданы
926,fürchten::V,бояться,курданы
927,fürchten::V,бояться,кышканы
928,fliehen::V,убегать,пегӟыны
929,flüchten::V,убежать,пегӟыны
930,sehen::V,видеть,адӟыны
931,anschauen::V,посмотреть,учкыны
932,ansehen::V,смотреть,учкыны
933,hören::V,слышать,кылыны
934,zuhören::V,слушать,кылзыны
935,probieren::V,пробовать,веръяны
936,riechen::V,нюхать,зынъяны
937,fühlen::V,чувствовать,шӧдыны
938,scheinen::V,казаться,адскыны
939,zu sehen sein::V,виднеться,адӟиськыны
940,vernehmen::V,услышать,кылыны
941,frieren::V,мерзнуть,кынмыны
942,tun::V,делать,карыны
943,können::V,мочь,быгатыны
944,können::V,уметь,быгатыны
945,wollen::V,хотеть,потыны
946,anfangen::V,начать,кутскыны
947,beenden::V,закончить,быдтыны
948,beenden::V,закончить,быдэстыны
949,aufhören::V,перестать,дугдыны
950,gelingen::V,удаться,быгатыны
951,gelingen::V,удаться,луыны
952,geraten::V,оказаться,лэсяны
953,öffnen::V,открыть,усьтыны
954,schließen::V,закрыть,пытсаны
955,stellen::V,поставить,пуктыны
956,setzen::V,посадить,пуктыны
957,legen::V,класть,поныны
958,berühren::V,трогать,исаны
959,verbinden::V,связать,герӟаны
960,bedecken::V,покрыть,пытсаны
961,aufhängen::V,повесить,ошыны
962,anzünden::V,зажечь,ӝуатыны
963,aufheben::V,поднять,ӝутыны
964,zurücklassen::V,оставить,кельтыны
965,verlieren::V,потерять,ыштыны
966,fallen lassen::V,уронить,уськытыны
967,machen::V,сделать,лэсьтыны
968,herstellen::V,изготовить,лэсьтыны
969,bauen::V,строить,пуктыны
970,reparieren::V,чинить,тупатыны
971,verbessern::V,улучшить,умоятыны
972,ändern::V,изменить,воштыны
973,graben::V,копать,копаны
974,beugen::V,согнуть,губыртыны
975,biegen::V,погнуть,куасаны
976,drehen::V,вертеть,бергатыны
977,wenden::V,повернуть,берыктыны
978,umdrehen::V,перевернуть,берыктыны
979,heben::V,поднимать,ӝутыны
980,hochheben::V,поднять,ӝутъяны
981,ergreifen::V,схватить,кутыны
982,ergreifen::V,схватить,кырмыны
983,halten::V,держать,возьыны
984,drücken::V,нажимать,зӥбыны
985,drücken::V,нажимать,пачкатыны
986,schieben::V,толкать,донганы
987,kratzen::V,скрести,вуштыны
988,lecken::V,лизать,нюлыны
989,beißen::V,кусать,куртчыны
990,abreißen::V,оторвать,ишкалтыны
991,abschneiden::V,отрезать,шорыны
992,abschneiden::V,отрезать,вандыны
993,binden::V,вязать,керттыны
994,stecken::V,воткнуть,мертчытыны
995,brechen::V,сломать,тӥяны
996,klopfen::V,стучать,йыганы
997,klopfen::V,стучать,шарккетыны
998,hauen::V,бить,жугыны
999,hauen::V,бить,тышканы
1000,kleben::V,клеить,лякыны
1001,reiben::V,тереть,зыраны
1002,reiben::V,тереть,вуштыны
1003,streichen::V,намазать,зыраны
1004,schleifen::V,точить,шерыны
1005,schneiden::V,резать,вандыны
1006,rütteln::V,шатать,зуркатыны
1007,schütteln::V,трясти,куалекъятыны
1008,schwenken::V,махать,шонаны
1009,schütten::V,налить,лэзьыны
1010,füllen::V,наполнить,тырмытыны
1011,einwickeln::V,завернуть,биньыны
1012,tragen::V,нести,нуыны
1013,schleppen::V,тащить,кыскыны
1014,ziehen::V,тянуть,кыскыны
1015,aufbewahren::V,хранить,возьыны
1016,werfen::V,бросать,куяны
1017,werfen::V,бросать,лэзяны
1018,fangen::V,ловить,кутыны
1019,packen::V,схватить,кутыны
1020,packen::V,схватить,кырмыны
1021,verstecken::V,спрятать,ватыны
1022,teilen::V,разделить,люкыны
1023,schicken::V,посылать,ыстыны
1024,bringen::V,принести,вайыны
1025,hinzufügen::V,добавить,ватсаны
1026,bekommen::V,достать,басьтыны
1027,erhalten::V,получить,басьтыны
1028,nehmen::V,взять,кутыны
1029,nehmen::V,взять,басьтыны
1030,wählen::V,выбрать,бырйыны
1031,auswählen::V,отобрать,бырйыны
1032,bewahren::V,сохранить,возьыны
1033,behindern::V,препятствовать,могӟытыны
1034,verderben::V,испортить,сӧрыны
1035,beschädigen::V,повредить,урод лэсьтыны
1036,zerbrechen::V,разбить,сӧрыны
1037,zerreißen::V,разорвать,кесяны
1038,zerstören::V,разрушить,куашкатыны
1039,verbrennen::V,сжечь,сутыны
1040,geben::V,дать,сётыны
1041,reichen::V,передать,сётыны
1042,schenken::V,дарить,кузьманы
1043,versprechen::V,обещать,кыл сётыны
1044,wünschen::V,желать,сӥзьыны
1045,loben::V,хвалить,ушъяны
1046,küssen::V,целовать,чупаны
1047,wiegen::V,качать,веттаны
1048,wiegen::V,качать,лэйкатыны
1049,zudecken::V,накрыть,шобыртыны
1050,wecken::V,разбудить,сайкатыны
1051,zeigen::V,показать,возьматыны
1052,führen::V,вести,нуыны
1053,lehren::V,учить,дышетыны
1054,unterrichten::V,преподавать,дышетыны
1055,aufziehen::V,воспитать,будэтыны
1056,leiten::V,руководить,кивалтыны
1057,antreiben::V,подгонять,дыртытыны
1058,lassen::V,заставить,-ытыны
1059,einladen::V,пригласить,ӧтьыны
1060,vereinigen::V,объединить,огазеяны
1061,besuchen::V,посетить,адӟыськыны
1062,treffen::V,встретить,пумитаны
1063,sich versammeln::V,собраться,люкаськыны
1064,spielen::V,играть,шудыны
1065,singen::V,петь,кырӟаны
1066,tanzen::V,плясать,эктыны
1067,tanzen::V,танцевать,эктыны
1068,sich trennen::V,расстаться,люкиськыны
1069,verlassen::V,покинуть,куштыны
1070,retten::V,спасти,утьыны
1071,bewachen::V,охранять,возьманы
1072,schützen::V,уберегать,утялтыны
1073,verteidigen::V,защитить,возьманы
1074,sich schlagen::V,драться,жугиськыны
1075,schießen::V,стрелять,ыбылӥськны
1076,siegen::V,победить,вормыны
1077,ärgern::V,сердить,вожпоттыны
1078,schlagen::V,ударить,жуккыны
1079,treten::V,пинать,лёганы
1080,stechen::V,уколоть,бышкалтыны
1081,stoßen::V,толкнуть,донгыны
1082,stehlen::V,украсть,вораны
1083,stehlen::V,украсть,лушканы
1084,stören::V,помешать,люкетыны
1085,belästigen::V,надоедать,акыльтыны
1086,belästigen::V,надоедать,вукылмыны
1087,verbergen::V,скрыть,ватыны
1088,täuschen::V,обмануть,алданы
1089,betrügen::V,смошенничать,пӧяны
1090,töten::V,убить,виыны
1091,wohnen::V,проживать,улыны
1092,arbeiten::V,работать,ужаны
1093,sammeln::V,собрать,бичаны
1094,pflücken::V,рвать,ишкыны
1095,pflücken::V,срывать,ишкыны
1096,jagen::V,охотиться,пӧйшураны
1097,fischen::V,рыбачить,чорыганы
1098,fassen::V,поймать,кутыны
1099,hüten::V,пасти,возьманы
1100,treiben::V,гнать,улляны
1101,anbinden::V,привязать,думыны
1102,füttern::V,кормить,сюдыны
1103,melken::V,доить,кыскыны
1104,hacken::V,рубить,кораны
1105,gießen::V,полить,киськаны
1106,reifen::V,созреть,вуыны
1107,reifen::V,созреть,кисьманы
1108,zubereiten::V,приготовить,лесьтыны
1109,kochen::V,варить,пӧзьтыны
1110,backen::V,печь,пыжыны
1111,braten::V,жарить,пыжыны
1112,umrühren::V,перемешать,сураны
1113,stricken::V,вязать,керттыны
1114,nähen::V,шить,вурыны
1115,färben::V,покрасить,буяны
1116,reinigen::V,очистить,сузяны
1117,waschen::V,стирать,мисьтаськыны
1118,abwischen::V,вытереть,ӵушылыны
1119,spülen::V,полоскать,гылъяны
1120,fegen::V,подметать,ӵужыны
1121,kehren::V,мести,ӵужыны
1122,baden::V,купаться,пыласькыны
1123,sich waschen::V,мыться,пыласькыны
1124,ausziehen::V,снять,кыльыны
1125,anziehen::V,надеть,дӥсяны
1126,sich anziehen::V,одеться,дӥсьяськыны
1127,kämmen::V,причесать,сынаны
1128,schmücken::V,украсить,чеберъяны
1129,sagen::V,сказать,шуыны
1130,sagen::V,сказать,вераны
1131,sprechen::V,говорить,вераськыны
1132,reden::V,разговаривать,вераськыны
1133,sich unterhalten::V,беседовать,вераськыны
1134,fragen::V,спросить,юаны
1135,bitten::V,просить,курыны
1136,erzählen::V,рассказать,вераны
1137,erzählen::V,рассказать,мадьыны
1138,mitteilen::V,сообщить,ивортыны
1139,nennen::V,назвать,шуыны
1140,rufen::V,звать,ӧтьыны
1141,prahlen::V,хвастаться,ушъяськыны
1142,übersetzen::V,перевести,берыктыны
1143,denken::V,думать,малпаны
1144,glauben::V,верить,оскыны
1145,bemerken::V,заметить,адӟыны
1146,erkennen::V,узнать,тодыны
1147,begreifen::V,понять,валаны
1148,begreifen::V,постичь,валаны
1149,verstehen::V,услышать,валаны
1150,lernen::V,учиться,дышетскыны
1151,wissen::V,знать,тодыны
1152,sich erinnern an::V,вспомнить,тодэ вайыны
1153,vergessen::V,забыть,вунэтыны
1154,messen::V,мерить,мертаны
1155,zählen::V,считать,лыдъяны
1156,rechnen::V,считать,лыдъяны
1157,lesen::V,читать,лыдӟыны
1158,malen::V,рисовать,суреданы
1159,zeichnen::V,рисовать,суреданы
1160,schreiben::V,писать,гожъяны
1161,besitzen::V,иметь,луыны
1162,kaufen::V,купить,басьтыны
1163,verkaufen::V,продать,вузаны
1164,bezahlen::V,заплатить,тырыны
1165,zahlen::V,платить,тырыны
1166,beherrschen::V,владеть,кузёяськыны
1167,ertragen::V,вытерпеть,чиданы
