,Concept_ID,ko,az
819,abnehmen::V,떼어내다,azalmaq
820,zunehmen::V,증가하다,artmaq
821,steigen::V,상승하다,yüksəlmək
822,wachsen::V,생기하다,böyümək
823,glänzen::V,뛰오나다,parlamaq
824,funkeln::V,불티가잍어나다,parıldamaq
825,lärmen::V,떠들다,səs-küy etmək
826,läuten::V,울시다,çalmaq
827,klingeln::V,초닌총을울리다,zəng etmək
828,klirren::V,탁탁울리다,cingildəmək
829,brausen::V,쏴쏴소리내다,gurlamaq
830,rauschen::V,솨솨,xışıldamaq
831,klingen::V,반향하다,səslənmək
832,bellen::V,짖다,hürmək
833,heulen::V,포효하다,ulamaq
834,blasen::V,불다,üfləmək
835,pfeifen::V,피리를불다,fit vermek
836,schreien::V,절규하다,bağırmaq
837,schreien::V,절규하다,qışqırmaq
838,stöhnen::V,신음하다,inləmək
839,zittern::V,저뉼하다,titrəmək
840,leben::V,살다,yaşamaq
841,geboren werden::V,태어난,doğmaq
842,atmen::V,숨쉬다,nəfəs almaq
843,trinken::V,마시다,içmek
844,essen::V,먹다,yemək
845,schlucken::V,들이켜다,udmaq
846,einschlafen::V,잠들다,yuxuya getmək
847,schlafen::V,자다,uyumaq
848,aufwachen::V,눈트다,oyanmaq
849,aufstehen::V,서다,yuxudan durmaq
850,sich erholen::V,회복하다,dincəlmək
851,schmerzen::V,아프다,ağrimaq
852,husten::V,잔기침하다,öksürmək
853,genesen::V,낫다,sağalmaq
854,sterben::V,죽다,ölmək
855,sterben::V,죽다,vəfat etmək
856,umkommen::V,못쓰게되다,həlak olmaq
857,sich bewegen::V,움직이다,hərəkət etmək
858,sich rühren::V,움직이다,tərpənmək
859,sich erheben::V,이러서다,qalxmaq
860,sich setzen::V,앉히다,oturmaq
861,hinfallen::V,넘어지다,yıxılmaq
862,laufen::V,걷다,yerimək
863,schreiten::V,보행하다,addım atmaq
864,spazierengehen::V,산보하다,gəzmək
865,eilen::V,서둘다,atılmaq
866,sich beeilen::V,서둘게하다,tələsmək
867,sausen::V,서들러 떠나다,çırpmaq
868,rennen::V,달리다,qaçmaq
869,springen::V,도약하다,sıçramaq
870,klettern::V,갑겨오르다,dırmanmaq
871,schaukeln::V,흔들리게하다,sallanmaq
872,kriechen::V,기다,sürünmək
873,schwimmen::V,헤엄치다,üzmek
874,tauchen::V,잠기다,dalmaq
875,rudern::V,물을헤치다,avarlamaq
876,fahren::V,가다,sürmək
877,fahren::V,나르다,sürmək
878,fliegen::V,날다,uçmaq
879,gehen::V,가다,getmək
880,weggehen::V,팔리다,getmək
881,abfahren::V,출발하다,yola düşmək
882,anhalten::V,멈추다,saxlamaq
883,hineingehen::V,(그리로)가다,girmək
884,eintreten::V,들러가다,girmək
885,eintreten::V,들러가다,daxil olmaq
886,kommen::V,오다,gəlmək
887,ankommen::V,고챀하다,gəlib çatmaq
888,zurückkommen::V,보기,qayıtmaq
889,bleiben::V,체류,qalmaq
890,warten::V,기다리다,gözləmək
891,erwarten::V,기대하다,bəkləmək
892,suchen::V,찾다,aramaq
893,suchen::V,찾다,axtarmaq
894,suchen::V,구하다,aramaq
895,suchen::V,구하다,axtarmaq
896,finden::V,찾아내다,tapmaq
897,versuchen::V,시험하다,çalışmaq
898,vorbereiten::V,재비하다,hazırlamaq
899,lieben::V,사랑하다,sevmək
900,mögen::V,줗아하다,xoşlamaq
901,lachen::V,웃다,gülmək
902,rühren::V,건드리다,həyəcanlandırmaq
903,weinen::V,울다,ağlamaq
904,schimpfen::V,꾸짖다,küfr etmək
905,sich ärgern::V,화를내게 하다,acıqlanmaq
906,sich fürchten::V,두려원하다,qorxmaq
907,fürchten::V,두려원하다,qorxmaq
908,fliehen::V,도망치다,qaçmaq
909,flüchten::V,도주하다,qaçmaq
910,sehen::V,보다,görmək
911,anschauen::V,바라보다,baxmaq
912,ansehen::V,바라보다,baxmaq
913,hören::V,듣다,duymaq
914,hören::V,듣다,eşitmək
915,zuhören::V,듣다,dinləmək
916,probieren::V,시식하다,dadına baxmaq
917,riechen::V,내새를맡다,qoxlamaq
918,fühlen::V,느끼다,duymaq
919,scheinen::V,...것같다,görünmək
920,zu sehen sein::V,보이는,görünmək
921,vernehmen::V,듣다,eşitmək
922,vernehmen::V,들어서일다,eşitmək
923,frieren::V,춥다,üşümək
924,tun::V,하다,etmək
925,können::V,할주릴다,bilmək
926,können::V,할주릴다,bacarmaq
927,wollen::V,바라다,istəmək
928,anfangen::V,시작하다,başlamaq
929,beenden::V,다하다,bitirmək
930,aufhören::V,그만두다,bitmək
931,aufhören::V,그만두다,qurtarmaq
932,gelingen::V,성국하다,müvəffəq olmaq
933,geraten::V,잘되어가다,düşmək
934,öffnen::V,열다,açmaq
935,schließen::V,추측하다,qapamaq
936,stellen::V,세우다,qoymaq
937,setzen::V,놓다,oturtmaq
938,legen::V,눕히다,qoymaq
939,berühren::V,대다,toxunmaq
940,verbinden::V,옝열하다,bağlamaq
941,bedecken::V,덮다,örtmək
942,aufhängen::V,매달다,asmaq
943,anzünden::V,점화하다,yandırmaq
944,aufheben::V,위로올리다,qaldırmaq
945,zurücklassen::V,튀에남기다,buraxmaq
946,verlieren::V,잃다,itirmək
947,fallen lassen::V,떨어뜨리다,düşürmək
948,machen::V,하다,etmək
949,herstellen::V,제조하다,istehsal etmək
950,bauen::V,짓다,tikmək
951,reparieren::V,수셩자다,təmir etmək
952,verbessern::V,정정하다,düzəltmək
953,ändern::V,바꾸다,dəyişdirmək
954,graben::V,파다,qazımaq
955,beugen::V,구부리다,əymək
956,biegen::V,굽히다,bükmək
957,drehen::V,회전,döndərmək
958,wenden::V,회전시키다,çevirmək
959,umdrehen::V,회전시키다,çevirmək
960,heben::V,일으아키다,qaldırmaq
961,hochheben::V,틀어올리다,qaldırmaq
962,ergreifen::V,잡다,tutmaq
963,halten::V,잡다,saxlamaq
964,drücken::V,누르다,sıxmaq
965,schieben::V,밀다,sürmək
966,kratzen::V,긁다,qaşımaq
967,lecken::V,핥다,yalamaq
968,beißen::V,물다,dişləmək
969,abschneiden::V,귾어내다,ayırmaq
970,binden::V,매다,bağlamaq
971,stecken::V,찌르다,soxmaq
972,brechen::V,금,qırmaq
973,klopfen::V,치다,sındırmaq
974,hauen::V,때리다,vurmaq
975,kleben::V,들러붙다,apışdırmaq
976,reiben::V,문지르다,ovmaq
977,streichen::V,쓰다듬다,sürtmək
978,schleifen::V,갈다,bülövləmək
979,schneiden::V,베다,kəsmək
980,rütteln::V,흔들다,sirkələmək
981,schütteln::V,흔들다,çalxalamaq
982,schwenken::V,흔들다,yelləmək
983,schütten::V,따르다,tökmək
984,füllen::V,담다,doldurmaq
985,einwickeln::V,싸다,sarımaq
986,tragen::V,지우다,daşımaq
987,schleppen::V,끌다,sürükləmək
988,ziehen::V,당기다,çəkmək
989,aufbewahren::V,간직하다,gizlətmək
990,werfen::V,던지다,atmaq
991,fangen::V,밥다,tutmaq
992,packen::V,쥐다,yaxalamaq
993,verstecken::V,숨기다,gizlətmək
994,teilen::V,나누다,bölmək
995,schicken::V,보내다,yollamaq
996,schicken::V,보내다,göndərmək
997,bringen::V,가겨,gətirmək
998,hinzufügen::V,부가하다,əlavə etmək
999,bekommen::V,얻다,almaq
1000,bekommen::V,얻다,əldə etmək
1001,erhalten::V,지니다,almaq
1002,nehmen::V,잡다,almaq
1003,wählen::V,선거하다,seçmək
1004,auswählen::V,선출하다,arımaq
1005,bewahren::V,저장보종,qorumaq
1006,behindern::V,훼방하다,mane olmaq
1007,verderben::V,못쓰게 되다,pozmaq
1008,beschädigen::V,상하게하다,zədələmək
1009,zerbrechen::V,깨뜨리다,qırmaq
1010,zerbrechen::V,깨뜨리다,sındırmaq
1011,zerreißen::V,잡아쫓다,yırtmaq
1012,zerstören::V,파괴하다,dağıtmaq
1013,verbrennen::V,소실하다,yandırmaq
1014,geben::V,주다,vermək
1015,reichen::V,내일다,uzatmaq
1016,schenken::V,주다,vermək
1017,versprechen::V,약속하다,vəd vermək
1018,wünschen::V,바라다,arzulamaq
1019,loben::V,칭찬하다,tərifləmək
1020,küssen::V,키스하다,öpmək
1021,wiegen::V,어르다,tərpətmək
1022,zudecken::V,뚜꺼을하다,örtmək
1023,wecken::V,깨우다,oyatmaq
1024,zeigen::V,보이다,göstərmək
1025,führen::V,가게하다,rəhbərlik etmək
1026,lehren::V,가르치다,öyrətmək
1027,unterrichten::V,가르지다,öyrətmək
1028,unterrichten::V,가르지다,dərs vermək
1029,aufziehen::V,사육하다,tərbiyə etmək
1030,leiten::V,이끌다,idarə etmək
1031,antreiben::V,몰다,bizləmək
1032,lassen::V,내버려두다,-tırmaq
1033,einladen::V,초청하다,dəvət etmək
1034,vereinigen::V,하나로하다,birləşdirmək
1035,besuchen::V,방문하다,baş çəkmək
1036,besuchen::V,방문하다,ziyarət etmək
1037,treffen::V,만나다,rastlaşmaq
1038,treffen::V,만나다,rast gəlmək
1039,sich versammeln::V,조립하다,toplanmaq
1040,spielen::V,눌다,oynamaq
1041,singen::V,노래하다,oxumaq
1042,tanzen::V,춤추하다,oynamaq
1043,tanzen::V,춤추하다,rəqs etmək
1044,sich trennen::V,가르다,ayrılmaq
1045,verlassen::V,버림받은,tərk etmək
1046,retten::V,구조하다,xilas etmək
1047,bewachen::V,치키다,gözətmək
1048,schützen::V,보호하다,qorumaq
1049,verteidigen::V,막다,qorumaq
1050,sich schlagen::V,치다,döyüşmək
1051,schießen::V,쏘다,atmaq
1052,schießen::V,쏘다,atəş açmaq
1053,siegen::V,이기다,yenmək
1054,ärgern::V,성을내게하다,acışdırmaq
1055,schlagen::V,치다,döymək
1056,treten::V,디디다,təpmək
1057,stechen::V,찌르다,soxmaq
1058,stoßen::V,찌르다,itələmək
1059,stehlen::V,훔치다,çalmaq
1060,stehlen::V,훔치다,oğurlamaq
1061,stören::V,움직이다,pozmaq
1062,belästigen::V,괴롭히다,narahat etmək
1063,verbergen::V,숨기다,gizləmək
1064,täuschen::V,속이다,aldatmaq
1065,betrügen::V,속이다,aldatmaq
1066,töten::V,죽이다,öldürmək
1067,wohnen::V,실다,yaşamaq
1068,arbeiten::V,일하다,işləmək
1069,arbeiten::V,일하다,çalışmaq
1070,sammeln::V,모으다,yığmaq
1071,sammeln::V,모으다,toplamaq
1072,pflücken::V,꿔다,qoparmaq
1073,jagen::V,사냥하다,ovlamaq
1074,fischen::V,고기를잡다,balıq tutmaq
1075,fassen::V,움켜쥐다,tutmaq
1076,hüten::V,망보다,güdmək
1077,treiben::V,몰아세우다,haylamaq
1078,anbinden::V,묶다,bağlamaq
1079,füttern::V,사료를주다,bəsləmək
1080,melken::V,젖을짜다,sağmaq
1081,hacken::V,자르다,yarmaq
1082,gießen::V,물을대다,sulamaq
1083,reifen::V,성숙하다,dəymək
1084,zubereiten::V,조제하다,bişirmək
1085,kochen::V,요리하다,qaynatmaq
1086,backen::V,쿱다,bişirmək
1087,braten::V,굽다,qızartmaq
1088,umrühren::V,교반하다,qarışdırmaq
1089,stricken::V,뜨개질하다,hörmək
1090,nähen::V,꿰매다,tikmək
1091,färben::V,채색하다,boyamaq
1092,reinigen::V,청소하다,təmizləmək
1093,waschen::V,씻다,yumaq
1094,abwischen::V,닦다,silmək
1095,spülen::V,씻다,çalxamaq
1096,fegen::V,소체하다,süpürmək
1097,kehren::V,청소하다,süpürmək
1098,baden::V,감다,çimmək
1099,sich waschen::V,모믈 씻다,yuyunmaq
1100,ausziehen::V,벗다,soyunmaq
1101,anziehen::V,끌어움직이다,geymək
1102,kämmen::V,빗다,daramaq
1103,schmücken::V,치레하다,bəzəmək
1104,sagen::V,말하다,demək
1105,sagen::V,말하다,söymek
1106,sprechen::V,말하다,danışmaq
1107,reden::V,이야기하다,danışmaq
1108,fragen::V,질문하다,soruşmaq
1109,bitten::V,원하다,diləmək
1110,bitten::V,원하다,xahiş etmək
1111,erzählen::V,이야기하다,bəhs etmək
1112,mitteilen::V,이야기하다,bildirmək
1113,nennen::V,부르다,adlandırmaq
1114,rufen::V,불러내다,çağırmaq
1115,prahlen::V,자랑하다,öyünmək
1116,übersetzen::V,번역하다,tərcümə etmək
1117,denken::V,생각하다,düşünmək
1118,denken::V,생각하다,fikirləşmək
1119,glauben::V,믿다,inanmaq
1120,bemerken::V,인자하다,qeyd etmək
1121,erkennen::V,인식하다,tanımaq
1122,begreifen::V,파악하다,anlamaq
1123,verstehen::V,이해하다,duymaq
1124,lernen::V,배우다,öyrənmək
1125,wissen::V,알다,bilmək
1126,sich erinnern an::V,상기하다,xatırlamaq
1127,vergessen::V,잊다,unutmaq
1128,messen::V,측정하다,ölçmək
1129,zählen::V,세다,saymaq
1130,rechnen::V,게산하다,hesablamaq
1131,lesen::V,읽다,oxumaq
1132,malen::V,그리다,şəkil çəkmək
1133,zeichnen::V,소묘하다,cızmaq
1134,schreiben::V,쓰다,yazmaq
1135,besitzen::V,소유하다,yiyələnmək
1136,besitzen::V,소유하다,malik olmaq
1137,kaufen::V,사다,satın almaq
1138,verkaufen::V,팔다,satmaq
1139,bezahlen::V,지불하다,ödəmək
1140,zahlen::V,치르다,ödəmək
1141,beherrschen::V,지배하다,idarə etmək
1142,ertragen::V,참다,dözmək
1143,Raureif::N,,qırov
1144,Grube::N,,çuxur
1145,Lust::N,,həvəs
1146,Nachricht::N,,xəbər
1147,klug::A,,ağıllı
1148,von hier::ADV,,buradan
1149,müde werden::V,,yorulmaq
1150,krank werden::V,,xəstə olmaq
1151,krank sein::V,,azarlanmaq
1152,krank sein::V,,xəstələnmək
1153,abreißen::V,,qoparmaq
1154,sich anziehen::V,,geyinmək
1155,sich unterhalten::V,,söhbət etmək
