,Concept_ID,cy,kk
790,lustig::A,llon,көңілді
791,sanft::A,mwyn,жуас
792,hungrig::A,newynog,аш
793,krank::A,sâl,кеселді
794,krank::A,gwael,кеселді
795,nackt::A,noeth,жалаңаш
796,traurig::A,trist,қапа
797,lebendig::A,yn fyw,тірі
798,lebendig::A,yn fyw,жанды
799,gut::A,da,жақсы
800,schlecht::A,drwg,жаман
801,schlecht::A,gwael,жаман
802,richtig::A,cywir,дұрыс
803,schlimm::A,enbyd,жаман
804,wahr::A,gwir,нағыз
805,alt::A,hen,ескі
806,neu::A,newydd,жаңа
807,ehemalig::A,blaenorol,өткен
808,ehemalig::A,blaenorol,бұрынғы
809,alt[Lebewesen]::A,oedrannus,кексе
810,jung::A,ifanc,науша
811,arm::A,tlawd,кедей
812,arm::A,tlawd,дәулетсіз
813,reich::A,cyfoethog,малды
814,bekannt::A,cynefin,таныс
815,bekannt::A,cynefin,көзтаныс
816,bekannt::A,cyfarwydd,таныс
817,bekannt::A,cyfarwydd,көзтаныс
818,berühmt::A,enwog,атақты
819,fremd::A,estron,бөтен
820,verschieden::A,gwahanol,түрлі
821,nah::A,agos,жуық
822,nah::A,agos,етене
823,fern::A,pell,алыс
824,fern::A,pell,алыстағы
825,linker::A,aswy,сол
826,linker::A,aswy,солшыл
827,linker::A,chwith,сол
828,linker::A,chwith,солшыл
829,rechter::A,de,оң
830,rechter::A,deau,оң
831,anderer::A,arall,өзге
832,anderer::A,arall,былайғы
833,erster::A,cyntaf,алғашқы
834,zweiter::A,ail,екінші
835,dritter::A,trydydd,үшінші
836,letzter::A,olaf,артқы
837,letzter::A,olaf,кейінгі
838,allein::ADV,unig,серіксіз
839,allein::ADV,ar ei ben ei hun,серіксіз
840,auf einmal::ADV,ar yr un pryd,бірден
841,zusammen::ADV,ynghyd,бірлесіп
842,zusammen::ADV,gyda'i gilydd,бірлесіп
843,lange::ADV,amser hir,ұзақ
844,plötzlich::ADV,yn sydyn,кенет
845,sofort::ADV,ar unwaith,әне-міне дегенше
846,später::ADV,yn ddiweddarach,артынан
847,jetzt::ADV,yn awr,енді
848,jetzt::ADV,yn awr,қазір
849,heute::ADV,heddiw,бүгін
850,morgen::ADV,yfory,ертең
851,bald::ADV,yn fuan,тез
852,bald::ADV,gyda hyn,тез
853,dann::ADV,yna,онан соң
854,dann::ADV,yna,сонан соң
855,dann::ADV,y pryd hwnnw,онан соң
856,dann::ADV,y pryd hwnnw,сонан соң
857,gestern::ADV,ddoe,кеше
858,einst::ADV,gynt,бірде
859,einst::ADV,gynt,бір кезде
860,damals::ADV,ar y pryd,анада
861,damals::ADV,bryd hynny,анада
862,danach::ADV,wedyn,онан соң
863,danach::ADV,wedyn,сонан соң
864,vorher::ADV,o'r blaen,бұрын
865,zuerst::ADV,yn gyntaf,әуелі
866,zuerst::ADV,yn gyntaf,алдымен
867,einmal::ADV,unwaith,бір жолы
868,manchmal::ADV,weithiau,кейде
869,manchmal::ADV,ar brydiau,кейде
870,oft::ADV,yn aml,ылғи
871,oft::ADV,yn fynych,ылғи
872,immer::ADV,bob amser,өнебойы
873,niemals::ADV,ni ... byth,ешуақытта
874,niemals::ADV,ni ... erioed,ешуақытта
875,hier::ADV,yma,бұнда
876,hier::ADV,yma,осында
877,hierhin::ADV,hyd yma,бермен
878,von hier::ADV,oddi yma,бер жақтан
879,dort::ADV,acw,анда
880,dorthin::ADV,tuag yno,әрі
881,geradeaus::ADV,syth ymlaen,тура
882,vorwärts::ADV,ymlaen,ілгері
883,rückwärts::ADV,yn ôl,артқа
884,zurück::ADV,yn ôl,кейін қарай
885,unten::ADV,isod,төменде
886,unten::ADV,oddi tanodd,төменде
887,hinab::ADV,i lawr,астына
888,hinab::ADV,i lawr,төмен
889,hinab::ADV,i waered,астына
890,hinab::ADV,i waered,төмен
891,oben::ADV,fry,жоғарыда
892,hinauf::ADV,i fyny,өрге
893,hinauf::ADV,i'r lan,өрге
894,überall::ADV,ym mhobman,әрқайда
895,nicht::ADV,ni,емес
896,nicht::ADV,nid,емес
897,ein wenig::ADV,tipyn,азырақ
898,ein wenig::ADV,tipyn,аздаған
899,ein wenig::ADV,tipyn,азғантай
900,ein wenig::ADV,ychydig,азырақ
901,ein wenig::ADV,ychydig,аздаған
902,ein wenig::ADV,ychydig,азғантай
903,kaum::ADV,prin,зорға
904,sehr::ADV,iawn,орасан
905,so::ADV,fel,бұлай
906,so::ADV,fel,былайша
907,so::ADV,felly,бұлай
908,so::ADV,felly,былайша
909,noch::ADV,eto,әлі
910,nur::ADV,yn unig,ғана
911,schon::ADV,eisoes,түге
912,schon::ADV,yn barod,түге
913,wieder::ADV,drachefn,жаңа
914,wieder::ADV,drachefn,қайта
915,wieder::ADV,drachefn,жаңадан
916,vergebens::ADV,yn ofer,бекер
917,vor::PRP,o flaen,алды
918,hinter::PRP,ar ôl,артынан
919,unter::PRP,islaw,түп
920,unter::PRP,islaw,маңында
921,durch::PRP,trwy,арқылы
922,neben::PRP,ar bwys,іргеде
923,neben::PRP,ar bwys,жанында
924,zwischen::PRP,rhwng,арада
925,zwischen::PRP,cydrhwng,арада
926,wegen::PRP,o achos,үшін
927,wegen::PRP,oherwydd,үшін
928,dies::PRN,hyn,бұ
929,dies::PRN,hyn,осы
930,das::PRN,hynny,сол
931,alles::PRN,popeth,дүйім
932,alles::PRN,popeth,күллі
933,ich::PRN,fi,мен
934,du::PRN,ti,сен
935,er::PRN,fe,ол
936,wir::PRN,ni,біз
937,ihr::PRN,chi,сіз
938,sie::PRN,hwy,олар
939,was::FPRN,pa beth,не
940,wer::FPRN,pwy,кім
941,wo::FADV,ble,кәні
942,wo::FADV,ble,қайда
943,wo::FADV,ym mha le,кәні
944,wo::FADV,ym mha le,қайда
945,wohin::FADV,i ble,қайда
946,wohin::FADV,i ba le,қайда
947,wie::FADV,sut,калай
948,warum::FADV,pam,неғып
949,wieviel::FNUM,faint,неше
950,wieviel::FNUM,faint,қанша
951,eins::NUM,un,бір
952,zwei::NUM,dau,екі
953,drei::NUM,tri,үш
954,vier::NUM,pedwar,төрт
955,fünf::NUM,pump,бес
956,sechs::NUM,chwech,алты
957,sieben::NUM,saith,жеті
958,acht::NUM,wyth,сегіз
959,neun::NUM,naw,тоғыз
960,zehn::NUM,deg,он
961,elf::NUM,un ar ddeg,он бір
962,zwölf::NUM,deuddeg,он екі
963,zwölf::NUM,un deg dau,он екі
964,zwanzig::NUM,ugain,жиырма
965,dreißig::NUM,tri deg,отыз
966,dreißig::NUM,deg ar hugain,отыз
967,vierzig::NUM,deugain,қырық
968,fünfzig::NUM,hanner cant,елу
969,sechzig::NUM,chwe deg,алпыс
970,siebzig::NUM,saith deg,жетпіс
971,siebzig::NUM,deg a thrigain,жетпіс
972,achtzig::NUM,wyth deg,сексен
973,achtzig::NUM,pedar ugain,сексен
974,neunzig::NUM,naw deg,тоқсан
975,neunzig::NUM,deg a phedwar ugain,тоқсан
976,hundert::NUM,cant,жүз
977,tausend::NUM,mil,мың
978,und::CNJ,a,та
979,oder::CNJ,neu,әлде
980,oder::CNJ,neu,немесе
981,stehen::V,sefyll,тұру
982,sitzen::V,eistedd,отыру
983,liegen::V,gorwedd,жату
984,hängen::V,hongian,ілу
985,werden::V,dod yn,болу
986,werden::V,dod yn,түрегелу
987,werden::V,mynd yn,болу
988,werden::V,mynd yn,түрегелу
989,passieren::V,digwydd,болу
990,beginnen::V,cychwyn,басталу
991,enden::V,gorffen,ада болу
992,wechseln::V,newid,құбылу
993,wechseln::V,newid,өзгеру
994,aufgehen[Sonne]::V,codi,шығу
995,untergehen[Sonne]::V,machlud,батыру
996,scheinen[Sonne]::V,tywynnu,жылтырау
997,donnern::V,taranu,күркіреу
998,wehen::V,chwythu,огып тур
999,strömen::V,ffrydio,сорғалау
1000,fließen::V,llifo,ағу
1001,sich drehen::V,troi,айналу
1002,sich drehen::V,cylchdroi,айналу
1003,schwanken::V,siglo,толықсу
1004,schwingen::V,siglo,тербелу
1005,fallen::V,cwympo,құлау
1006,fallen::V,cwympo,жығылу
1007,fallen::V,cwympo,төмендеу
1008,brennen::V,llosgi,жану
1009,rauchen::V,mygu,түтету
1010,regnen::V,glawio,жауу
1011,gefrieren::V,rhewi,мұздай қату
1012,gefrieren::V,rhewi,мұз боп қату
1013,tauen::V,toddi,жібу
1014,tauen::V,meirioli,жібу
1015,schmelzen::V,toddi,еру
1016,trocknen::V,sychu,курау
1017,sieden::V,berwi,қайнау
1018,faulen::V,pydru,иістену
1019,faulen::V,braenu,иістену
1020,verfaulen::V,pydru,шіру
1021,verfaulen::V,dadfeilio,шіру
1022,reißen::V,clecian,жыртылу
1023,reißen::V,torri'n glats,жыртылу
1024,versinken::V,suddo,малтығу
1025,vergehen::V,myned heibio,өту
1026,vergehen::V,pasio,өту
1027,erscheinen::V,ymddangos,көріну
1028,erscheinen::V,ymddangos,көрініп қалу
1029,verschwinden::V,diflannu,ғайып_болу
1030,sinken::V,syrthio,ылдилау
1031,sinken::V,syrthio,төмендеу
1032,abnehmen::V,lleihau,кемітілу
1033,zunehmen::V,cynyddu,көбею
1034,steigen::V,codi,қобу
1035,steigen::V,codi,көтерілу
1036,steigen::V,codi,жоғарылау
1037,wachsen::V,tyfu,өсу
1038,glänzen::V,disgleirio,жалтырау
1039,funkeln::V,pefrio,жарқырау
1040,funkeln::V,pefrio,нұрлану
1041,funkeln::V,pefrio,жылтылдау
1042,lärmen::V,cadw sŵn,шулау
1043,lärmen::V,cadw sŵn,шуылдау
1044,lärmen::V,gwneud twrw,шулау
1045,lärmen::V,gwneud twrw,шуылдау
1046,läuten::V,canu,қоңыраулату
1047,klingeln::V,canu,дыңғырлау
1048,klingeln::V,seinio,дыңғырлау
1049,klirren::V,tincian,дыңылдату
1050,brausen::V,rhuo,тасу
1051,rauschen::V,siffrwd,сусылдау
1052,rauschen::V,siffrwd,сыбдырлау
1053,rauschen::V,chwithrwd,сусылдау
1054,rauschen::V,chwithrwd,сыбдырлау
1055,klingen::V,seinio,дыбыс шығару
1056,bellen::V,cyfarth,үру
1057,heulen::V,udo,ұлу
1058,heulen::V,oernadu,ұлу
1059,blasen::V,chwythu,үру
1060,pfeifen::V,chwibanu,ысқыру
1061,schreien::V,gweiddi,шыңғыру
1062,schreien::V,gweiddi,айғайлау
1063,schreien::V,gweiddi,байбайлау
1064,schreien::V,gweiddi,бажалақтау
1065,schreien::V,bloeddio,шыңғыру
1066,schreien::V,bloeddio,айғайлау
1067,schreien::V,bloeddio,байбайлау
1068,schreien::V,bloeddio,бажалақтау
1069,stöhnen::V,griddfan,ыңырсу
1070,stöhnen::V,griddfan,ыңкылдау
1071,zittern::V,crynu,қалш
1072,zittern::V,crynu,қалшылдату
1073,leben::V,byw,жасау
1074,leben::V,byw,күнелту
1075,leben::V,byw,күн көру
1076,leben::V,byw,тіршілік ету
1077,geboren werden::V,cael eich geni,туу
1078,atmen::V,anadlu,дем алу
1079,atmen::V,anadlu,ауа жұту
1080,trinken::V,yfed,ішу
1081,trinken::V,yfed,ұрттау
1082,essen::V,bwyta,жеу
1083,essen::V,bwyta,тамақтану
1084,schlucken::V,llyncu,жұту
1085,müde werden::V,blino,болдыру
1086,einschlafen::V,mynd i gysgu,үйыктап калу
1087,einschlafen::V,syrthio i gysgu,үйыктап калу
1088,schlafen::V,huno,ұйықтау
1089,schlafen::V,cysgu,ұйықтау
1090,aufwachen::V,dihuno,ояну
1091,aufstehen::V,codi,ояну
1092,sich erholen::V,ymlacio,тынығу
1093,sich erholen::V,dadflino,тынығу
1094,krank werden::V,mynd yn sâl,кеселдену
1095,krank werden::V,mynd yn sâl,сырқаттану
1096,krank werden::V,mynd yn sâl,ауырып қалу
1097,krank werden::V,mynd yn sâl,ауыра бастау
1098,krank werden::V,mynd yn sâl,кеселге ұшырау
1099,krank werden::V,mynd yn sâl,сырқаттанып қалу
1100,krank werden::V,mynd yn wael,кеселдену
1101,krank werden::V,mynd yn wael,сырқаттану
1102,krank werden::V,mynd yn wael,ауырып қалу
1103,krank werden::V,mynd yn wael,ауыра бастау
1104,krank werden::V,mynd yn wael,кеселге ұшырау
1105,krank werden::V,mynd yn wael,сырқаттанып қалу
1106,krank sein::V,gwaelu,ауыру
1107,krank sein::V,gwaelu,сырқаттану
1108,schmerzen::V,brifo,ауырады
1109,husten::V,pesychu,жөтелу
1110,genesen::V,gwella,айығу
1111,genesen::V,cael yn ôl,айығу
1112,sterben::V,marw,өлу
1113,sterben::V,marw,қайтыс
1114,sterben::V,marw,жантапсыру
1115,umkommen::V,trengi,өлу
1116,umkommen::V,trengi,қаза табу
1117,sich bewegen::V,symud,жылжу
1118,sich rühren::V,syflyd,қыбырлау
1119,sich erheben::V,codi,тұру
1120,sich setzen::V,eistedd,отыру
1121,hinfallen::V,cwympo,жығылу
1122,laufen::V,cerdded,жояу жүру
1123,schreiten::V,camu,кадамдау
1124,spazierengehen::V,mynd am dro,қыдыру
1125,eilen::V,rhuthro,асығу
1126,eilen::V,rhuthro,жеделдену
1127,eilen::V,rhuthro,жедепдеу
1128,sich beeilen::V,brysio,асығу
1129,sich beeilen::V,brysio,жеделдену
1130,sausen::V,rhuthro,заулау
1131,rennen::V,rhedeg,жүгіру
1132,springen::V,llamu,секіру
1133,springen::V,neidio,секіру
1134,klettern::V,dringo,өрмелеп шығу
1135,schaukeln::V,siglo,тербелу
1136,kriechen::V,cropian,еңбектеу
1137,schwimmen::V,nofio,жүзу
1138,schwimmen::V,nofio,малту
1139,schwimmen::V,nofio,қалықтау
1140,tauchen::V,plymio,сүңгу
1141,tauchen::V,ymsuddo,сүңгу
1142,rudern::V,rhwyfo,есу
1143,fahren::V,gyrru,бару
1144,fahren::V,dreifio,бару
1145,fliegen::V,hedfan,ұшу
1146,gehen::V,mynd,бару
1147,weggehen::V,mynd,кету
1148,weggehen::V,ymadael,кету
1149,abfahren::V,ymadael,жөнелу
1150,anhalten::V,stopio,тоқтау
1151,hineingehen::V,mynd i mewn,кіру
1152,eintreten::V,mynd i,ену
1153,kommen::V,dod,жету
1154,ankommen::V,cyrraedd,келу
1155,zurückkommen::V,dychwelyd,қайту
1156,bleiben::V,aros,қалу
1157,bleiben::V,sefyll,қалу
1158,warten::V,aros,тосу
1159,warten::V,disgwyl,тосу
1160,erwarten::V,disgwyl,күту
1161,suchen::V,chwilio am,іздеу
1162,finden::V,darganfod,табу
1163,versuchen::V,profi,талпыну
1164,versuchen::V,ceisio,талпыну
1165,vorbereiten::V,paratoi,әзірлеу
1166,lieben::V,caru,сүю
1167,mögen::V,hoffi,жарату
1168,mögen::V,hoffi,жақсы_көру
1169,lachen::V,chwerthin,күлу
1170,lachen::V,chwerthin,күлісу
1171,rühren::V,cynhyrfu,көңілін бұзу
1172,weinen::V,wylo,жылау
1173,weinen::V,llefain,жылау
1174,schimpfen::V,grwgnach,ақырып-бақыру
1175,sich ärgern::V,gofidio,ашулану
1176,sich fürchten::V,ofni,сескену
1177,fürchten::V,arswydo,қауіптену
1178,fürchten::V,arswydo,сақсыну
1179,fliehen::V,ffoi,қашу
1180,fliehen::V,ffoi,қашып кету
1181,flüchten::V,dianc,қашу
1182,flüchten::V,dianc,қашып кету
1183,sehen::V,gweld,көру
1184,anschauen::V,syllu,назар салу
1185,anschauen::V,edrych,назар салу
1186,ansehen::V,gwylio,тамашалау
1187,hören::V,clywed,есту
1188,zuhören::V,gwrando,тыңдау
1189,zuhören::V,gwrando,құлақ қою
1190,probieren::V,profi,тату
1191,probieren::V,profi,дәм тату
1192,riechen::V,arogli,иіскеу
1193,fühlen::V,teimlo,сезу
1194,fühlen::V,teimlo,сезіну
1195,fühlen::V,clywed,сезу
1196,fühlen::V,clywed,сезіну
1197,scheinen::V,ymddangos,болып көріну
1198,zu sehen sein::V,dod i'r golwg,көріну
1199,vernehmen::V,clywed sôn am,есту
1200,vernehmen::V,clywed sôn am,есітіп қалу
1201,frieren::V,bod yn oer,тоңу
1202,frieren::V,bod yn oer,жаурау
1203,tun::V,gwneud,ету
1204,tun::V,gwneud,істеу
1205,können::V,gallu,білу
1206,wollen::V,bod mewn angen,қалау
1207,anfangen::V,dechrau,бастау
1208,beenden::V,darfod,бітіру
1209,beenden::V,darfod,адақтау
1210,beenden::V,darfod,тамамдау
1211,beenden::V,darfod,аяқтап шығу
1212,beenden::V,gorffen,бітіру
1213,beenden::V,gorffen,адақтау
1214,beenden::V,gorffen,тамамдау
1215,beenden::V,gorffen,аяқтап шығу
1216,aufhören::V,peidio,доғару
1217,gelingen::V,llwyddo,жолы түсу
1218,geraten::V,diweddu,калу
1219,öffnen::V,agor,ашу
1220,öffnen::V,agor,ашып қою
1221,schließen::V,cau,жабу
1222,stellen::V,gosod,қою
1223,stellen::V,gosod,қойдыру
1224,setzen::V,gosod,отырғызу
1225,legen::V,gosod,салу
1226,legen::V,gosod,калау
1227,berühren::V,cyffwrdd,тию
1228,verbinden::V,cysylltu,байлап алу
1229,verbinden::V,cysylltu,сабақтастыру
1230,bedecken::V,gorchuddio,бүркеу
1231,aufhängen::V,crogi,ілу
1232,aufhängen::V,crogi,асып қою
1233,aufhängen::V,hongian,ілу
1234,aufhängen::V,hongian,асып қою
1235,anzünden::V,cynnau,тұтату
1236,aufheben::V,codi,көтеру
1237,zurücklassen::V,gadael,қалдыру
1238,verlieren::V,colli,жоғалту
1239,fallen lassen::V,gollwng,құлатып алу
1240,fallen lassen::V,gollwng,қолдан түсіріп алу
1241,machen::V,gwneud,ету
1242,machen::V,gwneud,жасау
1243,machen::V,gwneud,жасап шығару
1244,herstellen::V,cynhyrchu,жасап шығару
1245,bauen::V,adeiladu,тұрғызу
1246,reparieren::V,trwsio,оңдау
1247,reparieren::V,atgyweirio,оңдау
1248,verbessern::V,diwygio,дұрыстау
1249,ändern::V,altro,өзгерту
1250,graben::V,palu,үңгу
1251,graben::V,cloddio,үңгу
1252,beugen::V,plygu,буғу
1253,biegen::V,plygu,ию
1254,biegen::V,plygu,майыстыру
1255,drehen::V,troelli,айналдыру
1256,wenden::V,troi,екінші жағын айналдыру
1257,umdrehen::V,troi,бұру
1258,heben::V,codi,көтеру
1259,hochheben::V,dyrchafu,жоғарылату
1260,hochheben::V,dyrchafu,көтеру
1261,ergreifen::V,gafael,бас_салу
1262,ergreifen::V,gafael,шап_беріп_ұстап_алу
1263,ergreifen::V,gafael,шап_беру
1264,ergreifen::V,gafael,шап_ете_түсу
1265,halten::V,dal,тұту
1266,halten::V,dal,ұстау
1267,drücken::V,pwyso,басу
1268,drücken::V,gwasgu,басу
1269,schieben::V,gwthio,итеру
1270,kratzen::V,crafu,қыру
1271,lecken::V,llyfu,жалау
1272,beißen::V,cnoi,қабу
1273,beißen::V,cnoi,тістеу
1274,beißen::V,cnoi,қауып алу
1275,beißen::V,brathu,қабу
1276,beißen::V,brathu,тістеу
1277,beißen::V,brathu,қауып алу
1278,abreißen::V,tynnu ymaith,үзу
1279,abschneiden::V,torri,қырқу
1280,binden::V,clymu,байланыстыру
1281,binden::V,clymu,байлап_алу
1282,binden::V,clymu,байластыру
1283,binden::V,clymu,байлау
1284,binden::V,clymu,буу
1285,binden::V,clymu,матау
1286,binden::V,clymu,сабақтастыру
1287,binden::V,clymu,ұштастыру
1288,stecken::V,plannu,сұғу
1289,brechen::V,torri,сындыру
1290,klopfen::V,taro,қағу
1291,hauen::V,taro,соғу
1292,kleben::V,gludio,желімдеу
1293,reiben::V,rhwbio,үйкеу
1294,streichen::V,taenu,сүйкеу
1295,schleifen::V,hogi,егеу
1296,schleifen::V,hogi,қайрау
1297,schleifen::V,hogi,егеулеу
1298,schneiden::V,torri,кесу
1299,rütteln::V,ysgytio,қозғау
1300,rütteln::V,ysgytio,жұлмалау
1301,schütteln::V,siglo,дірілдету
1302,schütteln::V,siglo,селкілдету
1303,schütteln::V,ysgwyd,дірілдету
1304,schütteln::V,ysgwyd,селкілдету
1305,schwenken::V,siglo,бұлғау
1306,schwenken::V,siglo,сермеу
1307,schütten::V,tywallt,құю
1308,füllen::V,llenwi,толтыру
1309,einwickeln::V,lapio,орау
1310,tragen::V,cludo,алып жүру
1311,schleppen::V,llusgo,тарту
1312,ziehen::V,tynnu,тарту
1313,aufbewahren::V,cadw,сақтау
1314,werfen::V,taflu,лақтыру
1315,fangen::V,dal,қармау
1316,fangen::V,dal,қағып алу
1317,packen::V,cipio,шап беру
1318,packen::V,cipio,шап ете түсу
1319,packen::V,cipio,шап беріп ұстап алу
1320,packen::V,crafangu,шап беру
1321,packen::V,crafangu,шап ете түсу
1322,packen::V,crafangu,шап беріп ұстап алу
1323,verstecken::V,celu,тығу
1324,verstecken::V,celu,жасыру
1325,verstecken::V,cuddio,тығу
1326,verstecken::V,cuddio,жасыру
1327,teilen::V,rhannu,бөлу
1328,schicken::V,anfon,жіберу
1329,bringen::V,dod â,әкелу
1330,bringen::V,dod â,алып келу
1331,hinzufügen::V,chwanegu,қосу
1332,hinzufügen::V,chwanegu,үстеу
1333,bekommen::V,cael,алу
1334,erhalten::V,derbyn,алмақ
1335,nehmen::V,cymryd,алу
1336,nehmen::V,cymryd,алмақ
1337,wählen::V,dewis,таңдау
1338,auswählen::V,dethol,екшеу
1339,auswählen::V,dethol,саралау
1340,auswählen::V,dethol,сұрыптау
1341,auswählen::V,dethol,сайлап алу
1342,bewahren::V,cadw,сақтау
1343,behindern::V,atal,оралғы болу
1344,behindern::V,rhwystro,оралғы болу
1345,verderben::V,difetha,бүлдіру
1346,beschädigen::V,niweidio,бұзу
1347,zerbrechen::V,torri,уату
1348,zerreißen::V,rhwygo,жырту
1349,zerstören::V,dinistrio,қирату
1350,zerstören::V,dinistrio,талқандау
1351,verbrennen::V,llosgi,өртеу
1352,verbrennen::V,llosgi,жандыру
1353,verbrennen::V,llosgi,өртеп жіберу
1354,verbrennen::V,llosgi,жандырып жіберу
1355,geben::V,rhoi,беру
1356,reichen::V,estyn,беру
1357,schenken::V,rhoddi,тарту
1358,versprechen::V,addo,уәде беру
1359,wünschen::V,dymuno,тілеу
1360,loben::V,canmol,мақтау
1361,loben::V,canmol,дәріптеу
1362,küssen::V,cusanu,сүю
1363,wiegen::V,siglo,тербеу
1364,zudecken::V,gorchuddio,бүркеу
1365,wecken::V,deffro,ояту
1366,zeigen::V,dangos,көрсету
1367,führen::V,arwain,ерту
1368,führen::V,arwain,жетектеу
1369,lehren::V,dysgu,оқыту
1370,unterrichten::V,hyfforddi,оқыту
1371,aufziehen::V,dod i fyny,бағу
1372,leiten::V,arwain,басқару
1373,leiten::V,arwain,жетекшілік ету
1374,antreiben::V,annog,асықтыру
1375,lassen::V,gadael,-ткізу
1376,lassen::V,gadael,мәжбүр ету
1377,einladen::V,gwahodd,шақыру
1378,vereinigen::V,uno,біріктіру
1379,vereinigen::V,uno,біріктіріп қою
1380,vereinigen::V,cyfuno,біріктіру
1381,vereinigen::V,cyfuno,біріктіріп қою
1382,besuchen::V,ymweld â,кіріп шығу
1383,besuchen::V,ymweld â,барып шығу
1384,treffen::V,cwrdd,кездесу
1385,treffen::V,cyfarfod,кездесу
1386,sich versammeln::V,casglu,топталу
1387,sich versammeln::V,cynnull,топталу
1388,spielen::V,chwarae,ойнау
1389,singen::V,canu,сайрау
1390,tanzen::V,dawnsio,билеу
1391,sich trennen::V,ymwahanu,айрылысу
1392,verlassen::V,gadael,тастау
1393,retten::V,achub,құтқару
1394,bewachen::V,gwarchod,күзету
1395,schützen::V,noddi,жақтау
1396,schützen::V,noddi,жақтасу
1397,verteidigen::V,amddiffyn,қорғау
1398,sich schlagen::V,ffraeo,алысу
1399,sich schlagen::V,terfysgu,алысу
1400,schießen::V,saethu,ату
1401,siegen::V,ennill,жеңу
1402,ärgern::V,cythruddo,ашуландыру
1403,schlagen::V,curo,ұру
1404,treten::V,cicio,тебу
1405,stechen::V,pigo,шаншу
1406,stoßen::V,gwthio,түрту
1407,stehlen::V,dwyn,ұрлау
1408,stehlen::V,lladrata,ұрлау
1409,stören::V,aflonyddu,кесірлен
1410,belästigen::V,trafferthu,мазасын алу
1411,verbergen::V,cuddio,сездірмеу
1412,täuschen::V,twyllo,жалған айту
1413,betrügen::V,hocedu,алдау
1414,betrügen::V,hocedu,алдап кету
1415,betrügen::V,hocedu,ақымақ қылу
1416,töten::V,lladd,құрту
1417,töten::V,lladd,өлтіру
1418,wohnen::V,byw,мекендеу
1419,wohnen::V,byw,өмір сүру
1420,arbeiten::V,gweithio,істеу
1421,arbeiten::V,gweithio,еңбектену
1422,sammeln::V,casglu,жыю
1423,pflücken::V,casglu,жұлу
1424,jagen::V,hela,аулау
1425,fischen::V,pysgota,балык_аулау
1426,fassen::V,dal,ұстау
1427,hüten::V,bugeilio,жаю
1428,hüten::V,bugeilio,бағу
1429,treiben::V,gyrru,айдау
1430,anbinden::V,clymu,байлау
1431,füttern::V,porthi,ас ішкізу
1432,füttern::V,porthi,азықтандыру
1433,füttern::V,porthi,қоректендіру
1434,melken::V,godro,сауу
1435,hacken::V,torri,турау
1436,gießen::V,dyfrhau,суару
1437,reifen::V,aeddfedu,жетілу
1438,zubereiten::V,coginio,даяр ету
1439,kochen::V,berwi,асу
1440,backen::V,pobi,пісіру
1441,backen::V,crasu,пісіру
1442,braten::V,ffrio,қуыру
1443,umrühren::V,cyffroi,былғалау
1444,umrühren::V,cyffroi,сапырылыстыру
1445,stricken::V,gwau,торлау
1446,stricken::V,gwau,тоқу
1447,nähen::V,gwnïo,тігу
1448,färben::V,lliwio,бояу
1449,färben::V,lliwio,сырлау
1450,reinigen::V,glanhau,аршу
1451,reinigen::V,glanhau,тазалау
1452,waschen::V,golchi,жуу
1453,abwischen::V,sychu,сүрту
1454,spülen::V,streulio,шаю
1455,fegen::V,ysgubo,сыпыру
1456,kehren::V,ysgubo,сыпыру
1457,baden::V,cael bath,шомылу
1458,sich waschen::V,ymolchi,жуыну
1459,ausziehen::V,tynnu,шешу
1460,anziehen::V,gwisgo,кигізу
1461,sich anziehen::V,ymwisgo,киіну
1462,kämmen::V,cribo,тарау
1463,schmücken::V,harddu,әсемдеу
1464,schmücken::V,harddu,мәнерлеу
1465,schmücken::V,harddu,көріктендіру
1466,schmücken::V,addurno,әсемдеу
1467,schmücken::V,addurno,мәнерлеу
1468,schmücken::V,addurno,көріктендіру
1469,sagen::V,dweud,деу
1470,sagen::V,dweud,айту
1471,sprechen::V,llefaru,деу
1472,sprechen::V,llefaru,айту
1473,reden::V,siarad,сөйлеу
1474,reden::V,siarad,сөйлесу
1475,reden::V,siarad,тіл қатысу
1476,sich unterhalten::V,sgwrsio,сұхбаттасу
1477,fragen::V,gofyn,сұрау
1478,bitten::V,gofyn am,өтіну
1479,bitten::V,gofyn am,жалыну
1480,erzählen::V,dweud,айту
1481,mitteilen::V,cyfleu,білдіру
1482,nennen::V,enwi,атау
1483,rufen::V,galw,шақыру
1484,prahlen::V,brolio,бөсу
1485,prahlen::V,ymffrostio,бөсу
1486,übersetzen::V,cyfieithu,аудару
1487,denken::V,meddwl,ойлау
1488,glauben::V,credu,нану
1489,glauben::V,credu,илану
1490,glauben::V,coelio,нану
1491,glauben::V,coelio,илану
1492,bemerken::V,sylwi,аңғару
1493,erkennen::V,adnabod,тану
1494,begreifen::V,amgyffred,ұғу
1495,begreifen::V,amgyffred,аңғарып алу
1496,verstehen::V,deall,пайым
1497,verstehen::V,deall,түсіну
1498,lernen::V,dysgu,оқу
1499,wissen::V,gwybod,хабардар болу
1500,sich erinnern an::V,cofio,еске түсіру
1501,vergessen::V,anghofio,ұмыту
1502,messen::V,mesur,өлшеу
1503,zählen::V,cyfrif,санау
1504,rechnen::V,cyfrifo,санап шығару
1505,rechnen::V,cyfrifo,санап шығу
1506,rechnen::V,cyfrifo,санау
