,Concept_ID,kk,lez
778,jung::A,науша,жегьил
779,arm::A,кедей,кесиб
780,arm::A,дәулетсіз,кесиб
781,reich::A,малды,девлетлу
782,bekannt::A,таныс,чидай
783,bekannt::A,көзтаныс,чидай
784,berühmt::A,атақты,машгьур
785,fremd::A,бөтен,ччара
786,verschieden::A,түрлі,жуьреба-жуьре
787,nah::A,жуық,мукьвал
788,nah::A,етене,мукьвал
789,fern::A,алыс,яргъал
790,fern::A,алыстағы,яргъал
791,linker::A,сол,чапла
792,linker::A,солшыл,чапла
793,rechter::A,оң,эрчӏи
794,anderer::A,өзге,маса
795,anderer::A,өзге,муькуь
796,anderer::A,былайғы,маса
797,anderer::A,былайғы,муькуь
798,erster::A,алғашқы,сад лагьай
799,zweiter::A,екінші,кьвед лагьай
800,dritter::A,үшінші,пуд лагьай
801,letzter::A,артқы,эхиримжи
802,letzter::A,кейінгі,эхиримжи
803,allein::ADV,серіксіз,кьилди
804,auf einmal::ADV,бірден,
805,zusammen::ADV,бірлесіп,санал
806,lange::ADV,ұзақ,яргъалди
807,plötzlich::ADV,кенет,садлагьана
808,sofort::ADV,әне-міне дегенше,гьасятда
809,später::ADV,артынан,гуьгъуьнлай
810,jetzt::ADV,енді,гила
811,jetzt::ADV,қазір,гила
812,heute::ADV,бүгін,къе
813,morgen::ADV,ертең,пака
814,bald::ADV,тез,мукьва
815,bald::ADV,тез,мукьвара
816,dann::ADV,онан соң,ахпа
817,dann::ADV,сонан соң,ахпа
818,gestern::ADV,кеше,накь
819,einst::ADV,бірде,садра
820,einst::ADV,бір кезде,садра
821,damals::ADV,анада,а чӏавуз
822,danach::ADV,онан соң,ахпа
823,danach::ADV,сонан соң,ахпа
824,vorher::ADV,бұрын,вилик
825,zuerst::ADV,әуелі,сифте
826,zuerst::ADV,алдымен,сифте
827,einmal::ADV,бір жолы,садра
828,manchmal::ADV,кейде,гагь-гагь
829,oft::ADV,ылғи,гзаф вахтара
830,immer::ADV,өнебойы,гьамиша
831,niemals::ADV,ешуақытта,са чӏавузни
832,niemals::ADV,ешуақытта,са вахтундани
833,hier::ADV,бұнда,ина
834,hier::ADV,осында,ина
835,hierhin::ADV,бермен,иниз
836,von hier::ADV,бер жақтан,инай
837,dort::ADV,анда,ана
838,dorthin::ADV,әрі,аниз
839,geradeaus::ADV,тура,дуьз
840,vorwärts::ADV,ілгері,вилик
841,vorwärts::ADV,ілгері,виликди
842,rückwärts::ADV,артқа,кьулухъ
843,zurück::ADV,кейін қарай,
844,unten::ADV,төменде,агъада
845,hinab::ADV,астына,агъуз
846,hinab::ADV,төмен,агъуз
847,oben::ADV,жоғарыда,винел
848,hinauf::ADV,өрге,виниз
849,überall::ADV,әрқайда,вирина
850,nicht::ADV,емес,ваъ
851,ein wenig::ADV,азырақ,са тӏимил
852,ein wenig::ADV,аздаған,са тӏимил
853,ein wenig::ADV,азғантай,са тӏимил
854,kaum::ADV,зорға,жизви
855,sehr::ADV,орасан,лап
856,so::ADV,бұлай,икӏ
857,so::ADV,былайша,икӏ
858,noch::ADV,әлі,гьеле
859,nur::ADV,ғана,анжах
860,schon::ADV,түге,хъувуна
861,schon::ADV,түге,мадни дардиз
862,schon::ADV,түге,мадни гуьтӏуьз
863,schon::ADV,түге,мадни гуьтӏуь я
864,wieder::ADV,жаңа,
865,wieder::ADV,қайта,
866,wieder::ADV,жаңадан,
867,vergebens::ADV,бекер,нагьакь
868,vergebens::ADV,бекер,нагьакьа
869,vor::PRP,алды,вилик
870,hinter::PRP,артынан,кьулухъ
871,unter::PRP,түп,кӏаник
872,unter::PRP,маңында,кӏаник
873,durch::PRP,арқылы,арадай
874,durch::PRP,арқылы,-кай хкатна
875,neben::PRP,іргеде,патав
876,neben::PRP,іргеде,мукьув
877,neben::PRP,жанында,патав
878,neben::PRP,жанында,мукьув
879,zwischen::PRP,арада,ара
880,zwischen::PRP,арада,арада
881,wegen::PRP,үшін,гъиляй
882,dies::PRN,бұ,и
883,dies::PRN,бұ,им
884,dies::PRN,осы,и
885,dies::PRN,осы,им
886,das::PRN,сол,а
887,das::PRN,сол,ам
888,alles::PRN,дүйім,вири
889,alles::PRN,дүйім,михьиз
890,alles::PRN,күллі,вири
891,alles::PRN,күллі,михьиз
892,ich::PRN,мен,за
893,ich::PRN,мен,зун
894,du::PRN,сен,вун
895,er::PRN,ол,ам
896,er::PRN,ол,гьа
897,wir::PRN,біз,чун
898,ihr::PRN,сіз,куьн
899,sie::PRN,олар,абур
900,was::FPRN,не,вуч
901,wer::FPRN,кім,вуж
902,wo::FADV,кәні,гьина
903,wo::FADV,қайда,гьина
904,wohin::FADV,қайда,гьиниз
905,wie::FADV,калай,гьикӏ
906,warum::FADV,неғып,вучиз
907,wieviel::FNUM,неше,шумуд
908,wieviel::FNUM,қанша,шумуд
909,eins::NUM,бір,са
910,zwei::NUM,екі,кьвед
911,drei::NUM,үш,пуд
912,vier::NUM,төрт,кьуд
913,fünf::NUM,бес,вад
914,sechs::NUM,алты,ругуд
915,sieben::NUM,жеті,ирид
916,acht::NUM,сегіз,муьжуьд
917,neun::NUM,тоғыз,кӏуьд
918,zehn::NUM,он,цӏуд
919,elf::NUM,он бір,цӏусад
920,zwölf::NUM,он екі,цӏикьвед
921,zwanzig::NUM,жиырма,къад
922,dreißig::NUM,отыз,къанницӏуд
923,vierzig::NUM,қырық,яхцӏур
924,fünfzig::NUM,елу,яхцӏурни цӏуд
925,sechzig::NUM,алпыс,пудкъад
926,siebzig::NUM,жетпіс,пудкъанни цӏуд
927,achtzig::NUM,сексен,кьудкъад
928,neunzig::NUM,тоқсан,кьудкъанни цӏуд
929,hundert::NUM,жүз,виш
930,tausend::NUM,мың,агъзур
931,und::CNJ,та,ва
932,oder::CNJ,әлде,я
933,oder::CNJ,немесе,я
934,stehen::V,тұру,акъвазун
935,sitzen::V,отыру,ацукьун
936,liegen::V,жату,къаткун
937,hängen::V,ілу,куьрс хьун
938,werden::V,болу,хьун
939,werden::V,түрегелу,хьун
940,passieren::V,болу,хьун
941,beginnen::V,басталу,башламиш хьун
942,enden::V,ада болу,куьтягь хьун
943,wechseln::V,құбылу,дегиш хьун
944,wechseln::V,өзгеру,дегиш хьун
945,aufgehen[Sonne]::V,шығу,экъечӏун
946,untergehen[Sonne]::V,батыру,акӏун
947,scheinen[Sonne]::V,жылтырау,ишигь гун
948,donnern::V,күркіреу,къукърумар авун
949,wehen::V,огып тур,
950,strömen::V,сорғалау,авахьун
951,fließen::V,ағу,авахьун
952,sich drehen::V,айналу,элкъуьн
953,schwanken::V,толықсу,юзун
954,schwingen::V,тербелу,галтад хьун
955,fallen::V,құлау,аватун
956,fallen::V,жығылу,аватун
957,fallen::V,төмендеу,аватун
958,brennen::V,жану,кун
959,brennen::V,жану,ккун
960,rauchen::V,түтету,
961,regnen::V,жауу,къун
962,gefrieren::V,мұздай қату,муркӏади кьун
963,gefrieren::V,мұз боп қату,муркӏади кьун
964,tauen::V,жібу,цӏурун
965,schmelzen::V,еру,цӏурун
966,trocknen::V,курау,кьурун
967,sieden::V,қайнау,ругун
968,faulen::V,иістену,кутӏун
969,verfaulen::V,шіру,чуьруьтмиш хьун
970,verfaulen::V,шіру,кутӏун
971,reißen::V,жыртылу,атӏун
972,reißen::V,жыртылу,къазунун
973,versinken::V,малтығу,батмиш хьун
974,vergehen::V,өту,алатун
975,erscheinen::V,көріну,майдандиз акъатун
976,erscheinen::V,көрініп қалу,майдандиз акъатун
977,verschwinden::V,ғайып_болу,квахьун
978,sinken::V,ылдилау,элекьун
979,sinken::V,төмендеу,элекьун
980,abnehmen::V,кемітілу,тӏимил хьун
981,abnehmen::V,кемітілу,гъвечӏи хьун
982,zunehmen::V,көбею,артух хьун
983,steigen::V,қобу,хкаж хьун
984,steigen::V,көтерілу,хкаж хьун
985,steigen::V,жоғарылау,хкаж хьун
986,wachsen::V,өсу,экъечӏун
987,glänzen::V,жалтырау,цӏарцӏар гун
988,funkeln::V,жарқырау,нур гун
989,funkeln::V,нұрлану,нур гун
990,funkeln::V,жылтылдау,нур гун
991,lärmen::V,шулау,ван авун
992,lärmen::V,шуылдау,ван авун
993,läuten::V,қоңыраулату,зенг ягъун
994,klingeln::V,дыңғырлау,зенг ягъун
995,klirren::V,дыңылдату,зигринг авун
996,brausen::V,тасу,къати хьун
997,rauschen::V,сусылдау,вишриш авун
998,rauschen::V,сыбдырлау,вишриш авун
999,klingen::V,дыбыс шығару,ван авун
1000,bellen::V,үру,элуькьун
1001,heulen::V,ұлу,къув ягъун
1002,blasen::V,үру,уф гун
1003,pfeifen::V,ысқыру,уьфт ягъун
1004,schreien::V,шыңғыру,гьараюн
1005,schreien::V,айғайлау,гьараюн
1006,schreien::V,байбайлау,гьараюн
1007,schreien::V,бажалақтау,гьараюн
1008,stöhnen::V,ыңырсу,суза авун
1009,stöhnen::V,ыңкылдау,суза авун
1010,zittern::V,қалш,зурзун
1011,zittern::V,қалшылдату,зурзун
1012,leben::V,жасау,яшамиш хьун
1013,leben::V,күнелту,яшамиш хьун
1014,leben::V,күн көру,яшамиш хьун
1015,leben::V,тіршілік ету,яшамиш хьун
1016,geboren werden::V,туу,хьун
1017,atmen::V,дем алу,нефес чӏугун
1018,atmen::V,ауа жұту,нефес чӏугун
1019,trinken::V,ішу,хъун
1020,trinken::V,ұрттау,хъун
1021,essen::V,жеу,тӏуьн
1022,essen::V,тамақтану,тӏуьн
1023,schlucken::V,жұту,туькьуьнун
1024,müde werden::V,болдыру,галатун
1025,müde werden::V,болдыру,юргъун хьун
1026,einschlafen::V,үйыктап калу,ксун
1027,schlafen::V,ұйықтау,ксун
1028,aufwachen::V,ояну,ахварай аватун
1029,aufstehen::V,ояну,къарагъун
1030,sich erholen::V,тынығу,ял ягъун
1031,krank werden::V,кеселдену,кефсуз хьун
1032,krank werden::V,сырқаттану,кефсуз хьун
1033,krank werden::V,ауырып қалу,кефсуз хьун
1034,krank werden::V,ауыра бастау,кефсуз хьун
1035,krank werden::V,кеселге ұшырау,кефсуз хьун
1036,krank werden::V,сырқаттанып қалу,кефсуз хьун
1037,krank sein::V,ауыру,тӏа хьун
1038,krank sein::V,сырқаттану,тӏа хьун
1039,schmerzen::V,ауырады,тӏа хьун
1040,husten::V,жөтелу,уьгьуь ягъун
1041,genesen::V,айығу,сагъ хъхьун
1042,sterben::V,өлу,кьин
1043,sterben::V,қайтыс,кьин
1044,sterben::V,жантапсыру,кьин
1045,umkommen::V,өлу,терг хьун
1046,umkommen::V,қаза табу,терг хьун
1047,sich bewegen::V,жылжу,юзун
1048,sich rühren::V,қыбырлау,юзун
1049,sich erheben::V,тұру,къарагъун
1050,sich setzen::V,отыру,ацукьун
1051,hinfallen::V,жығылу,алукьун
1052,laufen::V,жояу жүру,къекъуьн
1053,schreiten::V,кадамдау,ккамар къачун
1054,spazierengehen::V,қыдыру,сейр авун
1055,eilen::V,асығу,тади авун
1056,eilen::V,жеделдену,тади авун
1057,eilen::V,жедепдеу,тади авун
1058,sich beeilen::V,асығу,гьерекатун
1059,sich beeilen::V,жеделдену,гьерекатун
1060,sausen::V,заулау,чкурун
1061,rennen::V,жүгіру,катун
1062,rennen::V,жүгіру,зверун
1063,springen::V,секіру,хкадарун
1064,klettern::V,өрмелеп шығу,акьахун
1065,schaukeln::V,тербелу,
1066,kriechen::V,еңбектеу,капаралди фин
1067,schwimmen::V,жүзу,сирнав авун
1068,schwimmen::V,малту,сирнав авун
1069,schwimmen::V,қалықтау,сирнав авун
1070,tauchen::V,сүңгу,кьилихъди циз вегьин
1071,rudern::V,есу,кьусуйралди лодка гьалун
1072,rudern::V,есу,цуьруьгъуьлдалди кӏватӏун
1073,fahren::V,бару,фин
1074,fliegen::V,ұшу,лув гун
1075,fliegen::V,ұшу,цавай фин
1076,gehen::V,бару,фин
1077,weggehen::V,кету,хъфин
1078,abfahren::V,жөнелу,фин
1079,abfahren::V,жөнелу,рекье гьатун
1080,anhalten::V,тоқтау,акъвазун
1081,hineingehen::V,кіру,гьахьун
1082,eintreten::V,ену,гьахьун
1083,kommen::V,жету,атун
1084,ankommen::V,келу,атун
1085,zurückkommen::V,қайту,хтун
1086,bleiben::V,қалу,амукьун
1087,warten::V,тосу,гуьзлемишун
1088,erwarten::V,күту,вил алаз акъвазун
1089,suchen::V,іздеу,къекъуьн
1090,finden::V,табу,жугъун
1091,versuchen::V,талпыну,алахъун
1092,vorbereiten::V,әзірлеу,гьазурун
1093,lieben::V,сүю,кӏан хьун
1094,mögen::V,жарату,рикӏ ацукьун
1095,mögen::V,жақсы_көру,рикӏ ацукьун
1096,lachen::V,күлу,хъуьруьн
1097,lachen::V,күлісу,хъуьруьн
1098,rühren::V,көңілін бұзу,
1099,weinen::V,жылау,шехьун
1100,schimpfen::V,ақырып-бақыру,сеперар гун
1101,schimpfen::V,ақырып-бақыру,экъуьгъунар авун
1102,sich ärgern::V,ашулану,хъел акатун
1103,sich fürchten::V,сескену,кичӏе хьун
1104,fürchten::V,қауіптену,къурхутмиш хьун
1105,fürchten::V,сақсыну,къурхутмиш хьун
1106,fliehen::V,қашу,катун
1107,fliehen::V,қашып кету,катун
1108,flüchten::V,қашу,катун
1109,flüchten::V,қашып кету,катун
1110,sehen::V,көру,акун
1111,anschauen::V,назар салу,вил вегьин
1112,ansehen::V,тамашалау,килигун
1113,hören::V,есту,ван хьун
1114,zuhören::V,тыңдау,яб гун
1115,zuhören::V,құлақ қою,яб гун
1116,probieren::V,тату,дад акун
1117,probieren::V,дәм тату,дад акун
1118,riechen::V,иіскеу,ни чӏугун
1119,fühlen::V,сезу,гьисс авун
1120,fühlen::V,сезіну,гьисс авун
1121,scheinen::V,болып көріну,
1122,zu sehen sein::V,көріну,
1123,vernehmen::V,есту,
1124,vernehmen::V,есітіп қалу,
1125,frieren::V,тоңу,кьун
1126,frieren::V,тоңу,мекьи хьун
1127,frieren::V,жаурау,кьун
1128,frieren::V,жаурау,мекьи хьун
1129,tun::V,ету,авун
1130,tun::V,істеу,авун
1131,können::V,білу,хьун
1132,können::V,білу,акъакьун
1133,wollen::V,қалау,кӏан хьун
1134,anfangen::V,бастау,башламишун
1135,beenden::V,бітіру,куьтягьун
1136,beenden::V,адақтау,куьтягьун
1137,beenden::V,тамамдау,куьтягьун
1138,beenden::V,аяқтап шығу,куьтягьун
1139,aufhören::V,доғару,акъвазун
1140,gelingen::V,жолы түсу,арадал атун
1141,geraten::V,калу,акъатун
1142,öffnen::V,ашу,ахъаюн
1143,öffnen::V,ашып қою,ахъаюн
1144,schließen::V,жабу,акьалун
1145,stellen::V,қою,эцигун
1146,stellen::V,қойдыру,эцигун
1147,setzen::V,отырғызу,ацукьарун
1148,legen::V,салу,эцигун
1149,legen::V,калау,эцигун
1150,berühren::V,тию,хкӏурун
1151,verbinden::V,байлап алу,гилигун
1152,verbinden::V,сабақтастыру,гилигун
1153,bedecken::V,бүркеу,кӏевун
1154,aufhängen::V,ілу,куьрсарун
1155,aufhängen::V,асып қою,куьрсарун
1156,anzünden::V,тұтату,куькӏуьрун
1157,aufheben::V,көтеру,хкажун
1158,zurücklassen::V,қалдыру,тун
1159,verlieren::V,жоғалту,квадарун
1160,fallen lassen::V,құлатып алу,авадрун
1161,fallen lassen::V,қолдан түсіріп алу,авадрун
1162,machen::V,ету,авун
1163,machen::V,ету,кар авун
1164,machen::V,жасау,авун
1165,machen::V,жасау,кар авун
1166,machen::V,жасап шығару,авун
1167,machen::V,жасап шығару,кар авун
1168,herstellen::V,жасап шығару,расун
1169,bauen::V,тұрғызу,туькӏуьрун
1170,reparieren::V,оңдау,расун
1171,verbessern::V,дұрыстау,хъсанрун
1172,ändern::V,өзгерту,табдил авун
1173,graben::V,үңгу,эгъуьнун
1174,beugen::V,буғу,акӏажарун
1175,beugen::V,буғу,кангур авун
1176,biegen::V,ию,патахъарун
1177,biegen::V,майыстыру,патахъарун
1178,drehen::V,айналдыру,алчударун
1179,wenden::V,екінші жағын айналдыру,
1180,umdrehen::V,бұру,элкъуьрун
1181,heben::V,көтеру,хкажун
1182,hochheben::V,жоғарылату,хкажун
1183,hochheben::V,көтеру,хкажун
1184,ergreifen::V,бас_салу,агалчна кьун
1185,ergreifen::V,шап_беріп_ұстап_алу,агалчна кьун
1186,ergreifen::V,шап_беру,агалчна кьун
1187,ergreifen::V,шап_ете_түсу,агалчна кьун
1188,halten::V,тұту,кьун
1189,halten::V,ұстау,кьун
1190,drücken::V,басу,чуькьуьн
1191,schieben::V,итеру,хуртӏ гун
1192,kratzen::V,қыру,къадгъунун
1193,lecken::V,жалау,мез гун
1194,beißen::V,қабу,кӏасун
1195,beißen::V,тістеу,кӏасун
1196,beißen::V,қауып алу,кӏасун
1197,abreißen::V,үзу,галудун
1198,abschneiden::V,қырқу,атӏун
1199,binden::V,байланыстыру,
1200,binden::V,байлап_алу,
1201,binden::V,байластыру,
1202,binden::V,байлау,
1203,binden::V,буу,
1204,binden::V,матау,
1205,binden::V,сабақтастыру,
1206,binden::V,ұштастыру,
1207,stecken::V,сұғу,сухун
1208,brechen::V,сындыру,хун
1209,brechen::V,сындыру,кукӏварун
1210,klopfen::V,қағу,тахъ-тахъ авун
1211,hauen::V,соғу,ягъун
1212,kleben::V,желімдеу,алкӏурун
1213,kleben::V,желімдеу,кукӏурун
1214,reiben::V,үйкеу,тӏушунун
1215,streichen::V,сүйкеу,алтадун
1216,schleifen::V,егеу,кӏвенкӏв авун
1217,schleifen::V,қайрау,кӏвенкӏв авун
1218,schleifen::V,егеулеу,кӏвенкӏв авун
1219,schneiden::V,кесу,атӏун
1220,rütteln::V,қозғау,къарсурун
1221,rütteln::V,жұлмалау,къарсурун
1222,schütteln::V,дірілдету,къарсурун
1223,schütteln::V,селкілдету,къарсурун
1224,schwenken::V,бұлғау,элягъун
1225,schwenken::V,бұлғау,галтадун
1226,schwenken::V,сермеу,элягъун
1227,schwenken::V,сермеу,галтадун
1228,schütten::V,құю,цун
1229,füllen::V,толтыру,ацӏурун
1230,einwickeln::V,орау,кутун
1231,einwickeln::V,орау,элкъуьрун
1232,tragen::V,алып жүру,тухун
1233,schleppen::V,тарту,галчӏурун
1234,ziehen::V,тарту,ялун
1235,ziehen::V,тарту,чӏугун
1236,aufbewahren::V,сақтау,хуьн
1237,werfen::V,лақтыру,гадрун
1238,fangen::V,қармау,кьун
1239,fangen::V,қағып алу,кьун
1240,packen::V,шап беру,кьун
1241,packen::V,шап ете түсу,кьун
1242,packen::V,шап беріп ұстап алу,кьун
1243,verstecken::V,тығу,кӏевун
1244,verstecken::V,жасыру,кӏевун
1245,teilen::V,бөлу,паюн
1246,schicken::V,жіберу,ракъурун
1247,bringen::V,әкелу,гъун
1248,bringen::V,алып келу,гъун
1249,hinzufügen::V,қосу,алава авун
1250,hinzufügen::V,үстеу,алава авун
1251,bekommen::V,алу,къачун
1252,bekommen::V,алу,жугъурун
1253,erhalten::V,алмақ,къачун
1254,nehmen::V,алу,къачун
1255,nehmen::V,алмақ,къачун
1256,wählen::V,таңдау,хкягъун
1257,auswählen::V,екшеу,хкягъун
1258,auswählen::V,саралау,хкягъун
1259,auswählen::V,сұрыптау,хкягъун
1260,auswählen::V,сайлап алу,хкягъун
1261,bewahren::V,сақтау,хуьн
1262,behindern::V,оралғы болу,манийвал авун
1263,verderben::V,бүлдіру,чӏурун
1264,beschädigen::V,бұзу,нукьсанвал гун
1265,zerbrechen::V,уату,хун
1266,zerreißen::V,жырту,къазунун
1267,zerstören::V,қирату,чӏурун
1268,zerstören::V,қирату,барбатӏун
1269,zerstören::V,талқандау,чӏурун
1270,zerstören::V,талқандау,барбатӏун
1271,verbrennen::V,өртеу,ккун
1272,verbrennen::V,жандыру,ккун
1273,verbrennen::V,өртеп жіберу,ккун
1274,verbrennen::V,жандырып жіберу,ккун
1275,geben::V,беру,гун
1276,reichen::V,беру,вугун
1277,reichen::V,беру,гун
1278,schenken::V,тарту,пишкеш авун
1279,versprechen::V,уәде беру,гаф гун
1280,wünschen::V,тілеу,дуьа авун
1281,loben::V,мақтау,тариф авун
1282,loben::V,дәріптеу,тариф авун
1283,küssen::V,сүю,темен гун
1284,wiegen::V,тербеу,эчӏягъун
1285,zudecken::V,бүркеу,гьалдун
1286,wecken::V,ояту,ахварай авудун
1287,zeigen::V,көрсету,къалурун
1288,führen::V,ерту,тухун
1289,führen::V,жетектеу,тухун
1290,lehren::V,оқыту,кӏелиз тун
1291,unterrichten::V,оқыту,тарс гун
1292,aufziehen::V,бағу,тербия гун
1293,aufziehen::V,бағу,тербияламишун
1294,leiten::V,басқару,идара авун
1295,leiten::V,жетекшілік ету,идара авун
1296,antreiben::V,асықтыру,тади кутун
1297,lassen::V,-ткізу,
1298,lassen::V,мәжбүр ету,
1299,einladen::V,шақыру,теклиф авун
1300,vereinigen::V,біріктіру,сад авун
1301,vereinigen::V,біріктіріп қою,сад авун
1302,besuchen::V,кіріп шығу,кьилив атун
1303,besuchen::V,барып шығу,кьилив атун
1304,treffen::V,кездесу,гьалтун
1305,sich versammeln::V,топталу,алтӏушун
1306,spielen::V,ойнау,къугъун
1307,singen::V,сайрау,лугьун
1308,singen::V,сайрау,мани лугьун
1309,tanzen::V,билеу,кьуьл авун
1310,sich trennen::V,айрылысу,къакъатун
1311,verlassen::V,тастау,гъил къачун
1312,retten::V,құтқару,къутармишун
1313,bewachen::V,күзету,хуьн
1314,schützen::V,жақтау,хуьн
1315,schützen::V,жақтасу,хуьн
1316,verteidigen::V,қорғау,хуьн
1317,sich schlagen::V,алысу,кукӏун
1318,schießen::V,ату,акъатун
1319,siegen::V,жеңу,гъалиб хьун
1320,ärgern::V,ашуландыру,хъел гъун
1321,ärgern::V,ашуландыру,хъел кутун
1322,schlagen::V,ұру,ягъун
1323,schlagen::V,ұру,галукьарун
1324,treten::V,тебу,кьуьл къекъягъун
1325,treten::V,тебу,кьуьл эцягъун
1326,stechen::V,шаншу,акьадарун
1327,stoßen::V,түрту,эцягъун
1328,stehlen::V,ұрлау,чуьнуьхун
1329,stören::V,кесірлен,хкуьрун
1330,belästigen::V,мазасын алу,хкуьрун
1331,belästigen::V,мазасын алу,азият гун
1332,verbergen::V,сездірмеу,далдаламишун
1333,täuschen::V,жалған айту,алцурарун
1334,täuschen::V,жалған айту,алцуррун
1335,betrügen::V,алдау,алцурарун
1336,betrügen::V,алдау,гьарамзадавал авун
1337,betrügen::V,алдап кету,алцурарун
1338,betrügen::V,алдап кету,гьарамзадавал авун
1339,betrügen::V,ақымақ қылу,алцурарун
1340,betrügen::V,ақымақ қылу,гьарамзадавал авун
1341,töten::V,құрту,яна кьин
1342,töten::V,өлтіру,яна кьин
1343,wohnen::V,мекендеу,дуланмиш хьун
1344,wohnen::V,өмір сүру,дуланмиш хьун
1345,arbeiten::V,істеу,кӏвалахун
1346,arbeiten::V,істеу,кӏвалах авун
1347,arbeiten::V,еңбектену,кӏвалахун
1348,arbeiten::V,еңбектену,кӏвалах авун
1349,sammeln::V,жыю,кӏватӏун
1350,pflücken::V,жұлу,атӏун
1351,jagen::V,аулау,гъуьрч авун
1352,fischen::V,балык_аулау,гъетер кьун
1353,fassen::V,ұстау,кьун
1354,hüten::V,жаю,чӏура хуьн
1355,hüten::V,бағу,чӏура хуьн
1356,treiben::V,айдау,гьалун
1357,anbinden::V,байлау,акалун
1358,füttern::V,ас ішкізу,ем гун
1359,füttern::V,азықтандыру,ем гун
1360,füttern::V,қоректендіру,ем гун
1361,melken::V,сауу,ацун
1362,hacken::V,турау,куьткуьнун
1363,gießen::V,суару,яд гун
1364,reifen::V,жетілу,чурун
1365,reifen::V,жетілу,агакьун
1366,zubereiten::V,даяр ету,гьазурун
1367,kochen::V,асу,ругун
1368,backen::V,пісіру,чурун
1369,braten::V,қуыру,чурун
1370,umrühren::V,былғалау,какадарун
1371,umrühren::V,сапырылыстыру,какадарун
1372,stricken::V,торлау,хурун
1373,stricken::V,тоқу,хурун
1374,nähen::V,тігу,цун
1375,färben::V,бояу,шир ягъун
1376,färben::V,сырлау,шир ягъун
1377,reinigen::V,аршу,михьун
1378,reinigen::V,тазалау,михьун
1379,waschen::V,жуу,чуьхуьн
1380,abwischen::V,сүрту,гуьцӏун
1381,spülen::V,шаю,экъуьрун
1382,fegen::V,сыпыру,шуткун
1383,kehren::V,сыпыру,кул алтадун
1384,baden::V,шомылу,эхъуьн
1385,sich waschen::V,жуыну,жендек чуьхуьн
1386,ausziehen::V,шешу,хутӏунун
1387,ausziehen::V,шешу,галудун
1388,anziehen::V,кигізу,алукӏун
1389,sich anziehen::V,киіну,алукӏун
1390,sich anziehen::V,киіну,парталар алукӏун
1391,kämmen::V,тарау,эвягъун
1392,schmücken::V,әсемдеу,безетмишун
1393,schmücken::V,әсемдеу,гуьрчегарун
1394,schmücken::V,мәнерлеу,безетмишун
1395,schmücken::V,мәнерлеу,гуьрчегарун
1396,schmücken::V,көріктендіру,безетмишун
1397,schmücken::V,көріктендіру,гуьрчегарун
1398,sagen::V,деу,лугьун
1399,sagen::V,айту,лугьун
1400,sprechen::V,деу,рахун
1401,sprechen::V,айту,рахун
1402,reden::V,сөйлеу,рахун
1403,reden::V,сөйлесу,рахун
1404,reden::V,тіл қатысу,рахун
1405,sich unterhalten::V,сұхбаттасу,ихтилат авун
1406,fragen::V,сұрау,жузун
1407,bitten::V,өтіну,тӏалабун
1408,bitten::V,жалыну,тӏалабун
1409,erzählen::V,айту,ахъаюн
1410,mitteilen::V,білдіру,хабар гун
1411,nennen::V,атау,тӏвар гун
1412,rufen::V,шақыру,эверун
1413,prahlen::V,бөсу,яцӏу гафар авун
1414,übersetzen::V,аудару,таржума авун
1415,übersetzen::V,аудару,гафладун
1416,denken::V,ойлау,фикир авун
1417,glauben::V,нану,агъун
1418,glauben::V,илану,агъун
1419,bemerken::V,аңғару,фикир гун
1420,erkennen::V,тану,
1421,begreifen::V,ұғу,гъавурда акьун
1422,begreifen::V,аңғарып алу,гъавурда акьун
1423,verstehen::V,пайым,
1424,verstehen::V,түсіну,
1425,lernen::V,оқу,кӏелун
1426,wissen::V,хабардар болу,чир хьун
1427,wissen::V,хабардар болу,чирхьун
1428,sich erinnern an::V,еске түсіру,рикӏел хуьн
1429,vergessen::V,ұмыту,рикӏелай фин
1430,vergessen::V,ұмыту,рикӏелай алатун
1431,messen::V,өлшеу,алцумун
1432,zählen::V,санау,гьисабун
1433,rechnen::V,санап шығару,гьисабун
1434,rechnen::V,санап шығу,гьисабун
1435,rechnen::V,санау,гьисабун
1436,lesen::V,оқу,кӏелун
1437,malen::V,сурет салу,кхьин
1438,malen::V,сурет салу,шикилар чӏугун
1439,zeichnen::V,сурет салу,чӏугун
1440,schreiben::V,жазу,кхьин
1441,besitzen::V,болу,иеси хьун
1442,kaufen::V,алу,къачун
1443,kaufen::V,алу,маса къачун
1444,kaufen::V,әперу,къачун
1445,kaufen::V,әперу,маса къачун
1446,verkaufen::V,сату,гун
1447,verkaufen::V,сату,маса гун
1448,bezahlen::V,төлеу,къимет гун
1449,bezahlen::V,төлеу,эвезда авун
1450,bezahlen::V,төлеу,гьакъи агакьрун
1451,bezahlen::V,ақы беру,къимет гун
1452,bezahlen::V,ақы беру,эвезда авун
1453,bezahlen::V,ақы беру,гьакъи агакьрун
1454,bezahlen::V,ақы төлеу,къимет гун
1455,bezahlen::V,ақы төлеу,эвезда авун
1456,bezahlen::V,ақы төлеу,гьакъи агакьрун
1457,zahlen::V,төлеу,къимет гун
1458,zahlen::V,төлеу,эвезда авун
1459,zahlen::V,төлеу,гьакъи агакьрун
1460,beherrschen::V,билеу,иеси хьун
1461,ertragen::V,төзу,таб гун
1462,ertragen::V,шыдау,таб гун
