,Concept_ID,ro,en
85,Rauch::N,fum,smoke
86,Funke::N,scânteie,spark
87,Feuer::N,foc,fire
88,Licht::N,lumină,light
89,Schatten::N,umbră,shadow
90,Wetter::N,timp,weather
91,Wetter::N,vreme,weather
92,Nebel::N,ceață,fog
93,Nebel::N,negură,fog
94,Wolke::N,nor,cloud
95,Regen::N,ploaie,rain
96,Schnee::N,zăpadă,snow
97,Eis::N,gheață,ice
98,Frost::N,ger,frost
99,Kälte::N,frig,chill
100,Hitze::N,arșiță,heat
101,Hitze::N,căldură,heat
102,Raureif::N,chiciură,hoarfrost
103,Regenbogen::N,curcubeu,rainbow
104,Donner::N,tunet,thunder
105,Strömung::N,curent,current
106,Tropfen::N,picătură,drop
107,Schaum::N,spumă,foam
108,Schmutz::N,murdărie,dirt
109,See::N,lac,lake
110,Sumpf::N,mlaștină,swamp
111,Moor::N,bărăgan,moor
112,Wiese::N,fânaț,meadow
113,Wiese::N,livadă,meadow
114,Wald::N,codru,forest
115,Wald::N,pădure,forest
116,Hügel::N,deal,hill
117,Hügel::N,movilă,hill
118,Anhöhe::N,deal,elevation
119,Anhöhe::N,ridicătură,elevation
120,Berg::N,munte,mountain
121,Gipfel::N,pisc,summit
122,Höhle::N,peșteră,cave
123,Abhang::N,pantă,slope
124,Abhang::N,versant,slope
125,Quelle::N,izvor,source
126,Bach::N,gârlă,brook
127,Fluss::N,râu,river
128,Fluss::N,fluviu,river
129,Ufer::N,mal,shore
130,Ufer::N,țărm,shore
131,Küste::N,coastă,coast
132,Festland::N,uscat,land
133,Meer::N,mare,sea
134,Bucht::N,golf,cove
135,Insel::N,insulă,island
136,Blume::N,floare,flower
137,Gras::N,iarbă,grass
138,Wurzel::N,rădăcină,root
139,Baum::N,copac,tree
140,Baum::N,arbore,tree
141,Stamm::N,tulpină,trunk
142,Rinde::N,scoarță,bark
143,Ast::N,cracă,limb
144,Ast::N,creangă,limb
145,Zweig::N,ramură,branch
146,Zweig::N,creangă,branch
147,Blatt::N,frunză,leaf
148,Birke::N,mesteacăn,birch
149,Kiefer[Baum]::N,pin,pine
150,Weide[Baum]::N,salcie,willow
151,Weide[Baum]::N,răchită,willow
152,Tanne::N,brad,fir
153,Horn::N,corn,horn
154,Feder::N,pană,feather
155,Fell::N,piele,fur
156,Flügel::N,aripă,wing
157,Klaue::N,gheară,claw
158,Kralle::N,labă,claw
159,Kralle::N,gheară,claw
160,Schwanz::N,coadă,tail
161,Ei::N,ou,egg
162,Nest::N,cuib,nest
163,Bau::N,bârlog,lair
164,Bau::N,vizuină,lair
165,Tier::N,animal,animal
166,Herde::N,turmă,flock
167,Herde::N,cireadă,flock
168,Kuh::N,vacă,cow
169,Bulle::N,taur,bull
170,Pferd::N,cal,horse
171,Schaf::N,oaie,sheep
172,Schwein::N,porc,pig
173,Hund::N,câine,dog
174,Katze::N,pisică,cat
175,Bär::N,urs,bear
176,Eichhörnchen::N,veveriță,squirrel
177,Elch::N,elan,elk
178,Fuchs::N,vulpe,fox
179,Hase::N,iepure,hare
180,Maus::N,șoarece,mouse
181,Wolf::N,lup,wolf
182,Vogel::N,pasăre,bird
183,Schwarm::N,cârd,swarm
184,Huhn::N,găină,chicken
185,Hahn::N,cocoș,cock
186,Gans::N,gâscă,goose
187,Adler::N,vultur,eagle
188,Ente::N,rață,duck
189,Eule::N,bufniță,owl
190,Kranich::N,cocor,crane
191,Krähe::N,cioară,crow
192,Kuckuck::N,cuc,cuckoo
193,Schwan::N,lebădă,swan
194,Fisch::N,pește,fish
195,Barsch::N,biban,perch
196,Hecht::N,știucă,pike
197,Schlange[Tier]::N,șarpe,snake
198,Wurm::N,vierme,worm
199,Spinne::N,păianjen,spider
200,Ameise::N,furnică,ant
201,Laus::N,păduche,louse
202,Mücke::N,țânțar,midge
203,Fliege::N,muscă,fly
204,Schmetterling::N,fluture,butterfly
205,Beere::N,boabă,berry
206,Apfel::N,măr,apple
207,Pilz::N,burete,mushroom
208,Pilz::N,ciupercă,mushroom
209,Zwiebel::N,ceapă,onion
210,Saat::N,semănătură,seed
211,Korn::N,grâu,grain
212,Heu::N,fân,hay
213,Schale::N,coajă,husk
214,Grube::N,groapă,pit
215,Falle::N,cursă,trap
216,Falle::N,capcană,trap
217,Schlinge::N,laț,noose
218,Spur::N,dâră,track
219,Asche::N,cenușă,ashes
220,Dreck::N,noroi,filth
221,Dreck::N,murdărie,filth
222,Eisen::N,fier,iron
223,Gold::N,aur,gold
224,Silber::N,argint,silver
225,Kohle::N,cărbune,coal
226,Glas::N,sticlă,glass
227,Lehm::N,lut,clay
228,Lehm::N,humă,clay
229,Sand::N,nisip,sand
230,Mensch::N,om,human
231,Mensch::N,persoană,human
232,Mann::N,om,man
233,Mann::N,bărbat,man
234,Frau::N,femeie,woman
235,Kind::N,copil,child
236,Junge::N,băiat,boy
237,Junge::N,flăcău,boy
238,Mädchen::N,fată,girl
239,Familie::N,familie,family
240,Großvater::N,bunic,grandfather
241,Großvater::N,tată mare,grandfather
242,Großmutter::N,bunică,grandmother
243,Großmutter::N,mamă mare,grandmother
244,Eltern::N,părinți,parents
245,Vater::N,tată,father
246,Vater::N,părinte,father
247,Mutter::N,mamă,mother
248,Sohn::N,fiu,son
249,Sohn::N,fecior,son
250,Tochter::N,fiică,daughter
251,Bruder::N,frate,brother
252,Schwester::N,soră,sister
253,Onkel::N,unchi,uncle
254,Tante::N,mătușă,aunt
255,Ehemann::N,soț,husband
256,Ehemann::N,bărbat,husband
257,Ehefrau::N,soție,wife
258,Freude::N,bucurie,joy
259,Gelächter::N,râset,laughter
260,Glück::N,fericire,happiness
261,Kummer::N,mâhnire,grief
262,Wunsch::N,dorință,wish
263,Wunsch::N,deziderat,wish
264,Lust::N,poftă,desire
265,Lust::N,înclinare,desire
266,Geist::N,duh,spirit
267,Geist::N,minte,spirit
268,Geist::N,suflet,spirit
269,Gedanke::N,gând,thought
270,Gedanke::N,cuget,thought
271,Gedächtnis::N,memorie,memory
272,Verstand::N,minte,mind
273,Verstand::N,intelect,mind
274,Sinn::N,sens,meaning
275,Sinn::N,înțeles,meaning
276,Grund::N,cauză,reason
277,Grund::N,pricină,reason
278,Wahrheit::N,adevăr,truth
279,Gespräch::N,convorbire,talk
280,Gespräch::N,conversație,talk
281,Märchen::N,basm,fairy tale
282,Märchen::N,poveste,fairy tale
283,Erzählung::N,poveste,story
284,Nachricht::N,veste,message
285,Neuigkeit::N,noutate,news
286,Neuigkeit::N,actualitate,news
287,Name::N,nume,name
288,Rätsel::N,ghicitoare,puzzle
289,Rede::N,discurs,speech
290,Sprache::N,limbă,language
291,Sprache::N,limbaj,language
292,Stimme::N,glas,voice
293,Wort::N,cuvânt,word
294,Zeichen::N,semn,sign
295,Zeichen::N,semnal,sign
296,Ruf::N,chemare,call
297,Lärm::N,zgomot,noise
298,Lärm::N,tărăboi,noise
299,Laut::N,sunet,sound
300,Ton::N,ton,tone
301,Lied::N,cântec,song
302,Ruhe::N,odihnă,calm
303,Ruhe::N,liniște,calm
304,Leute::N,lume,people
305,Leute::N,oameni,people
306,Volk::N,popor,nation
307,Volk::N,națiune,nation
308,Arbeit::N,lucru,work
309,Gast::N,musafir,guest
310,Geschenk::N,dar,gift
311,Geschenk::N,cadou,gift
312,Spiel::N,joc,game
313,Gesellschaft::N,societate,company
314,Hilfe::N,ajutor,help
315,Freund::N,amic,friend
316,Freund::N,prieten,friend
317,Kamerad::N,tovarăș,companion
318,Angelegenheit::N,afacere,matter
319,Anzahl::N,număr,count
320,Anzahl::N,cantitate,count
321,Art::N,fel,sort
322,Art::N,specie,sort
323,Stück::N,bucată,piece
324,Teil::N,parte,part
325,Teil::N,porție,part
326,Hälfte::N,jumătate,half
327,Kreis::N,cerc,circle
328,Kreuz::N,cruce,cross
329,Linie::N,linie,line
330,Strich::N,linie,stroke
331,Strich::N,trăsătură,stroke
332,Abstand::N,distanță,gap
333,Abstand::N,depărtare,gap
334,Entfernung::N,distanță,distance
335,Entfernung::N,depărtare,distance
336,Gegend::N,regiune,area
337,Platz::N,loc,space
338,Ort::N,loc,place
339,Seite::N,latură,side
340,Mitte::N,centru,middle
341,Gegenstand::N,obiect,item
342,Sache::N,lucru,thing
343,Sache::N,chestie,thing
344,Rand::N,bordură,fringe
345,Kante::N,muchie,edge
346,Kante::N,bordură,edge
347,Ecke::N,colț,corner
348,Spitze::N,vârf,tip
349,Spitze::N,creștet,tip
350,Ende::N,capăt,end
351,Loch::N,gaură,hole
352,Winkel::N,colț,angle
353,Muster::N,desen,pattern
354,Größe::N,mărime,size
355,Länge::N,lungime,length
356,Höhe::N,înălțime,height
357,Gewicht::N,greutate,weight
358,Menge::N,cantitate,amount
359,Haufen::N,grămadă,heap
360,Reihe::N,șir,row
361,Reihe::N,rând,row
362,Boot::N,barcă,boat
363,Boot::N,luntre,boat
364,Ruder::N,vâslă,oar
365,Ruder::N,lopată,oar
366,Schlitten::N,sanie,sleigh
367,Ski::N,schi,ski
368,Lagerfeuer::N,foc de tabără,campfire
369,Last::N,povară,load
370,Last::N,sarcină,load
371,Gang::N,mers,walk
372,Gang::N,umblet,walk
373,Schritt::N,pas,step
374,Norden::N,nord,north
375,Norden::N,miazănoapte,north
376,Süden::N,sud,south
377,Süden::N,miazăzi,south
378,Westen::N,apus,west
379,Osten::N,est,east
380,Osten::N,răsărit,east
381,Holz::N,lemn,wood
382,Brett::N,scândură,board
383,Platte::N,placă,slab
384,Stütze::N,proptea,bracket
385,Stange::N,bară,pole
386,Stange::N,prăjină,pole
387,Stock::N,băț,stick
388,Stock::N,baston,stick
389,Stab::N,baston,staff
390,Stab::N,prăjină,staff
391,Rohr::N,tub,pipe
392,Rohr::N,țeavă,pipe
393,Haus::N,casă,house
394,Heim::N,casă,home
395,Heim::N,cămin,home
396,Ofen::N,sobă,stove
397,Fußboden::N,podea,floor
398,Fußboden::N,dușumea,floor
399,Tisch::N,masă,table
400,Stuhl::N,scaun,chair
401,Wiege::N,leagăn,cradle
402,Bett::N,pat,bed
403,Regal::N,rafturi,shelf
404,Kiste::N,ladă,box
405,Kiste::N,cutie,box
406,Fenster::N,fereastră,window
407,Tür::N,ușă,door
408,Tor::N,poartă,gate
409,Zaun::N,gard,fence
410,Dach::N,acoperiș,roof
411,Leiter::N,scară,ladder
412,Besen::N,mătură,broom
413,Spaten::N,cazma,spade
414,Spaten::N,hârleț,spade
415,Schaufel::N,lopată,shovel
416,Gabel::N,furculiță,fork
417,Löffel::N,lingură,spoon
418,Messer::N,cuțit,knife
419,Nagel::N,cui,nail
420,Netz::N,plasă,net
421,Haken::N,cârlig,hook
422,Griff::N,mâner,handle
423,Schloss::N,lacăt,lock
424,Bild::N,tablou,picture
425,Bild::N,imagine,picture
426,Figur::N,chip,figure
427,Figur::N,figură,figure
428,Puppe::N,păpușă,doll
429,Beutel::N,pungă,pouch
430,Beutel::N,săculeț,pouch
431,Bündel::N,mănunchi,bundle
432,Tasche::N,geantă,bag
433,Eimer::N,găleată,bucket
434,Deckel::N,capac,cover
435,Geschirr::N,vase,dishes
436,Geschirr::N,tacâmuri,dishes
437,Sack::N,sac,sack
438,Tasse::N,ceașcă,cup
439,Topf::N,oală,pot
440,Kessel::N,cazan,kettle
441,Kessel::N,căldare,kettle
442,Essen::N,mâncare,meal
443,Nahrung::N,hrană,food
444,Nahrung::N,aliment,food
445,Speise::N,bucate,dish
446,Speise::N,fel de bucate,dish
447,Fleisch::N,carne,meat
448,Getreide::N,cereale,corn
449,Brei::N,pireu,mush
450,Brot::N,pâine,bread
451,Scheibe::N,felie,slice
452,Scheibe::N,bucată,slice
453,Fett::N,untură,fat
454,Fett::N,grăsime,fat
455,Butter::N,unt,butter
456,Öl::N,ulei,oil
457,Salz::N,sare,salt
458,Suppe::N,supă,soup
459,Suppe::N,ciorbă,soup
460,Honig::N,miere,honey
461,Milch::N,lapte,milk
462,Tee::N,ceai,tea
463,Leder::N,piele,leather
464,Wolle::N,lână,wool
465,Stoff::N,stofă,cloth
466,Nadel::N,ac,needle
467,Faden::N,ață,thread
468,Knopf::N,buton,button
469,Knoten::N,nod,knot
470,Farbe::N,vopsea,paint
471,Kleidung::N,haine,clothes
472,Kleidung::N,îmbrăcăminte,clothes
473,Hemd::N,cămașă,shirt
474,Kragen::N,guler,collar
475,Ärmel::N,mânecă,sleeve
476,Hose::N,pantaloni,trousers
477,Gürtel::N,cordon,belt
478,Mütze::N,șapcă,cap
479,Schuh::N,gheată,shoe
480,Stiefel::N,cizmă,boot
481,Ring::N,inel,ring
482,Ring::N,verigă,ring
483,Band::N,panglică,ribbon
484,Band::N,șiret,ribbon
485,Kamm::N,pieptene,comb
486,Spiegel::N,oglindă,mirror
487,Riemen::N,curea,strap
488,Schnur::N,funie,string
489,Schnur::N,sfoară,string
490,Leine::N,lesă,leash
491,Leine::N,curea,leash
492,Decke::N,pătură,blanket
493,Kissen::N,pernă,pillow
494,Tuch::N,batic,scarf
495,Handtuch::N,prosop,towel
496,Handtuch::N,ștergar,towel
497,Kraft::N,forță,force
498,Kraft::N,putere,force
499,Stärke::N,tărie,strength
500,Stärke::N,vigoare,strength
501,Gesundheit::N,sănătate,health
502,Krankheit::N,boală,illness
503,Krankheit::N,maladie,illness
504,Schmerz::N,durere,pain
505,Wunde::N,rană,wound
506,Fieber::N,febră,fever
507,Arznei::N,leac,medicine
508,Arznei::N,medicament,medicine
509,Brücke::N,pod,bridge
510,Brücke::N,punte,bridge
511,Brunnen::N,puț,well
512,Weide::N,izlaz,pasture
513,Weide::N,pășune,pasture
514,Pfad::N,cărare,path
515,Weg::N,drum,way
516,Straße::N,cale,road
517,Straße::N,stradă,road
518,Dorf::N,sat,village
519,Stadt::N,oraș,town
520,Brief::N,scrisoare,letter
521,Buch::N,carte,book
522,Buchstabe::N,literă,character
523,Buchstabe::N,caracter,character
524,Zeitung::N,ziar,newspaper
525,Zeitung::N,gazetă,newspaper
526,Leben::N,viață,life
527,Tod::N,moarte,death
528,Grab::N,groapă,grave
529,Grab::N,mormânt,grave
530,Kirche::N,biserică,church
531,Sünde::N,păcat,sin
532,Gott::N,zeu,god
533,Arbeiter::N,muncitor,worker
534,Chef::N,șef,boss
535,Meister::N,meșter,master
536,Meister::N,maestru,master
537,Arzt::N,medic,doctor
538,Arzt::N,doctor,doctor
539,Lehrer::N,profesor,teacher
540,Lehrer::N,învățător,teacher
541,Geld::N,bani,money
542,Geld::N,parale,money
543,Geschäft::N,treabă,business
544,Geschäft::N,afacere,business
545,Laden::N,magazin,shop
546,Laden::N,prăvălie,shop
547,Preis::N,preț,price
548,Ware::N,marfă,ware
549,Nutzen::N,folos,profit
550,Nutzen::N,profit,profit
551,Reichtum::N,avuție,wealth
552,Reichtum::N,bogăție,wealth
553,Welt::N,lume,world
554,Land::N,țară,country
555,Staat::N,stat,state
556,König::N,rege,king
557,Macht::N,putere,power
558,Macht::N,putință,power
559,Grenze::N,hotar,border
560,Grenze::N,graniță,border
561,Grenze::N,frontieră,border
562,Krieg::N,război,war
563,Feind::N,dușman,enemy
564,Gewalt::N,violență,violence
565,Kampf::N,luptă,fight
566,Bogen[Waffe]::N,arc,bow
567,Pfeil::N,săgeată,arrow
568,Gewehr::N,armă,gun
569,Gewehr::N,pușcă,gun
570,Fehler::N,eroare,mistake
571,Fehler::N,greșeală,mistake
572,Lüge::N,minciună,lie
573,Schaden::N,daună,damage
574,Schaden::N,pagubă,damage
575,Unglück::N,nenorocire,misfortune
576,Schuld::N,vină,fault
577,Alter::N,etate,age
578,Alter::N,vârstă,age
579,Schluss::N,sfârșit,conclusion
580,Zeit::N,timp,time
581,Zeit::N,vreme,time
582,Tag::N,zi,day
583,Morgen::N,dimineață,morning
584,Mittag::N,prânz,noon
585,Mittag::N,amiază,noon
586,Abend::N,seară,evening
587,Nacht::N,noapte,night
588,Woche::N,săptămână,week
589,Monat::N,lună,month
590,Jahr::N,an,year
591,Frühling::N,primăvară,spring
592,Sommer::N,vară,summer
593,Herbst::N,toamnă,autumn
594,Winter::N,iarnă,winter
595,Januar::N,ianuarie,January
596,Februar::N,februarie,February
597,März::N,martie,March
598,April::N,aprilie,April
599,Mai::N,mai,May
600,Juni::N,iunie,June
601,Juli::N,iulie,July
602,August::N,august,August
603,September::N,septembrie,September
604,Oktober::N,octombrie,October
605,November::N,noiembrie,November
606,Dezember::N,decembrie,December
607,Montag::N,luni,Monday
608,Dienstag::N,marți,Tuesday
609,Mittwoch::N,miercuri,Wednesday
610,Donnerstag::N,joi,Thursday
611,Freitag::N,vineri,Friday
612,Samstag::N,sâmbătă,Saturday
613,Sonntag::N,duminică,Sunday
614,groß::A,mare,big
615,klein::A,mic,little
616,lang::A,lung,long
617,kurz::A,scurt,short
618,breit::A,lat,wide
619,breit::A,larg,wide
620,schmal::A,strâmt,narrow
621,dicht::A,des,dense
622,dick[Gegenstand]::A,gros,thick
623,dünn::A,subțire,thin
624,fein::A,fin,delicate
625,fein::A,subțire,delicate
626,fest::A,tare,firm
627,fest::A,solid,firm
628,flach::A,șes,flat
629,flach::A,plan,flat
630,glatt::A,lins,smooth
631,hart::A,dur,hard
632,weich::A,moale,soft
633,rund::A,rotund,round
634,rund::A,circular,round
635,spitz::A,ascuțit,pointed
636,scharf::A,tăios,sharp
637,scharf::A,ascuțit,sharp
638,stumpf::A,tocit,blunt
639,schwer::A,greu,heavy
640,schön::A,frumos,beautiful
641,heiß::A,cald,hot
642,heiß::A,fierbinte,hot
643,warm::A,cald,warm
644,warm::A,fierbinte,warm
645,kalt::A,rece,cold
646,kühl::A,rece,cool
647,kühl::A,răcoros,cool
648,frisch::A,răcoros,fresh
649,frisch::A,proaspăt,fresh
650,feucht::A,umed,damp
651,feucht::A,jilav,damp
652,nass::A,ud,wet
653,trocken::A,sec,dry
654,trocken::A,uscat,dry
655,voll::A,plin,full
656,leer::A,gol,empty
657,offen::A,deschis,open
658,geschlossen::A,închis,closed
659,sauber::A,curat,clean
660,schmutzig::A,murdar,dirty
661,roh::A,crud,raw
662,reif::A,copt,ripe
663,lecker::A,gustos,delicious
664,süß::A,dulce,sweet
665,bitter::A,amar,bitter
666,sauer::A,acru,sour
667,hell::A,clar,bright
668,hell::A,luminos,bright
669,dunkel::A,obscur,dark
670,dunkel::A,întunecos,dark
671,schwarz::A,negru,black
672,weiß::A,alb,white
673,rot::A,roșu,red
674,gelb::A,galben,yellow
675,blau::A,albastru,blue
676,grün::A,verde,green
677,grau::A,gri,grey
678,grau::A,cenușiu,grey
679,bunt::A,colorat,colourful
680,bunt::A,colorat,colorful
681,billig::A,ieftin,cheap
682,teuer::A,scump,dear
683,wertvoll::A,prețios,precious
684,blind::A,orb,blind
685,taub::A,surd,deaf
686,kräftig::A,tare,powerful
687,kräftig::A,forte,powerful
688,kräftig::A,robust,powerful
689,stark::A,viguros,strong
690,stark::A,puternic,strong
691,schwach::A,slab,weak
692,schwach::A,debil,weak
693,fett::A,gras,fat
694,schlank::A,zvelt,slim
695,hübsch::A,drăguț,pretty
696,böse::A,rău,evil
697,böse::A,răutăcios,evil
698,dumm::A,nerod,stupid
699,dumm::A,tâmpit,stupid
700,faul::A,leneș,lazy
701,fleißig::A,harnic,diligent
702,fleißig::A,sârguincios,diligent
703,geizig::A,calic,stingy
704,geizig::A,zgârcit,stingy
705,klug::A,isteț,clever
706,klug::A,deștept,clever
707,geschickt::A,dibaci,skilful
708,geschickt::A,dibaci,skillful
709,lieb::A,drag,dear
710,lieb::A,iubit,dear
711,lustig::A,vesel,merry
712,sanft::A,blând,gentle
713,sanft::A,blajin,gentle
714,hungrig::A,flămând,hungry
715,krank::A,bolnav,sick
716,nackt::A,gol,naked
717,traurig::A,trist,sad
718,traurig::A,mâhnit,sad
719,lebendig::A,viu,living
720,gut::A,bun,good
721,schlecht::A,rău,bad
722,schlecht::A,prost,bad
723,richtig::A,drept,correct
724,richtig::A,corect,correct
725,schlimm::A,rău,nasty
726,wahr::A,adevărat,true
727,alt::A,uzat,old
728,alt::A,vechi,old
729,neu::A,nou,new
730,ehemalig::A,fost,former
731,ehemalig::A,anterior,former
732,alt[Lebewesen]::A,bătrîn,aged
733,jung::A,tânăr,young
734,arm::A,sărac,poor
735,arm::A,sărman,poor
736,reich::A,avut,rich
737,reich::A,bogat,rich
738,bekannt::A,cunoscut,familiar
739,berühmt::A,renumit,famous
740,fremd::A,străin,foreign
741,verschieden::A,diferit,different
742,verschieden::A,deosebit,different
743,nah::A,apropiat,near
744,fern::A,departe,far
745,linker::A,stâng,left
746,rechter::A,drept,right
747,anderer::A,alt,other
748,erster::A,prim,first
749,zweiter::A,al doilea,second
750,dritter::A,treilea,third
751,letzter::A,final,last
752,allein::ADV,singur,alone
753,auf einmal::ADV,dintrodată,at once
754,zusammen::ADV,împreună,together
755,lange::ADV,îndelung,long
756,lange::ADV,mult timp,long
757,plötzlich::ADV,deodată,suddenly
758,plötzlich::ADV,pe neașteptate,suddenly
759,sofort::ADV,imediat,instantly
760,sofort::ADV,numaidecît,instantly
761,später::ADV,mai apoi,later
762,später::ADV,mai târziu,later
763,jetzt::ADV,acum,now
764,heute::ADV,azi,today
765,heute::ADV,astăzi,today
766,morgen::ADV,mâine,tomorrow
767,bald::ADV,curând,soon
768,dann::ADV,apoi,then
769,gestern::ADV,ieri,yesterday
770,einst::ADV,odată,once
771,einst::ADV,odinioară,once
772,damals::ADV,atunci,at that time
773,damals::ADV,pe atunci,at that time
774,danach::ADV,după aceasta,afterwards
775,vorher::ADV,mai întâi,before
776,vorher::ADV,în prealabil,before
777,zuerst::ADV,întâi,at first
778,zuerst::ADV,în primul rând,at first
779,einmal::ADV,odată,once
780,manchmal::ADV,uneori,sometimes
781,manchmal::ADV,câteodată,sometimes
782,oft::ADV,des,often
783,oft::ADV,deseori,often
784,immer::ADV,mereu,always
785,immer::ADV,întotdeauna,always
786,niemals::ADV,niciodată,never
787,hier::ADV,aci,here
788,hier::ADV,aici,here
789,hierhin::ADV,încoace,hither
790,hierhin::ADV,încoace,to here
791,hierhin::ADV,încoace,here
792,von hier::ADV,de aici,hence
793,dort::ADV,acolo,there
794,dorthin::ADV,dincolo,thither
795,dorthin::ADV,dincolo,there
796,dorthin::ADV,dincolo,to there
797,geradeaus::ADV,drept înainte,ahead
798,vorwärts::ADV,înainte,forward
799,rückwärts::ADV,îndărăt,backward
800,zurück::ADV,înapoi,back
801,unten::ADV,jos,below
802,unten::ADV,dedesubt,below
803,hinab::ADV,în jos,down
804,hinab::ADV,de vale,down
805,oben::ADV,sus,above
806,oben::ADV,deasupra,above
807,hinauf::ADV,în sus,up
808,überall::ADV,peste tot,everywhere
809,überall::ADV,pretutindeni,everywhere
810,nicht::ADV,nu,not
811,ein wenig::ADV,puțin,a little
812,kaum::ADV,cu greu,hardly
813,kaum::ADV,cu anevoie,hardly
814,sehr::ADV,mult,very
815,sehr::ADV,foarte,very
816,so::ADV,așa,so
817,so::ADV,atât,so
818,noch::ADV,încă,still
819,nur::ADV,doar,only
820,schon::ADV,și,already
821,schon::ADV,deja,already
822,wieder::ADV,iar,again
823,wieder::ADV,iarăși,again
824,vergebens::ADV,în zadar,in vain
825,vor::PRP,înainte de,in front of
826,hinter::PRP,după,behind
827,hinter::PRP,în spatele,behind
828,unter::PRP,sub,under
829,durch::PRP,prin,through
830,neben::PRP,lângă,next to
831,neben::PRP,alături de,next to
832,zwischen::PRP,între,between
833,zwischen::PRP,dintre,between
834,wegen::PRP,pentru,because of
835,dies::PRN,acesta,this
836,das::PRN,asta,that
837,alles::PRN,tot,everything
838,ich::PRN,eu,I
839,du::PRN,tu,you
840,du::PRN,tu,thou
841,er::PRN,el,he
842,er::PRN,dânsul,he
843,wir::PRN,noi,we
844,ihr::PRN,voi,you
845,sie::PRN,ei,they
846,sie::PRN,dânșii,they
847,was::FPRN,ce,what
848,wer::FPRN,cine,who
849,wo::FADV,unde,where
850,wohin::FADV,încotro,where ... to
851,wohin::FADV,încotro,where to
852,wohin::FADV,încotro,where
853,wie::FADV,cum,how
854,warum::FADV,de ce,why
855,warum::FADV,pentru ce,why
856,wieviel::FNUM,cât,how much
857,eins::NUM,unu,one
858,zwei::NUM,doi,two
859,drei::NUM,trei,three
860,vier::NUM,patru,four
861,fünf::NUM,cinci,five
862,sechs::NUM,șase,six
863,sieben::NUM,șapte,seven
864,acht::NUM,opt,eight
865,neun::NUM,nouă,nine
866,zehn::NUM,zece,ten
867,elf::NUM,unsprezece,eleven
868,zwölf::NUM,douăsprezece,twelve
869,zwanzig::NUM,douăzeci,twenty
870,dreißig::NUM,treizeci,thirty
871,vierzig::NUM,patruzeci,forty
872,fünfzig::NUM,cincizeci,fifty
873,sechzig::NUM,șaizeci,sixty
874,siebzig::NUM,șaptezeci,seventy
875,achtzig::NUM,optzeci,eighty
876,neunzig::NUM,nouăzeci,ninety
877,hundert::NUM,sută,a hundred
878,tausend::NUM,mie,a thousand
879,und::CNJ,și,and
880,oder::CNJ,ori,or
881,stehen::V,sta,stand
882,sitzen::V,ședea,sit
883,liegen::V,zăcea,lie
884,liegen::V,fi culcat,lie
