,Concept_ID,uz,mhr
728,durch::PRP,bo'ylab,вошт
729,neben::PRP,yonida,вокте́н
730,zwischen::PRP,orada,кокла́ште
731,wegen::PRP,sababli,верч
732,dies::PRN,o'sha,ти́де
733,das::PRN,narigi,са́де
734,alles::PRN,har nima,чыла́
735,ich::PRN,men,мый
736,du::PRN,sen,тый
737,er::PRN,u,ту́до
738,wir::PRN,biz,ме
739,ihr::PRN,siz,те
740,sie::PRN,ular,ну́но
741,was::FPRN,nima,мо
742,wer::FPRN,kim,кӧ
743,wo::FADV,qaerda,куша́н
744,wohin::FADV,qayerga,куш
745,wohin::FADV,qayerga,ку́шко
746,wie::FADV,qanday,кузе́
747,warum::FADV,nega,мо
748,warum::FADV,nega,мола́н
749,wieviel::FNUM,qancha,куна́р
750,eins::NUM,bir,ик
751,zwei::NUM,ikki,ко́кыт
752,drei::NUM,uch,кум
753,vier::NUM,to'rt,ныл
754,fünf::NUM,besh,вич
755,sechs::NUM,olti,куд
756,sieben::NUM,etti,шым
757,acht::NUM,sakkiz,канда́ш
758,neun::NUM,to'qqiz,инде́ш
759,zehn::NUM,o'n,лу
760,elf::NUM,o'n bir,лати́к
761,zwölf::NUM,o'n ikki,латко́к
762,zwanzig::NUM,yigirma,ко́ло
763,dreißig::NUM,o'ttiz,ку́мло
764,vierzig::NUM,qirq,ны́лле
765,fünfzig::NUM,ällik,ви́тле
766,sechzig::NUM,oltmish,ку́дло
767,siebzig::NUM,etmish,шы́мле
768,achtzig::NUM,sakson,канда́шле
769,neunzig::NUM,to'qson,инде́шле
770,hundert::NUM,yuz,шӱ́дӧ
771,tausend::NUM,ming,тӱже́м
772,und::CNJ,va,да
773,und::CNJ,va,ден
774,oder::CNJ,yo,я
775,oder::CNJ,yo,а́ле
776,stehen::V,turmoq,шога́ш
777,sitzen::V,o'tirmoq,шинча́ш
778,liegen::V,yotmoq,кия́ш
779,hängen::V,osilmoq,кеча́ш
780,werden::V,bo'lmoq,лия́ш
781,passieren::V,bo'lib o'tmoq,лия́ш
782,beginnen::V,boshlanmoq,тӱҥгала́ш
783,enden::V,bitmoq,пыта́ш
784,wechseln::V,o'zgarmoq,вашталта́ш
785,aufgehen[Sonne]::V,chiqmoq,лекта́ш
786,untergehen[Sonne]::V,botmoq,шинча́ш
787,scheinen[Sonne]::V,yaraqlamoq,волгалта́ш
788,donnern::V,gulduramoq,кӱдырта́ш
789,donnern::V,gulduramoq,сургалта́ш
790,wehen::V,elpimoq,пуа́ш
791,strömen::V,oqmoq,шийалтара́ш
792,fließen::V,oqmoq,йога́ш
793,sich drehen::V,aylanmoq,пӧрда́ш
794,schwanken::V,qoqilmoq,лӱҥга́ш
795,schwanken::V,qoqilmoq,тайныла́ш
796,schwingen::V,lopillamoq,рӱпшалта́ш
797,fallen::V,tushmoq,воза́ш
798,fallen::V,tushmoq,йӧрла́ш
799,brennen::V,yonmoq,йӱла́ш
800,rauchen::V,tutamoq,шикша́ш
801,regnen::V,yomg'ir yog'moq,йӱра́ш
802,gefrieren::V,muzlamoq,кылма́ш
803,gefrieren::V,muzlamoq,ияҥа́ш
804,tauen::V,ärimoq,шула́ш
805,schmelzen::V,ärimoq,лева́ш
806,trocknen::V,qurimoq,кошка́ш
807,sieden::V,qaynamoq,шола́ш
808,faulen::V,chirimoq,шӱя́ш
809,verfaulen::V,chirimoq,шӱйы́н шуа́ш
810,reißen::V,qayt qilmoq,кӱрла́ш
811,versinken::V,g'arq bo'lmoq,пуре́н кая́ш
812,vergehen::V,o'tmoq,эрте́н кая́ш
813,erscheinen::V,zuhur ätmoq,толы́н лекта́ш
814,verschwinden::V,yo'qolmoq,йома́ш
815,sinken::V,pasaymoq,пуча́ш
816,abnehmen::V,kamaymoq,пуча́ш
817,zunehmen::V,urchimoq,шукема́ш
818,steigen::V,oshmoq,нӧлталта́ш
819,wachsen::V,o'smoq,кушка́ш
820,glänzen::V,porlamoq,йылгыжа́ш
821,funkeln::V,yalt ätmoq,чолга́ш
822,lärmen::V,taraq ätmoq,рӱшка́ш
823,läuten::V,jiringlamoq,мура́ш
824,klingeln::V,jiringlamoq,йыҥгырта́ш
825,klirren::V,sharaqlamoq,чылдыртата́ш
826,brausen::V,vag'illamoq,лӱшка́ш
827,rauschen::V,shitirlamoq,лыжга́ш
828,klingen::V,yangramoq,йоҥга́ш
829,bellen::V,hurmoq,опта́ш
830,heulen::V,uvlamoq,урмыжа́ш
831,blasen::V,puflamoq,пуала́ш
832,pfeifen::V,xushtak chalmoq ,шӱ́шкаш
833,schreien::V,qiyqirmoq,кычкыра́ш
834,stöhnen::V,nola qilmoq,йыҥыса́ш
835,zittern::V,titramoq,чытыра́ш
836,leben::V,yashamoq,ила́ш
837,geboren werden::V,tug'ilmoq,шоча́ш
838,atmen::V,nafas chiqarmoq,шӱла́ш
839,trinken::V,ichmoq,йӱа́ш
840,essen::V,emoq,кочка́ш
841,schlucken::V,yutmoq,нела́ш
842,müde werden::V,horimoq,ноя́ш
843,einschlafen::V,uxlab qolmoq,мале́н колта́ш
844,schlafen::V,uxlamoq,мала́ш
845,aufwachen::V,uyg'onmoq,помыжалта́ш
846,aufstehen::V,qo'pmoq,кынела́ш
847,sich erholen::V,dam olmoq,кана́ш
848,krank werden::V,kasallanmoq,черлане́н воза́ш
849,krank sein::V,betob yotmoq,черлане́н кия́ш
850,schmerzen::V,og'rimoq,коршта́ш
851,husten::V,yo'talmoq,кокыра́ш
852,genesen::V,tuzalmoq,тӱрла́ш
853,genesen::V,tuzalmoq,тазаҥа́ш
854,sterben::V,o'lmoq,кола́ш
855,umkommen::V,halok bo'lmoq,вуй йома́ш
856,sich bewegen::V,harakat qilmoq,кошта́ш
857,sich rühren::V,qimirlamoq,тарвана́ш
858,sich erheben::V,qo'pmoq,кынела́ш
859,sich setzen::V,o'tirmoq,шинча́ш
860,hinfallen::V,yiqilmoq,йӧрла́ш
861,laufen::V,yurmoq,кошта́ш
862,schreiten::V,yurmoq,ошкыла́ш
863,spazierengehen::V,sayr ätmoq,гуля́яш
864,eilen::V,tezlamoq,вашка́ш
865,sich beeilen::V,shoshmoq,вашкешта́ш
866,sausen::V,chopqillamoq,юлтка́ш
867,rennen::V,yugurmoq,куржтала́ш
868,springen::V,sakramoq,тӧршта́ш
869,klettern::V,yuqorilamoq,кӱза́ш
870,schaukeln::V,irg'amoq,лӱҥгалта́ш
871,kriechen::V,ämaklamoq,нушка́ш
872,schwimmen::V,suzmoq,ия́ш
873,tauchen::V,chu'mmoq,шуҥгалта́ш
874,rudern::V,eshkak eshmoq,удыра́ш
875,fahren::V,haydamoq,кудала́ш
876,fliegen::V,uchmoq,чоҥешта́ш
877,gehen::V,bormoq,кая́ш
878,weggehen::V,ketoq,кораҥа́ш
879,abfahren::V,jo'namoq,лекта́ш
880,anhalten::V,to'xtamoq,чарна́ш
881,hineingehen::V,kirmoq,пура́ш
882,eintreten::V,kirmoq,пура́ш
883,kommen::V,kelmoq,тола́ш
884,ankommen::V,etib kelmoq,шуа́ш
885,zurückkommen::V,qaytib kelmoq,пӧртыла́ш
886,bleiben::V,qolmoq,кода́ш
887,warten::V,poylamoq,вуча́ш
888,erwarten::V,kutmoq,вуча́ш
889,suchen::V,izlamoq,кычала́ш
890,finden::V,topmoq,муа́ш
891,versuchen::V,chalishmoq,толаша́ш
892,vorbereiten::V,hozirlamoq,ямдыла́ш
893,lieben::V,sevmoq,йӧрата́ш
894,mögen::V,ardoqlamoq,йӧрата́ш
895,lachen::V,kulmoq,воштыла́ш
896,rühren::V,ta'sirlantirmoq,ку́мыл тарвата́ш
897,weinen::V,yig'lamoq,шорта́ш
898,schimpfen::V,koyinmoq,каргаша́ш
899,sich ärgern::V,g'azab qilmoq,сыра́ш
900,sich fürchten::V,hurkmoq,лӱда́ш
901,fürchten::V,qo'rqmoq,лӱда́ш
902,fliehen::V,qochmoq,куржа́ш
903,flüchten::V,qochmoq,куржа́ш
904,sehen::V,ko'rmoq,ужа́ш
905,anschauen::V,razm solmoq,онча́ш
906,ansehen::V,razm qilmoq,эскера́ш
907,hören::V,äshitmoq,кола́ш
908,zuhören::V,tinglamoq,колышта́ш
909,probieren::V,tatib ko'rmoq,тамла́ш
910,riechen::V,iskamoq,ӱпшынча́ш
911,fühlen::V,sezmoq,шижа́ш
912,scheinen::V,tuyilmoq,чуча́ш
913,zu sehen sein::V,ko'rinmoq,коя́ш
914,vernehmen::V,äshitmoq,кола́ш
915,frieren::V,sovuq qotmoq,кылма́ш
916,tun::V,ätmoq,ышта́ш
917,können::V,-a olmoq,мошта́ш
918,können::V,-y olmoq,мошта́ш
919,wollen::V,istamoq,тӱна́ш
920,anfangen::V,boshlamoq,тӱҥала́ш
921,beenden::V,bitirmoq,пытара́ш
922,aufhören::V,tinmoq,чарна́ш
923,gelingen::V,muvaffaqiyat qozonmoq,сай лекта́ш
924,geraten::V,bo'lmoq,лекта́ш
925,öffnen::V,ochmoq,поча́ш
926,schließen::V,yopmoq,петыра́ш
927,stellen::V,qo'ymoq,шында́ш
928,setzen::V,o'tqazmoq,шында́ш
929,legen::V,yotqizmoq,опта́ш
930,legen::V,yotqizmoq,пышта́ш
931,berühren::V,tegmoq,тӱка́ш
932,verbinden::V,ulamoq,пида́ш
933,bedecken::V,bekitmoq,леведа́ш
934,aufhängen::V,ildirmoq,сака́ш
935,anzünden::V,yondirmoq,чӱкта́ш
936,aufheben::V,ko'tarmoq,нӧлтала́ш
937,zurücklassen::V,ayrilmoq,кода́ш
938,verlieren::V,yo'qotmoq,йомдара́ш
939,fallen lassen::V,tushirmoq,воза́ш
940,machen::V,qilmoq,ышта́ш
941,herstellen::V,chiqarmoq,ямдыла́ш
942,bauen::V,solmoq,чоҥа́ш
943,reparieren::V,tuzatmoq,ачала́ш
944,verbessern::V,isloh qilmoq,саемда́ш
945,ändern::V,o'zgartirmoq,весемда́ш
946,graben::V,qazimoq,кӱнча́ш
947,beugen::V,bukmoq,пӱгырта́ш
948,biegen::V,bukmoq,лывырта́ш
949,drehen::V,aylantirmoq,пӱтыра́ш
950,wenden::V,burmoq,ирала́ш
951,umdrehen::V,ag'darmoq,савырала́ш
952,heben::V,yuksaltirmoq,нӧлта́ш
953,hochheben::V,ko'tarmoq,нӧлта́ш
954,ergreifen::V,tutamlamoq,руалта́ш
955,halten::V,tutmoq,куча́ш
956,drücken::V,bosmoq,иша́ш
957,drücken::V,bosmoq,темда́ш
958,schieben::V,surmoq,шӱкала́ш
959,kratzen::V,qashimoq,удыра́ш
960,lecken::V,mijimoq,нула́ш
961,beißen::V,tishlamoq,пура́ш
962,abreißen::V,emirmoq,кӱрла́ш
963,abschneiden::V,cho'rt kesmoq,пӱчка́ш
964,binden::V,bog'lamoq,кылда́ш
965,stecken::V,suqmoq,шуралта́ш
966,brechen::V,sindirmoq,тодышта́ш
967,klopfen::V,dukurlamoq,кыра́ш
968,hauen::V,urmoq,тӱя́ш
969,kleben::V,yopishtirmoq,клеитла́ш
970,reiben::V,surkamoq,йыга́ш
971,reiben::V,surkamoq,туржала́ш
972,streichen::V,surkamoq,шӱра́ш
973,schleifen::V,qayramoq,шума́ш
974,schleifen::V,qayramoq,яна́ш
975,schneiden::V,kesmoq,пӱчка́ш
976,rütteln::V,chayqamoq,рӱза́ш
977,schütteln::V,chayqamoq,почка́ш
978,schwenken::V,chayqatmoq,рӱза́ш
979,schütten::V,quymoq,опта́ш
980,füllen::V,to'ldirmoq,тема́ш
981,einwickeln::V,chulg'amoq,вӱдыла́ш
982,tragen::V,tashimoq,нумала́ш
983,schleppen::V,sudramoq,шӱдыра́ш
984,ziehen::V,tortmoq,шупша́ш
985,aufbewahren::V,tutmoq,арала́ш
986,werfen::V,tashlamoq,шуа́ш
987,werfen::V,tashlamoq,кышка́ш
988,fangen::V,tutmoq,куча́ш
989,packen::V,opqochmoq,руалта́ш
990,verstecken::V,yashirmoq,тоя́ш
991,teilen::V,bo'lmoq,пӧла́ш
992,schicken::V,yubormoq,колта́ш
993,bringen::V,keltirmoq,конда́ш
994,hinzufügen::V,tirkamoq,ешара́ш
995,bekommen::V,olmoq,нала́ш
996,erhalten::V,olmoq,нала́ш
997,nehmen::V,olmoq,нала́ш
998,wählen::V,saylamoq,сайла́ш
999,auswählen::V,saylamoq,таҥгла́ш
1000,bewahren::V,saqlamoq,сакла́ш
1001,behindern::V,xalal bermoq,чаракла́ш
1002,verderben::V,xazon qilmoq,пужа́ш
1003,beschädigen::V,buzmoq,пужа́ш
1004,zerbrechen::V,sindirmoq,пудырта́ш
1005,zerreißen::V,yirtmoq,кӱрла́ш
1006,zerstören::V,vayron qilmoq,шалата́ш
1007,verbrennen::V,kuydirmoq,йӱлата́ш
1008,geben::V,bermoq,пуа́ш
1009,reichen::V,bermoq,пуа́ш
1010,schenken::V,sovg'a qilmoq,пӧлекла́ш
1011,versprechen::V,va'da bermoq,сӧра́ш
1012,wünschen::V,orziqmoq,тылана́ш
1013,loben::V,maqtamoq,мокта́ш
1014,küssen::V,o'pmoq,шупшала́ш
1015,wiegen::V,tebratmoq,рӱпша́ш
1016,zudecken::V,yopmoq,леведа́ш
1017,wecken::V,uyg'otmoq,помыжалтара́ш
1018,zeigen::V,ko'rsatmoq,ончыкта́ш
1019,führen::V,boshlik bo'lmoq,вӱда́ш
1020,lehren::V,o'rgatmoq,туныкта́ш
1021,unterrichten::V,dars bermoq,туныкта́ш
1022,aufziehen::V,o'stirmoq,орышта́ш
1023,leiten::V,boshqarmoq,вӱда́ш
1024,leiten::V,boshqarmoq,вуйлата́ш
1025,antreiben::V,shoshiltirmoq,поктыла́ш
1026,lassen::V,ruxsat bermoq,-та́ш
1027,einladen::V,taklif kilmoq,ӱжа́ш
1028,vereinigen::V,qo'shmoq,иктешла́ш
1029,besuchen::V,mehmonga bormoq,то́лын кая́ш
1030,treffen::V,duchor bo'lmoq,вашлия́ш
1031,sich versammeln::V,to'planmoq,погына́ш
1032,sich versammeln::V,to'planmoq,чумырга́ш
1033,spielen::V,o'ynamoq,мода́ш
1034,singen::V,yalla qilmoq,мура́ш
1035,tanzen::V,raqs qilmoq,кушта́ш
1036,sich trennen::V,yakkalanmoq,ойырла́ш
1037,verlassen::V,qoldirmoq,кудалта́ш
1038,retten::V,qutqazmoq,утара́ш
1039,bewachen::V,qo'rimoq,орола́ш
1040,schützen::V,yoniga olmoq,арала́ш
1041,verteidigen::V,yoqlamoq,арала́ш
1042,sich schlagen::V,yoqalashmoq,кредала́ш
1043,schießen::V,otmoq,лӱя́ш
1044,siegen::V,engmoq,сеҥа́ш
1045,ärgern::V,jahl chiqarmoq,сырыкта́ш
1046,schlagen::V,urmoq,пера́ш
1047,treten::V,tepmoq,тошка́ш
1048,stechen::V,qadamoq,кера́ш
1049,stoßen::V,turtmoq,шӱкала́ш
1050,stehlen::V,o'g'rilamoq,шолышта́ш
1051,stören::V,tebratmoq,мешая́ш
1052,belästigen::V,g'ashini keltirmoq,толаштара́ш
1053,verbergen::V,berkitmoq,шылта́ш
1054,täuschen::V,aldamoq,ондала́ш
1055,betrügen::V,tirriq qilmoq,ондала́ш
1056,töten::V,o'ldirmoq,пушта́ш
1057,wohnen::V,istiqomat qilmoq,ила́ш
1058,arbeiten::V,ishlamoq,пашалана́ш
1059,arbeiten::V,ishlamoq,паша́м ышта́ш
1060,sammeln::V,yig'moq,пога́ш
1061,pflücken::V,termoq,кӱра́ш
1062,jagen::V,ov qilmoq,сонарла́ш
1063,fischen::V,baliq ovlamoq,кол куча́ш
1064,fassen::V,ilinmoq,куча́ш
1065,hüten::V,boqtirmoq,кӱта́ш
1066,treiben::V,haydamoq,покта́ш
1067,anbinden::V,bog'lamoq,йолышта́ш
1068,füttern::V,edirmoq,пукша́ш
1069,melken::V,sog'moq,лӱшта́ш
1070,hacken::V,chopmoq,руа́ш
1071,gießen::V,oqizmoq,шава́ш
1072,reifen::V,qizarmoq,кӱа́ш
1073,zubereiten::V,pishirmoq,ямдыла́ш
1074,kochen::V,qaynatmoq,шолта́ш
1075,backen::V,yopmoq,кӱкташ
1076,braten::V,qovurmoq,пуштыла́ш
1077,braten::V,qovurmoq,жаритла́ш
1078,umrühren::V,atalamoq,луга́ш
1079,stricken::V,to'qimoq,пида́ш
1080,nähen::V,tikmoq,урга́ш
1081,färben::V,bo'yoqlamoq,чиялта́ш
1082,reinigen::V,tozalamoq,эрыкта́ш
1083,waschen::V,yuvmoq,мушка́ш
1084,abwischen::V,surkamoq,ӱшта́ш
1085,spülen::V,chaymoq,шӱалта́ш
1086,fegen::V,cho'tkalamoq,ӱшта́ш
1087,kehren::V,supurmoq,ӱшта́ш
1088,baden::V,cho'milmoq,йӱштыла́ш
1089,sich waschen::V,yuvinmoq,мушкылта́ш
1090,ausziehen::V,echintirmoq,кудаша́ш
1091,anziehen::V,kiymoq,чия́ш
1092,sich anziehen::V,kiyinmoq,чия́ш
1093,kämmen::V,taramoq,шера́ш
1094,schmücken::V,yasatmoq,тӱзата́ш
1095,schmücken::V,yasatmoq,чеверта́ш
1096,sagen::V,aytmoq,ойла́ш
1097,sagen::V,aytmoq,каласа́ш
1098,sprechen::V,so'zlamoq,кутыра́ш
1099,reden::V,gapirmoq,мутлана́ш
1100,sich unterhalten::V,suhbatlashmoq,кутыра́ш
1101,fragen::V,so'ramoq,йода́ш
1102,bitten::V,iltimos qilmoq,йода́ш
1103,erzählen::V,aytib bermoq,ойла́ш
1104,mitteilen::V,bildirmoq,увертара́ш
1105,nennen::V,atamoq,лӱмда́ш
1106,rufen::V,chaqirmoq,ӱжа́ш
1107,prahlen::V,gerdaymoq,моктана́ш
1108,übersetzen::V,tarjima qilmoq,кусара́ш
1109,denken::V,o'ylamoq,шона́ш
1110,glauben::V,ishonmoq,ӱшана́ш
1111,bemerken::V,payqamoq,шижа́ш
1112,erkennen::V,tanimoq,пала́ш
1113,begreifen::V,tushunmoq,ыҥла́ш
1114,verstehen::V,anglamoq,умыла́ш
1115,lernen::V,o'qimoq,тунема́ш
1116,wissen::V,bilmoq,шинча́ш
1117,sich erinnern an::V,äsni tanimoq,шарна́ш
1118,vergessen::V,unutmoq,монда́ш
1119,messen::V,o'lchamoq,виса́ш
1120,zählen::V,raqamlamoq,шотла́ш
1121,rechnen::V,cho'tlamoq,шотла́ш
1122,lesen::V,o'qimoq,луда́ш
1123,malen::V,rasm solmoq,сӱретла́ш
1124,zeichnen::V,chizmoq,сӱретла́ш
1125,schreiben::V,yozmoq,воза́ш
1126,besitzen::V,ägalamoq,лия́ш
1127,kaufen::V,olmoq,нала́ш
1128,verkaufen::V,sotmoq,ужала́ш
1129,bezahlen::V,to'lamoq,тӱла́ш
1130,zahlen::V,to'lamoq,тӱла́ш
1131,beherrschen::V,ägalamoq,куча́ш
1132,ertragen::V,chidamoq,турка́ш
