,Concept_ID,ca,fi
836,zwischen::PRP,entre,välillä
837,wegen::PRP,a causa de,takia
838,wegen::PRP,a causa de,vuoksi
839,dies::PRN,aquest,tämä
840,das::PRN,això,se
841,alles::PRN,tot,kaikki
842,ich::PRN,jo,minä
843,du::PRN,tu,sinä
844,er::PRN,ell,hän
845,wir::PRN,nosaltres,me
846,ihr::PRN,vosaltres,te
847,sie::PRN,ells,he
848,sie::PRN,elles,he
849,was::FPRN,què,mikä
850,wer::FPRN,qui,ken
851,wer::FPRN,qui,kuka
852,wo::FADV,on,missä
853,wohin::FADV,cap a on,mihin
854,wie::FADV,com,miten
855,wie::FADV,com,kuinka
856,warum::FADV,per què,miksi
857,wieviel::FNUM,quant,paljonko
858,wieviel::FNUM,quant,kuinka paljon
859,eins::NUM,u,yksi
860,zwei::NUM,dos,kaksi
861,drei::NUM,tres,kolme
862,vier::NUM,quatre,neljä
863,fünf::NUM,cinc,viisi
864,sechs::NUM,sis,kuusi
865,sieben::NUM,set,seitsemän
866,acht::NUM,vuit,kahdeksan
867,neun::NUM,nou,yhdeksän
868,zehn::NUM,deu,kymmenen
869,elf::NUM,onze,yksitoista
870,zwölf::NUM,dotze,kaksitoista
871,zwanzig::NUM,vint,kaksikymmentä
872,dreißig::NUM,trenta,kolmekymmentä
873,vierzig::NUM,quaranta,neljäkymmentä
874,fünfzig::NUM,cinquanta,viisikymmentä
875,sechzig::NUM,seixanta,kuusikymmentä
876,siebzig::NUM,setanta,seitsemänkymmentä
877,achtzig::NUM,vuitanta,kahdeksankymmentä
878,neunzig::NUM,noranta,yhdeksänkymmentä
879,hundert::NUM,cent,sata
880,tausend::NUM,mil,tuhat
881,und::CNJ,i,ja
882,oder::CNJ,o,tai
883,stehen::V,estar de peu,seisoa
884,sitzen::V,seure,istua
885,liegen::V,jeure,maata
886,hängen::V,penjar,riippua
887,werden::V,fer-se,tulla
888,werden::V,fer-se,joutua
889,werden::V,posar-se,tulla
890,werden::V,posar-se,joutua
891,passieren::V,succeir,sattua
892,passieren::V,succeir,tapahtua
893,beginnen::V,iniciar-se,alkaa
894,enden::V,acabar-se,loppua
895,enden::V,acabar-se,päättyä
896,enden::V,terminar-se,loppua
897,enden::V,terminar-se,päättyä
898,wechseln::V,canviar,vaihtua
899,wechseln::V,canviar,vaihdella
900,aufgehen[Sonne]::V,sortir,nousta
901,untergehen[Sonne]::V,posar-se,laskea
902,scheinen[Sonne]::V,brillar,paistaa
903,donnern::V,tronar,jyristä
904,wehen::V,bufar,tuulla
905,wehen::V,bufar,puhaltaa
906,strömen::V,afluir,virrata
907,fließen::V,fluir,valua
908,fließen::V,fluir,juosta
909,sich drehen::V,girar,pyöriä
910,schwanken::V,vacil·lar,horjua
911,schwingen::V,oscil·lar,heilua
912,schwingen::V,oscil·lar,värähdellä
913,fallen::V,caure,pudota
914,fallen::V,caure,langeta
915,fallen::V,tombar,pudota
916,fallen::V,tombar,langeta
917,brennen::V,cremar,palaa
918,rauchen::V,fumejar,savuta
919,regnen::V,ploure,sataa
920,gefrieren::V,gelar-se,jäätyä
921,tauen::V,fondre's,sulaa
922,schmelzen::V,fondre's,sulaa
923,trocknen::V,assecar-se,kuivua
924,sieden::V,bullir,kiehua
925,faulen::V,podrir-se,mädätä
926,verfaulen::V,podrir-se,mädätä
927,verfaulen::V,podrir-se,mädäntyä
928,reißen::V,trencar-se,revetä
929,versinken::V,enfonsar-se,upota
930,versinken::V,enfonsar-se,vajota
931,vergehen::V,passar,kulua
932,erscheinen::V,aparèixer,ilmestyä
933,verschwinden::V,desaparèixer,kadota
934,sinken::V,baixar,vajota
935,sinken::V,descendir,vajota
936,abnehmen::V,decréixer,vähetä
937,zunehmen::V,augmentar,kasvaa
938,zunehmen::V,augmentar,lisääntyä
939,steigen::V,pujar,nousta
940,wachsen::V,créixer,kasvaa
941,glänzen::V,brillar,kiiltää
942,glänzen::V,resplendir,kiiltää
943,funkeln::V,espurnejar,kipinöidä
944,lärmen::V,fer soroll,meluta
945,läuten::V,sonar,soida
946,klingeln::V,trucar,soida
947,klirren::V,dringar,kalista
948,brausen::V,rugir,kohista
949,rauschen::V,murmurar,kohista
950,klingen::V,sonar,soida
951,bellen::V,lladrar,haukkua
952,heulen::V,udolar,ulvoa
953,blasen::V,bufar,puhaltaa
954,pfeifen::V,xiular,viheltää
955,schreien::V,cridar,kirkua
956,stöhnen::V,gemegar,voihkia
957,zittern::V,tremolar,vapista
958,leben::V,vīure,elää
959,geboren werden::V,néixer,syntyä
960,atmen::V,respirar,hengittää
961,trinken::V,beure,juoda
962,essen::V,menjar,syödä
963,schlucken::V,empassar-se,niellä
964,müde werden::V,cansar-se,uupua
965,einschlafen::V,adormir-se,uinahtaa
966,schlafen::V,dormir,maata
967,schlafen::V,dormir,nukkua
968,aufwachen::V,despertar-se,herätä
969,aufstehen::V,llevar-se,nousta
970,aufstehen::V,llevar-se,nousta ylös
971,sich erholen::V,descansar,levätä
972,krank werden::V,posar-se malalt,sairastua
973,krank sein::V,estar malalt,potea
974,krank sein::V,estar malalt,sairastaa
975,schmerzen::V,doldre,särkeä
976,schmerzen::V,doldre,kivistää
977,husten::V,tossir,yskiä
978,genesen::V,recuperar-se,toipua
979,sterben::V,morir,kuolla
980,umkommen::V,perir,saada surmansa
981,umkommen::V,perir,kuolla
982,sich bewegen::V,moure's,liikkua
983,sich rühren::V,moure's,liikahtaa
984,sich erheben::V,aixecar-se,nousta
985,sich setzen::V,asseure's,istuutua
986,hinfallen::V,caure's,kaatua
987,laufen::V,caminar,kävellä
988,schreiten::V,procedir,astua
989,schreiten::V,procedir,astella
990,spazierengehen::V,passejar,kävellä
991,eilen::V,anar corrent,kiirehtiä
992,sich beeilen::V,afanyar-se,kiirehtiä
993,sich beeilen::V,afanyar-se,olla kiireissään
994,sausen::V,córrer,rynnätä
995,sausen::V,córrer,viilettää
996,rennen::V,córrer,juosta
997,springen::V,saltar,hypätä
998,klettern::V,escalar,kiivetä
999,schaukeln::V,gronxar-se,kiikkua
1000,schaukeln::V,balancejar-se,kiikkua
1001,kriechen::V,reptar,ryömiä
1002,kriechen::V,arrossegar-se,ryömiä
1003,schwimmen::V,nadar,uida
1004,tauchen::V,bussejar,sukeltaa
1005,tauchen::V,submergir-se,sukeltaa
1006,rudern::V,remar,soutaa
1007,fahren::V,anar,ajaa
1008,fahren::V,anar,kulkea
1009,fliegen::V,volar,lentää
1010,gehen::V,caminar,käydä
1011,weggehen::V,anar-se'n,lähteä
1012,weggehen::V,anar-se'n,poistua
1013,abfahren::V,partir,lähteä
1014,anhalten::V,aturar-se,pysähtyä
1015,anhalten::V,aturar-se,seisahtua
1016,hineingehen::V,entrar,mennä sisään
1017,eintreten::V,entrar,astua sisään
1018,kommen::V,venir,tulla
1019,ankommen::V,arribar,saapua
1020,zurückkommen::V,tornar,palata
1021,bleiben::V,quedar-se,jäädä
1022,bleiben::V,quedar-se,viipyä
1023,warten::V,esperar,odottaa
1024,erwarten::V,esperar,odottaa
1025,suchen::V,buscar,etsiä
1026,finden::V,trobar,löytää
1027,versuchen::V,intentar,yrittää
1028,vorbereiten::V,preparar,valmistaa
1029,lieben::V,estimar,pitää
1030,lieben::V,estimar,rakastaa
1031,mögen::V,agradar a,pitää
1032,mögen::V,agradar a,tykätä
1033,lachen::V,riure,nauraa
1034,rühren::V,commoure,liikuttaa
1035,rühren::V,emocionar,liikuttaa
1036,weinen::V,plorar,itkeä
1037,schimpfen::V,renyar,haukkua
1038,sich ärgern::V,enfadar-se,suuttua
1039,sich fürchten::V,tenir por,pelätä
1040,fürchten::V,témer,pelätä
1041,fliehen::V,fugir,paeta
1042,flüchten::V,refugiar-se,paeta
1043,sehen::V,veure,nähdä
1044,anschauen::V,mirar,katsoa
1045,ansehen::V,mirar,katsoa
1046,hören::V,oir,kuulla
1047,zuhören::V,escoltar,kuunnella
1048,probieren::V,provar,maistaa
1049,riechen::V,olorar,haistaa
1050,fühlen::V,sentīr,tuntea
1051,scheinen::V,semblar,tuntua
1052,zu sehen sein::V,poder-se veure,näkyä
1053,vernehmen::V,percebre,kuulla
1054,frieren::V,tenir fred,palella
1055,tun::V,fer,tehdä
1056,können::V,poder,osata
1057,wollen::V,voler,tahtoa
1058,anfangen::V,iniciar,ruveta
1059,anfangen::V,iniciar,aloittaa
1060,beenden::V,acabar,lopettaa
1061,aufhören::V,deixar,loppua
1062,gelingen::V,sortir bé,onnistua
1063,geraten::V,sortir,sujua
1064,geraten::V,sortir,joutua
1065,öffnen::V,obrir,avata
1066,öffnen::V,obrir,aukaista
1067,schließen::V,tancar,sulkea
1068,stellen::V,posar,panna
1069,stellen::V,posar,asettaa
1070,stellen::V,col·locar,panna
1071,stellen::V,col·locar,asettaa
1072,setzen::V,assentar,panna
1073,setzen::V,assentar,istuttaa
1074,legen::V,posar,panna
1075,legen::V,posar,asettaa
1076,berühren::V,tocar,koskea
1077,berühren::V,tocar,koskettaa
1078,verbinden::V,unir,liittää
1079,verbinden::V,unir,yhdistää
1080,verbinden::V,connectar,liittää
1081,verbinden::V,connectar,yhdistää
1082,bedecken::V,tapar,kattaa
1083,bedecken::V,tapar,peittää
1084,bedecken::V,cobrir,kattaa
1085,bedecken::V,cobrir,peittää
1086,aufhängen::V,penjar,ripustaa
1087,anzünden::V,encendre,sytyttää
1088,aufheben::V,aixecar,ylös nostaa
1089,aufheben::V,aixecar,nostaa
1090,zurücklassen::V,deixar,jättää
1091,verlieren::V,pērdre,kadottaa
1092,fallen lassen::V,deixar caure,pudottaa
1093,machen::V,fer,tehdä
1094,herstellen::V,producir,tuottaa
1095,herstellen::V,producir,valmistaa
1096,bauen::V,construir,rakentaa
1097,reparieren::V,reparar,korjata
1098,verbessern::V,millorar,parantaa
1099,ändern::V,canviar,muuttaa
1100,graben::V,cavar,kaivaa
1101,beugen::V,doblegar,taivuttaa
1102,biegen::V,corbar,taivuttaa
1103,biegen::V,arquejar,taivuttaa
1104,drehen::V,girar,kääntää
1105,wenden::V,girar,kääntää
1106,umdrehen::V,voltar,kääntää
1107,heben::V,pujar,nostaa
1108,heben::V,pujar,kohottaa
1109,heben::V,aixecar,nostaa
1110,heben::V,aixecar,kohottaa
1111,hochheben::V,aixecar,nostaa
1112,ergreifen::V,agafar,tarttua
1113,halten::V,mantenir,pitää
1114,drücken::V,prémer,painaa
1115,drücken::V,prémer,puristaa
1116,drücken::V,estrènyer,painaa
1117,drücken::V,estrènyer,puristaa
1118,schieben::V,empènyer,työntää
1119,kratzen::V,raspar,raapia
1120,lecken::V,llepar,nuolla
1121,beißen::V,mossegar,purra
1122,abreißen::V,arrencar,repiä
1123,abschneiden::V,tallar,leikata poikki
1124,abschneiden::V,tallar,leikata
1125,binden::V,lligar,sitoa
1126,stecken::V,ficar,pistää
1127,brechen::V,trencar,murtaa
1128,klopfen::V,trucar,koputtaa
1129,klopfen::V,trucar,kolkuttaa
1130,hauen::V,picar,lyödä
1131,hauen::V,colpejar,lyödä
1132,kleben::V,enganxar,liimata
1133,reiben::V,fregar,hieroa
1134,reiben::V,fregar,hangata
1135,streichen::V,untar,sivellä
1136,schleifen::V,afilar,hioa
1137,schleifen::V,esmolar,hioa
1138,schneiden::V,tallar,leikata
1139,rütteln::V,sacsejar,ravistaa
1140,schütteln::V,agitar,pudistaa
1141,schütteln::V,sacsejar,pudistaa
1142,schwenken::V,agitar,heiluttaa
1143,schütten::V,abocar,kaataa
1144,füllen::V,omplir,täyttää
1145,einwickeln::V,embolicar,kääriä
1146,tragen::V,dur,kantaa
1147,tragen::V,portar,kantaa
1148,schleppen::V,arrossegar,raahata
1149,ziehen::V,tirar,vetää
1150,ziehen::V,estirar,vetää
1151,aufbewahren::V,conservar,säilyttää
1152,werfen::V,llançar,viskata
1153,fangen::V,agafar,napata
1154,fangen::V,agafar,ottaa kiinni
1155,fangen::V,atrapar,napata
1156,fangen::V,atrapar,ottaa kiinni
1157,packen::V,engrapar,tarttua
1158,verstecken::V,amagar,kätkeä
1159,verstecken::V,amagar,piilottaa
1160,teilen::V,dividir,jakaa
1161,schicken::V,enviar,lähettää
1162,bringen::V,portar,viedä
1163,hinzufügen::V,afegir,lisätä
1164,bekommen::V,obtenir,saada
1165,erhalten::V,rebre,saada
1166,nehmen::V,prendre,ottaa
1167,wählen::V,triar,valita
1168,wählen::V,elegir,valita
1169,auswählen::V,escollir,valikoida
1170,auswählen::V,seleccionar,valikoida
1171,bewahren::V,conservar,säilyttää
1172,behindern::V,impedir,estää
1173,behindern::V,obstaculitzar,estää
1174,verderben::V,espatllar,pilata
1175,verderben::V,espatllar,turmella
1176,beschädigen::V,danyar,vioittaa
1177,beschädigen::V,danyar,vahingoittaa
1178,beschädigen::V,destrossar,vioittaa
1179,beschädigen::V,destrossar,vahingoittaa
1180,zerbrechen::V,trencar,rikkoa
1181,zerreißen::V,estripar,repiä rikki
1182,zerreißen::V,estripar,repiä palasiksi
1183,zerstören::V,destruir,hävittää
1184,verbrennen::V,cremar,polttaa
1185,geben::V,donar,antaa
1186,reichen::V,passar,ojentaa
1187,schenken::V,regalar,lahjoittaa
1188,versprechen::V,prometre,luvata
1189,wünschen::V,desitjar,toivottaa
1190,loben::V,elogiar,ylistää
1191,küssen::V,fer un petó a,suudella
1192,wiegen::V,bressolar,tuudittaa
1193,wiegen::V,bressolar,keinuttaa
1194,zudecken::V,tapar,peittää
1195,zudecken::V,cobrir,peittää
1196,wecken::V,despertar,herättää
1197,zeigen::V,mostrar,näyttää
1198,zeigen::V,mostrar,osoittaa
1199,zeigen::V,ensenyar,näyttää
1200,zeigen::V,ensenyar,osoittaa
1201,führen::V,guiar,johdattaa
1202,führen::V,conduir,johdattaa
1203,lehren::V,ensenyar,opettaa
1204,unterrichten::V,ensenyar,opettaa
1205,aufziehen::V,criar,kasvattaa
1206,leiten::V,dirigir,johtaa
1207,antreiben::V,impel·lir,hoputtaa
1208,lassen::V,fer,antaa
1209,einladen::V,invitar,kutsua
1210,einladen::V,convidar,kutsua
1211,vereinigen::V,unir,yhdistää
1212,besuchen::V,visitar,vierailla
1213,besuchen::V,anar a veure,vierailla
1214,treffen::V,trobar,tavata
1215,sich versammeln::V,reunir-se,kokoontua
1216,spielen::V,jugar,pelata
1217,spielen::V,jugar,leikkiä
1218,singen::V,cantār,laulaa
1219,tanzen::V,ballar,tanssia
1220,sich trennen::V,separar-se,erota
1221,verlassen::V,deixar,jättää
1222,verlassen::V,abandonar,jättää
1223,retten::V,salvar,pelastaa
1224,bewachen::V,vigilar,vartioida
1225,schützen::V,protegir,suojella
1226,verteidigen::V,defensar,puolustaa
1227,sich schlagen::V,barallar-se,tapella
1228,schießen::V,tirar,ampua
1229,schießen::V,disparar,ampua
1230,siegen::V,vèncer,voittaa
1231,ärgern::V,enfadar,ärsyttää
1232,schlagen::V,pegar,lyödä
1233,schlagen::V,colpejar,lyödä
1234,treten::V,donar un cop de peu a,potkaista
1235,stechen::V,punxar,pistää
1236,stechen::V,apunyalar,pistää
1237,stoßen::V,empènyer,sysätä
1238,stoßen::V,empènyer,työntää
1239,stehlen::V,robar,varastaa
1240,stören::V,molestar,häiritä
1241,belästigen::V,importunar,häiritä
1242,verbergen::V,amagar,kätkeä
1243,verbergen::V,ocultar,kätkeä
1244,täuschen::V,enganyar,harhauttaa
1245,betrügen::V,estafar,pettää
1246,betrügen::V,estafar,petkuttaa
1247,töten::V,matar,tappaa
1248,wohnen::V,vīure,asua
1249,wohnen::V,habitar,asua
1250,arbeiten::V,treballar,tehdä työtä
1251,arbeiten::V,treballar,työskennellä
1252,sammeln::V,col·leccionar,koota
1253,sammeln::V,col·leccionar,kerätä
1254,pflücken::V,collir,poimia
1255,jagen::V,caçar,metsästää
1256,fischen::V,pescar,kalastaa
1257,fassen::V,atrapar,pyydystää
1258,fassen::V,atrapar,saalistaa
1259,hüten::V,pasturar,paimentaa
1260,treiben::V,arriar,ajaa
1261,anbinden::V,lligar,kytkeä
1262,füttern::V,donar menjar a,ruokkia
1263,melken::V,munyir,lypsää
1264,hacken::V,picar,hakata
1265,hacken::V,tallar,hakata
1266,gießen::V,regar,kastella
1267,reifen::V,madurar,kypsyä
1268,zubereiten::V,preparar,valmistaa
1269,kochen::V,coure,keittää
1270,backen::V,coure al forn,leipoa
1271,braten::V,rostir,paistaa
1272,umrühren::V,remenar,hämmentää
1273,stricken::V,tricotar,kutoa
1274,stricken::V,tricotar,neuloa
1275,stricken::V,fer punt de mitja,kutoa
1276,stricken::V,fer punt de mitja,neuloa
1277,nähen::V,cosir,ommella
1278,färben::V,tenyir,värjätä
1279,färben::V,tenyir,värittää
1280,reinigen::V,netejar,puhdistaa
1281,waschen::V,rentār,pestä
1282,abwischen::V,eixugar,pyyhkiä
1283,spülen::V,esbandir,huuhtoa
1284,fegen::V,escombrar,pyyhkäistä
1285,kehren::V,escombrar,lakaista
1286,baden::V,banyar-se,kylpeä
1287,sich waschen::V,rentār-se,peseytyä
1288,ausziehen::V,treure's,riisua
1289,anziehen::V,posar-se,pukea ylleen
1290,sich anziehen::V,vestir-se,pukeutua
1291,kämmen::V,pentinar,kammata
1292,schmücken::V,adornar,koristaa
1293,schmücken::V,adornar,kaunistaa
1294,sagen::V,dir,sanoa
1295,sprechen::V,parlar,puhua
1296,reden::V,parlar,keskustella
1297,sich unterhalten::V,conversar,jutella
1298,fragen::V,preguntar,kysyä
1299,bitten::V,demanar,pyytää
1300,erzählen::V,contar,kertoa
1301,erzählen::V,explicar,kertoa
1302,mitteilen::V,comunicar,ilmoittaa
1303,nennen::V,nomenar,kutsua
1304,nennen::V,nomenar,nimittää
1305,rufen::V,cridar,kutsua
1306,prahlen::V,lloar-se,kerskailla
1307,prahlen::V,jactar-se,kerskailla
1308,übersetzen::V,traduir,kääntää
1309,denken::V,pensar,miettiä
1310,denken::V,pensar,ajatella
1311,glauben::V,creure,uskoa
1312,bemerken::V,notar,huomata
1313,erkennen::V,reconèixer,tunnistaa
1314,begreifen::V,comprendre,ymmärtää
1315,verstehen::V,entendre,ymmärtää
1316,lernen::V,aprendre,oppia
1317,wissen::V,saber,tietää
1318,sich erinnern an::V,recordar,muistaa
1319,vergessen::V,oblidar,unohtaa
1320,messen::V,mesurar,mitata
1321,zählen::V,comptar,laskea
1322,rechnen::V,calcular,laskea
1323,lesen::V,llegir,lukea
1324,malen::V,pintar,maalata
1325,zeichnen::V,dibuixar,piirtää
1326,zeichnen::V,dibuixar,piirustaa
1327,schreiben::V,escrīure,kirjoittaa
1328,besitzen::V,posseir,omistaa
1329,kaufen::V,comprar,ostaa
1330,verkaufen::V,vendre,myydä
1331,bezahlen::V,pagar,maksaa
1332,zahlen::V,pagar per,maksaa
1333,beherrschen::V,dominar,hallita
1334,ertragen::V,aguantar,kestää
