,Concept_ID,it,sl
117,Anhöhe::N,altura,gríč
118,Anhöhe::N,altura,višína
119,Berg::N,monte,gôra
120,Berg::N,monte,planína
121,Berg::N,montagna,gôra
122,Berg::N,montagna,planína
123,Gipfel::N,cima,vŕh
124,Höhle::N,grotta,jáma
125,Höhle::N,grotta,votlína
126,Höhle::N,caverna,jáma
127,Höhle::N,caverna,votlína
128,Abhang::N,pendìo,pobóčje
129,Quelle::N,sorgente,izvír
130,Bach::N,ruscello,pôtok
131,Fluss::N,fiume,réka
132,Ufer::N,riva,brég
133,Küste::N,costa,obála
134,Küste::N,costa,obréžje
135,Festland::N,terraferma,celína
136,Festland::N,terraferma,kopnína
137,Meer::N,mare,mórje
138,Bucht::N,cala,zalív
139,Insel::N,ìsola,ôtok
140,Blume::N,fiore,cvetlíca
141,Gras::N,erba,tráva
142,Wurzel::N,radice,korenína
143,Baum::N,àlbero,drevó
144,Stamm::N,tronco,dêblo
145,Rinde::N,corteccia,lúbje
146,Rinde::N,corteccia,skórja
147,Ast::N,ramo,véja
148,Zweig::N,ramo,véja
149,Blatt::N,foglia,líst
150,Birke::N,betulla,bréza
151,Kiefer[Baum]::N,pino,bòr
152,Weide[Baum]::N,sàlice,vŕba
153,Tanne::N,abete,hója
154,Horn::N,corno,róg
155,Feder::N,penna,peró
156,Fell::N,manto,kŕzno
157,Fell::N,pelame,kŕzno
158,Flügel::N,ala,krílo
159,Klaue::N,grinfia,párkelj
160,Kralle::N,unghia,krémpelj
161,Kralle::N,artiglio,krémpelj
162,Schwanz::N,coda,rèp
163,Ei::N,uovo,jájce
164,Nest::N,nido,gnézdo
165,Bau::N,covo,brlòg
166,Tier::N,bestia,živál
167,Tier::N,animale,živál
168,Herde::N,gregge,čréda
169,Kuh::N,vacca,kráva
170,Bulle::N,toro,bìk
171,Pferd::N,cavallo,kònj
172,Schaf::N,pècora,ôvca
173,Schwein::N,porco,svínja
174,Schwein::N,maiale,svínja
175,Hund::N,cane,pès
176,Katze::N,gatta,máčka
177,Bär::N,orso,mêdved
178,Eichhörnchen::N,scoiàttolo,véverica
179,Elch::N,alce,lós
180,Fuchs::N,volpe,lisíca
181,Hase::N,lepre,zájec
182,Maus::N,topo,mìš
183,Maus::N,sorcio,mìš
184,Wolf::N,lupo,vólk
185,Vogel::N,uccello,ptìč
186,Vogel::N,uccello,ptíca
187,Schwarm::N,stormo,játa
188,Huhn::N,gallina,kokóš
189,Hahn::N,gallo,petêlin
190,Gans::N,oca,gós
191,Adler::N,àquila,ôrel
192,Ente::N,ànatra,ráca
193,Eule::N,gufo,sôva
194,Eule::N,civetta,sôva
195,Kranich::N,gru,žerjàv
196,Krähe::N,cornacchia,vrána
197,Kuckuck::N,cuccù,kúkavica
198,Kuckuck::N,cùculo,kúkavica
199,Schwan::N,cigno,labód
200,Fisch::N,pesce,ríba
201,Barsch::N,pèrsico,ostríž
202,Hecht::N,luccio,ščúka
203,Schlange[Tier]::N,serpente,káča
204,Wurm::N,baco,čr̀v
205,Wurm::N,baco,glísta
206,Wurm::N,verme,čr̀v
207,Wurm::N,verme,glísta
208,Spinne::N,ragno,pájek
209,Ameise::N,formica,mrávlja
210,Laus::N,pidocchio,úš
211,Mücke::N,zanzara,komár
212,Fliege::N,mosca,múha
213,Schmetterling::N,farfalla,metúlj
214,Beere::N,bacca,jágoda
215,Apfel::N,mela,jábolko
216,Pilz::N,fungo,góba
217,Zwiebel::N,cipolla,čebúla
218,Saat::N,semente,séme
219,Korn::N,grano,zŕno
220,Heu::N,fieno,senó
221,Schale::N,buccia,lupína
222,Grube::N,cava,jáma
223,Grube::N,fossa,jáma
224,Falle::N,tràppola,pást
225,Schlinge::N,laccio,zánka
226,Schlinge::N,laccio,pêtlja
227,Spur::N,traccia,sléd
228,Asche::N,cenere,pepél
229,Dreck::N,fango,bláto
230,Eisen::N,ferro,želézo
231,Gold::N,oro,zlató
232,Silber::N,argento,srebró
233,Kohle::N,carbone,ógel
234,Glas::N,vetro,stêklo
235,Lehm::N,argilla,ílo
236,Sand::N,arena,pések
237,Sand::N,sabbia,pések
238,Mensch::N,uomo,člôvek
239,Mensch::N,èssere umano,člôvek
240,Mann::N,uomo,móž
241,Mann::N,uomo,môški
242,Frau::N,donna,gospá
243,Frau::N,donna,žénska
244,Kind::N,bambino,déte
245,Kind::N,bambino,otròk
246,Junge::N,ragazzo,fànt
247,Junge::N,ragazzo,déček
248,Mädchen::N,ragazza,deklè
249,Mädchen::N,ragazza,déklica
250,Familie::N,famiglia,družína
251,Großvater::N,nonno,dèd
252,Großvater::N,nonno,dédek
253,Großmutter::N,nonna,bábica
254,Eltern::N,genitori,stárši
255,Vater::N,padre,ôče
256,Mutter::N,madre,máma
257,Sohn::N,figlio,sín
258,Tochter::N,figlia,hčí
259,Tochter::N,figlia,hčérka
260,Bruder::N,fratello,bràt
261,Schwester::N,sorella,sêstra
262,Onkel::N,zio,újec
263,Onkel::N,zio,stríc
264,Tante::N,zia,têta
265,Tante::N,zia,strína
266,Ehemann::N,marito,móž
267,Ehemann::N,marito,sopróg
268,Ehefrau::N,moglie,žêna
269,Ehefrau::N,moglie,sopróga
270,Freude::N,gioia,rádost
271,Freude::N,gioia,vesêlje
272,Freude::N,piacere,rádost
273,Freude::N,piacere,vesêlje
274,Gelächter::N,risata,sméh
275,Gelächter::N,risata,grohòt
276,Glück::N,felicità,sréča
277,Kummer::N,afflizione,gorjé
278,Wunsch::N,desiderio,žêlja
279,Lust::N,voglia,poželênje
280,Geist::N,mente,dúša
281,Geist::N,spìrito,dúša
282,Gedanke::N,idea,mísel
283,Gedanke::N,pensiero,mísel
284,Gedächtnis::N,memoria,pámet
285,Verstand::N,intelletto,
286,Sinn::N,senso,pomèn
287,Sinn::N,senso,smísel
288,Sinn::N,significato,pomèn
289,Sinn::N,significato,smísel
290,Grund::N,causa,vzròk
291,Grund::N,motivo,vzròk
292,Grund::N,ragione,vzròk
293,Wahrheit::N,verità,resníca
294,Gespräch::N,discorso,pogóvor
295,Gespräch::N,conversazione,pogóvor
296,Märchen::N,fiaba,právljica
297,Märchen::N,fàvola,právljica
298,Erzählung::N,racconto,povést
299,Erzählung::N,narrazione,povést
300,Nachricht::N,messaggio,sporočílo
301,Neuigkeit::N,notizia,novóst
302,Name::N,nome,imé
303,Rätsel::N,indovinello,ugánka
304,Rede::N,discorso,góvor
305,Sprache::N,lingua,jêzik
306,Sprache::N,linguaggio,jêzik
307,Stimme::N,voce,glás
308,Wort::N,parola,beséda
309,Zeichen::N,segno,znák
310,Zeichen::N,segnale,znák
311,Ruf::N,chiamata,klíc
312,Lärm::N,chiasso,hrúp
313,Lärm::N,chiasso,trúšč
314,Lärm::N,strèpito,hrúp
315,Lärm::N,strèpito,trúšč
316,Laut::N,suono,glás
317,Ton::N,tono,tón
318,Lied::N,canto,pésem
319,Lied::N,canzone,pésem
320,Ruhe::N,calma,pokòj
321,Ruhe::N,tranquillità,pokòj
322,Leute::N,gente,ljudjé
323,Volk::N,pòpolo,národ
324,Arbeit::N,lavoro,délo
325,Gast::N,òspite,gòst
326,Gast::N,invitato,gòst
327,Geschenk::N,regalo,darílo
328,Spiel::N,gioco,ígra
329,Gesellschaft::N,compagnìa,drúžba
330,Hilfe::N,aiuto,pomóč
331,Hilfe::N,soccorso,pomóč
332,Freund::N,amico,prijátelj
333,Kamerad::N,camerata,továriš
334,Angelegenheit::N,affare,zadéva
335,Angelegenheit::N,faccenda,zadéva
336,Anzahl::N,nùmero,števílo
337,Anzahl::N,quantità,števílo
338,Art::N,tipo,vŕsta
339,Art::N,specie,vŕsta
340,Stück::N,pezzo,kós
341,Teil::N,parte,dél
342,Hälfte::N,metà,polovíca
343,Kreis::N,cìrcolo,króg
344,Kreis::N,cìrcolo,kolobár
345,Kreuz::N,croce,kríž
346,Linie::N,lìnea,próga
347,Strich::N,tratto,čŕta
348,Abstand::N,distanza,preslédek
349,Entfernung::N,distanza,oddáljenost
350,Entfernung::N,lontananza,oddáljenost
351,Gegend::N,regione,kràj
352,Gegend::N,regione,dežêla
353,Platz::N,posto,prôstor
354,Platz::N,spazio,prôstor
355,Ort::N,luogo,mésto
356,Ort::N,località,mésto
357,Seite::N,lato,bòk
358,Seite::N,lato,strán
359,Seite::N,parte,bòk
360,Seite::N,parte,strán
361,Mitte::N,mezzo,sredína
362,Mitte::N,centro,sredína
363,Gegenstand::N,oggetto,prédmet
364,Sache::N,cosa,réč
365,Sache::N,cosa,stvár
366,Rand::N,orlo,kràj
367,Rand::N,bordo,kràj
368,Kante::N,spìgolo,rób
369,Ecke::N,canto,vogál
370,Spitze::N,punta,óst
371,Ende::N,capo,kônec
372,Ende::N,estremità,kônec
373,Loch::N,buco,lúknja
374,Winkel::N,àngolo,kót
375,Muster::N,disegno,vzórec
376,Größe::N,taglia,veličína
377,Größe::N,grandezza,veličína
378,Länge::N,lunghezza,dolžína
379,Höhe::N,altezza,vršína
380,Gewicht::N,peso,téža
381,Menge::N,quantità,količína
382,Haufen::N,cùmulo,kùp
383,Haufen::N,cùmulo,kopíca
384,Haufen::N,mucchio,kùp
385,Haufen::N,mucchio,kopíca
386,Reihe::N,fila,níz
387,Reihe::N,fila,vŕsta
388,Boot::N,barca,čóln
389,Boot::N,battello,čóln
390,Ruder::N,remo,vêslo
391,Schlitten::N,slitta,saní
392,Ski::N,sci,smučí
393,Lagerfeuer::N,falò,táborni ôgenj
394,Lagerfeuer::N,fuoco di bivacco,táborni ôgenj
395,Last::N,càrico,tôvor
396,Gang::N,andata,hòd
397,Schritt::N,passo,korák
398,Norden::N,nord,séver
399,Norden::N,settentrione,séver
400,Süden::N,sud,júg
401,Süden::N,meridione,júg
402,Westen::N,òvest,zapàd
403,Westen::N,occidente,zapàd
404,Osten::N,est,vzhòd
405,Osten::N,oriente,vzhòd
406,Holz::N,legno,lés
407,Brett::N,asse,deskà
408,Brett::N,tàvola,deskà
409,Platte::N,lastra,plôča
410,Platte::N,piastra,plôča
411,Stütze::N,supporto,opóra
412,Stütze::N,supporto,zaslómba
413,Stange::N,sbarra,gréd
414,Stange::N,pèrtica,gréd
415,Stock::N,verga,pálica
416,Stock::N,bastone,pálica
417,Stock::N,bacchetta,pálica
418,Stab::N,asta,pálica
419,Rohr::N,tubo,cév
420,Haus::N,casa,híša
421,Heim::N,casa,dóm
422,Ofen::N,stufa,péč
423,Fußboden::N,pavimento,pòd
424,Tisch::N,tàvolo,míza
425,Stuhl::N,sedia,stòl
426,Wiege::N,culla,zíbel
427,Bett::N,letto,póstelja
428,Regal::N,scaffale,políca
429,Kiste::N,cassa,zabòj
430,Fenster::N,finestra,ôkno
431,Tür::N,porta,vráta
432,Tor::N,portone,velíka vráta
433,Zaun::N,recinto,ográja
434,Dach::N,tetto,stréha
435,Leiter::N,scala,léstev
436,Leiter::N,scala a pioli,léstev
437,Besen::N,scopa,mêtla
438,Spaten::N,vanga,lopáta
439,Schaufel::N,pala,lopáta
440,Gabel::N,forchetta,vílice
441,Löffel::N,cucchiaio,žlíca
442,Messer::N,coltello,nòž
443,Nagel::N,chiodo,žebèlj
444,Netz::N,rete,mréža
445,Haken::N,uncino,kljúka
446,Griff::N,mànico,ročáj
447,Griff::N,mànico,oprijèm
448,Griff::N,maniglia,ročáj
449,Griff::N,maniglia,oprijèm
450,Schloss::N,serratura,ključávnica
451,Bild::N,quadro,slíka
452,Bild::N,immàgine,slíka
453,Figur::N,figura,figúra
454,Figur::N,figura,postáva
455,Puppe::N,bàmbola,lútka
456,Beutel::N,borsa,môšnja
457,Beutel::N,sacchetto,môšnja
458,Bündel::N,fascio,cúla
459,Bündel::N,fascio,svéženj
460,Bündel::N,fagotto,cúla
461,Bündel::N,fagotto,svéženj
462,Tasche::N,borsa,tórba
463,Tasche::N,borsa,tobôlec
464,Eimer::N,secchio,vêdro
465,Deckel::N,coperchio,pokròv
466,Deckel::N,coperchio,poklópec
467,Geschirr::N,stoviglie,posóda
468,Sack::N,sacco,vréča
469,Tasse::N,tazza,skodélica
470,Topf::N,pèntola,lônec
471,Kessel::N,paiolo,kôtel
472,Kessel::N,calderone,kôtel
473,Essen::N,pasto,hrána
474,Essen::N,mangiare,hrána
475,Nahrung::N,cibo,živílo
476,Nahrung::N,alimento,živílo
477,Speise::N,piatto,jéd
478,Fleisch::N,carne,mesó
479,Getreide::N,cereali,žíto
480,Brei::N,purè,káša
481,Brei::N,pappa,káša
482,Brot::N,pane,krùh
483,Scheibe::N,fetta,réženj
484,Scheibe::N,trancia,réženj
485,Fett::N,grasso,mást
486,Fett::N,grasso,maščôba
487,Butter::N,burro,máslo
488,Öl::N,olio,ólje
489,Salz::N,sale,sól
490,Suppe::N,zuppa,júha
491,Suppe::N,minestra,júha
492,Honig::N,miele,méd
493,Milch::N,latte,mléko
494,Tee::N,tè,čáj
495,Leder::N,pelle,úsnje
496,Wolle::N,lana,vólna
497,Stoff::N,panno,blagó
498,Stoff::N,tessuto,blagó
499,Nadel::N,ago,ígla
500,Faden::N,filo,nít
501,Knopf::N,bottone,gúmb
502,Knoten::N,nodo,vôzel
503,Farbe::N,pittura,bárva
504,Kleidung::N,vestiti,obléka
505,Kleidung::N,vestiario,obléka
506,Hemd::N,camicia,srájca
507,Kragen::N,bàvero,ovrátnik
508,Kragen::N,colletto,ovrátnik
509,Ärmel::N,mànica,rokáv
510,Hose::N,calzoni,hláče
511,Gürtel::N,cintura,pás
512,Mütze::N,berretto,kápa
513,Mütze::N,berretto,čépica
514,Schuh::N,scarpa,čévelj
515,Stiefel::N,stivale,škórenj
516,Ring::N,anello,pŕstan
517,Band::N,nastro,trák
518,Band::N,fettuccia,trák
519,Kamm::N,pèttine,glavník
520,Spiegel::N,specchio,zrcálo
521,Spiegel::N,specchio,ogledálo
522,Riemen::N,cinghia,jêrmen
523,Schnur::N,corda,vŕvca
524,Leine::N,guinzaglio,konôpec
525,Decke::N,coperta,odéja
526,Kissen::N,cuscino,blazína
527,Kissen::N,guanciale,blazína
528,Tuch::N,fazzoletto,pŕt
529,Tuch::N,fazzoletto,rúta
530,Handtuch::N,asciugamano,brisáča
531,Kraft::N,forza,síla
532,Stärke::N,forza,jákost
533,Stärke::N,vigore,jákost
534,Stärke::N,fortezza,jákost
535,Gesundheit::N,salute,zdrávje
536,Krankheit::N,malattìa,bolézen
537,Schmerz::N,dolore,ból
538,Schmerz::N,dolore,bolečína
539,Wunde::N,piaga,rána
540,Wunde::N,ferita,rána
541,Fieber::N,febbre,vročína
542,Arznei::N,fàrmaco,lék
543,Arznei::N,fàrmaco,zdravílo
544,Arznei::N,medicina,lék
545,Arznei::N,medicina,zdravílo
546,Brücke::N,ponte,móst
547,Brunnen::N,pozzo,vodnják
548,Weide::N,pàscolo,páša
549,Pfad::N,sentiero,stezà
550,Weg::N,via,pót
551,Weg::N,cammino,pót
552,Straße::N,strada,césta
553,Dorf::N,paese,vás
554,Dorf::N,villaggio,vás
555,Stadt::N,città,mésto
556,Brief::N,lèttera,písmo
557,Buch::N,libro,knjíga
558,Buchstabe::N,lèttera,čŕka
559,Zeitung::N,giornale,čásnik
560,Leben::N,vita,življênje
561,Tod::N,morte,smŕt
562,Grab::N,tomba,gròb
563,Grab::N,sepolcro,gròb
564,Kirche::N,chiesa,cérkev
565,Sünde::N,peccato,gréh
566,Gott::N,dio,bóg
567,Arbeiter::N,operaio,délavec
568,Arbeiter::N,lavoratore,délavec
569,Chef::N,capo,šéf
570,Chef::N,padrone,šéf
571,Meister::N,mastro,mójster
572,Meister::N,maestro,mójster
573,Arzt::N,mèdico,zdravník
574,Arzt::N,dottore,zdravník
575,Lehrer::N,professore,učítelj
576,Geld::N,soldi,denár
577,Geld::N,denaro,denár
578,Geschäft::N,affare,kupčíja
579,Geschäft::N,negozio,kupčíja
580,Laden::N,negozio,trgovína
581,Preis::N,prezzo,céna
582,Ware::N,merce,róba
583,Nutzen::N,ùtile,príd
584,Nutzen::N,profitto,príd
585,Reichtum::N,ricchezza,bogástvo
586,Welt::N,mondo,svét
587,Land::N,paese,dežêla
588,Staat::N,Stato,držáva
589,König::N,re,králj
590,Macht::N,potere,oblást
591,Grenze::N,confine,mêja
592,Grenze::N,frontiera,mêja
593,Krieg::N,guerra,vôjna
594,Feind::N,nemico,sovrážnik
595,Gewalt::N,violenza,nasílje
596,Kampf::N,lotta,bòj
597,Kampf::N,lotta,bórba
598,Bogen[Waffe]::N,arco,lók
599,Pfeil::N,freccia,puščíca
600,Gewehr::N,fucile,púška
601,Fehler::N,errore,zmóta
602,Fehler::N,sbaglio,zmóta
603,Lüge::N,bugìa,láž
604,Lüge::N,menzogna,láž
605,Schaden::N,danno,okvára
606,Unglück::N,sfortuna,nesréča
607,Schuld::N,colpa,krívda
608,Alter::N,età,dôba
609,Schluss::N,fine,kônec
610,Zeit::N,tempo,čàs
611,Tag::N,giorno,dán
612,Tag::N,giornata,dán
613,Morgen::N,mattina,jútro
614,Mittag::N,mezzogiorno,póldan
615,Abend::N,sera,večér
616,Abend::N,serata,večér
617,Nacht::N,notte,nóč
618,Woche::N,settimana,téden
619,Monat::N,mese,mésec
620,Jahr::N,anno,léto
621,Frühling::N,primavera,pomlád
622,Sommer::N,estate,polétje
623,Herbst::N,autunno,jesén
624,Winter::N,inverno,zíma
625,Januar::N,gennaio,jánuar
626,Februar::N,febbraio,fébruar
627,März::N,marzo,márec
628,April::N,aprile,apríl
629,Mai::N,maggio,máj
630,Juni::N,giugno,júnij
631,Juli::N,luglio,júlij
632,August::N,agosto,avgúst
633,September::N,settembre,septêmber
634,Oktober::N,ottobre,október
635,November::N,novembre,novêmber
636,Dezember::N,dicembre,decémber
637,Montag::N,lunedì,ponedéljek
638,Dienstag::N,martedì,tôrek
639,Mittwoch::N,mercoledì,sréda
640,Donnerstag::N,giovedì,četŕtek
641,Freitag::N,venerdì,pétek
642,Samstag::N,sàbato,sobóta
643,Sonntag::N,domenica,nedélja
644,groß::A,grande,vêlik
645,klein::A,pìccolo,májhen
646,lang::A,lungo,dólg
647,kurz::A,corto,krátek
648,breit::A,largo,širòk
649,schmal::A,stretto,ózek
650,dicht::A,denso,góst
651,dick[Gegenstand]::A,spesso,dêbel
652,dünn::A,sottile,tánek
653,fein::A,fine,drôben
654,fein::A,delicato,drôben
655,fest::A,sodo,tŕden
656,fest::A,fisso,tŕden
657,flach::A,piano,plán
658,flach::A,piano,plòsk
659,flach::A,piatto,plán
660,flach::A,piatto,plòsk
661,glatt::A,liscio,gládek
662,hart::A,duro,tŕd
663,weich::A,molle,mehák
664,rund::A,rotondo,okrógel
665,spitz::A,aguzzo,šílast
666,spitz::A,appuntito,šílast
667,scharf::A,affilato,óster
668,scharf::A,tagliente,óster
669,stumpf::A,smussato,tóp
670,stumpf::A,smussato,skŕhan
671,schwer::A,pesante,têžek
672,schön::A,bello,lép
673,schön::A,bello,krásen
674,heiß::A,caldo,vròč
675,heiß::A,bollente,vròč
676,warm::A,caldo,tôpel
677,kalt::A,freddo,mŕzel
678,kalt::A,freddo,hláden
679,kühl::A,fresco,hláden
680,frisch::A,fresco,svéž
681,feucht::A,ùmido,vlážen
682,nass::A,bagnato,móker
683,trocken::A,secco,súh
684,voll::A,pieno,póln
685,leer::A,vuoto,prázen
686,offen::A,aperto,odpŕt
687,geschlossen::A,chiuso,zapŕt
688,sauber::A,netto,číst
689,sauber::A,netto,líčen
690,sauber::A,pulito,číst
691,sauber::A,pulito,líčen
692,schmutzig::A,sporco,umázan
693,schmutzig::A,sùdicio,umázan
694,roh::A,crudo,suròv
695,reif::A,maturo,zrèl
696,lecker::A,ghiotto,okúsen
697,lecker::A,squisito,okúsen
698,süß::A,dolce,sládek
699,bitter::A,amaro,grenák
700,sauer::A,aspro,kísel
701,sauer::A,acerbo,kísel
702,hell::A,chiaro,svetèl
703,dunkel::A,buio,temèn
704,dunkel::A,oscuro,temèn
705,schwarz::A,nero,čŕn
706,weiß::A,bianco,bél
707,rot::A,rosso,rdèč
708,gelb::A,giallo,žólt
709,gelb::A,giallo,rumèn
710,blau::A,blu,móder
711,blau::A,azzurro,móder
712,grün::A,verde,zelèn
713,grau::A,grigio,sív
714,bunt::A,variopinto,písan
715,billig::A,a buon prezzo,pocéni
716,billig::A,a buon mercato,pocéni
717,teuer::A,caro,drág
718,wertvoll::A,prezioso,dragocén
719,blind::A,cieco,slép
720,taub::A,sordo,glúh
721,kräftig::A,forte,močán
722,kräftig::A,robusto,močán
723,stark::A,forte,ják
724,stark::A,vigoroso,ják
725,schwach::A,dèbole,šíbek
726,fett::A,grasso,dêbel
727,schlank::A,snello,vítek
728,schlank::A,slanciato,vítek
729,hübsch::A,bello,lép
730,hübsch::A,carino,lép
731,böse::A,cattivo,zèl
732,böse::A,cattivo,hudôben
733,dumm::A,stùpido,glúp
734,dumm::A,stùpido,bédast
735,faul::A,pigro,lén
736,fleißig::A,diligente,marljív
737,geizig::A,avaro,škŕt
738,klug::A,intelligente,pámeten
739,geschickt::A,àbile,spréten
740,lieb::A,caro,míl
741,lieb::A,caro,ljúb
742,lustig::A,gaio,vesél
743,lustig::A,allegro,vesél
744,sanft::A,dolce,láhek
745,hungrig::A,affamato,láčen
746,krank::A,malato,bolán
747,krank::A,infermo,bolán
748,nackt::A,nudo,nág
749,traurig::A,triste,túžen
750,lebendig::A,vivo,žív
751,gut::A,buono,dóber
752,schlecht::A,cattivo,malopríden
753,richtig::A,giusto,pravílen
754,schlimm::A,grave,húd
755,wahr::A,vero,resníčen
756,alt::A,vecchio,stàr
757,neu::A,nuovo,nòv
758,ehemalig::A,vecchio,nekdánji
759,ehemalig::A,d'una_volta,nekdánji
760,alt[Lebewesen]::A,anziano,stàr
761,jung::A,giovane,mlád
762,arm::A,pòvero,ubóg
763,arm::A,pòvero,réven
764,reich::A,ricco,bogàt
765,bekannt::A,noto,znán
766,bekannt::A,conosciuto,znán
767,berühmt::A,famoso,sláven
768,berühmt::A,famoso,znamenít
769,berühmt::A,cèlebre,sláven
770,berühmt::A,cèlebre,znamenít
771,fremd::A,estràneo,túj
772,fremd::A,straniero,túj
773,verschieden::A,diverso,razlíčen
774,verschieden::A,differente,razlíčen
775,nah::A,vicino,blížnji
776,nah::A,propinquo,blížnji
777,fern::A,lontano,dáleč
778,linker::A,sinistro,lévi
779,rechter::A,destro,désni
780,anderer::A,altro,drúgi
781,erster::A,primo,pŕvi
782,zweiter::A,secondo,drúgi
783,dritter::A,terzo,trétji
784,letzter::A,ùltimo,poslédnji
785,allein::ADV,solo,sám
786,allein::ADV,da solo,sám
787,auf einmal::ADV,insieme,obênem
788,zusammen::ADV,insieme,skúpaj
789,lange::ADV,a lungo,dólgo
790,plötzlich::ADV,all'improvviso,náglo
791,plötzlich::ADV,all'improvviso,nenádoma
792,sofort::ADV,sùbito,prècej
793,sofort::ADV,all'istante,prècej
794,später::ADV,più tardi,poznêje
795,jetzt::ADV,ora,zdàj
796,jetzt::ADV,adesso,zdàj
797,heute::ADV,oggi,dánes
798,morgen::ADV,domani,jútri
799,bald::ADV,presto,kmálu
800,bald::ADV,tra poco,kmálu
801,dann::ADV,allora,nató
802,gestern::ADV,ieri,včéraj
803,einst::ADV,prima,nékdaj
804,einst::ADV,un tempo,nékdaj
805,damals::ADV,allora,tedàj
806,damals::ADV,allora,takràt
807,danach::ADV,poi,potèm
808,danach::ADV,dopo,potèm
809,vorher::ADV,prima,poprèj
810,zuerst::ADV,prima,spŕva
811,zuerst::ADV,dapprima,spŕva
812,einmal::ADV,una volta,ênkrat
813,manchmal::ADV,talvolta,včásih
814,manchmal::ADV,qualche volta,včásih
815,oft::ADV,spesso,pogósto
816,immer::ADV,sempre,védno
817,immer::ADV,sempre,zméraj
818,niemals::ADV,non mai,nikdàr
819,hier::ADV,qua,tù
