,Concept_ID,kk,cy
790,lustig::A,көңілді,llon
791,sanft::A,жуас,mwyn
792,hungrig::A,аш,newynog
793,krank::A,кеселді,sâl
794,krank::A,кеселді,gwael
795,nackt::A,жалаңаш,noeth
796,traurig::A,қапа,trist
797,lebendig::A,тірі,yn fyw
798,lebendig::A,жанды,yn fyw
799,gut::A,жақсы,da
800,schlecht::A,жаман,drwg
801,schlecht::A,жаман,gwael
802,richtig::A,дұрыс,cywir
803,schlimm::A,жаман,enbyd
804,wahr::A,нағыз,gwir
805,alt::A,ескі,hen
806,neu::A,жаңа,newydd
807,ehemalig::A,өткен,blaenorol
808,ehemalig::A,бұрынғы,blaenorol
809,alt[Lebewesen]::A,кексе,oedrannus
810,jung::A,науша,ifanc
811,arm::A,кедей,tlawd
812,arm::A,дәулетсіз,tlawd
813,reich::A,малды,cyfoethog
814,bekannt::A,таныс,cynefin
815,bekannt::A,таныс,cyfarwydd
816,bekannt::A,көзтаныс,cynefin
817,bekannt::A,көзтаныс,cyfarwydd
818,berühmt::A,атақты,enwog
819,fremd::A,бөтен,estron
820,verschieden::A,түрлі,gwahanol
821,nah::A,жуық,agos
822,nah::A,етене,agos
823,fern::A,алыс,pell
824,fern::A,алыстағы,pell
825,linker::A,сол,aswy
826,linker::A,сол,chwith
827,linker::A,солшыл,aswy
828,linker::A,солшыл,chwith
829,rechter::A,оң,de
830,rechter::A,оң,deau
831,anderer::A,өзге,arall
832,anderer::A,былайғы,arall
833,erster::A,алғашқы,cyntaf
834,zweiter::A,екінші,ail
835,dritter::A,үшінші,trydydd
836,letzter::A,артқы,olaf
837,letzter::A,кейінгі,olaf
838,allein::ADV,серіксіз,unig
839,allein::ADV,серіксіз,ar ei ben ei hun
840,auf einmal::ADV,бірден,ar yr un pryd
841,zusammen::ADV,бірлесіп,ynghyd
842,zusammen::ADV,бірлесіп,gyda'i gilydd
843,lange::ADV,ұзақ,amser hir
844,plötzlich::ADV,кенет,yn sydyn
845,sofort::ADV,әне-міне дегенше,ar unwaith
846,später::ADV,артынан,yn ddiweddarach
847,jetzt::ADV,енді,yn awr
848,jetzt::ADV,қазір,yn awr
849,heute::ADV,бүгін,heddiw
850,morgen::ADV,ертең,yfory
851,bald::ADV,тез,yn fuan
852,bald::ADV,тез,gyda hyn
853,dann::ADV,онан соң,yna
854,dann::ADV,онан соң,y pryd hwnnw
855,dann::ADV,сонан соң,yna
856,dann::ADV,сонан соң,y pryd hwnnw
857,gestern::ADV,кеше,ddoe
858,einst::ADV,бірде,gynt
859,einst::ADV,бір кезде,gynt
860,damals::ADV,анада,ar y pryd
861,damals::ADV,анада,bryd hynny
862,danach::ADV,онан соң,wedyn
863,danach::ADV,сонан соң,wedyn
864,vorher::ADV,бұрын,o'r blaen
865,zuerst::ADV,әуелі,yn gyntaf
866,zuerst::ADV,алдымен,yn gyntaf
867,einmal::ADV,бір жолы,unwaith
868,manchmal::ADV,кейде,weithiau
869,manchmal::ADV,кейде,ar brydiau
870,oft::ADV,ылғи,yn aml
871,oft::ADV,ылғи,yn fynych
872,immer::ADV,өнебойы,bob amser
873,niemals::ADV,ешуақытта,ni ... byth
874,niemals::ADV,ешуақытта,ni ... erioed
875,hier::ADV,бұнда,yma
876,hier::ADV,осында,yma
877,hierhin::ADV,бермен,hyd yma
878,von hier::ADV,бер жақтан,oddi yma
879,dort::ADV,анда,acw
880,dorthin::ADV,әрі,tuag yno
881,geradeaus::ADV,тура,syth ymlaen
882,vorwärts::ADV,ілгері,ymlaen
883,rückwärts::ADV,артқа,yn ôl
884,zurück::ADV,кейін қарай,yn ôl
885,unten::ADV,төменде,isod
886,unten::ADV,төменде,oddi tanodd
887,hinab::ADV,астына,i lawr
888,hinab::ADV,астына,i waered
889,hinab::ADV,төмен,i lawr
890,hinab::ADV,төмен,i waered
891,oben::ADV,жоғарыда,fry
892,hinauf::ADV,өрге,i fyny
893,hinauf::ADV,өрге,i'r lan
894,überall::ADV,әрқайда,ym mhobman
895,nicht::ADV,емес,ni
896,nicht::ADV,емес,nid
897,ein wenig::ADV,азырақ,tipyn
898,ein wenig::ADV,азырақ,ychydig
899,ein wenig::ADV,аздаған,tipyn
900,ein wenig::ADV,аздаған,ychydig
901,ein wenig::ADV,азғантай,tipyn
902,ein wenig::ADV,азғантай,ychydig
903,kaum::ADV,зорға,prin
904,sehr::ADV,орасан,iawn
905,so::ADV,бұлай,fel
906,so::ADV,бұлай,felly
907,so::ADV,былайша,fel
908,so::ADV,былайша,felly
909,noch::ADV,әлі,eto
910,nur::ADV,ғана,yn unig
911,schon::ADV,түге,eisoes
912,schon::ADV,түге,yn barod
913,wieder::ADV,жаңа,drachefn
914,wieder::ADV,қайта,drachefn
915,wieder::ADV,жаңадан,drachefn
916,vergebens::ADV,бекер,yn ofer
917,vor::PRP,алды,o flaen
918,hinter::PRP,артынан,ar ôl
919,unter::PRP,түп,islaw
920,unter::PRP,маңында,islaw
921,durch::PRP,арқылы,trwy
922,neben::PRP,іргеде,ar bwys
923,neben::PRP,жанында,ar bwys
924,zwischen::PRP,арада,rhwng
925,zwischen::PRP,арада,cydrhwng
926,wegen::PRP,үшін,o achos
927,wegen::PRP,үшін,oherwydd
928,dies::PRN,бұ,hyn
929,dies::PRN,осы,hyn
930,das::PRN,сол,hynny
931,alles::PRN,дүйім,popeth
932,alles::PRN,күллі,popeth
933,ich::PRN,мен,fi
934,du::PRN,сен,ti
935,er::PRN,ол,fe
936,wir::PRN,біз,ni
937,ihr::PRN,сіз,chi
938,sie::PRN,олар,hwy
939,was::FPRN,не,pa beth
940,wer::FPRN,кім,pwy
941,wo::FADV,кәні,ble
942,wo::FADV,кәні,ym mha le
943,wo::FADV,қайда,ble
944,wo::FADV,қайда,ym mha le
945,wohin::FADV,қайда,i ble
946,wohin::FADV,қайда,i ba le
947,wie::FADV,калай,sut
948,warum::FADV,неғып,pam
949,wieviel::FNUM,неше,faint
950,wieviel::FNUM,қанша,faint
951,eins::NUM,бір,un
952,zwei::NUM,екі,dau
953,drei::NUM,үш,tri
954,vier::NUM,төрт,pedwar
955,fünf::NUM,бес,pump
956,sechs::NUM,алты,chwech
957,sieben::NUM,жеті,saith
958,acht::NUM,сегіз,wyth
959,neun::NUM,тоғыз,naw
960,zehn::NUM,он,deg
961,elf::NUM,он бір,un ar ddeg
962,zwölf::NUM,он екі,deuddeg
963,zwölf::NUM,он екі,un deg dau
964,zwanzig::NUM,жиырма,ugain
965,dreißig::NUM,отыз,tri deg
966,dreißig::NUM,отыз,deg ar hugain
967,vierzig::NUM,қырық,deugain
968,fünfzig::NUM,елу,hanner cant
969,sechzig::NUM,алпыс,chwe deg
970,siebzig::NUM,жетпіс,saith deg
971,siebzig::NUM,жетпіс,deg a thrigain
972,achtzig::NUM,сексен,wyth deg
973,achtzig::NUM,сексен,pedar ugain
974,neunzig::NUM,тоқсан,naw deg
975,neunzig::NUM,тоқсан,deg a phedwar ugain
976,hundert::NUM,жүз,cant
977,tausend::NUM,мың,mil
978,und::CNJ,та,a
979,oder::CNJ,әлде,neu
980,oder::CNJ,немесе,neu
981,stehen::V,тұру,sefyll
982,sitzen::V,отыру,eistedd
983,liegen::V,жату,gorwedd
984,hängen::V,ілу,hongian
985,werden::V,болу,dod yn
986,werden::V,болу,mynd yn
987,werden::V,түрегелу,dod yn
988,werden::V,түрегелу,mynd yn
989,passieren::V,болу,digwydd
990,beginnen::V,басталу,cychwyn
991,enden::V,ада болу,gorffen
992,wechseln::V,құбылу,newid
993,wechseln::V,өзгеру,newid
994,aufgehen[Sonne]::V,шығу,codi
995,untergehen[Sonne]::V,батыру,machlud
996,scheinen[Sonne]::V,жылтырау,tywynnu
997,donnern::V,күркіреу,taranu
998,wehen::V,огып тур,chwythu
999,strömen::V,сорғалау,ffrydio
1000,fließen::V,ағу,llifo
1001,sich drehen::V,айналу,troi
1002,sich drehen::V,айналу,cylchdroi
1003,schwanken::V,толықсу,siglo
1004,schwingen::V,тербелу,siglo
1005,fallen::V,құлау,cwympo
1006,fallen::V,жығылу,cwympo
1007,fallen::V,төмендеу,cwympo
1008,brennen::V,жану,llosgi
1009,rauchen::V,түтету,mygu
1010,regnen::V,жауу,glawio
1011,gefrieren::V,мұздай қату,rhewi
1012,gefrieren::V,мұз боп қату,rhewi
1013,tauen::V,жібу,toddi
1014,tauen::V,жібу,meirioli
1015,schmelzen::V,еру,toddi
1016,trocknen::V,курау,sychu
1017,sieden::V,қайнау,berwi
1018,faulen::V,иістену,pydru
1019,faulen::V,иістену,braenu
1020,verfaulen::V,шіру,pydru
1021,verfaulen::V,шіру,dadfeilio
1022,reißen::V,жыртылу,clecian
1023,reißen::V,жыртылу,torri'n glats
1024,versinken::V,малтығу,suddo
1025,vergehen::V,өту,myned heibio
1026,vergehen::V,өту,pasio
1027,erscheinen::V,көріну,ymddangos
1028,erscheinen::V,көрініп қалу,ymddangos
1029,verschwinden::V,ғайып_болу,diflannu
1030,sinken::V,ылдилау,syrthio
1031,sinken::V,төмендеу,syrthio
1032,abnehmen::V,кемітілу,lleihau
1033,zunehmen::V,көбею,cynyddu
1034,steigen::V,қобу,codi
1035,steigen::V,көтерілу,codi
1036,steigen::V,жоғарылау,codi
1037,wachsen::V,өсу,tyfu
1038,glänzen::V,жалтырау,disgleirio
1039,funkeln::V,жарқырау,pefrio
1040,funkeln::V,нұрлану,pefrio
1041,funkeln::V,жылтылдау,pefrio
1042,lärmen::V,шулау,cadw sŵn
1043,lärmen::V,шулау,gwneud twrw
1044,lärmen::V,шуылдау,cadw sŵn
1045,lärmen::V,шуылдау,gwneud twrw
1046,läuten::V,қоңыраулату,canu
1047,klingeln::V,дыңғырлау,canu
1048,klingeln::V,дыңғырлау,seinio
1049,klirren::V,дыңылдату,tincian
1050,brausen::V,тасу,rhuo
1051,rauschen::V,сусылдау,siffrwd
1052,rauschen::V,сусылдау,chwithrwd
1053,rauschen::V,сыбдырлау,siffrwd
1054,rauschen::V,сыбдырлау,chwithrwd
1055,klingen::V,дыбыс шығару,seinio
1056,bellen::V,үру,cyfarth
1057,heulen::V,ұлу,udo
1058,heulen::V,ұлу,oernadu
1059,blasen::V,үру,chwythu
1060,pfeifen::V,ысқыру,chwibanu
1061,schreien::V,шыңғыру,gweiddi
1062,schreien::V,шыңғыру,bloeddio
1063,schreien::V,айғайлау,gweiddi
1064,schreien::V,айғайлау,bloeddio
1065,schreien::V,байбайлау,gweiddi
1066,schreien::V,байбайлау,bloeddio
1067,schreien::V,бажалақтау,gweiddi
1068,schreien::V,бажалақтау,bloeddio
1069,stöhnen::V,ыңырсу,griddfan
1070,stöhnen::V,ыңкылдау,griddfan
1071,zittern::V,қалш,crynu
1072,zittern::V,қалшылдату,crynu
1073,leben::V,жасау,byw
1074,leben::V,күнелту,byw
1075,leben::V,күн көру,byw
1076,leben::V,тіршілік ету,byw
1077,geboren werden::V,туу,cael eich geni
1078,atmen::V,дем алу,anadlu
1079,atmen::V,ауа жұту,anadlu
1080,trinken::V,ішу,yfed
1081,trinken::V,ұрттау,yfed
1082,essen::V,жеу,bwyta
1083,essen::V,тамақтану,bwyta
1084,schlucken::V,жұту,llyncu
1085,müde werden::V,болдыру,blino
1086,einschlafen::V,үйыктап калу,mynd i gysgu
1087,einschlafen::V,үйыктап калу,syrthio i gysgu
1088,schlafen::V,ұйықтау,huno
1089,schlafen::V,ұйықтау,cysgu
1090,aufwachen::V,ояну,dihuno
1091,aufstehen::V,ояну,codi
1092,sich erholen::V,тынығу,ymlacio
1093,sich erholen::V,тынығу,dadflino
1094,krank werden::V,кеселдену,mynd yn sâl
1095,krank werden::V,кеселдену,mynd yn wael
1096,krank werden::V,сырқаттану,mynd yn sâl
1097,krank werden::V,сырқаттану,mynd yn wael
1098,krank werden::V,ауырып қалу,mynd yn sâl
1099,krank werden::V,ауырып қалу,mynd yn wael
1100,krank werden::V,ауыра бастау,mynd yn sâl
1101,krank werden::V,ауыра бастау,mynd yn wael
1102,krank werden::V,кеселге ұшырау,mynd yn sâl
1103,krank werden::V,кеселге ұшырау,mynd yn wael
1104,krank werden::V,сырқаттанып қалу,mynd yn sâl
1105,krank werden::V,сырқаттанып қалу,mynd yn wael
1106,krank sein::V,ауыру,gwaelu
1107,krank sein::V,сырқаттану,gwaelu
1108,schmerzen::V,ауырады,brifo
1109,husten::V,жөтелу,pesychu
1110,genesen::V,айығу,gwella
1111,genesen::V,айығу,cael yn ôl
1112,sterben::V,өлу,marw
1113,sterben::V,қайтыс,marw
1114,sterben::V,жантапсыру,marw
1115,umkommen::V,өлу,trengi
1116,umkommen::V,қаза табу,trengi
1117,sich bewegen::V,жылжу,symud
1118,sich rühren::V,қыбырлау,syflyd
1119,sich erheben::V,тұру,codi
1120,sich setzen::V,отыру,eistedd
1121,hinfallen::V,жығылу,cwympo
1122,laufen::V,жояу жүру,cerdded
1123,schreiten::V,кадамдау,camu
1124,spazierengehen::V,қыдыру,mynd am dro
1125,eilen::V,асығу,rhuthro
1126,eilen::V,жеделдену,rhuthro
1127,eilen::V,жедепдеу,rhuthro
1128,sich beeilen::V,асығу,brysio
1129,sich beeilen::V,жеделдену,brysio
1130,sausen::V,заулау,rhuthro
1131,rennen::V,жүгіру,rhedeg
1132,springen::V,секіру,llamu
1133,springen::V,секіру,neidio
1134,klettern::V,өрмелеп шығу,dringo
1135,schaukeln::V,тербелу,siglo
1136,kriechen::V,еңбектеу,cropian
1137,schwimmen::V,жүзу,nofio
1138,schwimmen::V,малту,nofio
1139,schwimmen::V,қалықтау,nofio
1140,tauchen::V,сүңгу,plymio
1141,tauchen::V,сүңгу,ymsuddo
1142,rudern::V,есу,rhwyfo
1143,fahren::V,бару,gyrru
1144,fahren::V,бару,dreifio
1145,fliegen::V,ұшу,hedfan
1146,gehen::V,бару,mynd
1147,weggehen::V,кету,mynd
1148,weggehen::V,кету,ymadael
1149,abfahren::V,жөнелу,ymadael
1150,anhalten::V,тоқтау,stopio
1151,hineingehen::V,кіру,mynd i mewn
1152,eintreten::V,ену,mynd i
1153,kommen::V,жету,dod
1154,ankommen::V,келу,cyrraedd
1155,zurückkommen::V,қайту,dychwelyd
1156,bleiben::V,қалу,aros
1157,bleiben::V,қалу,sefyll
1158,warten::V,тосу,aros
1159,warten::V,тосу,disgwyl
1160,erwarten::V,күту,disgwyl
1161,suchen::V,іздеу,chwilio am
1162,finden::V,табу,darganfod
1163,versuchen::V,талпыну,profi
1164,versuchen::V,талпыну,ceisio
1165,vorbereiten::V,әзірлеу,paratoi
1166,lieben::V,сүю,caru
1167,mögen::V,жарату,hoffi
1168,mögen::V,жақсы_көру,hoffi
1169,lachen::V,күлу,chwerthin
1170,lachen::V,күлісу,chwerthin
1171,rühren::V,көңілін бұзу,cynhyrfu
1172,weinen::V,жылау,wylo
1173,weinen::V,жылау,llefain
1174,schimpfen::V,ақырып-бақыру,grwgnach
1175,sich ärgern::V,ашулану,gofidio
1176,sich fürchten::V,сескену,ofni
1177,fürchten::V,қауіптену,arswydo
1178,fürchten::V,сақсыну,arswydo
1179,fliehen::V,қашу,ffoi
1180,fliehen::V,қашып кету,ffoi
1181,flüchten::V,қашу,dianc
1182,flüchten::V,қашып кету,dianc
1183,sehen::V,көру,gweld
1184,anschauen::V,назар салу,syllu
1185,anschauen::V,назар салу,edrych
1186,ansehen::V,тамашалау,gwylio
1187,hören::V,есту,clywed
1188,zuhören::V,тыңдау,gwrando
1189,zuhören::V,құлақ қою,gwrando
1190,probieren::V,тату,profi
1191,probieren::V,дәм тату,profi
1192,riechen::V,иіскеу,arogli
1193,fühlen::V,сезу,teimlo
1194,fühlen::V,сезу,clywed
1195,fühlen::V,сезіну,teimlo
1196,fühlen::V,сезіну,clywed
1197,scheinen::V,болып көріну,ymddangos
1198,zu sehen sein::V,көріну,dod i'r golwg
1199,vernehmen::V,есту,clywed sôn am
1200,vernehmen::V,есітіп қалу,clywed sôn am
1201,frieren::V,тоңу,bod yn oer
1202,frieren::V,жаурау,bod yn oer
1203,tun::V,ету,gwneud
1204,tun::V,істеу,gwneud
1205,können::V,білу,gallu
1206,wollen::V,қалау,bod mewn angen
1207,anfangen::V,бастау,dechrau
1208,beenden::V,бітіру,darfod
1209,beenden::V,бітіру,gorffen
1210,beenden::V,адақтау,darfod
1211,beenden::V,адақтау,gorffen
1212,beenden::V,тамамдау,darfod
1213,beenden::V,тамамдау,gorffen
1214,beenden::V,аяқтап шығу,darfod
1215,beenden::V,аяқтап шығу,gorffen
1216,aufhören::V,доғару,peidio
1217,gelingen::V,жолы түсу,llwyddo
1218,geraten::V,калу,diweddu
1219,öffnen::V,ашу,agor
1220,öffnen::V,ашып қою,agor
1221,schließen::V,жабу,cau
1222,stellen::V,қою,gosod
1223,stellen::V,қойдыру,gosod
1224,setzen::V,отырғызу,gosod
1225,legen::V,салу,gosod
1226,legen::V,калау,gosod
1227,berühren::V,тию,cyffwrdd
1228,verbinden::V,байлап алу,cysylltu
1229,verbinden::V,сабақтастыру,cysylltu
1230,bedecken::V,бүркеу,gorchuddio
1231,aufhängen::V,ілу,crogi
1232,aufhängen::V,ілу,hongian
1233,aufhängen::V,асып қою,crogi
1234,aufhängen::V,асып қою,hongian
1235,anzünden::V,тұтату,cynnau
1236,aufheben::V,көтеру,codi
1237,zurücklassen::V,қалдыру,gadael
1238,verlieren::V,жоғалту,colli
1239,fallen lassen::V,құлатып алу,gollwng
1240,fallen lassen::V,қолдан түсіріп алу,gollwng
1241,machen::V,ету,gwneud
1242,machen::V,жасау,gwneud
1243,machen::V,жасап шығару,gwneud
1244,herstellen::V,жасап шығару,cynhyrchu
1245,bauen::V,тұрғызу,adeiladu
1246,reparieren::V,оңдау,trwsio
1247,reparieren::V,оңдау,atgyweirio
1248,verbessern::V,дұрыстау,diwygio
1249,ändern::V,өзгерту,altro
1250,graben::V,үңгу,palu
1251,graben::V,үңгу,cloddio
1252,beugen::V,буғу,plygu
1253,biegen::V,ию,plygu
1254,biegen::V,майыстыру,plygu
1255,drehen::V,айналдыру,troelli
1256,wenden::V,екінші жағын айналдыру,troi
1257,umdrehen::V,бұру,troi
1258,heben::V,көтеру,codi
1259,hochheben::V,жоғарылату,dyrchafu
1260,hochheben::V,көтеру,dyrchafu
1261,ergreifen::V,бас_салу,gafael
1262,ergreifen::V,шап_беріп_ұстап_алу,gafael
1263,ergreifen::V,шап_беру,gafael
1264,ergreifen::V,шап_ете_түсу,gafael
1265,halten::V,тұту,dal
1266,halten::V,ұстау,dal
1267,drücken::V,басу,pwyso
1268,drücken::V,басу,gwasgu
1269,schieben::V,итеру,gwthio
1270,kratzen::V,қыру,crafu
1271,lecken::V,жалау,llyfu
1272,beißen::V,қабу,cnoi
1273,beißen::V,қабу,brathu
1274,beißen::V,тістеу,cnoi
1275,beißen::V,тістеу,brathu
1276,beißen::V,қауып алу,cnoi
1277,beißen::V,қауып алу,brathu
1278,abreißen::V,үзу,tynnu ymaith
1279,abschneiden::V,қырқу,torri
1280,binden::V,байланыстыру,clymu
1281,binden::V,байлап_алу,clymu
1282,binden::V,байластыру,clymu
1283,binden::V,байлау,clymu
1284,binden::V,буу,clymu
1285,binden::V,матау,clymu
1286,binden::V,сабақтастыру,clymu
1287,binden::V,ұштастыру,clymu
1288,stecken::V,сұғу,plannu
1289,brechen::V,сындыру,torri
1290,klopfen::V,қағу,taro
1291,hauen::V,соғу,taro
1292,kleben::V,желімдеу,gludio
1293,reiben::V,үйкеу,rhwbio
1294,streichen::V,сүйкеу,taenu
1295,schleifen::V,егеу,hogi
1296,schleifen::V,қайрау,hogi
1297,schleifen::V,егеулеу,hogi
1298,schneiden::V,кесу,torri
1299,rütteln::V,қозғау,ysgytio
1300,rütteln::V,жұлмалау,ysgytio
1301,schütteln::V,дірілдету,siglo
1302,schütteln::V,дірілдету,ysgwyd
1303,schütteln::V,селкілдету,siglo
1304,schütteln::V,селкілдету,ysgwyd
1305,schwenken::V,бұлғау,siglo
1306,schwenken::V,сермеу,siglo
1307,schütten::V,құю,tywallt
1308,füllen::V,толтыру,llenwi
1309,einwickeln::V,орау,lapio
1310,tragen::V,алып жүру,cludo
1311,schleppen::V,тарту,llusgo
1312,ziehen::V,тарту,tynnu
1313,aufbewahren::V,сақтау,cadw
1314,werfen::V,лақтыру,taflu
1315,fangen::V,қармау,dal
1316,fangen::V,қағып алу,dal
1317,packen::V,шап беру,cipio
1318,packen::V,шап беру,crafangu
1319,packen::V,шап ете түсу,cipio
1320,packen::V,шап ете түсу,crafangu
1321,packen::V,шап беріп ұстап алу,cipio
1322,packen::V,шап беріп ұстап алу,crafangu
1323,verstecken::V,тығу,celu
1324,verstecken::V,тығу,cuddio
1325,verstecken::V,жасыру,celu
1326,verstecken::V,жасыру,cuddio
1327,teilen::V,бөлу,rhannu
1328,schicken::V,жіберу,anfon
1329,bringen::V,әкелу,dod â
1330,bringen::V,алып келу,dod â
1331,hinzufügen::V,қосу,chwanegu
1332,hinzufügen::V,үстеу,chwanegu
1333,bekommen::V,алу,cael
1334,erhalten::V,алмақ,derbyn
1335,nehmen::V,алу,cymryd
1336,nehmen::V,алмақ,cymryd
1337,wählen::V,таңдау,dewis
1338,auswählen::V,екшеу,dethol
1339,auswählen::V,саралау,dethol
1340,auswählen::V,сұрыптау,dethol
1341,auswählen::V,сайлап алу,dethol
1342,bewahren::V,сақтау,cadw
1343,behindern::V,оралғы болу,atal
1344,behindern::V,оралғы болу,rhwystro
1345,verderben::V,бүлдіру,difetha
1346,beschädigen::V,бұзу,niweidio
1347,zerbrechen::V,уату,torri
1348,zerreißen::V,жырту,rhwygo
1349,zerstören::V,қирату,dinistrio
1350,zerstören::V,талқандау,dinistrio
1351,verbrennen::V,өртеу,llosgi
1352,verbrennen::V,жандыру,llosgi
1353,verbrennen::V,өртеп жіберу,llosgi
1354,verbrennen::V,жандырып жіберу,llosgi
1355,geben::V,беру,rhoi
1356,reichen::V,беру,estyn
1357,schenken::V,тарту,rhoddi
1358,versprechen::V,уәде беру,addo
1359,wünschen::V,тілеу,dymuno
1360,loben::V,мақтау,canmol
1361,loben::V,дәріптеу,canmol
1362,küssen::V,сүю,cusanu
1363,wiegen::V,тербеу,siglo
1364,zudecken::V,бүркеу,gorchuddio
1365,wecken::V,ояту,deffro
1366,zeigen::V,көрсету,dangos
1367,führen::V,ерту,arwain
1368,führen::V,жетектеу,arwain
1369,lehren::V,оқыту,dysgu
1370,unterrichten::V,оқыту,hyfforddi
1371,aufziehen::V,бағу,dod i fyny
1372,leiten::V,басқару,arwain
1373,leiten::V,жетекшілік ету,arwain
1374,antreiben::V,асықтыру,annog
1375,lassen::V,-ткізу,gadael
1376,lassen::V,мәжбүр ету,gadael
1377,einladen::V,шақыру,gwahodd
1378,vereinigen::V,біріктіру,uno
1379,vereinigen::V,біріктіру,cyfuno
1380,vereinigen::V,біріктіріп қою,uno
1381,vereinigen::V,біріктіріп қою,cyfuno
1382,besuchen::V,кіріп шығу,ymweld â
1383,besuchen::V,барып шығу,ymweld â
1384,treffen::V,кездесу,cwrdd
1385,treffen::V,кездесу,cyfarfod
1386,sich versammeln::V,топталу,casglu
1387,sich versammeln::V,топталу,cynnull
1388,spielen::V,ойнау,chwarae
1389,singen::V,сайрау,canu
1390,tanzen::V,билеу,dawnsio
1391,sich trennen::V,айрылысу,ymwahanu
1392,verlassen::V,тастау,gadael
1393,retten::V,құтқару,achub
1394,bewachen::V,күзету,gwarchod
1395,schützen::V,жақтау,noddi
1396,schützen::V,жақтасу,noddi
1397,verteidigen::V,қорғау,amddiffyn
1398,sich schlagen::V,алысу,ffraeo
1399,sich schlagen::V,алысу,terfysgu
1400,schießen::V,ату,saethu
1401,siegen::V,жеңу,ennill
1402,ärgern::V,ашуландыру,cythruddo
1403,schlagen::V,ұру,curo
1404,treten::V,тебу,cicio
1405,stechen::V,шаншу,pigo
1406,stoßen::V,түрту,gwthio
1407,stehlen::V,ұрлау,dwyn
1408,stehlen::V,ұрлау,lladrata
1409,stören::V,кесірлен,aflonyddu
1410,belästigen::V,мазасын алу,trafferthu
1411,verbergen::V,сездірмеу,cuddio
1412,täuschen::V,жалған айту,twyllo
1413,betrügen::V,алдау,hocedu
1414,betrügen::V,алдап кету,hocedu
1415,betrügen::V,ақымақ қылу,hocedu
1416,töten::V,құрту,lladd
1417,töten::V,өлтіру,lladd
1418,wohnen::V,мекендеу,byw
1419,wohnen::V,өмір сүру,byw
1420,arbeiten::V,істеу,gweithio
1421,arbeiten::V,еңбектену,gweithio
1422,sammeln::V,жыю,casglu
1423,pflücken::V,жұлу,casglu
1424,jagen::V,аулау,hela
1425,fischen::V,балык_аулау,pysgota
1426,fassen::V,ұстау,dal
1427,hüten::V,жаю,bugeilio
1428,hüten::V,бағу,bugeilio
1429,treiben::V,айдау,gyrru
1430,anbinden::V,байлау,clymu
1431,füttern::V,ас ішкізу,porthi
1432,füttern::V,азықтандыру,porthi
1433,füttern::V,қоректендіру,porthi
1434,melken::V,сауу,godro
1435,hacken::V,турау,torri
1436,gießen::V,суару,dyfrhau
1437,reifen::V,жетілу,aeddfedu
1438,zubereiten::V,даяр ету,coginio
1439,kochen::V,асу,berwi
1440,backen::V,пісіру,pobi
1441,backen::V,пісіру,crasu
1442,braten::V,қуыру,ffrio
1443,umrühren::V,былғалау,cyffroi
1444,umrühren::V,сапырылыстыру,cyffroi
1445,stricken::V,торлау,gwau
1446,stricken::V,тоқу,gwau
1447,nähen::V,тігу,gwnïo
1448,färben::V,бояу,lliwio
1449,färben::V,сырлау,lliwio
1450,reinigen::V,аршу,glanhau
1451,reinigen::V,тазалау,glanhau
1452,waschen::V,жуу,golchi
1453,abwischen::V,сүрту,sychu
1454,spülen::V,шаю,streulio
1455,fegen::V,сыпыру,ysgubo
1456,kehren::V,сыпыру,ysgubo
1457,baden::V,шомылу,cael bath
1458,sich waschen::V,жуыну,ymolchi
1459,ausziehen::V,шешу,tynnu
1460,anziehen::V,кигізу,gwisgo
1461,sich anziehen::V,киіну,ymwisgo
1462,kämmen::V,тарау,cribo
1463,schmücken::V,әсемдеу,harddu
1464,schmücken::V,әсемдеу,addurno
1465,schmücken::V,мәнерлеу,harddu
1466,schmücken::V,мәнерлеу,addurno
1467,schmücken::V,көріктендіру,harddu
1468,schmücken::V,көріктендіру,addurno
1469,sagen::V,деу,dweud
1470,sagen::V,айту,dweud
1471,sprechen::V,деу,llefaru
1472,sprechen::V,айту,llefaru
1473,reden::V,сөйлеу,siarad
1474,reden::V,сөйлесу,siarad
1475,reden::V,тіл қатысу,siarad
1476,sich unterhalten::V,сұхбаттасу,sgwrsio
1477,fragen::V,сұрау,gofyn
1478,bitten::V,өтіну,gofyn am
1479,bitten::V,жалыну,gofyn am
1480,erzählen::V,айту,dweud
1481,mitteilen::V,білдіру,cyfleu
1482,nennen::V,атау,enwi
1483,rufen::V,шақыру,galw
1484,prahlen::V,бөсу,brolio
1485,prahlen::V,бөсу,ymffrostio
1486,übersetzen::V,аудару,cyfieithu
1487,denken::V,ойлау,meddwl
1488,glauben::V,нану,credu
1489,glauben::V,нану,coelio
1490,glauben::V,илану,credu
1491,glauben::V,илану,coelio
1492,bemerken::V,аңғару,sylwi
1493,erkennen::V,тану,adnabod
1494,begreifen::V,ұғу,amgyffred
1495,begreifen::V,аңғарып алу,amgyffred
1496,verstehen::V,пайым,deall
1497,verstehen::V,түсіну,deall
1498,lernen::V,оқу,dysgu
1499,wissen::V,хабардар болу,gwybod
1500,sich erinnern an::V,еске түсіру,cofio
1501,vergessen::V,ұмыту,anghofio
1502,messen::V,өлшеу,mesur
1503,zählen::V,санау,cyfrif
1504,rechnen::V,санап шығару,cyfrifo
1505,rechnen::V,санап шығу,cyfrifo
1506,rechnen::V,санау,cyfrifo
