,Concept_ID,is,ar
57,Hunger::N,hungur,جوع
58,Träne::N,tár,دمعة
59,Geschmack::N,smekkur,طعم
60,Geschmack::N,smekkur,مذاق
61,Geruch::N,lykt,رائحة
62,Schlaf::N,svefn,نوم
63,Schlaf::N,svefn,منام
64,Traum::N,draumur,حلم
65,Himmel::N,himinn,سماء
66,Sonne::N,sól,شمس
67,Mond::N,tungl,قمر
68,Stern::N,stjarna,نجم
69,Stern::N,stjarna,كوكب
70,Luft::N,loft,هواء
71,Wind::N,vindur,ريح
72,Welle::N,alda,موجة
73,Welle::N,bylgja,موجة
74,Wasser::N,vatn,ماء
75,Stein::N,steinn,حجر
76,Boden::N,botn,تراب
77,Erde::N,jörð,أرض
78,Staub::N,ryk,غبار
79,Staub::N,duft,غبار
80,Rauch::N,reykur,دخان
81,Funke::N,neisti,شرارة
82,Feuer::N,eldur,نار
83,Licht::N,ljós,نور
84,Licht::N,ljós,ضوء
85,Schatten::N,skuggi,ظل
86,Schatten::N,skuggi,فيء
87,Wetter::N,veður,جو
88,Wetter::N,veður,طقس
89,Nebel::N,þoka,ضباب
90,Wolke::N,ský,غيمة
91,Wolke::N,ský,سحابة
92,Regen::N,regn,مطر
93,Schnee::N,snjór,ثلج
94,Eis::N,ís,جليد
95,Frost::N,frost,صقيع
96,Kälte::N,kuldi,برد
97,Hitze::N,hiti,حر
98,Hitze::N,hiti,حرارة
99,Raureif::N,hrím,صقيع
100,Regenbogen::N,regnbogi,قوس قزح
101,Donner::N,þruma,رعد
102,Strömung::N,straumur,تيار
103,Tropfen::N,dropi,قطرة
104,Schaum::N,froða,زبد
105,Schaum::N,froða,رغوة
106,Schmutz::N,óhreinindi,وسخ
107,See::N,stöðuvatn,بحيرة
108,Sumpf::N,fen,مستنقع
109,Moor::N,mýri,مستنقع
110,Wiese::N,engi,مرج
111,Wald::N,skógur,غابة
112,Hügel::N,hæð,تل
113,Hügel::N,hóll,تل
114,Anhöhe::N,hæð,تل
115,Anhöhe::N,hóll,تل
116,Berg::N,fell,جبل
117,Berg::N,fjall,جبل
118,Gipfel::N,tindur,قمة
119,Höhle::N,hellir,كهف
120,Abhang::N,hlíð,منحدر
121,Abhang::N,brekka,منحدر
122,Quelle::N,lind,منبع
123,Quelle::N,uppspretta,منبع
124,Bach::N,lækur,مجرى
125,Fluss::N,á,نهر
126,Fluss::N,fljót,نهر
127,Ufer::N,árbakki,ضفة
128,Ufer::N,sjávarbakki,ضفة
129,Küste::N,strönd,ساحل
130,Festland::N,meginland,بر
131,Meer::N,haf,بحر
132,Meer::N,sjór,بحر
133,Bucht::N,vík,خليج
134,Insel::N,eyja,جزيرة
135,Blume::N,blóm,زهرة
136,Gras::N,gras,حشيش
137,Wurzel::N,rót,أصل
138,Baum::N,tré,شجرة
139,Stamm::N,stofn,جذع
140,Rinde::N,börkur,قشرة
141,Ast::N,grein,فرع
142,Zweig::N,angi,غصن
143,Zweig::N,kvistur,غصن
144,Blatt::N,blað,ورقة
145,Birke::N,birki,قضبان
146,Kiefer[Baum]::N,fura,صنوبرة
147,Weide[Baum]::N,víðir,صفصاف
148,Tanne::N,greni,شوح
149,Tanne::N,greni,تبوب
150,Horn::N,horn,قرن
151,Feder::N,fjöður,ريشة
152,Fell::N,skinn,فرو
153,Flügel::N,vængur,جناح
154,Klaue::N,kló,مخلب
155,Kralle::N,kló,مخلب
156,Schwanz::N,rófa,ذيل
157,Schwanz::N,skott,ذيل
158,Ei::N,egg,بيض
159,Nest::N,hreiður,عش
160,Bau::N,greni,جحر
161,Bau::N,bæli,جحر
162,Tier::N,dýr,حيوان
163,Herde::N,hjörð,قطيع
164,Kuh::N,kýr,بقرة
165,Bulle::N,boli,ثور
166,Pferd::N,hestur,خيل
167,Schaf::N,kind,شاة
168,Schwein::N,svín,خنزير
169,Hund::N,hundur,كلب
170,Katze::N,köttur,قطة
171,Bär::N,björn,دب
172,Eichhörnchen::N,íkorni,سنجاب
173,Elch::N,elgur,موظ
174,Fuchs::N,refur,ثعلب
175,Hase::N,héri,أرنب
176,Maus::N,mús,فأرة
177,Wolf::N,úlfur,ذئب
178,Vogel::N,fugl,طير
179,Schwarm::N,sægur,سرب
180,Huhn::N,hæna,دجاجة
181,Hahn::N,hani,ديك
182,Gans::N,gæs,وزة
183,Adler::N,örn,نسر
184,Ente::N,önd,بطة
185,Eule::N,uggla,بوم
186,Kranich::N,trana,كركي
187,Krähe::N,kráka,غراب
188,Kuckuck::N,gaukur,وقواق
189,Schwan::N,svanur,إوز عراقي
190,Fisch::N,fiskur,سمك
191,Barsch::N,aborri,فرخ أوربي
192,Hecht::N,gedda,سمك الكراكي
193,Schlange[Tier]::N,naðra,حية
194,Schlange[Tier]::N,naðra,ثعبان
195,Wurm::N,ormur,دودة
196,Spinne::N,kónguló,عنكبوت
197,Ameise::N,maur,نملة
198,Laus::N,lús,قملة
199,Mücke::N,mý,ناموسة
200,Mücke::N,mýfluga,ناموسة
201,Fliege::N,fluga,ذبابة
202,Schmetterling::N,fiðrildi,فراشة
203,Beere::N,ber,حبة
204,Apfel::N,epli,تفاح
205,Pilz::N,sveppur,فطر
206,Zwiebel::N,laukur,بصل
207,Saat::N,fræ,زرع
208,Saat::N,útsæði,زرع
209,Korn::N,korn,حبة
210,Heu::N,hey,دريس
211,Schale::N,hýði,قشرة
212,Grube::N,gryfja,نقرة
213,Falle::N,gildra,فخ
214,Falle::N,gildra,مصيدة
215,Schlinge::N,snara,عروة
216,Spur::N,spor,أثر
217,Asche::N,aska,رماد
218,Dreck::N,óþverri,قذر
219,Eisen::N,járn,حديد
220,Gold::N,gull,ذهب
221,Silber::N,silfur,فضة
222,Kohle::N,kol,فحم
223,Glas::N,gler,زجاج
224,Lehm::N,leir,طين
225,Sand::N,sandur,رمل
226,Mensch::N,maður,إنسان
227,Mensch::N,manneskja,إنسان
228,Mann::N,maður,رجل
229,Mann::N,karlmaður,رجل
230,Frau::N,kona,امرأة
231,Kind::N,barn,طفل
232,Kind::N,krakki,طفل
233,Junge::N,drengur,ولد
234,Mädchen::N,stelpa,بنت
235,Familie::N,fjölskylda,عائلة
236,Großvater::N,afi,جد
237,Großmutter::N,amma,جدة
238,Eltern::N,foreldrar,أبوان
239,Eltern::N,foreldrar,والدان
240,Vater::N,faðir,أب
241,Mutter::N,móðir,أم
242,Sohn::N,sonur,إبن
243,Tochter::N,dóttir,بنت
244,Tochter::N,dóttir,إبنة
245,Bruder::N,bróðir,أخ
246,Bruder::N,bróðir,شقيق
247,Schwester::N,systir,أخت
248,Onkel::N,föðurbróðir,عم
249,Tante::N,frænka,عمة
250,Tante::N,móðursystir,عمة
251,Ehemann::N,eiginmaður,زوج
252,Ehefrau::N,eiginkona,زوجة
253,Freude::N,gleði,فرح
254,Freude::N,gleði,سرور
255,Gelächter::N,hlátur,قهقهة
256,Glück::N,gæfa,سعادة
257,Kummer::N,sorg,غم
258,Wunsch::N,ósk,منية
259,Lust::N,fýsn,شهوة
260,Lust::N,löngun,شهوة
261,Geist::N,andi,روح
262,Gedanke::N,hugsun,فكرة
263,Gedächtnis::N,minni,ذاكرة
264,Verstand::N,vit,عقل
265,Sinn::N,merking,معنى
266,Grund::N,ástæða,سبب
267,Wahrheit::N,sannleikur,حقيقة
268,Gespräch::N,samtal,محادثة
269,Märchen::N,ævintýri,خرافة
270,Erzählung::N,saga,قصة
271,Erzählung::N,saga,حكاية
272,Nachricht::N,frétt,خبر
273,Neuigkeit::N,frétt,خبر جديد
274,Name::N,nafn,اسم
275,Rätsel::N,gáta,لغز
276,Rede::N,ræða,خطبة
277,Sprache::N,mál,لغة
278,Sprache::N,tungumál,لغة
279,Stimme::N,rödd,صوت
280,Wort::N,orð,كلمة
281,Zeichen::N,tákn,رمز
282,Zeichen::N,tákn,إشارة
283,Zeichen::N,merki,رمز
284,Zeichen::N,merki,إشارة
285,Ruf::N,kall,نداء
286,Lärm::N,hávaði,صخب
287,Lärm::N,hávaði,ضجة
288,Laut::N,hljóð,صوت
289,Ton::N,tónn,نغمة
290,Lied::N,ljóð,أغنية
291,Lied::N,söngur,أغنية
292,Ruhe::N,ró,هدوء
293,Ruhe::N,kyrrð,هدوء
294,Leute::N,fólk,ناس
295,Volk::N,þjóð,شعب
296,Arbeit::N,vinna,عمل
297,Gast::N,gestur,ضيف
298,Geschenk::N,gjöf,هدية
299,Spiel::N,leikur,لعب
300,Gesellschaft::N,selskapur,صحبة
301,Hilfe::N,hjálp,عون
302,Hilfe::N,hjálp,مساعدة
303,Freund::N,vinur,صديق
304,Kamerad::N,félagi,زميل
305,Angelegenheit::N,mál,أمر
306,Angelegenheit::N,mál,شأن
307,Angelegenheit::N,málefni,أمر
308,Angelegenheit::N,málefni,شأن
309,Anzahl::N,tala,عدد
310,Anzahl::N,fjöldi,عدد
311,Art::N,tegund,نوع
312,Stück::N,biti,قطعة
313,Stück::N,stykki,قطعة
314,Teil::N,hluti,قسم
315,Teil::N,partur,قسم
316,Hälfte::N,helmingur,نصف
317,Kreis::N,hringur,دائرة
318,Kreuz::N,kross,صليب
319,Kreuz::N,krossmark,صليب
320,Linie::N,lína,خط
321,Strich::N,strik,شرطة
322,Abstand::N,millibil,مسافة
323,Entfernung::N,fjarlægð,بعد
324,Gegend::N,hérað,ناحية
325,Platz::N,pláss,فراغ
326,Ort::N,staður,مكان
327,Seite::N,hlið,جانب
328,Mitte::N,miðja,وسط
329,Gegenstand::N,hlutur,موضوع
330,Sache::N,mál,شيء
331,Rand::N,brún,حافة
332,Kante::N,rönd,حافة
333,Ecke::N,horn,ركن
334,Spitze::N,oddur,سن
335,Ende::N,endi,طرف
336,Loch::N,gat,ثقب
337,Loch::N,hola,ثقب
338,Winkel::N,skot,زاوية
339,Winkel::N,krókur,زاوية
340,Muster::N,munstur,عينة
341,Größe::N,stærð,حجم
342,Länge::N,lengd,طول
343,Höhe::N,hæð,علو
344,Höhe::N,hæð,ارتفاع
345,Gewicht::N,vigt,وزن
346,Gewicht::N,þyngd,وزن
347,Menge::N,magn,كمية
348,Haufen::N,hrúga,كوم
349,Haufen::N,haugur,كوم
350,Reihe::N,röð,صف
351,Boot::N,bátur,قارب
352,Boot::N,bátur,زورق
353,Ruder::N,ár,مجذاف
354,Schlitten::N,sleði,مزلقة
355,Ski::N,skíði,زلاجة
356,Lagerfeuer::N,varðeldur,نار المخيم
357,Last::N,byrði,حمل
358,Last::N,farmur,حمل
359,Gang::N,ganga,مشية
360,Schritt::N,skref,خطوة
361,Norden::N,norður,شمال
362,Süden::N,suður,جنوب
363,Westen::N,vestur,غرب
364,Osten::N,austur,شرق
365,Holz::N,viður,خشب
366,Brett::N,fjöl,لوح
367,Platte::N,flötur,صفيحة
368,Stütze::N,stoð,سند
369,Stütze::N,stoð,دعامة
370,Stange::N,stöng,عود
371,Stock::N,prik,عصا
372,Stock::N,stafur,عصا
373,Stab::N,prik,قضيب
374,Stab::N,stafur,قضيب
375,Rohr::N,rör,أنبوبة
376,Rohr::N,pípa,أنبوبة
377,Haus::N,hús,دار
378,Haus::N,hús,بيت
379,Heim::N,heimili,بيت
380,Heim::N,heimili,مسكن
381,Ofen::N,ofn,مدفأة
382,Fußboden::N,gólf,أرضية
383,Tisch::N,borð,مائدة
384,Stuhl::N,stóll,كرسي
385,Wiege::N,vagga,مهد
386,Bett::N,rúm,سرير
387,Bett::N,hvíla,سرير
388,Regal::N,hilla,رف
389,Kiste::N,kassi,صندوق
390,Fenster::N,gluggi,شباك
391,Fenster::N,gluggi,نافذة
392,Tür::N,dyr,باب
393,Tür::N,hurð,باب
394,Tor::N,hlið,بوابة
395,Zaun::N,girðing,سياج
396,Zaun::N,limgarður,سياج
397,Dach::N,þak,سطح
398,Leiter::N,stigi,سلم
399,Besen::N,sópur,مكنسة
400,Spaten::N,spaði,مسحاة
401,Schaufel::N,skófla,مجرفة
402,Gabel::N,gaffall,شوكة
403,Löffel::N,skeið,ملعقة
404,Messer::N,hnífur,سكين
405,Nagel::N,nögl,مسمار
406,Netz::N,net,شبكة
407,Haken::N,krókur,خطاف
408,Haken::N,krókur,صنارة
409,Griff::N,tak,قبضة
410,Schloss::N,lás,قفل
411,Bild::N,mynd,صورة
412,Figur::N,stytta,تمثال
413,Puppe::N,brúða,دمية
414,Beutel::N,poki,كيس
415,Beutel::N,baggi,كيس
416,Bündel::N,böggull,ربطة
417,Tasche::N,veski,شنطة
418,Tasche::N,veski,محفظة
419,Eimer::N,fata,سطل
420,Eimer::N,fata,جردل
421,Deckel::N,lok,سداد
422,Geschirr::N,leirtau,أوان
423,Sack::N,sekkur,زكيبة
424,Tasse::N,bolli,فنجان
425,Topf::N,pottur,قدر
426,Topf::N,pottur,طنجرة
427,Kessel::N,ketill,قدر
428,Kessel::N,ketill,غلاية
429,Essen::N,matur,طعام
430,Nahrung::N,fæða,غذاء
431,Speise::N,réttur,أكل
432,Speise::N,matarréttur,أكل
433,Fleisch::N,kjöt,لحم
434,Getreide::N,korn,حبوب
435,Brei::N,grautur,عصيدة
436,Brot::N,brauð,خبز
437,Scheibe::N,sneið,شريحة
438,Fett::N,fita,سمن
439,Butter::N,smjör,زبدة
440,Öl::N,olía,زيت
441,Salz::N,salt,ملح
442,Suppe::N,súpa,حساء
443,Suppe::N,súpa,شربة
444,Honig::N,hunang,عسل
445,Milch::N,mjólk,حليب
446,Tee::N,te,شاي
447,Leder::N,skinn,جلد
448,Wolle::N,ull,صوف
449,Stoff::N,dúkur,قماش
450,Nadel::N,nál,إبرة
451,Faden::N,þráður,خيط
452,Knopf::N,tala,زر
453,Knopf::N,hnappur,زر
454,Knoten::N,hnútur,عقدة
455,Farbe::N,málning,صبغة
456,Kleidung::N,búningur,ملابس
457,Kleidung::N,klæðnaður,ملابس
458,Hemd::N,skyrta,قميص
459,Kragen::N,kragi,ياقة
460,Kragen::N,flibbi,ياقة
461,Ärmel::N,ermi,كم
462,Hose::N,buxur,سروال
463,Hose::N,buxur,بنطلون
464,Gürtel::N,belti,حزام
465,Mütze::N,húfa,طاقية
466,Schuh::N,skór,حذاء
467,Stiefel::N,stígvél,جزمة
468,Stiefel::N,stígvél,حذاء طويل
469,Ring::N,hringur,حلقة
470,Band::N,band,شريط
471,Kamm::N,greiða,مشط
472,Spiegel::N,spegill,مرآة
473,Riemen::N,ól,سير
474,Riemen::N,reim,سير
475,Schnur::N,snúra,حبل
476,Schnur::N,snúra,دوبارة
477,Leine::N,band,قيد
478,Decke::N,teppi,بطانية
479,Kissen::N,koddi,وسادة
480,Tuch::N,klútur,منديل
481,Handtuch::N,þurrka,فوطة
482,Handtuch::N,þurrka,منشفة
483,Handtuch::N,handklæði,فوطة
484,Handtuch::N,handklæði,منشفة
485,Kraft::N,afl,قدرة
486,Kraft::N,kraftur,قدرة
487,Stärke::N,styrkur,قوة
488,Gesundheit::N,heilsa,صحة
489,Gesundheit::N,heilbrigði,صحة
490,Krankheit::N,sjúkdómur,مرض
491,Schmerz::N,sársauki,ألم
492,Schmerz::N,sársauki,وجع
493,Wunde::N,sár,جرح
494,Fieber::N,hitasótt,حمى
495,Arznei::N,lyf,دواء
496,Brücke::N,brú,جسر
497,Brunnen::N,brunnur,بئر
498,Weide::N,hagi,مرعى
499,Pfad::N,stígur,درب
500,Weg::N,vegur,سكة
501,Straße::N,gata,طريق
502,Straße::N,stræti,طريق
503,Dorf::N,þorp,قرية
504,Stadt::N,borg,مدينة
505,Brief::N,bréf,خطاب
506,Brief::N,bréf,مكتوب
507,Buch::N,bók,كتاب
508,Buchstabe::N,bókstafur,حرف
509,Zeitung::N,dagblað,جريدة
510,Leben::N,líf,عيش
511,Leben::N,líf,حياة
512,Tod::N,dauði,موت
513,Tod::N,dauði,وفاة
514,Grab::N,gröf,قبر
515,Kirche::N,kirkja,كنيسة
516,Sünde::N,synd,خطيئة
517,Gott::N,guð,إله
518,Arbeiter::N,verkamaður,عامل
519,Chef::N,yfirmaður,رئيس
520,Meister::N,meistari,أسطى
521,Arzt::N,læknir,طبيب
522,Lehrer::N,kennari,مدرس
523,Geld::N,peningar,نقود
524,Geschäft::N,viðskipti,صفقة
525,Laden::N,búð,دكان
526,Laden::N,verslun,دكان
527,Preis::N,verð,سعر
528,Ware::N,vara,بضاعة
529,Nutzen::N,gagn,فائدة
530,Reichtum::N,auður,غنى
531,Reichtum::N,auður,ثروة
532,Welt::N,veröld,عالم
533,Welt::N,veröld,دنيا
534,Land::N,land,بلد
535,Staat::N,ríki,دولة
536,König::N,konungur,ملك
537,Macht::N,vald,سلطة
538,Grenze::N,landamæri,حدود
539,Krieg::N,stríð,حرب
540,Feind::N,fjandmaður,عدو
541,Gewalt::N,ofbeldi,عنف
542,Kampf::N,bardagi,قتال
543,Bogen[Waffe]::N,bogi,قوس
544,Pfeil::N,ör,سهم
545,Gewehr::N,byssa,بندقية
546,Fehler::N,villa,خطأ
547,Lüge::N,lygi,كذب
548,Schaden::N,skemmd,تلف
549,Unglück::N,óhamingja,نحس
550,Schuld::N,sök,ذنب
551,Alter::N,aldur,سن
552,Alter::N,aldur,عمر
553,Schluss::N,lok,ختام
554,Schluss::N,lok,نهاية
555,Schluss::N,endir,ختام
556,Schluss::N,endir,نهاية
557,Zeit::N,tími,وقت
558,Tag::N,dagur,يوم
559,Morgen::N,morgunn,صباح
560,Mittag::N,hádegi,ظهر
561,Abend::N,kvöld,مساء
562,Nacht::N,nótt,ليلة
563,Woche::N,vika,أسبوع
564,Monat::N,mánuður,شهر
565,Jahr::N,ár,عام
566,Jahr::N,ár,سنة
567,Frühling::N,vor,ربيع
568,Sommer::N,sumar,صيف
569,Herbst::N,haust,خريف
570,Winter::N,vetur,شتاء
571,Januar::N,janúar,يناير
572,Januar::N,janúar,كانون الثاني
573,Februar::N,február,شباط
574,Februar::N,február,فبراير
575,März::N,mars,آذار
576,März::N,mars,مارس
577,April::N,apríl,نيسان
578,Mai::N,maí,مايو
579,Juni::N,júní,يونيو
580,Juni::N,júní,حزيران
581,Juli::N,júlí,تموز
582,Juli::N,júlí,يوليو
583,August::N,ágúst,آب
584,August::N,ágúst,أغسطس
585,September::N,september,أيلول
586,September::N,september,سبتمبر
587,Oktober::N,október,أكتوبر
588,Oktober::N,október,تشرين الأول
589,November::N,nóvember,نوفمبر
590,November::N,nóvember,تشرين الثاني
591,Dezember::N,desember,ديسمبر
592,Dezember::N,desember,كانون الأول
593,Montag::N,mánudagur,يوم الاثنين
594,Dienstag::N,þriðjudagur,يوم الثلاثاء
595,Mittwoch::N,miðvikudagur,يوم الأربعاء
596,Donnerstag::N,fimmtudagur,يوم الخميس
597,Freitag::N,föstudagur,يوم الجمعة
598,Samstag::N,laugardagur,يوم السبت
599,Sonntag::N,sunnudagur,يوم الأحد
600,groß::A,stór,كبير
601,klein::A,lítill,صغير
602,lang::A,langur,طويل
603,kurz::A,stuttur,قصير
604,breit::A,breiður,واسع
605,schmal::A,mjór,ضيق
606,dicht::A,þéttur,كث
607,dicht::A,þéttur,كثيف
608,dick[Gegenstand]::A,þykkur,غليظ
609,dünn::A,þunnur,رفيع
610,fein::A,fíngerður,رقيق
611,fest::A,fastur,متين
612,flach::A,flatur,سهل
613,flach::A,flatur,منبسط
614,glatt::A,háll,ناعم
615,glatt::A,sléttur,ناعم
616,hart::A,harður,صلب
617,hart::A,harður,جامد
618,weich::A,mjúkur,لين
619,rund::A,kringlóttur,مستدير
620,spitz::A,oddhvass,مدبب
621,scharf::A,beittur,حاد
622,stumpf::A,bitlaus,ثالم
623,schwer::A,þungur,ثقيل
624,schön::A,fagur,جميل
625,schön::A,fallegur,جميل
626,heiß::A,heitur,حار
627,heiß::A,heitur,ساخن
628,warm::A,hlýr,دافئ
629,warm::A,heitur,دافئ
630,kalt::A,kaldur,بارد
631,kühl::A,svalur,قر
632,frisch::A,frískur,طازج
633,feucht::A,rakur,رطب
634,feucht::A,þvalur,رطب
635,nass::A,votur,مبلول
636,nass::A,blautur,مبلول
637,trocken::A,þurr,جاف
638,voll::A,fullur,ملء
639,leer::A,tómur,خال
640,leer::A,tómur,فارغ
641,offen::A,opinn,مفتوح
642,geschlossen::A,lokaður,مغلق
643,sauber::A,þrifinn,نظيف
644,schmutzig::A,óhreinn,قذر
645,schmutzig::A,sóðalegur,قذر
646,roh::A,hrár,نيء
647,reif::A,þroskaður,ناضج
648,lecker::A,ljúffengur,لذيذ
649,süß::A,sætur,حلو
650,bitter::A,beiskur,مر
651,sauer::A,súr,حامض
652,hell::A,bjartur,نير
653,dunkel::A,dimmur,مظلم
654,schwarz::A,svartur,أسود
655,weiß::A,hvítur,أبيض
656,rot::A,rauður,أحمر
657,gelb::A,gulur,أصفر
658,blau::A,blár,أزرق
659,grün::A,grænn,أخضر
660,grau::A,grár,رمادي
661,bunt::A,marglitur,ملوب
662,billig::A,ódýr,رخيص
663,teuer::A,dýr,غال
664,wertvoll::A,verðmætur,ثمين
665,blind::A,blindur,أعمى
666,taub::A,heyrnarlaus,أصم
667,taub::A,heyrnarlaus,أطرش
668,kräftig::A,öflugur,قوي
669,stark::A,sterkur,قوي
670,schwach::A,veill,ضعيف
671,fett::A,feitur,سمين
672,schlank::A,grannur,أهيف
673,schlank::A,spengilegur,أهيف
674,hübsch::A,snotur,جميل
675,hübsch::A,laglegur,جميل
676,böse::A,illur,رديء
677,böse::A,vondur,رديء
678,dumm::A,heimskur,أبله
679,dumm::A,heimskur,أحمق
680,faul::A,latur,كسلان
681,fleißig::A,iðinn,مجتهد
682,geizig::A,nískur,بخيل
683,klug::A,hygginn,ذكي
684,klug::A,hygginn,عاقل
685,geschickt::A,fimur,ماهر
686,geschickt::A,laginn,ماهر
687,lieb::A,kær,عزيز
688,lieb::A,ljúfur,عزيز
689,lustig::A,kátur,مرح
690,sanft::A,blíður,حليم
691,hungrig::A,soltinn,جائع
692,hungrig::A,hungraður,جائع
693,krank::A,sjúkur,مريض
694,nackt::A,nakinn,عار
695,traurig::A,dapur,حزين
696,traurig::A,hryggur,حزين
697,lebendig::A,lifandi,حي
698,gut::A,góður,جيد
699,schlecht::A,slæmur,سيء
700,schlecht::A,lélegur,سيء
701,richtig::A,réttur,صحيح
702,schlimm::A,slæmur,خبيث
703,wahr::A,sannur,حق
704,alt::A,gamall,قديم
705,neu::A,nýr,جديد
706,ehemalig::A,fyrrverandi,سابق
707,alt[Lebewesen]::A,gamall,مسن
708,jung::A,ungur,شاب
709,jung::A,ungur,صغير
710,arm::A,vesall,فقير
711,arm::A,fátækur,فقير
712,reich::A,ríkur,غني
713,reich::A,auðugur,غني
714,bekannt::A,kunnugur,معلوم
715,berühmt::A,frægur,مشهور
716,fremd::A,framandi,أجنبي
717,fremd::A,ókunnugur,أجنبي
718,verschieden::A,ýmis,مختلف
719,nah::A,nálægur,قريب
720,fern::A,fjarri,بعيد
721,fern::A,fjarlægur,بعيد
722,linker::A,vinstri,يسار
723,rechter::A,hægri,يمين
724,anderer::A,annar,آخر
725,erster::A,fyrsti,أول
726,zweiter::A,annar,ثان
727,dritter::A,þriðji,ثالث
728,letzter::A,síðasti,أخير
729,allein::ADV,einn,وحده
730,allein::ADV,aleinn,وحده
731,auf einmal::ADV,allt í einu,بالمرة
732,zusammen::ADV,saman,معا
733,lange::ADV,lengi,مدة طويلة
734,plötzlich::ADV,skyndilega,فجأة
735,sofort::ADV,strax,حالا
736,sofort::ADV,strax,فورا
737,sofort::ADV,þegar í stað,حالا
738,sofort::ADV,þegar í stað,فورا
739,später::ADV,seinna,فيما بعد
740,jetzt::ADV,nú,الآن
741,jetzt::ADV,nú,حاليا
742,jetzt::ADV,núna,الآن
743,jetzt::ADV,núna,حاليا
744,heute::ADV,í dag,اليوم
745,morgen::ADV,á morgun,غدا
746,bald::ADV,brátt,قريبا
747,bald::ADV,bráðum,قريبا
748,dann::ADV,svo,ثم
749,dann::ADV,síðan,ثم
750,gestern::ADV,í gær,أمس
751,gestern::ADV,í gær,البارحة
752,einst::ADV,forðum,قديما
753,damals::ADV,þá,حينئذ
754,damals::ADV,á þeim tímum,حينئذ
755,danach::ADV,á eftir því,ثم
756,danach::ADV,á eftir því,بعد ذلك
757,vorher::ADV,áður,من قبل
758,vorher::ADV,áður,قبل ذلك
759,zuerst::ADV,fyrst,أولا
760,einmal::ADV,einu sinni,مرة
761,manchmal::ADV,stundum,أحيانا
762,oft::ADV,oft,كثيرا
763,immer::ADV,alltaf,دائما
764,immer::ADV,sífellt,دائما
765,niemals::ADV,aldrei,لا أبدا
766,hier::ADV,hér,هنا
767,hierhin::ADV,hingað,إلى هنا
768,von hier::ADV,héðan,من هنا
769,dort::ADV,þar,هناك
770,dort::ADV,þarna,هناك
771,dorthin::ADV,þangað,إلى هناك
772,geradeaus::ADV,beint áfram,إلى الأمام
773,vorwärts::ADV,áfram,إلى الأمام
774,rückwärts::ADV,aftur á bak,إلى الوراء
775,zurück::ADV,aftur,عودا
776,zurück::ADV,aftur,إلى الخلف
777,zurück::ADV,til baka,عودا
778,zurück::ADV,til baka,إلى الخلف
779,unten::ADV,niðri,تحت
780,unten::ADV,niðri,في الأسفل
781,unten::ADV,fyrir neðan,تحت
782,unten::ADV,fyrir neðan,في الأسفل
783,hinab::ADV,niður,إلى تحت
784,hinab::ADV,niður eftir,إلى تحت
785,oben::ADV,uppi,فوق
786,oben::ADV,uppi,في الأعلى
787,hinauf::ADV,upp,إلى فوق
788,hinauf::ADV,upp,إلى الأعلى
789,hinauf::ADV,upp eftir,إلى فوق
790,hinauf::ADV,upp eftir,إلى الأعلى
791,überall::ADV,alls staðar,في كل مكان
792,nicht::ADV,ekki,لا
793,nicht::ADV,ekki,لم
794,ein wenig::ADV,dálítið,قليلا
795,kaum::ADV,varla,كاد لا
796,kaum::ADV,tæplega,كاد لا
797,sehr::ADV,mjög,جدا
