,Concept_ID,cs,fr
427,Regal::N,regál,étagère
428,Regal::N,police,étagère
429,Kiste::N,bedna,caisse
430,Fenster::N,okno,fenêtre
431,Tür::N,dveře,porte
432,Tor::N,vrata,porte
433,Tor::N,vrata,portail
434,Zaun::N,plot,clôture
435,Dach::N,střecha,toit
436,Leiter::N,žebřík,échelle
437,Besen::N,koště,balai
438,Besen::N,smeták,balai
439,Spaten::N,rýč,bêche
440,Schaufel::N,lopata,pelle
441,Gabel::N,vidlička,fourchette
442,Löffel::N,lžíce,cuiller
443,Messer::N,nůž,couteau
444,Nagel::N,hřebík,clou
445,Netz::N,síť,filet
446,Haken::N,hák,croc
447,Haken::N,hák,crochet
448,Griff::N,držadlo,prise
449,Griff::N,držadlo,manche
450,Schloss::N,zámek,serrure
451,Bild::N,obraz,image
452,Bild::N,obraz,tableau
453,Figur::N,figura,figure
454,Puppe::N,panenka,poupée
455,Beutel::N,pytlík,sac
456,Beutel::N,pytlík,petit sac
457,Bündel::N,svazek,paquet
458,Bündel::N,svazek,faisceau
459,Tasche::N,taška,sac
460,Tasche::N,brašna,sac
461,Eimer::N,kýbl,seau
462,Eimer::N,vědro,seau
463,Deckel::N,víko,couvercle
464,Deckel::N,příklop,couvercle
465,Geschirr::N,nádobí,vaisselle
466,Sack::N,pytel,sac
467,Tasse::N,šálek,tasse
468,Topf::N,hrnec,pot
469,Topf::N,hrnec,marmite
470,Kessel::N,kotel,chaudron
471,Essen::N,jídlo,repas
472,Essen::N,jídlo,manger
473,Nahrung::N,strava,nourriture
474,Nahrung::N,potrava,nourriture
475,Speise::N,jídlo,plat
476,Fleisch::N,maso,viande
477,Getreide::N,obilí,blé
478,Getreide::N,obilí,céréales
479,Brei::N,kaše,purée
480,Brei::N,kaše,bouillie
481,Brot::N,chléb,pain
482,Scheibe::N,krajíc,tranche
483,Fett::N,tuk,graisse
484,Fett::N,omastek,graisse
485,Butter::N,máslo,beurre
486,Öl::N,olej,huile
487,Salz::N,sůl,sel
488,Suppe::N,polévka,soupe
489,Suppe::N,polévka,potage
490,Honig::N,med,miel
491,Milch::N,mléko,lait
492,Tee::N,čaj,thé
493,Leder::N,kůže,cuir
494,Wolle::N,vlna,laine
495,Stoff::N,látka,tissu
496,Stoff::N,látka,étoffe
497,Nadel::N,jehla,aiguille
498,Faden::N,nit,fil
499,Knopf::N,knoflík,bouton
500,Knoten::N,uzel,nœud
501,Farbe::N,barva,peinture
502,Kleidung::N,šaty,vêtements
503,Kleidung::N,šaty,habillement
504,Kleidung::N,šatstvo,vêtements
505,Kleidung::N,šatstvo,habillement
506,Hemd::N,košile,chemise
507,Kragen::N,límec,col
508,Ärmel::N,rukáv,manche
509,Hose::N,kalhoty,pantalon
510,Gürtel::N,pás,ceinture
511,Gürtel::N,opasek,ceinture
512,Mütze::N,čepice,bonnet
513,Mütze::N,čepice,casquette
514,Schuh::N,bota,soulier
515,Schuh::N,bota,chaussure
516,Stiefel::N,holínka,botte
517,Ring::N,prsten,bague
518,Band::N,pásek,ruban
519,Kamm::N,hřeben,peigne
520,Spiegel::N,zrcadlo,glace
521,Spiegel::N,zrcadlo,miroir
522,Riemen::N,řemen,lanière
523,Riemen::N,řemen,courroie
524,Schnur::N,šňůra,corde
525,Schnur::N,šňůra,ficelle
526,Leine::N,vodítko,laisse
527,Decke::N,pokrývka,couverture
528,Decke::N,přikrývka,couverture
529,Kissen::N,polštář,oreiller
530,Tuch::N,šátek,drap
531,Tuch::N,šátek,fichu
532,Handtuch::N,ručník,serviette
533,Handtuch::N,ručník,essuie-mains
534,Kraft::N,síla,force
535,Stärke::N,síla,vigueur
536,Gesundheit::N,zdraví,santé
537,Krankheit::N,nemoc,maladie
538,Krankheit::N,choroba,maladie
539,Schmerz::N,bolest,douleur
540,Wunde::N,rána,plaie
541,Wunde::N,rána,blessure
542,Fieber::N,horečka,fièvre
543,Arznei::N,lék,remède
544,Arznei::N,lék,médecine
545,Brücke::N,most,pont
546,Brunnen::N,studna,puits
547,Weide::N,pastva,pâturage
548,Weide::N,pastvina,pâturage
549,Pfad::N,pěšina,sentier
550,Weg::N,cesta,voie
551,Weg::N,cesta,chemin
552,Straße::N,silnice,route
553,Dorf::N,vesnice,village
554,Stadt::N,město,cité
555,Stadt::N,město,ville
556,Brief::N,dopis,lettre
557,Buch::N,kniha,livre
558,Buchstabe::N,písmeno,lettre
559,Buchstabe::N,písmeno,caractère
560,Zeitung::N,noviny,journal
561,Leben::N,život,vie
562,Tod::N,smrt,mort
563,Grab::N,hrob,tombe
564,Kirche::N,kostel,église
565,Sünde::N,hřích,péché
566,Gott::N,bůh,dieu
567,Arbeiter::N,dělník,ouvrier
568,Arbeiter::N,dělník,travailleur
569,Arbeiter::N,pracovník,ouvrier
570,Arbeiter::N,pracovník,travailleur
571,Chef::N,šéf,chef
572,Chef::N,šéf,patron
573,Chef::N,vedoucí,chef
574,Chef::N,vedoucí,patron
575,Meister::N,mistr,maître
576,Arzt::N,lékař,médecin
577,Lehrer::N,učitel,professeur
578,Lehrer::N,učitel,instituteur
579,Geld::N,peníze,argent
580,Geschäft::N,obchod,affaire
581,Geschäft::N,obchod,commerce
582,Laden::N,krám,magasin
583,Laden::N,krám,boutique
584,Preis::N,cena,prix
585,Ware::N,zboží,marchandise
586,Nutzen::N,užitek,profit
587,Reichtum::N,bohatství,richesse
588,Welt::N,svět,monde
589,Land::N,země,pays
590,Staat::N,stát,État
591,König::N,král,roi
592,Macht::N,moc,pouvoir
593,Macht::N,moc,puissance
594,Macht::N,mocnost,pouvoir
595,Macht::N,mocnost,puissance
596,Grenze::N,hranice,frontière
597,Krieg::N,válka,guerre
598,Feind::N,nepřítel,ennemi
599,Gewalt::N,násilí,violence
600,Kampf::N,boj,lutte
601,Kampf::N,boj,combat
602,Bogen[Waffe]::N,luk,arc
603,Pfeil::N,šíp,flèche
604,Gewehr::N,puška,fusil
605,Gewehr::N,ručnice,fusil
606,Fehler::N,chyba,faute
607,Fehler::N,chyba,erreur
608,Lüge::N,lež,mensonge
609,Schaden::N,škoda,dégât
610,Schaden::N,škoda,dommage
611,Unglück::N,neštěstí,malheur
612,Schuld::N,vina,faute
613,Schuld::N,vina,culpabilité
614,Alter::N,věk,âge
615,Schluss::N,konec,fin
616,Zeit::N,čas,temps
617,Tag::N,den,jour
618,Tag::N,den,journée
619,Morgen::N,ráno,matin
620,Morgen::N,ráno,matinée
621,Morgen::N,jitro,matin
622,Morgen::N,jitro,matinée
623,Mittag::N,poledne,midi
624,Abend::N,večer,soir
625,Abend::N,večer,soirée
626,Nacht::N,noc,nuit
627,Woche::N,týden,semaine
628,Monat::N,měsíc,mois
629,Jahr::N,rok,an
630,Jahr::N,rok,année
631,Frühling::N,jaro,printemps
632,Sommer::N,léto,été
633,Herbst::N,podzim,automne
634,Winter::N,zima,hiver
635,Januar::N,leden,janvier
636,Februar::N,únor,février
637,März::N,březen,mars
638,April::N,duben,avril
639,Mai::N,květen,mai
640,Juni::N,červen,juin
641,Juli::N,červenec,juillet
642,August::N,srpen,août
643,September::N,září,septembre
644,Oktober::N,říjen,octobre
645,November::N,listopad,novembre
646,Dezember::N,prosinec,décembre
647,Montag::N,pondělí,lundi
648,Montag::N,pondělek,lundi
649,Dienstag::N,úterý,mardi
650,Mittwoch::N,středa,mercredi
651,Donnerstag::N,čtvrtek,jeudi
652,Freitag::N,pátek,vendredi
653,Samstag::N,sobota,samedi
654,Sonntag::N,neděle,dimanche
655,groß::A,velký,grand
656,klein::A,malý,petit
657,lang::A,dlouhý,long
658,kurz::A,krátký,court
659,breit::A,široký,large
660,schmal::A,úzký,étroit
661,dicht::A,hustý,dense
662,dick[Gegenstand]::A,tlustý,épais
663,dünn::A,tenký,mince
664,fein::A,jemný,fin
665,fein::A,jemný,menu
666,fest::A,pevný,ferme
667,fest::A,pevný,solide
668,flach::A,plochý,plat
669,flach::A,placatý,plat
670,glatt::A,hladký,poli
671,glatt::A,hladký,lisse
672,hart::A,tvrdý,dur
673,weich::A,měkký,mou
674,rund::A,kulatý,rond
675,rund::A,okrouhlý,rond
676,spitz::A,špičatý,aigu
677,spitz::A,špičatý,pointu
678,scharf::A,ostrý,tranchant
679,stumpf::A,tupý,mousse
680,stumpf::A,tupý,émoussé
681,schwer::A,těžký,lourd
682,schwer::A,těžký,pesant
683,schön::A,pěkný,beau
684,schön::A,krásný,beau
685,heiß::A,horký,chaud
686,heiß::A,horký,très chaud
687,warm::A,teplý,chaud
688,kalt::A,studený,froid
689,kühl::A,chladný,frais
690,frisch::A,svěží,frais
691,feucht::A,vlhký,humide
692,nass::A,mokrý,mouillé
693,trocken::A,suchý,sec
694,voll::A,plný,plein
695,voll::A,plný,rempli
696,leer::A,prázdný,vide
697,offen::A,otevřený,ouvert
698,geschlossen::A,zavřený,clos
699,geschlossen::A,zavřený,fermé
700,sauber::A,čistý,net
701,sauber::A,čistý,propre
702,schmutzig::A,špinavý,sale
703,schmutzig::A,špinavý,crasseux
704,roh::A,syrový,cru
705,roh::A,syrový,brut
706,reif::A,zralý,mûr
707,lecker::A,chutný,délicieux
708,lecker::A,chutný,appétissant
709,süß::A,sladký,doux
710,bitter::A,hořký,amer
711,sauer::A,kyselý,aigre
712,hell::A,světlý,clair
713,dunkel::A,temný,sombre
714,schwarz::A,černý,noir
715,weiß::A,bílý,blanc
716,rot::A,rudý,rouge
717,rot::A,červený,rouge
718,gelb::A,žlutý,jaune
719,blau::A,modrý,bleu
720,grün::A,zelený,vert
721,grau::A,šedý,gris
722,grau::A,šedivý,gris
723,bunt::A,pestrý,multicolore
724,billig::A,levný,bon marché
725,billig::A,laciný,bon marché
726,teuer::A,drahý,cher
727,wertvoll::A,cenný,précieux
728,blind::A,slepý,aveugle
729,taub::A,hluchý,sourd
730,kräftig::A,silný,fort
731,kräftig::A,silný,vigoureux
732,stark::A,silný,fort
733,stark::A,silný,puissant
734,schwach::A,slabý,faible
735,fett::A,tučný,gras
736,fett::A,tlustý,gras
737,schlank::A,štíhlý,svelte
738,hübsch::A,hezký,joli
739,böse::A,zlý,mauvais
740,dumm::A,hloupý,sot
741,dumm::A,hloupý,bête
742,faul::A,líný,fainéant
743,faul::A,líný,paresseux
744,fleißig::A,pilný,appliqué
745,geizig::A,lakomý,avare
746,klug::A,chytrý,intelligent
747,geschickt::A,šikovný,habile
748,lieb::A,milý,cher
749,lieb::A,milý,gentil
750,lustig::A,veselý,gai
751,lustig::A,veselý,joyeux
752,sanft::A,mírný,doux
753,hungrig::A,hladový,affamé
754,krank::A,nemocný,malade
755,nackt::A,nahý,nu
756,traurig::A,smutný,triste
757,traurig::A,truchlivý,triste
758,lebendig::A,živý,vivant
759,gut::A,dobrý,bon
760,schlecht::A,špatný,mauvais
761,richtig::A,pravý,juste
762,richtig::A,pravý,correct
763,richtig::A,správný,juste
764,richtig::A,správný,correct
765,schlimm::A,zlý,grave
766,schlimm::A,zlý,mauvais
767,wahr::A,pravdivý,vrai
768,wahr::A,pravdivý,véritable
769,alt::A,starý,vieux
770,neu::A,nový,neuf
771,neu::A,nový,nouveau
772,ehemalig::A,bývalý,ancien
773,alt[Lebewesen]::A,starý,âgé
774,alt[Lebewesen]::A,starý,vieux
775,jung::A,mladý,jeune
776,arm::A,chudý,pauvre
777,reich::A,bohatý,riche
778,bekannt::A,známý,connu
779,berühmt::A,slavný,fameux
780,berühmt::A,slavný,célèbre
781,fremd::A,cizí,étranger
782,verschieden::A,různý,différent
783,verschieden::A,rozličný,différent
784,nah::A,blízký,lié
785,nah::A,blízký,proche
786,fern::A,daleký,éloigné
787,fern::A,daleký,lointain
788,linker::A,levý,gauche
789,rechter::A,pravý,droit
790,anderer::A,jiný,autre
791,erster::A,první,premier
792,zweiter::A,druhý,second
793,zweiter::A,druhý,deuxième
794,dritter::A,třetí,troisième
795,letzter::A,poslední,dernier
796,allein::ADV,sám,seul
797,auf einmal::ADV,najednou,à la fois
798,zusammen::ADV,spolu,ensemble
799,zusammen::ADV,dohromady,ensemble
800,lange::ADV,dlouho,longtemps
801,plötzlich::ADV,vtom,tout à coup
802,plötzlich::ADV,náhle,tout à coup
803,sofort::ADV,hned,immédiatement
804,sofort::ADV,ihned,immédiatement
805,später::ADV,později,plus tard
806,jetzt::ADV,teď,maintenant
807,jetzt::ADV,nyní,maintenant
808,heute::ADV,dnes,aujourd'hui
809,heute::ADV,dneska,aujourd'hui
810,morgen::ADV,zítra,demain
811,bald::ADV,brzo,bientôt
812,dann::ADV,pak,puis
813,dann::ADV,pak,ensuite
814,dann::ADV,potom,puis
815,dann::ADV,potom,ensuite
816,gestern::ADV,včera,hier
817,einst::ADV,kdysi,jadis
818,einst::ADV,kdysi,autrefois
819,damals::ADV,tehdy,alors
820,damals::ADV,tehdy,à l'époque
821,damals::ADV,tenkrát,alors
822,damals::ADV,tenkrát,à l'époque
823,danach::ADV,podle toho,après
824,danach::ADV,podle toho,ensuite
825,vorher::ADV,dříve,auparavant
826,vorher::ADV,napřed,auparavant
827,zuerst::ADV,nejprve,d'abord
828,zuerst::ADV,nejprve,premièrement
829,zuerst::ADV,nejdříve,d'abord
830,zuerst::ADV,nejdříve,premièrement
831,einmal::ADV,jednou,une fois
832,manchmal::ADV,někdy,parfois
833,manchmal::ADV,někdy,quelquefois
834,oft::ADV,často,souvent
835,immer::ADV,vždy,toujours
836,immer::ADV,stále,toujours
837,niemals::ADV,nikdy,ne ... jamais
838,hier::ADV,zde,ici
839,hier::ADV,tady,ici
840,hierhin::ADV,sem,par ici
841,von hier::ADV,odtud,d'ici
842,dort::ADV,tam,là
843,dort::ADV,tam,là-bas
844,dorthin::ADV,tam,y
845,dorthin::ADV,tam,par là
846,geradeaus::ADV,rovně,tout droit
847,vorwärts::ADV,kupředu,en avant
848,rückwärts::ADV,zpět,en arrière
849,zurück::ADV,zpět,de retour
850,zurück::ADV,nazpět,de retour
