,Concept_ID,kk,ka
713,trocken::A,құрғақ,მშრალი
714,voll::A,толы,სავსე
715,leer::A,бос,ცარიელი
716,offen::A,ашып қойылған,ღია
717,offen::A,ашып қойылған,გაშლილი
718,geschlossen::A,жабулы,დახურული
719,sauber::A,дақсыз,სუფთა
720,sauber::A,дақсыз,წმინდა
721,sauber::A,мұнтаздай,სუფთა
722,sauber::A,мұнтаздай,წმინდა
723,schmutzig::A,айғыз,ტალახიანი
724,schmutzig::A,сатпақ,ტალახიანი
725,schmutzig::A,сатал-сатал,ტალახიანი
726,roh::A,шикі,უმი
727,reif::A,піскен,მწიფე
728,lecker::A,дәмді,გემრიელი
729,süß::A,тәтті,ტკბილი
730,bitter::A,ащы,მწარე
731,sauer::A,қышқыл,მჟავე
732,hell::A,жарық,ნათელი
733,hell::A,жарқын,ნათელი
734,dunkel::A,қараңғы,ბნელი
735,schwarz::A,қара,შავი
736,weiß::A,ақ,თეთრი
737,rot::A,қызыл,წითელი
738,gelb::A,сары,ყვითელი
739,blau::A,көк,ლურჯი
740,blau::A,көк,ცისფერი
741,grün::A,жасыл,მწვანე
742,grau::A,бозамық,რუხი
743,grau::A,бозамық,ნაცრისფერი
744,bunt::A,алабажак,ჭრელი
745,bunt::A,алабажак,ფერადი
746,billig::A,арзан,იაფი
747,teuer::A,бағалы,ძვირი
748,wertvoll::A,құнды,ღირსიანი
749,wertvoll::A,қымбат,ღირსიანი
750,blind::A,көзсіз,ბრმა
751,blind::A,көр,ბრმა
752,blind::A,көр_соқыр,ბრმა
753,taub::A,керең,ყრუ
754,taub::A,саңырау,ყრუ
755,kräftig::A,қуатты,ძალავანი
756,kräftig::A,қарымды,ძალავანი
757,stark::A,білекті,ძლიერი
758,stark::A,білекті,ღონიერი
759,schwach::A,әлсіз,სუსტი
760,schwach::A,күшсіз,სუსტი
761,schwach::A,қайратсыз,სუსტი
762,fett::A,семіз,სქელი
763,schlank::A,ашаң,გამხდარი
764,hübsch::A,ажарлы,ეშხიანი
765,hübsch::A,ажарлы,მშვენიერი
766,hübsch::A,шырайлы,ეშხიანი
767,hübsch::A,шырайлы,მშვენიერი
768,böse::A,өш,ავი
769,böse::A,өш,ბოროტი
770,böse::A,сұм,ავი
771,böse::A,сұм,ბოროტი
772,böse::A,жауыз,ავი
773,böse::A,жауыз,ბოროტი
774,dumm::A,көкми,ბოთე
775,dumm::A,көкми,სულელი
776,dumm::A,ақымақ,ბოთე
777,dumm::A,ақымақ,სულელი
778,dumm::A,миы жоқ,ბოთე
779,dumm::A,миы жоқ,სულელი
780,faul::A,жалқау,ზანტი
781,faul::A,жалқау,ზარმაცი
782,faul::A,еріншек,ზანტი
783,faul::A,еріншек,ზარმაცი
784,fleißig::A,ұқыпты,ბეჯითი
785,fleißig::A,ұқыпты,მუყაითი
786,geizig::A,сараң,ძუნწი
787,klug::A,жетік,ჭკვიანი
788,klug::A,ақылды,ჭკვიანი
789,geschickt::A,шебер,მარჯვე
790,geschickt::A,шебер,გაწაფული
791,lieb::A,абзал,სატრფიალო
792,lieb::A,айналайын,სატრფიალო
793,lustig::A,көңілді,მხიარული
794,sanft::A,жуас,ალერსიანი
795,sanft::A,жуас,გრძნობიერი
796,hungrig::A,аш,მშიერი
797,krank::A,кеселді,სნეული
798,krank::A,кеселді,ავადმყოფი
799,nackt::A,жалаңаш,ტიტველი
800,traurig::A,қапа,მწუხარე
801,traurig::A,қапа,სევდიანი
802,lebendig::A,тірі,ცოცხალი
803,lebendig::A,жанды,ცოცხალი
804,gut::A,жақсы,კარგი
805,schlecht::A,жаман,უხეირო
806,richtig::A,дұрыс,ნამდვილი
807,schlimm::A,жаман,ცუდი
808,wahr::A,нағыз,სწორი
809,wahr::A,нағыз,ჭეშმარიტი
810,alt::A,ескі,ძველი
811,neu::A,жаңа,ახალი
812,ehemalig::A,өткен,ყოფილი
813,ehemalig::A,бұрынғы,ყოფილი
814,alt[Lebewesen]::A,кексе,ბებერი
815,jung::A,науша,ნორჩი
816,jung::A,науша,ახალგაზრდა
817,arm::A,кедей,ღარიბი
818,arm::A,дәулетсіз,ღარიბი
819,reich::A,малды,მდიდარი
820,bekannt::A,таныс,ცნობილი
821,bekannt::A,көзтаныс,ცნობილი
822,berühmt::A,атақты,გამოჩენილი
823,fremd::A,бөтен,უცხო
824,fremd::A,бөтен,გარეშე
825,verschieden::A,түрлі,სხვაგვარი
826,nah::A,жуық,ახლო
827,nah::A,етене,ახლო
828,fern::A,алыс,შორი
829,fern::A,алыс,შორეული
830,fern::A,алыстағы,შორი
831,fern::A,алыстағы,შორეული
832,linker::A,сол,მარცხენა
833,linker::A,солшыл,მარცხენა
834,rechter::A,оң,მარჯვენა
835,anderer::A,өзге,სხვა
836,anderer::A,былайғы,სხვა
837,erster::A,алғашқы,პირველი
838,zweiter::A,екінші,მეორე
839,dritter::A,үшінші,მესამე
840,letzter::A,артқы,ბოლო
841,letzter::A,артқы,უკანასკნელი
842,letzter::A,кейінгі,ბოლო
843,letzter::A,кейінгі,უკანასკნელი
844,allein::ADV,серіксіз,მარტო
845,auf einmal::ADV,бірден,ერთდროულად
846,zusammen::ADV,бірлесіп,ერთად
847,lange::ADV,ұзақ,დიდხანს
848,plötzlich::ADV,кенет,მოულოდნელად
849,sofort::ADV,әне-міне дегенше,ახლავე
850,später::ADV,артынан,მოგვიანებით
851,jetzt::ADV,енді,ახლა
852,jetzt::ADV,қазір,ახლა
853,heute::ADV,бүгін,დღეს
854,morgen::ADV,ертең,ხვალ
855,bald::ADV,тез,მალე
856,dann::ADV,онан соң,მერე
857,dann::ADV,сонан соң,მერე
858,gestern::ADV,кеше,გუშინ
859,einst::ADV,бірде,ოდესღაც
860,einst::ADV,бір кезде,ოდესღაც
861,damals::ADV,анада,მაშინ
862,danach::ADV,онан соң,მერმე
863,danach::ADV,онан соң,შემდეგ
864,danach::ADV,сонан соң,მერმე
865,danach::ADV,сонан соң,შემდეგ
866,vorher::ADV,бұрын,ადრე
867,vorher::ADV,бұрын,წინათ
868,zuerst::ADV,әуелі,ჯერ
869,zuerst::ADV,алдымен,ჯერ
870,einmal::ADV,бір жолы,ერთხელ
871,manchmal::ADV,кейде,ხან
872,manchmal::ADV,кейде,ზოგჯერ
873,oft::ADV,ылғи,ხშირად
874,immer::ADV,өнебойы,მუდამ
875,immer::ADV,өнебойы,ყოველთვის
876,niemals::ADV,ешуақытта,არასდროს
877,hier::ADV,бұнда,აქ
878,hier::ADV,осында,აქ
879,hierhin::ADV,бермен,აქეთ
880,von hier::ADV,бер жақтан,აქედან
881,dort::ADV,анда,იქ
882,dorthin::ADV,әрі,იქით
883,geradeaus::ADV,тура,პირდაპირ
884,vorwärts::ADV,ілгері,წინ
885,rückwärts::ADV,артқа,უკან
886,zurück::ADV,кейін қарай,უკანვე
887,unten::ADV,төменде,დაბლა
888,unten::ADV,төменде,ქვევით
889,hinab::ADV,астына,ძირს
890,hinab::ADV,төмен,ძირს
891,oben::ADV,жоғарыда,ზემოთ
892,hinauf::ADV,өрге,ზევით
893,überall::ADV,әрқайда,ყველგან
894,nicht::ADV,емес,არ
895,ein wenig::ADV,азырақ,ცოტა
896,ein wenig::ADV,аздаған,ცოტა
897,ein wenig::ADV,азғантай,ცოტა
898,kaum::ADV,зорға,ძლივს
899,sehr::ADV,орасан,მეტად
900,sehr::ADV,орасан,ძალიან
901,so::ADV,бұлай,ისე
902,so::ADV,былайша,ისე
903,noch::ADV,әлі,ჯერ
904,nur::ADV,ғана,მხოლოდ
905,schon::ADV,түге,უკვე
906,wieder::ADV,жаңа,ისევ
907,wieder::ADV,жаңа,კიდევ
908,wieder::ADV,қайта,ისევ
909,wieder::ADV,қайта,კიდევ
910,wieder::ADV,жаңадан,ისევ
911,wieder::ADV,жаңадан,კიდევ
912,vergebens::ADV,бекер,ამაოდ
913,vergebens::ADV,бекер,ტყუილად
914,vor::PRP,алды,წინ
915,hinter::PRP,артынан,უკან
916,hinter::PRP,артынан,მიღმა
917,unter::PRP,түп,ქვეშ
918,unter::PRP,түп,ქვევით
919,unter::PRP,маңында,ქვეშ
920,unter::PRP,маңында,ქვევით
921,durch::PRP,арқылы,გავლით
922,neben::PRP,іргеде,გვერდით
923,neben::PRP,жанында,გვერდით
924,zwischen::PRP,арада,შუა
925,zwischen::PRP,арада,შორის
926,wegen::PRP,үшін,გამო
927,wegen::PRP,үшін,შედეგად
928,dies::PRN,бұ,ეს
929,dies::PRN,осы,ეს
930,das::PRN,сол,ეგ
931,alles::PRN,дүйім,ყველაფერი
932,alles::PRN,күллі,ყველაფერი
933,ich::PRN,мен,მე
934,du::PRN,сен,შენ
935,er::PRN,ол,ის
936,er::PRN,ол,იგი
937,wir::PRN,біз,ჩვენ
938,ihr::PRN,сіз,თქვენ
939,sie::PRN,олар,ისინი
940,was::FPRN,не,რა
941,wer::FPRN,кім,ვინ
942,wo::FADV,кәні,სად
943,wo::FADV,қайда,სად
944,wohin::FADV,қайда,საით
945,wie::FADV,калай,როგორ
946,warum::FADV,неғып,რაზე
947,warum::FADV,неғып,რატომ
948,wieviel::FNUM,неше,რამდენი
949,wieviel::FNUM,қанша,რამდენი
950,eins::NUM,бір,ერთი
951,zwei::NUM,екі,ორი
952,drei::NUM,үш,სამი
953,vier::NUM,төрт,ოთხი
954,fünf::NUM,бес,ხუთი
955,sechs::NUM,алты,ექვსი
956,sieben::NUM,жеті,შვიდი
957,acht::NUM,сегіз,რვა
958,neun::NUM,тоғыз,ცხრა
959,zehn::NUM,он,ათი
960,elf::NUM,он бір,თერთმეტი
961,zwölf::NUM,он екі,თორმეტი
962,zwanzig::NUM,жиырма,ოცი
963,dreißig::NUM,отыз,ოცდაათი
964,vierzig::NUM,қырық,ორმოცი
965,fünfzig::NUM,елу,ორმოცდაათი
966,sechzig::NUM,алпыс,სამოცი
967,siebzig::NUM,жетпіс,სამოცდაათი
968,achtzig::NUM,сексен,ოთხმოცი
969,neunzig::NUM,тоқсан,ოთხმოცდაათი
970,hundert::NUM,жүз,ასი
971,tausend::NUM,мың,ათასი
972,und::CNJ,та,და
973,oder::CNJ,әлде,ან
974,oder::CNJ,немесе,ან
975,stehen::V,тұру,დგას
976,sitzen::V,отыру,ზის
977,liegen::V,жату,აწევს
978,hängen::V,ілу,კიდია
979,werden::V,болу,გახდება
980,werden::V,түрегелу,გახდება
981,passieren::V,болу,მოხდება
982,beginnen::V,басталу,იწყება
983,enden::V,ада болу,გათავდება
984,wechseln::V,құбылу,იცვლება
985,wechseln::V,өзгеру,იცვლება
986,aufgehen[Sonne]::V,шығу,ამოდის
987,untergehen[Sonne]::V,батыру,ჩადის
988,scheinen[Sonne]::V,жылтырау,ანათებს
989,donnern::V,күркіреу,ქუხს
990,wehen::V,огып тур,ქრის
991,wehen::V,огып тур,დაუბერავს
992,strömen::V,сорғалау,იღვრება
993,fließen::V,ағу,დის
994,fließen::V,ағу,მიედინება
995,sich drehen::V,айналу,ტრიალებს
996,schwanken::V,толықсу,ირხევა
997,schwingen::V,тербелу,ირხევა
998,fallen::V,құлау,დავარდება
999,fallen::V,жығылу,დავარდება
1000,fallen::V,төмендеу,დავარდება
1001,brennen::V,жану,იწვის
1002,rauchen::V,түтету,ბოლავს
1003,rauchen::V,түтету,აბოლებს
1004,regnen::V,жауу,წვიმს
1005,gefrieren::V,мұздай қату,იყინება
1006,gefrieren::V,мұз боп қату,იყინება
1007,tauen::V,жібу,დნება
1008,schmelzen::V,еру,დნება
1009,trocknen::V,курау,გაშრება
1010,sieden::V,қайнау,დუღს
1011,faulen::V,иістену,ლპება
1012,verfaulen::V,шіру,ლპება
1013,reißen::V,жыртылу,დაიხევა
1014,versinken::V,малтығу,ეფლობა
1015,versinken::V,малтығу,ჩაიძირება
1016,vergehen::V,өту,გადის
1017,erscheinen::V,көріну,გამოჩნდება
1018,erscheinen::V,көрініп қалу,გამოჩნდება
1019,verschwinden::V,ғайып_болу,გააქრება
1020,verschwinden::V,ғайып_болу,დაიკარგება
1021,sinken::V,ылдилау,დაიწევს
1022,sinken::V,төмендеу,დაიწევს
1023,abnehmen::V,кемітілу,შემცირდება
1024,zunehmen::V,көбею,გასუქდება
1025,steigen::V,қобу,მოიმატებს
1026,steigen::V,көтерілу,მოიმატებს
1027,steigen::V,жоғарылау,მოიმატებს
1028,wachsen::V,өсу,იზრდება
1029,wachsen::V,өсу,მრავლდება
1030,glänzen::V,жалтырау,ბრწყინავს
1031,funkeln::V,жарқырау,კაშკაშებს
1032,funkeln::V,нұрлану,კაშკაშებს
1033,funkeln::V,жылтылдау,კაშკაშებს
1034,lärmen::V,шулау,ხმაურობს
1035,lärmen::V,шуылдау,ხმაურობს
1036,läuten::V,қоңыраулату,დარეკავს
1037,klingeln::V,дыңғырлау,დარეკავს
1038,klirren::V,дыңылдату,დააწკარუნებს
1039,brausen::V,тасу,ბობოქრობს
1040,rauschen::V,сусылдау,შრიალებს
1041,rauschen::V,сыбдырлау,შრიალებს
1042,klingen::V,дыбыс шығару,ხმას გამოსცემს
1043,bellen::V,үру,უყეფს
1044,heulen::V,ұлу,ღმუის
1045,blasen::V,үру,დაუბერავს
1046,pfeifen::V,ысқыру,უსტვენს
1047,schreien::V,шыңғыру,ყვირის
1048,schreien::V,айғайлау,ყვირის
1049,schreien::V,байбайлау,ყვირის
1050,schreien::V,бажалақтау,ყვირის
1051,stöhnen::V,ыңырсу,კვნესის
1052,stöhnen::V,ыңкылдау,კვნესის
1053,zittern::V,қалш,აძაგძაგებს
1054,zittern::V,қалшылдату,აძაგძაგებს
1055,leben::V,жасау,ცოცხლობს
1056,leben::V,күнелту,ცოცხლობს
1057,leben::V,күн көру,ცოცხლობს
1058,leben::V,тіршілік ету,ცოცხლობს
1059,geboren werden::V,туу,იშვება
1060,geboren werden::V,туу,იბადება
1061,atmen::V,дем алу,სუნთქავს
1062,atmen::V,ауа жұту,სუნთქავს
1063,trinken::V,ішу,სვამს
1064,trinken::V,ішу,დალევს
1065,trinken::V,ұрттау,სვამს
1066,trinken::V,ұрттау,დალევს
1067,essen::V,жеу,შეჭამს
1068,essen::V,тамақтану,შეჭამს
1069,schlucken::V,жұту,ყლაპავს
1070,müde werden::V,болдыру,დაიქანცება
1071,einschlafen::V,үйыктап калу,დაიძინებს
1072,schlafen::V,ұйықтау,სძინავს
1073,aufwachen::V,ояну,გაიღვიძებს
1074,aufstehen::V,ояну,ადგება
1075,sich erholen::V,тынығу,დაისვენებს
1076,krank werden::V,кеселдену,ავად გახდება
1077,krank werden::V,сырқаттану,ავად გახდება
1078,krank werden::V,ауырып қалу,ავად გახდება
1079,krank werden::V,ауыра бастау,ავად გახდება
1080,krank werden::V,кеселге ұшырау,ავად გახდება
1081,krank werden::V,сырқаттанып қалу,ავად გახდება
1082,krank sein::V,ауыру,ავადმყოფობს
1083,krank sein::V,сырқаттану,ავადმყოფობს
1084,schmerzen::V,ауырады,სტკივა
1085,husten::V,жөтелу,ახველებს
1086,genesen::V,айығу,მორჩება
1087,sterben::V,өлу,კვდება
1088,sterben::V,қайтыс,კვდება
1089,sterben::V,жантапсыру,კვდება
1090,umkommen::V,өлу,დაიღუპება
1091,umkommen::V,қаза табу,დაიღუპება
1092,sich bewegen::V,жылжу,იძვრის
1093,sich bewegen::V,жылжу,მოძრაობს
1094,sich rühren::V,қыбырлау,გაინძრევა
1095,sich erheben::V,тұру,ადგება
1096,sich setzen::V,отыру,დაჯდება
1097,hinfallen::V,жығылу,დაეცემა
1098,laufen::V,жояу жүру,დადის
1099,schreiten::V,кадамдау,აბიჯებს
1100,spazierengehen::V,қыдыру,დასეირნობს
1101,eilen::V,асығу,მიიჩქარის
1102,eilen::V,жеделдену,მიიჩქარის
1103,eilen::V,жедепдеу,მიიჩქარის
1104,sich beeilen::V,асығу,აჩქარდება
1105,sich beeilen::V,жеделдену,აჩქარდება
1106,sausen::V,заулау,მიქრის
1107,rennen::V,жүгіру,დარბის
1108,springen::V,секіру,ხტის
1109,klettern::V,өрмелеп шығу,ძვრება
1110,schaukeln::V,тербелу,ქანაობს
1111,kriechen::V,еңбектеу,დაბობღავს
1112,schwimmen::V,жүзу,ცურავს
1113,schwimmen::V,малту,ცურავს
1114,schwimmen::V,қалықтау,ცურავს
1115,tauchen::V,сүңгу,ჩაიძირება
1116,rudern::V,есу,ნიჩაბს უსვამს
1117,fahren::V,бару,დადის
1118,fahren::V,бару,მგზავრობს
1119,fliegen::V,ұшу,იფრენს
1120,fliegen::V,ұшу,გაფრინდება
1121,gehen::V,бару,მიდის
1122,weggehen::V,кету,წამოდის
1123,abfahren::V,жөнелу,მიემგზავრება
1124,anhalten::V,тоқтау,ჩერდება
1125,hineingehen::V,кіру,შედის
1126,eintreten::V,ену,შედის
1127,kommen::V,жету,მოდის
1128,ankommen::V,келу,ჩადის
1129,zurückkommen::V,қайту,დაბრუნდება
1130,bleiben::V,қалу,დარჩება
1131,warten::V,тосу,ელოდება
1132,erwarten::V,күту,ელის
1133,erwarten::V,күту,დაიცდის
1134,suchen::V,іздеу,ეძებს
1135,suchen::V,іздеу,მოძებნის
1136,finden::V,табу,მიაგნებს
1137,finden::V,табу,გამოძებნის
1138,versuchen::V,талпыну,ცდის
1139,versuchen::V,талпыну,ცდილობს
1140,vorbereiten::V,әзірлеу,მოამზადებს
1141,lieben::V,сүю,უყვარს
1142,mögen::V,жарату,ეტრფის
1143,mögen::V,жақсы_көру,ეტრფის
1144,lachen::V,күлу,იცინის
1145,lachen::V,күлісу,იცინის
1146,rühren::V,көңілін бұзу,გულს აუჩუყებს
1147,weinen::V,жылау,ტირის
1148,schimpfen::V,ақырып-бақыру,შეიგინება
1149,sich ärgern::V,ашулану,გაბრაზობს
1150,sich fürchten::V,сескену,შიშობს
1151,fürchten::V,қауіптену,ფრთხილობს
1152,fürchten::V,сақсыну,ფრთხილობს
1153,fliehen::V,қашу,გაიქცევა
1154,fliehen::V,қашып кету,გაიქცევა
1155,flüchten::V,қашу,გაიქცევა
1156,flüchten::V,қашып кету,გაიქცევა
1157,sehen::V,көру,ხედავს
1158,anschauen::V,назар салу,ნახავს
1159,ansehen::V,тамашалау,უყურებს
1160,hören::V,есту,ისმენს
1161,zuhören::V,тыңдау,მოისმენს
1162,zuhören::V,құлақ қою,მოისმენს
1163,probieren::V,тату,გასინჯავს
1164,probieren::V,дәм тату,გასინჯავს
1165,riechen::V,иіскеу,ყნოსავს
1166,fühlen::V,сезу,გრძნობს
1167,fühlen::V,сезіну,გრძნობს
1168,scheinen::V,болып көріну,ეჩვენება
1169,zu sehen sein::V,көріну,მოჩანს
1170,vernehmen::V,есту,გაიგებს
1171,vernehmen::V,есітіп қалу,გაიგებს
1172,frieren::V,тоңу,იყინება
1173,frieren::V,жаурау,იყინება
1174,tun::V,ету,აკეთებს
1175,tun::V,істеу,აკეთებს
1176,können::V,білу,შეიძლება
1177,wollen::V,қалау,უნდა
1178,anfangen::V,бастау,დაიწყებს
1179,beenden::V,бітіру,ამთავრებს
1180,beenden::V,адақтау,ამთავრებს
1181,beenden::V,тамамдау,ამთავრებს
1182,beenden::V,аяқтап шығу,ამთავრებს
1183,aufhören::V,доғару,შეწყვეტს
1184,gelingen::V,жолы түсу,მოახერხებს
1185,geraten::V,калу,გამოდის
1186,öffnen::V,ашу,გახსნის
1187,öffnen::V,ашып қою,გახსნის
1188,schließen::V,жабу,ხურავს
1189,schließen::V,жабу,დაკეტავს
1190,stellen::V,қою,დადგამს
1191,stellen::V,қойдыру,დადგამს
1192,setzen::V,отырғызу,დასვამს
1193,legen::V,салу,დადებს
1194,legen::V,калау,დადებს
1195,berühren::V,тию,შეახებს
1196,berühren::V,тию,მიაკარებს
1197,verbinden::V,байлап алу,შეაერთებს
1198,verbinden::V,сабақтастыру,შეაერთებს
1199,bedecken::V,бүркеу,გადააფარებს
1200,aufhängen::V,ілу,დაკიდებს
1201,aufhängen::V,асып қою,დაკიდებს
1202,anzünden::V,тұтату,დაანთებს
1203,anzünden::V,тұтату,მოუკიდებს
1204,aufheben::V,көтеру,აიღებს
1205,aufheben::V,көтеру,აიყვანს
1206,zurücklassen::V,қалдыру,დატოვებს
1207,verlieren::V,жоғалту,დაკარგავს
1208,fallen lassen::V,құлатып алу,გაუვარდება
1209,fallen lassen::V,қолдан түсіріп алу,გაუვარდება
1210,machen::V,ету,გააკეთებს
1211,machen::V,ету,გამოიწვევს
1212,machen::V,жасау,გააკეთებს
1213,machen::V,жасау,გამოიწვევს
1214,machen::V,жасап шығару,გააკეთებს
1215,machen::V,жасап шығару,გამოიწვევს
1216,herstellen::V,жасап шығару,დაამზადებს
1217,bauen::V,тұрғызу,ააშენებს
1218,reparieren::V,оңдау,შეაკეთებს
1219,reparieren::V,оңдау,გაარემონტებს
1220,verbessern::V,дұрыстау,გამოაკეთებს
1221,verbessern::V,дұрыстау,გააუმჯობესებს
1222,ändern::V,өзгерту,შეცვლის
1223,graben::V,үңгу,თხრის
1224,beugen::V,буғу,ხრის
1225,biegen::V,ию,გაღუნავს
1226,biegen::V,майыстыру,გაღუნავს
1227,drehen::V,айналдыру,ატრიალებს
1228,wenden::V,екінші жағын айналдыру,მოაბრუნებს
1229,umdrehen::V,бұру,შეატრიალებს
1230,heben::V,көтеру,ასწევს
1231,hochheben::V,жоғарылату,აიყვანს
1232,hochheben::V,көтеру,აიყვანს
1233,ergreifen::V,бас_салу,სტაცებს
1234,ergreifen::V,шап_беріп_ұстап_алу,სტაცებს
1235,ergreifen::V,шап_беру,სტაცებს
1236,ergreifen::V,шап_ете_түсу,სტაცებს
1237,halten::V,тұту,უჭირავს
1238,halten::V,ұстау,უჭირავს
1239,drücken::V,басу,დააწვება
1240,schieben::V,итеру,მისწევს
1241,kratzen::V,қыру,მოფხანს
1242,lecken::V,жалау,ლოკავს
1243,beißen::V,қабу,უკბენს
1244,beißen::V,тістеу,უკბენს
1245,beißen::V,қауып алу,უკბენს
1246,abreißen::V,үзу,გლეჯს
1247,abreißen::V,үзу,მოწყვეტს
1248,abschneiden::V,қырқу,გაჭრის
1249,binden::V,байланыстыру,შეკრავს
1250,binden::V,байланыстыру,გადააბამს
1251,binden::V,байлап_алу,შეკრავს
1252,binden::V,байлап_алу,გადააბამს
1253,binden::V,байластыру,შეკრავს
1254,binden::V,байластыру,გადააბამს
1255,binden::V,байлау,შეკრავს
1256,binden::V,байлау,გადააბამს
1257,binden::V,буу,შეკრავს
1258,binden::V,буу,გადააბამს
1259,binden::V,матау,შეკრავს
1260,binden::V,матау,გადააბამს
1261,binden::V,сабақтастыру,შეკრავს
1262,binden::V,сабақтастыру,გადააბამს
1263,binden::V,ұштастыру,შეკრავს
1264,binden::V,ұштастыру,გადააბამს
1265,stecken::V,сұғу,ჩაასობს
1266,brechen::V,сындыру,მოიტეხს
1267,klopfen::V,қағу,აკაკუნებს
1268,hauen::V,соғу,ლეწავს
1269,kleben::V,желімдеу,წებავს
1270,kleben::V,желімдеу,დააწებებს
1271,reiben::V,үйкеу,დაზელს
1272,streichen::V,сүйкеу,უსვამს
1273,schleifen::V,егеу,ლესავს
1274,schleifen::V,қайрау,ლესავს
1275,schleifen::V,егеулеу,ლესავს
1276,schneiden::V,кесу,გაჭრის
1277,rütteln::V,қозғау,არხევს
1278,rütteln::V,жұлмалау,არხევს
1279,schütteln::V,дірілдету,არყევს
1280,schütteln::V,дірілдету,ანძრევს
1281,schütteln::V,селкілдету,არყევს
1282,schütteln::V,селкілдету,ანძრევს
1283,schwenken::V,бұлғау,აქნევს
1284,schwenken::V,сермеу,აქნევს
1285,schütten::V,құю,ღვრის
1286,schütten::V,құю,დააქცევს
1287,füllen::V,толтыру,გაავსებს
1288,einwickeln::V,орау,შეახვევს
1289,tragen::V,алып жүру,მიიტანს
1290,schleppen::V,тарту,მიათრევს
1291,ziehen::V,тарту,წევს
1292,ziehen::V,тарту,ათრევს
1293,aufbewahren::V,сақтау,შეინახავს
1294,werfen::V,лақтыру,ისვრის
1295,fangen::V,қармау,დაიჭერს
1296,fangen::V,қағып алу,დაიჭერს
1297,packen::V,шап беру,სტაცებს
1298,packen::V,шап ете түсу,სტაცებს
1299,packen::V,шап беріп ұстап алу,სტაცებს
1300,verstecken::V,тығу,მალავს
1301,verstecken::V,жасыру,მალავს
1302,teilen::V,бөлу,დაყოფს
1303,schicken::V,жіберу,გაგზავნის
1304,bringen::V,әкелу,მოიტანს
1305,bringen::V,алып келу,მოიტანს
1306,hinzufügen::V,қосу,დაამატებს
1307,hinzufügen::V,үстеу,დაამატებს
1308,bekommen::V,алу,ამოიღებს
1309,erhalten::V,алмақ,იღებს
1310,nehmen::V,алу,აიღებს
1311,nehmen::V,алмақ,აიღებს
1312,wählen::V,таңдау,გადაარჩევს
1313,auswählen::V,екшеу,ამოარჩევს
1314,auswählen::V,саралау,ამოარჩევს
1315,auswählen::V,сұрыптау,ამოარჩევს
1316,auswählen::V,сайлап алу,ამოარჩევს
1317,bewahren::V,сақтау,ინარჩუნებს
1318,behindern::V,оралғы болу,აბრკოლებს
1319,behindern::V,оралғы болу,გააძნელებს
1320,verderben::V,бүлдіру,გააფუჭებს
1321,beschädigen::V,бұзу,დააზიანებს
1322,zerbrechen::V,уату,დაამტვრევს
1323,zerreißen::V,жырту,გახევს
1324,zerstören::V,қирату,მოსპობს
1325,zerstören::V,қирату,დაანგრევს
1326,zerstören::V,талқандау,მოსპობს
1327,zerstören::V,талқандау,დაანგრევს
1328,verbrennen::V,өртеу,დაწვავს
1329,verbrennen::V,жандыру,დაწვავს
1330,verbrennen::V,өртеп жіберу,დაწვავს
1331,verbrennen::V,жандырып жіберу,დაწვავს
1332,geben::V,беру,აძლევს
1333,reichen::V,беру,მიაწოდებს
1334,schenken::V,тарту,აჩუქებს
1335,versprechen::V,уәде беру,აღუთქვამს
1336,wünschen::V,тілеу,უსურვებს
1337,loben::V,мақтау,აქებს
1338,loben::V,мақтау,ამკობს
1339,loben::V,дәріптеу,აქებს
1340,loben::V,дәріптеу,ამკობს
1341,küssen::V,сүю,აკოცებს
1342,wiegen::V,тербеу,არხევს
1343,zudecken::V,бүркеу,გადახურავს
1344,wecken::V,ояту,გააღვიძებს
1345,zeigen::V,көрсету,დაანახვებს
1346,führen::V,ерту,მიჰყავს
1347,führen::V,жетектеу,მიჰყავს
1348,lehren::V,оқыту,ასწავლის
1349,unterrichten::V,оқыту,ასწავლის
1350,aufziehen::V,бағу,აღზრდის
1351,leiten::V,басқару,აწარმოებს
1352,leiten::V,басқару,ხელმძღვანელობს
1353,leiten::V,жетекшілік ету,აწარმოებს
1354,leiten::V,жетекшілік ету,ხელმძღვანელობს
1355,antreiben::V,асықтыру,დააჩქარებს
1356,lassen::V,-ткізу,ა--ინებს
1357,lassen::V,мәжбүр ету,ა--ინებს
1358,einladen::V,шақыру,მოიპატიჟებს
1359,vereinigen::V,біріктіру,შეაერთებს
1360,vereinigen::V,біріктіріп қою,შეაერთებს
1361,besuchen::V,кіріп шығу,სანახავად მიდის
1362,besuchen::V,барып шығу,სანახავად მიდის
1363,treffen::V,кездесу,შეხვდება
1364,sich versammeln::V,топталу,შეიკრიბება
1365,spielen::V,ойнау,ეთამაშება
1366,singen::V,сайрау,მღერის
1367,tanzen::V,билеу,ცეკვავს
1368,sich trennen::V,айрылысу,მოშორდება
1369,verlassen::V,тастау,მიატოვებს
1370,retten::V,құтқару,იხსნის
1371,retten::V,құтқару,გადაარჩენს
1372,bewachen::V,күзету,დარაჯობს
1373,bewachen::V,күзету,უთვალთვალებს
1374,schützen::V,жақтау,დაიფარავს
1375,schützen::V,жақтасу,დაიფარავს
1376,verteidigen::V,қорғау,დაიცავს
1377,sich schlagen::V,алысу,იჩხუბებს
1378,schießen::V,ату,ისვრის
