,Concept_ID,ja,hy
778,wer::FPRN,どなた,ով
779,wo::FADV,どこ,ուր
780,wo::FADV,どこ,որտեղ
781,wo::FADV,どこに,ուր
782,wo::FADV,どこに,որտեղ
783,wohin::FADV,どこへ,դեպի ուր
784,wie::FADV,どう,ինչպես
785,warum::FADV,何故,ինչու
786,warum::FADV,どうして,ինչու
787,wieviel::FNUM,どのくらい,որչափ
788,eins::NUM,一,մեկ
789,zwei::NUM,二,երկու
790,zwei::NUM,二つ,երկու
791,drei::NUM,三,երեք
792,drei::NUM,三つ,երեք
793,vier::NUM,四,չորս
794,vier::NUM,四つ,չորս
795,fünf::NUM,五,հինգ
796,fünf::NUM,五つ,հինգ
797,sechs::NUM,六,վեց
798,sechs::NUM,六つ,վեց
799,sieben::NUM,七,յոթ
800,sieben::NUM,七つ,յոթ
801,acht::NUM,八,ութ
802,acht::NUM,八つ,ութ
803,neun::NUM,九,ինը
804,neun::NUM,九つ,ինը
805,zehn::NUM,十,տասը
806,elf::NUM,十一,տասնմեկ
807,zwölf::NUM,十二,տասներկու
808,zwanzig::NUM,二十,քսան
809,dreißig::NUM,三十,երեսուն
810,vierzig::NUM,四十,քառասուն
811,fünfzig::NUM,五十,հիսուն
812,sechzig::NUM,六十,վաթսուն
813,siebzig::NUM,七十,յոթանասուն
814,achtzig::NUM,八十,ութսուն
815,neunzig::NUM,九十,իննսուն
816,hundert::NUM,百,հարյուր
817,tausend::NUM,千,հազար
818,und::CNJ,-と,ու
819,und::CNJ,そして,ու
820,oder::CNJ,或いは,կամ
821,stehen::V,立っている,կանգնել
822,sitzen::V,座っている,նստել
823,liegen::V,横になっている,ստել
824,hängen::V,掛かっている,կախվել
825,werden::V,なる,դառնալ
826,passieren::V,起こる,պատահել
827,beginnen::V,始まる,սկսվել
828,enden::V,終わる,վերջանալ
829,wechseln::V,変わる,փոխվել
830,aufgehen[Sonne]::V,出る,բարձրանալ
831,aufgehen[Sonne]::V,出る,ելնել 
832,untergehen[Sonne]::V,沈む,մտնել
833,scheinen[Sonne]::V,輝く,շողալ
834,scheinen[Sonne]::V,輝く,փայլել
835,donnern::V,雷が鳴る,որոտալ
836,wehen::V,吹く,փչել
837,strömen::V,流れる,հոսել
838,fließen::V,流れる,հոսել
839,sich drehen::V,回転する,պտտվել
840,schwanken::V,揺れる,տատանվել
841,schwingen::V,振動する,ճոճվել
842,fallen::V,落ちる,ընկնել
843,brennen::V,燃える,այրվել
844,rauchen::V,煙を出す,ծխել
845,regnen::V,雨が降る,անձրեւ գալ
846,gefrieren::V,凍る,սառչել
847,tauen::V,溶ける,լկիլ
848,schmelzen::V,溶ける,հալիլ
849,trocknen::V,乾く,չորանալ
850,sieden::V,沸く,եռալ
851,faulen::V,腐る,փտել
852,verfaulen::V,朽ちる,նեխել
853,reißen::V,切れる,պատռվել
854,reißen::V,切れる,ճղվել
855,versinken::V,沈む,սուզվել
856,vergehen::V,経つ,անցնել 
857,erscheinen::V,現れる,հայտնվել
858,erscheinen::V,現れる,երեւալ
859,verschwinden::V,消える,անհետանալ
860,sinken::V,下がる,ընկնել
861,abnehmen::V,減る,փոքրանալ
862,zunehmen::V,増える,մեծանալ
863,steigen::V,上がる,բարձրանալ
864,wachsen::V,伸びる,աճել
865,glänzen::V,輝く,նշուլել
866,glänzen::V,輝く,փայլիլ
867,funkeln::V,ぴかぴか光る,փայլատակել
868,lärmen::V,騒ぐ,աղմուկ հանել
869,läuten::V,鳴る,զնգալ
870,klingeln::V,鳴る,զնգալ
871,klirren::V,がらんがらんと鳴る,զնգզնգալ
872,brausen::V,逆巻く,մոլեգնել
873,rauschen::V,戦ぐ,սոսափել
874,klingen::V,鳴る,հնչել
875,bellen::V,吠える,հաչել
876,heulen::V,きゃんきゃん鳴く,ոռնալ 
877,blasen::V,吹く,փչել 
878,pfeifen::V,口笛を吹く,սուլել
879,schreien::V,叫ぶ,գոռալ 
880,stöhnen::V,うめく,տնքալ
881,zittern::V,震える,դողալ
882,leben::V,生きている,ապրել
883,geboren werden::V,生まれる,ծնվել
884,atmen::V,呼吸する,շնչել
885,trinken::V,飲む,խմել
886,essen::V,食べる,ուտել
887,schlucken::V,飲み込む,կլանել
888,schlucken::V,飲み込む,կուլ տալ
889,müde werden::V,眠くなる,հոգնել
890,einschlafen::V,寝付く,քուն մտնել
891,schlafen::V,眠る,քնել
892,aufwachen::V,目が覚める,արթննալ
893,aufstehen::V,起きる,ելլել
894,sich erholen::V,休養する,հանգստանալ
895,krank werden::V,病気になる,հիւանդանալ
896,krank sein::V,病気である,հիվանդ լինել
897,schmerzen::V,痛む,ցավել
898,husten::V,咳をする,հազալ
899,genesen::V,元気になる,ապաքինվել
900,sterben::V,死ぬ,մեռնել
901,sterben::V,死ぬ,վախճանվել
902,sterben::V,亡くなる,մեռնել
903,sterben::V,亡くなる,վախճանվել
904,umkommen::V,死亡する,կործանվել
905,sich bewegen::V,移動する,ընթանալ
906,sich rühren::V,動く,շարժվել
907,sich erheben::V,立ち上がる,կանգնել
908,sich erheben::V,立ち上がる,վեր կենալ
909,sich setzen::V,座る,նստել
910,hinfallen::V,転ぶ,ընկնել
911,laufen::V,歩く,քայլել
912,schreiten::V,跨ぐ,ճեմել
913,spazierengehen::V,散歩する,շրջագայել
914,eilen::V,急ぐ,շտապել
915,sich beeilen::V,焦る,շտապել 
916,sausen::V,疾駆する,սլանալ
917,rennen::V,走る,վազել
918,springen::V,跳ぶ,ցատկել
919,klettern::V,よじ登る,մագլցել
920,schaukeln::V,ぶらんこに乗る,ճոճվել
921,schaukeln::V,ぶらんこに乗る,օրորվել
922,kriechen::V,這う,սողալ
923,schwimmen::V,泳ぐ,լողալ
924,tauchen::V,潜る,սուզվել
925,rudern::V,漕ぐ,թիավարել
926,fahren::V,行く,ընթանալ
927,fahren::V,乗車する,ընթանալ
928,fliegen::V,飛ぶ,թռչել
929,gehen::V,行く,գնալ
930,weggehen::V,立ち去る,հեռանալ
931,abfahren::V,出発する,ճանապարհվել
932,anhalten::V,止まる,կանգնել
933,hineingehen::V,入る,մտնել
934,eintreten::V,中に入る,մտնել
935,kommen::V,来る,գալ
936,ankommen::V,着く,ժամանել
937,ankommen::V,到着する,ժամանել
938,zurückkommen::V,帰る,վերադառնալ
939,bleiben::V,留まる,մնալ
940,warten::V,待つ,սպասել
941,erwarten::V,期待する,սպասել
942,suchen::V,探る,որոնել
943,finden::V,見つける,գտնել
944,versuchen::V,試す,փորձել
945,vorbereiten::V,準備する,պատրաստել
946,lieben::V,愛する,սիրել
947,mögen::V,好きである,հավանել
948,mögen::V,好きである,սիրել
949,lachen::V,笑う,ծիծաղել
950,rühren::V,感情を動かす,հուզել
951,weinen::V,泣く,լալ
952,schimpfen::V,叱る,տրտնջալ
953,schimpfen::V,叱る,քրթմնջել
954,sich ärgern::V,怒る,զայրանալ
955,sich ärgern::V,腹を立てる,զայրանալ
956,sich fürchten::V,怖がる,վախնալ
957,fürchten::V,恐れる,վախենալ
958,fliehen::V,逃げる,փախչել
959,flüchten::V,逃亡する,փախչել
960,sehen::V,見る,տեսնել
961,anschauen::V,眺める,դիտել
962,ansehen::V,見る,նայել
963,hören::V,聞く,լսել
964,zuhören::V,聴く,ունկնդրել
965,probieren::V,食べてみる,համը տեսել
966,riechen::V,気取る,հոտ առնել
967,fühlen::V,感じる,զգալ
968,scheinen::V,ように見える,երեւալ
969,zu sehen sein::V,見える,երեւալ
970,vernehmen::V,承る,իմանալ 
971,frieren::V,寒気がする,մրսել
972,tun::V,する,անել
973,können::V,出来る,կարողանալ
974,wollen::V,-たい,ուզել
975,wollen::V,-たい,ցանկանալ
976,anfangen::V,始める,սկսել
977,beenden::V,終える,վերջացնել
978,aufhören::V,止める,դադարել
979,gelingen::V,成功する,հաջողվել
980,gelingen::V,成功する,գլուխ գալ
981,geraten::V,当たる,ստացվել
982,öffnen::V,開く,բաց անել
983,öffnen::V,開ける,բաց անել
984,schließen::V,閉める,փակել 
985,stellen::V,置く,դնել
986,stellen::V,据える,դնել
987,setzen::V,座らせる,նստեցնել
988,legen::V,置く,դնել
989,berühren::V,触る,դիպչել
990,berühren::V,触る,շոշափել
991,berühren::V,触れる,դիպչել
992,berühren::V,触れる,շոշափել
993,verbinden::V,結びつける,շաղկապել
994,bedecken::V,覆う,ծածկել
995,aufhängen::V,掛ける,կախել
996,anzünden::V,燃やす,վառել
997,anzünden::V,火をつける,վառել
998,aufheben::V,拾う,վերցնել
999,zurücklassen::V,残す,թողնել
1000,verlieren::V,無くす,կորցնել
1001,fallen lassen::V,落とす,գցել
1002,machen::V,作る,անել
1003,herstellen::V,製造する,արտադրել
1004,bauen::V,建設する,կառուցել
1005,reparieren::V,直す,նորոգել
1006,reparieren::V,修理する,նորոգել
1007,verbessern::V,改良する,բարելավել
1008,ändern::V,変える,փոխել
1009,graben::V,掘る,փորել
1010,beugen::V,折る,ծռել
1011,biegen::V,曲げる,թեքել
1012,drehen::V,回す,ոլորել
1013,wenden::V,裏返す,պտտել
1014,umdrehen::V,裏返す,շրջել
1015,heben::V,挙げる,բարձրացնել
1016,hochheben::V,持ち上げる,բարձրացնել
1017,ergreifen::V,取り上げる,վարակվել
1018,halten::V,持つ,բռնել
1019,drücken::V,押す,ճնշել
1020,schieben::V,ずらす,հրել
1021,kratzen::V,引っ掻く,քերել
1022,lecken::V,なめる,լիզել
1023,beißen::V,噛む,կծել
1024,abreißen::V,剝ぎ取る,պոկել
1025,abschneiden::V,切り取る,կտրել 
1026,binden::V,縛る,կապել
1027,stecken::V,差し込む,խրել
1028,brechen::V,破る,կոտրել 
1029,klopfen::V,とんとん叩く,թակել
1030,hauen::V,叩く,ծեծել
1031,kleben::V,貼る,կպցնել
1032,kleben::V,くっ付ける,կպցնել
1033,reiben::V,擦る,շփել
1034,streichen::V,塗る,վրան քսել
1035,schleifen::V,研ぐ,սրել 
1036,schneiden::V,切る,կտրել
1037,rütteln::V,揺さぶる,ցնցել
1038,schütteln::V,振る,թափահարել
1039,schütteln::V,揺さぶる,թափահարել
1040,schwenken::V,振る,ճոճել
1041,schütten::V,注ぐ,լցնել
1042,füllen::V,いっぱいにする,լիքը լցնել
1043,einwickeln::V,包む,փաթաթել
1044,tragen::V,運ぶ,կրել
1045,tragen::V,運ぶ,տանել
1046,schleppen::V,引きずる,քաշել
1047,ziehen::V,引く,ձգել
1048,ziehen::V,引く,քաշել
1049,aufbewahren::V,預かる,պահել 
1050,werfen::V,投げる,նետել
1051,fangen::V,受ける,
1052,packen::V,掴む,հափշտակել
1053,verstecken::V,隠す,ծածկել
1054,teilen::V,分ける,բաժանել
1055,schicken::V,送る,ուղարկել
1056,bringen::V,持って行く,բերել
1057,hinzufügen::V,加える,ավելացնել
1058,bekommen::V,得る,հայթայթել
1059,erhalten::V,受ける,ստանալ
1060,nehmen::V,取る,վերցնել
1061,wählen::V,選ぶ,ընտրել
1062,auswählen::V,選ぶ,գերադասել
1063,bewahren::V,保存する,պահպանել
1064,behindern::V,妨害する,խոչընդոտել
1065,verderben::V,台無しにする,փչացնել
1066,beschädigen::V,損傷する,վնասել
1067,zerbrechen::V,割る,ջարդել
1068,zerbrechen::V,割る,կոտրել
1069,zerreißen::V,引き裂く,պատռել
1070,zerstören::V,破壊する,քանդել
1071,verbrennen::V,焼く,այրել
1072,geben::V,上げる,տալ
1073,reichen::V,渡す,հանձնել
1074,schenken::V,贈る,նվիրել
1075,versprechen::V,約束する,խոստանալ
1076,wünschen::V,望む,մաղթել
1077,loben::V,褒める,գովել
1078,küssen::V,キスする,համբուրել
1079,wiegen::V,揺する,օրորել
1080,zudecken::V,覆う,վրան գցել
1081,wecken::V,起こす,զարթնեցնել
1082,zeigen::V,見せる,ցույց տալ
1083,führen::V,案内する,ուղեկցել
1084,lehren::V,教える,սովորեցնել
1085,unterrichten::V,通知する,ավանդել
1086,aufziehen::V,育てる,դաստիարակել
1087,leiten::V,導く,ղեկավարել
1088,leiten::V,導く,կառավարել
1089,antreiben::V,励ます,շտապեցնել
1090,lassen::V,～させる,ստիպել
1091,einladen::V,誘う,հրավիրել
1092,einladen::V,招待する,հրավիրել
1093,vereinigen::V,一つにする,միացնել
1094,besuchen::V,訪ねる,այցելել
1095,treffen::V,出会う,հանդիպել
1096,sich versammeln::V,集まる,հավաքվել
1097,spielen::V,遊ぶ,խաղալ
1098,singen::V,歌う,երգել
1099,tanzen::V,踊る,պարել
1100,sich trennen::V,別れる,ցրվել
1101,verlassen::V,別れる,լքել
1102,retten::V,救う,փրկել
1103,retten::V,助ける,փրկել
1104,bewachen::V,見張る,պահել
1105,bewachen::V,軽微する,պահել
1106,schützen::V,保護する,պաշտպանել
1107,verteidigen::V,守る,պաշտպանել
1108,sich schlagen::V,殴る,կռվել
1109,schießen::V,撃つ,կրակել
1110,siegen::V,勝つ,հաղթել
1111,ärgern::V,怒らせる,ձանձրացնել
1112,schlagen::V,殴る,խփել
1113,treten::V,蹴る,քացի տալ
1114,stechen::V,突く,խայթել
1115,stoßen::V,突く,մղել
1116,stehlen::V,盗る,գողանալ
1117,stören::V,構う,խանգարել
1118,belästigen::V,邪魔する,անհանգստացնել
1119,verbergen::V,隠す,թաքցնել
1120,täuschen::V,だます,խաբել
1121,betrügen::V,だます,խաբել
1122,töten::V,殺す,սպանել 
1123,wohnen::V,住む,բնակվել
1124,arbeiten::V,働く,աշխատել
1125,sammeln::V,集める,հավաքել
1126,sammeln::V,収集する,հավաքել
1127,pflücken::V,摘む,քաղել
1128,jagen::V,狩りをする,որս անել
1129,fischen::V,釣る,ձուկ բռնել
1130,fassen::V,捕る,բռնել
1131,hüten::V,放牧する,արածեցնել
1132,treiben::V,追う,հովուել
1133,anbinden::V,繋ぐ,չուանել
1134,füttern::V,餌をやる,կերակրել
1135,melken::V,搾乳する,կթել
1136,hacken::V,刻む,կոտորել
1137,gießen::V,水をやる,ջրել
1138,reifen::V,熟す,հասունանալ 
1139,zubereiten::V,調理する,պատրաստել
1140,kochen::V,煮る,եփել
1141,backen::V,焼く,թխել
1142,braten::V,焼く,տապակել
1143,braten::V,炒める,տապակել
1144,umrühren::V,混ぜる,խառնել
1145,stricken::V,編む,գործել
1146,nähen::V,縫う,կարել
1147,färben::V,染める,ներկել
1148,reinigen::V,掃除する,մաքրել
1149,waschen::V,洗う,լվանալ
1150,waschen::V,洗濯する,լվանալ
1151,abwischen::V,拭く,սրբել
1152,spülen::V,洗う,ողողել
1153,spülen::V,洗う,պարզաջրել
1154,spülen::V,すすぐ,ողողել
1155,spülen::V,すすぐ,պարզաջրել
1156,fegen::V,掃除する,ավլել
1157,kehren::V,掃く,ավլել
1158,baden::V,入浴する,լողանալ
1159,sich waschen::V,洗う,լվացվել
1160,ausziehen::V,脱ぐ,հանել
1161,anziehen::V,着る,հագնել
1162,sich anziehen::V,着る,հագնվել
1163,kämmen::V,梳く,սանրել
1164,schmücken::V,飾る,զարդարել
1165,sagen::V,言う,ասել
1166,sprechen::V,話す,խոսել
1167,reden::V,話す,զրուցել
1168,sich unterhalten::V,話をする,խոսակցել
1169,fragen::V,聞く,հարցնել
1170,bitten::V,頼む,խնդրել
1171,bitten::V,お願いする,խնդրել
1172,erzählen::V,物語る,պատմել
1173,mitteilen::V,伝える,հաղորդել
1174,nennen::V,名づける,անվանել
1175,rufen::V,呼ぶ,կանչել
1176,prahlen::V,自慢する,պարծենալ
1177,übersetzen::V,訳す,թարգմանել
1178,denken::V,考える,մտածել
1179,glauben::V,信じる,հավատալ
1180,bemerken::V,気が付く,նկատել
1181,erkennen::V,認識する,ճանաչել
1182,begreifen::V,分かる,հասկանալ
1183,verstehen::V,聞き取る,ըմբռնել
1184,lernen::V,学ぶ,սովորել
1185,lernen::V,勉強する,սովորել
1186,wissen::V,知っている,իմանալ
1187,sich erinnern an::V,思い出す,հիշել
1188,sich erinnern an::V,思い出す,մտաբերել
1189,vergessen::V,忘れる,մոռանալ
1190,messen::V,計る,չափել
1191,messen::V,測定する,չափել
1192,zählen::V,数える,թվել
1193,zählen::V,数える,հաշվել
1194,rechnen::V,計算する,հաշվել
1195,rechnen::V,計算する,հաշվարկել
1196,lesen::V,読む,կարդալ
1197,malen::V,描く,նկարել
1198,zeichnen::V,写生する,գծել
1199,schreiben::V,書く,գրել
1200,besitzen::V,所持する,ունենալ
1201,besitzen::V,所持する,տեր լինել
1202,kaufen::V,買う,գնել
1203,verkaufen::V,売る,վաճառել
1204,bezahlen::V,払う,վճարել
1205,zahlen::V,支払う,վճարել
1206,beherrschen::V,支配する,ղեկավարել
1207,ertragen::V,耐える,դիմանալ
