,Concept_ID,zh,ab
153,Maus::N,老鼠,аҳəынаҧ
154,Wolf::N,狼,абгаду
155,Vogel::N,鸟,аҧсаатə
156,Schwarm::N,群,
157,Huhn::N,鸡,акəты
158,Hahn::N,公鸡,арбаҕь
159,Gans::N,鹅,аҟыз
160,Adler::N,鹰,ауарба
161,Ente::N,鸭,акəата
162,Eule::N,猫头鹰,аты
163,Kranich::N,鹤,апҟа
164,Krähe::N,乌鸦,аҟəараан
165,Kuckuck::N,布谷鸟,акəыкəу
166,Schwan::N,天鹅,агьад
167,Fisch::N,鱼,аҧсыӡ
168,Barsch::N,鲈鱼,ацəыбла
169,Hecht::N,狗鱼,ахиаала
170,Schlange[Tier]::N,蛇,амаҭ
171,Wurm::N,蠕虫,ахəа
172,Wurm::N,蠕虫,ахəац
173,Spinne::N,蜘蛛,абызкаҭаҳа
174,Ameise::N,蚂蚁,ашышкамс
175,Laus::N,虱子,аҵа
176,Mücke::N,蚊子,акəыбры
177,Fliege::N,苍蝇,амҵ
178,Schmetterling::N,蝴蝶,аҧарҧалыкь
179,Beere::N,将果,аргуц
180,Apfel::N,苹果,аҵəа
181,Pilz::N,蘑菇,акəкəбаа
182,Zwiebel::N,洋葱,аџьымшьы
183,Zwiebel::N,洋葱,аџьымшьхы
184,Saat::N,种子,ажəла
185,Korn::N,谷粒,арыц
186,Heu::N,干草,аҭəа
187,Schale::N,壳,ацəа
188,Grube::N,坑,ажра
189,Grube::N,坑,атыша
190,Falle::N,圈套,арыҧҟьа
191,Schlinge::N,活扣,аҟəараҟəантə
192,Spur::N,踪迹,ашьҭа
193,Asche::N,灰烬,ахəа
194,Dreck::N,污垢,аҳəынҵəа
195,Dreck::N,污垢,аҟьамсар
196,Eisen::N,铁,аиха
197,Gold::N,金子,ахьы
198,Silber::N,银,аразны
199,Kohle::N,煤,арацəа
200,Glas::N,玻璃,асаркьа
201,Lehm::N,粘土,анышəаҧшь
202,Sand::N,沙,аҧслымӡ
203,Mensch::N,人,ауаҩы
204,Mann::N,男子,ахаҵа
205,Frau::N,妇女,аҧҳəыс
206,Kind::N,小孩,ахəыҷы
207,Junge::N,男孩,аҷкəын
208,Junge::N,男孩,ахаҵарҧыс
209,Mädchen::N,女孩,аӡӷаб
210,Familie::N,家庭,аҭаацəа
211,Großvater::N,祖父,абду
212,Großmutter::N,祖母,анду
213,Eltern::N,父母,ани аби
214,Vater::N,父亲,аб
215,Mutter::N,母亲,ан
216,Sohn::N,儿子,аҧа
217,Tochter::N,女儿,аҧҳа
218,Bruder::N,兄弟,аиашьа
219,Schwester::N,姐妹,Аҳəшьа
220,Onkel::N,伯父,абиашьа
221,Onkel::N,伯父,аншьа
222,Tante::N,阿姨,абиаҳəшьа
223,Ehemann::N,丈夫,ахаҵа
224,Ehemann::N,丈夫,аҧшəма
225,Ehefrau::N,妻子,аҧҳəыс
226,Freude::N,愉快,агəырӷьара
227,Gelächter::N,大笑,ачча
228,Gelächter::N,大笑,аччара
229,Glück::N,运气,аразҟы
230,Kummer::N,苦恼,агəырҩа
231,Wunsch::N,愿望,агəхəтəы
232,Wunsch::N,愿望,аҭахра
233,Lust::N,乐趣,агəазыҳəара
234,Geist::N,精神,аҧсы
235,Gedanke::N,思想,ахəыцырҭа
236,Gedächtnis::N,记性,агəынкылара
237,Verstand::N,理智,ахшыҩ
238,Sinn::N,感觉,аҵакы
239,Grund::N,理由,амзыз
240,Wahrheit::N,真理,аиаша
241,Gespräch::N,谈话,аиҿцәажәара
242,Märchen::N,童话,алакə
243,Erzählung::N,故事,ажәабжь
244,Nachricht::N,消息,адырраҭара
245,Neuigkeit::N,新闻,ажәабжь ҿыц
246,Name::N,名字,ахьӡ
247,Rätsel::N,谜语,ацуфара
248,Rede::N,讲话,ажәа
249,Sprache::N,语言,абызшəа
250,Stimme::N,声音,абжьы
251,Wort::N,词,ажәа
252,Zeichen::N,标记,адырга
253,Ruf::N,呼喊,аҿҭы
254,Lärm::N,噪音,ашьҭыбжь
255,Laut::N,响声,ашьҭыбжь
256,Ton::N,声音,атон
257,Lied::N,歌曲,ашəа
258,Ruhe::N,安静,аҭынчра
259,Leute::N,人们,ауаа
260,Volk::N,人民,ажəлар
261,Arbeit::N,劳动,аусура
262,Gast::N,客人,асас
263,Geschenk::N,礼物,аҳамҭа
264,Geschenk::N,礼物,аҿанҵа
265,Spiel::N,游戏,ахəмарра
266,Gesellschaft::N,陪同,агəыҧ
267,Hilfe::N,帮助,ацхыраара
268,Freund::N,朋友,аҩыза
269,Kamerad::N,同志,Аҧхнагьла
270,Angelegenheit::N,事情,аус
271,Anzahl::N,数目,ахыҧхьаӡара
272,Art::N,种类,ахкы
273,Stück::N,块,аҽыҭ
274,Teil::N,部分,ахəҭа
275,Hälfte::N,一半,абжа
276,Kreis::N,圆,агьагьа
277,Kreuz::N,十字架,аџьар
278,Linie::N,线条,аицтәар
279,Strich::N,划,ацəаҳəа
280,Abstand::N,距离,абжьара
281,Entfernung::N,距离,абжьара
282,Gegend::N,地区,аҭыҧ
283,Platz::N,场所,аҭыҧ
284,Ort::N,地点,аҭыҧ
285,Seite::N,面,аган
286,Mitte::N,中间,агəҭа
287,Gegenstand::N,物品,амаҭəар
288,Sache::N,物,
289,Rand::N,边,аҵкар
290,Kante::N,棱,авардым
291,Ecke::N,角,акəакь
292,Spitze::N,尖,аҧынҵа
293,Ende::N,结尾,анаӡара
294,Loch::N,洞,акылҵəара
295,Winkel::N,角度,агҿаҩра
296,Winkel::N,角度,акəындхə
297,Winkel::N,角度,акəакь
298,Muster::N,模型,аҟҟа
299,Größe::N,大小,изаҟароу
300,Länge::N,长度,аура
301,Höhe::N,高度,агылара
302,Gewicht::N,重量,акапан
303,Menge::N,数量,
304,Haufen::N,堆,ачаҟəа
305,Reihe::N,行,ацəаҳəа
306,Boot::N,小船,анышь
307,Ruder::N,奖,ажəҩа
308,Schlitten::N,雪橇,ашəаҩауардын
309,Ski::N,雪板,ашəаҩа
310,Ski::N,雪板,ашьахаха
311,Lagerfeuer::N,营火,еиқуу амца
312,Last::N,负担,ахьанҭара
313,Gang::N,行走,аныҟəара
314,Schritt::N,步伐,ашьаҿа
315,Norden::N,北,аҩада
316,Süden::N,南,алада
317,Westen::N,西,амраҭашəара
318,Osten::N,东,амрагылара
319,Holz::N,木材,амҿымаҭəахə
320,Brett::N,木板,аӷəы
321,Platte::N,平板,ахаҳәцәы
322,Stütze::N,支架,аҵаргəа
323,Stütze::N,支架,агəышьаҟа
324,Stange::N,杆,акьат
325,Stock::N,棒,алаба
326,Stab::N,棍,акьат
327,Rohr::N,管子,абыкь
328,Haus::N,房屋,аҩны
329,Heim::N,家,аҭаацəа
330,Ofen::N,炉子,аҳақə
331,Ofen::N,炉子,ауаџьаҟ
332,Ofen::N,炉子,афрына
333,Fußboden::N,地板,адашьма
334,Tisch::N,桌子,аишәа
335,Stuhl::N,椅子,аҟəардə
336,Wiege::N,摇蓝,агара
337,Bett::N,床,акаруаҭ
338,Regal::N,架子,акыӷəра
339,Kiste::N,箱子,аидчаҧала
340,Fenster::N,窗户,аҧенџьыр
341,Tür::N,门,ашə
342,Tor::N,大门,агəашə
343,Zaun::N,篱笆,аанда
344,Dach::N,屋顶,ахыб
345,Leiter::N,梯子,амардуан
346,Besen::N,扫帚,аҧссага
347,Spaten::N,铁锹,ажыга
348,Schaufel::N,铁锹,аҭəарӷəы
349,Gabel::N,叉,ачқьыҧ
350,Löffel::N,食匙,амҳаҵə
351,Messer::N,刀,аҳəызба
352,Nagel::N,钉子,аҵəымӷ
353,Netz::N,网,акаҭа
354,Haken::N,钩子,аҵəаҳə
355,Griff::N,把柄,амаа
356,Schloss::N,锁,асаҧаҭ
357,Bild::N,图画,асахьа
358,Figur::N,人像,афигура
359,Puppe::N,娃娃,акьанџьа
360,Beutel::N,袋子,асакь
361,Bündel::N,捆,аҿаҳəара
362,Tasche::N,手提包,арҭмаҟ
363,Eimer::N,桶,аведра
364,Deckel::N,盖子,ахҩа
365,Geschirr::N,餐具,ачысмаҭəа
366,Sack::N,袋子,асакь
367,Tasse::N,杯子,аҵəца
368,Topf::N,锅,акаструлиа
369,Kessel::N,水壶,ачуан
370,Essen::N,进餐,
371,Nahrung::N,食物,афатə
372,Speise::N,菜肴,афатə
373,Fleisch::N,肉,акəац
374,Getreide::N,谷物,ачакуа
375,Brei::N,粥,ақашь
376,Brot::N,面包,ача
377,Scheibe::N,片,аҽыҭ
378,Scheibe::N,片,аҿаҵа
379,Fett::N,脂肪,ашша
380,Butter::N,黄油,ахəша
381,Öl::N,油,азеҭ
382,Salz::N,盐,аџьыка
383,Suppe::N,汤,асуҧ
384,Honig::N,蜂蜜,ацха
385,Milch::N,奶,ахш
386,Tee::N,茶,ачаи
387,Leder::N,皮革,ацəа
388,Wolle::N,毛线,аласа
389,Stoff::N,织物,Аба
390,Nadel::N,针,агəыр
391,Faden::N,线,арахəыц
392,Knopf::N,纽扣,аҳəынҵəра
393,Knoten::N,结,аиқəҳəала
394,Farbe::N,颜色,ашəыга
395,Kleidung::N,衣服,амаҭəа
396,Hemd::N,衬衫,акьаҿ
397,Kragen::N,领子,ахəда
398,Ärmel::N,袖子,амаӷра
399,Hose::N,裤子,аиқəа
400,Gürtel::N,腰带,амаҟа
401,Mütze::N,帽子,ахылҧа
402,Schuh::N,鞋,аимаа
403,Stiefel::N,靴子,амагə
404,Ring::N,戒指,амацəаз
405,Band::N,带子,алента
406,Kamm::N,梳子,ахҳəа
407,Spiegel::N,镜子,асаркьа
408,Riemen::N,皮带,аа
409,Schnur::N,绳子,ашаха
410,Leine::N,皮带,аҕура
411,Decke::N,被子,ахыза
412,Kissen::N,软垫,ахчы
413,Tuch::N,巾,акасы
414,Handtuch::N,手巾,ампахьшьы
415,Kraft::N,力,амч
416,Stärke::N,力量,амч
417,Gesundheit::N,健康,агəабзиара
418,Krankheit::N,病,ачымазара
419,Schmerz::N,痛,ахьаа
420,Wunde::N,伤口,ахəра
421,Fieber::N,发烧,ашоура
422,Arznei::N,药,ахəшə
423,Brücke::N,桥,ацҳа
424,Brunnen::N,井,аҵыџь
425,Weide::N,牧场,аҳəырҭа
426,Pfad::N,小路,амхəасҭа
427,Weg::N,路,амҩа
428,Straße::N,街,амҩа
429,Dorf::N,村庄,ақыҭа
430,Stadt::N,城市,ақалақь
431,Brief::N,信,ашəҟəы
432,Buch::N,书,ашəҟəы
433,Buchstabe::N,字母,анбан
434,Zeitung::N,报纸,агазеҭ
435,Leben::N,生命,аҧсҭазаара
436,Tod::N,死亡,аҧсра
437,Grab::N,坟墓,анышəынҭра
438,Kirche::N,教堂,ауахəама
439,Sünde::N,罪,агəнаҳа
440,Gott::N,上帝,анцəа
441,Arbeiter::N,工人,аусуҩ
442,Chef::N,上司,Аиҳабы
443,Meister::N,师傅,аҟаза
444,Arzt::N,医生,аҳақьым
445,Lehrer::N,教师,арҵаҩы
446,Geld::N,钱,аҧара
447,Geschäft::N,交易,
448,Laden::N,商店,амагазин
449,Preis::N,价格,ахə
450,Ware::N,商品,атауар
451,Nutzen::N,好处,ақьар
452,Reichtum::N,财富,абеиара
453,Welt::N,世界,адунеи
454,Land::N,国家,атəыла
455,Staat::N,国家,аҳəынҭқарра
456,König::N,国王,акрал
457,Macht::N,权力,амчра
458,Grenze::N,边界,аҳəаа
459,Krieg::N,战争,аибашьра
460,Feind::N,敌人,Аҕа
461,Gewalt::N,暴力,ақəымчра
462,Kampf::N,战斗,ақəҧара
463,Bogen[Waffe]::N,弓,ахыц
464,Pfeil::N,箭,ахəымпал
465,Gewehr::N,枪,ашəақь
466,Fehler::N,错误,агха
467,Lüge::N,谎话,амц
468,Schaden::N,损失,аҧырхага
469,Unglück::N,不幸,арыцҳара
470,Schuld::N,过错,ахара
471,Alter::N,年龄,ақəра
472,Schluss::N,结束,анҵəамҭа
473,Zeit::N,时间,аамта
474,Tag::N,天,амш
475,Morgen::N,早晨,ашара
476,Morgen::N,早晨,ашьыбжь
477,Mittag::N,中午,шьыбжьон
478,Abend::N,晚上,ахəылҧаз
479,Abend::N,晚上,ахəлбыҽха
480,Nacht::N,夜,аҵх
481,Woche::N,星期,амчыбжь
482,Monat::N,月,
483,Jahr::N,年,
484,Frühling::N,春天,ааҕын
485,Sommer::N,夏天,аҧхын
486,Herbst::N,秋天,ҭагалан
487,Herbst::N,秋天,хкаарачан
488,Winter::N,冬天,аӡын
489,Januar::N,一月,ианвар
490,Februar::N,二月,февраль
491,März::N,三月,март
492,April::N,四月,апрель
493,Mai::N,五月,маи
494,Juni::N,六月,иуун
495,Juli::N,七月,иууль
496,August::N,八月,август
497,September::N,九月,сентиабр
498,Oktober::N,十月,октиабр
499,November::N,十一月,ноиабр
500,Dezember::N,十二月,декабр
501,Montag::N,星期一,ашəахьа
502,Dienstag::N,星期二,аҩаша
503,Mittwoch::N,星期三,ахаша
504,Donnerstag::N,星期四,аҧшьаша
505,Freitag::N,星期五,ахəаша
506,Samstag::N,星期六,асабша
507,Sonntag::N,星期日,амҽыша
508,groß::A,大,аду
509,klein::A,小,амаҷ
510,lang::A,长,ахəхəа
511,kurz::A,短,акьаҿ
512,breit::A,宽,аиужь
513,breit::A,宽,аиҵых
514,schmal::A,细长的,аҭшəа
515,dicht::A,密,аилач
516,dick[Gegenstand]::A,厚,ажəпа
517,dünn::A,薄,
518,fein::A,细小,апа
519,fein::A,细小,аҵаӷа
520,fein::A,细小,аӡа
521,fest::A,固体,аҟаца
522,fest::A,固体,аӷəӷəаҟаца
523,flach::A,平坦,ақəаҟьа
524,flach::A,平坦,аҧаҟьа
525,glatt::A,光滑,аимаҩзы
526,hart::A,硬,акьакьа
527,weich::A,软,атата
528,rund::A,圆,акəмпыл
529,spitz::A,尖,аҵар
530,scharf::A,锋利,аҵар
531,stumpf::A,钝,ацагə
532,schwer::A,重,ахьанҭа
533,schön::A,美丽,аҧшӡа
534,heiß::A,烫,ашы
535,warm::A,暖和,аҧха
536,kalt::A,冷,ахьшəашəа
537,kühl::A,凉,ахьшəашəа
538,kühl::A,凉,ицәыхьшәашәоу
539,frisch::A,新鲜,цқьа
540,feucht::A,潮湿,ацəаак
541,nass::A,湿,абааӡа
542,trocken::A,干,Аба
543,trocken::A,干,аҩа
544,voll::A,满,азна
545,leer::A,空,аҭацəы
546,offen::A,敞开,аарта
547,geschlossen::A,关闭,ихҩоу
548,geschlossen::A,关闭,иаркыу
549,sauber::A,干净,ацқьа
550,schmutzig::A,肮脏,аҟьашь
551,roh::A,生,
552,reif::A,成熟,Арҭ
553,reif::A,成熟,аҟала
554,reif::A,成熟,иҟалахьоу
555,lecker::A,好吃,ахаа
556,süß::A,甜,азла
557,bitter::A,苦,аша
558,sauer::A,酸,аҵəҵəы
559,hell::A,亮,алаша
560,dunkel::A,阴暗,алашьца
561,schwarz::A,黑,аиқуаҵәа
562,weiß::A,白,ашкəакəа
563,rot::A,红,аҟаҧшь
564,gelb::A,黄,аҩеижь
565,blau::A,蓝,аҽҵәа
566,grün::A,绿,ашьацҧшҭəала
567,grün::A,绿,аеҵəа
568,grau::A,灰色,ацəыш
569,bunt::A,五彩,Аилыҕраа
570,bunt::A,五彩,аҕраҷкəын
571,billig::A,便宜,амариа
572,teuer::A,贵,амҩан
573,wertvoll::A,贵重,кыр иаҕсоу
574,wertvoll::A,贵重,акыр иаҕсоу
575,blind::A,瞎,алашə
576,taub::A,聋,адагəа
577,kräftig::A,强壮,аӷəӷəа
578,stark::A,强壮,абаҟа
579,schwach::A,弱,акəада
580,fett::A,胖,аҧсыла
581,schlank::A,苗条,акала
582,schlank::A,苗条,акьалантар
583,schlank::A,苗条,аиҿартə
584,hübsch::A,漂亮,аҧшӡа
585,böse::A,邪恶,абааҧсы
586,dumm::A,笨,агаӡа
587,faul::A,懒惰,аашьа
588,fleißig::A,勤奋,иҟубҷоу
589,geizig::A,吝啬,акы
590,geizig::A,吝啬,акаҷбеи
591,geizig::A,吝啬,аҟəџьыр
592,klug::A,聪明,аҟəыш
593,klug::A,聪明,аҟəыӷа
594,geschickt::A,灵巧,напҟазала
595,lieb::A,可爱,алашара
596,lustig::A,快乐,алах-ҿых
597,lustig::A,快乐,игурҕьаччо
598,lustig::A,快乐,агурҕьа
599,lustig::A,快乐,агурҿыхага
600,sanft::A,柔和,атата
601,sanft::A,柔和,аҟəымшəышə
602,sanft::A,柔和,ақьыҧш
603,hungrig::A,饥饿,амлашь
604,krank::A,患病,ачымазаҩ
605,nackt::A,裸体,аҟьантаз
606,traurig::A,悲哀,алахьеиқəҵага
607,lebendig::A,活,абза
608,gut::A,好,абзиа
609,schlecht::A,坏,-хəарҭам
610,richtig::A,正确,иашоу
611,schlimm::A,糟糕,абааҧсы
612,wahr::A,真,агəҭылса
613,wahr::A,真,абзиаҵəҟьа
614,alt::A,旧,Ажə
615,neu::A,新,аҿыц
616,ehemalig::A,以前,анкьатәи
617,alt[Lebewesen]::A,老,абырг
618,alt[Lebewesen]::A,老,ақабада
619,alt[Lebewesen]::A,老,Ажə
620,jung::A,年轻,аҟата
621,arm::A,贫穷,ананамга
622,reich::A,富裕,абеиа
623,bekannt::A,出名,адыр
624,berühmt::A,著名,адыр
625,fremd::A,陌生,атəым
626,verschieden::A,不同,Еиуа-еиҧшым
627,nah::A,近,ааигəа
628,fern::A,遥远,ахара
629,linker::A,左,арма
630,rechter::A,右,арҕьа
631,anderer::A,别的,даҽа
632,anderer::A,别的,даҽакы
633,erster::A,第一,актәи
634,zweiter::A,第二,аҩбатəи
635,dritter::A,第三,ахҕатәи
636,letzter::A,最后,аҵыхəтəантəи
637,allein::ADV,单独,мацара
638,auf einmal::ADV,同时,зныкала
639,auf einmal::ADV,同时,зныкҟьара
640,zusammen::ADV,一起,аиц...
641,lange::ADV,许久,акыраамҭа
642,plötzlich::ADV,忽然,иаалырҟьаны
643,sofort::ADV,立刻,иаразнакҵәҟьа
644,später::ADV,以后,уажəшьҭаншəа
645,jetzt::ADV,现在,уажәы
646,heute::ADV,今天,иахьа
647,morgen::ADV,明天,уаҵәы
648,bald::ADV,即将,иласны
649,dann::ADV,然后,нас
650,gestern::ADV,昨天,иацы
651,einst::ADV,曾经,зны
652,damals::ADV,当时,усҟан
653,danach::ADV,随后,нас
654,vorher::ADV,事先,уаанӡа
655,zuerst::ADV,首先,азнаказы
656,zuerst::ADV,首先,аҧхьа
657,einmal::ADV,一次,зны
658,manchmal::ADV,有时,зны-зынла
659,oft::ADV,时常,лассы-лассы
660,immer::ADV,总是,енагь
661,immer::ADV,总是,еснагь
662,niemals::ADV,从未,ианакəызаалак
663,hier::ADV,这里,ара
664,hier::ADV,这里,абра
665,hier::ADV,这里,араҟа
666,hierhin::ADV,到这里,ара
667,hierhin::ADV,到这里,араҟа
668,von hier::ADV,由此,арантә
669,dort::ADV,那里,уа
670,dorthin::ADV,到那里,уахь
671,dorthin::ADV,到那里,анахь
672,geradeaus::ADV,一直往前,ишиашоу
673,vorwärts::ADV,向前,ҕхьаҟа
674,rückwärts::ADV,向后,шьҭахьла
675,zurück::ADV,退后,шьҭахьҟа
676,unten::ADV,下面,лбаа
677,hinab::ADV,向下,алада
678,oben::ADV,上面,хыхь
679,hinauf::ADV,向上,аҩада
680,überall::ADV,到处,зегьынцьара
681,nicht::ADV,不,-м
682,ein wenig::ADV,一点儿,ҕыҭк
683,kaum::ADV,几乎不,аарлаҳәа
684,kaum::ADV,几乎不,афергьҳәа
685,sehr::ADV,很,даара
686,so::ADV,如此,ас
687,so::ADV,如此,абас
688,noch::ADV,还,макьана
689,nur::ADV,只,заҵәык
690,schon::ADV,已经,уажәшьҭа
691,schon::ADV,已经,аиҳа ипоу
692,wieder::ADV,又,ҿыц
693,wieder::ADV,又,дырҩегь
694,wieder::ADV,又,дырҩегьых
695,vor::PRP,在...面前,аҕхьа
696,hinter::PRP,在...背后,нхыҵ
697,unter::PRP,在...下面,амҵа
698,unter::PRP,在...下面,амҵан
699,durch::PRP,穿过,
700,neben::PRP,在...旁,ааигуара
701,zwischen::PRP,在...之间,абжьара
702,wegen::PRP,由于,-иззы
703,wegen::PRP,由于,-ҟнытә
704,dies::PRN,这,ари
705,dies::PRN,这,абри
706,das::PRN,那,Абни
707,das::PRN,那,убри
708,alles::PRN,一切,зегьы
709,ich::PRN,我,са
710,ich::PRN,我,сара
711,du::PRN,你,бара
712,er::PRN,他,иара
713,wir::PRN,我们,ҳара
714,ihr::PRN,你们,шәара
715,sie::PRN,她,дара
716,was::FPRN,什么,
717,wer::FPRN,谁,дарбан
718,wo::FADV,哪里,иабыкуу
719,wo::FADV,哪里,аба-
720,wo::FADV,哪里,ахь-
721,wohin::FADV,去哪里,иабыкуу
722,wohin::FADV,去哪里,аба-
723,wohin::FADV,去哪里,ахь-
724,wie::FADV,怎么,-шҕа
725,warum::FADV,为什么,избан
726,wieviel::FNUM,多少,заҟа
727,eins::NUM,一,акы
728,eins::NUM,一,аӡәы
729,zwei::NUM,二,ҩба
730,drei::NUM,三,хҕа
731,vier::NUM,四,ҕшьба
732,fünf::NUM,五,хəба
733,sechs::NUM,六,фба
734,sieben::NUM,七,Бжьба
735,acht::NUM,八,ааба
736,neun::NUM,九,жәба
737,zehn::NUM,十,жәаба
738,elf::NUM,十一,жәеизатәи
739,zwölf::NUM,十二,жәаҩа
740,zwanzig::NUM,二十,ҩажәа
741,dreißig::NUM,三十,ҩажәижәабатәи
742,vierzig::NUM,四十,ҩынҩажәа
743,fünfzig::NUM,五十,ҩынҩажәеижәаба
744,sechzig::NUM,六十,хынҩажәа
745,siebzig::NUM,七十,хынҩажәижәаба
746,achtzig::NUM,八十,ҕшьынҩажәа
747,neunzig::NUM,九十,ҕшьынҩажәижәаба
748,hundert::NUM,百,шәкы
749,tausend::NUM,千,зқьы
750,und::CNJ,和,-и
751,oder::CNJ,或者,ма
752,stehen::V,站,агылазаара
753,sitzen::V,坐,атəара
754,sitzen::V,坐,атəа(заа)ра
755,liegen::V,躺着,аиара
756,hängen::V,挂着,акнаҳара
757,werden::V,成为,аҟалара
758,passieren::V,发生,аҟалара
