,Concept_ID,ar,ru
466,Tod::N,وفاة,смерть
467,Grab::N,قبر,могила
468,Kirche::N,كنيسة,церковь
469,Sünde::N,خطيئة,грех
470,Gott::N,إله,бог
471,Arbeiter::N,عامل,рабочий
472,Chef::N,رئيس,начальник
473,Meister::N,أسطى,мастер
474,Arzt::N,طبيب,врач
475,Lehrer::N,مدرس,учитель
476,Geld::N,نقود,деньги
477,Geschäft::N,صفقة,занятие
478,Laden::N,دكان,магазин
479,Preis::N,سعر,цена
480,Ware::N,بضاعة,товар
481,Nutzen::N,فائدة,выгода
482,Reichtum::N,غنى,богатство
483,Reichtum::N,ثروة,богатство
484,Welt::N,عالم,мир
485,Welt::N,دنيا,мир
486,Land::N,بلد,страна
487,Staat::N,دولة,государство
488,König::N,ملك,король
489,Macht::N,سلطة,власть
490,Grenze::N,حدود,граница
491,Krieg::N,حرب,война
492,Feind::N,عدو,враг
493,Gewalt::N,عنف,насилие
494,Kampf::N,قتال,борьба
495,Bogen[Waffe]::N,قوس,лук
496,Pfeil::N,سهم,стрела
497,Gewehr::N,بندقية,ружье
498,Fehler::N,خطأ,ошибка
499,Lüge::N,كذب,ложь
500,Schaden::N,تلف,вред
501,Unglück::N,نحس,беда
502,Schuld::N,ذنب,вина
503,Alter::N,سن,возраст
504,Alter::N,عمر,возраст
505,Schluss::N,ختام,окончание
506,Schluss::N,نهاية,окончание
507,Zeit::N,وقت,время
508,Tag::N,يوم,день
509,Morgen::N,صباح,утро
510,Mittag::N,ظهر,полдень
511,Abend::N,مساء,вечер
512,Nacht::N,ليلة,ночь
513,Woche::N,أسبوع,неделя
514,Monat::N,شهر,месяц
515,Jahr::N,عام,год
516,Jahr::N,سنة,год
517,Frühling::N,ربيع,весна
518,Sommer::N,صيف,лето
519,Herbst::N,خريف,осень
520,Winter::N,شتاء,зима
521,Januar::N,يناير,январь
522,Januar::N,كانون الثاني,январь
523,Februar::N,شباط,февраль
524,Februar::N,فبراير,февраль
525,März::N,آذار,март
526,März::N,مارس,март
527,April::N,نيسان,апрель
528,Mai::N,مايو,май
529,Juni::N,يونيو,июнь
530,Juni::N,حزيران,июнь
531,Juli::N,تموز,июль
532,Juli::N,يوليو,июль
533,August::N,آب,август
534,August::N,أغسطس,август
535,September::N,أيلول,сентябрь
536,September::N,سبتمبر,сентябрь
537,Oktober::N,أكتوبر,октябрь
538,Oktober::N,تشرين الأول,октябрь
539,November::N,نوفمبر,ноябрь
540,November::N,تشرين الثاني,ноябрь
541,Dezember::N,ديسمبر,декабрь
542,Dezember::N,كانون الأول,декабрь
543,Montag::N,يوم الاثنين,понедельник
544,Dienstag::N,يوم الثلاثاء,вторник
545,Mittwoch::N,يوم الأربعاء,среда
546,Donnerstag::N,يوم الخميس,четверг
547,Freitag::N,يوم الجمعة,пятница
548,Samstag::N,يوم السبت,суббота
549,Sonntag::N,يوم الأحد,воскресенье
550,groß::A,كبير,большой
551,klein::A,صغير,маленький
552,lang::A,طويل,длинный
553,kurz::A,قصير,короткий
554,breit::A,واسع,широкий
555,schmal::A,ضيق,узкий
556,dicht::A,كث,густой
557,dicht::A,كثيف,густой
558,dick[Gegenstand]::A,غليظ,толстый
559,dünn::A,رفيع,тонкий
560,fein::A,رقيق,тонкий
561,fest::A,متين,крепкий
562,flach::A,سهل,плоский
563,flach::A,منبسط,плоский
564,glatt::A,ناعم,гладкий
565,hart::A,صلب,твердый
566,hart::A,جامد,твердый
567,weich::A,لين,мягкий
568,rund::A,مستدير,круглый
569,spitz::A,مدبب,остроконечный
570,scharf::A,حاد,острый
571,stumpf::A,ثالم,тупой
572,schwer::A,ثقيل,тяжелый
573,schön::A,جميل,красивый
574,heiß::A,حار,жаркий
575,heiß::A,ساخن,жаркий
576,warm::A,دافئ,теплый
577,kalt::A,بارد,холодный
578,kühl::A,قر,прохладный
579,frisch::A,طازج,свежий
580,feucht::A,رطب,влажный
581,nass::A,مبلول,мокрый
582,trocken::A,جاف,сухой
583,voll::A,ملء,полный
584,voll::A,ملء,наполненный
585,leer::A,خال,пустой
586,leer::A,فارغ,пустой
587,offen::A,مفتوح,открытый
588,geschlossen::A,مغلق,закрытый
589,sauber::A,نظيف,чистый
590,schmutzig::A,قذر,грязный
591,roh::A,نيء,сырой
592,reif::A,ناضج,зрелый
593,lecker::A,لذيذ,вкусный
594,süß::A,حلو,сладкий
595,bitter::A,مر,горький
596,sauer::A,حامض,кислый
597,hell::A,نير,светлый
598,dunkel::A,مظلم,темный
599,schwarz::A,أسود,черный
600,weiß::A,أبيض,белый
601,rot::A,أحمر,красный
602,gelb::A,أصفر,желтый
603,blau::A,أزرق,синий
604,grün::A,أخضر,зеленый
605,grau::A,رمادي,серый
606,bunt::A,ملوب,пестрый
607,billig::A,رخيص,дешевый
608,teuer::A,غال,дорогой
609,wertvoll::A,ثمين,ценный
610,blind::A,أعمى,слепой
611,taub::A,أصم,глухой
612,taub::A,أطرش,глухой
613,kräftig::A,قوي,могучий
614,stark::A,قوي,сильный
615,schwach::A,ضعيف,слабый
616,fett::A,سمين,жирный
617,schlank::A,أهيف,стройный
618,hübsch::A,جميل,прелестный
619,böse::A,رديء,злой
620,dumm::A,أبله,глупый
621,dumm::A,أحمق,глупый
622,faul::A,كسلان,ленивый
623,fleißig::A,مجتهد,прилежный
624,geizig::A,بخيل,жадный
625,klug::A,ذكي,умный
626,klug::A,عاقل,умный
627,geschickt::A,ماهر,искусный
628,lieb::A,عزيز,милый
629,lustig::A,مرح,веселый
630,sanft::A,حليم,нежный
631,hungrig::A,جائع,голодный
632,krank::A,مريض,больной
633,nackt::A,عار,голый
634,traurig::A,حزين,грустный
635,lebendig::A,حي,живой
636,gut::A,جيد,хороший
637,schlecht::A,سيء,плохой
638,richtig::A,صحيح,правильный
639,schlimm::A,خبيث,отвратительный
640,schlimm::A,خبيث,мерзкий
641,wahr::A,حق,настоящий
642,alt::A,قديم,старый
643,neu::A,جديد,новый
644,ehemalig::A,سابق,бывший
645,alt[Lebewesen]::A,مسن,пожилой
646,jung::A,شاب,молодой
647,jung::A,صغير,молодой
648,arm::A,فقير,бедный
649,reich::A,غني,богатый
650,bekannt::A,معلوم,знакомый
651,berühmt::A,مشهور,знаменитый
652,fremd::A,أجنبي,чужой
653,verschieden::A,مختلف,разный
654,nah::A,قريب,близкий
655,fern::A,بعيد,далекий
656,linker::A,يسار,левый
657,rechter::A,يمين,правый
658,anderer::A,آخر,другой
659,erster::A,أول,первый
660,zweiter::A,ثان,второй
661,dritter::A,ثالث,третий
662,letzter::A,أخير,последний
663,allein::ADV,وحده,один
664,auf einmal::ADV,بالمرة,сразу
665,zusammen::ADV,معا,вместе
666,lange::ADV,مدة طويلة,долго
667,plötzlich::ADV,فجأة,вдруг
668,sofort::ADV,حالا,тотчас
669,sofort::ADV,فورا,тотчас
670,später::ADV,فيما بعد,позже
671,jetzt::ADV,الآن,сейчас
672,jetzt::ADV,حاليا,сейчас
673,heute::ADV,اليوم,сегодня
674,morgen::ADV,غدا,завтра
675,bald::ADV,قريبا,скоро
676,dann::ADV,ثم,потом
677,gestern::ADV,أمس,вчера
678,gestern::ADV,البارحة,вчера
679,einst::ADV,قديما,однажды
680,damals::ADV,حينئذ,тогда
681,danach::ADV,ثم,затем
682,danach::ADV,بعد ذلك,затем
683,vorher::ADV,من قبل,раньше
684,vorher::ADV,قبل ذلك,раньше
685,zuerst::ADV,أولا,сперва
686,einmal::ADV,مرة,раз
687,manchmal::ADV,أحيانا,иногда
688,oft::ADV,كثيرا,часто
689,immer::ADV,دائما,всегда
690,niemals::ADV,لا أبدا,никогда
691,hier::ADV,هنا,здесь
692,hierhin::ADV,إلى هنا,сюда
693,von hier::ADV,من هنا,отсюда
694,dort::ADV,هناك,там
695,dorthin::ADV,إلى هناك,туда
696,geradeaus::ADV,إلى الأمام,прямо
697,vorwärts::ADV,إلى الأمام,вперед
698,rückwärts::ADV,إلى الوراء,назад
699,zurück::ADV,عودا,обратно
700,zurück::ADV,إلى الخلف,обратно
701,unten::ADV,تحت,внизу
702,unten::ADV,في الأسفل,внизу
703,hinab::ADV,إلى تحت,вниз
704,oben::ADV,فوق,наверху
705,oben::ADV,في الأعلى,наверху
706,hinauf::ADV,إلى فوق,вверх
707,hinauf::ADV,إلى الأعلى,вверх
708,überall::ADV,في كل مكان,везде
709,nicht::ADV,لا,не
710,nicht::ADV,لم,не
711,ein wenig::ADV,قليلا,немного
712,kaum::ADV,كاد لا,едва
713,sehr::ADV,جدا,очень
714,sehr::ADV,كثيرا,очень
715,so::ADV,كذا,так
716,so::ADV,كذلك,так
717,noch::ADV,ما زال,еще
718,nur::ADV,فقط,только
719,schon::ADV,قد,уже
720,wieder::ADV,من جديد,опять
721,wieder::ADV,مرة أخرى,опять
722,vergebens::ADV,عبثا,напрасно
723,vor::PRP,أمام,перед
724,hinter::PRP,خلف,за
725,hinter::PRP,خلف,позади
726,hinter::PRP,وراء,за
727,hinter::PRP,وراء,позади
728,unter::PRP,تحت,под
729,durch::PRP,عبر,сквозь
730,durch::PRP,خلال,сквозь
731,neben::PRP,جنب,возле
732,neben::PRP,بجانب,возле
733,zwischen::PRP,بين,между
734,wegen::PRP,بسبب,из-за
735,dies::PRN,هذا,это
736,das::PRN,ذلك,то
737,alles::PRN,الكل,все
738,ich::PRN,أنا,я
739,du::PRN,أنت,ты
740,er::PRN,هو,он
741,wir::PRN,نحن,мы
742,ihr::PRN,أنتم,вы
743,ihr::PRN,أنتن,вы
744,sie::PRN,هم,они
745,sie::PRN,هن,они
746,was::FPRN,ما,что
747,wer::FPRN,من,кто
748,wo::FADV,أين,где
749,wohin::FADV,إلى أين,куда
750,wie::FADV,كيف,как
751,warum::FADV,لماذا,почему
752,wieviel::FNUM,كم,сколько
753,eins::NUM,واحد,один
754,zwei::NUM,اثنين,два
755,drei::NUM,ثلاثة,три
756,vier::NUM,أربعة,четыре
757,fünf::NUM,خمسة,пять
758,sechs::NUM,ستة,шесть
759,sieben::NUM,سبعة,семь
760,acht::NUM,ثمانية,восемь
761,neun::NUM,تسعة,девять
762,zehn::NUM,عشرة,десять
763,elf::NUM,أحد عشر,одиннадцать
764,zwölf::NUM,اثنا عشر,двенадцать
765,zwanzig::NUM,عشرون,двадцать
766,dreißig::NUM,ثلاثون,тридцать
767,vierzig::NUM,أربعون,сорок
768,fünfzig::NUM,خمسون,пятьдесят
769,sechzig::NUM,ستون,шестьдесят
770,siebzig::NUM,سبعون,семьдесят
771,achtzig::NUM,ثمانون,восемьдесят
772,neunzig::NUM,تسعون,девяносто
773,hundert::NUM,مئة,сто
774,tausend::NUM,ألف,тысяча
775,und::CNJ,و,и
776,oder::CNJ,أو,или
777,oder::CNJ,أو,либо
778,stehen::V,وقف,стоять
779,sitzen::V,جلس,сидеть
780,liegen::V,رقد,лежать
781,hängen::V,تعلق,висеть
782,werden::V,صار,стать
783,werden::V,أصبح,стать
784,passieren::V,حدث,случиться
785,beginnen::V,ابتدأ,начаться
786,enden::V,انتهى,кончиться
787,wechseln::V,تغير,меняться
788,aufgehen[Sonne]::V,شرق,взойти
789,untergehen[Sonne]::V,غرب,зайти
790,scheinen[Sonne]::V,أضاء,светить
791,donnern::V,رعد,греметь
792,wehen::V,هب,дуть
793,strömen::V,جرى,литься
794,fließen::V,سال,течь
795,sich drehen::V,دار,вращаться
796,schwanken::V,ترنح,колебаться
797,schwingen::V,ترجح,качаться
798,fallen::V,سقط,падать
799,brennen::V,احترق,гореть
800,rauchen::V,دخن,дымить
801,regnen::V,أمطر,дождить
802,gefrieren::V,تجمد,замерзнуть
803,tauen::V,ذاب,таять
804,schmelzen::V,ذاب,плавиться
805,trocknen::V,نشف,сохнуть
806,sieden::V,غلى,кипеть
807,faulen::V,فسد,гнить
808,verfaulen::V,تعفن,сгнить
809,reißen::V,انقطع,рваться
810,versinken::V,غرق,тонуть
811,vergehen::V,مضى,проходить
812,erscheinen::V,لاح,появиться
813,erscheinen::V,ظهر,появиться
814,verschwinden::V,غاب,исчезнуть
815,sinken::V,هبط,спадать
816,abnehmen::V,نقص,уменьшиться
