,Concept_ID,mrj,cs
768,zuerst::ADV,андак,nejprve
769,zuerst::ADV,андак,nejdříve
770,einmal::ADV,гӓнӓк,jednou
771,einmal::ADV,гӓнӓ,jednou
772,manchmal::ADV,кынамжы,někdy
773,oft::ADV,чӹчкӹдӹн,často
774,immer::ADV,со,vždy
775,immer::ADV,со,stále
776,immer::ADV,соок,vždy
777,immer::ADV,соок,stále
778,niemals::ADV,нинам,nikdy
779,niemals::ADV,нигынам,nikdy
780,niemals::ADV,нигынамат,nikdy
781,hier::ADV,тиштӹ,zde
782,hier::ADV,тиштӹ,tady
783,hierhin::ADV,тишкӹ,sem
784,von hier::ADV,тишец,odtud
785,von hier::ADV,тишецӹн,odtud
786,dort::ADV,тӹштӹ,tam
787,dorthin::ADV,тӹшкӹ,tam
788,dorthin::ADV,тӹшкӹлӓ,tam
789,geradeaus::ADV,вик,rovně
790,geradeaus::ADV,тура,rovně
791,vorwärts::ADV,анзыкы,kupředu
792,rückwärts::ADV,мӹнгеш,zpět
793,zurück::ADV,мӹнгеш,zpět
794,zurück::ADV,мӹнгеш,nazpět
795,unten::ADV,ӱлнӹ,dole
796,unten::ADV,лӹвӓлнӹ,dole
797,hinab::ADV,ӱлӹкӹ,dolů
798,hinab::ADV,лӹвӓкӹ,dolů
799,oben::ADV,вӹлнӹ,nahoře
800,oben::ADV,вӹлнӹ,navrchu
801,hinauf::ADV,кӱшкӹлӓ,nahoru
802,hinauf::ADV,кӱш,nahoru
803,überall::ADV,йӹлт,všude
804,überall::ADV,цилӓ вӓре,všude
805,nicht::ADV,уке,ne
806,ein wenig::ADV,изиш,trochu
807,ein wenig::ADV,иклаштык,trochu
808,kaum::ADV,цылик,sotva
809,kaum::ADV,чучок-чучок,sotva
810,sehr::ADV,чоте,velmi
811,sehr::ADV,чоте,velice
812,so::ADV,тенге,tak
813,so::ADV,тенге,takto
814,so::ADV,тенгелӓ,tak
815,so::ADV,тенгелӓ,takto
816,noch::ADV,мол,ještě
817,noch::ADV,моло,ještě
818,nur::ADV,веле,jen
819,nur::ADV,веле,jenom
820,schon::ADV,уже,už
821,schon::ADV,уже,již
822,schon::ADV,ӹнде,už
823,schon::ADV,ӹнде,již
824,wieder::ADV,уэш,zase
825,vergebens::ADV,зря,marně
826,vergebens::ADV,ӹзрӓ,marně
827,vergebens::ADV,ӹзӹрӓ,marně
828,vor::PRP,анзыц,před
829,vor::PRP,анзыцын,před
830,hinter::PRP,шайылан,za
831,hinter::PRP,шайылный,za
832,unter::PRP,лӹвӓкӹ,pod
833,durch::PRP,вашт,skrz
834,neben::PRP,сага,vedle
835,zwischen::PRP,лош,mezi
836,zwischen::PRP,лошкы,mezi
837,wegen::PRP,мычыц,pro
838,dies::PRN,тидӹ,toto
839,dies::PRN,тидӹ,tohle
840,dies::PRN,ти,toto
841,dies::PRN,ти,tohle
842,das::PRN,тидӹ,to
843,das::PRN,ти,to
844,alles::PRN,цилӓ,všechno
845,ich::PRN,мый,já
846,du::PRN,тӹнь,ty
847,er::PRN,тӹдӹ,on
848,wir::PRN,мӓ,my
849,ihr::PRN,вӓ,vy
850,sie::PRN,нӹнӹ,oni
851,was::FPRN,ма,co
852,wer::FPRN,кӱ,kdo
853,wo::FADV,кышан,kde
854,wo::FADV,кыштакен,kde
855,wohin::FADV,кышкы,kam
856,wie::FADV,кыце,jak
857,warum::FADV,малын,proč
858,wieviel::FNUM,кынар,kolik
859,wieviel::FNUM,кынары,kolik
860,wieviel::FNUM,кынаркы,kolik
861,eins::NUM,иктӹ,jeden
862,eins::NUM,иктӹт,jeden
863,zwei::NUM,кок,dva
864,zwei::NUM,кокты,dva
865,drei::NUM,кым,tři
866,drei::NUM,кымыт,tři
867,vier::NUM,нӹл,čtyři
868,fünf::NUM,вӹц,pět
869,sechs::NUM,куд,šest
870,sechs::NUM,кудытмозн,šest
871,sieben::NUM,шӹм,sedm
872,sieben::NUM,шӹмӹт,sedm
873,acht::NUM,кӓндӓкш,osm
874,acht::NUM,кӓндӓкшӹ,osm
875,neun::NUM,ӹндекшшӱдӹ,devět
876,zehn::NUM,лу,deset
877,elf::NUM,луатик,jedenáct
878,elf::NUM,луатиктӹ,jedenáct
879,zwölf::NUM,луаткок,dvanáct
880,zwölf::NUM,луаткокты,dvanáct
881,zwanzig::NUM,коклы,dvacet
882,dreißig::NUM,кымлы,třicet
883,vierzig::NUM,нӹллӹ,čtyřicet
884,fünfzig::NUM,вӹцлӹ,padesát
885,sechzig::NUM,кудлу,šedesát
886,siebzig::NUM,шӹмлу,sedmdesát
887,achtzig::NUM,кӓндӓкшлу,osmdesát
888,neunzig::NUM,ӹндекшлу,devadesát
889,hundert::NUM,шӱдӹ,sto
890,tausend::NUM,тӹжем,tisíc
891,und::CNJ,дöн,a
892,oder::CNJ,льывы,nebo
893,stehen::V,шалшаг,stát
894,sitzen::V,шӹнзӓш,sedět
895,liegen::V,киӓш,ležet
896,hängen::V,кечӓш,viset
897,werden::V,шагалаш,stát se
898,passieren::V,ӹштӓ́лтӓш,stát se
899,beginnen::V,тӹнгӓлӓлтӓш,počít
900,enden::V,пӹтӓш,končit
901,enden::V,пӹтӓш,skončit
902,wechseln::V,весемӓш,měnit se
903,wechseln::V,весемӓлтӓш,měnit se
904,aufgehen[Sonne]::V,авараш,vyjít
905,untergehen[Sonne]::V,шӹ́нзӓш,zapadnout
906,scheinen[Sonne]::V,сотемдӓрӓш,svítit
907,donnern::V,хӹдӹртӓш,hřmět
908,wehen::V,ӹфӹлӓш,vát
909,wehen::V,ӹфӹлӓш,vanout
910,strömen::V,йогащ,proudit
911,fließen::V,йогащ,téct
912,sich drehen::V,пöрдӓш,točit se
913,schwanken::V,лыпшалташ,kolísat
914,schwanken::V,лыпшалташ,houpat se
915,schwingen::V,кӓчӓйӓш,kývat se
916,fallen::V,кенвазаш,padat
917,fallen::V,шынгалташ,padat
918,brennen::V,йылаш,hořet
919,rauchen::V,шыпшаш,kouřit
920,regnen::V,юраш,pršet
921,gefrieren::V,гӓш,zamrznout
922,gefrieren::V,кӹлмаш,zamrznout
923,tauen::V,шылаш,tát
924,schmelzen::V,шӹрӓнӓш,tavit
925,trocknen::V,кошкаш,schnout
926,sieden::V,шолаш,vřít
927,faulen::V,шӱӓш,hnít
928,verfaulen::V,йӓнгӓрӓлтӓш,shnít
929,reißen::V,кышкедӓлтӓш,roztrhat se
930,versinken::V,ва́лаш,topit se
931,versinken::V,ва́лаш,ponořit se
932,vergehen::V,эртӓш,plynout
933,erscheinen::V,каяш,objevit se
934,verschwinden::V,ямаш,zmizet
935,sinken::V,пычаш,klesat
936,abnehmen::V,чӹдемӓш,ubýt
937,abnehmen::V,кöтӹргӓш,ubýt
938,zunehmen::V,когоэмӓш,přibýt
939,steigen::V,лӱлта́лташ,stoupat
940,wachsen::V,кушкаш,růst
941,glänzen::V,йӹлгӹжӓш,lesknout se
942,funkeln::V,валгалташ,jiskřit se
943,lärmen::V,юкланаш,dělat hluk
944,läuten::V,цоргаш,zvonit
945,klingeln::V,цоргаш,zvonit
946,klirren::V,цонгырталгаш,řinčet
947,brausen::V,ышдымыла́наш,hučet
948,rauschen::V,шу́жгаш,šumět
949,klingen::V,йо́нгаш,znít
950,bellen::V,опташ,štěkat
951,heulen::V,урмыжаш,výt
952,blasen::V,ӹфӹлӓш,foukat
953,pfeifen::V,ши́шкаш,pískat
954,schreien::V,уташ,křičet
955,schreien::V,саслаш,křičet
956,schreien::V,варгынзаш,křičet
957,stöhnen::V,ӹнгӹрӓш,sténat
958,zittern::V,цӹтӹрӓш,třást se
959,leben::V,ӹлӓш,žít
960,geboren werden::V,шачаш,rodit se
961,atmen::V,шӱлӓш,dýchat
962,trinken::V,йӱӓш,pít
963,essen::V,качкаш,jíst
964,schlucken::V,нелӓш,polykat
965,müde werden::V,янгылаш,unavit se
966,einschlafen::V,амален кеӓш,usnout
967,schlafen::V,амалаш,spát
968,aufwachen::V,понгыжалташ,probudit se
969,aufstehen::V,кӹньӹл шагалаш,vstát
970,sich erholen::V,кӓнаш,zotavovat se
971,krank werden::V,церлӓнен вазаш,onemocnět
972,krank sein::V,церлӓнӓш,být nemocný
973,krank sein::V,ясланаш,být nemocný
974,krank sein::V,ясыланаш,být nemocný
975,schmerzen::V,каршташ,bolet
976,husten::V,кахыраш,kašlat
977,genesen::V,паремӓш,uzdravit se
978,genesen::V,тöрлӓнӓш,uzdravit se
979,sterben::V,вазын колаш,umřít
980,umkommen::V,пӹтӓш,zahynout
981,sich bewegen::V,кашташ,pohnout se
982,sich rühren::V,тӓрвӓнӓш,hnout se
983,sich erheben::V,кӹньӹлӓш,zdvihnout se
984,sich setzen::V,шӹнзӓш,posadit se
985,hinfallen::V,кенвазаш,upadnout
986,hinfallen::V,шынгалташ,upadnout
987,laufen::V,кашташ,běžet
988,schreiten::V,ашкедӓш,kráčet
989,spazierengehen::V,мадын кашташ,procházet se
990,eilen::V,вӓшкӓш,spěchat
991,sich beeilen::V,вӓшкӓш,pospíšit si
992,sich beeilen::V,талашаш,pospíšit si
993,sausen::V,хойхаланаш,fičet
994,sausen::V,хояш,fičet
995,rennen::V,кыргыжаш,pádit
996,springen::V,тӹршештӓш,skákat
997,klettern::V,ку́заш,lézt
998,klettern::V,ку́заш,šplhat
999,schaukeln::V,лыпшалташ,houpat
1000,kriechen::V,авалянаш,lézt
1001,kriechen::V,авалянаш,plazit se
1002,kriechen::V,ньыжиклӓш,lézt
1003,kriechen::V,ньыжиклӓш,plazit se
1004,schwimmen::V,илӓш,plavat
1005,tauchen::V,цымаш,nořit se
1006,rudern::V,шуалташ,veslovat
1007,fahren::V,кеӓш,jet
1008,fahren::V,кеӓш,jezdit
1009,fliegen::V,чонгештӓш,létat
1010,gehen::V,кеӓш,jít
1011,weggehen::V,кеӓш,odejít
1012,abfahren::V,кеӓш,odjet
1013,anhalten::V,цӓрнӓш,zastavit se
1014,hineingehen::V,пыраш,vcházet se
1015,eintreten::V,пыраш,vstoupit
1016,kommen::V,толаш,přijít
1017,ankommen::V,шоаш,dojít
1018,zurückkommen::V,пöртӹлӓш,vrátit se
1019,bleiben::V,кодаш,zůstat
1020,warten::V,вычаш,čekat
1021,erwarten::V,вычаш,čekat na
1022,suchen::V,кӹчӓлӓш,hledat
1023,finden::V,моаш,najít
1024,versuchen::V,путаяш,zkoušet
1025,versuchen::V,цацаш,zkoušet
1026,vorbereiten::V,поспейӹктӓш,připravit
1027,lieben::V,яраташ,milovat
1028,mögen::V,яраташ,mít rád
1029,lachen::V,ваштылаш,smát se
1030,rühren::V,тӓрвӓтӓш,dojmout
1031,weinen::V,мӓгӹрӓш,plakat
1032,schimpfen::V,свырседӓлӓш,nadávat
1033,sich ärgern::V,шӹдешкӓш,pohoršit se
1034,sich fürchten::V,лӱдӓш,bát se
1035,fürchten::V,лӱдӓш,bát se
1036,fliehen::V,кыргыжаш,utéct
1037,flüchten::V,кыргыж шӹлӓш,prchnout
1038,sehen::V,ужаш,vidět
1039,anschauen::V,анжалаш,podívat se na
1040,ansehen::V,анжаш,sledovat
1041,hören::V,колаш,slyšet
1042,zuhören::V,колышташ,poslouchat
1043,probieren::V,тотештӓш,ochutnávat
1044,probieren::V,подыл анжаш,ochutnávat
1045,riechen::V,ӱпшӹнзӓш,cítit
1046,fühlen::V,шижӓш,cítit
1047,scheinen::V,каяш,zdát se
1048,zu sehen sein::V,каяш,moci být viděn
1049,vernehmen::V,колын колташ,uslyšet
1050,frieren::V,кӹлмаш,mrznout
1051,frieren::V,тӹнгӹргӓш,mrznout
1052,tun::V,ӹштӓш,dělat
1053,können::V,кердӓш,moct
1054,wollen::V,жалаяш,chtít
1055,anfangen::V,тӹнгӓлӓш,začít
1056,beenden::V,пӹтӓрӓш,ukončit
1057,aufhören::V,цӓрнӓш,přestat
1058,gelingen::V,цӓш лиӓш,podařit se
1059,geraten::V,лиӓш,dařit se
1060,öffnen::V,пачаш,otevřít
1061,schließen::V,чӱчӓш,zavřít
1062,stellen::V,шӹндӓш,postavit
1063,setzen::V,шӹндӓш,posadit
1064,legen::V,опташ,klást
1065,legen::V,опташ,položit
1066,legen::V,пиштӓш,klást
1067,legen::V,пиштӓш,položit
1068,berühren::V,тӹкӓлӓш,dotýkat se
1069,verbinden::V,пидӓш,spojit
1070,bedecken::V,леведӓш,pokrýt
1071,aufhängen::V,сӓкӓш,oběsit
1072,aufhängen::V,сӓкӓш,pověsit
1073,anzünden::V,чӱктӓш,zapálit
1074,anzünden::V,чӱктӓш,podpálit
1075,aufheben::V,кузыкташ,zvednout
1076,aufheben::V,кузыкташ,zdvihnout
1077,zurücklassen::V,кодаш,zanechat
1078,verlieren::V,ямдаш,ztratit
1079,fallen lassen::V,кенвацтараш,upustit
1080,machen::V,ӹштӓш,udělat
1081,herstellen::V,йӓмдӹлӓш,vyrobit
1082,bauen::V,ӹштӓш,stavět
1083,bauen::V,ӹштӓш,budovat
1084,reparieren::V,чиняш,opravit
1085,reparieren::V,алалаш,opravit
1086,verbessern::V,яжоэмден шӹндӓш,zlepšit
1087,ändern::V,вашталташ,změnit
1088,graben::V,капаяш,rýt
1089,graben::V,капаяш,kopat
1090,beugen::V,лывырташ,ohnout
1091,beugen::V,каклярташ,ohnout
1092,biegen::V,лывырташ,ohnout
1093,drehen::V,сӓрӓш,točit
1094,drehen::V,сӓрӹкӓлӓш,točit
1095,wenden::V,сӓрӓлӓш,obrátit
1096,umdrehen::V,сӓрӓлӓш,obrátit
1097,heben::V,лӱктӓш,zdvihnout
1098,hochheben::V,кузыкташ,zvednout
1099,ergreifen::V,хватяш,chopit se
1100,halten::V,кычаш,držet
1101,drücken::V,темдӓш,stisknout
1102,schieben::V,шӹкӓш,posouvat
1103,kratzen::V,нӹжӓш,škrábat
1104,lecken::V,нылаш,lízat
1105,beißen::V,пыралаш,kousat
1106,abreißen::V,кӹрӓш,utrhat
1107,abreißen::V,кӹрӓш,odtrhat
1108,abreißen::V,кышкед нӓлӓш,utrhat
1109,abreißen::V,кышкед нӓлӓш,odtrhat
1110,abschneiden::V,шулаш,uřezat
1111,abschneiden::V,шулаш,ukrojit
1112,abschneiden::V,лаштыклаш,uřezat
1113,abschneiden::V,лаштыклаш,ukrojit
1114,binden::V,пидӓш,přivázat
1115,stecken::V,шыралаш,strčit
1116,brechen::V,тодылаш,lomit
1117,brechen::V,пыдырташ,lomit
1118,klopfen::V,рушткаш,ťukat
1119,klopfen::V,рушткаш,klepat
1120,hauen::V,шелӹштӓш,bít
1121,kleben::V,клейӓш,lepit
1122,reiben::V,нӹжӓш,třít
1123,streichen::V,шӹрӓш,mazat
1124,schleifen::V,шымаш,brousit
1125,schneiden::V,пӹчкӓш,řezat
1126,schneiden::V,пӹчкӓш,střihat
1127,rütteln::V,мыльгыкташ,třást
1128,rütteln::V,мыльгыкташ,otřást
1129,schütteln::V,цӹтӹртӓш,třást
1130,schütteln::V,цӹтӹртӓш,zatřást
1131,schütteln::V,мыльгыкташ,třást
1132,schütteln::V,мыльгыкташ,zatřást
1133,schwenken::V,машыяш,mávat
1134,schütten::V,опталаш,nasypat
1135,füllen::V,темӓш,naplnit
1136,einwickeln::V,пӹтӹрӓ́лӓш,zavinout
1137,tragen::V,намалаш,nést
1138,schleppen::V,шӹдӹрӓш,vléct
1139,ziehen::V,шыпшаш,tahat
1140,ziehen::V,шыпшаш,táhnout
1141,aufbewahren::V,перегӓш,schovat
1142,werfen::V,кӹшкӓш,házet
1143,fangen::V,кычаш,chytat
1144,packen::V,хватяш,uchvátit
1145,verstecken::V,шӹлтӓш,schovat
1146,teilen::V,пайылаш,rozdělit
1147,schicken::V,колташ,posílat
1148,bringen::V,кандаш,přinést
1149,bekommen::V,лыкташ,dostat
1150,erhalten::V,получаяш,uchovat
1151,nehmen::V,налаш,vzít
1152,wählen::V,айыраш,zvolit
1153,auswählen::V,айыраш,vybrat
1154,bewahren::V,перегӓш,uchránit
1155,behindern::V,мешӓйӓш,překážet
1156,verderben::V,портяш,zkazit
1157,beschädigen::V,шушырташ,porušit
1158,beschädigen::V,шушырташ,poškodit
1159,zerbrechen::V,пыдырташ,rozlámat
1160,zerreißen::V,кӹрӓш,roztrhnout
1161,zerstören::V,шӓлӓтӓш,zničit
1162,verbrennen::V,йылаташ,spálit
1163,verbrennen::V,йылалташ,spálit
1164,geben::V,пуаш,dát
1165,reichen::V,пуаш,podat
1166,schenken::V,подараш,darovat
1167,versprechen::V,сöрӓш,slíbit
1168,wünschen::V,жалаяш,přát
1169,loben::V,хваляш,chválit
1170,küssen::V,шышшалаш,líbat
1171,wiegen::V,лӱнгӓлтӓш,chovat
1172,wiegen::V,лӱнгӓлтӓш,kolébat
1173,zudecken::V,пиштӓш,přikrýt
1174,zudecken::V,пиштӓш,přiklopit
1175,wecken::V,понгыжалтараш,vzbudit
1176,zeigen::V,анжыкташ,ukázat
1177,führen::V,видӓш,vést
1178,lehren::V,тымдаш,učit
1179,unterrichten::V,тымдаш,vyučovat
1180,aufziehen::V,кушташ,vychovat
1181,leiten::V,видӓш,vodit
1182,leiten::V,вуйлаташ,vodit
1183,leiten::V,вуйлалташ,vodit
1184,antreiben::V,талаштараш,nutit
1185,lassen::V,-ыкт,dát
1186,einladen::V,ӱжӓш,pozvat
1187,vereinigen::V,иктештӓш,spojit
1188,besuchen::V,толаш,návštívit
1189,treffen::V,вӓшлиӓш,potkat
1190,treffen::V,вӓшлиӓлтӓш,potkat
1191,sich versammeln::V,цымыргаш,shromáždit se
1192,spielen::V,мадаш,hrát
1193,singen::V,мыраш,zpívat
1194,tanzen::V,кушташ,tančit
1195,sich trennen::V,айырлаш,rozejít se
1196,verlassen::V,шуаш,opustit
1197,retten::V,ытараш,zachránit
1198,bewachen::V,оролаш,hlídat
1199,schützen::V,перегӓш,chránit
1200,verteidigen::V,перегӓш,obhájit
1201,sich schlagen::V,шидӓлӓш,bít se
1202,sich schlagen::V,шиэдӓлӓш,bít se
1203,schießen::V,лӱӓш,střílet
1204,siegen::V,сӹнгӓш,zvítězit
1205,ärgern::V,шӹдештӓрӓш,zlobit
1206,ärgern::V,шӹдештӓрӓш,pohoršit
1207,schlagen::V,пӓрен колташ,udeřit
1208,schlagen::V,пӓрен колташ,praštit
1209,schlagen::V,хӹрӹктен колташ,udeřit
1210,schlagen::V,хӹрӹктен колташ,praštit
1211,treten::V,чымаш,kopnout
1212,stechen::V,пышкылаш,bodnout
1213,stechen::V,пышкылаш,píchnout
1214,stoßen::V,шыркедӓш,strčit
1215,stehlen::V,шолышт толаш,ukrást
1216,stören::V,ӓрештӹлӓш,vyrušit
1217,belästigen::V,кӓньӹсӹрлӓндӓрӓш,obtěžovat
1218,belästigen::V,шытырланыкташ,obtěžovat
1219,verbergen::V,шӹлтӓш,skrýt
1220,täuschen::V,алталаш,klamat
1221,täuschen::V,аталаш,klamat
1222,betrügen::V,мошеньӹчӓйӓш,podvést
1223,töten::V,пуштын шуаш,zabít
1224,wohnen::V,ӹлӓш,bydlit
1225,arbeiten::V,пӓшӓлӓш,pracovat
1226,arbeiten::V,ровотаяш,pracovat
1227,sammeln::V,погаш,sebrat
1228,pflücken::V,кӹрӓш,česat
1229,jagen::V,охотничӓйӓш,uhonit
1230,fischen::V,кол кычаш,chytat ryby
1231,fassen::V,кычаш,ulovit
1232,hüten::V,кӹтӓш,pást
1233,treiben::V,шуруяш,hnát
1234,anbinden::V,ялшташ,přivázat
1235,anbinden::V,ялышташ,přivázat
1236,füttern::V,пукшаш,krmit
1237,melken::V,шыпшылаш,dojit
1238,hacken::V,роаш,seknout
1239,gießen::V,шӓвӓш,zalít
1240,reifen::V,кӱӓш,uzrát
1241,reifen::V,поспейӓш,uzrát
1242,zubereiten::V,йӓмдӹлӓш,připravit
1243,kochen::V,шолташ,vařit
1244,backen::V,кӱктӓш,péct
1245,braten::V,жӓрӓш,smažit
1246,umrühren::V,намалаш,zamíchat
1247,stricken::V,пидӓш,plést
1248,nähen::V,ыргаш,šít
1249,färben::V,пидӓш,nabarvit
1250,reinigen::V,чиӓлтӓш,očistit
1251,waschen::V,мышкаш,mýt
1252,abwischen::V,ӹштӓш,utřít
1253,spülen::V,шӱӓлтӓш,spláchnout
1254,fegen::V,ӹштӓш,zamést
1255,kehren::V,ӹштӓш,mést
1256,baden::V,нӱштӹлӓш,koupat se
1257,sich waschen::V,мышкылташ,mýt se
1258,ausziehen::V,кыдашаш,svléct
1259,anziehen::V,чиӓш,obléct
1260,sich anziehen::V,чиӓш,oblékat se
1261,kämmen::V,шерӓш,učesat
1262,schmücken::V,цеверемдӓш,ozdobit
1263,sagen::V,манаш,říct
1264,sagen::V,келесӓш,říct
1265,sprechen::V,манаш,mluvit
1266,reden::V,шайышташ,hovořit
1267,sich unterhalten::V,хытыраш,povídat se
1268,sich unterhalten::V,хытыргаш,povídat se
1269,fragen::V,ядаш,zeptat se
1270,bitten::V,ядаш,prosit
1271,erzählen::V,келесӓш,povídat
1272,mitteilen::V,попаш,sdělit
1273,mitteilen::V,попаш,oznámit
1274,mitteilen::V,увертӓш,sdělit
1275,mitteilen::V,увертӓш,oznámit
1276,mitteilen::V,увертӓрӓш,sdělit
1277,mitteilen::V,увертӓрӓш,oznámit
1278,nennen::V,лӹмдӓш,nazvat
1279,rufen::V,ӱжӓш,volat
1280,rufen::V,ӱжӓш,zavolat
1281,prahlen::V,хайзаш,chlubit se
1282,prahlen::V,шаргаланаш,chlubit se
1283,übersetzen::V,вашташ,přeložit
1284,denken::V,машанаш,myslit
1285,glauben::V,ӹнянӓш,věřit
1286,bemerken::V,цаклаш,zpozorovat
1287,erkennen::V,пӓлӓш,poznat
1288,begreifen::V,ынгылаш,pochopit
1289,verstehen::V,ынгылаш,porozumět
1290,lernen::V,тыменяш,učit se
1291,wissen::V,пӓлӓш,vědět
1292,sich erinnern an::V,ышештӓрӓш,vzpomínat si na
1293,vergessen::V,монден кодаш,zapomínat
1294,messen::V,висӓш,měřit
1295,zählen::V,шотаяш,spočítat
1296,rechnen::V,шотаяш,počítat
1297,lesen::V,лыдаш,číst
1298,malen::V,рисуяш,malovat
1299,zeichnen::V,ыдырка́лаш,rýsovat
1300,schreiben::V,вазаш,psát
1301,besitzen::V,кы́чаш,mít
1302,besitzen::V,кы́чаш,vlastnit
1303,kaufen::V,нӓлӓш,koupit
1304,verkaufen::V,выжалаш,prodat
1305,bezahlen::V,тӱлӓш,zaplatit
1306,zahlen::V,тӱлӓш,platit
1307,beherrschen::V,кы́чаш,ovládat
1308,ertragen::V,цӹтӓш,snést
1309,Linie::N,,linka
1310,Strich::N,,čára
1311,Strich::N,,čárka
1312,jetzt::ADV,,teď
1313,jetzt::ADV,,nyní
1314,hinzufügen::V,,připojit
