,Concept_ID,lez,ro
201,Spinne::N,хуьшрекан,păianjen
202,Ameise::N,цегв,furnică
203,Laus::N,нет,păduche
204,Mücke::N,ветӏ,țânțar
205,Fliege::N,тӏветӏ,muscă
206,Schmetterling::N,чепелукь,fluture
207,Beere::N,куьлуь емиш,boabă
208,Apfel::N,ич,măr
209,Pilz::N,къарникъуз,burete
210,Pilz::N,къарникъуз,ciupercă
211,Zwiebel::N,чичӏек,ceapă
212,Saat::N,тумар,semănătură
213,Korn::N,твар,grâu
214,Heu::N,векь,fân
215,Heu::N,векьер,fân
216,Schale::N,пириш,coajă
217,Schale::N,хъуьруьш,coajă
218,Grube::N,фур,groapă
219,Falle::N,ракьар,cursă
220,Falle::N,ракьар,capcană
221,Schlinge::N,гьалкъа,laț
222,Spur::N,гел,dâră
223,Asche::N,руьхъ,cenușă
224,Dreck::N,чирк,noroi
225,Dreck::N,чирк,murdărie
226,Dreck::N,кьуруш,noroi
227,Dreck::N,кьуруш,murdărie
228,Eisen::N,ракь,fier
229,Gold::N,алтун,aur
230,Silber::N,гимиш,argint
231,Kohle::N,цӏивин,cărbune
232,Glas::N,шуьше,sticlă
233,Lehm::N,ччеб,lut
234,Lehm::N,ччеб,humă
235,Sand::N,къум,nisip
236,Mensch::N,инсан,om
237,Mensch::N,инсан,persoană
238,Mann::N,итим,om
239,Mann::N,итим,bărbat
240,Frau::N,паб,femeie
241,Frau::N,дишегьли,femeie
242,Kind::N,аял,copil
243,Junge::N,гада,băiat
244,Junge::N,гада,flăcău
245,Mädchen::N,руш,fată
246,Familie::N,хзан,familie
247,Familie::N,килфет,familie
248,Großvater::N,чӏехи буба,bunic
249,Großvater::N,чӏехи буба,tată mare
250,Großmutter::N,чӏехи диде,bunică
251,Großmutter::N,чӏехи диде,mamă mare
252,Eltern::N,диде-буба,părinți
253,Vater::N,буба,tată
254,Vater::N,буба,părinte
255,Mutter::N,диде,mamă
256,Sohn::N,хва,fiu
257,Sohn::N,хва,fecior
258,Tochter::N,руш,fiică
259,Bruder::N,стха,frate
260,Schwester::N,вах,soră
261,Onkel::N,ими,unchi
262,Onkel::N,халу,unchi
263,Tante::N,эме,mătușă
264,Tante::N,хала,mătușă
265,Ehemann::N,гъуьл,soț
266,Ehemann::N,гъуьл,bărbat
267,Ehefrau::N,паб,soție
268,Freude::N,шадвал,bucurie
269,Gelächter::N,хъвер,râset
270,Glück::N,бахт,fericire
271,Kummer::N,дерт,mâhnire
272,Kummer::N,хажалат,mâhnire
273,Wunsch::N,мурад,dorință
274,Wunsch::N,мурад,deziderat
275,Lust::N,гьевес,poftă
276,Lust::N,гьевес,înclinare
277,Geist::N,руьгь,duh
278,Geist::N,руьгь,minte
279,Geist::N,руьгь,suflet
280,Gedanke::N,фикир,gând
281,Gedanke::N,фикир,cuget
282,Verstand::N,акьул,minte
283,Verstand::N,акьул,intelect
284,Sinn::N,мана,sens
285,Sinn::N,мана,înțeles
286,Grund::N,себеб,cauză
287,Grund::N,себеб,pricină
288,Wahrheit::N,керчек,adevăr
289,Wahrheit::N,гьакъикъат,adevăr
290,Gespräch::N,ихтилат,convorbire
291,Gespräch::N,ихтилат,conversație
292,Märchen::N,мах,basm
293,Märchen::N,мах,poveste
294,Erzählung::N,кьиса,poveste
295,Nachricht::N,хабар,veste
296,Neuigkeit::N,цӏийи хабар,noutate
297,Neuigkeit::N,цӏийи хабар,actualitate
298,Name::N,тӏвар,nume
299,Rätsel::N,мискӏал,ghicitoare
300,Rede::N,рахун,discurs
301,Sprache::N,чӏал,limbă
302,Sprache::N,чӏал,limbaj
303,Stimme::N,ван,glas
304,Wort::N,гаф,cuvânt
305,Zeichen::N,ишара,semn
306,Zeichen::N,ишара,semnal
307,Ruf::N,эвер,chemare
308,Lärm::N,ван-сес,zgomot
309,Lärm::N,ван-сес,tărăboi
310,Laut::N,ван,sunet
311,Laut::N,сес,sunet
312,Ton::N,ван-сес,ton
313,Lied::N,мани,cântec
314,Ruhe::N,ласвал,odihnă
315,Ruhe::N,ласвал,liniște
316,Ruhe::N,фаракъат,odihnă
317,Ruhe::N,фаракъат,liniște
318,Ruhe::N,асайиш,odihnă
319,Ruhe::N,асайиш,liniște
320,Leute::N,инсанар,lume
321,Leute::N,инсанар,oameni
322,Volk::N,халкь,popor
323,Volk::N,халкь,națiune
324,Arbeit::N,кӏвалах,lucru
325,Gast::N,мугьман,musafir
326,Geschenk::N,савкьат,dar
327,Geschenk::N,савкьат,cadou
328,Spiel::N,къугъун,joc
329,Gesellschaft::N,жемят,societate
330,Gesellschaft::N,общество,societate
331,Hilfe::N,куьмек,ajutor
332,Freund::N,дуст,amic
333,Freund::N,дуст,prieten
334,Kamerad::N,яр-дуст,tovarăș
335,Angelegenheit::N,кар,afacere
336,Anzahl::N,сан,număr
337,Anzahl::N,сан,cantitate
338,Anzahl::N,кьадар,număr
339,Anzahl::N,кьадар,cantitate
340,Art::N,жуьре,fel
341,Art::N,жуьре,specie
342,Stück::N,кӏус,bucată
343,Teil::N,пай,parte
344,Teil::N,пай,porție
345,Hälfte::N,зур,jumătate
346,Hälfte::N,зур пай,jumătate
347,Kreis::N,круг,cerc
348,Kreis::N,чкаяр,cerc
349,Kreis::N,элкъвей цӏар,cerc
350,Kreuz::N,хаш,cruce
351,Linie::N,цӏар,linie
352,Strich::N,цӏар,linie
353,Strich::N,цӏар,trăsătură
354,Abstand::N,ара,distanță
355,Abstand::N,ара,depărtare
356,Entfernung::N,мензил,distanță
357,Entfernung::N,мензил,depărtare
358,Gegend::N,чка,regiune
359,Platz::N,ара,loc
360,Ort::N,чка,loc
361,Seite::N,пад,latură
362,Mitte::N,юкь,centru
363,Gegenstand::N,затӏ,obiect
364,Sache::N,шей,lucru
365,Sache::N,шей,chestie
366,Sache::N,затӏ,lucru
367,Sache::N,затӏ,chestie
368,Rand::N,къерех,bordură
369,Kante::N,син,muchie
370,Kante::N,син,bordură
371,Ecke::N,пӏипӏ,colț
372,Spitze::N,кӏвенкӏв,vârf
373,Spitze::N,кӏвенкӏв,creștet
374,Ende::N,кьил,capăt
375,Loch::N,тӏеквен,gaură
376,Winkel::N,пӏипӏ,colț
377,Muster::N,гишир,desen
378,Größe::N,кьадар,mărime
379,Länge::N,яргъивал,lungime
380,Höhe::N,кьакьанвал,înălțime
381,Gewicht::N,заланвал,greutate
382,Menge::N,кьадар,cantitate
383,Haufen::N,хара,grămadă
384,Reihe::N,жерге,șir
385,Reihe::N,жерге,rând
386,Boot::N,луьткве,barcă
387,Boot::N,луьткве,luntre
388,Ruder::N,кьусу,vâslă
389,Ruder::N,кьусу,lopată
390,Schlitten::N,гъелерар,sanie
391,Lagerfeuer::N,цӏай,foc de tabără
392,Last::N,заланвал,povară
393,Last::N,заланвал,sarcină
394,Gang::N,ериш,mers
395,Gang::N,ериш,umblet
396,Schritt::N,къадам,pas
397,Norden::N,кефер,nord
398,Norden::N,кефер,miazănoapte
399,Norden::N,кефер пад,nord
400,Norden::N,кефер пад,miazănoapte
401,Süden::N,кьибле,sud
402,Süden::N,кьибле,miazăzi
403,Westen::N,рагъакӏидай пад,apus
404,Osten::N,рагъэкъечӏдай пад,est
405,Osten::N,рагъэкъечӏдай пад,răsărit
406,Holz::N,кӏарас,lemn
407,Brett::N,кьул,scândură
408,Brett::N,тахта,scândură
409,Stütze::N,даях,proptea
410,Stange::N,юрк,bară
411,Stange::N,юрк,prăjină
412,Stock::N,лаш,băț
413,Stock::N,лаш,baston
414,Stab::N,юрк,baston
415,Stab::N,юрк,prăjină
416,Rohr::N,турба,tub
417,Rohr::N,турба,țeavă
418,Haus::N,ужагъ,casă
419,Heim::N,кӏвал,casă
420,Heim::N,кӏвал,cămin
421,Ofen::N,пич,sobă
422,Fußboden::N,кӏвалин ччил,podea
423,Fußboden::N,кӏвалин ччил,dușumea
424,Tisch::N,стол,masă
425,Stuhl::N,стул,scaun
426,Wiege::N,кьеб,leagăn
427,Bett::N,тахт,pat
428,Regal::N,кьацӏ,rafturi
429,Kiste::N,ящик,ladă
430,Kiste::N,ящик,cutie
431,Fenster::N,дакӏар,fereastră
432,Tür::N,рак,ușă
433,Tor::N,варар,poartă
434,Zaun::N,пару,gard
435,Dach::N,къав,acoperiș
436,Leiter::N,гурар,scară
437,Besen::N,таран кул,mătură
438,Spaten::N,ппер,cazma
439,Spaten::N,ппер,hârleț
440,Schaufel::N,хекендаз,lopată
441,Gabel::N,шиш,furculiță
442,Löffel::N,тӏур,lingură
443,Messer::N,чукӏул,cuțit
444,Nagel::N,мих,cui
445,Netz::N,чил,plasă
446,Haken::N,къармах,cârlig
447,Griff::N,ттум,mâner
448,Schloss::N,куьлег,lacăt
449,Bild::N,шикил,tablou
450,Bild::N,шикил,imagine
451,Bild::N,суьрет,tablou
452,Bild::N,суьрет,imagine
453,Figur::N,фигура,chip
454,Figur::N,фигура,figură
455,Puppe::N,нини,păpușă
456,Beutel::N,тагъар,pungă
457,Beutel::N,тагъар,săculeț
458,Bündel::N,галгам,mănunchi
459,Tasche::N,чанта,geantă
460,Eimer::N,ведре,găleată
461,Deckel::N,кьил,capac
462,Deckel::N,къалпагъ,capac
463,Geschirr::N,къаб-къажах,vase
464,Geschirr::N,къаб-къажах,tacâmuri
465,Sack::N,чувал,sac
466,Tasse::N,сукӏра,ceașcă
467,Topf::N,къажгъан,oală
468,Kessel::N,къажгъан,cazan
469,Kessel::N,къажгъан,căldare
470,Essen::N,тӏуьн,mâncare
471,Nahrung::N,тӏуьн,hrană
472,Nahrung::N,тӏуьн,aliment
473,Speise::N,хуьрек,bucate
474,Speise::N,хуьрек,fel de bucate
475,Fleisch::N,як,carne
476,Getreide::N,техил,cereale
477,Brei::N,хапӏа,pireu
478,Brei::N,хешил,pireu
479,Brot::N,фу,pâine
480,Scheibe::N,чӏук,felie
481,Scheibe::N,чӏук,bucată
482,Fett::N,ягълу,untură
483,Fett::N,ягълу,grăsime
484,Butter::N,гъери,unt
485,Öl::N,ягълу,ulei
486,Salz::N,кьел,sare
487,Suppe::N,суп,supă
488,Suppe::N,суп,ciorbă
489,Suppe::N,шурпа,supă
490,Suppe::N,шурпа,ciorbă
491,Honig::N,вирт,miere
492,Milch::N,нек,lapte
493,Tee::N,чай,ceai
494,Leder::N,тумаж,piele
495,Wolle::N,йис,lână
496,Stoff::N,парча,stofă
497,Nadel::N,раб,ac
498,Faden::N,гъал,ață
499,Knopf::N,дуьгме,buton
500,Knoten::N,тӏвал,nod
501,Farbe::N,ранг,vopsea
502,Kleidung::N,партал,haine
503,Kleidung::N,партал,îmbrăcăminte
504,Hemd::N,перем,cămașă
505,Kragen::N,хев,guler
506,Ärmel::N,хел,mânecă
507,Hose::N,шалвар,pantaloni
508,Gürtel::N,чӏул,cordon
509,Mütze::N,бармак,șapcă
510,Mütze::N,бапӏах,șapcă
511,Schuh::N,ботинка,gheată
512,Stiefel::N,чекме,cizmă
513,Ring::N,тупӏал,inel
514,Ring::N,тупӏал,verigă
515,Band::N,тасма,panglică
516,Band::N,тасма,șiret
517,Kamm::N,регъ,pieptene
518,Spiegel::N,гуьзгуь,oglindă
519,Riemen::N,къайиш,curea
520,Schnur::N,еб,funie
521,Schnur::N,еб,sfoară
522,Decke::N,яргъан,pătură
523,Kissen::N,хъуьцуьган,pernă
524,Tuch::N,шал,batic
525,Handtuch::N,дасмал,prosop
526,Handtuch::N,дасмал,ștergar
527,Kraft::N,гуж,forță
528,Kraft::N,гуж,putere
529,Stärke::N,къуват,tărie
530,Stärke::N,къуват,vigoare
531,Gesundheit::N,сагъвал,sănătate
532,Krankheit::N,тӏал,boală
533,Krankheit::N,тӏал,maladie
534,Schmerz::N,тӏал,durere
535,Schmerz::N,тӏарвал,durere
536,Wunde::N,хер,rană
537,Fieber::N,ифин,febră
538,Arznei::N,дарман,leac
539,Arznei::N,дарман,medicament
540,Brücke::N,муьгъ,pod
541,Brücke::N,муьгъ,punte
542,Brunnen::N,къуй,puț
543,Weide::N,уьруьш,izlaz
544,Weide::N,уьруьш,pășune
545,Pfad::N,рехъ,cărare
546,Weg::N,рехъ,drum
547,Straße::N,рехъ,cale
548,Straße::N,рехъ,stradă
549,Dorf::N,хуьр,sat
550,Stadt::N,шегьер,oraș
551,Brief::N,кагъаз,scrisoare
552,Buch::N,улуб,carte
553,Buchstabe::N,гьарф,literă
554,Buchstabe::N,гьарф,caracter
555,Zeitung::N,газета,ziar
556,Zeitung::N,газета,gazetă
557,Leben::N,уьмуьр,viață
558,Tod::N,кьиникь,moarte
559,Grab::N,сур,groapă
560,Grab::N,сур,mormânt
561,Kirche::N,килиса,biserică
562,Sünde::N,гунагь,păcat
563,Gott::N,аллагь,zeu
564,Arbeiter::N,фяле,muncitor
565,Chef::N,гьаким,șef
566,Meister::N,устӏар,meșter
567,Meister::N,устӏар,maestru
568,Arzt::N,доктор,medic
569,Arzt::N,доктор,doctor
570,Lehrer::N,муаллим,profesor
571,Lehrer::N,муаллим,învățător
572,Geld::N,пул,bani
573,Geld::N,пул,parale
574,Laden::N,магазин,magazin
575,Laden::N,магазин,prăvălie
576,Preis::N,къимет,preț
577,Ware::N,мал,marfă
578,Ware::N,товар,marfă
579,Nutzen::N,хийир,folos
580,Nutzen::N,хийир,profit
581,Nutzen::N,менфят,folos
582,Nutzen::N,менфят,profit
583,Reichtum::N,девлет,avuție
584,Reichtum::N,девлет,bogăție
585,Welt::N,дуьнья,lume
586,Land::N,уьлкве,țară
587,Staat::N,пачагьлугъ,stat
588,Staat::N,государство,stat
589,König::N,пачагь,rege
590,Macht::N,власть,putere
591,Macht::N,власть,putință
592,Grenze::N,сергьят,hotar
593,Grenze::N,сергьят,graniță
594,Grenze::N,сергьят,frontieră
595,Krieg::N,дяве,război
596,Feind::N,душман,dușman
597,Gewalt::N,гуж,violență
598,Kampf::N,женг,luptă
599,Bogen[Waffe]::N,чӏемерук,arc
600,Pfeil::N,хьел,săgeată
601,Gewehr::N,тфенг,armă
602,Gewehr::N,тфенг,pușcă
603,Fehler::N,гъалатӏ,eroare
604,Fehler::N,гъалатӏ,greșeală
605,Lüge::N,ттаб,minciună
606,Schaden::N,зиян,daună
607,Schaden::N,зиян,pagubă
608,Schaden::N,зарар,daună
609,Schaden::N,зарар,pagubă
610,Unglück::N,бала,nenorocire
611,Unglück::N,бедбахтвал,nenorocire
612,Schuld::N,тахсир,vină
613,Alter::N,яш,etate
614,Alter::N,яш,vârstă
615,Schluss::N,эхир,sfârșit
616,Zeit::N,вяде,timp
617,Zeit::N,вяде,vreme
618,Tag::N,югъ,zi
619,Morgen::N,пакама,dimineață
620,Mittag::N,нисин,prânz
621,Mittag::N,нисин,amiază
622,Abend::N,няни,seară
623,Nacht::N,йиф,noapte
624,Woche::N,гьафте,săptămână
625,Monat::N,варз,lună
626,Jahr::N,йис,an
627,Frühling::N,гатфар,primăvară
628,Sommer::N,гад,vară
629,Herbst::N,зул,toamnă
630,Winter::N,кьуьд,iarnă
631,Januar::N,январь,ianuarie
632,Februar::N,февраль,februarie
633,März::N,март,martie
634,April::N,апрель,aprilie
635,Mai::N,май,mai
636,Juni::N,июнь,iunie
637,Juli::N,июль,iulie
638,August::N,август,august
639,September::N,сентябрь,septembrie
640,Oktober::N,октябрь,octombrie
641,November::N,ноябрь,noiembrie
642,Dezember::N,декабрь,decembrie
643,Montag::N,ислен,luni
644,Dienstag::N,саласа,marți
645,Mittwoch::N,арбе,miercuri
646,Donnerstag::N,хемис югъ,joi
647,Freitag::N,жуьмя,vineri
648,Freitag::N,жуьмя югъ,vineri
649,Samstag::N,киш,sâmbătă
650,Sonntag::N,гьяд,duminică
651,groß::A,еке,mare
652,groß::A,чӏехи,mare
653,klein::A,гъвечӏи,mic
654,lang::A,яргъи,lung
655,kurz::A,куьруь,scurt
656,breit::A,гьяркьуь,lat
657,breit::A,гьяркьуь,larg
658,schmal::A,гуьтӏуь,strâmt
659,dicht::A,къалин,des
660,dünn::A,кьелечӏ,subțire
661,fein::A,шуькӏуь,fin
662,fein::A,шуькӏуь,subțire
663,fest::A,кӏеви,tare
664,fest::A,кӏеви,solid
665,flach::A,кьулу,șes
666,flach::A,кьулу,plan
667,glatt::A,цӏалцӏам,lins
668,hart::A,кӏеви,dur
669,weich::A,хъуьтуьл,moale
670,rund::A,элкъвей,rotund
671,rund::A,элкъвей,circular
672,spitz::A,хци,ascuțit
673,scharf::A,хци,tăios
674,scharf::A,хци,ascuțit
675,stumpf::A,къуьруь,tocit
676,schwer::A,залан,greu
677,schön::A,иер,frumos
678,heiß::A,кудай,cald
679,heiß::A,кудай,fierbinte
680,warm::A,чими,cald
681,warm::A,чими,fierbinte
682,kalt::A,мекьи,rece
683,kühl::A,къайи,rece
684,kühl::A,къайи,răcoros
685,frisch::A,таза,răcoros
686,frisch::A,таза,proaspăt
687,frisch::A,михьи,răcoros
688,frisch::A,михьи,proaspăt
689,feucht::A,ламу,umed
690,feucht::A,ламу,jilav
691,nass::A,кьежей,ud
692,trocken::A,кьуру,sec
693,trocken::A,кьуру,uscat
694,voll::A,ацӏай,plin
695,leer::A,буш,gol
696,leer::A,ичӏи,gol
697,offen::A,ахъа,deschis
698,geschlossen::A,кӏеви,închis
699,sauber::A,михьи,curat
700,schmutzig::A,чиркин,murdar
701,schmutzig::A,кьацӏай,murdar
702,roh::A,чиг,crud
703,roh::A,ицӏи,crud
704,reif::A,дигмиш хьайи,copt
705,lecker::A,дадлу,gustos
706,süß::A,ширин,dulce
707,bitter::A,туькьуьл,amar
708,sauer::A,цуру,acru
709,hell::A,экуь,clar
710,hell::A,экуь,luminos
711,dunkel::A,мичӏи,obscur
712,dunkel::A,мичӏи,întunecos
713,schwarz::A,чӏулав,negru
714,weiß::A,лацу,alb
715,rot::A,яру,roșu
716,gelb::A,хъипи,galben
717,blau::A,вили,albastru
718,grün::A,къацу,verde
719,grau::A,рехи,gri
720,grau::A,рехи,cenușiu
721,bunt::A,цӏару,colorat
722,bunt::A,яру-цӏару,colorat
723,billig::A,ужуз,ieftin
724,teuer::A,багьа,scump
725,wertvoll::A,масан,prețios
726,blind::A,буьркьуь,orb
727,taub::A,биши,surd
728,kräftig::A,гужлу,tare
729,kräftig::A,гужлу,forte
730,kräftig::A,гужлу,robust
731,stark::A,къуватлу,viguros
732,stark::A,къуватлу,puternic
733,schwach::A,такьатсуз,slab
734,schwach::A,такьатсуз,debil
735,fett::A,куьк,gras
736,schlank::A,шумал,zvelt
737,hübsch::A,гуьрчег,drăguț
738,böse::A,пис,rău
739,böse::A,пис,răutăcios
740,dumm::A,ахмакь,nerod
741,dumm::A,ахмакь,tâmpit
742,faul::A,тенпел,leneș
743,fleißig::A,сяй ийидай,harnic
744,fleißig::A,сяй ийидай,sârguincios
745,fleißig::A,сяйи ийидай,harnic
746,fleißig::A,сяйи ийидай,sârguincios
747,geizig::A,мискьи,calic
748,geizig::A,мискьи,zgârcit
749,klug::A,акьуллу,isteț
750,klug::A,акьуллу,deștept
751,geschickt::A,магьир,dibaci
752,lieb::A,играми,drag
753,lieb::A,играми,iubit
754,lustig::A,шад,vesel
755,sanft::A,назик,blând
756,sanft::A,назик,blajin
757,sanft::A,милайим,blând
758,sanft::A,милайим,blajin
759,hungrig::A,гишин,flămând
760,krank::A,кефсуз,bolnav
761,nackt::A,кьецӏил,gol
762,traurig::A,пашман,trist
763,traurig::A,пашман,mâhnit
764,lebendig::A,ччан алай,viu
765,gut::A,хъсан,bun
766,gut::A,вижевай,bun
767,schlecht::A,пис,rău
768,schlecht::A,пис,prost
769,richtig::A,дуьз,drept
770,richtig::A,дуьз,corect
771,schlimm::A,нифретлу,rău
772,wahr::A,гьакъикъи,adevărat
773,alt::A,эски,uzat
774,alt::A,эски,vechi
775,alt::A,куьгьне,uzat
776,alt::A,куьгьне,vechi
777,neu::A,цӏийи,nou
778,ehemalig::A,виликан,fost
779,ehemalig::A,виликан,anterior
780,alt[Lebewesen]::A,кьуьзуь,bătrîn
781,jung::A,жегьил,tânăr
782,arm::A,кесиб,sărac
783,arm::A,кесиб,sărman
784,reich::A,девлетлу,avut
785,reich::A,девлетлу,bogat
786,bekannt::A,чидай,cunoscut
787,berühmt::A,машгьур,renumit
788,fremd::A,ччара,străin
789,verschieden::A,жуьреба-жуьре,diferit
790,verschieden::A,жуьреба-жуьре,deosebit
791,nah::A,мукьвал,apropiat
792,fern::A,яргъал,departe
793,linker::A,чапла,stâng
794,rechter::A,эрчӏи,drept
795,anderer::A,маса,alt
796,anderer::A,муькуь,alt
797,erster::A,сад лагьай,prim
798,zweiter::A,кьвед лагьай,al doilea
799,dritter::A,пуд лагьай,treilea
800,letzter::A,эхиримжи,final
801,allein::ADV,кьилди,singur
802,zusammen::ADV,санал,împreună
803,lange::ADV,яргъалди,îndelung
804,lange::ADV,яргъалди,mult timp
805,plötzlich::ADV,садлагьана,deodată
