,Concept_ID,da,ta
705,sechzig::NUM,tres,அறுபது
706,siebzig::NUM,halvfjerds,எழுபது
707,achtzig::NUM,firs,எண்பது
708,neunzig::NUM,halvfems,தொன்னூறு
709,hundert::NUM,hundrede,நூறு
710,tausend::NUM,tusind,ஆயிரம்
711,und::CNJ,og,மற்றும்
712,oder::CNJ,eller,அல்லது
713,stehen::V,stå,நில்
714,sitzen::V,sidde,உட்கார்
715,liegen::V,ligge,படு
716,hängen::V,hænge,தொங்கச் செய்
717,werden::V,blive,ஆகு
718,passieren::V,ske,நிகழ்
719,passieren::V,hænde,நிகழ்
720,beginnen::V,begynde,ஆரம்பி
721,enden::V,ende,முடி
722,wechseln::V,veksle,மாற்று
723,aufgehen[Sonne]::V,gå op,உயர எழு
724,aufgehen[Sonne]::V,stå op,உயர எழு
725,untergehen[Sonne]::V,gå ned,பொறுத்து
726,scheinen[Sonne]::V,skinne,பிரகாசி
727,donnern::V,tordne,இடி
728,wehen::V,blæse,வீசு
729,strömen::V,strømme,பாயதல்
730,fließen::V,flyde,நீரோட்டம் போக்கில் போ
731,sich drehen::V,dreje sig,சுழல்
732,schwanken::V,vakle,தள்ளாடு
733,schwingen::V,svinge,ஆடு
734,fallen::V,falde,விழு
735,brennen::V,brænde,எரி
736,rauchen::V,ryge,பகை பிடி
737,regnen::V,regne,மழை பெய்
738,gefrieren::V,fryse,உறைந்துவிடு
739,tauen::V,tø,உருகு
740,schmelzen::V,smelte,உருகு
741,trocknen::V,tørre,உலர்த்து
742,sieden::V,koge,கொதிக்க வை
743,faulen::V,rådne,அழுகச் செய்
744,verfaulen::V,rådne,அழுகச் செய்
745,reißen::V,briste,திடீரென அறு
746,versinken::V,synke,மூழ்கு
747,versinken::V,synke ned,மூழ்கு
748,vergehen::V,forløbe,கடந்துசெல்
749,erscheinen::V,vise sig,தோன்றச்
750,verschwinden::V,forsvinde,மறைந்து போ
751,sinken::V,synke,பதைவுறு
752,abnehmen::V,aftage,குறை
753,zunehmen::V,tiltage,உயர்த்து
754,steigen::V,stige,உயர எழு
755,wachsen::V,gro,வளர்
756,wachsen::V,vokse,வளர்
757,glänzen::V,glinse,மிளிர்
758,funkeln::V,tindre,பிரகாசி
759,lärmen::V,larme,கொம்பு
760,läuten::V,ringe,மணியொலியிசை
761,klingeln::V,ringe,மணி அடி
762,klirren::V,klirre,கிலுங்கு
763,brausen::V,bruse,இரைதல்
764,rauschen::V,suse,சலசலப்பு
765,klingen::V,lyde,சிலம்புதல்
766,klingen::V,klinge,சிலம்புதல்
767,bellen::V,gø,குரை
768,heulen::V,hyle,ஊளையிடு
769,blasen::V,blæse,ஊது
770,pfeifen::V,fløjte,சீழ்க்கை எழப்பு
771,schreien::V,skrige,கூச்சலிடு
772,stöhnen::V,stønne,வேதனை
773,zittern::V,dirre,நடுங்கு
774,zittern::V,skælve,நடுங்கு
775,leben::V,leve,உயிருடனிரு
776,geboren werden::V,fødes,பிற
777,atmen::V,ånde,சுவாசி
778,trinken::V,drikke,குடி
779,essen::V,spise,சாப்பிடு
780,schlucken::V,synke,முழுங்கு
781,müde werden::V,blive træt,கையயர்தல்
782,einschlafen::V,falde i søvn,தூங்க
783,schlafen::V,sove,தூங்கு
784,aufwachen::V,vågne,எழுப்பு
785,aufstehen::V,stå op,எழுந்திரு
786,sich erholen::V,komme sig,இளைப்பாறு
787,krank werden::V,blive syg,விழுதல்
788,krank sein::V,være syg,நருக்கலாயிருக்க
789,schmerzen::V,smerte,நோவுறு
790,husten::V,hoste,இருமு
791,genesen::V,komme sig,குணம் அடை
792,sterben::V,dø,மரணமடை
793,umkommen::V,omkomme,நசி
794,sich bewegen::V,bevæge sig,நகர்த்து
795,sich rühren::V,røre på sig,அசை
796,sich erheben::V,rejse sig,எழுந்து நில்
797,sich setzen::V,sætte sig,உட்கார்
798,laufen::V,løbe,நட
799,schreiten::V,skride,கவடுவைத்தல்
800,spazierengehen::V,gå en tur,உலவு
801,eilen::V,ile,விரைந்து
802,sich beeilen::V,skynde sig,அவசரப்படுத்து
803,sausen::V,suse,விரைந்து செல்
804,rennen::V,løbe,ஓடு
805,rennen::V,rende,ஓடு
806,springen::V,hoppe,குதி
807,springen::V,springe,குதி
808,klettern::V,klatre,ஏறு
809,schaukeln::V,gynge,தள்ளாடு
810,kriechen::V,krybe,மெதுவாக நடந்து செல்
811,schwimmen::V,svømme,நீந்து
812,tauchen::V,dykke,மூழ்கி நீச்சலடி
813,rudern::V,ro,துடுப்புப் போடு
814,fahren::V,køre,ஓட்டு
815,fliegen::V,flyve,பற
816,gehen::V,gå,போ
817,weggehen::V,gå bort,விலகிச் செல்
818,abfahren::V,køre bort,புறப்பட்டுச் செல்
819,anhalten::V,standse,நின்றுவிடு
820,hineingehen::V,gå ind,மறையச் செய்
821,eintreten::V,træde ind,நுழை
822,kommen::V,komme,வா
823,ankommen::V,ankomme,வநது சேர்
824,zurückkommen::V,komme tilbage,திரும்பி வா
825,bleiben::V,blive,இரு
826,bleiben::V,forblive,இரு
827,warten::V,vente,தாமதி
828,erwarten::V,vente,எதிர்நோக்கு
829,erwarten::V,afvente,எதிர்நோக்கு
830,suchen::V,søge,தேடு
831,finden::V,finde,கண்டுபிடி
832,versuchen::V,forsøge,முயற்சி செய்
833,vorbereiten::V,forberede,ஆயத்தம் செய்
834,lieben::V,elske,அன்பு செலுத்து
835,mögen::V,holde af,விரும்பு
836,mögen::V,kunne lide,விரும்பு
837,lachen::V,le,சிரி
838,rühren::V,røre,இதயத்தைத் தொடு
839,weinen::V,græde,அழு
840,schimpfen::V,skænde,சாபமிடு
841,sich ärgern::V,ærgre sig,கோப்பபடு
842,sich fürchten::V,være bange,பயப்படு
843,fürchten::V,være bange for,பயப்படுத்து
844,fliehen::V,flygte,ஓடு
845,flüchten::V,flygte,தப்பிவிடு
846,sehen::V,se,பார்
847,anschauen::V,se på,கூர்ந்து கவனி
848,anschauen::V,betragte,கூர்ந்து கவனி
849,ansehen::V,anse,கவனி
850,hören::V,høre,கேள்
851,zuhören::V,høre til,சுவைத்துப் பார்
852,probieren::V,smage,ருசி
853,probieren::V,smage på,ருசி
854,riechen::V,lugte,முகர்ந்து பார்
855,fühlen::V,føle,தொட்டுணர்
856,scheinen::V,synes,காணப்படு
857,zu sehen sein::V,synes,தோன்றுதல்
858,vernehmen::V,erfare,கேள்
859,frieren::V,fryse,குதுகுதுகு
860,tun::V,gøre,செய்
861,können::V,kunne,இயல்வது
862,wollen::V,ville,விரும்பு
863,anfangen::V,begynde,தொடங்கு
864,beenden::V,afslutte,முடி
865,aufhören::V,ophøre,நிறுத்து
866,aufhören::V,holde op,நிறுத்து
867,gelingen::V,lykkes,வெற்றி
868,geraten::V,blive,ஏற்படுத்து
869,öffnen::V,åbne,திற
870,schließen::V,lukke,மூடு
871,stellen::V,stille,வை
872,setzen::V,sætte,வை
873,legen::V,lægge,பரப்பி வை
874,berühren::V,berøre,பதி
875,verbinden::V,forbinde,சேர்
876,bedecken::V,dække,உறைபோடு
877,bedecken::V,bedække,உறைபோடு
878,aufhängen::V,hænge,தொங்கவிடு
879,aufhängen::V,hænge op,தொங்கவிடு
880,anzünden::V,tænde,எரியூட்டு
881,anzünden::V,antænde,எரியூட்டு
882,aufheben::V,løfte,பொறுக்கி எடு
883,aufheben::V,tage op,பொறுக்கி எடு
884,zurücklassen::V,lade tilbage,விட்டுச் செல்
885,verlieren::V,miste,இழ
886,fallen lassen::V,tabe,அளவில் குறைவு
887,fallen lassen::V,droppe,அளவில் குறைவு
888,machen::V,gøre,தயார்செய்
889,herstellen::V,fremstille,உற்பத்தி செய்
890,bauen::V,bygge,கட்டு
891,reparieren::V,reparere,பழுது பார்
892,verbessern::V,rette,மேம்படுத்து
893,verbessern::V,forbedre,மேம்படுத்து
894,ändern::V,ændre,மாற்றி அமை
895,graben::V,grave,குழி வெட்டு
896,beugen::V,bøje,வனை
897,biegen::V,bøje,வனை
898,drehen::V,dreje,சுழல்
899,wenden::V,vende,குடைகவிழு
900,umdrehen::V,dreje om,சுற்றும் முற்றும் பார்
901,heben::V,hæve,தூக்கு
902,hochheben::V,løfte,தூக்கு
903,ergreifen::V,gribe fat i,பறி
904,halten::V,holde,பிடித்துக் கொள்
905,drücken::V,trykke,அழுத்து
906,schieben::V,skyde,தள்ளு
907,schieben::V,skubbe,தள்ளு
908,kratzen::V,klø,கீறு
909,kratzen::V,kradse,கீறு
910,lecken::V,slikke,நக்கு
911,beißen::V,bide,கடி
912,abreißen::V,rive af,கிழி
913,abschneiden::V,skære af,வெட்டி எடு
914,binden::V,binde,கட்டு
915,stecken::V,stikke,பதிய வை
916,brechen::V,brække,உடை
917,klopfen::V,banke,தட்டு
918,hauen::V,hugge,அடி
919,kleben::V,klistre,ஒட்டு
920,reiben::V,gnide,தேய்
921,streichen::V,smøre,பரவச்செய்
922,schleifen::V,slibe,அரை
923,schneiden::V,skære,துண்டாக்கு
924,schneiden::V,klippe,துண்டாக்கு
925,rütteln::V,ruske,மெல்ல தள்ளு
926,schütteln::V,ryste,குலுக்கு
927,schwenken::V,svinge,ஊஞ்சலாடு
928,schütten::V,hælde,ஊற்று
929,füllen::V,fylde,நிரப்பு
930,einwickeln::V,pakke ind,சுற்று
931,tragen::V,bære,எடுத்துச் செல்
932,schleppen::V,slæbe,இழுத்துச் செல்
933,ziehen::V,trække,இழு
934,aufbewahren::V,opbevare,வைத்துக் கொள்
935,werfen::V,kaste,வீசி எறி
936,fangen::V,fange,பிடி
937,packen::V,gribe,பிடித்துக்கொள்
938,verstecken::V,gemme,மறை
939,teilen::V,dele,பாகங்களாகப் பிரி
940,schicken::V,sende,அனுப்பு
941,bringen::V,bringe,கொண்டு வா
942,hinzufügen::V,tilføje,சேர்
943,bekommen::V,få,பெறு
944,erhalten::V,få,பெறு
945,nehmen::V,tage,எடு
946,wählen::V,vælge,தேர்ந்தெடு
947,auswählen::V,udvælge,தேர்ல்தெடு
948,bewahren::V,bevare,கெடாது பேணு
949,behindern::V,hindre,தடங்கல் செய்
950,behindern::V,forhindre,தடங்கல் செய்
951,verderben::V,ødelægge,நாசமாக்கு
952,beschädigen::V,beskadige,சேதப்படுத்து
953,zerbrechen::V,brække itu,உடை
954,zerreißen::V,rive itu,கிழி
955,zerstören::V,ødelægge,அழி
956,verbrennen::V,brænde,எரியூட்டு
957,geben::V,give,கொடு
958,reichen::V,række,வழங்கு
959,schenken::V,forære,மொயத்தல்
960,versprechen::V,love,உறுதியளி
961,wünschen::V,ønske,ஆசைப்படு
962,loben::V,rose,புகழ்ச்சி கூறு
963,küssen::V,kysse,முத்தமிடு
964,wiegen::V,vugge,ஆட்டுத்தல்
965,zudecken::V,dække til,உறைபோடு
966,wecken::V,vække,எழுப்பு
967,zeigen::V,vise,காட்டு
968,führen::V,føre,வழிகாட்டி
969,lehren::V,lære,சொல்லிக் கொடு
970,unterrichten::V,undervise,அறிவுரை கூறு
971,aufziehen::V,opdrage,வளர்
972,leiten::V,lede,அழைத்துச் செல்
973,antreiben::V,skynde på,தூண்டு
974,lassen::V,få til at,விடு
975,einladen::V,indbyde,அழை
976,einladen::V,invitere,அழை
977,vereinigen::V,forene,ஒன்றாகச் சேர்
978,besuchen::V,besøge,வருகை புரி
979,treffen::V,møde,சந்தி
980,sich versammeln::V,forsamles,தொகுப்பு
981,spielen::V,lege,விளையாடு
982,spielen::V,spille,விளையாடு
983,singen::V,synge,பாடு
984,tanzen::V,danse,நடனமாடு
985,sich trennen::V,skilles,தனிப்படடுத்து
986,verlassen::V,forlade,கைவிடு
987,retten::V,redde,காப்பாற்று
988,bewachen::V,bevogte,காவல் செய்
989,schützen::V,skærme,பாதுகாப்பு செய்
990,schützen::V,beskytte,பாதுகாப்பு செய்
991,verteidigen::V,forsvare,எதிர்த்து நில்
992,sich schlagen::V,slås,பூசலிடு
993,schießen::V,skyde,சுட்டுக் கொல்
994,siegen::V,sejre,வெற்றி பெறு
995,ärgern::V,ærgre,எரிச்சலூட்டு
996,schlagen::V,slå,அடி
997,treten::V,sparke,உதை
998,stechen::V,stikke,கொட்டு
999,stoßen::V,støde,நெருக்கு
1000,stehlen::V,stjæle,திருடு
1001,stören::V,forstyrre,தொல்லைகொடு
1002,belästigen::V,genere,தொல்லை கொடு
1003,belästigen::V,ulejlige,தொல்லை கொடு
1004,verbergen::V,skjule,மறை
1005,täuschen::V,villede,ஏமாற்று
1006,betrügen::V,bedrage,ஏமாற்று
1007,töten::V,dræbe,கொல்
1008,wohnen::V,bo,தங்கியிரு
1009,arbeiten::V,arbejde,வேலை செய்
1010,sammeln::V,samle,ஒன்றுசேர்
1011,pflücken::V,plukke,கொய்து எடு
1012,jagen::V,jage,வேட்டையாடு
1013,fischen::V,fiske,மீன் பிடி
1014,fassen::V,fange,பிடி
1015,hüten::V,vogte,காவல் செய்
1016,treiben::V,drive,ஓட்டு
1017,anbinden::V,binde fast,கட்டு
1018,füttern::V,fodre,உணவளி
1019,melken::V,malke,பால் கற
1020,hacken::V,hakke,வெட்டி எடு
1021,gießen::V,hælde,நீர்ப் பாய்ச்சு
1022,reifen::V,modne,பழு
1023,zubereiten::V,tilberede,சமையல் செய்
1024,kochen::V,koge,வேகவை
1025,backen::V,bage,வெப்பத்தில் வாட்டு
1026,braten::V,stege,பொரியச் செய்
1027,umrühren::V,røre om,கலக்கு
1028,stricken::V,strikke,பின்னியிழை
1029,nähen::V,sy,தையல் வேலை செய்
1030,färben::V,farve,வண்ணம் பெறச் செய்
1031,reinigen::V,rense,சுத்தம் செய்
1032,reinigen::V,gøre ren,சுத்தம் செய்
1033,waschen::V,vaske,கழுவு
1034,abwischen::V,tørre af,துடை
1035,spülen::V,skylle,அலசு
1036,fegen::V,feje,பெறுக்கு
1037,kehren::V,feje,பெறுக்கு
1038,baden::V,bade,குளி
1039,sich waschen::V,vaske sig,கழுவு
1040,ausziehen::V,tage af,கழற்று
1041,anziehen::V,tage på,புனைதல்
1042,sich anziehen::V,klæde sig på,உடுத்துதல்
1043,kämmen::V,rede,தலை வாரிக் கொள்
1044,kämmen::V,frisere,தலை வாரிக் கொள்
1045,schmücken::V,pynte,அழகுபடுத்து
1046,schmücken::V,smykke,அழகுபடுத்து
1047,sagen::V,sige,சொல்
1048,sprechen::V,snakke,பேசு
1049,reden::V,tale,பெசு
1050,reden::V,snakke,பெசு
1051,sich unterhalten::V,snakke sammen,இயல்பாக பேசிக்கொண்டிரு
1052,fragen::V,spørge,கேள்
1053,bitten::V,bede,வேண்டு
1054,erzählen::V,berette,சொல்
1055,erzählen::V,fortælle,சொல்
1056,mitteilen::V,meddele,சொல்
1057,nennen::V,nævne,பெயரிடுதல்
1058,rufen::V,råbe,கூச்சலிடு
1059,prahlen::V,prale,தற்பெருமை பேசு
1060,übersetzen::V,oversætte,மொழிபெயர்ப்பு செய்
1061,denken::V,tænke,யோசி
1062,glauben::V,tro,நம்பு
1063,bemerken::V,bemærke,கவனி
1064,bemerken::V,lægge mærke til,கவனி
1065,erkennen::V,genkende,அடையாளம் கண்டுகொள்
1066,begreifen::V,begribe,பற்றிக்கொள்
1067,verstehen::V,forstå,புரிந்து கொள்
1068,lernen::V,lære,கற்றுக்கொள்
1069,wissen::V,vide,தெரிந்திரு
1070,sich erinnern an::V,mindes,நினைவு கூர்
1071,sich erinnern an::V,huske på,நினைவு கூர்
1072,vergessen::V,glemme,மற
1073,messen::V,måle,அளவிடு
1074,zählen::V,tælle,எண்ணு
1075,rechnen::V,regne,கணக்கிடு
1076,lesen::V,læse,படி
1077,malen::V,male,வண்ணச்சித்திரம்
1078,zeichnen::V,tegne,வரை
1079,schreiben::V,skrive,எழுது
1080,besitzen::V,eje,உடைமையாகக் கொண்டிரு
1081,besitzen::V,besidde,உடைமையாகக் கொண்டிரு
1082,kaufen::V,købe,வாங்கு
1083,verkaufen::V,sælge,விற்பனை செய்
1084,bezahlen::V,betale,இறுத்தல்
1085,zahlen::V,betale,பணம் செலுத்து
1086,beherrschen::V,beherske,ஆட்சிசெய்
1087,ertragen::V,tåle,தாங்கு
1088,ertragen::V,udholde,தாங்கு
1089,hinfallen::V,,விழு
