,Concept_ID,kn,hi
40,Schulter::N,ಭುಜ,कंधा
41,Schulter::N,ಭುಜ,स्कंध
42,Arm::N,ತೋಳು,बाँह
43,Arm::N,ತೋಳು,बाज़ू
44,Ellenbogen::N,ಮೊಣಕೈ,कुहनी
45,Hand::N,ಕೈ,हाथ
46,Hand::N,ಕೈ,हस्त
47,Handfläche::N,ಅಂಗೈ,हथेली
48,Finger::N,ಕೈಬೆರಳು,उँगली
49,Finger::N,ಕೈಬೆರಳು,अँगुली
50,Fingernagel::N,ಉಗುರು,नख
51,Fingernagel::N,ಉಗುರು,नाख़ून
52,Nagel[Anatomie]::N,ಉಗುರು,नख
53,Nagel[Anatomie]::N,ಉಗುರು,नाख़ून
54,Zeh::N,ಕಾಲ್ಬೆರಳು,उँगली
55,Zeh::N,ಕಾಲ್ಬೆರಳು,पाँव की उँगली
56,Fuß::N,ಪಾದ,चरण
57,Fuß::N,ಪಾದ,पाँव
58,Ferse::N,ಹಿಮ್ಮಡಿ,एड़ी
59,Knie::N,ಮಂಡಿ,जानु
60,Knie::N,ಮಂಡಿ,घुटना
61,Oberschenkel::N,ತೊಡೆ,उरु
62,Bein::N,ಕಾಲು,टाँग
63,Körper::N,ದೇಹ,तन
64,Körper::N,ದೇಹ,देह
65,Körper::N,ದೇಹ,शरीर
66,Haut::N,ಚರ್ಮ,चर्म
67,Haut::N,ಚರ್ಮ,त्वचा
68,Blut::N,ರಕ್ತ,लहू
69,Blut::N,ರಕ್ತ,ख़ून
70,Ader::N,ನರ,रग
71,Ader::N,ನರ,शिरा
72,Sehne::N,ನರ,कंडरा
73,Sehne::N,ನರ,स्नायु
74,Knochen::N,ಮೂಳೆ,अस्थि
75,Gehirn::N,ಮಿದುಳು,दिमाग़
76,Gehirn::N,ಮಿದುಳು,मस्तिष्क
77,Herz::N,ಹೃದಯ,दिल
78,Herz::N,ಹೃದಯ,हृदय
79,Magen::N,ಉದರ,मेदा
80,Magen::N,ಉದರ,अमाशय
81,Leber::N,ಯಕೃತ್ತು,जिगर
82,Leber::N,ಯಕೃತ್ತು,यकृत्
83,Atem::N,ಉಸಿರು,दम
84,Atem::N,ಉಸಿರು,साँस
85,Atem::N,ಉಸಿರು,श्वास
86,Hunger::N,ಹಸಿವು,भूख
87,Hunger::N,ಹಸಿವು,क्षुधा
88,Träne::N,ಕಣ್ಣೀರು,आँसू
89,Träne::N,ಕಣ್ಣೀರು,अश्रु
90,Geschmack::N,ರುಚಿ,स्वाद
91,Geschmack::N,ರುಚಿ,ज़ायक़ा
92,Geruch::N,ವಾಸನೆ,बू
93,Geruch::N,ವಾಸನೆ,गंध
94,Schlaf::N,ನಿದ್ರೆ,नींद
95,Schlaf::N,ನಿದ್ರೆ,निद्रा
96,Traum::N,ಕನಸು,सपना
97,Traum::N,ಕನಸು,स्वप्न
98,Himmel::N,ಬಾನು,आकाश
99,Himmel::N,ಬಾನು,आसमान
100,Sonne::N,ಸೂರ್ಯ,रवि
101,Sonne::N,ಸೂರ್ಯ,सूरज
102,Sonne::N,ಸೂರ್ಯ,सूर्य
103,Mond::N,ಚಂದ್ರ,चाँद
104,Mond::N,ಚಂದ್ರ,चंद्र
105,Stern::N,ಚುಕ್ಕಿ,तारा
106,Stern::N,ಚುಕ್ಕಿ,सितारा
107,Luft::N,ವಾಯು,हवा
108,Luft::N,ವಾಯು,वायु
109,Wind::N,ಗಾಳಿ,पाद
110,Welle::N,ಅಲೆ,लहर
111,Welle::N,ಅಲೆ,तरंग
112,Wasser::N,ನೀರು,जल
113,Wasser::N,ನೀರು,पानी
114,Stein::N,ಕಲ್ಲು,पत्थर
115,Boden::N,ನೆಲ,मिट्टी
116,Erde::N,ಭೂಮಿ,भूमि
117,Erde::N,ಭೂಮಿ,ज़मीन
118,Staub::N,ದೂಳು,धूल
119,Rauch::N,ಹೊಗೆ,धूआँ
120,Rauch::N,ಹೊಗೆ,धुम्र
121,Funke::N,ಕಿಡಿ,चिनगारी
122,Funke::N,ಕಿಡಿ,स्फुलिंग
123,Feuer::N,ಬೆಂಕಿ,आग
124,Feuer::N,ಬೆಂಕಿ,आतिश
125,Feuer::N,ಬೆಂಕಿ,अग्नि
126,Licht::N,ಬೆಳಕು,रोशनी
127,Licht::N,ಬೆಳಕು,प्रकाश
128,Schatten::N,ನೆರಳು,छाया
129,Schatten::N,ನೆರಳು,परछाई
130,Wetter::N,ಹವ,ऋतु
131,Wetter::N,ಹವ,मौसम
132,Nebel::N,ಮಂಜು,धुँध
133,Nebel::N,ಮಂಜು,कुहरा
134,Wolke::N,ಮೋಡ,मेघ
135,Wolke::N,ಮೋಡ,अभ्र
136,Regen::N,ಮಳೆ,मेंह
137,Regen::N,ಮಳೆ,बारिश
138,Schnee::N,ಹಿಮ,हिम
139,Schnee::N,ಹಿಮ,बर्फ़
140,Eis::N,ಮಂಜುಗಡ್ಡೆ,हिम
141,Eis::N,ಮಂಜುಗಡ್ಡೆ,बर्फ़
142,Frost::N,ಮಂಜು,ठंड
143,Kälte::N,ಹಿಮ,सर्दी
144,Kälte::N,ಹಿಮ,शीतलता
145,Hitze::N,ಉಷ್ಣ,ताप
146,Hitze::N,ಉಷ್ಣ,गरमी
147,Raureif::N,ಇಬ್ಬನಿ,पाला
148,Regenbogen::N,ಇಂದ್ರಚಾಪ,इंद्र-धनुष
149,Donner::N,ಗುಡುಗು,गरज
150,Donner::N,ಗುಡುಗು,मेघ-गर्जन
151,Strömung::N,ಪ್ರವಾಹ,बहाव
152,Strömung::N,ಪ್ರವಾಹ,प्रवाह
153,Tropfen::N,ತೊಟ್ಟು,बूँद
154,Schaum::N,ನೊರೆ,झाग
155,Schmutz::N,ಕಸ,गंद
156,Schmutz::N,ಕಸ,कीचड़
157,See::N,ಸರೋವರ,झील
158,See::N,ಸರೋವರ,सरोवर
159,Sumpf::N,ಜೌಗುಸ್ಥಳ,दलदल
160,Sumpf::N,ಜೌಗುಸ್ಥಳ,धँसान
161,Moor::N,ಬಂಜರು ಭೂಮಿ,झाबर
162,Moor::N,ಬಂಜರು ಭೂಮಿ,धँसान
163,Wiese::N,ಹುಲ್ಲುಗಾವಲು,घास-स्थल
164,Wald::N,ಕಾಡು,जंगल
165,Hügel::N,ಗುಡ್ಡೆ,टीला
166,Hügel::N,ಗುಡ್ಡೆ,पहाड़
167,Anhöhe::N,ದಿಬ್ಬ,टीला
168,Anhöhe::N,ದಿಬ್ಬ,पहाड़ी
169,Berg::N,ಮಲೆ,पहाड़
170,Berg::N,ಪರ್ವತ,पहाड़
171,Gipfel::N,ಶೃಂಗ,शिखर
172,Höhle::N,ಗುಹೆ,गुहा
173,Höhle::N,ಗುಹೆ,गुफ़ा
174,Abhang::N,ಇಳಿಜಾರು,ढाल
175,Abhang::N,ಇಳಿಜಾರು,ढलान
176,Quelle::N,ಮೂಲ,चश्मा
177,Bach::N,ತೊರೆ,सोता
178,Bach::N,ತೊರೆ,नदिका
179,Fluss::N,ನದಿ,नदी
180,Fluss::N,ನದಿ,सरिता
181,Ufer::N,ತೀರ,तट
182,Ufer::N,ತೀರ,किनारा
183,Küste::N,ದಂಡೆ,समुद्र-तट
184,Festland::N,ಭೂಮಿ,महाद्वीप
185,Meer::N,ಕಡಲು,सागर
186,Meer::N,ಕಡಲು,समुद्र
187,Bucht::N,ಖಾರಿ,खाड़ी
188,Insel::N,ದ್ವೀಪ,टापू
189,Insel::N,ದ್ವೀಪ,द्वीप
190,Blume::N,ಸುಮ,फूल
191,Blume::N,ಸುಮ,पुष्प
192,Gras::N,ಹುಲ್ಲು,घास
193,Wurzel::N,ಬೇರು,मूल
194,Baum::N,ಮರ,पेड़
195,Baum::N,ಮರ,वृक्ष
196,Stamm::N,ಕಾಂಡ,धड़
197,Rinde::N,ತೂಗಟಿ,छाल
198,Rinde::N,ತೂಗಟಿ,वल्कल
199,Ast::N,ಶಾಖೆ,डाल
200,Ast::N,ಶಾಖೆ,शाखा
201,Zweig::N,ರೆಂಬೆ,टहनी
202,Blatt::N,ಎಲೆ,पत्र
203,Blatt::N,ಎಲೆ,पत्ता
204,Birke::N,ಬರ್ಚ್ ಮರ,भूर्ज
205,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,पाइन-वृक्ष
206,Weide[Baum]::N,ವಿಲೋಮರ,बेंत
207,Tanne::N,ಭದ್ರದಾರು,फ़र
208,Horn::N,ಕೊಂಬು,सींग
209,Horn::N,ಕೊಂಬು,विषाण
210,Feder::N,ಪುಕ್ಕ,पर
211,Feder::N,ಪುಕ್ಕ,पंख
212,Fell::N,ರೋಮ,खाल
213,Fell::N,ರೋಮ,पशु-चर्म
214,Flügel::N,ರೆಕ್ಕೆ,पंख
215,Flügel::N,ರೆಕ್ಕೆ,डैना
216,Klaue::N,ಪಂಜ,पंजा
217,Kralle::N,ಉಗುರು,पंजा
218,Kralle::N,ಉಗುರು,नाख़ून
219,Schwanz::N,ಬಾಲ,पूँछ
220,Ei::N,ಮೊಟ್ಟೆ,अंडा
221,Nest::N,ಗೂಡು,नीड़
222,Nest::N,ಗೂಡು,घोंसला
223,Bau::N,ಅಡಗುದಾಣ,बिल
224,Bau::N,ಅಡಗುದಾಣ,माँद
225,Tier::N,ಪ್ರಾಣಿ,पशु
226,Tier::N,ಪ್ರಾಣಿ,जानवर
227,Herde::N,ಗುಂಪು,गल्ला
228,Kuh::N,ಹಸು,गौ
229,Kuh::N,ಹಸು,गाय
230,Bulle::N,ಗೂಳಿ,साँड़
231,Pferd::N,ಕುದುರೆ,अश्व
232,Pferd::N,ಕುದುರೆ,घोड़ा
233,Schaf::N,ಕುರಿ,भेड़
234,Schwein::N,ಹಂದಿ,शूकर
235,Hund::N,ನಾಯಿ,श्वान
236,Hund::N,ನಾಯಿ,कुत्ता
237,Katze::N,ಬೆಕ್ಕು,बिल्ली
238,Bär::N,ಕರಡಿ,रीछ
239,Bär::N,ಕರಡಿ,भालू
240,Eichhörnchen::N,ಉಡುತೆ,गिलहरी
241,Elch::N,ಕಡವೆ,एल्क
242,Fuchs::N,ನರಿ,लोमड़ी
243,Hase::N,ಮೊಲ,खरहा
244,Hase::N,ಮೊಲ,ख़रगोश
245,Maus::N,ಇಲಿ,मूष
246,Maus::N,ಇಲಿ,चूहा
247,Wolf::N,ತೋಳ,वृक
248,Wolf::N,ತೋಳ,भेड़िया
249,Vogel::N,ಪಕ್ಷಿ,पक्षी
250,Vogel::N,ಪಕ್ಷಿ,चिड़िया
251,Schwarm::N,ಗುಂಪು,झुंड
252,Huhn::N,ಚಿಕ್,मुर्ग़ी
253,Hahn::N,ಹುಂಜ,मुर्ग़ा
254,Gans::N,ವರಟೆ,हंस
255,Gans::N,ವರಟೆ,हंसिनी
256,Adler::N,ಗರುಡ,उक़ाब
257,Ente::N,ಬಾತು,बतख़
258,Ente::N,ಬಾತು,बत्तक
259,Eule::N,ಗೂಬೆ,उल्लू
260,Kranich::N,ಕೊಕ್ಕರ,सारस
261,Kranich::N,ಕೊಕ್ಕರ,क्रौंंच
262,Krähe::N,ಕಾಗೆ,काक
263,Kuckuck::N,ಕೋಗಿಲೆ,कोयल
264,Kuckuck::N,ಕೋಗಿಲೆ,कोकिल
265,Schwan::N,ಹಂಸಪಕ್ಷಿ,हंस
266,Schwan::N,ಹಂಸಪಕ್ಷಿ,मराल
267,Fisch::N,ಮೀನು,मछली
268,Fisch::N,ಮೀನು,मत्स्य
269,Barsch::N,ಪರ್ಚ್ ಮೀನು,पर्च
270,Hecht::N,ಪೈಕ್ ಮೀನು,पाइक
271,Schlange[Tier]::N,ಹಾವು,सर्प
272,Wurm::N,ಹುಳು,कृमि
273,Wurm::N,ಹುಳು,कीड़ा
274,Spinne::N,ಊರ್ಣನಾಭ,लूता
275,Spinne::N,ಊರ್ಣನಾಭ,मकड़ी
276,Ameise::N,ಇರುವೆ,चींटी
277,Laus::N,ಹೇನು,जूँ
278,Mücke::N,ಸೊಳ್ಳೆ,डाँस
279,Fliege::N,ನೊಣ,मक्खी
280,Fliege::N,ನೊಣ,मक्षिका
281,Schmetterling::N,ಪತಂಗ,तितली
282,Beere::N,ನಯವಣ್ಣು,बेरी
283,Apfel::N,ಸೇಬು,सेब
284,Pilz::N,ಅಣಬೆ,खुंबी
285,Zwiebel::N,ನೀರುಳ್ಳಿ,प्याज़
286,Saat::N,ಬಿತ್ತ,बीज
287,Korn::N,ಬೀಜ,दाना
288,Heu::N,ಕರಡ,मूखी घास
289,Schale::N,ಹೊಟ್ಟು,बकला
290,Schale::N,ಹೊಟ್ಟು,छिलका
291,Grube::N,ಗುಂಡಿ,गड्ढा
292,Falle::N,ಬೋನು,जाल
293,Falle::N,ಬೋನು,फँदा
294,Schlinge::N,ಉರುಲು,फँदा
295,Spur::N,ಜಾಡು,सुराग़
296,Spur::N,ಜಾಡು,पद-चिह्न
297,Asche::N,ಬೂದಿ,राख
298,Dreck::N,ಹೊಲಸು,मैल
299,Dreck::N,ಹೊಲಸು,गंदगी
300,Eisen::N,ಕಬ್ಬಿಣ,लोहा
301,Gold::N,ಚಿನ್ನ,सोना
302,Gold::N,ಚಿನ್ನ,स्वर्ण
303,Silber::N,ಬೆಳ್ಳಿ,रजत
304,Silber::N,ಬೆಳ್ಳಿ,चाँदी
305,Kohle::N,ಕಲ್ಲಿದ್ದಲು,कोयला
306,Glas::N,ಗಾಜು,काँच
307,Lehm::N,ಜೇಡಿಮಣ್ಣು,चिकनी मिट्टी
308,Sand::N,ಮರಳು,रेत
309,Sand::N,ಮರಳು,बालू
310,Mensch::N,ಪುರುಷ,मानव
311,Mensch::N,ಪುರುಷ,इनसान
312,Mensch::N,ಪುರುಷ,मनुष्य
313,Mann::N,ಆಳು,आदमी
314,Mann::N,ಆಳು,पुरुष
315,Frau::N,ಹೆಣ್ಣು,औरत
316,Frau::N,ಹೆಣ್ಣು,महिला
317,Frau::N,ಹೆಣ್ಣು,स्त्री
318,Kind::N,ಮಗು,बाल
319,Kind::N,ಮಗು,बच्चा
320,Junge::N,ಹುಡುಗ,लड़का
321,Mädchen::N,ಹುಡುಗಿ,लड़की
322,Mädchen::N,ಹುಡುಗಿ,कुमारी
323,Familie::N,ಕುಟುಂಬ,परिवार
324,Großvater::N,ಅಜ್ಜ,दादा
325,Großmutter::N,ಅಮ್ಮ,नानी
326,Eltern::N,ಹೆತ್ತವರು,माँ-बाप
327,Eltern::N,ಹೆತ್ತವರು,माता-पिता
328,Vater::N,ತಂದೆ,बाप
329,Vater::N,ತಂದೆ,पिता
330,Mutter::N,ಅಮ್ಮ,माँ
331,Mutter::N,ಅಮ್ಮ,माता
332,Sohn::N,ಮಗ ,बेटा
333,Sohn::N,ಮಗ ,पुत्र
334,Tochter::N,ಮಗಳು,बेटी
335,Tochter::N,ಮಗಳು,पुत्री
336,Bruder::N,ತಮ್ಮ,भाई
337,Bruder::N,ತಮ್ಮ,भ्राता
338,Schwester::N,ತಂಗಿ,बहन
339,Schwester::N,ತಂಗಿ,भगिनी
340,Onkel::N,ಸೋದರಮಾವ,ताऊ
341,Onkel::N,ಸೋದರಮಾವ,काका
342,Onkel::N,ದೊಡ್ಡಪ್ಪ,ताऊ
343,Onkel::N,ದೊಡ್ಡಪ್ಪ,काका
344,Tante::N,ಚಿಕ್ಕಮ್ಮ,बूआ
345,Tante::N,ಚಿಕ್ಕಮ್ಮ,फूफी
346,Tante::N,ಚಿಕ್ಕಮ್ಮ,ख़ाला
347,Ehemann::N,ಗಂಡ,पति
348,Ehemann::N,ಗಂಡ,शौहर
349,Ehefrau::N,ಹೆಂಡತಿ,बीवी
350,Freude::N,ನಲಿವು,आनंद
351,Freude::N,ನಲಿವು,प्रसन्नता
352,Gelächter::N,ನಗೆ,हँसी
353,Gelächter::N,ನಗೆ,क़हक़हा
354,Glück::N,ಆನಂದ,आनंद
355,Glück::N,ಆನಂದ,ख़ुशी
356,Kummer::N,ದುಃಖ,शोक
357,Kummer::N,ದುಃಖ,दुःख
358,Wunsch::N,ಬಯಕೆ,इच्छा
359,Wunsch::N,ಬಯಕೆ,अभिलाषा
360,Lust::N,ಇಷ್ಟ,चाह
361,Lust::N,ಇಷ್ಟ,कामना
362,Geist::N,ಆತ್ಮ,जान
363,Geist::N,ಆತ್ಮ,प्राण
364,Gedanke::N,ಯೋಚನೆ,विचार
365,Gedächtnis::N,ಸ್ಮರಣೆ,याददाश्त
366,Gedächtnis::N,ಸ್ಮರಣೆ,स्मरण-शक्ति
367,Verstand::N,ಮನಸ್ಸು,समझ
368,Verstand::N,ಮನಸ್ಸು,अक़्ल
369,Verstand::N,ಮನಸ್ಸು,बुद्धि
370,Sinn::N,ಅರ್ಥ,अर्थ
371,Grund::N,ಕಾರಣ,वजह
372,Grund::N,ಕಾರಣ,कारण
373,Wahrheit::N,ಸತ್ಯ,सत्य
374,Wahrheit::N,ಸತ್ಯ,सच्चाई
375,Gespräch::N,ಸಂಭಾಷಣೆ,चर्चा
376,Gespräch::N,ಸಂಭಾಷಣೆ,वार्ता
377,Gespräch::N,ಸಂಭಾಷಣೆ,बात-चीत
378,Märchen::N,ಸುಳ್ಳು ಕಥೆ,क़िस्सा
379,Erzählung::N,ಕಥೆ,कथा
380,Erzählung::N,ಕಥೆ,कहानी
381,Nachricht::N,ಸಂದೇಶ,सूचना
382,Nachricht::N,ಸಂದೇಶ,समाचार
383,Neuigkeit::N,ಸುದ್ದಿ,ख़बर
384,Neuigkeit::N,ಸುದ್ದಿ,समाचार
385,Name::N,ಹೆಸರು,नाम
386,Rätsel::N,ಒಗಟು,पहेली
387,Rede::N,ಮಾತು,वचन
388,Rede::N,ಮಾತು,भाषण
389,Sprache::N,ಭಾಷೆ,भाषा
390,Sprache::N,ಭಾಷೆ,ज़बान
391,Stimme::N,ಧ್ವನಿ,स्वर
392,Stimme::N,ಧ್ವನಿ,आवाज़
393,Wort::N,ಮಾತು,शब्द
394,Wort::N,ಮಾತು,लफ़्ज़
395,Zeichen::N,ಗುರುತು,निशान
396,Ruf::N,ಕೂಗು,पुकार
397,Ruf::N,ಕೂಗು,आह्वान
398,Lärm::N,ಸದ್ದು,शोर
399,Lärm::N,ಸದ್ದು,हुल्लड़
400,Laut::N,ಶಬ್ದ,स्वर
401,Laut::N,ಶಬ್ದ,ध्वनि
402,Ton::N,ನಾದ,सुर
403,Ton::N,ನಾದ,स्वर
404,Lied::N,ಗಾನ,गीत
405,Ruhe::N,ಶಾಂತಿ,आराम
406,Ruhe::N,ಶಾಂತಿ,ख़ामोशी
407,Leute::N,ಮಂದಿ,लोग
408,Volk::N,ಜನಾಂಗ,क़ौम
409,Volk::N,ಜನಾಂಗ,प्रजा
410,Arbeit::N,ಕೆಲಸ,काम
411,Gast::N,ಅತಿಥಿ,अतिथि
412,Gast::N,ಅತಿಥಿ,मेहमान
413,Geschenk::N,ಕಾಣಿಕೆ,उपहार
414,Geschenk::N,ಕಾಣಿಕೆ,तोहफ़ा
415,Spiel::N,ಆಟ,खेल
416,Spiel::N,ಆಟ,क्रीड़ा
417,Gesellschaft::N,ಸಂಗ,साथ
418,Hilfe::N,ಸಹಾಯ,मदद
419,Hilfe::N,ಸಹಾಯ,सहायता
420,Freund::N,ಸ್ನೇಹಿತ,मित्र
421,Kamerad::N,ಜೊತೆಗಾರ,साथी
422,Kamerad::N,ಜೊತೆಗಾರ,कामरेड
423,Angelegenheit::N,ವಿಚಾರ,बात
424,Angelegenheit::N,ವಿಚಾರ,मामला
425,Anzahl::N,ಎಣಿಕೆ,तादाद
426,Anzahl::N,ಎಣಿಕೆ,संख्या
427,Art::N,ತರ,तरह
428,Art::N,ತರ,क़िस्म
429,Stück::N,ತುಂಡು,फाँक
430,Stück::N,ತುಂಡು,टुकड़ा
431,Teil::N,ಭಾಗ,भाग
432,Teil::N,ಭಾಗ,हिस्सा
433,Hälfte::N,ಅರ್ಧ,अर्धभाग
434,Kreis::N,ವೃತ್ತ,चक्कर
435,Kreuz::N,ಶಿಲುಬೆ,सलीब
436,Kreuz::N,ಶಿಲುಬೆ,क्रूस
437,Linie::N,ರೀಖೆ,लाइन
438,Strich::N,ಗೀಟು,लकीर
439,Abstand::N,ಅಂತರ,अंतर
440,Abstand::N,ಅಂತರ,फ़ासला
441,Entfernung::N,ದೂರ,दूरी
442,Entfernung::N,ದೂರ,फ़ासला
443,Gegend::N,ವಿಸ್ತೀರ್ಣ,इलाक़ा
444,Platz::N,ಅಂತರ,जगह
445,Platz::N,ಅಂತರ,स्थान
446,Ort::N,ಸ್ಥಳ,स्थल
447,Ort::N,ಸ್ಥಳ,स्थान
448,Seite::N,ಪಕ್ಷ,ओर
449,Seite::N,ಪಕ್ಷ,तरफ़
450,Mitte::N,ನಡು,बीच
451,Mitte::N,ನಡು,मध्य
452,Gegenstand::N,ವಸ್ತು,चीज़
453,Gegenstand::N,ವಸ್ತು,पदार्थ
454,Sache::N,ವಸ್ತು,चीज़
455,Sache::N,ವಸ್ತು,वस्तु
456,Rand::N,ಅಂಚು,छोर
457,Rand::N,ಅಂಚು,उपांत
458,Kante::N,ಅಂಚು,कोर
459,Kante::N,ಅಂಚು,किनारा
460,Ecke::N,ಮೂಲೆ,कोना
461,Ecke::N,ಮೂಲೆ,नुक्कड़
462,Spitze::N,ತುದಿ,नोक
463,Ende::N,ಕೊನೆ,छोर
464,Ende::N,ಕೊನೆ,सिरा
465,Loch::N,ತೂತು,छेद
466,Loch::N,ತೂತು,सूराख़
467,Winkel::N,ಕೋನ,कोण
468,Winkel::N,ಕೋನ,कोना
469,Muster::N,ನಮೂನೆ,नमूना
470,Muster::N,ನಮೂನೆ,डिज़ाइन
471,Größe::N,ಪ್ರಮಾಣ,परिमाण
472,Größe::N,ಪ್ರಮಾಣ,विस्तार
473,Länge::N,ಉದ್ದ,लंबाई
474,Höhe::N,ಎತ್ತರ,ऊँचाई
475,Höhe::N,ಎತ್ತರ,उच्चता
476,Gewicht::N,ತೂಕ,भार
477,Gewicht::N,ತೂಕ,वज़न
478,Menge::N,ಮೊತ್ತ,मात्रा
479,Haufen::N,ರಾಶಿ,ढेर
480,Haufen::N,ರಾಶಿ,अंबार
481,Reihe::N,ಸಾಲು,क़तार
482,Reihe::N,ಸಾಲು,पंक्ति
483,Boot::N,ದೋಣಿ,नाव
484,Boot::N,ದೋಣಿ,नौका
485,Ruder::N,ಹುಟ್ಟು,चप्पू
486,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,बर्फ़-गाड़ी
487,Ski::N,ಜಾರುಪಟ್ಟಿ,स्की
488,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,अलाव
489,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,कैंप-फ़ायर
490,Last::N,ಹೊರೆ,भार
491,Gang::N,ತಿರುಗಾಟ,चाल
492,Schritt::N,ಹೆಜ್ಜೆ,डग
493,Schritt::N,ಹೆಜ್ಜೆ,क़दम
494,Norden::N,ಉತ್ತರ,उत्तर
495,Süden::N,ದಕ್ಷಿಣ,दक्खिन
496,Westen::N,ಪಶ್ಚಿಮ,पश्चिम
497,Osten::N,ಮೂಡಲು,पूरब
498,Holz::N,ಚೌಬೀನೆ,काठ
499,Holz::N,ಚೌಬೀನೆ,काष्ठ
500,Brett::N,ಹಲಗೆ,पटरा
501,Brett::N,ಹಲಗೆ,तख़्ता
502,Platte::N,ಹಲಗೆ,फलक
503,Platte::N,ಹಲಗೆ,तख़्ता
504,Stütze::N,ಆಸರೆ,टेक
505,Stütze::N,ಆಸರೆ,थूनी
506,Stange::N,ಕಂಬ,छड़
507,Stange::N,ಕಂಬ,बाँस
508,Stock::N,ಕೋಲು,लाठी
509,Stab::N,ದೊಣ್ಣೆ,लग्गा
510,Rohr::N,ನಳಿಕೆ,नल
511,Haus::N,ಮನೆ,घर
512,Haus::N,ಮನೆ,मकान
513,Heim::N,ಗೃಹ,घर
514,Heim::N,ಗೃಹ,गृह
515,Ofen::N,ಒಲೆ,चूल्हा
516,Fußboden::N,ನೆಲ,फ़र्श
517,Tisch::N,ಮೇಜು,मेज़
518,Stuhl::N,ಕುರ್ಚಿ,कुरसी
519,Wiege::N,ತೊಟ್ಟಿಲು,पालना
520,Wiege::N,ತೊಟ್ಟಿಲು,हिंडोला
521,Bett::N,ಹಾಸಿಗೆ,खाट
522,Bett::N,ಹಾಸಿಗೆ,पलंग
523,Regal::N,ಬೀರು,शेल्फ़
524,Kiste::N,ಪಟ್ಟಿಗೆ,पेटी
525,Kiste::N,ಪಟ್ಟಿಗೆ,डिब्बा
526,Fenster::N,ಕಿಟಕಿ,खिड़की
527,Tür::N,ಬಾಗಿಲು,द्वार
528,Tür::N,ಬಾಗಿಲು,दरवाज़ा
529,Tor::N,ಹೆಬ್ಬಾಗಿಲು,फाटक
530,Zaun::N,ಬೇಲಿ,बाड़ा
531,Dach::N,ಮಾಳಿಗೆ,छत
532,Dach::N,ಮಾಳಿಗೆ,छप्पर
533,Leiter::N,ಏಣಿ,सीढ़ी
534,Besen::N,ಪೊರಕೆ,झाड़ू
535,Besen::N,ಪೊರಕೆ,बुहारी
536,Spaten::N,ಗುದ್ದಲಿ,कुदाल
537,Schaufel::N,ಸನಿಕೆ,बेलचा
538,Schaufel::N,ಸನಿಕೆ,फावड़ा
539,Gabel::N,ಕವಲು,काँटा
540,Löffel::N,ಚಮಚ,चम्मच
541,Messer::N,ಚಾಕು,छुरा
542,Messer::N,ಚಾಕು,चाक़ू
543,Nagel::N,ಆಣಿ,कील
544,Nagel::N,ಆಣಿ,मेख़
545,Netz::N,ಬಲೆ,जाल
546,Haken::N,ಕೊಂಡಿ,अंकुश
547,Griff::N,ಹಿಡಿ,मूठ
548,Griff::N,ಹಿಡಿ,हत्था
