,Concept_ID,lez,zh
811,sich rühren::V,юзун,动弹
812,sich erheben::V,къарагъун,站起
813,sich setzen::V,ацукьун,坐
814,hinfallen::V,алукьун,跌倒
815,laufen::V,къекъуьн,步行
816,schreiten::V,ккамар къачун,迈步
817,spazierengehen::V,сейр авун,散步
818,eilen::V,тади авун,急忙
819,sich beeilen::V,гьерекатун,赶快
820,sausen::V,чкурун,疾驰
821,rennen::V,катун,奔跑
822,rennen::V,зверун,奔跑
823,springen::V,хкадарун,跳
824,klettern::V,акьахун,攀缘
825,kriechen::V,капаралди фин,爬行
826,schwimmen::V,сирнав авун,游泳
827,tauchen::V,кьилихъди циз вегьин,潜水
828,rudern::V,кьусуйралди лодка гьалун,划船
829,rudern::V,цуьруьгъуьлдалди кӏватӏун,划船
830,fahren::V,фин,行驶
831,fliegen::V,лув гун,飞
832,fliegen::V,цавай фин,飞
833,gehen::V,фин,走
834,weggehen::V,хъфин,离去
835,abfahren::V,фин,出发
836,abfahren::V,рекье гьатун,出发
837,anhalten::V,акъвазун,停住
838,hineingehen::V,гьахьун,进去
839,eintreten::V,гьахьун,进入
840,kommen::V,атун,来
841,ankommen::V,атун,到达
842,zurückkommen::V,хтун,回来
843,bleiben::V,амукьун,停留
844,warten::V,гуьзлемишун,等
845,erwarten::V,вил алаз акъвазун,等候
846,suchen::V,къекъуьн,找
847,finden::V,жугъун,找到
848,versuchen::V,алахъун,尝试
849,vorbereiten::V,гьазурун,预备
850,lieben::V,кӏан хьун,爱
851,mögen::V,рикӏ ацукьун,喜欢
852,lachen::V,хъуьруьн,笑
853,weinen::V,шехьун,哭
854,schimpfen::V,сеперар гун,骂
855,schimpfen::V,экъуьгъунар авун,骂
856,sich ärgern::V,хъел акатун,生气
857,sich fürchten::V,кичӏе хьун,害怕
858,fürchten::V,къурхутмиш хьун,害怕
859,fliehen::V,катун,逃走
860,flüchten::V,катун,逃跑
861,sehen::V,акун,看
862,anschauen::V,вил вегьин,注视
863,ansehen::V,килигун,注视
864,hören::V,ван хьун,听
865,zuhören::V,яб гун,倾听
866,probieren::V,дад акун,尝
867,riechen::V,ни чӏугун,闻
868,fühlen::V,гьисс авун,感到
869,frieren::V,кьун,觉得冷
870,frieren::V,мекьи хьун,觉得冷
871,tun::V,авун,作
872,können::V,хьун,能
873,können::V,акъакьун,能
874,wollen::V,кӏан хьун,要
875,anfangen::V,башламишун,开始
876,beenden::V,куьтягьун,结束
877,aufhören::V,акъвазун,停止
878,gelingen::V,арадал атун,成功
879,geraten::V,акъатун,陷于
880,öffnen::V,ахъаюн,打开
881,schließen::V,акьалун,关
882,stellen::V,эцигун,放
883,setzen::V,ацукьарун,放
884,legen::V,эцигун,摆
885,berühren::V,хкӏурун,触
886,verbinden::V,гилигун,联结
887,bedecken::V,кӏевун,覆盖
888,aufhängen::V,куьрсарун,挂
889,anzünden::V,куькӏуьрун,点
890,aufheben::V,хкажун,拾起
891,zurücklassen::V,тун,遗留
892,verlieren::V,квадарун,丧失
893,fallen lassen::V,авадрун,让掉下
894,machen::V,авун,做
895,machen::V,кар авун,做
896,herstellen::V,расун,生产
897,bauen::V,туькӏуьрун,建造
898,reparieren::V,расун,修理
899,verbessern::V,хъсанрун,改进
900,ändern::V,табдил авун,改变
901,graben::V,эгъуьнун,挖
902,beugen::V,акӏажарун,弯下
903,beugen::V,кангур авун,弯下
904,biegen::V,патахъарун,弯
905,drehen::V,алчударун,转动
906,umdrehen::V,элкъуьрун,转动
907,heben::V,хкажун,举起
908,hochheben::V,хкажун,抬高
909,ergreifen::V,агалчна кьун,抓住
910,halten::V,кьун,拿着
911,drücken::V,чуькьуьн,压
912,schieben::V,хуртӏ гун,推
913,kratzen::V,къадгъунун,搔
914,lecken::V,мез гун,舔
915,beißen::V,кӏасун,咬
916,abreißen::V,галудун,撕下
917,abschneiden::V,атӏун,切断
918,stecken::V,сухун,插
919,brechen::V,хун,断裂
920,brechen::V,кукӏварун,断裂
921,klopfen::V,тахъ-тахъ авун,敲
922,hauen::V,ягъун,揍
923,kleben::V,алкӏурун,粘
924,kleben::V,кукӏурун,粘
925,reiben::V,тӏушунун,摩擦
926,streichen::V,алтадун,涂
927,schleifen::V,кӏвенкӏв авун,拖曳
928,schneiden::V,атӏун,切
929,rütteln::V,къарсурун,颠簸
930,schütteln::V,къарсурун,摇动
931,schwenken::V,элягъун,摇动
932,schwenken::V,галтадун,摇动
933,schütten::V,цун,倒
934,füllen::V,ацӏурун,填满
935,einwickeln::V,кутун,包
936,einwickeln::V,элкъуьрун,包
937,tragen::V,тухун,提
938,schleppen::V,галчӏурун,扛
939,ziehen::V,ялун,拉
940,ziehen::V,чӏугун,拉
941,aufbewahren::V,хуьн,保存
942,werfen::V,гадрун,扔
943,fangen::V,кьун,捕捉
944,packen::V,кьун,抓住
945,verstecken::V,кӏевун,藏
946,teilen::V,паюн,分
947,schicken::V,ракъурун,派遣
948,bringen::V,гъун,带来
949,hinzufügen::V,алава авун,添加
950,bekommen::V,къачун,得到
951,bekommen::V,жугъурун,得到
952,erhalten::V,къачун,接到
953,nehmen::V,къачун,拿
954,wählen::V,хкягъун,挑选
955,auswählen::V,хкягъун,选择
956,bewahren::V,хуьн,保持
957,behindern::V,манийвал авун,防碍
958,verderben::V,чӏурун,败坏
959,beschädigen::V,нукьсанвал гун,损坏
960,zerbrechen::V,хун,破碎
961,zerreißen::V,къазунун,撕碎
962,zerstören::V,чӏурун,毁坏
963,zerstören::V,барбатӏун,毁坏
964,verbrennen::V,ккун,燃烧
965,geben::V,гун,给
966,reichen::V,вугун,递给
967,reichen::V,гун,递给
968,schenken::V,пишкеш авун,赠送
969,versprechen::V,гаф гун,许诺
970,wünschen::V,дуьа авун,祝
971,loben::V,тариф авун,表扬
972,küssen::V,темен гун,亲
973,wiegen::V,эчӏягъун,轻摇
974,zudecken::V,гьалдун,盖上
975,wecken::V,ахварай авудун,唤起
976,zeigen::V,къалурун,指
977,führen::V,тухун,带领
978,lehren::V,кӏелиз тун,教
979,unterrichten::V,тарс гун,讲课
980,aufziehen::V,тербия гун,抚养
981,aufziehen::V,тербияламишун,抚养
982,leiten::V,идара авун,领导
983,antreiben::V,тади кутун,催促
984,einladen::V,теклиф авун,邀请
985,vereinigen::V,сад авун,统一
986,besuchen::V,кьилив атун,参观
987,treffen::V,гьалтун,会面
988,sich versammeln::V,алтӏушун,聚集
989,spielen::V,къугъун,玩
990,singen::V,лугьун,唱歌
991,singen::V,мани лугьун,唱歌
992,tanzen::V,кьуьл авун,跳舞
993,sich trennen::V,къакъатун,分别
994,verlassen::V,гъил къачун,离开
995,retten::V,къутармишун,救
996,bewachen::V,хуьн,守卫
997,schützen::V,хуьн,保护
998,verteidigen::V,хуьн,保卫
999,sich schlagen::V,кукӏун,打架
1000,schießen::V,акъатун,射击
1001,siegen::V,гъалиб хьун,获胜
1002,ärgern::V,хъел гъун,激怒
1003,ärgern::V,хъел кутун,激怒
1004,schlagen::V,ягъун,打
1005,schlagen::V,галукьарун,打
1006,treten::V,кьуьл къекъягъун,踢
1007,treten::V,кьуьл эцягъун,踢
1008,stechen::V,акьадарун,刺
1009,stoßen::V,эцягъун,撞
1010,stehlen::V,чуьнуьхун,盗窃
1011,stören::V,хкуьрун,干扰
1012,belästigen::V,хкуьрун,打搅
1013,belästigen::V,азият гун,打搅
1014,verbergen::V,далдаламишун,隐藏
1015,täuschen::V,алцурарун,欺骗
1016,täuschen::V,алцуррун,欺骗
1017,betrügen::V,алцурарун,欺骗
1018,betrügen::V,гьарамзадавал авун,欺骗
1019,töten::V,яна кьин,杀
1020,wohnen::V,дуланмиш хьун,居住
1021,arbeiten::V,кӏвалахун,工作
1022,arbeiten::V,кӏвалах авун,工作
1023,sammeln::V,кӏватӏун,收集
1024,pflücken::V,атӏун,采
1025,jagen::V,гъуьрч авун,打猎
1026,fischen::V,гъетер кьун,捕鱼
1027,fassen::V,кьун,捉住
1028,hüten::V,чӏура хуьн,守护
1029,treiben::V,гьалун,漂
1030,anbinden::V,акалун,拴
1031,füttern::V,ем гун,喂
1032,melken::V,ацун,挤奶
1033,hacken::V,куьткуьнун,剁细
1034,gießen::V,яд гун,浇
1035,reifen::V,чурун,成熟
1036,reifen::V,агакьун,成熟
1037,zubereiten::V,гьазурун,
1038,kochen::V,ругун,煮
1039,backen::V,чурун,烤
1040,braten::V,чурун,煎
1041,umrühren::V,какадарун,搅拌
1042,stricken::V,хурун,织
1043,nähen::V,цун,缝
1044,färben::V,шир ягъун,染色
1045,reinigen::V,михьун,清洁
1046,waschen::V,чуьхуьн,洗
1047,abwischen::V,гуьцӏун,擦掉
1048,spülen::V,экъуьрун,清洗
1049,fegen::V,шуткун,扫
1050,kehren::V,кул алтадун,打扫
1051,baden::V,эхъуьн,给...洗澡
1052,sich waschen::V,жендек чуьхуьн,洗澡
1053,ausziehen::V,хутӏунун,脱
1054,ausziehen::V,галудун,脱
1055,anziehen::V,алукӏун,穿
1056,sich anziehen::V,алукӏун,穿衣
1057,sich anziehen::V,парталар алукӏун,穿衣
1058,kämmen::V,эвягъун,梳
1059,schmücken::V,безетмишун,装饰
1060,schmücken::V,гуьрчегарун,装饰
1061,sagen::V,лугьун,说
1062,sprechen::V,рахун,说
1063,reden::V,рахун,讲
1064,sich unterhalten::V,ихтилат авун,聊天
1065,fragen::V,жузун,问
1066,bitten::V,тӏалабун,请
1067,erzählen::V,ахъаюн,叙述
1068,mitteilen::V,хабар гун,通知
1069,nennen::V,тӏвар гун,叫做
1070,rufen::V,эверун,叫
1071,prahlen::V,яцӏу гафар авун,吹牛
1072,übersetzen::V,таржума авун,翻译
1073,übersetzen::V,гафладун,翻译
1074,denken::V,фикир авун,想
1075,glauben::V,агъун,以为
1076,bemerken::V,фикир гун,发觉
1077,begreifen::V,гъавурда акьун,理解
1078,lernen::V,кӏелун,学
1079,wissen::V,чир хьун,知道
1080,wissen::V,чирхьун,知道
1081,sich erinnern an::V,рикӏел хуьн,回忆
1082,vergessen::V,рикӏелай фин,忘记
1083,vergessen::V,рикӏелай алатун,忘记
1084,messen::V,алцумун,测量
1085,zählen::V,гьисабун,数
1086,rechnen::V,гьисабун,计算
1087,lesen::V,кӏелун,读
1088,malen::V,кхьин,画
1089,malen::V,шикилар чӏугун,画
1090,zeichnen::V,чӏугун,绘制
1091,schreiben::V,кхьин,写
1092,besitzen::V,иеси хьун,占有
1093,kaufen::V,къачун,买
1094,kaufen::V,маса къачун,买
1095,verkaufen::V,гун,卖
1096,verkaufen::V,маса гун,卖
1097,bezahlen::V,къимет гун,付钱
1098,bezahlen::V,эвезда авун,付钱
1099,bezahlen::V,гьакъи агакьрун,付钱
1100,zahlen::V,къимет гун,支付
1101,zahlen::V,эвезда авун,支付
1102,zahlen::V,гьакъи агакьрун,支付
1103,beherrschen::V,иеси хьун,统治
1104,ertragen::V,таб гун,忍耐
1105,Oberschenkel::N,,大腿
1106,Strömung::N,,水流
1107,Moor::N,,沼泽
1108,Gedächtnis::N,,记性
1109,Ski::N,,雪板
1110,Platte::N,,平板
1111,Leine::N,,皮带
1112,Geschäft::N,,交易
1113,dick[Gegenstand]::A,,厚
1114,auf einmal::ADV,,同时
1115,zurück::ADV,,退后
1116,wieder::ADV,,又
1117,wehen::V,,飘扬
1118,rauchen::V,,冒烟
1119,schaukeln::V,,荡秋千
1120,scheinen::V,,照耀
1121,zu sehen sein::V,,可以看到
1122,vernehmen::V,,审讯
1123,wenden::V,,转动
1124,binden::V,,捆
1125,lassen::V,,让
1126,erkennen::V,,识别
1127,verstehen::V,,明白
