,Concept_ID,av,zh
774,abnehmen::V,тӏаса камизе,减少
775,zunehmen::V,гӏемерлъизе,增加
776,steigen::V,бахине,上升
777,wachsen::V,кӏодолъизе,生长
778,glänzen::V,цӏвакизе,发光
779,funkeln::V,паркъезе,闪烁
780,lärmen::V,хъудизе,吵闹
781,lärmen::V,чӏиргъдизе,吵闹
782,läuten::V,кьабизе,响
783,klingeln::V,кьабизе,按铃
784,klirren::V,зваргъизе,
785,brausen::V,гьалаглъизе,疾驶
786,rauschen::V,шуршудизе,
787,klingen::V,бахъине,听起来
788,bellen::V,гъанчдезе,吠
789,heulen::V,рурудизе,嗥
790,blasen::V,гьохьизе,吹
791,pfeifen::V,гьещтӏезе,吹口哨
792,schreien::V,ахӏизе,叫喊
793,schreien::V,ахӏдезе,叫喊
794,stöhnen::V,зигардизе,呻吟
795,zittern::V,дарран,颤抖
796,zittern::V,гьаргьадизе,颤抖
797,leben::V,бетӏербахъизе,生存
798,geboren werden::V,лъугьине,出生
799,atmen::V,хӏухьел биччазе,呼吸
800,trinken::V,гьекъезе,喝
801,essen::V,квине,吃
802,essen::V,кваназе,吃
803,schlucken::V,кӏкӏвине,咽
804,schlucken::V,къулчӏизе,咽
805,müde werden::V,сваказе,疲倦
806,einschlafen::V,кьижизе,入睡
807,einschlafen::V,гъапуллъизе,入睡
808,schlafen::V,кьижизе,睡觉
809,aufwachen::V,бигьине,睡醒
810,aufstehen::V,бахъине,起床
811,aufstehen::V,тӏадебахъине,起床
812,sich erholen::V,хьи бахъизе,休养
813,sich erholen::V,хӏалхьи гьабизе,休养
814,krank werden::V,унтизе,生病
815,krank sein::V,унтизе,生病
816,schmerzen::V,унтизе,疼痛
817,husten::V,хъегӏизе,咳
818,genesen::V,лъилъизе,痊愈
819,sterben::V,хвезе,死
820,umkommen::V,гьалаглъизе,丧命
821,sich bewegen::V,багъаризе,移动
822,sich bewegen::V,багъаргъизе,移动
823,sich rühren::V,багъаризе,动弹
824,sich erheben::V,тӏадебахъине,站起
825,sich erheben::V,бахъине,站起
826,sich setzen::V,гӏодов чӏезе,坐
827,hinfallen::V,щапизе,跌倒
828,laufen::V,хьвадизе,步行
829,schreiten::V,чӏезе,迈步
830,spazierengehen::V,тира-сверизе,散步
831,eilen::V,ракӏхӏалакине,急忙
832,eilen::V,дуризе,急忙
833,sich beeilen::V,дуризе,赶快
834,sich beeilen::V,гӏедегӏизе,赶快
835,sausen::V,тӏуризе,疾驰
836,rennen::V,бекеризе,奔跑
837,springen::V,кӏанцӏизе,跳
838,klettern::V,хархадизе,攀缘
839,schaukeln::V,гьерщезе,荡秋千
840,kriechen::V,хъурщизе,爬行
841,schwimmen::V,лъедезе,游泳
842,tauchen::V,букъардизе,潜水
843,rudern::V,хазе,划船
844,fahren::V,ине,行驶
845,fliegen::V,боржине,飞
846,gehen::V,ине,走
847,weggehen::V,ине,离去
848,abfahren::V,къокъине,出发
849,anhalten::V,чӏезе,停住
850,anhalten::V,тархъизе,停住
851,anhalten::V,лъалхъизе,停住
852,hineingehen::V,тӏаделъугьине,进去
853,eintreten::V,лъугьине,进入
854,kommen::V,бачӏине,来
855,ankommen::V,щвезе,到达
856,ankommen::V,тӏадебачӏине,到达
857,zurückkommen::V,тадбуссине,回来
858,zurückkommen::V,тӏадбуссине,回来
859,bleiben::V,чӏезе,停留
860,bleiben::V,хутӏизе,停留
861,warten::V,чӏезе,等
862,erwarten::V,балагьизе,等候
863,suchen::V,балагьизе,找
864,finden::V,батизе,找到
865,versuchen::V,хӏалбихьизе,尝试
866,vorbereiten::V,хӏадурлъизабизе,预备
867,lieben::V,балай бегьизе,爱
868,mögen::V,бокьизе,喜欢
869,lachen::V,белъизе,笑
870,weinen::V,гӏодизе,哭
871,schimpfen::V,гъанчдезе,骂
872,sich ärgern::V,вагъизе,生气
873,sich ärgern::V,ццида́хине,生气
874,sich fürchten::V,хӏинкъизе,害怕
875,fürchten::V,беркъазе,害怕
876,fürchten::V,хӏинкъа-къазе,害怕
877,fliehen::V,лъутизе,逃走
878,flüchten::V,лъутизе,逃跑
879,sehen::V,бихьизе,看
880,anschauen::V,бертӏамизе,注视
881,anschauen::V,балагьизе,注视
882,ansehen::V,бала-гъалагьизе,注视
883,hören::V,рагӏизе,听
884,zuhören::V,гӏенеккизе,倾听
885,probieren::V,кӏалдиб хъва́зе,尝
886,probieren::V,чӏамизе,尝
887,riechen::V,су́нтӏизе,闻
888,fühlen::V,чӏвазе,感到
889,zu sehen sein::V,бихьизе,可以看到
890,vernehmen::V,рагӏизе,审讯
891,frieren::V,цӏорозе,觉得冷
892,tun::V,гьабизе,作
893,können::V,кӏвезе,能
894,können::V,лъазе,能
895,wollen::V,бокьизе,要
896,anfangen::V,байбихьизе,开始
897,beenden::V,тӏубазабизе,结束
898,beenden::V,лъугӏизабизе,结束
899,aufhören::V,бахъизе,停止
900,gelingen::V,бахъизе,成功
901,geraten::V,бахъизе,陷于
902,öffnen::V,рагьизе,打开
903,schließen::V,къазе,关
904,stellen::V,чӏвазе,放
905,setzen::V,рекӏинабизе,放
906,setzen::V,гӏодор чӏезаризе,放
907,legen::V,лъезе,摆
908,berühren::V,хъвазе,触
909,verbinden::V,хьухьине,联结
910,verbinden::V,бухьине,联结
911,bedecken::V,кквезе,覆盖
912,aufhängen::V,базе,挂
913,anzünden::V,бакизе,点
914,anzünden::V,рекӏинабизе,点
915,zurücklassen::V,тезе,遗留
916,verlieren::V,билизабизе,丧失
917,fallen lassen::V,бортизабизе,让掉下
918,machen::V,гьабизе,做
919,herstellen::V,гьабизе,生产
920,herstellen::V,хӏадурлъизабизе,生产
921,bauen::V,базе,建造
922,bauen::V,гьабизе,建造
923,reparieren::V,къачӏазе,修理
924,verbessern::V,лъикӏлъизабизе,改进
925,ändern::V,хисизабизе,改变
926,graben::V,бухъизе,挖
927,beugen::V,хьетӏизабизе,弯下
928,biegen::V,гьетӏизабизе,弯
929,drehen::V,тиризабизе,转动
930,drehen::V,свердизабизе,转动
931,wenden::V,бегизе,转动
932,umdrehen::V,бегизе,转动
933,umdrehen::V,бега-битӏизе,转动
934,heben::V,борхизе,举起
935,hochheben::V,борхалъизабизе,抬高
936,hochheben::V,борхизе,抬高
937,ergreifen::V,кквезе,抓住
938,halten::V,кквезе,拿着
939,drücken::V,къазе,压
940,drücken::V,къанцӏу́зе,压
941,drücken::V,къвал ба́зе,压
942,schieben::V,хъилдизе,推
943,kratzen::V,хачазе,搔
944,lecken::V,чӏикӏизе,舔
945,beißen::V,хӏанчӏизе,咬
946,beißen::V,хӏанчӏизабизе,咬
947,abreißen::V,тӏезе,撕下
948,abreißen::V,тӏезабизе,撕下
949,abschneiden::V,къотӏизе,切断
950,binden::V,бухьине,捆
951,stecken::V,къазабизе,插
952,brechen::V,бекизе,断裂
953,klopfen::V,дванкезе,敲
954,hauen::V,базе,揍
955,kleben::V,бацӏцӏине,粘
956,reiben::V,хачазе,摩擦
957,streichen::V,бахине,涂
958,streichen::V,жужазе,涂
959,schleifen::V,лъухьизе,拖曳
960,schneiden::V,къотӏизе,切
961,rütteln::V,багъа-бачаризабизе,颠簸
962,schütteln::V,кӏобокӏизе,摇动
963,schwenken::V,гьесадизе,摇动
964,schwenken::V,хьвагӏезабизе,摇动
965,schütten::V,тӏезе,倒
966,füllen::V,цӏезабизе,填满
967,einwickeln::V,жемизе,包
968,tragen::V,баччизе,提
969,schleppen::V,бехъерхъизе,扛
970,ziehen::V,цӏазе,拉
971,aufbewahren::V,цӏунизе,保存
972,werfen::V,рехизе,扔
973,fangen::V,кквезе,捕捉
974,packen::V,кквезе,抓住
975,verstecken::V,бахчизе,藏
976,teilen::V,бикьизе,分
977,schicken::V,битӏизе,派遣
978,bringen::V,баччизе,带来
979,hinzufügen::V,жубазе,添加
980,bekommen::V,щвезе,得到
981,erhalten::V,щвезе,接到
982,erhalten::V,босизе,接到
983,nehmen::V,босизе,拿
984,wählen::V,бищизе,挑选
985,auswählen::V,тӏасабищизе,选择
986,bewahren::V,цӏунизе,保持
987,behindern::V,квекӏен гьабизе,防碍
988,verderben::V,хвезабизе,败坏
989,beschädigen::V,галгъазабизе,损坏
990,zerbrechen::V,щущазабизе,破碎
991,zerreißen::V,бихъизе,撕碎
992,zerstören::V,биххизабизе,毁坏
993,verbrennen::V,бухӏизе,燃烧
994,geben::V,кьезе,给
995,reichen::V,кьезе,递给
996,schenken::V,кьезе,赠送
997,versprechen::V,назру гьабизе,许诺
998,wünschen::V,бокьизе,祝
999,loben::V,беццизе,表扬
1000,loben::V,бецца-бекъизе,表扬
1001,küssen::V,баизе,亲
1002,wiegen::V,чӏучӏадизабизе,轻摇
1003,zudecken::V,тӏадбигъине,盖上
1004,wecken::V,бигьинабизе,唤起
1005,zeigen::V,бихьизабизе,指
1006,führen::V,бачине,带领
1007,lehren::V,малъизе,教
1008,lehren::V,цӏализабизе,教
1009,unterrichten::V,цӏализабизе,讲课
1010,aufziehen::V,гӏезабизе,抚养
1011,leiten::V,нухмалъи гьабизе,领导
1012,antreiben::V,гӏедегӏизабизе,催促
1013,einladen::V,ахӏизе,邀请
1014,einladen::V,тӏадеахӏизе,邀请
1015,vereinigen::V,цолъизабизе,统一
1016,besuchen::V,баккизе,参观
1017,besuchen::V,хьвадизе,参观
1018,treffen::V,дандчӏвазе,会面
1019,sich versammeln::V,данделъизе,聚集
1020,sich versammeln::V,бакӏаризе,聚集
1021,spielen::V,басандизе,玩
1022,singen::V,ахӏизе,唱歌
1023,tanzen::V,кьурдизе,跳舞
1024,sich trennen::V,батӏалъизе,分别
1025,verlassen::V,тезе,离开
1026,verlassen::V,рехунтезе,离开
1027,retten::V,хвасар гьабизе,救
1028,retten::V,хвасарлъизабизе,救
1029,bewachen::V,цӏунизе,守卫
1030,schützen::V,цӏунизе,保护
1031,verteidigen::V,цӏунизе,保卫
1032,sich schlagen::V,багъизе,打架
1033,schießen::V,речӏчӏизе,射击
1034,siegen::V,бергьине,获胜
1035,ärgern::V,вагъизавизе,激怒
1036,schlagen::V,кьабизе,打
1037,treten::V,мал тункизе,踢
1038,stechen::V,къазабизе,刺
1039,stoßen::V,тункизе,撞
1040,stoßen::V,хъилдизе,撞
1041,stehlen::V,щинкӏизабизе,盗窃
1042,stören::V,квекӏен гьабизе,干扰
1043,stören::V,татубахъи гьабизе,干扰
1044,belästigen::V,рахӏатхвезабизе,打搅
1045,verbergen::V,бахчизе,隐藏
1046,verbergen::V,балъго тезе,隐藏
1047,täuschen::V,божуда рекӏкӏ гьабизе,欺骗
1048,täuschen::V,гуккизе,欺骗
1049,betrügen::V,хӏилла гьабизе,欺骗
1050,betrügen::V,сандирахълъи гьабизе,欺骗
1051,töten::V,чӏвазе,杀
1052,wohnen::V,яшав гьабизе,居住
1053,arbeiten::V,хӏалтӏизе,工作
1054,sammeln::V,бакӏаризе,收集
1055,pflücken::V,бетӏизе,采
1056,jagen::V,чан гьабизе,打猎
1057,fischen::V,ччугӏа кквезе,捕鱼
1058,fassen::V,кквезе,捉住
1059,hüten::V,кваназабизе,守护
1060,treiben::V,гъезе,漂
1061,anbinden::V,бухьине,拴
1062,füttern::V,кваназабизе,喂
1063,melken::V,бечӏчӏизе,挤奶
1064,hacken::V,чӏвазе,剁细
1065,gießen::V,лъалъазе,浇
1066,reifen::V,барщизе,成熟
1067,zubereiten::V,бежа-белъине,
1068,kochen::V,белъине,煮
1069,backen::V,базе,烤
1070,braten::V,бежизе,煎
1071,umrühren::V,багъаризе,搅拌
1072,stricken::V,хьухьине,织
1073,nähen::V,букъизе,缝
1074,färben::V,кьер гьабизе,染色
1075,reinigen::V,бацӏцӏине,清洁
1076,waschen::V,чуризе,洗
1077,abwischen::V,бацӏцӏине,擦掉
1078,spülen::V,хулизе,清洗
1079,fegen::V,лъухьизе,扫
1080,kehren::V,лъухьизе,打扫
1081,baden::V,чордезе,给...洗澡
1082,ausziehen::V,бахъизе,脱
1083,anziehen::V,ретӏине,穿
1084,sich anziehen::V,ретӏине,穿衣
1085,kämmen::V,хазе,梳
1086,schmücken::V,чӏухӏизабизе,装饰
1087,sagen::V,бицине,说
1088,sprechen::V,бицине,说
1089,reden::V,гаргадизе,讲
1090,sich unterhalten::V,гаргадизе,聊天
1091,fragen::V,цӏехезе,问
1092,fragen::V,гьикъизе,问
1093,bitten::V,гьаризе,请
1094,erzählen::V,бицине,叙述
1095,mitteilen::V,лъазабизе,通知
1096,nennen::V,цӏар лъезе,叫做
1097,rufen::V,ахӏизе,叫
1098,prahlen::V,беццаризе,吹牛
1099,übersetzen::V,буссинабизе,翻译
1100,denken::V,ургъизе,想
1101,glauben::V,божизе,以为
1102,bemerken::V,берречӏчӏизе,发觉
1103,erkennen::V,лъазе,识别
1104,erkennen::V,батӏаго бахъизе,识别
1105,begreifen::V,бичӏчӏизе,理解
1106,lernen::V,цӏализе,学
1107,wissen::V,лъазе,知道
1108,sich erinnern an::V,ракӏалде щвезе,回忆
1109,vergessen::V,кӏочене,忘记
1110,messen::V,борцине,测量
1111,zählen::V,рикӏкӏине,数
1112,rechnen::V,рикӏкӏине,计算
1113,lesen::V,цӏализе,读
1114,malen::V,бахъизе,画
1115,zeichnen::V,бахъизе,绘制
1116,schreiben::V,хъвазе,写
1117,besitzen::V,щвезе,占有
1118,besitzen::V,бу́кӏине,占有
1119,kaufen::V,босизе,买
1120,verkaufen::V,бичизе,卖
1121,bezahlen::V,кьезе,付钱
1122,zahlen::V,кьезе,支付
1123,ertragen::V,баччизе,忍耐
1124,Auge::N,,眼睛
1125,Sehne::N,,腱
1126,Funke::N,,火花
1127,Moor::N,,沼泽
1128,Elch::N,,麋鹿
1129,Beere::N,,将果
1130,Gedächtnis::N,,记性
1131,Ton::N,,声音
1132,Winkel::N,,角度
1133,Menge::N,,数量
1134,Stütze::N,,支架
1135,Figur::N,,人像
1136,Schuh::N,,鞋
1137,Schnur::N,,绳子
1138,Leine::N,,皮带
1139,Geschäft::N,,交易
1140,voll::A,,满
1141,lange::ADV,,许久
1142,später::ADV,,以后
1143,nicht::ADV,,不
1144,schon::ADV,,已经
1145,durch::PRP,,穿过
1146,alles::PRN,,一切
1147,scheinen::V,,照耀
1148,aufheben::V,,拾起
1149,lassen::V,,让
1150,sich waschen::V,,洗澡
1151,verstehen::V,,明白
1152,beherrschen::V,,统治
