,Concept_ID,xal,pl
520,Nutzen::N,олз,pożytek
521,Reichtum::N,зөөр,bogactwo
522,Welt::N,орчлң,świat
523,Welt::N,делкә,świat
524,Land::N,орн-нутг,kraj
525,Staat::N,государств,państwo
526,König::N,хан,król
527,Macht::N,йосн,władza
528,Grenze::N,меҗә,granica
529,Krieg::N,дән,wojna
530,Feind::N,дәәсн,wróg
531,Gewalt::N,күч һарһлһн,władza
532,Kampf::N,ноолдан,bój
533,Kampf::N,ноолдан,walka
534,Kampf::N,бәрлдлһн,bój
535,Kampf::N,бәрлдлһн,walka
536,Bogen[Waffe]::N,саадг,łuk
537,Pfeil::N,сумн,strzała
538,Gewehr::N,бу,karabin
539,Fehler::N,алдг,błąd
540,Lüge::N,худл,kłamstwo
541,Schaden::N,хорлт,szkoda
542,Unglück::N,гүрм,nieszczęście
543,Schuld::N,гем,wina
544,Schuld::N,буру,wina
545,Alter::N,насн,wiek
546,Schluss::N,чилгч,koniec
547,Schluss::N,чилгч,zakończenie
548,Zeit::N,цаг,czas
549,Tag::N,өдр,dzień
550,Morgen::N,өрүн,ranek
551,Morgen::N,өрүн,poranek
552,Mittag::N,үд,południe
553,Abend::N,асхн,wieczór
554,Nacht::N,сө,noc
555,Woche::N,долан хонг,tydzień
556,Monat::N,сар,miesiąc
557,Jahr::N,җил,rok
558,Frühling::N,хавр,wiosna
559,Sommer::N,зун,lato
560,Herbst::N,намр,jesień
561,Winter::N,үвл,zima
562,Januar::N,январь,styczeń
563,Februar::N,февраль,luty
564,März::N,март,marzec
565,März::N,моһа сар,marzec
566,April::N,апрель,kwiecień
567,Mai::N,май,maj
568,Juni::N,июнь,czerwiec
569,Juni::N,мөчн сар,czerwiec
570,Juli::N,июль,lipiec
571,August::N,август,sierpień
572,September::N,һаха сар,wrzesień
573,Oktober::N,октябрь,październik
574,November::N,ноябрь,listopad
575,November::N,үкр сар,listopad
576,Dezember::N,бар сар,grudzień
577,Montag::N,понедельник,poniedziałek
578,Dienstag::N,вторник,wtorek
579,Mittwoch::N,среда,środa
580,Mittwoch::N,үлмҗ өдр,środa
581,Donnerstag::N,четверг,czwartek
582,Donnerstag::N,пүрвә өдр,czwartek
583,Freitag::N,пятниц,piątek
584,Samstag::N,суббот,sobota
585,Sonntag::N,нарн өдр,niedziela
586,Sonntag::N,воскресень,niedziela
587,groß::A,ик,duży
588,groß::A,ик,wielki
589,klein::A,бичкн,mały
590,lang::A,ут,długi
591,kurz::A,оһтр,krótki
592,breit::A,өргн,szeroki
593,schmal::A,уутьхн,wąski
594,dicht::A,нигт,gęsty
595,dick[Gegenstand]::A,зузан,gruby
596,dünn::A,нимгн,cienki
597,fein::A,нәрхн,drobny
598,fest::A,бат,mocny
599,fest::A,бат,twardy
600,flach::A,хавтха,płaski
601,glatt::A,тегш,gładki
602,glatt::A,тиньгр,gładki
603,hart::A,хату,twardy
604,weich::A,җөөлн,miękki
605,weich::A,җөөлкн,miękki
606,rund::A,төгрг,okrągły
607,spitz::A,шовһр,spiczasty
608,scharf::A,хурц,ostry
609,stumpf::A,мука,tępy
610,schwer::A,күнд,ciężki
611,schön::A,сәәхн,ładny
612,schön::A,сәәхн,piękny
613,heiß::A,халун,gorący
614,warm::A,дулан,ciepły
615,kalt::A,киитн,zimny
616,kühl::A,серүн,chłodny
617,frisch::A,серүн,świeży
618,feucht::A,чиигтә,wilgotny
619,nass::A,чиигтә,mokry
620,trocken::A,хагсу,suchy
621,voll::A,дүүрң,pełny
622,leer::A,сул,pusty
623,leer::A,сул,próżny
624,leer::A,хоосн,pusty
625,leer::A,хоосн,próżny
626,offen::A,секәтә,otwarty
627,geschlossen::A,хаалһата,zamknięty
628,sauber::A,цевр,czysty
629,schmutzig::A,киртә,brudny
630,roh::A,түүкә,surowy
631,reif::A,болсн,dojrzały
632,lecker::A,әмтәхн,smaczny
633,süß::A,әмтәхн,słodki
634,bitter::A,һашун,gorzki
635,bitter::A,һашута,gorzki
636,sauer::A,ишклң,kwaśny
637,hell::A,герлтә,jasny
638,dunkel::A,харңһу,ciemny
639,schwarz::A,хар,czarny
640,weiß::A,цаһан,biały
641,rot::A,улан,czerwony
642,gelb::A,шар,żółty
643,blau::A,көк,błękitny
644,blau::A,көк,niebieski
645,grün::A,көк,zielony
646,grau::A,бор,szary
647,bunt::A,алг,barwny
648,bunt::A,эрәтә,barwny
649,billig::A,кимд,tani
650,teuer::A,үнтә,drogi
651,wertvoll::A,үнтә,cenny
652,wertvoll::A,эрднь,cenny
653,blind::A,сохр,ślepy
654,taub::A,дүлә,głuchy
655,kräftig::A,күчтә,mocny
656,stark::A,чаңһ,silny
657,schwach::A,күчн тату,słaby
658,fett::A,тарһн,tłusty
659,schlank::A,эццн,smukły
660,hübsch::A,көркхн,ładny
661,böse::A,уурта,zły
662,dumm::A,тенг,głupi
663,faul::A,залху,leniwy
664,fleißig::A,кинән,pilny
665,fleißig::A,кинмһә,pilny
666,geizig::A,ховдг,skąpy
667,klug::A,ухата,mądry
668,geschickt::A,чадмг,zręczny
669,lieb::A,эңкр,miły
670,lustig::A,сергмҗтә,wesoły
671,lustig::A,җирһлтә,wesoły
672,sanft::A,номһн,łagodny
673,hungrig::A,өлн,głodny
674,hungrig::A,харһнсн,głodny
675,krank::A,өвчтә,chory
676,krank::A,шалтгта,chory
677,nackt::A,нүцкн,nagi
678,traurig::A,һундлта,smutny
679,lebendig::A,әмд,żywy
680,gut::A,сән,dobry
681,schlecht::A,му,zły
682,richtig::A,зөвтә,słuszny
683,richtig::A,зөвтә,właściwy
684,schlimm::A,җигшүртә,zły
685,wahr::A,үнн,prawdziwy
686,wahr::A,мөн,prawdziwy
687,alt::A,хуучн,stary
688,neu::A,шин,nowy
689,ehemalig::A,хуучн,były
690,alt[Lebewesen]::A,көгшн,stary
691,jung::A,баһ,młody
692,arm::A,угатя,ubogi
693,arm::A,угатя,biedny
694,reich::A,байн,bogaty
695,bekannt::A,таньл,znany
696,bekannt::A,таньдг,znany
697,berühmt::A,туурсн,słynny
698,fremd::A,күүнә,obcy
699,fremd::A,күүнә,cudzy
700,verschieden::A,әдл биш,różny
701,verschieden::A,йилһәтә,różny
702,nah::A,өөрхн,bliski
703,fern::A,хол,daleki
704,linker::A,зүн,lewy
705,rechter::A,барун,prawy
706,anderer::A,талдан,inny
707,erster::A,негдгч,pierwszy
708,zweiter::A,хойрдгч,drugi
709,dritter::A,һурвдгч,trzeci
710,letzter::A,отхн,ostatni
711,allein::ADV,һанцарн,sam
712,auf einmal::ADV,нег дәкҗ,naraz
713,zusammen::ADV,хамдан,razem
714,lange::ADV,удан,długo
715,plötzlich::ADV,генткн,nagle
716,sofort::ADV,дарунь,natychmiast
717,später::ADV,сүүлд,później
718,jetzt::ADV,ода,teraz
719,jetzt::ADV,ода,obecnie
720,heute::ADV,эндр,dziś
721,heute::ADV,эндр,dzisiaj
722,morgen::ADV,маңһдур,jutro
723,bald::ADV,дарунь,wkrótce
724,dann::ADV,дәкәд,potem
725,gestern::ADV,өцклдүр,wczoraj
726,einst::ADV,нег саамд,kiedyś
727,einst::ADV,нег саамд,niegdyś
728,damals::ADV,тиигхд,wtedy
729,damals::ADV,тиигхд,wówczas
730,danach::ADV,тегәд,następnie
731,vorher::ADV,урд,przedtem
732,zuerst::ADV,түрүләд,naprzód
733,zuerst::ADV,түрүләд,najpierw
734,einmal::ADV,нег дәкҗ,raz
735,manchmal::ADV,зәрмдән,czasem
736,oft::ADV,хара биш,często
737,oft::ADV,хатяр биш,często
738,oft::ADV,дару-дарунь,często
739,immer::ADV,оньдинд,zawsze
740,niemals::ADV,кезә чмгн биш,nigdy
741,hier::ADV,энд,tu
742,hier::ADV,энд,tutaj
743,hier::ADV,энүнд,tu
744,hier::ADV,энүнд,tutaj
745,hierhin::ADV,нааран,tu
746,von hier::ADV,эндәс,stąd
747,dort::ADV,тенд,tam
748,dorthin::ADV,тиигән,tam
749,geradeaus::ADV,шуд,prosto
750,vorwärts::ADV,уралан,naprzód
751,rückwärts::ADV,гедргән,wstecz
752,zurück::ADV,хәрү,z powrotem
753,unten::ADV,дор,u dołu
754,unten::ADV,дор,na dole
755,hinab::ADV,дор,na_dół
756,hinab::ADV,дор,w_dół
757,hinab::ADV,доракшан,na_dół
758,hinab::ADV,доракшан,w_dół
759,oben::ADV,деер,w górze
760,oben::ADV,деер,na górze
761,hinauf::ADV,өөдән,w górę
762,hinauf::ADV,өөдән,na górę
763,hinauf::ADV,деер,w górę
764,hinauf::ADV,деер,na górę
765,überall::ADV,альд болв чигн,wszędzie
766,nicht::ADV,эс,nie
767,nicht::ADV,биш,nie
768,nicht::ADV,бичә,nie
769,ein wenig::ADV,баахн,trochę
770,ein wenig::ADV,баахнар,trochę
771,kaum::ADV,әрә,ledwie
772,kaum::ADV,әрә,prawie nie
773,sehr::ADV,йир,bardzo
774,so::ADV,иигҗ,tak
775,noch::ADV,ода чигн,jeszcze
776,nur::ADV,һанцхн,tylko
777,schon::ADV,одх,już
778,wieder::ADV,бас,znów
779,wieder::ADV,бас,znowu
780,vergebens::ADV,киидән,na próżno
781,vor::PRP,урд,przed
782,hinter::PRP,ца,za
783,unter::PRP,дор,pod
784,durch::PRP,ивт,przez
785,durch::PRP,дундаһур,przez
786,neben::PRP,хаҗуд,obok
787,zwischen::PRP,хоорнд,między
788,wegen::PRP,көлтә,z powodu
789,wegen::PRP,деерәс,z powodu
790,dies::PRN,эн,to
791,das::PRN,тер,to
792,alles::PRN,цуһар,wszystko
793,ich::PRN,би,ja
