,Concept_ID,sk,sl
816,unten::ADV,dolu,spôdaj
817,unten::ADV,naspodku,dôli
818,unten::ADV,naspodku,spôdaj
819,hinab::ADV,dolu,dôl
820,oben::ADV,hore,gôri
821,oben::ADV,hore,zgôraj
822,oben::ADV,navrchu,gôri
823,oben::ADV,navrchu,zgôraj
824,hinauf::ADV,hore,gôr
825,hinauf::ADV,navrch,gôr
826,überall::ADV,všade,povsód
827,nicht::ADV,nie,ne
828,ein wenig::ADV,trocha,málo
829,kaum::ADV,ledva,kómaj
830,sehr::ADV,veľmi,zeló
831,so::ADV,tak,takó
832,so::ADV,takto,takó
833,noch::ADV,ešte,še
834,nur::ADV,len,samó
835,schon::ADV,už,žè
836,wieder::ADV,zasa,spét
837,vergebens::ADV,márne,zamàn
838,vergebens::ADV,márne,zastónj
839,vergebens::ADV,nadarmo,zamàn
840,vergebens::ADV,nadarmo,zastónj
841,vor::PRP,pred,pred
842,hinter::PRP,za,za
843,unter::PRP,pod,pod
844,durch::PRP,cez,skózi
845,neben::PRP,pri,kràj
846,neben::PRP,pri,póleg
847,neben::PRP,vedľa,kràj
848,neben::PRP,vedľa,póleg
849,zwischen::PRP,medzi,med
850,zwischen::PRP,medzi,izmed
851,wegen::PRP,pre,zarádi
852,wegen::PRP,kvôli,zarádi
853,dies::PRN,to,tó
854,dies::PRN,táto,tó
855,das::PRN,to,tó
856,alles::PRN,všetko,vsè
857,ich::PRN,ja,jàz
858,du::PRN,ty,tí
859,er::PRN,on,òn
860,wir::PRN,my,mí
861,ihr::PRN,vy,ví
862,sie::PRN,oni,ôni
863,was::FPRN,čo,káj
864,wer::FPRN,kto,kdó
865,wo::FADV,kde,kjé
866,wohin::FADV,kam,kám
867,wie::FADV,ako,kakó
868,warum::FADV,prečo,zakáj
869,wieviel::FNUM,koľko,kóliko
870,eins::NUM,jeden,êden
871,zwei::NUM,dva,dvá
872,drei::NUM,tri,trí
873,vier::NUM,štyri,štíri
874,fünf::NUM,päť,pét
875,sechs::NUM,šesť,šést
876,sieben::NUM,sedem,sédem
877,acht::NUM,osem,ósem
878,neun::NUM,deväť,devét
879,zehn::NUM,desať,desét
880,elf::NUM,jedenásť,enájst
881,zwölf::NUM,dvanásť,dvánajst
882,zwanzig::NUM,dvadsať,dvájset
883,dreißig::NUM,tridsať,trídeset
884,vierzig::NUM,štyridsať,štírideset
885,fünfzig::NUM,päťdesiat,pétdeset
886,sechzig::NUM,šesťdesiat,šéstdeset
887,siebzig::NUM,sedemdesiat,sédemdeset
888,achtzig::NUM,osemdesiat,ósemdeset
889,neunzig::NUM,deväťdesiat,devétdeset
890,hundert::NUM,sto,stó
891,tausend::NUM,tisíc,tísoč
892,und::CNJ,i,in
893,oder::CNJ,alebo,áli
894,stehen::V,stáť,státi
895,sitzen::V,sedieť,sedéti
896,liegen::V,ležať,ležáti
897,hängen::V,visieť,viséti
898,werden::V,stať sa,postáti
899,passieren::V,stať sa,zgodíti se
900,beginnen::V,začať sa,začéti se
901,enden::V,končiť sa,končáti se
902,wechseln::V,meniť sa,ménjati se
903,aufgehen[Sonne]::V,vychádzať,vzíti
904,untergehen[Sonne]::V,zapadnúť,zaíti
905,scheinen[Sonne]::V,svietiť,sijáti
906,donnern::V,hrmieť,grméti
907,wehen::V,viať,píhati
908,strömen::V,prúdiť,líti
909,fließen::V,tiecť,têči
910,sich drehen::V,točiť sa,vrtéti se
911,sich drehen::V,krútiť sa,vrtéti se
912,schwanken::V,kolísať,kolébati
913,schwanken::V,klátiť sa,kolébati
914,schwingen::V,kývať sa,níhati
915,schwingen::V,chvieť sa,níhati
916,fallen::V,padať,pádati
917,brennen::V,páliť,goréti
918,brennen::V,horieť,goréti
919,rauchen::V,dymiť sa,kadíti se
920,regnen::V,pršať,deževáti
921,gefrieren::V,zamrznút,zmŕzniti
922,tauen::V,taviť sa,tájati
923,schmelzen::V,taviť sa,kopnéti
924,trocknen::V,schnúť,sušíti se
925,sieden::V,vrieť,kipéti
926,faulen::V,hniť,gníti
927,verfaulen::V,zhniť,zgníti
928,reißen::V,pretrhnúť sa,tŕgati se
929,versinken::V,zapadnúť,pogrézniti se
930,versinken::V,potopiť sa,pogrézniti se
931,vergehen::V,plynúť,miníti
932,erscheinen::V,objaviť sa,pojáviti se
933,verschwinden::V,zmiznúť,izgíniti
934,sinken::V,klesať,péšati
935,abnehmen::V,ubúdať,pojémati
936,zunehmen::V,pribúdať,véčati se
937,zunehmen::V,pribúdať,množíti se
938,steigen::V,stúpať,dvígati se
939,wachsen::V,rásť,rásti
940,glänzen::V,jagať sa,sijáti
941,glänzen::V,lesknúť sa,sijáti
942,funkeln::V,iskriť sa,ískriti se
943,lärmen::V,lomoziť,ropotáti
944,lärmen::V,lomoziť,razgrájati
945,läuten::V,cengať,zvoníti
946,klingeln::V,zvoniť,zvončkljáti
947,klirren::V,rinčať,žvenketáti
948,brausen::V,hučať,šuméti
949,rauschen::V,šumieť,šuštéti
950,rauschen::V,šumieť,šelestéti
951,klingen::V,znieť,zvenéti
952,klingen::V,zvoniť,zvenéti
953,bellen::V,štekať,lájati
954,bellen::V,brechať,lájati
955,heulen::V,vyť,zavíjati
956,blasen::V,duť,píhniti
957,blasen::V,fúkať,píhniti
958,pfeifen::V,pískať,pískati
959,pfeifen::V,pískať,žvížgati
960,pfeifen::V,hvízdať,pískati
961,pfeifen::V,hvízdať,žvížgati
962,schreien::V,kričať,kričáti
963,stöhnen::V,stenať,stókati
964,zittern::V,triasť sa,drgetáti
965,leben::V,žiť,živéti
966,geboren werden::V,narodiť sa,rodíti se
967,atmen::V,dýchať,díhati
968,trinken::V,piť,píti
969,essen::V,jesť,jésti
970,schlucken::V,zhltnuť,požírati
971,müde werden::V,unaviť sa,péšati
972,müde werden::V,unaviť sa,utrúditi se
973,einschlafen::V,usnúť,zaspáti
974,einschlafen::V,zaspať,zaspáti
975,schlafen::V,spať,spáti
976,aufwachen::V,zobudiť sa,zbudíti se
977,aufstehen::V,vstať,vstáti
978,sich erholen::V,zotavovať sa,oddahníti se
979,sich erholen::V,oddýchovať si,oddahníti se
980,krank werden::V,ochorieť,oboléti
981,krank sein::V,chorieť,bíti bolán
982,krank sein::V,byť chorý,bíti bolán
983,schmerzen::V,bolieť,boléti
984,husten::V,kašľať,kášljati
985,genesen::V,uzdraviť sa,okrévati
986,sterben::V,umrieť,umréti
987,sterben::V,zomrieť,umréti
988,umkommen::V,zahynúť,pogíniti
989,sich bewegen::V,pohybovať sa,zganíti se
990,sich rühren::V,hnúť sa,premakníti se
991,sich erheben::V,zdvihnúť sa,vstájati
992,sich erheben::V,zdvihnúť sa,vzdígniti se
993,sich setzen::V,sadnúť si,sésti
994,hinfallen::V,spadnúť,pásti dôl
995,laufen::V,bežať,hodíti
996,schreiten::V,kráčať,stópati
997,spazierengehen::V,prechádzať sa,na sprehòd íti
998,eilen::V,súriť,drvéti
999,sich beeilen::V,ponáhľať sa,hitéti
1000,sausen::V,hučať,dírkati
1001,rennen::V,bežať,dírjati
1002,springen::V,skákať,skákati
1003,klettern::V,liezť,plézati
1004,schaukeln::V,húpať,kolébati
1005,schaukeln::V,hojdať,kolébati
1006,kriechen::V,liezť,pláziti se
1007,kriechen::V,plaziť sa,pláziti se
1008,schwimmen::V,plávať,plávati
1009,tauchen::V,ponoriť sa,potápljati se
1010,rudern::V,veslovať,vesláti
1011,fahren::V,ísť,vozíti se
1012,fahren::V,ísť,peljáti se
1013,fahren::V,jazdiť,vozíti se
1014,fahren::V,jazdiť,peljáti se
1015,fliegen::V,letieť,létati
1016,gehen::V,ísť,íti
1017,weggehen::V,odísť,odíti
1018,weggehen::V,odchádzať,odíti
1019,abfahren::V,odcestovať,odpeljáti se
1020,anhalten::V,zadržať sa,ustáviti se
1021,anhalten::V,zastaviť sa,ustáviti se
1022,hineingehen::V,vchádzať,íti nóter
1023,eintreten::V,vojsť,vstopíti
1024,eintreten::V,vstúpiť,vstopíti
1025,kommen::V,prísť,príti
1026,ankommen::V,prísť,prispéti
1027,ankommen::V,prísť,prihájati
1028,ankommen::V,doraziť,prispéti
1029,ankommen::V,doraziť,prihájati
1030,zurückkommen::V,vrátiť sa,vrníti se
1031,bleiben::V,ostať,ostáti
1032,bleiben::V,zostať,ostáti
1033,warten::V,čakať,čákati
1034,erwarten::V,očakávať,pričakováti
1035,suchen::V,hľadať,iskáti
1036,finden::V,nájsť,nájti
1037,versuchen::V,skúsiť,poskúšati
1038,versuchen::V,pokúsiť sa,poskúšati
1039,vorbereiten::V,pripraviť,pripráviti
1040,lieben::V,ľúbiť,ljubíti
1041,lieben::V,milovať,ljubíti
1042,mögen::V,mať rád,márati
1043,lachen::V,smiať sa,smejáti se
1044,rühren::V,dojať,ganíti
1045,weinen::V,plakať,jókati
1046,weinen::V,plakať,plákati
1047,schimpfen::V,nadávať,psováti
1048,schimpfen::V,nadávať,zmérjati
1049,sich ärgern::V,hnevať sa,jezíti se
1050,sich ärgern::V,zlostiť sa,jezíti se
1051,sich fürchten::V,báť sa,báti se
1052,fürchten::V,báť sa,báti se
1053,fliehen::V,utekať,bežáti
1054,flüchten::V,utiecť,pobégniti
1055,sehen::V,vidieť,vídeti
1056,anschauen::V,pozrieť sa na,oglédati
1057,ansehen::V,pozrieť,glédati
1058,hören::V,počúvať,slíšati
1059,zuhören::V,počúvať,poslúšati
1060,probieren::V,ochutnať,poskúšati
1061,riechen::V,ňuchať,dúhati
1062,fühlen::V,cítiť,čutíti
1063,fühlen::V,pociťovať,čutíti
1064,scheinen::V,zdať sa,zdéti se
1065,zu sehen sein::V,byť vidieť,vídeti se
1066,vernehmen::V,počuť,čúti
1067,frieren::V,mrznúť,zébsti
1068,frieren::V,oziabať,zébsti
1069,tun::V,robiť,délati
1070,können::V,môcť,môči
1071,wollen::V,chcieť,hotéti
1072,anfangen::V,začať,začéti
1073,beenden::V,skončiť,dokončáti
1074,aufhören::V,prestať,prenéhati
1075,gelingen::V,podariť sa,uspéti
1076,gelingen::V,podariť sa,posréčiti se
1077,geraten::V,dariť sa,obnêsti se
1078,öffnen::V,otvoriť,odpréti
1079,schließen::V,zavrieť,zapréti
1080,stellen::V,postaviť,postáviti
1081,setzen::V,posadiť,posadíti
1082,legen::V,klásť,položíti
1083,legen::V,položiť,položíti
1084,berühren::V,dotykať sa,dotíkati se
1085,verbinden::V,spojiť,obvézati
1086,bedecken::V,pokryť,pokríti
1087,aufhängen::V,zavesiť,obésiti
1088,anzünden::V,zapáliť,zažgáti
1089,aufheben::V,zdvihnúť,vzdígniti
1090,zurücklassen::V,zanechať,zapustíti
1091,verlieren::V,stratiť,izgubíti
1092,fallen lassen::V,pustiť,navréči
1093,machen::V,robiť,naredíti
1094,machen::V,robiť,napráviti
1095,herstellen::V,vyrobiť,izdélati
1096,bauen::V,stavať,gradíti
1097,bauen::V,budovať,gradíti
1098,reparieren::V,opraviť,popráviti
1099,verbessern::V,zlepšiť,izbóljšati
1100,ändern::V,zmeniť,spremeníti
1101,ändern::V,preinačiť,spremeníti
1102,graben::V,ryť,kopáti
1103,graben::V,ryť,grêbsti
1104,graben::V,kopať,kopáti
1105,graben::V,kopať,grêbsti
1106,beugen::V,ohnúť,upogníti
1107,biegen::V,ohnúť,zavíjati
1108,drehen::V,točiť,vrtéti
1109,drehen::V,krútiť,vrtéti
1110,wenden::V,obrátiť,obrníti
1111,wenden::V,prevrátiť,obrníti
1112,umdrehen::V,otočiť,zasúkati
1113,umdrehen::V,obrátiť,zasúkati
1114,heben::V,dvíhať,dvígati
1115,heben::V,povzniesť,dvígati
1116,hochheben::V,zdvihnúť,privzdígniti
1117,ergreifen::V,uchopiť sa,zgrábiti
1118,halten::V,držať,držáti
1119,drücken::V,tisnúť,tiščáti
1120,schieben::V,posunovať,ríniti
1121,kratzen::V,škrabať,práskati
1122,lecken::V,lízať,lízati
1123,beißen::V,kúsať,grísti
1124,abreißen::V,odtrhnúť,odtŕgati
1125,abschneiden::V,odrezať,odrézati
1126,abschneiden::V,odkrojiť,odrézati
1127,binden::V,zaviazať,vézati
1128,binden::V,priviazať,vézati
1129,stecken::V,strčiť,vtakníti
1130,brechen::V,zlomiť,lomíti
1131,klopfen::V,tĺcť,tólči
1132,klopfen::V,klopať,tólči
1133,hauen::V,nabiť,séči
1134,kleben::V,lepiť,lépiti
1135,kleben::V,nalepiť,lépiti
1136,reiben::V,trieť,tréti
1137,reiben::V,trieť,dŕgniti
1138,streichen::V,namazať,namázati
1139,schleifen::V,ostríť,brúsiti
1140,schneiden::V,rezať,rézati
1141,schneiden::V,strihať,rézati
1142,rütteln::V,triasť,strésti
1143,rütteln::V,lomcovať,strésti
1144,schütteln::V,triasť,majáti
1145,schütteln::V,potriasť,majáti
1146,schwenken::V,mávať,obrníti
1147,schütten::V,sypať,sípati
1148,füllen::V,plniť,napolníti
1149,einwickeln::V,zabaliť,zavíti
1150,tragen::V,niesť,nêsti
1151,schleppen::V,vliecť,vláčiti
1152,ziehen::V,ťahať,vléči
1153,aufbewahren::V,uložiť,shranjeváti
1154,aufbewahren::V,uschovať,shranjeváti
1155,werfen::V,hodiť,lúčati
1156,werfen::V,vrhnúť,lúčati
1157,fangen::V,chytať,ujéti
1158,packen::V,baliť,prijéti
1159,packen::V,chytiť,prijéti
1160,verstecken::V,skryť,skríti
1161,verstecken::V,schovať,skríti
1162,teilen::V,podeliť,razdelíti
1163,teilen::V,rozdeliť,razdelíti
1164,schicken::V,posielať,pošíljati
1165,bringen::V,priniesť,prinêsti
1166,hinzufügen::V,pripojiť,pristáviti
1167,bekommen::V,dostať,dobíti
1168,erhalten::V,prijať,prejéti
1169,nehmen::V,vziať,vzéti
1170,wählen::V,voliť,izbírati
1171,auswählen::V,vybrať,izbráti
1172,auswählen::V,vyvoliť,izbráti
1173,bewahren::V,zachovať,ohraníti
1174,behindern::V,zavadzať,ovírati
1175,behindern::V,byť v ceste,ovírati
1176,verderben::V,skaziť,pokváriti
1177,beschädigen::V,ublížiť,poškodováti
1178,beschädigen::V,poškodiť,poškodováti
1179,zerbrechen::V,rozbiť,razlomíti
1180,zerbrechen::V,prelomiť,razlomíti
1181,zerreißen::V,pretrhnúť,raztŕgati
1182,zerstören::V,zničiť,razrúšiti
1183,verbrennen::V,spáliť,sežgáti
1184,geben::V,dať,dáti
1185,reichen::V,podať,séči
1186,reichen::V,podať,molíti
1187,schenken::V,darovať,podáriti
1188,versprechen::V,sľúbiť,obljubíti
1189,wünschen::V,želať,vóščiti
1190,loben::V,chváliť,hváliti
1191,küssen::V,bozkať,poljubováti
1192,wiegen::V,kolísať,zíbati
1193,zudecken::V,prikryť,pokríti
1194,wecken::V,zobudiť,zbudíti
1195,zeigen::V,ukázať,pokázati
1196,führen::V,viesť,vêsti
1197,lehren::V,učiť,učíti
1198,unterrichten::V,vyučovať,poučeváti
1199,aufziehen::V,vychovať,vzgojíti
1200,leiten::V,viesť,uprávljati
1201,antreiben::V,popudiť,goníti
1202,lassen::V,dať,povzročíti
1203,einladen::V,pozvať,povábiti
1204,einladen::V,povolať,povábiti
1205,vereinigen::V,spojiť,zdrúžiti
1206,vereinigen::V,zjednotiť,zdrúžiti
1207,besuchen::V,navštíviť,obiskáti
1208,treffen::V,stretnúť,pogodíti
1209,sich versammeln::V,zhromaždiť sa,zbráti se
1210,spielen::V,hrať,igráti se
1211,singen::V,spievať,péti
1212,tanzen::V,tancovať,plésati
1213,sich trennen::V,rozísť sa,ločíti se
1214,verlassen::V,opustiť,zapustíti
1215,retten::V,zachrániť,réšiti
1216,bewachen::V,strážiť,strážiti
1217,schützen::V,chrániť,sčítiti
1218,verteidigen::V,brániť,braníti
1219,sich schlagen::V,biť sa,têpsti se
1220,schießen::V,streliť,stréljati
1221,schießen::V,strieľať,stréljati
1222,siegen::V,zvíťaziť,zmágati
1223,ärgern::V,hnevať,jezíti
1224,ärgern::V,hnevať,razbúriti
1225,ärgern::V,zlostiť,jezíti
1226,ärgern::V,zlostiť,razbúriti
1227,schlagen::V,biť,têpsti
1228,schlagen::V,biť,udáriti
1229,schlagen::V,udrieť,têpsti
1230,schlagen::V,udrieť,udáriti
1231,treten::V,kopnúť,teptáti
1232,stechen::V,bodnúť,ubôsti
1233,stechen::V,pichnúť,ubôsti
1234,stoßen::V,udrieť,peháti
1235,stoßen::V,udrieť,drégniti
1236,stehlen::V,kradnúť,ukrásti
1237,stehlen::V,kradnúť,pokrásti
1238,stören::V,vyrušiť,motíti
1239,belästigen::V,obťažovať,nadlegováti
1240,verbergen::V,skryť,skríti
1241,täuschen::V,sklamať,slepíti
1242,betrügen::V,klamať,várati
1243,betrügen::V,klamať,ogoljufáti
1244,betrügen::V,podvádzať,várati
1245,betrügen::V,podvádzať,ogoljufáti
1246,töten::V,zabiť,ubíti
1247,töten::V,usmrtiť,ubíti
1248,wohnen::V,bývať,prebívati
1249,arbeiten::V,pracovať,délati
1250,sammeln::V,zbierať,zbráti
1251,pflücken::V,trhať,obráti
1252,pflücken::V,oberať,obráti
1253,jagen::V,poľovať,lovíti
1254,fischen::V,loviť ryby,ribáriti
1255,fischen::V,chytať ryby,ribáriti
1256,fassen::V,uloviť,zajéti
1257,hüten::V,pásť,pásti
1258,treiben::V,hnať,pogánjati
1259,anbinden::V,priviazať,privézati
1260,füttern::V,kŕmiť,kŕmiti
1261,melken::V,dojiť,mólsti
1262,hacken::V,seknúť,sékati
1263,gießen::V,polievať,ulíti
1264,reifen::V,dozrieť,zoréti
1265,zubereiten::V,pripraviť,pripráviti
1266,kochen::V,variť,kúhati
1267,backen::V,piecť,cvréti
1268,backen::V,smažiť,cvréti
1269,braten::V,piecť,pêči
1270,braten::V,pražiť,pêči
1271,umrühren::V,pomiešať,preméšati
1272,stricken::V,pliesť,plêsti
1273,nähen::V,šiť,šívati
1274,färben::V,zafarbiť,bárvati
1275,reinigen::V,čistiť,očístiti
1276,waschen::V,myť,opráti
1277,abwischen::V,utrieť,obrísati
1278,spülen::V,vyplachovať,splakováti
1279,fegen::V,zametať,pométati
1280,kehren::V,zametať,mésti
1281,baden::V,kúpať sa,kópati se
1282,sich waschen::V,umývať sa,umíti se
1283,ausziehen::V,zobliecť,izvléči
1284,anziehen::V,obliecť,obléči
1285,sich anziehen::V,obliecť sa,obléči se
1286,kämmen::V,česať,česáti
1287,schmücken::V,ozdobiť,okrasíti
1288,sagen::V,povedať,dejáti
1289,sprechen::V,hovoriť,govoríti
1290,reden::V,rozprávať,rêči
1291,sich unterhalten::V,rozprávať sa,razgovárjati se
1292,fragen::V,spýtať sa,vprášati
1293,bitten::V,prosiť,prosíti
1294,erzählen::V,rozprávať,práviti
1295,mitteilen::V,oznámiť,naznániti
1296,nennen::V,nazvať,imenováti
1297,nennen::V,menovať,imenováti
1298,rufen::V,volať,klícati
1299,rufen::V,zavolať,klícati
1300,prahlen::V,vystatovať sa,baháti se
1301,übersetzen::V,preložiť,prevêsti
1302,denken::V,myslieť,mísliti
1303,glauben::V,veriť,verjéti
1304,bemerken::V,podotknuť,opáziti
1305,bemerken::V,spozorovať,opáziti
1306,erkennen::V,poznať,spoznáti
1307,begreifen::V,pochopiť,pôjmiti
1308,begreifen::V,porozumieť,pôjmiti
1309,verstehen::V,rozumieť,razuméti
1310,lernen::V,učiť sa,učíti se
1311,wissen::V,vedieť,znáti
1312,wissen::V,vedieť,védeti
1313,sich erinnern an::V,pamätať si na,spómniti se
1314,vergessen::V,zabudnuť,pozábiti
1315,messen::V,merať,mériti
1316,zählen::V,počítať,štéti
1317,rechnen::V,rátať,račúnati
1318,rechnen::V,počítať,račúnati
1319,lesen::V,čítať,bráti
1320,lesen::V,čítať,čítati
1321,malen::V,maľovať,slíkati
1322,zeichnen::V,kresliť,rísati
1323,schreiben::V,písať,písati
1324,besitzen::V,mať,iméti
1325,besitzen::V,vlastniť,iméti
1326,kaufen::V,kúpiť,kupíti
1327,verkaufen::V,predať,prodáti
1328,bezahlen::V,zaplatiť,pláčati
1329,zahlen::V,platiť,plačeváti
1330,beherrschen::V,ovládať,obvládati
1331,ertragen::V,znášať,prenêsti
1332,ertragen::V,vydržať,prenêsti
