,Concept_ID,ko,bn
128,Tanne::N,전나무,দেবদারূ গাছ
129,Horn::N,뿔,শিং
130,Feder::N,깃털,পালক
131,Fell::N,피혁모피,রোম
132,Flügel::N,날개,ডানা
133,Klaue::N,갈고리 발톺,নখর
134,Kralle::N,발툭,নখর
135,Schwanz::N,꼬리,লেজ
136,Ei::N,알,ডিম
137,Nest::N,보금자리,কুলায়
138,Bau::N,굴,ডেরা
139,Tier::N,짐승,জন্তু
140,Herde::N,가축의떼,ঝাঁক
141,Kuh::N,암소,গোরু
142,Bulle::N,황소,বৃষ
143,Pferd::N,말,ঘোড়া
144,Schaf::N,양,ভেড়া
145,Schwein::N,돼지,শূকর
146,Hund::N,개,কুকুর
147,Katze::N,고양이,বেড়াল
148,Bär::N,콤,ভল্লুক
149,Eichhörnchen::N,다람쥐,কাঠবিড়াল
150,Elch::N,고라니,হরিণবিশেষ
151,Fuchs::N,여우,পাঁতিশিয়াল
152,Hase::N,토끼,শশক
153,Maus::N,쥐,নেংটি ইঁদুর
154,Wolf::N,늑대,নেকড়ে
155,Vogel::N,새,পক্ষী
156,Schwarm::N,뗴,ঝাঁক
157,Huhn::N,암탉,মোরগ
158,Hahn::N,수탉,কুক্কুট
159,Gans::N,거위,হংসী
160,Adler::N,수리,ইগল
161,Ente::N,오리,হংসী
162,Eule::N,부엉이,পেচক
163,Kranich::N,두루미,সারস
164,Krähe::N,까마귀,কাক
165,Kuckuck::N,뻐꾸기,কোকিল
166,Schwan::N,배조,মরাল
167,Fisch::N,물고기,মাছ
168,Barsch::N,농어,মৎন্যবিশেষ
169,Hecht::N,에속스,বানমাছ
170,Schlange[Tier]::N,뱀,সর্প
171,Wurm::N,벌레,কীট
172,Spinne::N,거미,মাকড়সা
173,Ameise::N,개미,পিপীলিকা
174,Laus::N,이,উকুন
175,Mücke::N,모기,মশা
176,Fliege::N,날기,মাছি
177,Schmetterling::N,나비,প্রজাপতি
178,Beere::N,장과,বেরি
179,Apfel::N,사과,আপেল
180,Pilz::N,고방이,ছত্রক
181,Zwiebel::N,양파,পিয়াজ
182,Saat::N,씨,বীজ
183,Korn::N,알맹이,শস্য
184,Heu::N,건초,খড়
185,Schale::N,피상,খোসা
186,Falle::N,함정,ফাঁদ
187,Schlinge::N,올가미,পাশ
188,Schlinge::N,멜빵붕대,পাশ
189,Spur::N,발지국,চিহ্ন
190,Asche::N,재,ভস্ম
191,Dreck::N,똥,ময়লা
192,Dreck::N,오물,ময়লা
193,Eisen::N,쇠,লোহা
194,Eisen::N,철,লোহা
195,Gold::N,항금,স্বর্ণ
196,Silber::N,은,রৌপ্য
197,Kohle::N,슻,অঙ্গার
198,Glas::N,유리,কাচ
199,Lehm::N,찰흙,মৃত্তিকা
200,Sand::N,모래,বালি
201,Mensch::N,사람,নর
202,Mensch::N,사람,মানুষ
203,Mann::N,남자,মানুষ
204,Frau::N,여자,নারী
205,Kind::N,아이,বাচ্চা
206,Junge::N,소녁,ছেলে
207,Mädchen::N,소녀,মেয়ে
208,Familie::N,가족,পরিবার
209,Großvater::N,할아버지,মাতামহ
210,Großmutter::N,할머니,মাতামহী
211,Eltern::N,어버오,মাতাপিতা
212,Vater::N,아버지,পিতা
213,Mutter::N,어머니,মাতা
214,Sohn::N,아들,ছেলে
215,Tochter::N,딸기,মেয়ে
216,Bruder::N,형제,দাদা
217,Schwester::N,누이,বোন
218,Schwester::N,누이,দিদি
219,Onkel::N,백부,মামা
220,Tante::N,아주머니,মাসী
221,Ehemann::N,남편,স্বামী
222,Ehefrau::N,아내,পত্নী
223,Freude::N,기쁨,উল্লাস
224,Gelächter::N,웃음,হাসি
225,Glück::N,즐거움,সুখ
226,Kummer::N,슬픔,দুঃখ
227,Wunsch::N,소망,আকাঙ্ক্ষা
228,Geist::N,할기,আত্না
229,Gedanke::N,상념,চিন্তা
230,Gedächtnis::N,기억,স্মরণশক্তি
231,Verstand::N,분별,মন
232,Verstand::N,지능,মন
233,Sinn::N,센스,পদার্থ
234,Grund::N,까닭,কারণ
235,Wahrheit::N,참,সত্য
236,Wahrheit::N,진실,সত্য
237,Gespräch::N,대화,কথাবার্তা
238,Märchen::N,동화,রূপকথা
239,Erzählung::N,이야기,গল্প
240,Neuigkeit::N,뉴스,খবরাখবর
241,Name::N,이름,নাম
242,Rätsel::N,수수께끼,ধাঁধা
243,Rede::N,연설,বক্তৃতা
244,Sprache::N,말,ভাষা
245,Stimme::N,목소리,স্বর
246,Wort::N,낱말,শব্দ
247,Zeichen::N,신호,প্রতীক
248,Ruf::N,부름,ডাক
249,Lärm::N,소동,হৈচৈ
250,Laut::N,음성,ধ্বনি
251,Ton::N,목소리,স্বর
252,Lied::N,노래,গান
253,Ruhe::N,쉼,শান্তি
254,Leute::N,사람들,প্রজাপুঞ্জ
255,Volk::N,국중,জাতি
256,Arbeit::N,근로,চাকরি
257,Arbeit::N,너무,চাকরি
258,Gast::N,손님,অতিথি
259,Geschenk::N,행하,উপহার
260,Spiel::N,무리,খেলা
261,Gesellschaft::N,교제,সঙ্গিগণ
262,Hilfe::N,거들음,সাহায্য
263,Hilfe::N,보좌,সাহায্য
264,Freund::N,친구,বন্ধু
265,Kamerad::N,동실자,সঙ্গী
266,Angelegenheit::N,용무,বিষয়
267,Anzahl::N,어떤,পরিমাণ
268,Anzahl::N,수,পরিমাণ
269,Art::N,정류,রকম
270,Stück::N,일부분,টুকরো
271,Teil::N,몱,অংশ
272,Teil::N,구훠,অংশ
273,Hälfte::N,2분의,অর্ধেক
274,Kreis::N,고리,বৃত্ত
275,Kreuz::N,열십자,ক্রুশ
276,Linie::N,선,রেখা
277,Strich::N,스침,কষি
278,Abstand::N,거리,ফাঁক
279,Entfernung::N,거리,ব্যবধান
280,Gegend::N,곳,ক্ষেত্র
281,Gegend::N,부금,ক্ষেত্র
282,Platz::N,장소,জায়গা
283,Ort::N,장소,স্থান
284,Seite::N,옆면,পার্শ্ব
285,Mitte::N,궁간,মধ্য
286,Gegenstand::N,항목,জিনিস
287,Sache::N,뭉에,বস্তু
288,Rand::N,가,কানা
289,Kante::N,귀퉁,ধার
290,Ecke::N,구석,কোণ
291,Spitze::N,끝,ডগা
292,Spitze::N,참단,ডগা
293,Ende::N,말당,প্রান্ত
294,Loch::N,빙옷,গর্ত
295,Winkel::N,각도,কোণ
296,Muster::N,본,নমুন্
297,Muster::N,견복,নমুন্
298,Größe::N,신장,আয়তন
299,Länge::N,길이긺,দৈর্ঘ্য
300,Höhe::N,높이,উচ্চতা
301,Gewicht::N,추,ওজন
302,Menge::N,수양,পরিমাণ
303,Haufen::N,퇴적,পুঞ্জ
304,Reihe::N,열,শ্রেণী
305,Boot::N,보트,নৌকা
306,Ruder::N,노,দাঁড়
307,Schlitten::N,썰매,স্নেজ্-গাড়ি
308,Ski::N,스키,শী
309,Lagerfeuer::N,캠프의 모닥불,অগ্নি
310,Last::N,무거운짐,বোঝা
311,Gang::N,걸음,হণ্টন
312,Schritt::N,보조,পদ
313,Norden::N,북쪽 ,উত্তরদিক্
314,Süden::N,남쪽,দক্ষিণদিক
315,Westen::N,서쪽,পশ্চিমদিক্
316,Osten::N,동쪽,পূর্বদিক
317,Holz::N,목재,কাঠ
318,Brett::N,마루널,তক্তা
319,Platte::N,탤,ফলক
320,Platte::N,금속판,ফলক
321,Stütze::N,버팀목,নাগদণ্ড
322,Stange::N,장대,দণ্ড
323,Stock::N,막대기,ছড়ি
324,Stab::N,작대기,যষ্টি
325,Rohr::N,갈대,নল
326,Haus::N,집,ঘর
327,Heim::N,집,বাসা
328,Ofen::N,아궁이,স্টোভ্
329,Fußboden::N,마루,গহতল
330,Tisch::N,탁자,মেজ
331,Tisch::N,탁자,টেবিল
332,Stuhl::N,의자,চেয়ার
333,Stuhl::N,의자,কেদারা
334,Wiege::N,발상지,দোলনা
335,Bett::N,침대,শয্যা
336,Regal::N,서가,তাক
337,Kiste::N,짐궤,বাক্স
338,Fenster::N,눔,জানালা
339,Tür::N,문,দ্বার
340,Tor::N,대문,দ্বার
341,Zaun::N,담장,বেড়া
342,Dach::N,지붕,ছাদ
343,Leiter::N,사닥다리,মই
344,Besen::N,비,গুল্মবিশেষ
345,Spaten::N,가래,কোদাল
346,Schaufel::N,삽,বেলচা
347,Gabel::N,갈래,কাঁটা
348,Löffel::N,숟가락,চামচ
349,Messer::N,나이프,ছুরি
350,Nagel::N,발툽,পেরেক
351,Netz::N,그물,জাল
352,Haken::N,갈고리,কাচি
353,Griff::N,움켜쥠,হাতল
354,Schloss::N,자물쇠,তালা
355,Bild::N,그림,ছবি
356,Bild::N,그림,চিত্র
357,Figur::N,몸메,আকার
358,Puppe::N,인형,পুতুল
359,Beutel::N,클,বটুয়া
360,Bündel::N,자근다발,আঁটি
361,Tasche::N,가방,থলি
362,Eimer::N,동이,বাল্তি
363,Deckel::N,뚜껑,আবরণ
364,Geschirr::N,식시,থালা-বাসন
365,Sack::N,조갑,বস্তা
366,Tasse::N,차잔,কাপ
367,Topf::N,단지,পাত্র
368,Kessel::N,주전자,কেটলি
369,Essen::N,먹기,আহার
370,Nahrung::N,식료,খাদ্য
371,Speise::N,음식물,খাদ্য
372,Fleisch::N,고기,মাংস
373,Getreide::N,곡물,শস্য
374,Brei::N,젤리,মণ্ড
375,Brot::N,빵,রুটি
376,Scheibe::N,원반,ফালি
377,Fett::N,기름,মেদ
378,Butter::N,버터,মাখন
379,Öl::N,올리브유,তৈল
380,Salz::N,소금,নুন
381,Suppe::N,국,শুরুয়া
382,Suppe::N,수프,শুরুয়া
383,Honig::N,감미,মধু
384,Milch::N,유즙,দুধ
385,Tee::N,차,চা
386,Leder::N,가죽,পাকা চামড়া
387,Wolle::N,양털,পশম
388,Stoff::N,패료,বস্ত্র
389,Nadel::N,바늘,সুচ
390,Faden::N,콘실,সূত্র
391,Knopf::N,단추,বোতাম
392,Knoten::N,곁절,গিঁট
393,Farbe::N,색,রং
394,Kleidung::N,옷입기,কাপড়
395,Hemd::N,속옷,শার্ট
396,Kragen::N,깃,গলবন্ধ
397,Ärmel::N,소매,আস্তিন্
398,Hose::N,바지,ট্রাউজার
399,Gürtel::N,밴드,কটিবন্ধ
400,Mütze::N,모자,টুপি
401,Schuh::N,구두,জুতো
402,Stiefel::N,장화,বুট
403,Ring::N,고리,আংটি
404,Band::N,리본,ফিতা
405,Kamm::N,빗,চিরুনি
406,Spiegel::N,거울,আয়না
407,Riemen::N,가죽끈,চাবুক
408,Schnur::N,밧줄,দড়ি
409,Leine::N,고삐줄,শিকল
410,Decke::N,이부자리,কম্বল
411,Kissen::N,깔개,উপাধান
412,Tuch::N,천,বস্ত্র
413,Handtuch::N,수건,তোয়ালে
414,Kraft::N,세력,জোর
415,Stärke::N,힘,শক্তি
416,Gesundheit::N,위생,স্বাস্থ্য
417,Krankheit::N,병,অসুখ
418,Krankheit::N,병,ব্যামো
419,Schmerz::N,아픔고통,যন্ত্রণা
420,Wunde::N,상처,ক্ষত
421,Fieber::N,열별,জ্বর
422,Arznei::N,약,ঔষধ
423,Brücke::N,교량,সেতু
424,Brunnen::N,원천,কূপ
425,Weide::N,목장,পশুচারণভূমি
426,Pfad::N,좁은길,পথ
427,Weg::N,길,পথ
428,Straße::N,길,রাস্তা
429,Dorf::N,촌,গ্রাম
430,Dorf::N,촌락,গ্রাম
431,Stadt::N,도시,শহর
432,Brief::N,서한,চিঠি
433,Buch::N,책,বই
434,Buchstabe::N,문자,অক্ষর
435,Zeitung::N,신문,সংবাদপত্র
436,Leben::N,삶,জীবন
437,Tod::N,죽음,মৃত্যু
438,Grab::N,무덤,কবর
439,Kirche::N,교회,গির্জা
440,Sünde::N,부정,পাপ
441,Gott::N,하느님,দেবতা
442,Arbeiter::N,일하는사람,শ্রমিক
443,Chef::N,사장,নেতা
444,Meister::N,명인,ব্যক্তি
445,Meister::N,대가,ব্যক্তি
446,Arzt::N,의사,চিকিৎসক
447,Lehrer::N,교사,অধ্যাপক
448,Geld::N,돈,মুদ্রা
449,Geld::N,돈,টাকাপয়সা
450,Geschäft::N,일,ব্যস্ততা
451,Laden::N,가게,দোকান
452,Preis::N,가격,মূল্য
453,Ware::N,상품,পণ্যদ্রব্য
454,Nutzen::N,이익,সুবিধা
455,Reichtum::N,많음,ধনদৌলত
456,Welt::N,세상,জগৎ
457,Land::N,지방,খেত
458,Staat::N,국가,রাষ্ট্র
459,König::N,국왕,রাজা
460,Macht::N,힘,প্রভাব
461,Grenze::N,국경,সীমা
462,Krieg::N,전쟁,যুদ্ধ
463,Feind::N,적,শত্রু
464,Gewalt::N,권력,জোর
465,Kampf::N,전투,লড়াই
466,Bogen[Waffe]::N,활,ধনুক
467,Pfeil::N,화살,বাণ
468,Gewehr::N,무기,বন্দুক
469,Fehler::N,오류,ভুল
470,Lüge::N,거짓말,মিথ্যা
471,Schaden::N,손상,ক্ষতি
472,Unglück::N,불행,দুর্ভাগ্য
473,Schuld::N,부채,অপরাধ
474,Alter::N,연령,আয়ু
475,Schluss::N,마감,শেষ
476,Zeit::N,때,সময়
477,Zeit::N,시간,সময়
478,Tag::N,하루,দিন
479,Morgen::N,이침,সকাল
480,Mittag::N,대낮,মধ্যাহু
481,Abend::N,저녁,সন্ধ্যা
482,Nacht::N,밤,রাত্রি
483,Woche::N,근무일,সপ্তাহ
484,Monat::N,달,মাস
485,Jahr::N,해,সৌরবর্ষ
486,Frühling::N,봄,বসন্তকাল
487,Sommer::N,여름,গ্রীষ্মকাল
488,Herbst::N,가을,শরংঋতু
489,Winter::N,겨울,শীতকাল
490,Januar::N,일월,জানুয়ারী
491,Februar::N,이월,ফেব্রুয়ারী
492,März::N,삼월,মার্চ
493,April::N,사월,এপ্রিল
494,Mai::N,오월,মে
495,Juni::N,유월,জুন
496,Juli::N,칠월,জুলাই
497,August::N,팔월,অগাস্ট
498,September::N,구월,সেপ্টেম্বর
499,Oktober::N,시월,অক্টোবর
500,November::N,십일월,নভেম্বর
501,Dezember::N,십이월,ডিসেম্বর
502,Montag::N,월요일,সোমবার
503,Dienstag::N,화요일,মঙ্গলবার
504,Mittwoch::N,수요일,বুধবার
505,Donnerstag::N,모교일,বৃহম্পতিবার
506,Freitag::N,그묘일,শুক্রবার
507,Samstag::N,토요일,শনিবার
508,Sonntag::N,일요일,রবিবার
509,groß::A,큰,বৃহৎ
510,klein::A,자근,ছোট
511,lang::A,긴,দীর্ঘ
512,kurz::A,짧은,খর্ব
513,kurz::A,짧은,হ্রস্ব
514,breit::A,넓은,চওড়া
515,schmal::A,좁은,সরু
516,dicht::A,농밀한,ঘন
517,dick[Gegenstand]::A,두꺼운,পুরু
518,dünn::A,얇은,কৃশ
519,fein::A,미세한,সূক্ষ্ম
520,fest::A,굳은,দৃঢ়
521,flach::A,얕은,সমতল
522,glatt::A,반들반들한,মসৃণ
523,hart::A,굳은,শক্ত
524,weich::A,연한,নরম
525,rund::A,둥근,গোলাকার
526,spitz::A,뾰족한,তীক্ষ্ন
527,scharf::A,날카로운,শাণিত
528,stumpf::A,무딘,ভোঁতা
529,schwer::A,무거운,ভারী
530,schön::A,멋진,সুন্দর
531,heiß::A,뜨거운,গরম
532,warm::A,따뜻한,ঈষদুষ্ণ
533,kalt::A,찬,ঠাণ্ডা
534,kühl::A,서늘한,শীতল
535,frisch::A,신선한,তাজা
536,feucht::A,축축한,ভিজা
537,nass::A,젖은,ভিজা
538,trocken::A,마른,শুষ্ক
539,voll::A,완전한,পূর্ণ
540,leer::A,빈,খালি
541,offen::A,열린,খোলা
542,geschlossen::A,닫힌,বন্ধ
543,sauber::A,깨끗한,নির্মল
544,schmutzig::A,더러운,নোংরা
545,roh::A,날게잇의,কাঁচা
546,reif::A,이근,পাকা
547,lecker::A,맛있는,সুস্বাদ
548,süß::A,단,মিষ্ট
549,bitter::A,찌르는듯한,তিক্ত
550,sauer::A,산성의,টক
551,hell::A,밝은,উজ্জ্বল
552,dunkel::A,어두운,অন্ধকারময়
553,schwarz::A,검은,কালো
554,weiß::A,하얀,সাদা
555,rot::A,붉은,লাল
556,gelb::A,황색,হলদে
557,blau::A,푸른,নীল
558,grün::A,녹색의,সবুজ
559,grau::A,회색의,ছাই-রঙা
560,bunt::A,알록달록한,রঙিন
561,billig::A,싼,সস্তা
562,teuer::A,값비산,আক্রা
563,wertvoll::A,가치가많은,মহার্ঘ
564,blind::A,눈먼,কানা
565,taub::A,무감간한,বধির
566,kräftig::A,강장한,বিশাল
567,stark::A,강한,শক্তিশালী
568,schwach::A,약한,দুর্বল
569,fett::A,실찐,মোটা
570,schlank::A,호리호리한,কৃশ
571,hübsch::A,예쁜,সুন্দর
572,böse::A,나쁜,খারাপ
573,dumm::A,어리석은,মূর্খ
574,faul::A,너덜너덜한,শ্রমবিমুখ
575,fleißig::A,근면한,পরিশ্রমী
576,geizig::A,인색한,ব্যয়কুণ্ঠ
577,geschickt::A,교묘한,পটু
578,lieb::A,친애하는,প্রেয়
579,lustig::A,유쾌한,প্রফুল্ল
580,sanft::A,온화한,নম্র
581,hungrig::A,배고픈,ক্ষুধার্ত
582,krank::A,병든,অসুস্থ
583,nackt::A,벌거벗은,উলঙ্গ
584,traurig::A,슬픈,দুঃখিত
585,lebendig::A,살아있는,জীবিত
586,gut::A,좋은,ভালো
587,schlecht::A,나쁜,মন্দ
588,richtig::A,바른,ঠিক
589,schlimm::A,못된,কদর্য
590,wahr::A,참된,বাস্তব
591,alt::A,늙은,পুরাতন
592,neu::A,새,নব
593,neu::A,새,নূতন
594,ehemalig::A,전의,পূর্বকালীন
595,alt[Lebewesen]::A,낡은,বৃদ্ধ
596,jung::A,젊은,তরুণ
597,arm::A,가난한,ক্ষুদ্র
598,reich::A,풍부한,ধনবান্
599,bekannt::A,저명한,সুপরিচিত
600,berühmt::A,유명한,বিখ্যাত
601,fremd::A,타처이,বিদেশি
602,verschieden::A,따른,বিসদৃশ
603,nah::A,가까운,নিকটবতী
604,fern::A,먼,দুরবতী
605,linker::A,왼쭉의,বাম
606,rechter::A,오른쪽의,ডান
607,rechter::A,오른쪽의,ডাইন
608,anderer::A,다른,অন্যতর
609,erster::A,첫째,প্রথম
610,zweiter::A,둘째,দ্বিতীয়
611,dritter::A,셋째,তৃতীয়
612,letzter::A,의후자의,সর্বশেষ
613,allein::ADV,훌로,একক
614,auf einmal::ADV,갑자기,জলদি
615,zusammen::ADV,모아서,একসঙ্গে
616,lange::ADV,오래,লম্বা
617,plötzlich::ADV,둘연한,হঠাৎ
618,sofort::ADV,즉시,মুহ্ণর্তমধ্যে
619,später::ADV,보다늦은,পশ্চাতে
620,jetzt::ADV,목하,এখন
621,heute::ADV,오늘,আজ
622,morgen::ADV,내일,আগামিকাল
623,bald::ADV,곱,অস্পকালমধ্যে
624,dann::ADV,그경우에,তখন
625,gestern::ADV,어제,গতকাল
626,einst::ADV,옛날에,একবার মাত্র
627,damals::ADV,그때에,তখন
628,danach::ADV,그 뒤에,পরে
629,vorher::ADV,미리,আগে
630,zuerst::ADV,최초로,আগে
631,einmal::ADV,한번,একবার
632,manchmal::ADV,땓대로,কখনও কখনও
633,oft::ADV,땓대로,ঘনঘন
634,immer::ADV,늘,সর্বদা
635,niemals::ADV,결코...(하지)않다,কখলও নহে
636,hier::ADV,여기,এখানে
637,hierhin::ADV,여기로,এখানে
638,dort::ADV,거기,ওখানে
639,dorthin::ADV,저기예,ওখানে
640,geradeaus::ADV,곧장,অগ্রগামী
641,vorwärts::ADV,앞으로,সন্মুখিকে
642,rückwärts::ADV,뒤로,খিরিয়া
643,zurück::ADV,제자리로,পিঠ
644,unten::ADV,아래에,নীচে
645,hinab::ADV,아래쪽으로,নিম্নগামী
646,oben::ADV,위에,উপরে
647,hinauf::ADV,위쪽으로,উচ্চতর অংশে
648,überall::ADV,도처에,সর্বত্র
649,nicht::ADV,안,না
650,ein wenig::ADV,적음,অল্প
651,kaum::ADV,가의,কষ্টসহকাবে
652,sehr::ADV,자주,খুব
653,so::ADV,그와같이,তত
654,noch::ADV,아직,এখন পর্যস্ত
655,nur::ADV,다만,শুধু
656,schon::ADV,이미,ইতঃপুর্বে
657,wieder::ADV,다시,আবার
658,vergebens::ADV,헛되이,বিফলে
659,vor::PRP,앞에,সম্মুখে
660,hinter::PRP,뒤에,পশ্চাতে
661,unter::PRP,잍에,নীচে
662,durch::PRP,통고하여,দ্বারা
663,neben::PRP,와나란히,কাছে
664,zwischen::PRP,의사이로,মধ্যে
665,wegen::PRP,때문에,জন্য
666,dies::PRN,이,এটা
667,das::PRN,저,ওটা
668,alles::PRN,모든것,সব
669,ich::PRN,나,আমি
670,du::PRN,너,তুমি
671,er::PRN,그,উনি
672,wir::PRN,우리,আমরা
673,ihr::PRN,너희들,তোমরা
674,sie::PRN,그들,তারা
675,was::FPRN,뭣,কি
676,wer::FPRN,누구,কে
677,wo::FADV,어디,কোথায়
678,wohin::FADV,어디로,কোথায়
679,wie::FADV,어떻게,কেমন
680,warum::FADV,왜,কেন
681,wieviel::FNUM,얼마만큰,কত
682,eins::NUM,하나,অক
683,zwei::NUM,둘,দুই
684,drei::NUM,셋,তিন
685,vier::NUM,넷,চার
686,fünf::NUM,다섯,পাঁচ
687,sechs::NUM,여섯,ছয়
688,sieben::NUM,일곱,সাত
689,acht::NUM,여덟,আট
690,neun::NUM,아홉,নয়
691,zehn::NUM,열,দশ
692,elf::NUM,열하나,এগারো
693,zwölf::NUM,열둘,দ্বাদশ
694,zwanzig::NUM,스물,বিশ
695,dreißig::NUM,서름,ত্রিশ
696,vierzig::NUM,마흔,চল্লিশ
697,fünfzig::NUM,숸,পঞ্চাশ
698,sechzig::NUM,에순,ষাট
699,siebzig::NUM,일흔,সত্তর
700,achtzig::NUM,여든,আশি
701,neunzig::NUM,아흔,নব্বুই
702,hundert::NUM,백,শত
703,tausend::NUM,천,হাজার
704,und::CNJ,와,আর
705,und::CNJ,와,এবং
706,oder::CNJ,아니면,বা
707,stehen::V,서다,দাঁড়ানো
708,sitzen::V,앉다,বসা
709,liegen::V,눕다,শোয়া
710,hängen::V,달다,ঝোলা
711,werden::V,되다,হইয়া উঠা
712,passieren::V,지장옶다,ঘটা
713,beginnen::V,시작되다,আরম্ভ হওয়া
714,enden::V,큳내다,শেষ হওয়া
715,wechseln::V,병경하다,রূপাস্তর করা
716,aufgehen[Sonne]::V,뜨다,উদিত হওয়া
717,untergehen[Sonne]::V,지다,অস্ত যাওয়া
718,scheinen[Sonne]::V,빛나다,আলো দেওয়া
719,donnern::V,천둥치다,বজ্রধ্বনি করা
720,wehen::V,풀다,প্রবাহিত হওয়া
721,strömen::V,흐르다,প্রবাহিত হওয়া
722,fließen::V,흐르다,ছুটা
723,sich drehen::V,돌다,পাক খাওয়া
724,schwanken::V,동요하다,দোলা
725,schwingen::V,흔들다,দোলা
726,fallen::V,떨어지다,পড়া
727,brennen::V,타다,সেঁকা
