,Concept_ID,da,nl
857,schwingen::V,svinge,zwieren
858,fallen::V,falde,vallen
859,brennen::V,brænde,branden
860,rauchen::V,ryge,roken
861,regnen::V,regne,regenen
862,gefrieren::V,fryse,bevriezen
863,tauen::V,tø,dooien
864,schmelzen::V,smelte,smelten
865,trocknen::V,tørre,drogen
866,sieden::V,koge,koken
867,sieden::V,koge,zieden
868,faulen::V,rådne,rotten
869,verfaulen::V,rådne,verrotten
870,reißen::V,briste,scheuren
871,versinken::V,synke,verzinken
872,versinken::V,synke ned,verzinken
873,vergehen::V,forløbe,vergaan
874,erscheinen::V,vise sig,opdagen
875,erscheinen::V,vise sig,verschijnen
876,verschwinden::V,forsvinde,verdwijnen
877,sinken::V,synke,zinken
878,abnehmen::V,aftage,afnemen
879,abnehmen::V,aftage,verminderen
880,zunehmen::V,tiltage,toenemen
881,steigen::V,stige,stijgen
882,steigen::V,stige,omhooggaan
883,wachsen::V,gro,groeien
884,wachsen::V,vokse,groeien
885,glänzen::V,glinse,glanzen
886,glänzen::V,glinse,schitteren
887,funkeln::V,tindre,fonkelen
888,lärmen::V,larme,lawaai maken
889,läuten::V,ringe,luiden
890,klingeln::V,ringe,bellen
891,klirren::V,klirre,rinkelen
892,brausen::V,bruse,bruisen
893,rauschen::V,suse,ruisen
894,klingen::V,lyde,klinken
895,klingen::V,klinge,klinken
896,bellen::V,gø,blaffen
897,heulen::V,hyle,huilen
898,blasen::V,blæse,blazen
899,pfeifen::V,fløjte,fluiten
900,schreien::V,skrige,gillen
901,schreien::V,skrige,schreeuwen
902,stöhnen::V,stønne,steunen
903,zittern::V,dirre,beven
904,zittern::V,dirre,sidderen
905,zittern::V,skælve,beven
906,zittern::V,skælve,sidderen
907,leben::V,leve,leven
908,geboren werden::V,fødes,geboren worden
909,atmen::V,ånde,ademen
910,trinken::V,drikke,drinken
911,essen::V,spise,eten
912,schlucken::V,synke,slikken
913,müde werden::V,blive træt,moe worden
914,einschlafen::V,falde i søvn,inslapen
915,schlafen::V,sove,slapen
916,aufwachen::V,vågne,ontwaken
917,aufwachen::V,vågne,wakker worden
918,aufstehen::V,stå op,opstaan
919,sich erholen::V,komme sig,zich ontspannen
920,krank werden::V,blive syg,ziek worden
921,krank sein::V,være syg,ziek zijn
922,schmerzen::V,smerte,pijn doen
923,husten::V,hoste,hoesten
924,genesen::V,komme sig,genezen
925,sterben::V,dø,sterven
926,sterben::V,dø,overlijden
927,umkommen::V,omkomme,omkomen
928,sich bewegen::V,bevæge sig,zich bewegen
929,sich rühren::V,røre på sig,zich verroeren
930,sich erheben::V,rejse sig,oprijzen
931,sich erheben::V,rejse sig,verrijzen
932,sich setzen::V,sætte sig,gaan zitten
933,laufen::V,løbe,lopen
934,schreiten::V,skride,stappen
935,schreiten::V,skride,schrijden
936,spazierengehen::V,gå en tur,gaan wandelen
937,eilen::V,ile,ijlen
938,eilen::V,ile,haasten
939,sich beeilen::V,skynde sig,zich haasten
940,sausen::V,suse,stuiven
941,rennen::V,løbe,rennen
942,rennen::V,rende,rennen
943,springen::V,hoppe,springen
944,springen::V,springe,springen
945,klettern::V,klatre,klimmen
946,klettern::V,klatre,klauteren
947,schaukeln::V,gynge,schommelen
948,kriechen::V,krybe,kruipen
949,schwimmen::V,svømme,zwemmen
950,tauchen::V,dykke,duiken
951,rudern::V,ro,roeien
952,fahren::V,køre,rijden
953,fliegen::V,flyve,vliegen
954,gehen::V,gå,gaan
955,weggehen::V,gå bort,weggaan
956,abfahren::V,køre bort,vertrekken
957,anhalten::V,standse,stoppen
958,anhalten::V,standse,stilhouden
959,hineingehen::V,gå ind,ingaan
960,hineingehen::V,gå ind,binnengaan
961,eintreten::V,træde ind,binnenkomen
962,kommen::V,komme,komen
963,ankommen::V,ankomme,aankomen
964,zurückkommen::V,komme tilbage,terugkomen
965,bleiben::V,blive,blijven
966,bleiben::V,forblive,blijven
967,warten::V,vente,wachten
968,erwarten::V,vente,verwachten
969,erwarten::V,afvente,verwachten
970,suchen::V,søge,zoeken
971,finden::V,finde,vinden
972,versuchen::V,forsøge,proberen
973,versuchen::V,forsøge,beproeven
974,vorbereiten::V,forberede,voorbereiden
975,lieben::V,elske,houden van
976,mögen::V,holde af,lusten
977,mögen::V,holde af,houden van
978,mögen::V,kunne lide,lusten
979,mögen::V,kunne lide,houden van
980,lachen::V,le,lachen
981,rühren::V,røre,roeren
982,weinen::V,græde,huilen
983,weinen::V,græde,schreien
984,schimpfen::V,skænde,kijven
985,schimpfen::V,skænde,schelden
986,sich ärgern::V,ærgre sig,zich ergeren
987,sich fürchten::V,være bange,bang zijn
988,fürchten::V,være bange for,vrezen
989,fliehen::V,flygte,vluchten
990,flüchten::V,flygte,ontsnappen
991,flüchten::V,flygte,ontkomen
992,sehen::V,se,zien
993,anschauen::V,se på,aankijken
994,anschauen::V,betragte,aankijken
995,ansehen::V,anse,aanzien
996,ansehen::V,anse,bekijken
997,hören::V,høre,horen
998,zuhören::V,høre til,luisteren
999,probieren::V,smage,proeven
1000,probieren::V,smage på,proeven
1001,riechen::V,lugte,ruiken
1002,fühlen::V,føle,voelen
1003,scheinen::V,synes,lijken
1004,zu sehen sein::V,synes,te zien zijn
1005,vernehmen::V,erfare,vernemen
1006,frieren::V,fryse,het koud hebben
1007,tun::V,gøre,doen
1008,können::V,kunne,kunnen
1009,wollen::V,ville,willen
1010,anfangen::V,begynde,beginnen
1011,anfangen::V,begynde,aanvangen
1012,beenden::V,afslutte,beëindigen
1013,aufhören::V,ophøre,ophouden
1014,aufhören::V,holde op,ophouden
1015,gelingen::V,lykkes,lukken
1016,gelingen::V,lykkes,gelukken
1017,geraten::V,blive,uitvallen
1018,öffnen::V,åbne,openen
1019,öffnen::V,åbne,opendoen
1020,schließen::V,lukke,sluiten
1021,schließen::V,lukke,dichtdoen
1022,stellen::V,stille,stellen
1023,stellen::V,stille,plaatsen
1024,setzen::V,sætte,zetten
1025,setzen::V,sætte,plaatsen
1026,legen::V,lægge,leggen
1027,berühren::V,berøre,aanraken
1028,verbinden::V,forbinde,verbinden
1029,bedecken::V,dække,bedekken
1030,bedecken::V,bedække,bedekken
1031,aufhängen::V,hænge,ophangen
1032,aufhängen::V,hænge op,ophangen
1033,anzünden::V,tænde,aansteken
1034,anzünden::V,antænde,aansteken
1035,aufheben::V,løfte,oprapen
1036,aufheben::V,tage op,oprapen
1037,zurücklassen::V,lade tilbage,achterlaten
1038,verlieren::V,miste,verliezen
1039,fallen lassen::V,tabe,laten vallen
1040,fallen lassen::V,droppe,laten vallen
1041,machen::V,gøre,maken
1042,herstellen::V,fremstille,produceren
1043,herstellen::V,fremstille,voortbrengen
1044,bauen::V,bygge,bouwen
1045,reparieren::V,reparere,repareren
1046,reparieren::V,reparere,herstellen
1047,verbessern::V,rette,verbeteren
1048,verbessern::V,forbedre,verbeteren
1049,ändern::V,ændre,wijzigen
1050,ändern::V,ændre,veranderen
1051,graben::V,grave,graven
1052,beugen::V,bøje,buigen
1053,biegen::V,bøje,buigen
1054,drehen::V,dreje,draaien
1055,wenden::V,vende,keren
1056,wenden::V,vende,wenden
1057,umdrehen::V,dreje om,omdraaien
1058,heben::V,hæve,heffen
1059,heben::V,hæve,optillen
1060,hochheben::V,løfte,tillen
1061,ergreifen::V,gribe fat i,pakken
1062,ergreifen::V,gribe fat i,grijpen
1063,halten::V,holde,houden
1064,drücken::V,trykke,drukken
1065,schieben::V,skyde,duwen
1066,schieben::V,skyde,schuiven
1067,schieben::V,skubbe,duwen
1068,schieben::V,skubbe,schuiven
1069,kratzen::V,klø,krassen
1070,kratzen::V,kradse,krassen
1071,lecken::V,slikke,likken
1072,beißen::V,bide,bijten
1073,abreißen::V,rive af,afrukken
1074,abreißen::V,rive af,afscheuren
1075,abschneiden::V,skære af,afsnijden
1076,binden::V,binde,binden
1077,stecken::V,stikke,steken
1078,brechen::V,brække,breken
1079,klopfen::V,banke,kloppen
1080,hauen::V,hugge,houwen
1081,kleben::V,klistre,plakken
1082,reiben::V,gnide,wrijven
1083,streichen::V,smøre,smeren
1084,schleifen::V,slibe,slijpen
1085,schneiden::V,skære,snijden
1086,schneiden::V,klippe,snijden
1087,rütteln::V,ruske,schudden
1088,schütteln::V,ryste,schudden
1089,schwenken::V,svinge,wuiven
1090,schwenken::V,svinge,zwaaien
1091,schütten::V,hælde,gieten
1092,schütten::V,hælde,storten
1093,füllen::V,fylde,vullen
1094,einwickeln::V,pakke ind,inwikkelen
1095,tragen::V,bære,dragen
1096,schleppen::V,slæbe,slepen
1097,ziehen::V,trække,trekken
1098,aufbewahren::V,opbevare,bewaren
1099,werfen::V,kaste,gooien
1100,fangen::V,fange,vangen
1101,packen::V,gribe,pakken
1102,packen::V,gribe,vastpakken
1103,verstecken::V,gemme,verstoppen
1104,teilen::V,dele,delen
1105,schicken::V,sende,sturen
1106,bringen::V,bringe,brengen
1107,hinzufügen::V,tilføje,toevoegen
1108,bekommen::V,få,verkrijgen
1109,erhalten::V,få,krijgen
1110,nehmen::V,tage,nemen
1111,wählen::V,vælge,kiezen
1112,wählen::V,vælge,verkiezen
1113,auswählen::V,udvælge,uitkiezen
1114,bewahren::V,bevare,bewaren
1115,behindern::V,hindre,hinderen
1116,behindern::V,forhindre,hinderen
1117,verderben::V,ødelægge,bederven
1118,beschädigen::V,beskadige,beschadigen
1119,zerbrechen::V,brække itu,breken
1120,zerbrechen::V,brække itu,stukbreken
1121,zerreißen::V,rive itu,scheuren
1122,zerreißen::V,rive itu,verscheuren
1123,zerstören::V,ødelægge,vernielen
1124,verbrennen::V,brænde,branden
1125,verbrennen::V,brænde,verbranden
1126,geben::V,give,geven
1127,reichen::V,række,reiken
1128,reichen::V,række,aanreiken
1129,schenken::V,forære,schenken
1130,versprechen::V,love,beloven
1131,wünschen::V,ønske,wensen
1132,loben::V,rose,loven
1133,loben::V,rose,prijzen
1134,küssen::V,kysse,kussen
1135,wiegen::V,vugge,wiegen
1136,zudecken::V,dække til,toedekken
1137,wecken::V,vække,wekken
1138,zeigen::V,vise,tonen
1139,zeigen::V,vise,wijzen
1140,führen::V,føre,voeren
1141,lehren::V,lære,leren
1142,unterrichten::V,undervise,onderwijzen
1143,aufziehen::V,opdrage,grootbrengen
1144,leiten::V,lede,leiden
1145,antreiben::V,skynde på,aandrijven
1146,lassen::V,få til at,laten
1147,einladen::V,indbyde,uitnodigen
1148,einladen::V,invitere,uitnodigen
1149,vereinigen::V,forene,verenigen
1150,besuchen::V,besøge,bezoeken
1151,treffen::V,møde,treffen
1152,treffen::V,møde,ontmoeten
1153,sich versammeln::V,forsamles,zich verzamelen
1154,spielen::V,lege,spelen
1155,spielen::V,spille,spelen
1156,singen::V,synge,zingen
1157,tanzen::V,danse,dansen
1158,sich trennen::V,skilles,van elkaar gaan
1159,verlassen::V,forlade,verlaten
1160,retten::V,redde,redden
1161,bewachen::V,bevogte,bewaken
1162,schützen::V,skærme,beschermen
1163,schützen::V,beskytte,beschermen
1164,verteidigen::V,forsvare,verdedigen
1165,sich schlagen::V,slås,knokken
1166,schießen::V,skyde,schieten
1167,siegen::V,sejre,overwinnen
1168,ärgern::V,ærgre,ergeren
1169,schlagen::V,slå,slaan
1170,treten::V,sparke,trappen
1171,treten::V,sparke,schoppen
1172,stechen::V,stikke,steken
1173,stechen::V,stikke,prikken
1174,stoßen::V,støde,stoten
1175,stehlen::V,stjæle,stelen
1176,stören::V,forstyrre,storen
1177,stören::V,forstyrre,verstoren
1178,belästigen::V,genere,lastig vallen
1179,belästigen::V,ulejlige,lastig vallen
1180,verbergen::V,skjule,verbergen
1181,täuschen::V,villede,misleiden
1182,betrügen::V,bedrage,bedriegen
1183,töten::V,dræbe,doden
1184,wohnen::V,bo,wonen
1185,arbeiten::V,arbejde,werken
1186,sammeln::V,samle,inzamelen
1187,sammeln::V,samle,verzamelen
1188,pflücken::V,plukke,plukken
1189,jagen::V,jage,jagen
1190,fischen::V,fiske,vissen
1191,fassen::V,fange,vangen
1192,hüten::V,vogte,hoeden
1193,treiben::V,drive,drijven
1194,anbinden::V,binde fast,vastbinden
1195,füttern::V,fodre,voeren
1196,melken::V,malke,melken
1197,hacken::V,hakke,hakken
1198,gießen::V,hælde,gieten
1199,reifen::V,modne,rijpen
1200,zubereiten::V,tilberede,klaarmaken
1201,zubereiten::V,tilberede,toebereiden
1202,kochen::V,koge,koken
1203,backen::V,bage,bakken
1204,braten::V,stege,braden
1205,umrühren::V,røre om,omroeren
1206,stricken::V,strikke,breien
1207,nähen::V,sy,naaien
1208,färben::V,farve,verven
1209,färben::V,farve,kleuren
1210,reinigen::V,rense,reinigen
1211,reinigen::V,gøre ren,reinigen
1212,waschen::V,vaske,wassen
1213,abwischen::V,tørre af,afvegen
1214,spülen::V,skylle,spoelen
1215,spülen::V,skylle,afwassen
1216,fegen::V,feje,vegen
1217,kehren::V,feje,vegen
1218,baden::V,bade,baden
1219,sich waschen::V,vaske sig,zich wassen
1220,ausziehen::V,tage af,uittrekken
1221,anziehen::V,tage på,aantrekken
1222,sich anziehen::V,klæde sig på,zich aankleden
1223,kämmen::V,rede,kammen
1224,kämmen::V,frisere,kammen
1225,schmücken::V,pynte,tooien
1226,schmücken::V,smykke,tooien
1227,sagen::V,sige,zeggen
1228,sprechen::V,snakke,spreken
1229,reden::V,tale,praten
1230,reden::V,snakke,praten
1231,sich unterhalten::V,snakke sammen,zich onderhouden
1232,fragen::V,spørge,vragen
1233,bitten::V,bede,vragen
1234,bitten::V,bede,verzoeken
1235,erzählen::V,berette,vertellen
1236,erzählen::V,fortælle,vertellen
1237,mitteilen::V,meddele,meedelen
1238,nennen::V,nævne,noemen
1239,rufen::V,råbe,roepen
1240,prahlen::V,prale,pralen
1241,übersetzen::V,oversætte,vertalen
1242,denken::V,tænke,denken
1243,glauben::V,tro,geloven
1244,bemerken::V,bemærke,bemerken
1245,bemerken::V,lægge mærke til,bemerken
1246,erkennen::V,genkende,herkennen
1247,begreifen::V,begribe,begrijpen
1248,verstehen::V,forstå,verstaan
1249,lernen::V,lære,leren
1250,wissen::V,vide,weten
1251,sich erinnern an::V,mindes,zich herinneren aan
1252,sich erinnern an::V,huske på,zich herinneren aan
1253,vergessen::V,glemme,vergeten
1254,messen::V,måle,meten
1255,zählen::V,tælle,tellen
1256,rechnen::V,regne,rekenen
1257,lesen::V,læse,lezen
1258,malen::V,male,schilderen
1259,zeichnen::V,tegne,tekenen
1260,schreiben::V,skrive,schrijven
1261,besitzen::V,eje,bezitten
1262,besitzen::V,besidde,bezitten
1263,kaufen::V,købe,kopen
1264,verkaufen::V,sælge,verkopen
1265,bezahlen::V,betale,betalen
1266,zahlen::V,betale,betalen
1267,beherrschen::V,beherske,beheersen
1268,ertragen::V,tåle,verdragen
1269,ertragen::V,udholde,verdragen
1270,hinfallen::V,,vallen
1271,hinfallen::V,,neervallen
