,Concept_ID,be,fr
842,er::PRN,ён,il
843,er::PRN,ён,lui
844,wir::PRN,мы,nous
845,ihr::PRN,вы,vous
846,sie::PRN,яны,ils
847,sie::PRN,яны,elles
848,was::FPRN,што,que
849,was::FPRN,што,quoi
850,wer::FPRN,хто,qui
851,wo::FADV,дзе,où
852,wohin::FADV,куды,où
853,wie::FADV,як,comment
854,warum::FADV,чаму,pourquoi
855,wieviel::FNUM,колькі,combien
856,eins::NUM,адзін,un
857,zwei::NUM,два,deux
858,drei::NUM,тры,trois
859,vier::NUM,чатыры,quatre
860,fünf::NUM,пяць,cinq
861,sechs::NUM,шесць,six
862,sieben::NUM,сем,sept
863,acht::NUM,восем,huit
864,neun::NUM,дзевяць,neuf
865,zehn::NUM,дзесяць,dix
866,elf::NUM,адзінаццаць,onze
867,zwölf::NUM,дванаццаць,douze
868,zwanzig::NUM,дваццаць,vingt
869,dreißig::NUM,трыццаць,trente
870,vierzig::NUM,сорак,quarante
871,fünfzig::NUM,пядзесят,cinquante
872,sechzig::NUM,шесдзесят,soixante
873,siebzig::NUM,семдзесят,soixante-dix
874,achtzig::NUM,восемдзесят,quatre-vingt
875,neunzig::NUM,дзевяноста,quatre-vingt-dix
876,hundert::NUM,сто,cent
877,tausend::NUM,тысяча,mille
878,und::CNJ,і,et
879,und::CNJ,ды,et
880,oder::CNJ,або,ou
881,stehen::V,стаяць,être debout
882,sitzen::V,сядзець,être assis
883,liegen::V,ляжаць,être couché
884,hängen::V,вісець,pendre
885,werden::V,стаць,devenir
886,werden::V,зрабіцца,devenir
887,passieren::V,трапіцца,se passer
888,beginnen::V,пачацца,commencer
889,enden::V,кончыцца,finir
890,enden::V,кончыцца,se terminer
891,wechseln::V,мяняцца,changer
892,wechseln::V,мяняцца,alterner
893,aufgehen[Sonne]::V,узысці,se lever
894,untergehen[Sonne]::V,зайсці,se coucher
895,scheinen[Sonne]::V,свяціць,briller
896,donnern::V,грымець,tonner
897,wehen::V,дзьмуць,souffler
898,strömen::V,ліцца,affluer
899,fließen::V,цячы,couler
900,sich drehen::V,круціцца,tourner
901,sich drehen::V,варочацца,tourner
902,schwanken::V,хістацца,osciller
903,schwanken::V,хістацца,chanceler
904,schwingen::V,гайдацца,vibrer
905,schwingen::V,гайдацца,osciller
906,schwingen::V,калыхацца,vibrer
907,schwingen::V,калыхацца,osciller
908,fallen::V,падаць,tomber
909,brennen::V,гарэць,brûler
910,brennen::V,гарэць,flamber
911,rauchen::V,дымець,fumer
912,regnen::V,дажджыць,pleuvoir
913,gefrieren::V,замерзнуць,geler
914,tauen::V,раставаць,dégeler
915,schmelzen::V,плавіцца,fondre
916,trocknen::V,сохнуць,sécher
917,sieden::V,кіпець,bouillir
918,faulen::V,гнісці,pourrir
919,faulen::V,гнісці,se putréfier
920,verfaulen::V,згнісці,pourrir
921,reißen::V,ірвацца,rompre
922,reißen::V,ірвацца,se déchirer
923,versinken::V,тануць,s'enfoncer
924,vergehen::V,праходзіць,passer
925,erscheinen::V,зʼявіцца,apparaître
926,verschwinden::V,знікнуць,disparaître
927,sinken::V,спадаць,descendre
928,sinken::V,спадаць,s'abaisser
929,abnehmen::V,паменшыцца,diminuer
930,zunehmen::V,павялічвацца,augmenter
931,steigen::V,паднімацца,monter
932,wachsen::V,расці,croître
933,glänzen::V,блішчаць,briller
934,funkeln::V,бліскаць,étinceler
935,lärmen::V,шумець,faire du bruit
936,läuten::V,званіць,sonner
937,klingeln::V,званіць,sonner
938,klirren::V,бразгаць,cliqueter
939,brausen::V,бушаваць,mugir
940,rauschen::V,шастаць,bruire
941,klingen::V,гучаць,sonner
942,bellen::V,брахаць,aboyer
943,heulen::V,выць,hurler
944,blasen::V,дзьмухнуць,souffler
945,pfeifen::V,свістаць,siffler
946,schreien::V,крычаць,crier
947,stöhnen::V,стагнаць,gémir
948,zittern::V,дрыжаць,trembler
949,leben::V,жыць,vivre
950,geboren werden::V,нарадзіцца,naître
951,atmen::V,дыхаць,respirer
952,trinken::V,піць,boire
953,essen::V,есці,manger
954,schlucken::V,глытаць,avaler
955,müde werden::V,стаміцца,se lasser
956,müde werden::V,стаміцца,se fatiguer
957,einschlafen::V,заснуць,s'endormir
958,schlafen::V,спаць,dormir
959,aufwachen::V,рассыпацца,se réveiller
960,aufstehen::V,устаць,se lever
961,sich erholen::V,адпачываць,se reposer
962,sich erholen::V,адпачываць,se détendre
963,krank werden::V,захварэць,tomber malade
964,krank sein::V,хварэць,être malade
965,schmerzen::V,балець,faire mal
966,husten::V,кашляць,tousser
967,genesen::V,паправіцца,guérir
968,genesen::V,паправіцца,se remettre
969,genesen::V,паздаравець,guérir
970,genesen::V,паздаравець,se remettre
971,sterben::V,памерці,mourir
972,umkommen::V,загінуць,périr
973,sich bewegen::V,рухацца,bouger
974,sich rühren::V,варушыцца,broncher
975,sich erheben::V,устаць,se lever
976,sich setzen::V,сесці,s'asseoir
977,hinfallen::V,упасці,tomber
978,laufen::V,хадзіць,marcher
979,laufen::V,хадзіць,aller à pied
980,schreiten::V,шагаць,marcher
981,schreiten::V,крочыць,marcher
982,spazierengehen::V,гуляць,se promener
983,eilen::V,спяшацца,courir
984,sich beeilen::V,спяшацца,se hâter
985,sich beeilen::V,спяшацца,se dépêcher
986,sausen::V,імчацца,filer
987,rennen::V,бегаць,courir
988,springen::V,скакаць,sauter
989,klettern::V,лазіць,grimper
990,schaukeln::V,гайдацца,se balancer
991,kriechen::V,поўзаць,ramper
992,schwimmen::V,плаваць,nager
993,tauchen::V,ныраць,plonger
994,rudern::V,веславаць,ramer
995,fahren::V,ехаць,aller
996,fahren::V,ехаць,rouler
997,fliegen::V,лятаць,voler
998,gehen::V,ісці,aller
999,weggehen::V,пайсці,s'en aller
1000,abfahren::V,адʼяжджаць,partir
1001,anhalten::V,спыніцца,s'arrêter
1002,anhalten::V,затрымацца,s'arrêter
1003,hineingehen::V,уваходзіць,entrer
1004,eintreten::V,увайсці,entrer
1005,kommen::V,прыйсці,venir
1006,ankommen::V,прыбыць,arriver
1007,zurückkommen::V,вярнуцца,revenir
1008,bleiben::V,застацца,rester
1009,bleiben::V,застацца,demeurer
1010,warten::V,чакаць,attendre
1011,erwarten::V,чакаць,attendre
1012,suchen::V,шукаць,chercher
1013,finden::V,знайсці,trouver
1014,versuchen::V,прабаваць,essayer
1015,vorbereiten::V,падрыхтаваць,préparer
1016,lieben::V,кахаць,aimer
1017,mögen::V,любіць,aimer
1018,mögen::V,любіць,vouloir
1019,lachen::V,смяяцца,rire
1020,rühren::V,расчуліць,toucher
1021,rühren::V,расчуліць,attendrir
1022,weinen::V,плакаць,pleurer
1023,schimpfen::V,лаяцца,gronder
1024,sich ärgern::V,сердаваць,se fâcher
1025,sich fürchten::V,баяцца,avoir peur
1026,fürchten::V,баяцца,craindre
1027,fürchten::V,баяцца,avoir peur de
1028,fliehen::V,уцякаць,fuir
1029,flüchten::V,уцячы,s'enfuir
1030,sehen::V,бачыць,voir
1031,anschauen::V,паглядзець,regarder
1032,ansehen::V,глядзець,regarder
1033,hören::V,чуць,entendre
1034,zuhören::V,слухаць,écouter
1035,probieren::V,каштаваць,goûter
1036,riechen::V,нюхаць,sentir
1037,fühlen::V,адчуваць,sentir
1038,scheinen::V,здавацца,sembler
1039,scheinen::V,здавацца,paraître
1040,zu sehen sein::V,віднецца,se voir
1041,zu sehen sein::V,віднецца,être visible
1042,vernehmen::V,пачуць,entendre
1043,vernehmen::V,пачуць,percevoir
1044,frieren::V,мёрзнуць,avoir froid
1045,tun::V,рабіць,faire
1046,können::V,умець,savoir
1047,können::V,умець,pouvoir
1048,wollen::V,хацець,vouloir
1049,anfangen::V,пачаць,commencer
1050,beenden::V,закончыць,finir
1051,beenden::V,закончыць,terminer
1052,aufhören::V,перастаць,cesser
1053,aufhören::V,перастаць,arrêter
1054,gelingen::V,удацца,réussir
1055,geraten::V,аказацца,réussir
1056,öffnen::V,адчыніць,ouvrir
1057,schließen::V,зачыніць,fermer
1058,stellen::V,паставіць,poser
1059,stellen::V,паставіць,mettre
1060,setzen::V,пасадзіць,placer
1061,legen::V,класці,placer
1062,berühren::V,чапаць,toucher
1063,verbinden::V,звязаць,lier
1064,bedecken::V,накрыць,couvrir
1065,aufhängen::V,павесіць,accrocher
1066,anzünden::V,запаліць,allumer
1067,aufheben::V,падняць,ramasser
1068,zurücklassen::V,пакінуць,laisser
1069,verlieren::V,згубіць,perdre
1070,fallen lassen::V,упусціць,lâcher
1071,fallen lassen::V,упусціць,laisser tomber
1072,machen::V,зрабіць,faire
1073,herstellen::V,вырабіць,produire
1074,herstellen::V,вырабіць,fabriquer
1075,bauen::V,будаваць,bâtir
1076,bauen::V,будаваць,construire
1077,reparieren::V,правіць,réparer
1078,verbessern::V,палепшыць,améliorer
1079,ändern::V,змяніць,changer
1080,ändern::V,змяніць,modifier
1081,graben::V,капаць,creuser
1082,beugen::V,сагнуць,plier
1083,beugen::V,сагнуць,ployer
1084,biegen::V,пагнуць,courber
1085,drehen::V,вярцець,tordre
1086,drehen::V,вярцець,tourner
1087,wenden::V,павярнуць,retourner
1088,umdrehen::V,перавярнуць,tourner
1089,heben::V,падымаць,soulever
1090,hochheben::V,падняць,lever
1091,ergreifen::V,схапіць,saisir
1092,ergreifen::V,схапіць,prendre
1093,ergreifen::V,схваціць,saisir
1094,ergreifen::V,схваціць,prendre
1095,halten::V,трымаць,tenir
1096,drücken::V,націскаць,presser
1097,schieben::V,пхаць,pousser
1098,schieben::V,штурхаць,pousser
1099,kratzen::V,скрэбці,gratter
1100,kratzen::V,скрэбці,égratigner
1101,lecken::V,лізаць,lécher
1102,beißen::V,кусаць,mordre
1103,abreißen::V,адарваць,arracher
1104,abschneiden::V,адрэзаць,couper
1105,binden::V,вязаць,lier
1106,binden::V,вязаць,attacher
1107,stecken::V,уваткнуць,enfoncer
1108,brechen::V,зламаць,rompre
1109,klopfen::V,стукаць,frapper
1110,hauen::V,біць,frapper
1111,kleben::V,клеіць,coller
1112,reiben::V,церці,frotter
1113,streichen::V,намазаць,empâter
1114,schleifen::V,тачыць,affiler
1115,schleifen::V,тачыць,aiguiser
1116,schneiden::V,рэзаць,couper
1117,schneiden::V,рэзаць,trancher
1118,rütteln::V,хістаць,cahoter
1119,schütteln::V,трэсці,secouer
1120,schwenken::V,махаць,agiter
1121,schütten::V,наліць,verser
1122,füllen::V,напоўніць,remplir
1123,einwickeln::V,загарнуць,envelopper
1124,tragen::V,несці,porter
1125,schleppen::V,цягнуць,traîner
1126,ziehen::V,цягнуць,tirer
1127,aufbewahren::V,захоўваць,garder
1128,aufbewahren::V,захоўваць,conserver
1129,werfen::V,кідаць,jeter
1130,werfen::V,кідаць,lancer
1131,fangen::V,лавіць,attraper
1132,packen::V,схапіць,agripper
1133,packen::V,схваціць,agripper
1134,verstecken::V,схаваць,cacher
1135,teilen::V,раздзяліць,diviser
1136,schicken::V,пасылаць,envoyer
1137,bringen::V,прынесці,apporter
1138,hinzufügen::V,дабавіць,ajouter
1139,bekommen::V,дастаць,obtenir
1140,erhalten::V,атрымаць,recevoir
1141,nehmen::V,ўзяць,prendre
1142,wählen::V,выбраць,choisir
1143,auswählen::V,адабраць,choisir
1144,auswählen::V,адабраць,sélectionner
1145,bewahren::V,захаваць,préserver
1146,behindern::V,перашкаджаць,gêner
1147,verderben::V,сапсаваць,gâter
1148,verderben::V,сапсаваць,corrompre
1149,beschädigen::V,пашкодзіць,endommager
1150,zerbrechen::V,разбіць,casser
1151,zerreißen::V,разадраць,déchirer
1152,zerstören::V,разбурыць,détruire
1153,verbrennen::V,спаліць,brûler
1154,geben::V,даць,donner
1155,reichen::V,перадаць,tendre
1156,schenken::V,дарыць,offrir
1157,versprechen::V,абяцаць,promettre
1158,wünschen::V,жадаць,souhaiter
1159,loben::V,хваліць,louer
1160,küssen::V,цалаваць,embrasser
1161,wiegen::V,гушкаць,bercer
1162,wiegen::V,калыхаць,bercer
1163,zudecken::V,накрыць,couvrir
1164,wecken::V,пабудзіць,éveiller
1165,wecken::V,пабудзіць,réveiller
1166,zeigen::V,паказаць,montrer
1167,zeigen::V,паказаць,faire voir
1168,führen::V,весці,guider
1169,lehren::V,вучыць,apprendre
1170,unterrichten::V,выкладаць,instruire
1171,aufziehen::V,выхаваць,élever
1172,leiten::V,кіраваць,diriger
1173,leiten::V,кіраваць,conduire
1174,antreiben::V,падганяць,pousser
1175,lassen::V,прымусіць,faire
1176,einladen::V,запрасіць,inviter
1177,vereinigen::V,абʼяднаць,unir
1178,vereinigen::V,абʼяднаць,réunir
1179,besuchen::V,наведаць,visiter
1180,besuchen::V,наведаць,aller voir
1181,treffen::V,сустрэць,rencontrer
1182,sich versammeln::V,сабрацца,s'assembler
1183,spielen::V,гуляць,jouer
1184,singen::V,пець,chanter
1185,singen::V,спяваць,chanter
1186,tanzen::V,танцаваць,danser
1187,sich trennen::V,расстацца,se séparer
1188,verlassen::V,пакінуць,quitter
1189,retten::V,выратаваць,sauver
1190,bewachen::V,ахоўваць,garder
1191,schützen::V,уберагаць,protéger
1192,verteidigen::V,абараніць,défendre
1193,sich schlagen::V,біцца,se taper
1194,sich schlagen::V,драцца,se taper
1195,schießen::V,страляць,tirer
1196,siegen::V,перамагчы,vaincre
1197,ärgern::V,злаваць,agacer
1198,schlagen::V,ударыць,battre
1199,schlagen::V,ударыць,frapper
1200,treten::V,штурхаць,botter
1201,treten::V,штурхаць,donner un coup de pied à
1202,stechen::V,укалоць,piquer
1203,stoßen::V,папхнуць,heurter
1204,stehlen::V,украсці,voler
1205,stören::V,перашкодзіць,gêner
1206,stören::V,перашкодзіць,déranger
1207,belästigen::V,дакучаць,molester
1208,belästigen::V,дакучаць,importuner
1209,verbergen::V,скрыць,cacher
1210,verbergen::V,скрыць,dissimuler
1211,verbergen::V,схаваць,cacher
1212,verbergen::V,схаваць,dissimuler
1213,täuschen::V,падмануць,abuser
1214,täuschen::V,падмануць,tromper
1215,betrügen::V,змахляваць,duper
1216,betrügen::V,змахляваць,frauder
1217,töten::V,забіць,tuer
1218,wohnen::V,жыць,habiter
1219,wohnen::V,жыць,demeurer
1220,arbeiten::V,працаваць,travailler
1221,sammeln::V,сабраць,collectionner
1222,pflücken::V,зрываць,cueillir
1223,jagen::V,паляваць,chasser
1224,fischen::V,рыбачыць,pêcher
1225,fassen::V,злавіць,capturer
1226,hüten::V,пасвіць,garder
1227,treiben::V,гнаць,mener
1228,anbinden::V,прывязаць,attacher
1229,füttern::V,карміць,faire manger
1230,melken::V,даіць,traire
1231,hacken::V,сячы,fendre
1232,gießen::V,паліць,arroser
1233,reifen::V,паспець,mûrir
1234,zubereiten::V,зварыць,préparer
1235,zubereiten::V,згатаваць,préparer
1236,kochen::V,варыць,cuire
1237,backen::V,пячы,cuire
1238,braten::V,смажыць,rôtir
1239,umrühren::V,перамяшаць,remuer
1240,stricken::V,вязаць,tricoter
1241,nähen::V,шыць,coudre
1242,färben::V,пафарбаваць,teindre
1243,reinigen::V,ачысціць,nettoyer
1244,waschen::V,мыць,laver
1245,abwischen::V,выцерці,essuyer
1246,spülen::V,паласкаць,rincer
1247,fegen::V,падмятаць,balayer
1248,kehren::V,месці,balayer
1249,baden::V,купацца,se baigner
1250,sich waschen::V,мыцца,se laver
1251,ausziehen::V,зняць,ôter
1252,ausziehen::V,зняць,enlever
1253,anziehen::V,надзець,mettre
1254,sich anziehen::V,адзецца,s'habiller
1255,kämmen::V,прычасаць,peigner
1256,schmücken::V,аздобіць,orner
1257,schmücken::V,аздобіць,décorer
1258,sagen::V,сказаць,dire
1259,sprechen::V,гаварыць,parler
1260,reden::V,размаўляць,parler
1261,sich unterhalten::V,гутарыць,bavarder
1262,sich unterhalten::V,гутарыць,s'entretenir
1263,fragen::V,спытаць,demander
1264,bitten::V,прасіць,prier
1265,erzählen::V,расказаць,raconter
1266,mitteilen::V,паведаміць,communiquer
1267,nennen::V,назваць,nommer
1268,nennen::V,назваць,appeler
1269,rufen::V,зваць,appeler
1270,prahlen::V,хваліцца,se vanter
1271,übersetzen::V,перакласці,traduire
1272,denken::V,думаць,penser
1273,glauben::V,верыць,croire
1274,bemerken::V,заўважыць,remarquer
1275,bemerken::V,заўважыць,apercevoir
1276,erkennen::V,пазнаць,reconnaître
1277,begreifen::V,спасцігнуць,concevoir
1278,verstehen::V,пачуць,entendre
1279,verstehen::V,пачуць,comprendre
1280,lernen::V,вучыцца,apprendre
1281,wissen::V,знаць,savoir
1282,sich erinnern an::V,памятаць,se souvenir de
1283,vergessen::V,забыць,oublier
1284,messen::V,мераць,mesurer
1285,zählen::V,лічыць,compter
1286,rechnen::V,лічыць,calculer
1287,lesen::V,чытаць,lire
1288,malen::V,маляваць,peindre
1289,zeichnen::V,рысаваць,dessiner
1290,schreiben::V,пісаць,écrire
1291,besitzen::V,мець,posséder
1292,kaufen::V,купіць,acheter
1293,verkaufen::V,прадаць,vendre
1294,bezahlen::V,заплаціць,payer
1295,zahlen::V,плаціць,payer
1296,beherrschen::V,уладаць,dominer
1297,beherrschen::V,уладаць,maîtriser
1298,beherrschen::V,валодаць,dominer
1299,beherrschen::V,валодаць,maîtriser
1300,ertragen::V,выцерпець,tolérer
1301,ertragen::V,выцерпець,supporter
