,Concept_ID,os,he
742,plötzlich::ADV,æвиппайды,פתאום
743,plötzlich::ADV,æваст,לפתע
744,plötzlich::ADV,æваст,פתאום
745,sofort::ADV,уыцы сахат,מיד
746,sofort::ADV,уайтагъд,מיד
747,später::ADV,фæстæдæр,לאחר זמן
748,später::ADV,фæстæдæр,יותר מאחר
749,jetzt::ADV,ныр,עכשיו
750,heute::ADV,абон,היום
751,morgen::ADV,райсом,מחר
752,bald::ADV,тагъд,בקרוב
753,bald::ADV,рæхджы,בקרוב
754,dann::ADV,стæй,אחר-כך
755,gestern::ADV,знон,אתמול
756,einst::ADV,кӕддӕр,לפנים
757,damals::ADV,уæд,אז
758,danach::ADV,стæй,אחר-כך
759,danach::ADV,уый фæстæ,אחר-כך
760,vorher::ADV,раздæр,לפני זה
761,zuerst::ADV,фыццаг,קדם
762,einmal::ADV,иу хатт,פעם
763,manchmal::ADV,хатт,לפעמים
764,oft::ADV,арæх,לעתים קרובות
765,immer::ADV,ӕдзух,תמיד
766,niemals::ADV,никуы,אף פעם
767,niemals::ADV,никæд,אף פעם
768,hier::ADV,ам,כאן
769,hierhin::ADV,ардӕм,פה
770,von hier::ADV,ардыгæй,מפה
771,dort::ADV,уым,שם
772,dorthin::ADV,уырдӕм,שם
773,geradeaus::ADV,æргом,ישר
774,vorwärts::ADV,размӕ,קדימה
775,rückwärts::ADV,фӕстӕмӕ,לאחור
776,zurück::ADV,фӕстӕмӕ,בחזרה
777,zurück::ADV,фӕстӕмӕ,אחורנית
778,unten::ADV,дæлæ,למטה
779,unten::ADV,дæлейы,למטה
780,unten::ADV,бынæй,למטה
781,hinab::ADV,дӕлӕмӕ,למטה
782,hinab::ADV,уырдыгмӕ,למטה
783,oben::ADV,уӕле,מעל
784,oben::ADV,уӕле,למעלה
785,hinauf::ADV,уӕлӕмӕ,למעלה
786,überall::ADV,алыран,בכל מקום
787,überall::ADV,алкæм,בכל מקום
788,überall::ADV,кæмдæриддæр,בכל מקום
789,nicht::ADV,нӕ,לא
790,ein wenig::ADV,чысыл,קצת
791,kaum::ADV,цъус,בקשי
792,sehr::ADV,тынг,מאוד
793,sehr::ADV,иттӕг,מאוד
794,so::ADV,афтӕ,כך
795,so::ADV,афтӕ,ככה
796,noch::ADV,ма,עוד
797,noch::ADV,ма,עדין
798,nur::ADV,канд,רק
799,nur::ADV,ӕрмӕст,רק
800,schon::ADV,нырид,כבר
801,wieder::ADV,ногӕй,שוב
802,vergebens::ADV,дзæгъæлы,לריק
803,vergebens::ADV,дзæгъæлы,לשוא
804,vergebens::ADV,уæгъды,לריק
805,vergebens::ADV,уæгъды,לשוא
806,vergebens::ADV,æнæхъуаджы,לריק
807,vergebens::ADV,æнæхъуаджы,לשוא
808,vor::PRP,разы,מול
809,hinter::PRP,фӕстӕ,מאחורי
810,unter::PRP,бын,מתחת
811,durch::PRP,æхсæнты,דרך
812,neben::PRP,цур,ליד
813,neben::PRP,цур,על-יד
814,zwischen::PRP,астӕу,בין
815,wegen::PRP,тыххай,בשל
816,wegen::PRP,тыххай,בגלל
817,dies::PRN,ай,זה
818,das::PRN,уый,זה
819,alles::PRN,алцы,הכל
820,alles::PRN,æппæтдæр,הכל
821,alles::PRN,иууылдӕр,הכל
822,ich::PRN,æз,אני
823,du::PRN,ды,את
824,du::PRN,ды,אתה
825,er::PRN,уый,הוא
826,wir::PRN,мах,אנחנו
827,ihr::PRN,сымах,לה
828,sie::PRN,уыдон,הם
829,was::FPRN,цы,מה
830,wer::FPRN,чи,מי
831,wo::FADV,кӕм,איפה
832,wohin::FADV,кӕдӕм,לאן
833,wie::FADV,куыд,איך
834,warum::FADV,цӕмӕн,למה
835,wieviel::FNUM,цал,כמה
836,eins::NUM,иу,אחד
837,zwei::NUM,дыууӕ,שתים
838,drei::NUM,ӕртӕ,שלושה
839,vier::NUM,цыппар,ארבעה
840,fünf::NUM,фондз,חמשה
841,sechs::NUM,ӕхсӕз,ששה
842,sieben::NUM,авд,שבעה
843,acht::NUM,аст,שמונה
844,neun::NUM,фараст,תשעה
845,zehn::NUM,дӕс,עשרה
846,elf::NUM,иуæндæс,אחת עשרה
847,zwölf::NUM,дыууадæс,שתים עשרה
848,zwanzig::NUM,дыууын,עשרים
849,dreißig::NUM,æртын,שלושים
850,dreißig::NUM,дæсæмæссæдз,שלושים
851,vierzig::NUM,цыппор,ארבעים
852,vierzig::NUM,цыппур,ארבעים
853,vierzig::NUM,дыууиссæдзы,ארבעים
854,fünfzig::NUM,фӕндзай,חמשים
855,sechzig::NUM,æхсай,ששים
856,sechzig::NUM,æртиссæдзы,ששים
857,siebzig::NUM,æвдай,שבעים
858,siebzig::NUM,дæс æмæ æртиссæдзы,שבעים
859,achtzig::NUM,цыппарыссæдзы,שמונים
860,achtzig::NUM,æстай,שמונים
861,neunzig::NUM,нæуæдз,תשעים
862,neunzig::NUM,дæс æмæ цыппарыссæдзы,תשעים
863,hundert::NUM,сӕдӕ,מאה
864,tausend::NUM,мин,אלף
865,und::CNJ,ӕмӕ,ו
866,oder::CNJ,кӕнӕ,או
867,stehen::V,лӕууын,עמד
868,sitzen::V,бадын,ישב
869,liegen::V,хуыссын,שכב
870,hängen::V,ауыгъд уын,היה תלוי
871,werden::V,суӕвын,הפך ל
872,passieren::V,æрцæуын,קרה
873,beginnen::V,райдайын,התחיל
874,enden::V,фæуын,הסתים
875,wechseln::V,ивын,השתנה
876,aufgehen[Sonne]::V,скæсын,זרח
877,untergehen[Sonne]::V, аныгуылын,שקע
878,scheinen[Sonne]::V,рухс кӕнын,בהק
879,donnern::V,нæрын,רעם
880,wehen::V,дымын,נשב
881,strömen::V,кӕлын,זרם
882,fließen::V,цæуын,זרם
883,fließen::V,уайын,זרם
884,fließen::V,кæлын,זרם
885,sich drehen::V,зилын,הסתובב
886,schwanken::V,æнкъуысын,התנודד
887,schwingen::V,æнкъуысын,התנענע
888,schwingen::V,змæлын,התנענע
889,fallen::V,хауын,נפל
890,brennen::V,судзын,בער
891,rauchen::V,фæздæг кæнын,עשן
892,regnen::V,уарын,ירד גשם
893,gefrieren::V,сӕлын,קפא
894,tauen::V,стайын,נמס
895,schmelzen::V,тайын,התיך
896,trocknen::V,хус кæнын,התיבש
897,sieden::V,фыцын,רתח
898,faulen::V,ӕмбийын,רקב
899,verfaulen::V,бамбийын,רקב
900,reißen::V,скъуийын,נקרע
901,versinken::V,дӕлдон_кӕнын,טבע
902,vergehen::V,аивгъуийын,עבר
903,erscheinen::V,разынын,נגלה
904,erscheinen::V,разынын,הופיע
905,verschwinden::V,фæтары уын,נעלם
906,verschwinden::V,фæдæлдзæх уын,נעלם
907,verschwinden::V,фесæфын,נעלם
908,verschwinden::V,æрбайсæфын,נעלם
909,sinken::V,дæлæмæ æрхауын,ירד
910,abnehmen::V,фæкъаддæр уын,הפחית
911,abnehmen::V,фæцух уын,הפחית
912,zunehmen::V,фæфылдæр уын,רבה
913,zunehmen::V,сбирæ уын,רבה
914,zunehmen::V,сахадын,רבה
915,steigen::V,сыстын,עלה
916,wachsen::V,рӕзын,גדל
917,glänzen::V,ӕрттивын,נצץ
918,glänzen::V,ӕрттивын,בהק
919,funkeln::V,тыбар-тыбур_кӕнын,נצנץ
920,lärmen::V,хъæлæба кæнын,רעש
921,läuten::V,цæгъдын,צלצל
922,klingeln::V,цæгъдын,צלצל
923,klirren::V,дзыгъал-мыгъул кæнын,קרקש
924,klirren::V,дзæгъ-дзæгъ кæнын,קרקש
925,brausen::V,абухын,געש
926,klingen::V,зæлын,נשמע
927,klingen::V,азæлын,נשמע
928,klingen::V,хъуысын,נשמע
929,bellen::V,рæйын,נבח
930,heulen::V,ниуын,ילל
931,blasen::V,фу кӕнын,נשף
932,pfeifen::V,æхситт кæнын,שרק
933,pfeifen::V,къуыззитт кæнын,שרק
934,schreien::V,хъӕр кӕнын,צעק
935,stöhnen::V,хъæрзын,נאנק
936,stöhnen::V,дзыназын,נאנק
937,zittern::V,ризын,רעד
938,leben::V,цӕрын,חי
939,geboren werden::V,райгуырын,נולד
940,atmen::V,улӕфын,נשם
941,trinken::V,нуазын,שתה
942,essen::V,хӕрын,אכל
943,schlucken::V,ныхъуырын,בלע
944,müde werden::V,бафæллайын,התעיף
945,müde werden::V,бафæлмæцын,התעיף
946,müde werden::V,сфæлмæцын,התעיף
947,einschlafen::V,бафынæй уын,נרדם
948,schlafen::V,хуыссын,ישן
949,schlafen::V,фынӕй кӕнын,ישן
950,aufwachen::V,райхъал уын,התעורר
951,aufstehen::V,стын,קם
952,sich erholen::V,фæллад уадзын,נפש
953,sich erholen::V,улæфын,נפש
954,krank werden::V,фӕрынчын уын,חלה
955,krank sein::V,сӕйын,היה חולה
956,schmerzen::V,риссын,כאב
957,husten::V,хуыфын,השתעל
958,genesen::V,сдзæбæх уын,הבריא
959,genesen::V,рандидзын,הבריא
960,genesen::V,сæндидзын,הבריא
961,sterben::V,мӕлын,מת
962,umkommen::V,фесæфын,נספה
963,umkommen::V,байсæфын,נספה
964,umkommen::V,бабын уын,נספה
965,umkommen::V,мард фæуын,נספה
966,sich bewegen::V,тæлфын,נע
967,sich bewegen::V,цæуын,נע
968,sich rühren::V,змӕлын,זז
969,sich erheben::V,стын,קם
970,sich setzen::V,сбадын,התישב
971,hinfallen::V,ӕрхауын,נפל
972,laufen::V,цӕуын,הלך ברגל
973,laufen::V,рацу-бацу_кӕнын,הלך ברגל
974,schreiten::V,къахдзæф кæнын,פסע
975,schreiten::V,санчъех кæнын,פסע
976,schreiten::V,цæуын,פסע
977,spazierengehen::V,озер кæнын,טיל
978,spazierengehen::V,тезгъо кæнын,טיל
979,eilen::V,тагъд кæнын,אץ
980,eilen::V,тагъд кæнын,מהר
981,eilen::V,тындзын,אץ
982,eilen::V,тындзын,מהר
983,sich beeilen::V,тагъд кæнын,מהר
984,sich beeilen::V,тындзын,מהר
985,sausen::V,уайын,אץ
986,sausen::V,тæхын,אץ
987,rennen::V,згъорын,רץ
988,springen::V,гæпп кæнын,קפץ
989,springen::V,сæррæтт кæнын,קפץ
990,springen::V,лиуырын,קפץ
991,klettern::V,хилын,טפס
992,schaukeln::V,хецъро кæнын,התנדנד
993,schaukeln::V,херыйыл бадын,התנדנד
994,kriechen::V,бырын,זחל
995,schwimmen::V,ленк кӕнын,שחה
996,tauchen::V,ныгъуылын,צלל
997,rudern::V,бæлæгъ тæрын,חתר
998,rudern::V,чема тæрын,חתר
999,fahren::V,цӕуын,נסע
1000,fliegen::V,тӕхын,עף
1001,gehen::V,цӕуын,הלך
1002,weggehen::V,ацӕуын,עזב
1003,abfahren::V,араст уын,יצא
1004,anhalten::V,æрлæууын,עצר
1005,hineingehen::V,мидæмæ цæуын,נכנס
1006,eintreten::V,бацӕуын,נכנס
1007,kommen::V,æрцæуын,בא
1008,ankommen::V,æрцæуын,הגיע
1009,zurückkommen::V,раздæхын,שב
1010,zurückkommen::V,раздæхын,חזר
1011,zurückkommen::V,фæстæмæ_раздæхын,שב
1012,zurückkommen::V,фæстæмæ_раздæхын,חזר
1013,zurückkommen::V,æрбаздæхын,שב
1014,zurückkommen::V,æрбаздæхын,חזר
1015,zurückkommen::V,аздæхын,שב
1016,zurückkommen::V,аздæхын,חזר
1017,bleiben::V,лӕууын,נשאר
1018,warten::V,ӕнхъӕлмӕ кӕсын,חכה
1019,warten::V,ӕнхъӕлмӕ кӕсын,המתין
1020,erwarten::V,ӕнхъӕлмӕ кӕсын,צפה
1021,suchen::V,агурын,חפש
1022,finden::V,ссарын,מצא
1023,versuchen::V,фӕлварын,נסה
1024,vorbereiten::V,бацаттæ кæнын,הכין
1025,vorbereiten::V,æрæввонг кæнын,הכין
1026,lieben::V,уарзын,אהב
1027,mögen::V,зæрдæмæ цæуын,אהב
1028,lachen::V,худын,צחק
1029,rühren::V,зæрдæ суынгæг кæнын,נגע ללב
1030,weinen::V,кӕуын,בכה
1031,schimpfen::V,æлгъитын,גער
1032,sich ärgern::V,мæсты кæнын,זעם
1033,sich ärgern::V,мæсты кæнын,כעס
1034,sich fürchten::V,тæрсын,פחד
1035,sich fürchten::V,тæрсын,חשש
1036,fürchten::V,тæрсын,פחד מ
1037,fürchten::V,тæрсын,חשש מ
1038,fliehen::V,лидзын,ברח
1039,flüchten::V,алидзын,נמלט
1040,sehen::V,уынын,ראה
1041,anschauen::V,акӕсын,הביט
1042,ansehen::V,кӕсын,התבונן
1043,hören::V,хъусын,שמע
1044,zuhören::V,хъусын,הקשיב
1045,probieren::V,уынын,נסה
1046,probieren::V,аходын,נסה
1047,riechen::V,смудын,הריח
1048,fühlen::V,ӕнкъарын,חש
1049,scheinen::V,зынын,נדמה
1050,zu sehen sein::V,зынын,נראה
1051,vernehmen::V,фехъусын,נודע ל
1052,frieren::V,сийын,קר ל
1053,tun::V,кӕнын,פעל
1054,können::V,фӕразын,יכל
1055,wollen::V,фӕндын,רצה
1056,anfangen::V,райдайын,התחיל
1057,beenden::V,фӕуын,גמר
1058,aufhören::V,банцайын,סים
1059,aufhören::V,фенцайын,סים
1060,gelingen::V,бантысын,הצליח
1061,geraten::V,разынын,עלה
1062,öffnen::V,гом кӕнын,פתח
1063,schließen::V,ӕхгӕнын,סגר
1064,stellen::V,ӕвӕрын,העמיד
1065,setzen::V,сбадын кӕнын,הושיב
1066,legen::V,ӕрӕвӕрын,שם
1067,berühren::V,агайын,נגע
1068,verbinden::V,бӕттын,קשר
1069,bedecken::V,ӕмбӕрзын,כסה
1070,aufhängen::V,ауындзын,תלה
1071,anzünden::V,ссудзын,הצית
1072,aufheben::V,сисын,אסף
1073,zurücklassen::V,ныууадзын,השאיר
1074,verlieren::V,фесафын,אבד
1075,fallen lassen::V,ӕрӕппарын,שמט
1076,fallen lassen::V,ӕрӕппарын,הפיל
1077,fallen lassen::V,къухтӕй феуӕгъд кӕнын,שמט
1078,fallen lassen::V,къухтӕй феуӕгъд кӕнын,הפיל
1079,machen::V,саразын,עשה
1080,herstellen::V,сцæттæ кæнын,יצר
1081,herstellen::V,саразын,יצר
1082,bauen::V,амайын,בנה
1083,reparieren::V,æмпъузын,תקן
1084,reparieren::V,цалцæг кæнын,תקן
1085,verbessern::V,фæхуыздæр кæнын,שפר
1086,ändern::V,аивын,שנה
1087,graben::V,къахын,חפר
1088,beugen::V,æркъæдз кæнын,כפף
1089,beugen::V,æртасын кæнын,כפף
1090,biegen::V,тасын кӕнын,כופף
1091,drehen::V,здухын,סובב
1092,wenden::V,афæлдахын,הפך
1093,wenden::V,рафæлдахын,הפך
1094,umdrehen::V,афæлдахын,סובב
1095,heben::V,сдарын,הרים
1096,heben::V,схæцын,הרים
1097,hochheben::V,уæлæмæ хæцын,הרים
1098,ergreifen::V,фӕлӕбурын,אחז
1099,halten::V,дарын,החזיק
1100,drücken::V,æлхъивын,לחץ
1101,drücken::V,хæцын,לחץ
1102,schieben::V,схойын,הזיז
1103,kratzen::V,хафын,שרט
1104,kratzen::V,хафын,שפשף
1105,lecken::V,сдæрын,לקק
1106,beißen::V,хæцын,נשך
1107,abreißen::V,ратонын,קרע
1108,abschneiden::V,ралыг кӕнын,חתך
1109,binden::V,бабӕттын,קשר
1110,stecken::V,ныссадзын,תקע
1111,brechen::V,асæттын,שבר
1112,brechen::V,басæттын,שבר
1113,brechen::V,ныссæттын,שבר
1114,klopfen::V,хойын,נקש
1115,klopfen::V,гуыпп-гуыпп кæнын,נקש
1116,klopfen::V,къуырцц-къуырцц кæнын,נקש
1117,hauen::V,цӕвын,הכה
1118,hauen::V,нӕмын,הכה
1119,kleben::V,ныхасын,הדביק
1120,kleben::V,æндадзын,הדביק
1121,reiben::V,сӕрфын,שפשף
1122,reiben::V,хафын,שפשף
1123,streichen::V,байсæрдын,מרח
1124,streichen::V,сахорын,מרח
1125,schleifen::V,ссын,השחיז
1126,schleifen::V,цыргъ кӕнын,השחיז
1127,schneiden::V,кӕрдын,גזר
1128,rütteln::V,æнкъусын,נענע
1129,schütteln::V,уигъын,נער
1130,schwenken::V,тилын,נופף
1131,schwenken::V,тилын,טלטל
1132,schwenken::V,уигъын,נופף
1133,schwenken::V,уигъын,טלטל
1134,schütten::V,ныккӕнын,שפך
1135,füllen::V,байдзаг кæнын,מלא
1136,einwickeln::V,батухын,עטף
1137,tragen::V,хӕссын,נשא
1138,schleppen::V,ласын,סחב
1139,ziehen::V,ласын,משך
1140,aufbewahren::V,æвæрын,שמר
1141,werfen::V,зыввытт кӕнын,זרק
1142,fangen::V,ӕрцахсын,תפס
1143,packen::V,рацахсын,אחז
1144,verstecken::V,æмбæхсын,החביא
1145,verstecken::V,нымæхсын,החביא
1146,teilen::V,уарын,חלק
1147,schicken::V,ӕрвитын,שלח
1148,bringen::V,æрхæссын,הביא
1149,bringen::V,æрбахæссын,הביא
1150,hinzufügen::V,ӕфтауын,הוסיף
1151,bekommen::V,ссарын,תפס
1152,bekommen::V,сфæрæз кæнын,תפס
1153,bekommen::V,самал кæнын,תפס
1154,erhalten::V,райсын,קבל
1155,nehmen::V,райсын,אחז
1156,wählen::V,равзарын,בחר
1157,auswählen::V,авзарын,בחר ב
1158,bewahren::V,бавæрын,קים
1159,bewahren::V,нывæрын,קים
1160,behindern::V,цæлхдур æвæрын,מנע
1161,behindern::V,ныхдур æвæрын,מנע
1162,behindern::V,къуылымпы кæнын,מנע
1163,behindern::V,хъыг дарын,מנע
1164,verderben::V,фесафын,מנע
1165,beschädigen::V,халын,הזיק
1166,zerbrechen::V,асӕттын,נשבר
1167,zerreißen::V,аскъуынын,קרע
1168,zerstören::V,фехалын,הרס
1169,zerstören::V,фехалын,השמיד
1170,verbrennen::V,басудзын,שרף
1171,geben::V,дӕттын,נתן
1172,reichen::V,адæттын,העביר
1173,schenken::V,лæвар кæнын,נתן במתנה
1174,versprechen::V,дзырд раттын,הבטיח
1175,versprechen::V,зӕрдӕ бавӕрын,הבטיח
1176,wünschen::V,зæрдæ зæгъы,אחל
1177,loben::V,раппӕлын,שבח
1178,küssen::V,пъа кæнын,נשק
1179,küssen::V,ба кæнын,נשק
1180,wiegen::V,узын,נדנד
1181,zudecken::V,бамбӕрзын,כסה
1182,wecken::V,райхъал кӕнын,עורר
1183,zeigen::V,амонын,הראה
1184,führen::V,кӕнын,הביא
1185,führen::V,кӕнын,הוביל
1186,führen::V,фæкæнын,הביא
1187,führen::V,фæкæнын,הוביל
1188,lehren::V,ахуыр кæнын,למד
1189,unterrichten::V,ахуыр кæнын,למד
1190,aufziehen::V,хъомыл кӕнын,רומם
1191,leiten::V,разамынд дӕттын,נהל
1192,antreiben::V,тагъд кæнын,המרץ
1193,antreiben::V,рог кæнын,המרץ
1194,lassen::V,кæнын,נתן
1195,einladen::V,ӕрхонын,הזמין
1196,einladen::V,ӕрбахонын,הזמין
1197,vereinigen::V,баиу кӕнын,אחד
1198,vereinigen::V,баиу кӕнын,לכד
1199,besuchen::V,абæрæг кæнын,בקר
1200,besuchen::V,бабæрæг кæнын,בקר
1201,besuchen::V,бауайын,בקר
1202,treffen::V,фембæлын,פגש
1203,sich versammeln::V,æрæмбырд уын,התאסף
1204,spielen::V,хъазын,שחק
1205,singen::V,зарын,שר
1206,tanzen::V,кафын,רקד
1207,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,נפרד
1208,verlassen::V,ныууадзын,עזב
1209,retten::V,фервӕзын кӕнын,הציל
1210,bewachen::V,хъахъхъӕнын,שמר
1211,schützen::V,хъахъхъӕнын,אבטח
1212,verteidigen::V,бахизын,הגן
1213,sich schlagen::V,хыл кæнын,התכתש
1214,schießen::V,ӕхсын,ירה
1215,siegen::V,басӕттын,גבר
1216,siegen::V,басӕттын,נצח
1217,siegen::V,фӕуӕлахиз уӕвын,גבר
1218,siegen::V,фӕуӕлахиз уӕвын,נצח
1219,ärgern::V,мӕсты кӕнын,עצבן
1220,schlagen::V,ныццæвын,הכה
1221,schlagen::V,ныццæвын,הלקה
1222,stechen::V,фæрæхойын,דקר
1223,stoßen::V,риуыгъын,דחק
1224,stehlen::V,давын,גנב
1225,stören::V,хъыгдарын,קטע
1226,stören::V,хъыгдарын,הפריע
1227,belästigen::V,хъыгдарын,הציק
1228,belästigen::V,хъыгдарын,הטריד
1229,verbergen::V,бамбӕхсын,הצניע
1230,verbergen::V,басусӕг кӕнын,הצניע
1231,täuschen::V,фӕливын,שגע
1232,täuschen::V,асайын,שגע
1233,betrügen::V,асайын,הונה
1234,töten::V,амарын,הרג
1235,wohnen::V,цӕрын,גר
1236,arbeiten::V,кусын,עבד
1237,sammeln::V,æртонын,אסף
1238,pflücken::V,тонын,קטף
1239,jagen::V,цуан кæнын,צד
1240,fischen::V,кæсаг ахсын æнгуырæй,דג
1241,fischen::V,æнгуыр дарын,דג
1242,fassen::V,ӕрцахсын,תפס
1243,hüten::V,хизын,רעה
1244,treiben::V,скъӕрын,הוציא
1245,anbinden::V,бабæттын,קשר
1246,anbinden::V,æрбæттын,קשר
1247,füttern::V,холлаг дæттын,הלעיט
1248,füttern::V,холлаг æвæрын,הלעיט
1249,füttern::V,дарын,הלעיט
1250,melken::V,дуцын,חלב
1251,hacken::V,кæрдын,קצץ
1252,hacken::V,лыгтæ кæнын,קצץ
1253,gießen::V,бакалын,השקה
1254,reifen::V,срæгъæд уын,בשל
1255,reifen::V,сцæттæ уын,בשל
1256,zubereiten::V,сцӕттӕ кӕнын,הכין
1257,kochen::V,фыцын,בשל
1258,backen::V,фыцын,אפה
1259,braten::V,цурын,צלה
1260,braten::V,цурын,טגן
1261,umrühren::V,ахæццæ кæнын,ערבב
1262,umrühren::V,азмæнтын,ערבב
1263,umrühren::V,астауын,ערבב
1264,stricken::V,кæнын,סרג
1265,stricken::V,бийын,סרג
1266,nähen::V,хуыйын,תפר
1267,färben::V,ахорын,צבע
1268,reinigen::V,ссыгъдæг кæнын,נקה
1269,reinigen::V,ныссыгъдæг кæнын,נקה
1270,reinigen::V,ныссæрфын,נקה
1271,waschen::V,ӕхсын,רחץ
1272,waschen::V,ӕхсын,כבס
1273,abwischen::V,сӕрфын,נגב
1274,spülen::V,æнхъæвзын,שטף
1275,fegen::V,мӕрзын,טאטא
1276,kehren::V,мӕрзын,טאטא
1277,baden::V,хи найын,טבל
1278,baden::V,хи найын,שחה
1279,sich waschen::V,хи æхсын,התרחץ
1280,ausziehen::V,ласын,הוריד
1281,anziehen::V,скæнын,לבש
1282,sich anziehen::V,дзаума скæнын,התלבש
1283,sich anziehen::V,дарæс скæнын,התלבש
1284,kämmen::V,ныффасын,סרק
1285,kämmen::V,æрфасын,סרק
1286,schmücken::V,фӕлындын,קשט
1287,sagen::V,зæгъын,אמר
1288,sprechen::V,дзурын,דבר
1289,reden::V,ныхас кӕнын,דבר
1290,sich unterhalten::V,ныхас кæнын,שוחח
1291,fragen::V,фӕрсын,שאל
1292,bitten::V,курын,בקש
1293,erzählen::V,радзурын,ספר
1294,erzählen::V,ратаурæгъ кæнын,ספר
1295,mitteilen::V,фехъусын кæнын,מסר
1296,mitteilen::V,фехъусын кæнын,הודיע
1297,nennen::V,хонын,קרא בשם
1298,rufen::V,сидын,גיס
1299,rufen::V,сидын,הזמין לבוא
1300,prahlen::V,ӕппӕлын,התרברב
1301,übersetzen::V,ратæлмац кæнын,תרגם
1302,denken::V,ӕнхъӕлын,חשב
1303,denken::V,хъуыды кӕнын,חשב
1304,glauben::V,уырнын,האמין
1305,bemerken::V,фенын,הבחין
1306,erkennen::V,базонын,זהה
1307,begreifen::V,ӕмбарын,קלט
1308,begreifen::V,ӕмбарын,הבין
1309,begreifen::V,бамбарын,קלט
1310,begreifen::V,бамбарын,הבין
1311,lernen::V,ахуыр кӕнын,למד
1312,wissen::V,зонын,ידע
1313,sich erinnern an::V,зæрдыл æрлæууын,זכר
1314,sich erinnern an::V,æрымысын,זכר
1315,sich erinnern an::V,æрбаймысын,זכר
1316,sich erinnern an::V,æрхъуыды кæнын,זכר
1317,vergessen::V,ферох кæнын,שכח
1318,vergessen::V,айрох кæнын,שכח
1319,messen::V,барын,מדד
1320,zählen::V,нымайын,ספר
1321,rechnen::V,хынцын,חשב
1322,lesen::V,кӕсын,קרא
1323,lesen::V,фӕрсын,קרא
1324,malen::V,ныв кӕнын,ציר
1325,zeichnen::V,ныв кӕнын,שרטט
1326,schreiben::V,фыссын,כתב
1327,besitzen::V,хицау уын,היה בעל של
1328,kaufen::V,балхӕнын,קנה
1329,kaufen::V,балхӕнын,רכש
1330,verkaufen::V,уӕй кӕнын,מכר
1331,bezahlen::V,бафидын,שלם
1332,zahlen::V,фидын,שלם
1333,beherrschen::V,æлдариуæг кæнын,שלט
1334,ertragen::V,бавзарын,סבל
1335,Leine::N,,מושכות
1336,rauschen::V,,רשרש
1337,treten::V,,בעט
1338,verstehen::V,,הבין
