,Concept_ID,ce,te
676,fünf::NUM,пхиъ,అయిదు
677,sechs::NUM,ялх,ఆఱు
678,sieben::NUM,ворхӏ,ఏరు
679,acht::NUM,бархӏ,ఎనిమదు
680,neun::NUM,исс,తొమ్మిది
681,zehn::NUM,итт,పది
682,elf::NUM,цхьайтта,పదునొకొండు
683,zwölf::NUM,шийтта,పండ్రండు
684,zwanzig::NUM,ткъа,ఇరుపది
685,dreißig::NUM,ткъе итт,ముప్పది
686,vierzig::NUM,шовзткъа,నలువది
687,fünfzig::NUM,шовзткъе итт,ఏబది
688,sechzig::NUM,кхузткъа,అరుపది
689,siebzig::NUM,кхузткъе итт,డెబ్బది
690,achtzig::NUM,дезткъа,ఎనుబది
691,neunzig::NUM,дезткъе итт,తొంబది
692,hundert::NUM,бӏе,నూఱు
693,tausend::NUM,эзар,వేయి
694,und::CNJ,a,మఱియు
695,oder::CNJ,я,లేక
696,stehen::V,латта,నిలుచు
697,sitzen::V,хиъна ӏан,కూర్చుండు
698,liegen::V,ӏилла,పండుకొనుట
699,hängen::V,кхаза,వ్రేలాడదీయు
700,werden::V,хила,అగు
701,passieren::V,хила,సంభవించు
702,beginnen::V,доло,ఆరంభించు
703,enden::V,дӏадерза,తీరుట
704,wechseln::V,хийца,మార్చు
705,aufgehen[Sonne]::V,кхета,ఉదయించు
706,untergehen[Sonne]::V,чубуза,అస్తమించు
707,scheinen[Sonne]::V,серло яла,ప్రకాశించు
708,donnern::V,къекъа,ఉరుముట
709,wehen::V,хьекха,దురద్పప్టము
710,strömen::V,эха,పారుట
711,fließen::V,охьаэха,ప్రవహించు
712,sich drehen::V,хьийза,తిరుగు
713,schwanken::V,леста,ఆడించుట
714,schwingen::V,лесто,ఊగుట
715,fallen::V,охьакхета,పడు
716,brennen::V,дага,కాలుట
717,rauchen::V,оза,పొగసుట
718,regnen::V,догlа догlу,కురిపించుట
719,gefrieren::V,гӏоро,గడ్డకట్టు
720,tauen::V,даша,కరగు
721,schmelzen::V,лала,కరగు
722,trocknen::V,дакъо,యెండుట
723,sieden::V,кхехка,ఉడుకు
724,faulen::V,дахкадала,క్రుళ్లు
725,verfaulen::V,дахкадала,క్షిణించు
726,reißen::V,хеда,చించు
727,versinken::V,хичудаха,మునుగు
728,vergehen::V,дlаэха,సంభవించు
729,erscheinen::V,схьадала,కనబడు
730,erscheinen::V,ӏоттадала,కనబడు
731,verschwinden::V,къайладала,అదృశ్యమగు
732,sinken::V,лахдала,ముణుగుట
733,zunehmen::V,лакхадала,పెరుగుట
734,steigen::V,хьаладала,లేచు
735,wachsen::V,кхиа,పెరుగు
736,glänzen::V,лепа,ప్రకాశించు
737,funkeln::V,къега,ప్రకాశించు
738,lärmen::V,гӏовгӏаян,అరుచుట
739,läuten::V,детта,మేళవించుట
740,klingeln::V,дека,వాయించుట
741,klirren::V,дека,ఘంటానాదము
742,brausen::V,хьаьдда даха,గర్జించు
743,rauschen::V,леста,చటచటమనుట
744,klingen::V,дека,ధ్వనించుట
745,bellen::V,лета,అఱచు
746,heulen::V,угӏа,కూయు
747,blasen::V,хӏуп баха,దురద్పప్టము
748,pfeifen::V,шок етта,ఈలవేయు
749,schreien::V,мохь бетта,అఱచు
750,stöhnen::V,узарш дан,మూలుగు
751,zittern::V,дега,వణకు
752,leben::V,даха,జీవించుట
753,geboren werden::V,хила,పుట్టుట
754,atmen::V,садеӏа,ఉపిరి తీయు
755,trinken::V,мала,త్రాగు
756,essen::V,кхалла,తిను
757,schlucken::V,къурдбан,మ్రింగు
758,müde werden::V,кӏаддала,అలయు
759,einschlafen::V,наб кхета,నిద్రించు
760,schlafen::V,вижа,నిద్రురించు
761,schlafen::V,наб ян,నిద్రురించు
762,schlafen::V,дижина хила,నిద్రురించు
763,aufwachen::V,самадала,మేలుకొను
764,aufstehen::V,гӏатта,లేచు
765,sich erholen::V,садаӏа,నడ్డి వాల్చు
766,krank werden::V,цомгуш хила,జబ్బుపడు
767,krank sein::V,цомгуш хила,జబ్బు చేయు
768,schmerzen::V,лаза,నొచ్చుట
769,schmerzen::V,ӏийжа,నొచ్చుట
770,husten::V,йовхарш етта,దగ్గుట
771,genesen::V,тадала,కుదురుట
772,sterben::V,дала,మరణించు
773,umkommen::V,хӏаллакхила,నశించు
774,sich bewegen::V,лела,కదలు
775,sich rühren::V,меттахъхьен,కదలు
776,sich erheben::V,хьалагlатта,లేచు
777,sich setzen::V,хаа,కూర్చుణ్డు
778,hinfallen::V,дожа,దొర్లు
779,hinfallen::V,охьакхета,దొర్లు
780,laufen::V,вада,నడచు
781,laufen::V,хьада,నడచు
782,schreiten::V,болар дан,అడుగుపెట్టుట
783,schreiten::V,ког баккха,అడుగుపెట్టుట
784,spazierengehen::V,доладала,పచారు చేయు
785,eilen::V,сихдала,తొందరపడు
786,sich beeilen::V,сихдала,త్వరపెట్టు
787,rennen::V,дада,పరుగెత్తు
788,springen::V,ирхкхийсадала,దుముకు
789,klettern::V,тӏедийла,ఎక్కు
790,schaukeln::V,техко,ఉయ్యాల ఊగు 
791,kriechen::V,такха,ప్రాకు
792,schwimmen::V,некадан,ఈదు
793,tauchen::V,чулелха,మునుగు
794,rudern::V,дига лело,తెడ్లతోఁగడపు
795,rudern::V,кема лело,తెడ్లతోఁగడపు
796,fahren::V,хахка,నడపు
797,fliegen::V,тӏемадала,ఎగురు
798,gehen::V,лeла,పోవు
799,weggehen::V,дӏадаха,బయలుదేరు
800,abfahren::V,дӏадаха,విడిచిపోవు
801,anhalten::V,саца,నిలుపు
802,hineingehen::V,чудала,ప్రవేశించు
803,eintreten::V,чудала,ప్రవేశించు
804,kommen::V,кхача,వచ్చు
805,kommen::V,дӏакхача,వచ్చు
806,kommen::V,схьакхача,వచ్చు
807,ankommen::V,кхача,వచ్చి చేరు
808,ankommen::V,схьакхача,వచ్చి చేరు
809,zurückkommen::V,юхада,తిరిగీవచ్చుట
810,bleiben::V,диса,ఉండు
811,warten::V,хьежа,కనిపెట్టు
812,warten::V,cобар дан,కనిపెట్టు
813,erwarten::V,хьоьжуш ӏан,నిరిక్షించు
814,suchen::V,леха,వెదకు
815,finden::V,каро,కనుగొను
816,versuchen::V,дан хьажа,ప్రయత్నించు
817,vorbereiten::V,кечъян,తయారుచేయు
818,lieben::V,деза,ప్రేమించు
819,mögen::V,безамхила,ఇష్టపడు
820,lachen::V,дела,నవ్వు
821,rühren::V,хьедан,గుండె తాకు
822,weinen::V,делха,వీడ్చు
823,schimpfen::V,чехо,గొణుగు
824,sich ärgern::V,оьгӏазъэха,అలుగు
825,sich fürchten::V,кхера,భయపడు
826,fürchten::V,кхера,భయపడు
827,fliehen::V,дӏадада,పాఱిపోపు
828,flüchten::V,дӏадада,తప్పించుకొను
829,sehen::V,ган,చూచు
830,anschauen::V,хьажа,చూచు
831,anschauen::V,хьежа,చూచు
832,ansehen::V,хьовса,కాచియుండు
833,hören::V,хаза,విను
834,zuhören::V,ладогӏа,విను
835,probieren::V,хьажа,చవిచూచుట
836,riechen::V,хьожа яха,వాసనచూచు
837,fühlen::V,хаадала,స్పర్శించుట
838,scheinen::V,мотта,కనబడు
839,zu sehen sein::V,гуш хила,చూవు
840,vernehmen::V,бартхатта,విను
841,frieren::V,гӏоро,చలికి వడకు
842,tun::V,дан,చేయు
843,können::V,дадала,గల
844,wollen::V,тӏергӏа,కోరు
845,anfangen::V,доло,ఆరంభించు
846,beenden::V,довла,ముగించు
847,aufhören::V,саца,నిలుపు
848,gelingen::V,кадала,గెలుపాందు
849,geraten::V,хила,వెలువడు
850,öffnen::V,дӏаделла,తెఱచు
851,öffnen::V,схьаделла,తెఱచు
852,schließen::V,къовла,మూయు
853,schließen::V,дӏачӏагӏа,మూయు
854,stellen::V,хlотто,ఉంచు
855,setzen::V,дийгӏа,ఉంచు
856,legen::V,охьадилла,పెట్టు
857,berühren::V,хьедан,తాకు
858,verbinden::V,вовшахтаса,చేర్చుట
859,bedecken::V,тилла,మూయు
860,bedecken::V,тӏетаса,మూయు
861,aufhängen::V,хьалаолла,వ్రేలాడదీయు
862,anzünden::V,лато,వెలిగించు
863,aufheben::V,айа,సేకరించు
864,zurücklassen::V,дита,విడుచు
865,verlieren::V,дайа,పోగొట్టుకొను
866,fallen lassen::V,охьадожо,జాఱవిడుచు
867,machen::V,дан,చేయు
868,herstellen::V,дан,ఉత్పత్తిచేయు
869,bauen::V,гӏишлоян,నిర్మించు
870,reparieren::V,тадан,సరిచేయు
871,verbessern::V,нисдан,వృద్ధి చేయు
872,ändern::V,хийца,మార్చు
873,graben::V,ахка,త్రవ్వు
874,beugen::V,сатто,వంచు
875,biegen::V,сатто,వంచు
876,drehen::V,хьовзо,నూలువడుకు
877,umdrehen::V,хьовзo,త్రిప్పు
878,heben::V,айа,ఎత్తు
879,heben::V,хьалаайа,ఎత్తు
880,hochheben::V,хьалаайа,ఎత్తు
881,ergreifen::V,дӏалаца,వశపఱచుకొను
882,halten::V,латто,ఉంచు
883,drücken::V,тӏетаӏо,అణచు
884,schieben::V,татта,నొక్కు
885,kratzen::V,мӏараш тийса,గోకు
886,lecken::V,мотт хьекха,నాకు
887,beißen::V,катoха,కఱచు
888,abreißen::V,схьадаккха,తెగతెంచు
889,abschneiden::V,кхада,తెగకొట్టు
890,binden::V,дӏадехка,కట్టు
891,binden::V,вовшахтаса,కట్టు
892,stecken::V,чудахийта,తగులుకొనివుండుట
893,brechen::V,кагдан,పగులగొట్టు
894,klopfen::V,детта,కొట్టు
895,hauen::V,етта,కొట్టు
896,kleben::V,тӏелато,అంటుకొను
897,reiben::V,хьекхо,రాచు
898,streichen::V,тlехьакха,వ్యాపింపజేయు
899,schleifen::V,ирдан,రాచు
900,schneiden::V,ларга,కోయు
901,rütteln::V,лесто,కుదిలించుట
902,schütteln::V,лесто,కదల్చు
903,schwenken::V,лесто,ఊచుట
904,schütten::V,дотта,పోయు
905,füllen::V,дуза,నింపు
906,einwickeln::V,хьарчо,చుట్టు
907,tragen::V,дахьа,మోయు
908,schleppen::V,ийзо,ఈడ్చు
909,ziehen::V,озо,ఈడ్చు
910,aufbewahren::V,ӏалашдан,కాపాడు
911,werfen::V,кхосса,విసరు
912,fangen::V,леца,పట్టుకొను
913,packen::V,леца,పట్టుకొను
914,verstecken::V,къайладаккха,దాచు
915,teilen::V,декъа,భాగించు
916,schicken::V,дӏадахьийта,పంపు
917,bringen::V,дан,తెచ్చు
918,hinzufügen::V,тӏетоха,చేర్చు
919,bekommen::V,даккха,సంపాదించు
920,erhalten::V,даккха,పుచ్చుకొను
921,nehmen::V,схьаэца,తీసికొను
922,wählen::V,харжа,ఇష్టపడు
923,auswählen::V,харжа,ఏరుకొను
924,bewahren::V,lалашдан,భద్రపఱుచు
925,behindern::V,новкъарло ян,అడ్డగించుట
926,verderben::V,талхо,చెఱచు
927,beschädigen::V,дохо,చెరుపుట
928,zerbrechen::V,дохо,పగులగొట్టు
929,zerbrechen::V,кагдан,పగులగొట్టు
930,zerreißen::V,хадо,చించు
931,zerstören::V,дохо,వాశనము చేయు
932,zerstören::V,кагдан,వాశనము చేయు
933,verbrennen::V,даго,కాల్చు
934,geben::V,яла,ఇచ్చు
935,reichen::V,дӏадала,అందుకొనుట
936,reichen::V,дӏакховдо,అందుకొనుట
937,schenken::V,совгӏат дан,అర్పించు
938,versprechen::V,ваӏда дан,వాగ్దత్తము చేయు
939,wünschen::V,лаа,కోరు
940,loben::V,хасто,స్తుతించు
941,küssen::V,оба яккха,ముద్దుపెట్టుకొను
942,wiegen::V,тахка,ఊచుట
943,zudecken::V,тӏетаса,మూయు
944,wecken::V,самадаккха,నిద్రపలేపుట
945,zeigen::V,гайта,చూవు
946,führen::V,дига,దారిచూపు
947,lehren::V,ӏамо,బోధించు
948,unterrichten::V,хьеха,నేర్పు
949,aufziehen::V,кхио,పెంచు
950,leiten::V,урхалла дан,తీసుకపోవుట
951,antreiben::V,сихдан,ప్రేరేపించు
952,lassen::V,-йта,అనుమతించు
953,einladen::V,кхайкха,ఆహ్వానించు
954,vereinigen::V,цхьаьнатоха,కూడుట
955,besuchen::V,хьажахIотта,పోయి చూచు
956,treffen::V,дуьхьалкхета,కలియు
957,sich versammeln::V,гулдан,కూర్చు
958,spielen::V,ловза,ఆట లాడు
959,singen::V,лакха,పాడు
960,tanzen::V,хелхадала,నృత్యముచేయు
961,sich trennen::V,къаста,ఎడబాయుట
962,verlassen::V,дита,విడుచు
963,retten::V,кӏелхьардаккха,తప్పించుట
964,bewachen::V,ха дан,కాపాడు
965,schützen::V,лардан,రక్షించు
966,verteidigen::V,лардан,రక్షించు
967,sich schlagen::V,етта,జగడమాడు
968,schießen::V,детта,కాల్చు
969,siegen::V,тола,గెలుచు
970,ärgern::V,оьгӏаздахийта,పీడించుట
971,schlagen::V,тоха,కొట్టు
972,treten::V,мийра тоха,తన్ను
973,stechen::V,ӏотта,కుట్టు
974,stechen::V,къовзо,కుట్టు
975,stoßen::V,татта,గెంటు
976,stehlen::V,лачкъо,దొంగిలించు
977,stören::V,новкъарло ян,కలతపఱచు
978,belästigen::V,сагатдан,పీడించు
979,verbergen::V,къайладаккха,దాచు
980,täuschen::V,ӏexo,మోసము చేయు
981,betrügen::V,ледан,మోసపుచ్చు
982,töten::V,ден,చంపు
983,wohnen::V,даха,నివసించు
984,arbeiten::V,къахьега,పనిచేయు
985,sammeln::V,гулдан,ప్రోగుచేయు
986,pflücken::V,даха,యేరుట
987,jagen::V,талла,వేటాడు
988,fischen::V,чӏерий леца,వెదకు
989,fassen::V,лаца,పట్టుకొమ
990,fassen::V,схьалаца,పట్టుకొమ
991,hüten::V,лардан,మందచేరుట
992,treiben::V,лахка,నడపు
993,anbinden::V,дӏадехка,కట్టు
994,füttern::V,хӏума яла,భోజనము పెట్టు
995,melken::V,оза,పాలు పితుకు
996,gießen::V,хи тоха,నీళ్ళుకట్టుట
997,reifen::V,хьекъа,పండుట
998,zubereiten::V,кечъян,వండు
999,zubereiten::V,кхача бан,వండు
1000,kochen::V,кхача бан,వండు
1001,backen::V,датта,రొట్టెకాల్చు
1002,braten::V,кхарза,వేపు
1003,umrühren::V,кего,కదులుట
1004,nähen::V,тега,కుట్టు
1005,färben::V,басардан,రంగు వేయు
1006,reinigen::V,цӏандан,శుభ్రము చేయు
1007,waschen::V,йила,కడుగు
1008,waschen::V,йитта,కడుగు
1009,waschen::V,дӏадайа,కడుగు
1010,abwischen::V,дӏадайа,తుడుచు
1011,spülen::V,хи кхарза,నీటిలో జడించు
1012,fegen::V,нуй хьакха,ఊడ్చు
1013,kehren::V,нуй хьакха,ఊడ్చు
1014,baden::V,лийча,స్నానము చేయు
1015,sich waschen::V,юьхь йила,కడుగు
1016,ausziehen::V,духар дӏадаккха,విప్పు
1017,sich anziehen::V,духа,బట్టలు వేసుకొను
1018,sich anziehen::V,духа,తొడుగుకొను
1019,kämmen::V,ехк хьакха,దువ్వుట
1020,schmücken::V,хаздан,అలంకరించు
1021,sagen::V,ала,చెప్పు
1022,sprechen::V,баха,చెప్పు
1023,sprechen::V,мотт бийца,చెప్పు
1024,reden::V,къамел дан,మాటలాడు
1025,sich unterhalten::V,къамел дан,ముచ్చటలాడు
1026,fragen::V,хатта,ప్రశ్నించు
1027,bitten::V,деха,కోరు
1028,erzählen::V,дийца,చెప్పు
1029,mitteilen::V,хаам бан,తెలియజేయు
1030,nennen::V,цӏе яккха,పేరు వెట్టు
1031,rufen::V,кхайкха,పిలుచు
1032,prahlen::V,куралла ян,జల్లి
1033,prahlen::V,дозалла дан,జల్లి
1034,übersetzen::V,гоч дан,తర్జుమాచేయు
1035,denken::V,ойла ян,ఆలోచించు
1036,glauben::V,теша,నమ్ము
1037,bemerken::V,ган,గుర్తించు
1038,erkennen::V,довза,గుర్తించు
1039,begreifen::V,кхета,గ్రహించు
1040,verstehen::V,кхета,గ్రహించు
1041,lernen::V,деша,నేర్చు కొను
1042,wissen::V,хаа,తెలిసికొను
1043,sich erinnern an::V,дагадан,జ్ఞాపకముంచుకొను
1044,vergessen::V,дицдала,మఱచిపోవు
1045,messen::V,дуста,కొలుచుట
1046,zählen::V,дагардан,లెక్కపెట్టు
1047,rechnen::V,лара,లెక్కపెట్టు
1048,lesen::V,еша,చదువు
1049,malen::V,сурт дилла,పూనుట
1050,zeichnen::V,сурт дилла,వ్రాసుట
1051,schreiben::V,яздан,వ్రాయు
1052,besitzen::V,доладан,కలిగియుండు
1053,kaufen::V,эца,కొను
1054,verkaufen::V,дохка,అమ్ము
1055,bezahlen::V,мах бала,చెల్లించు
1056,zahlen::V,мах бала,చెల్లించు
1057,beherrschen::V,собаре хила,ఏలు
1058,ertragen::V,лан,భరించు
1059,ertragen::V,сатоха,భరించు
1060,ertragen::V,садетта,భరించు
1061,Schwarm::N,,గుంపు
1062,Schlinge::N,,ఉరి
1063,Art::N,,జాతి
1064,Entfernung::N,,దూరము
1065,Griff::N,,పిడి
1066,Figur::N,,రూపము
1067,Bogen[Waffe]::N,,విల్లు
1068,so::ADV,,ఆలాగున
1069,abnehmen::V,,తగ్గు
1070,sausen::V,,విసరికొట్టు
1071,wenden::V,,త్రిప్పు
1072,hacken::V,,నఱకు
1073,stricken::V,,అల్లు
1074,anziehen::V,,ధరించు
