,Concept_ID,ar,az
785,nicht::ADV,لا,-ma-
786,nicht::ADV,لم,-ma-
787,ein wenig::ADV,قليلا,bir az
788,kaum::ADV,كاد لا,güclə
789,sehr::ADV,جدا,çox
790,sehr::ADV,كثيرا,çox
791,so::ADV,كذا,belə
792,so::ADV,كذلك,belə
793,noch::ADV,ما زال,hələ
794,nur::ADV,فقط,yalnız
795,schon::ADV,قد,artıq
796,wieder::ADV,من جديد,yenə
797,wieder::ADV,مرة أخرى,yenə
798,vergebens::ADV,عبثا,boş yerə
799,vor::PRP,أمام,önündə
800,hinter::PRP,خلف,arxasında
801,hinter::PRP,وراء,arxasında
802,unter::PRP,تحت,altında
803,durch::PRP,عبر,içindən
804,durch::PRP,خلال,içindən
805,neben::PRP,جنب,yanında
806,neben::PRP,بجانب,yanında
807,zwischen::PRP,بين,arasında
808,wegen::PRP,بسبب,üçün
809,wegen::PRP,بسبب,ötəri
810,dies::PRN,هذا,bu
811,das::PRN,ذلك,o
812,alles::PRN,الكل,hər şey
813,ich::PRN,أنا,mən
814,du::PRN,أنت,sən
815,er::PRN,هو,o
816,wir::PRN,نحن,biz
817,ihr::PRN,أنتم,siz
818,ihr::PRN,أنتن,siz
819,sie::PRN,هم,onlar
820,sie::PRN,هن,onlar
821,was::FPRN,ما,nə
822,wer::FPRN,من,kim
823,wo::FADV,أين,harada
824,wohin::FADV,إلى أين,haraya
825,wie::FADV,كيف,necə
826,warum::FADV,لماذا,niyə
827,warum::FADV,لماذا,nə üçün
828,wieviel::FNUM,كم,neçə
829,wieviel::FNUM,كم,nə qədər
830,eins::NUM,واحد,bir
831,zwei::NUM,اثنين,iki
832,drei::NUM,ثلاثة,üç
833,vier::NUM,أربعة,dörd
834,fünf::NUM,خمسة,beş
835,sechs::NUM,ستة,altı
836,sieben::NUM,سبعة,yeddi
837,acht::NUM,ثمانية,səkkiz
838,neun::NUM,تسعة,doqquz
839,zehn::NUM,عشرة,on
840,elf::NUM,أحد عشر,on bir
841,zwölf::NUM,اثنا عشر,on iki
842,zwanzig::NUM,عشرون,iyirmi
843,dreißig::NUM,ثلاثون,otuz
844,vierzig::NUM,أربعون,qırx
845,fünfzig::NUM,خمسون,əlli
846,sechzig::NUM,ستون,altmış
847,siebzig::NUM,سبعون,yetmiş
848,achtzig::NUM,ثمانون,səksən
849,neunzig::NUM,تسعون,doxsan
850,hundert::NUM,مئة,yüz
851,tausend::NUM,ألف,min
852,und::CNJ,و,və
853,oder::CNJ,أو,ya
854,stehen::V,وقف,durmaq
855,sitzen::V,جلس,oturmaq
856,liegen::V,رقد,uzanmaq
857,hängen::V,تعلق,asılmaq
858,werden::V,صار,olmaq
859,werden::V,أصبح,olmaq
860,passieren::V,حدث,olmaq
861,passieren::V,حدث,baş vermək
862,beginnen::V,ابتدأ,başlamaq
863,enden::V,انتهى,bitmək
864,wechseln::V,تغير,dəyişmək
865,aufgehen[Sonne]::V,شرق,doğmaq
866,untergehen[Sonne]::V,غرب,batmaq
867,scheinen[Sonne]::V,أضاء,parlamaq
868,donnern::V,رعد,guruldamaq
869,wehen::V,هب,əsmək
870,strömen::V,جرى,axmaq
871,fließen::V,سال,axmaq
872,sich drehen::V,دار,dönmək
873,schwanken::V,ترنح,yellənmək
874,schwingen::V,ترجح,yellənmək
875,fallen::V,سقط,düşmek
876,brennen::V,احترق,yanmaq
877,rauchen::V,دخن,tüstüləmək
878,regnen::V,أمطر,yağmaq
879,gefrieren::V,تجمد,donmaq
880,tauen::V,ذاب,ərimək
881,schmelzen::V,ذاب,ərimək
882,trocknen::V,نشف,qurumaq
883,sieden::V,غلى,qaynamaq
884,faulen::V,فسد,çürümək
885,verfaulen::V,تعفن,çürümək
886,reißen::V,انقطع,yırtılmaq
887,versinken::V,غرق,batmaq
888,vergehen::V,مضى,ötmək
889,erscheinen::V,لاح,görünmək
890,erscheinen::V,ظهر,görünmək
891,verschwinden::V,غاب,yox olmaq
892,sinken::V,هبط,enmək
893,abnehmen::V,نقص,azalmaq
894,zunehmen::V,ازداد,artmaq
895,steigen::V,صعد,yüksəlmək
896,steigen::V,ارتفع,yüksəlmək
897,wachsen::V,نما,böyümək
898,wachsen::V,نبت,böyümək
899,glänzen::V,لمع,parlamaq
900,funkeln::V,تلألأ,parıldamaq
901,lärmen::V,ضج,səs-küy etmək
902,lärmen::V,صخب,səs-küy etmək
903,läuten::V,قرع,çalmaq
904,klingeln::V,دق,zəng etmək
905,klirren::V,قعقع,cingildəmək
906,brausen::V,عج,gurlamaq
907,rauschen::V,حف,xışıldamaq
908,klingen::V,رن,səslənmək
909,bellen::V,نبح,hürmək
910,heulen::V,عوى,ulamaq
911,blasen::V,نفخ,üfləmək
912,pfeifen::V,صفر,fit vermek
913,schreien::V,صرخ,bağırmaq
914,schreien::V,صرخ,qışqırmaq
915,stöhnen::V,أن,inləmək
916,zittern::V,ارتعش,titrəmək
917,leben::V,عاش,yaşamaq
918,geboren werden::V,ولد,doğmaq
919,atmen::V,تنفس,nəfəs almaq
920,trinken::V,شرب,içmek
921,essen::V,أكل,yemək
922,schlucken::V,جرع,udmaq
923,müde werden::V,تعب,yorulmaq
924,einschlafen::V,نام,yuxuya getmək
925,schlafen::V,نام,uyumaq
926,aufwachen::V,استيقظ,oyanmaq
927,aufstehen::V,قام,yuxudan durmaq
928,sich erholen::V,استجم,dincəlmək
929,krank werden::V,مرض,xəstə olmaq
930,krank sein::V,مرض,azarlanmaq
931,krank sein::V,مرض,xəstələnmək
932,schmerzen::V,آلم,ağrimaq
933,husten::V,كح,öksürmək
934,husten::V,سعل,öksürmək
935,genesen::V,نقه,sağalmaq
936,sterben::V,مات,ölmək
937,sterben::V,مات,vəfat etmək
938,umkommen::V,هلك,həlak olmaq
939,sich bewegen::V,تحرك,hərəkət etmək
940,sich rühren::V,تحرك,tərpənmək
941,sich erheben::V,قام,qalxmaq
942,sich setzen::V,جلس,oturmaq
943,hinfallen::V,وقع,yıxılmaq
944,laufen::V,مشى,yerimək
945,schreiten::V,خطا,addım atmaq
946,spazierengehen::V,تنزه,gəzmək
947,eilen::V,عجل,atılmaq
948,sich beeilen::V,استعجل,tələsmək
949,sausen::V,أسرع,çırpmaq
950,rennen::V,عدا,qaçmaq
951,rennen::V,ركض,qaçmaq
952,springen::V,قفز,sıçramaq
953,klettern::V,تسلق,dırmanmaq
954,schaukeln::V,تأرجح,sallanmaq
955,kriechen::V,دب,sürünmək
956,kriechen::V,زحف,sürünmək
957,schwimmen::V,سبح,üzmek
958,tauchen::V,غطس,dalmaq
959,rudern::V,جذف,avarlamaq
960,fahren::V,ركب,sürmək
961,fahren::V,سافر,sürmək
962,fliegen::V,طار,uçmaq
963,gehen::V,سار,getmək
964,gehen::V,ذهب,getmək
965,weggehen::V,ذهب,getmək
966,weggehen::V,انصرف,getmək
967,abfahren::V,رحل,yola düşmək
968,anhalten::V,توقف,saxlamaq
969,hineingehen::V,دخل,girmək
970,eintreten::V,دخل,girmək
971,eintreten::V,دخل,daxil olmaq
972,kommen::V,أتى,gəlmək
973,kommen::V,جاء,gəlmək
974,ankommen::V,وصل,gəlib çatmaq
975,zurückkommen::V,عاد,qayıtmaq
976,zurückkommen::V,رجع,qayıtmaq
977,bleiben::V,مكث,qalmaq
978,warten::V,انتظر,gözləmək
979,erwarten::V,ترقب,bəkləmək
980,erwarten::V,انتظر,bəkləmək
981,suchen::V,بحث,aramaq
982,suchen::V,بحث,axtarmaq
983,finden::V,وجد,tapmaq
984,versuchen::V,حاول,çalışmaq
985,vorbereiten::V,أعد,hazırlamaq
986,vorbereiten::V,حضر,hazırlamaq
987,lieben::V,أحب,sevmək
988,mögen::V,أحب,xoşlamaq
989,lachen::V,ضحك,gülmək
990,rühren::V,أثر,həyəcanlandırmaq
991,weinen::V,بكى,ağlamaq
992,schimpfen::V,سب,küfr etmək
993,schimpfen::V,شتم,küfr etmək
994,sich ärgern::V,زعل,acıqlanmaq
995,sich fürchten::V,هاب,qorxmaq
996,fürchten::V,خاف,qorxmaq
997,fürchten::V,خشي,qorxmaq
998,fliehen::V,هرب,qaçmaq
999,flüchten::V,فر,qaçmaq
1000,sehen::V,رأى,görmək
1001,anschauen::V,نظر,baxmaq
1002,ansehen::V,نظر,baxmaq
1003,hören::V,سمع,duymaq
1004,hören::V,سمع,eşitmək
1005,zuhören::V,أصغى,dinləmək
1006,probieren::V,ذاق,dadına baxmaq
1007,riechen::V,شم,qoxlamaq
1008,riechen::V,استنشق,qoxlamaq
1009,fühlen::V,شعر,duymaq
1010,scheinen::V,ظهر,görünmək
1011,zu sehen sein::V,ظهر,görünmək
1012,vernehmen::V,سمع,eşitmək
1013,frieren::V,بردان,üşümək
1014,tun::V,فعل,etmək
1015,können::V,قدر,bilmək
1016,können::V,قدر,bacarmaq
1017,können::V,استطاع,bilmək
1018,können::V,استطاع,bacarmaq
1019,wollen::V,شاء,istəmək
1020,wollen::V,أراد,istəmək
1021,anfangen::V,بدأ,başlamaq
1022,beenden::V,أنهى,bitirmək
1023,aufhören::V,توقف,bitmək
1024,aufhören::V,توقف,qurtarmaq
1025,aufhören::V,انقطع,bitmək
1026,aufhören::V,انقطع,qurtarmaq
1027,gelingen::V,نجح,müvəffəq olmaq
1028,geraten::V,طلع,düşmək
1029,öffnen::V,فتح,açmaq
1030,schließen::V,أغلق,qapamaq
1031,stellen::V,وضع,qoymaq
1032,stellen::V,أقام,qoymaq
1033,setzen::V,أجلس,oturtmaq
1034,legen::V,وضع,qoymaq
1035,berühren::V,مس,toxunmaq
1036,berühren::V,لمس,toxunmaq
1037,verbinden::V,ربط,bağlamaq
1038,verbinden::V,وصل,bağlamaq
1039,bedecken::V,غطى,örtmək
1040,aufhängen::V,علق,asmaq
1041,anzünden::V,أوقد,yandırmaq
1042,aufheben::V,لقط,qaldırmaq
1043,zurücklassen::V,ترك,buraxmaq
1044,verlieren::V,فقد,itirmək
1045,fallen lassen::V,أسقط,düşürmək
1046,machen::V,فعل,etmək
1047,herstellen::V,صنع,istehsal etmək
1048,herstellen::V,أنتج,istehsal etmək
1049,bauen::V,بنى,tikmək
1050,bauen::V,شيد,tikmək
1051,reparieren::V,صلح,təmir etmək
1052,verbessern::V,صحح,düzəltmək
1053,ändern::V,غير,dəyişdirmək
1054,graben::V,حفر,qazımaq
1055,beugen::V,ثنى,əymək
1056,beugen::V,أحنى,əymək
1057,biegen::V,لوى,bükmək
1058,drehen::V,أدار,döndərmək
1059,drehen::V,دور,döndərmək
1060,wenden::V,قلب,çevirmək
1061,umdrehen::V,قلب,çevirmək
1062,heben::V,رفع,qaldırmaq
1063,hochheben::V,رفع,qaldırmaq
1064,ergreifen::V,مسك,tutmaq
1065,halten::V,مسك,saxlamaq
1066,drücken::V,ضغط,sıxmaq
1067,schieben::V,حرك,sürmək
1068,kratzen::V,خدش,qaşımaq
1069,lecken::V,لعق,yalamaq
1070,beißen::V,عض,dişləmək
1071,abreißen::V,قلع,qoparmaq
1072,abschneiden::V,قطع,ayırmaq
1073,binden::V,ربط,bağlamaq
1074,stecken::V,دس,soxmaq
1075,brechen::V,كسر,qırmaq
1076,klopfen::V,طرق,sındırmaq
1077,hauen::V,ضرب,vurmaq
1078,kleben::V,ألصق,apışdırmaq
1079,reiben::V,حك,ovmaq
1080,streichen::V,نشر,sürtmək
1081,schleifen::V,سن,bülövləmək
1082,schneiden::V,قطع,kəsmək
1083,rütteln::V,رج,sirkələmək
1084,schütteln::V,هز,çalxalamaq
1085,schwenken::V,لوح,yelləmək
1086,schütten::V,صب,tökmək
1087,füllen::V,ملأ,doldurmaq
1088,einwickeln::V,لف,sarımaq
1089,tragen::V,حمل,daşımaq
1090,schleppen::V,سحب,sürükləmək
1091,ziehen::V,سحب,çəkmək
1092,aufbewahren::V,حفظ,gizlətmək
1093,werfen::V,رمى,atmaq
1094,werfen::V,ألقى,atmaq
1095,fangen::V,التقط,tutmaq
1096,packen::V,مسك,yaxalamaq
1097,verstecken::V,خبأ,gizlətmək
1098,teilen::V,قسم,bölmək
1099,schicken::V,بعث,yollamaq
1100,schicken::V,بعث,göndərmək
1101,schicken::V,أرسل,yollamaq
1102,schicken::V,أرسل,göndərmək
1103,bringen::V,جلب,gətirmək
1104,hinzufügen::V,أضاف,əlavə etmək
1105,bekommen::V,حصل,almaq
1106,bekommen::V,حصل,əldə etmək
1107,erhalten::V,استلم,almaq
1108,nehmen::V,أخذ,almaq
1109,wählen::V,اختار,seçmək
1110,auswählen::V,انتقى,arımaq
1111,bewahren::V,حافظ,qorumaq
1112,behindern::V,عاق,mane olmaq
1113,verderben::V,أفسد,pozmaq
1114,beschädigen::V,أضر,zədələmək
1115,zerbrechen::V,كسر,qırmaq
1116,zerbrechen::V,كسر,sındırmaq
1117,zerreißen::V,مزق,yırtmaq
1118,zerstören::V,دمر,dağıtmaq
1119,verbrennen::V,حرق,yandırmaq
1120,geben::V,أعطى,vermək
1121,reichen::V,ناول,uzatmaq
1122,schenken::V,وهب,vermək
1123,versprechen::V,وعد,vəd vermək
1124,wünschen::V,تمنى,arzulamaq
1125,loben::V,مدح,tərifləmək
1126,küssen::V,قبل,öpmək
1127,wiegen::V,هدهد,tərpətmək
1128,zudecken::V,غطى,örtmək
1129,wecken::V,أيقظ,oyatmaq
1130,zeigen::V,أرى,göstərmək
1131,führen::V,دل,rəhbərlik etmək
1132,lehren::V,علم,öyrətmək
1133,unterrichten::V,علم,öyrətmək
1134,unterrichten::V,علم,dərs vermək
1135,aufziehen::V,ربى,tərbiyə etmək
1136,leiten::V,دل,idarə etmək
1137,leiten::V,أدار,idarə etmək
1138,antreiben::V,حث,bizləmək
1139,lassen::V,حدا,-tırmaq
1140,einladen::V,دعا,dəvət etmək
1141,vereinigen::V,وحد,birləşdirmək
1142,besuchen::V,زار,baş çəkmək
1143,besuchen::V,زار,ziyarət etmək
1144,treffen::V,قابل,rastlaşmaq
1145,treffen::V,قابل,rast gəlmək
1146,sich versammeln::V,اجتمع,toplanmaq
1147,spielen::V,لعب,oynamaq
1148,singen::V,غنى,oxumaq
1149,tanzen::V,رقص,oynamaq
1150,tanzen::V,رقص,rəqs etmək
1151,sich trennen::V,افترق,ayrılmaq
1152,verlassen::V,ترك,tərk etmək
1153,retten::V,نجى,xilas etmək
1154,retten::V,أنقذ,xilas etmək
1155,bewachen::V,حرس,gözətmək
1156,schützen::V,حمى,qorumaq
1157,verteidigen::V,دافع,qorumaq
1158,sich schlagen::V,تضارب,döyüşmək
1159,schießen::V,أطلق,atmaq
1160,schießen::V,أطلق,atəş açmaq
1161,siegen::V,انتصر,yenmək
1162,ärgern::V,أزعل,acışdırmaq
1163,schlagen::V,ضرب,döymək
1164,treten::V,رفس,təpmək
1165,stechen::V,شك,soxmaq
1166,stoßen::V,دفع,itələmək
1167,stehlen::V,سرق,çalmaq
1168,stehlen::V,سرق,oğurlamaq
1169,stören::V,ضايق,pozmaq
1170,belästigen::V,أزعج,narahat etmək
1171,verbergen::V,كتم,gizləmək
1172,täuschen::V,خدع,aldatmaq
1173,betrügen::V,غش,aldatmaq
1174,töten::V,قتل,öldürmək
1175,wohnen::V,سكن,yaşamaq
1176,arbeiten::V,عمل,işləmək
1177,arbeiten::V,عمل,çalışmaq
1178,arbeiten::V,اشتغل,işləmək
1179,arbeiten::V,اشتغل,çalışmaq
1180,sammeln::V,جمع,yığmaq
1181,sammeln::V,جمع,toplamaq
1182,pflücken::V,جنى,qoparmaq
1183,pflücken::V,قطف,qoparmaq
1184,jagen::V,صاد,ovlamaq
1185,fischen::V,اصطاد,balıq tutmaq
1186,fassen::V,قبض,tutmaq
1187,hüten::V,رعى,güdmək
1188,treiben::V,ساق,haylamaq
1189,anbinden::V,ربط,bağlamaq
1190,füttern::V,علف,bəsləmək
1191,melken::V,حلب,sağmaq
1192,hacken::V,فرم,yarmaq
1193,gießen::V,سقى,sulamaq
1194,reifen::V,نضج,dəymək
1195,zubereiten::V,حضر,bişirmək
1196,kochen::V,طبخ,qaynatmaq
1197,backen::V,خبز,bişirmək
1198,braten::V,قلى,qızartmaq
1199,braten::V,حمر,qızartmaq
1200,umrühren::V,قلب,qarışdırmaq
1201,stricken::V,حاك,hörmək
1202,nähen::V,خاط,tikmək
1203,färben::V,صبغ,boyamaq
1204,färben::V,لون,boyamaq
1205,reinigen::V,نظف,təmizləmək
1206,waschen::V,غسل,yumaq
1207,abwischen::V,مسح,silmək
1208,spülen::V,شطف,çalxamaq
1209,fegen::V,كنس,süpürmək
1210,kehren::V,كنس,süpürmək
1211,baden::V,استحم,çimmək
1212,sich waschen::V,اغتسل,yuyunmaq
1213,ausziehen::V,خلع,soyunmaq
1214,anziehen::V,لبس,geymək
1215,sich anziehen::V,اكتسى,geyinmək
1216,kämmen::V,مشط,daramaq
1217,schmücken::V,زين,bəzəmək
1218,sagen::V,قال,demək
1219,sagen::V,قال,söymek
1220,sprechen::V,تكلم,danışmaq
1221,reden::V,تكلم,danışmaq
1222,sich unterhalten::V,تحادث,söhbət etmək
1223,fragen::V,سأل,soruşmaq
1224,bitten::V,رجا,diləmək
1225,bitten::V,رجا,xahiş etmək
1226,erzählen::V,حكي,bəhs etmək
1227,mitteilen::V,بلغ,bildirmək
1228,nennen::V,سمى,adlandırmaq
1229,rufen::V,نادى,çağırmaq
1230,prahlen::V,فشر,öyünmək
1231,prahlen::V,تفاخر,öyünmək
1232,übersetzen::V,ترجم,tərcümə etmək
1233,denken::V,فكر,düşünmək
1234,denken::V,فكر,fikirləşmək
1235,glauben::V,اعتقد,inanmaq
1236,bemerken::V,لاحظ,qeyd etmək
1237,erkennen::V,عرف,tanımaq
1238,begreifen::V,فهم,anlamaq
1239,begreifen::V,أدرك,anlamaq
1240,verstehen::V,فهم,duymaq
1241,lernen::V,درس,öyrənmək
1242,wissen::V,علم,bilmək
1243,sich erinnern an::V,تذكر,xatırlamaq
1244,vergessen::V,نسي,unutmaq
1245,messen::V,قاس,ölçmək
1246,zählen::V,عد,saymaq
1247,zählen::V,أحصى,saymaq
1248,rechnen::V,حسب,hesablamaq
1249,lesen::V,قرأ,oxumaq
1250,malen::V,صور,şəkil çəkmək
1251,zeichnen::V,رسم,cızmaq
1252,schreiben::V,كتب,yazmaq
1253,besitzen::V,حاز,yiyələnmək
1254,besitzen::V,حاز,malik olmaq
1255,besitzen::V,ملك,yiyələnmək
1256,besitzen::V,ملك,malik olmaq
1257,kaufen::V,اشترى,satın almaq
1258,verkaufen::V,باع,satmaq
1259,bezahlen::V,دفع,ödəmək
1260,zahlen::V,سدد,ödəmək
1261,beherrschen::V,حكم,idarə etmək
1262,ertragen::V,أطاق,dözmək
1263,ertragen::V,تحمل,dözmək
