,Concept_ID,mn,mhr
237,Spur::N,мөр,кыша́
238,Asche::N,үнс,ло́мыж
239,Dreck::N,хир,лавыра́
240,Eisen::N,төмөр,кӱ́ртньӧ
241,Gold::N,алт,шӧ́ртньӧ
242,Silber::N,мөнгө,ший
243,Kohle::N,нүүрс,мландышӱ́й
244,Glas::N,шил,янда́
245,Lehm::N,шавар,шун
246,Sand::N,элс,ошма́
247,Mensch::N,хүн,еҥ
248,Mensch::N,хүн,айде́ме
249,Mann::N,эр,пӧръе́ҥ
250,Mann::N,эрэгтэй,пӧръе́ҥ
251,Frau::N,эмэгтэй,ӱдырама́ш
252,Frau::N,хатагтай,ӱдырама́ш
253,Kind::N,хүүхэд,аза́
254,Junge::N,хүү,рве́зе
255,Mädchen::N,охин,ӱдыра́ш
256,Mädchen::N,бүсгүй,ӱдыра́ш
257,Familie::N,айл,еш
258,Großvater::N,өвгөн аав,коча́
259,Großmutter::N,эмэг эх,кова́
260,Großmutter::N,эмгээ,кова́
261,Eltern::N,эцэг эх,ача́-ава́
262,Vater::N,аав,ача́
263,Vater::N,эцэг,ача́
264,Mutter::N,эх,ава́
265,Mutter::N,ээж,ава́
266,Sohn::N,хүү,э́рге
267,Tochter::N,охин,ӱ́дыр
268,Bruder::N,ах,иза́
269,Bruder::N,ах,шо́льо
270,Bruder::N,дүү,иза́
271,Bruder::N,дүү,шо́льо
272,Schwester::N,эгч,ака́
273,Schwester::N,охин дүү,ака́
274,Onkel::N,авга ах,иза́
275,Onkel::N,нагац ах,иза́
276,Tante::N,авга эгч,кока́
277,Tante::N,нагац эгч,кока́
278,Ehemann::N,нөхөр,мари́й
279,Ehefrau::N,эхнэр,ва́те
280,Ehefrau::N,гэргий,ва́те
281,Freude::N,баяр,куа́н
282,Freude::N,баяр,куаныма́ш
283,Freude::N,баясгалан,куа́н
284,Freude::N,баясгалан,куаныма́ш
285,Gelächter::N,инээдэм,во́штылтыш
286,Glück::N,жаргалан,пиа́л
287,Kummer::N,гаслан,о́йго
288,Wunsch::N,ерөөл,ку́мыл
289,Lust::N,дур,ку́мыл
290,Lust::N,хүсэл,ку́мыл
291,Geist::N,оюун,ӧрт
292,Geist::N,оюун,чон
293,Gedanke::N,сэтгэл,ой
294,Gedanke::N,сэтгэл,шоныма́ш
295,Gedächtnis::N,ой,шарныма́ш
296,Gedächtnis::N,цээж,шарныма́ш
297,Verstand::N,ухаан,уш
298,Sinn::N,утга,смысл
299,Grund::N,учир,ама́л
300,Wahrheit::N,үнэн,чын
301,Gespräch::N,яриа,мутланыма́ш
302,Märchen::N,явган үлгэр,йома́к
303,Erzählung::N,тууж,ойлыма́ш
304,Nachricht::N,мэдээ,увертарыма́ш
305,Neuigkeit::N,сонин,уве́р
306,Name::N,нэр,лӱм
307,Rätsel::N,оньсого,ту́што
308,Rede::N,хэлсэн үг,ойлыма́ш
309,Sprache::N,хэл,йы́лме
310,Stimme::N,дуу,йӱк
311,Wort::N,үг,ой
312,Wort::N,үг,мут
313,Zeichen::N,тамга,ти́ште
314,Zeichen::N,тамга,знак
315,Zeichen::N,тэмдэг,ти́ште
316,Zeichen::N,тэмдэг,знак
317,Ruf::N,дуудлага,ӱжма́ш
318,Lärm::N,шуугиан,лӱшкыма́ш
319,Lärm::N,шуугиан,йӱк-йӱа́н
320,Lärm::N,чимээ,лӱшкыма́ш
321,Lärm::N,чимээ,йӱк-йӱа́н
322,Laut::N,анир,йӱк
323,Laut::N,дуу,йӱк
324,Ton::N,авиа,йӱксе́м
325,Ton::N,аялгуу,йӱксе́м
326,Lied::N,дуу,му́ро
327,Ruhe::N,энх,ты́мык
328,Ruhe::N,тайван,ты́мык
329,Leute::N,хүмүүс,еҥ-влак
330,Volk::N,улс,ка́лык
331,Arbeit::N,ажил,паша́
332,Arbeit::N,хөдөлмөр,паша́
333,Gast::N,зочин,уна́
334,Gast::N,айлчин,уна́
335,Geschenk::N,бэлэг,пӧле́к
336,Spiel::N,наадам,мо́дыш
337,Spiel::N,наадам,модма́ш
338,Spiel::N,тоглоом,мо́дыш
339,Spiel::N,тоглоом,модма́ш
340,Gesellschaft::N,хамт байх,тӱшка́
341,Hilfe::N,тусламж,по́лыш
342,Freund::N,найз,таҥ
343,Freund::N,найз,йолта́ш
344,Freund::N,нөхөр,таҥ
345,Freund::N,нөхөр,йолта́ш
346,Kamerad::N,хань,таҥ
347,Kamerad::N,нөхөр,таҥ
348,Angelegenheit::N,хэрэг,паша́
349,Anzahl::N,тоо,чот
350,Art::N,төрөл,вид
351,Art::N,янз,вид
352,Stück::N,хэсэг,ка́тыш
353,Stück::N,хэсэг,ла́стык
354,Teil::N,хувь,ужа́ш
355,Teil::N,хэсэг,ужа́ш
356,Hälfte::N,хагас,пел
357,Hälfte::N,хагас,пе́ле
358,Kreis::N,тойрог,ты́ртыш
359,Kreis::N,хүрээ,ты́ртыш
360,Kreuz::N,загалмай,ыре́с
361,Linie::N,шугам,ли́ний
362,Strich::N,зураас,коре́ш
363,Abstand::N,зай,кокла́
364,Entfernung::N,зай,тора́
365,Entfernung::N,зай,ку́жыт
366,Entfernung::N,хол ойр,тора́
367,Entfernung::N,хол ойр,ку́жыт
368,Gegend::N,хавь,кунде́м
369,Gegend::N,газар,кунде́м
370,Platz::N,зай,ку́мдык
371,Platz::N,завсар,ку́мдык
372,Ort::N,газар,вер
373,Ort::N,газар,о́лмо
374,Ort::N,байр,вер
375,Ort::N,байр,о́лмо
376,Seite::N,тал,ӧ́рдыж
377,Seite::N,этгээд,ӧ́рдыж
378,Mitte::N,төв,покше́л
379,Mitte::N,дунд,покше́л
380,Gegenstand::N,юм,наста́
381,Sache::N,үйл,наста́
382,Sache::N,хэрэг,наста́
383,Rand::N,зах,тӱр
384,Rand::N,хөвөө,тӱр
385,Kante::N,ирмэг,тӱр
386,Ecke::N,өнцөг,лук
387,Spitze::N,үзүүр,вуй
388,Ende::N,зах,муча́ш
389,Ende::N,үзүүр,муча́ш
390,Loch::N,цоорхой,рож
391,Loch::N,онгорхой,рож
392,Winkel::N,өнцөг,лук
393,Muster::N,хээ,пеза́к
394,Muster::N,хээ,узо́р
395,Muster::N,хээ,ӱ́лгӧ
396,Muster::N,угалз,пеза́к
397,Muster::N,угалз,узо́р
398,Muster::N,угалз,ӱ́лгӧ
399,Größe::N,хэмжээ,кӱ́кшыт
400,Länge::N,урт,ку́тыш
401,Höhe::N,өндөр,кӱ́кшыт
402,Gewicht::N,жин,не́лыт
403,Menge::N,тоо,чот
404,Haufen::N,бөөн,кы́шыл
405,Reihe::N,эгнээ,рада́м
406,Boot::N,завь,пуш
407,Ruder::N,сэлүүр,эшка́к
408,Schlitten::N,чарга,тер
409,Schlitten::N,чарга,изде́р
410,Ski::N,цана,е́че
411,Lagerfeuer::N,түүдэг,туло́то
412,Last::N,ачаа,нӧ́лтыш
413,Gang::N,явдал,ошкылма́ш
414,Schritt::N,алхам,о́шкыл
415,Norden::N,умар,йӱдйыма́л
416,Süden::N,урд,кечывалве́л
417,Süden::N,өмнө,кечывалве́л
418,Westen::N,өрнө,касве́л
419,Westen::N,баруун,касве́л
420,Osten::N,зүүн,эрве́л
421,Osten::N,дорно,эрве́л
422,Holz::N,мод,пу
423,Brett::N,банз,оҥа́
424,Platte::N,хавтан,аста́р
425,Stütze::N,тулгуур,чара́к
426,Stütze::N,тулга,чара́к
427,Stange::N,сургааг,лома́ш
428,Stock::N,саваа,тоя́
429,Stab::N,таяг,вара́
430,Stab::N,таяг,кашта́
431,Rohr::N,хоолой,пуч
432,Haus::N,гэр,пӧрт
433,Haus::N,байшин,пӧрт
434,Heim::N,гэр,мӧ́ҥгӧ
435,Ofen::N,зуух,комака́
436,Ofen::N,пийшин,комака́
437,Fußboden::N,шал,кӱва́р
438,Tisch::N,ширээ,ӱсте́л
439,Stuhl::N,сандал,пӱке́н
440,Wiege::N,өлгий,шепка́
441,Bett::N,ор,ва́кшыш
442,Regal::N,тавиур,шӧ́рлык
443,Kiste::N,авдар,шо́ндык
444,Kiste::N,авдар,я́шлык
445,Kiste::N,хайрцаг,шо́ндык
446,Kiste::N,хайрцаг,я́шлык
447,Fenster::N,гэгээвч,окна́
448,Tür::N,үүд,омса́
449,Tür::N,хаалга,омса́
450,Tor::N,хаалга,капка́
451,Zaun::N,хашаа,сава́р
452,Dach::N,дээвэр,леве́дыш
453,Leiter::N,шат,тошка́лтыш
454,Besen::N,хамуур,ӱштерво́штыр
455,Besen::N,туужуу,ӱштерво́штыр
456,Spaten::N,хүрз,ко́льмо
457,Schaufel::N,хүрз,сово́к
458,Schaufel::N,хүрз,су́ско
459,Gabel::N,сэрээ,ви́лке
460,Löffel::N,халбага,па́не
461,Löffel::N,халбага,совла́
462,Messer::N,хутга,кӱ́зӧ
463,Nagel::N,хадаас,пуда́
464,Netz::N,өөш,вапш
465,Netz::N,тор,вапш
466,Haken::N,гох,са́гыле
467,Griff::N,иш,кыл
468,Griff::N,сэнж,кыл
469,Schloss::N,цуурга,кӧгӧ́н
470,Schloss::N,цоож,кӧгӧ́н
471,Bild::N,зураг,сӱре́т
472,Figur::N,баримал,фигу́р
473,Puppe::N,хүүхэлдэй,курча́к
474,Beutel::N,агсаа,меша́к
475,Beutel::N,уут,меша́к
476,Bündel::N,боодол,арша́ш
477,Tasche::N,цүнх,сумка́
478,Eimer::N,хөнөг,ведра́
479,Eimer::N,хувин,ведра́
480,Deckel::N,таг,ко́мдыш
481,Deckel::N,хавхаг,ко́мдыш
482,Geschirr::N,сав суулга,а́те
483,Sack::N,шуудай,куль
484,Sack::N,шуудай,меша́к
485,Tasse::N,аяга,чу́кыр
486,Tasse::N,аяга,чашка́
487,Topf::N,тогоо,ми́ске
488,Kessel::N,тогоо,под
489,Essen::N,идээ,ко́чкыш
490,Nahrung::N,хүнс,ку́рго
491,Speise::N,идээ,ко́чкыш
492,Fleisch::N,мах,шыл
493,Getreide::N,будаа,шу́рно
494,Brei::N,богшмол,пу́чымыш
495,Brei::N,будаа,пу́чымыш
496,Brot::N,талх,ки́нде
497,Scheibe::N,зүсэм,ка́тыш
498,Scheibe::N,хэрчим,ка́тыш
499,Fett::N,өөх,коя́
500,Butter::N,тос,ӱй
501,Öl::N,тос,ӱй
502,Salz::N,давс,шинча́л
503,Suppe::N,шөл,шӱр
504,Honig::N,бал,мӱй
505,Milch::N,сүү,шӧр
506,Tee::N,цай,чай
507,Leder::N,арьс,сура́н
508,Leder::N,арьс,шӱ́штӧ
509,Leder::N,савхи,сура́н
510,Leder::N,савхи,шӱ́штӧ
511,Wolle::N,ноос,пун
512,Wolle::N,унгас,пун
513,Stoff::N,бөс,куэ́м
514,Stoff::N,бөс,посто́
515,Nadel::N,зүү,и́ме
516,Faden::N,боолт,шӱ́ртӧ
517,Faden::N,утас,шӱ́ртӧ
518,Knopf::N,товч,по́лдыш
519,Knoten::N,зангилаа,пышке́м
520,Farbe::N,будаг,чия́
521,Kleidung::N,хувцас,чие́м
522,Kleidung::N,хувцас,вурге́м
523,Hemd::N,цамц,ту́выр
524,Kragen::N,зах заам,сога́
525,Ärmel::N,ханцуй,шокш
526,Hose::N,өмд,йола́ш
527,Gürtel::N,бүс,ӱ́штӧ
528,Mütze::N,малгай,упш
529,Mütze::N,бүрх,упш
530,Schuh::N,туфли,боти́нке
531,Stiefel::N,гутал,кем
532,Ring::N,бөгж,шерга́ш
533,Band::N,тууз,тасма́
534,Band::N,тууз,ле́нте
535,Kamm::N,сам,шерге́
536,Spiegel::N,толь,вошто́нчыш
537,Riemen::N,тасам,кӱзанӱ́штӧ
538,Riemen::N,сур,кӱзанӱ́штӧ
539,Schnur::N,татлага,кере́м
540,Schnur::N,татлага,кандыра́
541,Leine::N,оосор,вӱра́ҥ
542,Decke::N,хөнжил,леве́дыш
543,Decke::N,хөнжил,одея́л
544,Decke::N,хучлага,леве́дыш
545,Decke::N,хучлага,одея́л
546,Kissen::N,дэр,кӱ́пчык
547,Tuch::N,алчуур,шо́выч
548,Tuch::N,даавуу,шо́выч
549,Handtuch::N,алчуур,со́лык
550,Kraft::N,чадал,вий
551,Kraft::N,чадал,куа́т
552,Kraft::N,хүч,вий
553,Kraft::N,хүч,куа́т
554,Stärke::N,эрч,куа́т
555,Stärke::N,эрч,карма́н
556,Stärke::N,тэнхээ,куа́т
557,Stärke::N,тэнхээ,карма́н
558,Gesundheit::N,бие,таза́лык
559,Gesundheit::N,эрүүл мэнд,таза́лык
560,Krankheit::N,эмгэг,чер
561,Schmerz::N,өвчин,ко́рштыш
562,Wunde::N,шарх,су́сыр
563,Fieber::N,халуун,йӱштыму́ж
564,Fieber::N,халуун,лихора́дке
565,Arznei::N,эм,эм
566,Brücke::N,гүүр,кӱва́р
567,Brunnen::N,худаг,вӱдвыне́м
568,Weide::N,бэлчээр,нурше́р
569,Pfad::N,жим,йолго́рно
570,Pfad::N,жим,сокма́к
571,Pfad::N,зөрөг,йолго́рно
572,Pfad::N,зөрөг,сокма́к
573,Weg::N,зам,ко́рно
574,Weg::N,харгуй,ко́рно
575,Straße::N,зам,ко́рно
576,Straße::N,харгуй,ко́рно
577,Dorf::N,тосгон,ял
578,Dorf::N,гацаа,ял
579,Stadt::N,хот,ола́
580,Brief::N,захидал,се́рыш
581,Brief::N,захиа,се́рыш
582,Buch::N,ном,книга́
583,Buch::N,бичиг,книга́
584,Buchstabe::N,үсэг,буква́
585,Zeitung::N,сонин,газе́т
586,Leben::N,амь,и́лыш
587,Leben::N,амьдрал,и́лыш
588,Tod::N,үхэл,колыма́ш
589,Grab::N,булш,шӱга́р
590,Kirche::N,сүм,че́рке
591,Sünde::N,нүгэл,су́лык
592,Sünde::N,хилэнц,су́лык
593,Gott::N,бурхан,ю́мо
594,Arbeiter::N,ажилчин,паша́зе
595,Arbeiter::N,хөдөлмөрчин,паша́зе
596,Chef::N,дарга,тӧра́
597,Meister::N,дархан,маста́р
598,Arzt::N,эмч,врач
599,Lehrer::N,багш,ту́ныктышо
600,Geld::N,цаас,окса́
601,Geld::N,мөнгө,окса́
602,Geschäft::N,наймаа,сатулыма́ш
603,Laden::N,дэлгүүр,ке́выт
604,Preis::N,үнэ,ак
605,Ware::N,таваар,сату́
606,Ware::N,бараа,сату́
607,Nutzen::N,ашиг,пайда́
608,Reichtum::N,баялаг,поя́нлык
609,Welt::N,дэлхий,тӱня́
610,Welt::N,орчлон,тӱня́
611,Land::N,улс,эл
612,Land::N,орон,эл
613,Staat::N,төр,кугыжа́ныш
614,Staat::N,гүрэн,кугыжа́ныш
615,König::N,ван,кугыжа́
616,Macht::N,засаг,власть
617,Grenze::N,хил,грани́ца
618,Krieg::N,дайн,сар
619,Feind::N,дайсан,тушма́н
620,Gewalt::N,хүчирхэх,виешлыма́ш
621,Kampf::N,тэмцэл,кредалма́ш
622,Kampf::N,байлдаан,кредалма́ш
623,Bogen[Waffe]::N,нум,юҥе́ж
624,Pfeil::N,годил,пикш
625,Pfeil::N,сум,пикш
626,Gewehr::N,буу,пыча́л
627,Fehler::N,эндэл,йо́ҥылыш
628,Fehler::N,алдаа,йо́ҥылыш
629,Lüge::N,худал,шоя́к
630,Schaden::N,хор,зия́н
631,Schaden::N,хөнөөл,зия́н
632,Unglück::N,гай,эҥге́к
633,Unglück::N,гамшиг,эҥге́к
634,Schuld::N,гэм,тита́к
635,Schuld::N,гэм,йола́
636,Schuld::N,буруу,тита́к
637,Schuld::N,буруу,йола́
638,Alter::N,нас,ийго́т
639,Schluss::N,эцэс,муча́ш
640,Schluss::N,төгсгөл,муча́ш
641,Zeit::N,цаг,жап
642,Zeit::N,цаг,па́гыт
643,Tag::N,өдөр,ке́че
644,Morgen::N,өглөө,эр
645,Mittag::N,үд,кечыва́л
646,Abend::N,үдэш,кас
647,Nacht::N,шөнө,йӱд
648,Woche::N,долоо хоног,арня́
649,Monat::N,сар,ты́лзе
650,Jahr::N,жил,ий
651,Frühling::N,хавар,шо́шо
652,Sommer::N,зун,кеҥе́ж
653,Herbst::N,намар,шы́же
654,Winter::N,өвөл,те́ле
655,Januar::N,нэгдүгээр сар,шоркыйол
656,Januar::N,нэгдүгээр сар,идалыкву́й
657,Januar::N,нэгдүгээр сар,янва́рь
658,Februar::N,хоёрдугаар сар,пургыж
659,Februar::N,хоёрдугаар сар,февра́ль
660,März::N,гуравдугаар сар,ӱярня
661,März::N,гуравдугаар сар,март
662,April::N,дөрөвдүгээр сар,апре́ль
663,Mai::N,тавдугаар сар,ага
664,Mai::N,тавдугаар сар,май
665,Juni::N,зургаадугаар сар,пеледыш
666,Juni::N,зургаадугаар сар,ию́нь
667,Juli::N,долдугаар сар,сӱрем
668,Juli::N,долдугаар сар,ию́ль
669,August::N,наймдугаар сар,сорла
670,August::N,наймдугаар сар,агарма́н
671,August::N,наймдугаар сар,а́вгуст
672,September::N,есдүгээр сар,идым
673,September::N,есдүгээр сар,сентя́брь
674,Oktober::N,аравдугаар сар,шыжа
675,Oktober::N,аравдугаар сар,октя́брь
676,November::N,арван нэгдүгээр сар,кылме тылзе
677,November::N,арван нэгдүгээр сар,ноя́брь
678,Dezember::N,арван хоёрдугаар сар,дека́брь
679,Montag::N,даваа,шо́чмо
680,Dienstag::N,мягмар,ку́шкыжмо
681,Mittwoch::N,лхагва,вӱрге́че
682,Donnerstag::N,пүрэв,изарня́
683,Freitag::N,баасан,кугарня́
684,Samstag::N,бямба,шуматке́че
685,Sonntag::N,ням,рушарня́
686,groß::A,их,кугу́
687,groß::A,том,кугу́
688,klein::A,бага,изи́
689,klein::A,жаахан,изи́
690,lang::A,урт,кужу́
691,kurz::A,охор,кӱ́чык
692,kurz::A,богино,кӱ́чык
693,breit::A,өргөн,кумда́
694,schmal::A,уйтан,а́ҥысыр
695,schmal::A,нарийн,а́ҥысыр
696,dicht::A,нягт,ну́гыдо
697,dicht::A,чигжүү,ну́гыдо
698,dick[Gegenstand]::A,зузаан,кӱ́жгӧ
699,dünn::A,нимгэн,ви́чкыж
700,fein::A,нарийн,ты́гыде
701,fest::A,бөх,чо́ткыдо
702,fest::A,хатуу,чо́ткыдо
703,flach::A,хавтгай,лапка́
704,glatt::A,цагаан,яклака́
705,hart::A,хатуу,пе́ҥгыде
706,weich::A,зөөлөн,пу́шкыдо
707,rund::A,дугуй,йырге́шке
708,rund::A,дугариг,йырге́шке
709,spitz::A,шовх,коша́р
710,spitz::A,шовгор,коша́р
711,scharf::A,хурц,пӱ́сӧ
712,scharf::A,иртэй,пӱ́сӧ
713,stumpf::A,мохоо,токма́к
714,schwer::A,хүнд,не́ле
715,schön::A,гуа,сы́лне
