,Concept_ID,kn,ko
144,Schaf::N,ಕುರಿ,양
145,Schwein::N,ಹಂದಿ,돼지
146,Hund::N,ನಾಯಿ,개
147,Katze::N,ಬೆಕ್ಕು,고양이
148,Bär::N,ಕರಡಿ,콤
149,Eichhörnchen::N,ಉಡುತೆ,다람쥐
150,Elch::N,ಕಡವೆ,고라니
151,Fuchs::N,ನರಿ,여우
152,Hase::N,ಮೊಲ,토끼
153,Maus::N,ಇಲಿ,쥐
154,Wolf::N,ತೋಳ,늑대
155,Vogel::N,ಪಕ್ಷಿ,새
156,Schwarm::N,ಗುಂಪು,뗴
157,Huhn::N,ಚಿಕ್,암탉
158,Hahn::N,ಹುಂಜ,수탉
159,Gans::N,ವರಟೆ,거위
160,Adler::N,ಗರುಡ,수리
161,Ente::N,ಬಾತು,오리
162,Eule::N,ಗೂಬೆ,부엉이
163,Kranich::N,ಕೊಕ್ಕರ,두루미
164,Krähe::N,ಕಾಗೆ,까마귀
165,Kuckuck::N,ಕೋಗಿಲೆ,뻐꾸기
166,Schwan::N,ಹಂಸಪಕ್ಷಿ,배조
167,Fisch::N,ಮೀನು,물고기
168,Barsch::N,ಪರ್ಚ್ ಮೀನು,농어
169,Hecht::N,ಪೈಕ್ ಮೀನು,에속스
170,Schlange[Tier]::N,ಹಾವು,뱀
171,Wurm::N,ಹುಳು,벌레
172,Spinne::N,ಊರ್ಣನಾಭ,거미
173,Ameise::N,ಇರುವೆ,개미
174,Laus::N,ಹೇನು,이
175,Mücke::N,ಸೊಳ್ಳೆ,모기
176,Fliege::N,ನೊಣ,날기
177,Schmetterling::N,ಪತಂಗ,나비
178,Beere::N,ನಯವಣ್ಣು,장과
179,Apfel::N,ಸೇಬು,사과
180,Pilz::N,ಅಣಬೆ,고방이
181,Zwiebel::N,ನೀರುಳ್ಳಿ,양파
182,Saat::N,ಬಿತ್ತ,씨
183,Korn::N,ಬೀಜ,알맹이
184,Heu::N,ಕರಡ,건초
185,Schale::N,ಹೊಟ್ಟು,피상
186,Grube::N,ಗುಂಡಿ,
187,Falle::N,ಬೋನು,함정
188,Schlinge::N,ಉರುಲು,올가미
189,Schlinge::N,ಉರುಲು,멜빵붕대
190,Spur::N,ಜಾಡು,발지국
191,Asche::N,ಬೂದಿ,재
192,Dreck::N,ಹೊಲಸು,똥
193,Dreck::N,ಹೊಲಸು,오물
194,Eisen::N,ಕಬ್ಬಿಣ,쇠
195,Eisen::N,ಕಬ್ಬಿಣ,철
196,Gold::N,ಚಿನ್ನ,항금
197,Silber::N,ಬೆಳ್ಳಿ,은
198,Kohle::N,ಕಲ್ಲಿದ್ದಲು,슻
199,Glas::N,ಗಾಜು,유리
200,Lehm::N,ಜೇಡಿಮಣ್ಣು,찰흙
201,Sand::N,ಮರಳು,모래
202,Mensch::N,ಪುರುಷ,사람
203,Mann::N,ಆಳು,남자
204,Frau::N,ಹೆಣ್ಣು,여자
205,Kind::N,ಮಗು,아이
206,Junge::N,ಹುಡುಗ,소녁
207,Mädchen::N,ಹುಡುಗಿ,소녀
208,Familie::N,ಕುಟುಂಬ,가족
209,Großvater::N,ಅಜ್ಜ,할아버지
210,Großmutter::N,ಅಮ್ಮ,할머니
211,Eltern::N,ಹೆತ್ತವರು,어버오
212,Vater::N,ತಂದೆ,아버지
213,Mutter::N,ಅಮ್ಮ,어머니
214,Sohn::N,ಮಗ ,아들
215,Tochter::N,ಮಗಳು,딸기
216,Bruder::N,ತಮ್ಮ,형제
217,Schwester::N,ತಂಗಿ,누이
218,Onkel::N,ಸೋದರಮಾವ,백부
219,Onkel::N,ದೊಡ್ಡಪ್ಪ,백부
220,Tante::N,ಚಿಕ್ಕಮ್ಮ,아주머니
221,Ehemann::N,ಗಂಡ,남편
222,Ehefrau::N,ಹೆಂಡತಿ,아내
223,Freude::N,ನಲಿವು,기쁨
224,Gelächter::N,ನಗೆ,웃음
225,Glück::N,ಆನಂದ,즐거움
226,Kummer::N,ದುಃಖ,슬픔
227,Wunsch::N,ಬಯಕೆ,소망
228,Lust::N,ಇಷ್ಟ,
229,Geist::N,ಆತ್ಮ,할기
230,Gedanke::N,ಯೋಚನೆ,상념
231,Gedächtnis::N,ಸ್ಮರಣೆ,기억
232,Verstand::N,ಮನಸ್ಸು,분별
233,Verstand::N,ಮನಸ್ಸು,지능
234,Sinn::N,ಅರ್ಥ,센스
235,Grund::N,ಕಾರಣ,까닭
236,Wahrheit::N,ಸತ್ಯ,참
237,Wahrheit::N,ಸತ್ಯ,진실
238,Gespräch::N,ಸಂಭಾಷಣೆ,대화
239,Märchen::N,ಸುಳ್ಳು ಕಥೆ,동화
240,Erzählung::N,ಕಥೆ,이야기
241,Nachricht::N,ಸಂದೇಶ,
242,Neuigkeit::N,ಸುದ್ದಿ,뉴스
243,Name::N,ಹೆಸರು,이름
244,Rätsel::N,ಒಗಟು,수수께끼
245,Rede::N,ಮಾತು,연설
246,Sprache::N,ಭಾಷೆ,말
247,Stimme::N,ಧ್ವನಿ,목소리
248,Wort::N,ಮಾತು,낱말
249,Zeichen::N,ಗುರುತು,신호
250,Ruf::N,ಕೂಗು,부름
251,Lärm::N,ಸದ್ದು,소동
252,Laut::N,ಶಬ್ದ,음성
253,Ton::N,ನಾದ,목소리
254,Lied::N,ಗಾನ,노래
255,Ruhe::N,ಶಾಂತಿ,쉼
256,Leute::N,ಮಂದಿ,사람들
257,Volk::N,ಜನಾಂಗ,국중
258,Arbeit::N,ಕೆಲಸ,근로
259,Arbeit::N,ಕೆಲಸ,너무
260,Gast::N,ಅತಿಥಿ,손님
261,Geschenk::N,ಕಾಣಿಕೆ,행하
262,Spiel::N,ಆಟ,무리
263,Gesellschaft::N,ಸಂಗ,교제
264,Hilfe::N,ಸಹಾಯ,거들음
265,Hilfe::N,ಸಹಾಯ,보좌
266,Freund::N,ಸ್ನೇಹಿತ,친구
267,Kamerad::N,ಜೊತೆಗಾರ,동실자
268,Angelegenheit::N,ವಿಚಾರ,용무
269,Anzahl::N,ಎಣಿಕೆ,어떤
270,Anzahl::N,ಎಣಿಕೆ,수
271,Art::N,ತರ,정류
272,Stück::N,ತುಂಡು,일부분
273,Teil::N,ಭಾಗ,몱
274,Teil::N,ಭಾಗ,구훠
275,Hälfte::N,ಅರ್ಧ,2분의
276,Kreis::N,ವೃತ್ತ,고리
277,Kreuz::N,ಶಿಲುಬೆ,열십자
278,Linie::N,ರೀಖೆ,선
279,Strich::N,ಗೀಟು,스침
280,Abstand::N,ಅಂತರ,거리
281,Entfernung::N,ದೂರ,거리
282,Gegend::N,ವಿಸ್ತೀರ್ಣ,곳
283,Gegend::N,ವಿಸ್ತೀರ್ಣ,부금
284,Platz::N,ಅಂತರ,장소
285,Ort::N,ಸ್ಥಳ,장소
286,Seite::N,ಪಕ್ಷ,옆면
287,Mitte::N,ನಡು,궁간
288,Gegenstand::N,ವಸ್ತು,항목
289,Sache::N,ವಸ್ತು,뭉에
290,Rand::N,ಅಂಚು,가
291,Kante::N,ಅಂಚು,귀퉁
292,Ecke::N,ಮೂಲೆ,구석
293,Spitze::N,ತುದಿ,끝
294,Spitze::N,ತುದಿ,참단
295,Ende::N,ಕೊನೆ,말당
296,Loch::N,ತೂತು,빙옷
297,Winkel::N,ಕೋನ,각도
298,Muster::N,ನಮೂನೆ,본
299,Muster::N,ನಮೂನೆ,견복
300,Größe::N,ಪ್ರಮಾಣ,신장
301,Länge::N,ಉದ್ದ,길이긺
302,Höhe::N,ಎತ್ತರ,높이
303,Gewicht::N,ತೂಕ,추
304,Menge::N,ಮೊತ್ತ,수양
305,Haufen::N,ರಾಶಿ,퇴적
306,Reihe::N,ಸಾಲು,열
307,Boot::N,ದೋಣಿ,보트
308,Ruder::N,ಹುಟ್ಟು,노
309,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,썰매
310,Ski::N,ಜಾರುಪಟ್ಟಿ,스키
311,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,캠프의 모닥불
312,Last::N,ಹೊರೆ,무거운짐
313,Gang::N,ತಿರುಗಾಟ,걸음
314,Schritt::N,ಹೆಜ್ಜೆ,보조
315,Norden::N,ಉತ್ತರ,북쪽 
316,Süden::N,ದಕ್ಷಿಣ,남쪽
317,Westen::N,ಪಶ್ಚಿಮ,서쪽
318,Osten::N,ಮೂಡಲು,동쪽
319,Holz::N,ಚೌಬೀನೆ,목재
320,Brett::N,ಹಲಗೆ,마루널
321,Platte::N,ಹಲಗೆ,탤
322,Platte::N,ಹಲಗೆ,금속판
323,Stütze::N,ಆಸರೆ,버팀목
324,Stange::N,ಕಂಬ,장대
325,Stock::N,ಕೋಲು,막대기
326,Stab::N,ದೊಣ್ಣೆ,작대기
327,Rohr::N,ನಳಿಕೆ,갈대
328,Haus::N,ಮನೆ,집
329,Heim::N,ಗೃಹ,집
330,Ofen::N,ಒಲೆ,아궁이
331,Fußboden::N,ನೆಲ,마루
332,Tisch::N,ಮೇಜು,탁자
333,Stuhl::N,ಕುರ್ಚಿ,의자
334,Wiege::N,ತೊಟ್ಟಿಲು,발상지
335,Bett::N,ಹಾಸಿಗೆ,침대
336,Regal::N,ಬೀರು,서가
337,Kiste::N,ಪಟ್ಟಿಗೆ,짐궤
338,Fenster::N,ಕಿಟಕಿ,눔
339,Tür::N,ಬಾಗಿಲು,문
340,Tor::N,ಹೆಬ್ಬಾಗಿಲು,대문
341,Zaun::N,ಬೇಲಿ,담장
342,Dach::N,ಮಾಳಿಗೆ,지붕
343,Leiter::N,ಏಣಿ,사닥다리
344,Besen::N,ಪೊರಕೆ,비
345,Spaten::N,ಗುದ್ದಲಿ,가래
346,Schaufel::N,ಸನಿಕೆ,삽
347,Gabel::N,ಕವಲು,갈래
348,Löffel::N,ಚಮಚ,숟가락
349,Messer::N,ಚಾಕು,나이프
350,Nagel::N,ಆಣಿ,발툽
351,Netz::N,ಬಲೆ,그물
352,Haken::N,ಕೊಂಡಿ,갈고리
353,Griff::N,ಹಿಡಿ,움켜쥠
354,Schloss::N,ವೀಗ,자물쇠
355,Bild::N,ಚಿತ್ರ,그림
356,Figur::N,ಆಕಾರ,몸메
357,Puppe::N,ಗೊಂಬೆ,인형
358,Beutel::N,ಸಂಚಿ,클
359,Bündel::N,ಕಟ್ಟು,자근다발
360,Tasche::N,ಚೀಲ,가방
361,Eimer::N,ಬಾನೆ,동이
362,Deckel::N,ಮುಚ್ಚಳ,뚜껑
363,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,식시
364,Sack::N,ಮೂಟೆ,조갑
365,Tasse::N,ಬಟ್ಟಲು,차잔
366,Topf::N,ಮಡಕೆ,단지
367,Kessel::N,ಕೆಟಲ್,주전자
368,Essen::N,ಊಟ,먹기
369,Nahrung::N,ಆಹಾರ,식료
370,Speise::N,ಊಟ,음식물
371,Fleisch::N,ಮಾಂಸ,고기
372,Getreide::N,ಧಾನ್ಯ,곡물
373,Brei::N,ಗಂಜಿ,젤리
374,Brot::N,ರೊಟ್ಟಿ,빵
375,Scheibe::N,ಹೋಳು,원반
376,Fett::N,ಕೊಬ್ಬು,기름
377,Butter::N,ಬೆಣ್ಣೆ,버터
378,Öl::N,ಎಣ್ಣೆ,올리브유
379,Salz::N,ಉಪ್ಪು,소금
380,Suppe::N,ಎಸರು,국
381,Suppe::N,ಎಸರು,수프
382,Honig::N,ಮಧು,감미
383,Milch::N,ಹಾಲು,유즙
384,Tee::N,ಚಹ,차
385,Leder::N,ಚಕ್ಕಳ,가죽
386,Wolle::N,ಉಣ್ಣೆ,양털
387,Stoff::N,ಬಟ್ಟೆ,패료
388,Nadel::N,ಸೂಜಿ,바늘
389,Faden::N,ದಾರ,콘실
390,Knopf::N,ಗುಂಡು,단추
391,Knoten::N,ಗಂಟು,곁절
392,Farbe::N,ಬಣ್ಣ,색
393,Kleidung::N,ಅರಿವೆ,옷입기
394,Hemd::N,ಅಂಗಿ,속옷
395,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,깃
396,Ärmel::N,ತೋಳು,소매
397,Hose::N,ಇಜಾರ,바지
398,Gürtel::N,ಬೆಲ್ಟು,밴드
399,Mütze::N,ಟೋಪಿ,모자
400,Schuh::N,ಪಾದರಕ್ಷೆ,구두
401,Stiefel::N,ಬೂಟು,장화
402,Ring::N,ಉಂಗುರ,고리
403,Band::N,ರಿಬ್ಬನ್,리본
404,Kamm::N,ಹಣಿಗೆ,빗
405,Spiegel::N,ಕನ್ನಡಿ,거울
406,Riemen::N,ಬಾರು,가죽끈
407,Schnur::N,ಹುರಿ,밧줄
408,Leine::N,ಹಗ್ಗ,고삐줄
409,Decke::N,ಕಂಬಳಿ,이부자리
410,Kissen::N,ದಿಂಬು,깔개
411,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,천
412,Handtuch::N,ಚೌಕ,수건
413,Kraft::N,ಬಲ,세력
414,Stärke::N,ಶಕ್ತಿ,힘
415,Gesundheit::N,ಆರೋಗ್ಯ,위생
416,Krankheit::N,ರೋಗ,병
417,Schmerz::N,ನೋವು,아픔고통
418,Wunde::N,ಗಾಯ,상처
419,Fieber::N,ಜ್ವರ,열별
420,Arznei::N,ಔಷಧ,약
421,Brücke::N,ಸೇತುವೆ,교량
422,Brunnen::N,ಬಾವಿ,원천
423,Weide::N,ಗೋಮಾಳ,목장
424,Pfad::N,ದಾರಿ,좁은길
425,Weg::N,ಹಾದಿ,길
426,Straße::N,ರಸ್ತೆ,길
427,Dorf::N,ಹಳ್ಳಿ,촌
428,Dorf::N,ಹಳ್ಳಿ,촌락
429,Stadt::N,ಪಟ್ಟಣ,도시
430,Brief::N,ಕಾಗದ,서한
431,Buch::N,ಪುಸ್ತಕ,책
432,Buchstabe::N,ಅಕ್ಷರ,문자
433,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,신문
434,Leben::N,ಜೀವನ,삶
435,Tod::N,ಮರಣ,죽음
436,Grab::N,ಗೋರಿ,무덤
437,Kirche::N,ಚರ್ಚು,교회
438,Sünde::N,ಪಾಪ,부정
439,Gott::N,ದೇವರು,하느님
440,Arbeiter::N,ಕೆಲಸಗಾರ,일하는사람
441,Chef::N,ದಣಿ,사장
442,Meister::N,ಶಿಕ್ಷಕ,명인
443,Meister::N,ಶಿಕ್ಷಕ,대가
444,Arzt::N,ವೈದ್ಯ,의사
445,Lehrer::N,ಉಪಾಧ್ಯಾಯ,교사
446,Geld::N,ಹಣ,돈
447,Geschäft::N,ವಾಣಿಜ್ಯ,일
448,Laden::N,ಅಂಗಡಿ,가게
449,Preis::N,ಬೆಲೆ,가격
450,Ware::N,ಸರಕು,상품
451,Nutzen::N,ಲಾಭ,이익
452,Reichtum::N,ಸಂಪತ್ತು,많음
453,Welt::N,ಭೂಲೋಕ,세상
454,Land::N,ದೇಶ,지방
455,Staat::N,ರಾಜ್ಯ,국가
456,König::N,ರಾಜ,국왕
457,Macht::N,ಅಧಿಕಾರ,힘
458,Grenze::N,ಗಡಿ,국경
459,Krieg::N,ಯುದ್ಧ,전쟁
460,Feind::N,ಶತ್ರು,적
461,Gewalt::N,ಹಿಂಸೆ,권력
462,Kampf::N,ಹೋರಾಟ,전투
463,Bogen[Waffe]::N,ಬಿಲ್ಲು,활
464,Pfeil::N,ಅಂಬು,화살
465,Gewehr::N,ಬಂದೂಕು,무기
466,Fehler::N,ತಪ್ಪು,오류
467,Lüge::N,ಸುಳ್ಳು,거짓말
468,Schaden::N,ಹಾನಿ,손상
469,Unglück::N,ಅಪಾಯ,불행
470,Schuld::N,ದೋಷ,부채
471,Alter::N,ಮುಪ್ಪು,연령
472,Schluss::N,ಮುಕ್ತಾಯ,마감
473,Zeit::N,ಕಾಲ,때
474,Zeit::N,ಕಾಲ,시간
475,Tag::N,ದಿನ,하루
476,Morgen::N,ಮುಂಜಾನೆ,이침
477,Mittag::N,ನಡುಹಗಲು,대낮
478,Abend::N,ಸಂಜೆ,저녁
479,Nacht::N,ರಾತ್ರಿ,밤
480,Woche::N,ವಾರ,근무일
481,Monat::N,ತಿಂಗಳು,달
482,Jahr::N,ಸಂವತ್ಸರ,해
483,Frühling::N,ವಸಂತ,봄
484,Sommer::N,ಬಿಸಿಲುಕಾಲ,여름
485,Herbst::N,ಶರತ್ಕಾಲ,가을
486,Winter::N,ಚಳಿಗಾಲ,겨울
487,Januar::N,ನಾಲ್ಚಳಿ,일월
488,Februar::N,ಅಯ್ಚಳಿ,이월
489,März::N,ಮೊಬ್ಬೇಸಿಗೆ,삼월
490,April::N,ಇಬ್ಬೇಸಿಗೆ,사월
491,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,오월
492,Juni::N,ಮೊಮ್ಮಳೆ,유월
493,Juli::N,ಇಮ್ಮಳೆ,칠월
494,August::N,ಮುಮ್ಮಳೆ,팔월
495,September::N,ನಾಲ್ಮಳೆ,구월
496,Oktober::N,ಮೊಚ್ಚಳಿ,시월
497,November::N,ಇಚ್ಚಳಿ,십일월
498,Dezember::N,ಮುಚ್ಚಳಿ,십이월
499,Montag::N,ಸೋಮುವಾರ,월요일
500,Dienstag::N,ಮಂಗಳವಾರ,화요일
501,Mittwoch::N,ಬುಧವಾರ,수요일
502,Donnerstag::N,ಗುರುವಾರ,모교일
503,Freitag::N,ಶುಕ್ರವಾರ,그묘일
504,Samstag::N,ಶನಿವಾರ,토요일
505,Sonntag::N,ಭಾನುವಾರ,일요일
506,groß::A,ದೊಡ್ಡ,큰
507,klein::A,ಪುಟ್ಟ,자근
508,lang::A,ದೀರ್ಘ,긴
509,kurz::A,ಚಕ್ಕ,짧은
510,breit::A,ಅಗಲವಾದ,넓은
511,schmal::A,ಇಕ್ಕಟ್ಟಾದ,좁은
512,dicht::A,ದಟ್ಟ,농밀한
513,dick[Gegenstand]::A,ದಟ್ಟ,두꺼운
514,dünn::A,ತೆಳು,얇은
515,fein::A,ಕೋಮಲ,미세한
516,fest::A,ಘನ,굳은
517,flach::A,ಚಪ್ಪಟೆ,얕은
518,glatt::A,ನಯ,반들반들한
519,hart::A,ಗಟ್ಟಿ,굳은
520,weich::A,ಮೃದುವಾದ,연한
521,rund::A,ವರ್ತುಳ,둥근
522,spitz::A,ಮೊನಚಾದ,뾰족한
523,scharf::A,ತೀಕ್ಷ್ಣ,날카로운
524,stumpf::A,ಮೊಂಡು,무딘
525,schwer::A,ಭಾರಿ,무거운
526,schön::A,ಸುಂದರ,멋진
527,heiß::A,ಬಿಸಿ,뜨거운
528,warm::A,ಬಿಸಿ,따뜻한
529,kalt::A,ತಣ್ಣನೆಯ,찬
530,kühl::A,ತಂಪಾದ,서늘한
531,frisch::A,ನಿರ್ಮಲ,신선한
532,feucht::A,ಒದ್ದೆಯಾದ,축축한
533,nass::A,ಒದ್ದೆಯಾದ,젖은
534,trocken::A,ಶುಷ್ಕ,마른
535,voll::A,ತುಂಬಿದ,완전한
536,leer::A,ಖಾಲಿ,빈
537,offen::A,ಮುಚ್ಚಲ್ಲದ,열린
538,geschlossen::A,ಮುಚ್ಚಿದ,닫힌
539,sauber::A,ಶುದ್ಧ,깨끗한
540,schmutzig::A,ಅಶುದ್ಧ,더러운
541,roh::A,ಹಸಿ,날게잇의
542,reif::A,ಹಣ್ಣಾದ,이근
543,lecker::A,ಗುಚಿಕರ,맛있는
544,süß::A,ಸಿಹಿ,단
545,bitter::A,ಕಹಿ,찌르는듯한
546,sauer::A,ಹುಳಿಯಾದ,산성의
547,hell::A,ಹೊಳೆಯುವ,밝은
548,dunkel::A,ಮಬ್ಬಾದ,어두운
549,schwarz::A,ಕಪ್ಪು,검은
550,weiß::A,ಬಿಳಿಯ,하얀
551,rot::A,ಕೆಂಪು,붉은
552,gelb::A,ಹಳದಯ,황색
553,blau::A,ನೀಲ,푸른
554,grün::A,ಕಾಯಾದ,녹색의
555,grau::A,ಬೂದುಬಣ್ಣದ,회색의
556,bunt::A,ವರ್ಣರಂಜಿತ,알록달록한
557,billig::A,ಅಗ್ಗ,싼
558,teuer::A,ದುಬಾರಿಯಾದ,값비산
559,wertvoll::A,ಅಮೂಲ್ಯ,가치가많은
560,blind::A,ಅಂಧ,눈먼
561,taub::A,ಕಿವುಡಾದ,무감간한
562,kräftig::A,ಪ್ರಬಲ,강장한
563,stark::A,ಶಕ್ತಿವಂತ,강한
564,schwach::A,ದುರ್ಬಲ,약한
565,fett::A,ಕೊಬ್ಬಿದ,실찐
566,schlank::A,ತೆಳ್ಳಗಿನ,호리호리한
567,hübsch::A,ಅಂದವಾದ,예쁜
568,böse::A,ಕೆಟ್ಟ,나쁜
569,dumm::A,ಮಂದ,어리석은
570,faul::A,ಆಲಸ,너덜너덜한
571,fleißig::A,ಕಡಗುವ,근면한
572,geizig::A,ಜುಗ್ಗ,인색한
573,klug::A,ಚತುರ,
574,geschickt::A,ದಕ್ಷ,교묘한
575,lieb::A,ಪ್ರಿಯ,친애하는
576,lustig::A,ಖುಷಿಯಾದ,유쾌한
577,sanft::A,ಸೌಮ್ಯ,온화한
578,hungrig::A,ಹಸಿದ,배고픈
