,Concept_ID,ko,av
771,neunzig::NUM,아흔,ункъоялда а́нцӏила
772,hundert::NUM,백,нусго
773,tausend::NUM,천,азарго
774,und::CNJ,와,ва
775,und::CNJ,와,-ги
776,oder::CNJ,아니면,ялъуни
777,stehen::V,서다,бахъунчӏезе
778,sitzen::V,앉다,гӏодов чӏезе
779,liegen::V,눕다,бегизе
780,hängen::V,달다,базе
781,werden::V,되다,бахъине
782,passieren::V,지장옶다,лъугьине
783,passieren::V,지장옶다,лъугьа-бахъине
784,beginnen::V,시작되다,байбихьизе
785,enden::V,큳내다,лъугӏизе
786,wechseln::V,병경하다,хиса-басизе
787,wechseln::V,병경하다,хисизе
788,aufgehen[Sonne]::V,뜨다,баккизе
789,untergehen[Sonne]::V,지다,щинкӏизе
790,scheinen[Sonne]::V,빛나다,къалъ-къалъизе
791,donnern::V,천둥치다,гъугъазе
792,wehen::V,풀다,пуйзе
793,strömen::V,흐르다,чвахизе
794,fließen::V,흐르다,чвахизе
795,sich drehen::V,돌다,сверизе
796,schwanken::V,동요하다,хьвагӏезе
797,schwanken::V,동요하다,багъа-бачаризе
798,schwingen::V,흔들다,щвартӏезе
799,fallen::V,떨어지다,бортизе
800,brennen::V,타다,рекӏине
801,rauchen::V,김이나다,кӏкӏуй буризе
802,regnen::V,비가오다,базе
803,gefrieren::V,얼다,гӏу́низе
804,tauen::V,녹다,биаризе
805,schmelzen::V,녹다,биине
806,trocknen::V,홈치다,бакъвазе
807,sieden::V,끓다,гьалдезе
808,faulen::V,부패하다,махӏцине
809,verfaulen::V,썩다,туризе
810,reißen::V,지바찢다,бихъизе
811,versinken::V,가라앉다,гъанкъизе
812,vergehen::V,지나가다,базе
813,vergehen::V,지나가다,бахъизе
814,vergehen::V,지나가다,ине
815,erscheinen::V,나타나다,баккизе
816,verschwinden::V,사라지다,къине
817,verschwinden::V,사라지다,билизе
818,sinken::V,가라앉다,гӏодо́бе ккезе
819,abnehmen::V,떼어내다,тӏаса камизе
820,zunehmen::V,증가하다,гӏемерлъизе
821,steigen::V,상승하다,бахине
822,wachsen::V,생기하다,кӏодолъизе
823,glänzen::V,뛰오나다,цӏвакизе
824,funkeln::V,불티가잍어나다,паркъезе
825,lärmen::V,떠들다,хъудизе
826,lärmen::V,떠들다,чӏиргъдизе
827,läuten::V,울시다,кьабизе
828,klingeln::V,초닌총을울리다,кьабизе
829,klirren::V,탁탁울리다,зваргъизе
830,brausen::V,쏴쏴소리내다,гьалаглъизе
831,rauschen::V,솨솨,шуршудизе
832,klingen::V,반향하다,бахъине
833,bellen::V,짖다,гъанчдезе
834,heulen::V,포효하다,рурудизе
835,blasen::V,불다,гьохьизе
836,pfeifen::V,피리를불다,гьещтӏезе
837,schreien::V,절규하다,ахӏизе
838,schreien::V,절규하다,ахӏдезе
839,stöhnen::V,신음하다,зигардизе
840,zittern::V,저뉼하다,дарран
841,zittern::V,저뉼하다,гьаргьадизе
842,leben::V,살다,бетӏербахъизе
843,geboren werden::V,태어난,лъугьине
844,atmen::V,숨쉬다,хӏухьел биччазе
845,trinken::V,마시다,гьекъезе
846,essen::V,먹다,квине
847,essen::V,먹다,кваназе
848,schlucken::V,들이켜다,кӏкӏвине
849,schlucken::V,들이켜다,къулчӏизе
850,einschlafen::V,잠들다,кьижизе
851,einschlafen::V,잠들다,гъапуллъизе
852,schlafen::V,자다,кьижизе
853,aufwachen::V,눈트다,бигьине
854,aufstehen::V,서다,бахъине
855,aufstehen::V,서다,тӏадебахъине
856,sich erholen::V,회복하다,хьи бахъизе
857,sich erholen::V,회복하다,хӏалхьи гьабизе
858,schmerzen::V,아프다,унтизе
859,husten::V,잔기침하다,хъегӏизе
860,genesen::V,낫다,лъилъизе
861,sterben::V,죽다,хвезе
862,umkommen::V,못쓰게되다,гьалаглъизе
863,sich bewegen::V,움직이다,багъаризе
864,sich bewegen::V,움직이다,багъаргъизе
865,sich rühren::V,움직이다,багъаризе
866,sich erheben::V,이러서다,тӏадебахъине
867,sich erheben::V,이러서다,бахъине
868,sich setzen::V,앉히다,гӏодов чӏезе
869,hinfallen::V,넘어지다,щапизе
870,laufen::V,걷다,хьвадизе
871,schreiten::V,보행하다,чӏезе
872,spazierengehen::V,산보하다,тира-сверизе
873,eilen::V,서둘다,ракӏхӏалакине
874,eilen::V,서둘다,дуризе
875,sich beeilen::V,서둘게하다,дуризе
876,sich beeilen::V,서둘게하다,гӏедегӏизе
877,sausen::V,서들러 떠나다,тӏуризе
878,rennen::V,달리다,бекеризе
879,springen::V,도약하다,кӏанцӏизе
880,klettern::V,갑겨오르다,хархадизе
881,schaukeln::V,흔들리게하다,гьерщезе
882,kriechen::V,기다,хъурщизе
883,schwimmen::V,헤엄치다,лъедезе
884,tauchen::V,잠기다,букъардизе
885,rudern::V,물을헤치다,хазе
886,fahren::V,가다,ине
887,fahren::V,나르다,ине
888,fliegen::V,날다,боржине
889,gehen::V,가다,ине
890,weggehen::V,팔리다,ине
891,abfahren::V,출발하다,къокъине
892,anhalten::V,멈추다,чӏезе
893,anhalten::V,멈추다,тархъизе
894,anhalten::V,멈추다,лъалхъизе
895,hineingehen::V,(그리로)가다,тӏаделъугьине
896,eintreten::V,들러가다,лъугьине
897,kommen::V,오다,бачӏине
898,ankommen::V,고챀하다,щвезе
899,ankommen::V,고챀하다,тӏадебачӏине
900,zurückkommen::V,보기,тадбуссине
901,zurückkommen::V,보기,тӏадбуссине
902,bleiben::V,체류,чӏезе
903,bleiben::V,체류,хутӏизе
904,warten::V,기다리다,чӏезе
905,erwarten::V,기대하다,балагьизе
906,suchen::V,찾다,балагьизе
907,suchen::V,구하다,балагьизе
908,finden::V,찾아내다,батизе
909,versuchen::V,시험하다,хӏалбихьизе
910,vorbereiten::V,재비하다,хӏадурлъизабизе
911,lieben::V,사랑하다,балай бегьизе
912,mögen::V,줗아하다,бокьизе
913,lachen::V,웃다,белъизе
914,rühren::V,건드리다,
915,weinen::V,울다,гӏодизе
916,schimpfen::V,꾸짖다,гъанчдезе
917,sich ärgern::V,화를내게 하다,вагъизе
918,sich ärgern::V,화를내게 하다,ццида́хине
919,sich fürchten::V,두려원하다,хӏинкъизе
920,fürchten::V,두려원하다,беркъазе
921,fürchten::V,두려원하다,хӏинкъа-къазе
922,fliehen::V,도망치다,лъутизе
923,flüchten::V,도주하다,лъутизе
924,sehen::V,보다,бихьизе
925,anschauen::V,바라보다,бертӏамизе
926,anschauen::V,바라보다,балагьизе
927,ansehen::V,바라보다,бала-гъалагьизе
928,hören::V,듣다,рагӏизе
929,zuhören::V,듣다,гӏенеккизе
930,probieren::V,시식하다,кӏалдиб хъва́зе
931,probieren::V,시식하다,чӏамизе
932,riechen::V,내새를맡다,су́нтӏизе
933,fühlen::V,느끼다,чӏвазе
934,scheinen::V,...것같다,
935,zu sehen sein::V,보이는,бихьизе
936,vernehmen::V,듣다,рагӏизе
937,vernehmen::V,들어서일다,рагӏизе
938,frieren::V,춥다,цӏорозе
939,tun::V,하다,гьабизе
940,können::V,할주릴다,кӏвезе
941,können::V,할주릴다,лъазе
942,wollen::V,바라다,бокьизе
943,anfangen::V,시작하다,байбихьизе
944,beenden::V,다하다,тӏубазабизе
945,beenden::V,다하다,лъугӏизабизе
946,aufhören::V,그만두다,бахъизе
947,gelingen::V,성국하다,бахъизе
948,geraten::V,잘되어가다,бахъизе
949,öffnen::V,열다,рагьизе
950,schließen::V,추측하다,къазе
951,stellen::V,세우다,чӏвазе
952,setzen::V,놓다,рекӏинабизе
953,setzen::V,놓다,гӏодор чӏезаризе
954,legen::V,눕히다,лъезе
955,berühren::V,대다,хъвазе
956,verbinden::V,옝열하다,хьухьине
957,verbinden::V,옝열하다,бухьине
958,bedecken::V,덮다,кквезе
959,aufhängen::V,매달다,базе
960,anzünden::V,점화하다,бакизе
961,anzünden::V,점화하다,рекӏинабизе
962,aufheben::V,위로올리다,
963,zurücklassen::V,튀에남기다,тезе
964,verlieren::V,잃다,билизабизе
965,fallen lassen::V,떨어뜨리다,бортизабизе
966,machen::V,하다,гьабизе
967,herstellen::V,제조하다,гьабизе
968,herstellen::V,제조하다,хӏадурлъизабизе
969,bauen::V,짓다,базе
970,bauen::V,짓다,гьабизе
971,reparieren::V,수셩자다,къачӏазе
972,verbessern::V,정정하다,лъикӏлъизабизе
973,ändern::V,바꾸다,хисизабизе
974,graben::V,파다,бухъизе
975,beugen::V,구부리다,хьетӏизабизе
976,biegen::V,굽히다,гьетӏизабизе
977,drehen::V,회전,тиризабизе
978,drehen::V,회전,свердизабизе
979,wenden::V,회전시키다,бегизе
980,umdrehen::V,회전시키다,бегизе
981,umdrehen::V,회전시키다,бега-битӏизе
982,heben::V,일으아키다,борхизе
983,hochheben::V,틀어올리다,борхалъизабизе
984,hochheben::V,틀어올리다,борхизе
985,ergreifen::V,잡다,кквезе
986,halten::V,잡다,кквезе
987,drücken::V,누르다,къазе
988,drücken::V,누르다,къанцӏу́зе
989,drücken::V,누르다,къвал ба́зе
990,schieben::V,밀다,хъилдизе
991,kratzen::V,긁다,хачазе
992,lecken::V,핥다,чӏикӏизе
993,beißen::V,물다,хӏанчӏизе
994,beißen::V,물다,хӏанчӏизабизе
995,abschneiden::V,귾어내다,къотӏизе
996,binden::V,매다,бухьине
997,stecken::V,찌르다,къазабизе
998,brechen::V,금,бекизе
999,klopfen::V,치다,дванкезе
1000,hauen::V,때리다,базе
1001,kleben::V,들러붙다,бацӏцӏине
1002,reiben::V,문지르다,хачазе
1003,streichen::V,쓰다듬다,бахине
1004,streichen::V,쓰다듬다,жужазе
1005,schleifen::V,갈다,лъухьизе
1006,schneiden::V,베다,къотӏизе
1007,rütteln::V,흔들다,багъа-бачаризабизе
1008,schütteln::V,흔들다,кӏобокӏизе
1009,schwenken::V,흔들다,гьесадизе
1010,schwenken::V,흔들다,хьвагӏезабизе
1011,schütten::V,따르다,тӏезе
1012,füllen::V,담다,цӏезабизе
1013,einwickeln::V,싸다,жемизе
1014,tragen::V,지우다,баччизе
1015,schleppen::V,끌다,бехъерхъизе
1016,ziehen::V,당기다,цӏазе
1017,aufbewahren::V,간직하다,цӏунизе
1018,werfen::V,던지다,рехизе
1019,fangen::V,밥다,кквезе
1020,packen::V,쥐다,кквезе
1021,verstecken::V,숨기다,бахчизе
1022,teilen::V,나누다,бикьизе
1023,schicken::V,보내다,битӏизе
1024,bringen::V,가겨,баччизе
1025,hinzufügen::V,부가하다,жубазе
1026,bekommen::V,얻다,щвезе
1027,erhalten::V,지니다,щвезе
1028,erhalten::V,지니다,босизе
1029,nehmen::V,잡다,босизе
1030,wählen::V,선거하다,бищизе
1031,auswählen::V,선출하다,тӏасабищизе
1032,bewahren::V,저장보종,цӏунизе
1033,behindern::V,훼방하다,квекӏен гьабизе
1034,verderben::V,못쓰게 되다,хвезабизе
1035,beschädigen::V,상하게하다,галгъазабизе
1036,zerbrechen::V,깨뜨리다,щущазабизе
1037,zerreißen::V,잡아쫓다,бихъизе
1038,zerstören::V,파괴하다,биххизабизе
1039,verbrennen::V,소실하다,бухӏизе
1040,geben::V,주다,кьезе
1041,reichen::V,내일다,кьезе
1042,schenken::V,주다,кьезе
1043,versprechen::V,약속하다,назру гьабизе
1044,wünschen::V,바라다,бокьизе
1045,loben::V,칭찬하다,беццизе
1046,loben::V,칭찬하다,бецца-бекъизе
1047,küssen::V,키스하다,баизе
1048,wiegen::V,어르다,чӏучӏадизабизе
1049,zudecken::V,뚜꺼을하다,тӏадбигъине
1050,wecken::V,깨우다,бигьинабизе
1051,zeigen::V,보이다,бихьизабизе
1052,führen::V,가게하다,бачине
1053,lehren::V,가르치다,малъизе
1054,lehren::V,가르치다,цӏализабизе
1055,unterrichten::V,가르지다,цӏализабизе
1056,aufziehen::V,사육하다,гӏезабизе
1057,leiten::V,이끌다,нухмалъи гьабизе
1058,antreiben::V,몰다,гӏедегӏизабизе
1059,lassen::V,내버려두다,
1060,einladen::V,초청하다,ахӏизе
1061,einladen::V,초청하다,тӏадеахӏизе
1062,vereinigen::V,하나로하다,цолъизабизе
1063,besuchen::V,방문하다,баккизе
1064,besuchen::V,방문하다,хьвадизе
1065,treffen::V,만나다,дандчӏвазе
1066,sich versammeln::V,조립하다,данделъизе
1067,sich versammeln::V,조립하다,бакӏаризе
1068,spielen::V,눌다,басандизе
1069,singen::V,노래하다,ахӏизе
1070,tanzen::V,춤추하다,кьурдизе
1071,sich trennen::V,가르다,батӏалъизе
1072,verlassen::V,버림받은,тезе
1073,verlassen::V,버림받은,рехунтезе
1074,retten::V,구조하다,хвасар гьабизе
1075,retten::V,구조하다,хвасарлъизабизе
1076,bewachen::V,치키다,цӏунизе
1077,schützen::V,보호하다,цӏунизе
1078,verteidigen::V,막다,цӏунизе
1079,sich schlagen::V,치다,багъизе
1080,schießen::V,쏘다,речӏчӏизе
1081,siegen::V,이기다,бергьине
1082,ärgern::V,성을내게하다,вагъизавизе
1083,schlagen::V,치다,кьабизе
1084,treten::V,디디다,мал тункизе
1085,stechen::V,찌르다,къазабизе
1086,stoßen::V,찌르다,тункизе
1087,stoßen::V,찌르다,хъилдизе
1088,stehlen::V,훔치다,щинкӏизабизе
1089,stören::V,움직이다,квекӏен гьабизе
1090,stören::V,움직이다,татубахъи гьабизе
1091,belästigen::V,괴롭히다,рахӏатхвезабизе
1092,verbergen::V,숨기다,бахчизе
1093,verbergen::V,숨기다,балъго тезе
1094,täuschen::V,속이다,божуда рекӏкӏ гьабизе
1095,täuschen::V,속이다,гуккизе
1096,betrügen::V,속이다,хӏилла гьабизе
1097,betrügen::V,속이다,сандирахълъи гьабизе
1098,töten::V,죽이다,чӏвазе
1099,wohnen::V,실다,яшав гьабизе
1100,arbeiten::V,일하다,хӏалтӏизе
1101,sammeln::V,모으다,бакӏаризе
1102,pflücken::V,꿔다,бетӏизе
1103,jagen::V,사냥하다,чан гьабизе
1104,fischen::V,고기를잡다,ччугӏа кквезе
1105,fassen::V,움켜쥐다,кквезе
1106,hüten::V,망보다,кваназабизе
1107,treiben::V,몰아세우다,гъезе
1108,anbinden::V,묶다,бухьине
1109,füttern::V,사료를주다,кваназабизе
1110,melken::V,젖을짜다,бечӏчӏизе
1111,hacken::V,자르다,чӏвазе
1112,gießen::V,물을대다,лъалъазе
1113,reifen::V,성숙하다,барщизе
1114,zubereiten::V,조제하다,бежа-белъине
1115,kochen::V,요리하다,белъине
1116,backen::V,쿱다,базе
1117,braten::V,굽다,бежизе
1118,umrühren::V,교반하다,багъаризе
1119,stricken::V,뜨개질하다,хьухьине
1120,nähen::V,꿰매다,букъизе
1121,färben::V,채색하다,кьер гьабизе
1122,reinigen::V,청소하다,бацӏцӏине
1123,waschen::V,씻다,чуризе
1124,abwischen::V,닦다,бацӏцӏине
1125,spülen::V,씻다,хулизе
1126,fegen::V,소체하다,лъухьизе
1127,kehren::V,청소하다,лъухьизе
1128,baden::V,감다,чордезе
1129,sich waschen::V,모믈 씻다,
1130,ausziehen::V,벗다,бахъизе
1131,anziehen::V,끌어움직이다,ретӏине
1132,kämmen::V,빗다,хазе
1133,schmücken::V,치레하다,чӏухӏизабизе
1134,sagen::V,말하다,бицине
1135,sprechen::V,말하다,бицине
1136,reden::V,이야기하다,гаргадизе
1137,fragen::V,질문하다,цӏехезе
1138,fragen::V,질문하다,гьикъизе
1139,bitten::V,원하다,гьаризе
1140,erzählen::V,이야기하다,бицине
1141,mitteilen::V,이야기하다,лъазабизе
1142,nennen::V,부르다,цӏар лъезе
1143,rufen::V,불러내다,ахӏизе
1144,prahlen::V,자랑하다,беццаризе
1145,übersetzen::V,번역하다,буссинабизе
1146,denken::V,생각하다,ургъизе
1147,glauben::V,믿다,божизе
1148,bemerken::V,인자하다,берречӏчӏизе
1149,erkennen::V,인식하다,лъазе
1150,erkennen::V,인식하다,батӏаго бахъизе
1151,begreifen::V,파악하다,бичӏчӏизе
1152,verstehen::V,이해하다,
1153,lernen::V,배우다,цӏализе
1154,wissen::V,알다,лъазе
1155,sich erinnern an::V,상기하다,ракӏалде щвезе
1156,vergessen::V,잊다,кӏочене
1157,messen::V,측정하다,борцине
1158,zählen::V,세다,рикӏкӏине
1159,rechnen::V,게산하다,рикӏкӏине
1160,lesen::V,읽다,цӏализе
1161,malen::V,그리다,бахъизе
1162,zeichnen::V,소묘하다,бахъизе
1163,schreiben::V,쓰다,хъвазе
1164,besitzen::V,소유하다,щвезе
1165,besitzen::V,소유하다,бу́кӏине
1166,kaufen::V,사다,босизе
1167,verkaufen::V,팔다,бичизе
1168,bezahlen::V,지불하다,кьезе
1169,zahlen::V,치르다,кьезе
1170,beherrschen::V,지배하다,
1171,ertragen::V,참다,баччизе
1172,Raureif::N,,мартӏ
1173,Grube::N,,гвенд
1174,Lust::N,,гъира
1175,Nachricht::N,,хабар
1176,klug::A,,лумияб
1177,von hier::ADV,,гьаниса
1178,müde werden::V,,сваказе
1179,krank werden::V,,унтизе
1180,krank sein::V,,унтизе
1181,abreißen::V,,тӏезе
1182,abreißen::V,,тӏезабизе
1183,sich anziehen::V,,ретӏине
1184,sich unterhalten::V,,гаргадизе
