,Concept_ID,it,av
765,ehemalig::A,d'una_volta,цебе́госеб
766,alt[Lebewesen]::A,anziano,хераб
767,jung::A,giovane,тӏинчӏаб
768,jung::A,giovane,гӏолохъанаб
769,arm::A,pòvero,пакъираб
770,reich::A,ricco,бечедаб
771,bekannt::A,noto,лъалеб
772,bekannt::A,conosciuto,лъалеб
773,berühmt::A,famoso,машгьураб
774,berühmt::A,cèlebre,машгьураб
775,fremd::A,estràneo,чияр
776,fremd::A,straniero,чияр
777,verschieden::A,diverso,батӏи-батӏияб
778,verschieden::A,differente,батӏи-батӏияб
779,nah::A,vicino,гӏагарда бугеб
780,nah::A,propinquo,гӏагарда бугеб
781,fern::A,lontano,рикӏкӏадаб
782,linker::A,sinistro,квегӏаб
783,rechter::A,destro,кваранаб
784,anderer::A,altro,батӏияб
785,erster::A,primo,тӏоцебесеб
786,zweiter::A,secondo,кӏиабилеб
787,dritter::A,terzo,лъабабилеб
788,letzter::A,ùltimo,ахирисеб
789,allein::ADV,solo,ялгъузго
790,allein::ADV,da solo,ялгъузго
791,auf einmal::ADV,insieme,цихӏинтӏаго
792,zusammen::ADV,insieme,цойида
793,lange::ADV,a lungo,
794,plötzlich::ADV,all'improvviso,цойидасанго
795,sofort::ADV,sùbito,гьебсагӏат
796,sofort::ADV,all'istante,гьебсагӏат
797,später::ADV,più tardi,
798,jetzt::ADV,ora,гьанже
799,jetzt::ADV,adesso,гьанже
800,heute::ADV,oggi,жакъа
801,morgen::ADV,domani,метер
802,bald::ADV,presto,гьабсагӏаталъ
803,bald::ADV,tra poco,гьабсагӏаталъ
804,dann::ADV,allora,цинги
805,gestern::ADV,ieri,сон
806,einst::ADV,prima,цин
807,einst::ADV,un tempo,цин
808,damals::ADV,allora,гьебмехалъ
809,damals::ADV,allora,гьебмехалда
810,danach::ADV,poi,цинги
811,danach::ADV,poi,хадуса
812,danach::ADV,dopo,цинги
813,danach::ADV,dopo,хадуса
814,vorher::ADV,prima,цебе
815,zuerst::ADV,prima,тӏоцебе
816,zuerst::ADV,dapprima,тӏоцебе
817,einmal::ADV,una volta,цинцӏул
818,einmal::ADV,una volta,цихӏин
819,einmal::ADV,una volta,цоцӏул
820,manchmal::ADV,talvolta,олоцӏул
821,manchmal::ADV,qualche volta,олоцӏул
822,oft::ADV,spesso,гӏемерго
823,immer::ADV,sempre,кидаго
824,niemals::ADV,non mai,киданиги
825,hier::ADV,qua,аниб
826,hierhin::ADV,qua,анибехун
827,von hier::ADV,ne,гьаниса
828,von hier::ADV,da qui,гьаниса
829,dort::ADV,lì,гьениб
830,dorthin::ADV,là,гьадаба
831,geradeaus::ADV,diritto,битӏутӏа
832,vorwärts::ADV,avanti,цебехун
833,rückwärts::ADV,all'indietro,нахъ-нахъ
834,zurück::ADV,di indietro,нахъе
835,unten::ADV,giù,ахакь
836,unten::ADV,giù,гъоркь
837,unten::ADV,sotto,ахакь
838,unten::ADV,sotto,гъоркь
839,hinab::ADV,giù,эхебе
840,hinab::ADV,in giù,эхебе
841,oben::ADV,su,тӏад
842,oben::ADV,su,тӏадехун
843,oben::ADV,sopra,тӏад
844,oben::ADV,sopra,тӏадехун
845,hinauf::ADV,in sù,эхеде
846,hinauf::ADV,in alto,эхеде
847,überall::ADV,dappertutto,кибго
848,nicht::ADV,non,
849,ein wenig::ADV,un po',дагьабго
850,ein wenig::ADV,un poco,дагьабго
851,kaum::ADV,a appena,хӏалалъ
852,sehr::ADV,molto,кутакалда
853,so::ADV,così,гьедин
854,so::ADV,tanto,гьедин
855,noch::ADV,ancora,жеги
856,nur::ADV,solo,гӏӣцӏго
857,nur::ADV,soltanto,гӏӣцӏго
858,schon::ADV,già,
859,wieder::ADV,di nuovo,на́хъеги
860,vergebens::ADV,invano,чӏалгӏаде
861,vor::PRP,davanti a,цебе
862,hinter::PRP,dietro,хадуса
863,unter::PRP,sotto,ахакь
864,unter::PRP,sotto,гъоркь
865,durch::PRP,per,
866,durch::PRP,attraverso,
867,neben::PRP,a accanto a,аскӏо
868,zwischen::PRP,fra,гьоркьоб
869,wegen::PRP,a causa di,гьелда
870,dies::PRN,ciò,гьаб
871,dies::PRN,ciò,гьеб
872,dies::PRN,questo,гьаб
873,dies::PRN,questo,гьеб
874,das::PRN,ciò,доб
875,das::PRN,quello,доб
876,alles::PRN,tutto,
877,ich::PRN,ìo,дун
878,du::PRN,tu,дуца
879,er::PRN,lui,доб
880,er::PRN,egli,доб
881,wir::PRN,noi,ниж
882,ihr::PRN,voi,нуж
883,sie::PRN,loro,дол
884,sie::PRN,loro,эл
885,was::FPRN,che,щиб
886,was::FPRN,che cosa,щиб
887,wer::FPRN,chi,щиб
888,wo::FADV,dove,киб
889,wo::FADV,dove,кибехун
890,wohin::FADV,dove,кибехун
891,wie::FADV,come,кин
892,warum::FADV,perche,щай
893,wieviel::FNUM,quanto,кигӏан
894,eins::NUM,uno,цо
895,zwei::NUM,due,кӏиго
896,drei::NUM,tre,лъабго
897,vier::NUM,quattro,ункъо
898,fünf::NUM,cinque,щуго
899,sechs::NUM,sei,анлъго
900,sieben::NUM,sette,анкьго
901,acht::NUM,otto,микьго
902,neun::NUM,nove,ичӏго
903,zehn::NUM,dieci,анцӏго
904,elf::NUM,ùndici,анцӏила цо
905,zwölf::NUM,dodici,кӏиго-анцӏила
906,zwanzig::NUM,venti,къого
907,dreißig::NUM,trenta,лъеберго
908,vierzig::NUM,quaranta,кӏикъого
909,fünfzig::NUM,cinquanta,кӏикъо́ялда анцӏго
910,sechzig::NUM,sessanta,лъабкъого
911,siebzig::NUM,settanta,лъабкъо́ялда анцӏго
912,achtzig::NUM,ottanta,ункъого
913,neunzig::NUM,novanta,ункъоялда а́нцӏила
914,hundert::NUM,cento,нусго
915,tausend::NUM,mille,азарго
916,und::CNJ,e,ва
917,und::CNJ,e,-ги
918,oder::CNJ,o,ялъуни
919,stehen::V,stare in piedi,бахъунчӏезе
920,sitzen::V,sedere,гӏодов чӏезе
921,sitzen::V,stare seduto,гӏодов чӏезе
922,liegen::V,giacere,бегизе
923,hängen::V,pèndere,базе
924,hängen::V,èssere appeso,базе
925,werden::V,farsi,бахъине
926,werden::V,diventare,бахъине
927,passieren::V,succèdere,лъугьине
928,passieren::V,succèdere,лъугьа-бахъине
929,beginnen::V,cominciare,байбихьизе
930,enden::V,finire,лъугӏизе
931,enden::V,terminare,лъугӏизе
932,wechseln::V,variare,хиса-басизе
933,wechseln::V,variare,хисизе
934,wechseln::V,cambiare,хиса-басизе
935,wechseln::V,cambiare,хисизе
936,aufgehen[Sonne]::V,sòrgere,баккизе
937,aufgehen[Sonne]::V,spuntare,баккизе
938,untergehen[Sonne]::V,tramontare,щинкӏизе
939,scheinen[Sonne]::V,splèndere,къалъ-къалъизе
940,donnern::V,tonare,гъугъазе
941,wehen::V,soffiare,пуйзе
942,strömen::V,fluire,чвахизе
943,fließen::V,fluire,чвахизе
944,fließen::V,scorrere,чвахизе
945,sich drehen::V,girarsi,сверизе
946,schwanken::V,oscillare,хьвагӏезе
947,schwanken::V,oscillare,багъа-бачаризе
948,schwanken::V,barcollare,хьвагӏезе
949,schwanken::V,barcollare,багъа-бачаризе
950,schwingen::V,vibrare,щвартӏезе
951,schwingen::V,oscillare,щвартӏезе
952,fallen::V,cadere,бортизе
953,brennen::V,àrdere,рекӏине
954,brennen::V,bruciare,рекӏине
955,rauchen::V,fumare,кӏкӏуй буризе
956,regnen::V,piòvere,базе
957,gefrieren::V,gelarsi,гӏу́низе
958,gefrieren::V,congelarsi,гӏу́низе
959,tauen::V,sciògliersi,биаризе
960,schmelzen::V,fòndere,биине
961,schmelzen::V,sciògliersi,биине
962,trocknen::V,asciugarsi,бакъвазе
963,sieden::V,bollire,гьалдезе
964,faulen::V,marcire,махӏцине
965,verfaulen::V,imputridire,туризе
966,reißen::V,strapparsi,бихъизе
967,versinken::V,affondare,гъанкъизе
968,vergehen::V,passare,базе
969,vergehen::V,passare,бахъизе
970,vergehen::V,passare,ине
971,erscheinen::V,apparire,баккизе
972,erscheinen::V,comparire,баккизе
973,verschwinden::V,sparire,къине
974,verschwinden::V,sparire,билизе
975,verschwinden::V,scomparire,къине
976,verschwinden::V,scomparire,билизе
977,sinken::V,calare,гӏодо́бе ккезе
978,sinken::V,scendere,гӏодо́бе ккезе
979,abnehmen::V,diminuire,тӏаса камизе
980,zunehmen::V,aumentare,гӏемерлъизе
981,steigen::V,salire,бахине
982,steigen::V,montare,бахине
983,wachsen::V,crescere,кӏодолъизе
984,glänzen::V,splèndere,цӏвакизе
985,funkeln::V,brillare,паркъезе
986,funkeln::V,scintillare,паркъезе
987,lärmen::V,strepitare,хъудизе
988,lärmen::V,strepitare,чӏиргъдизе
989,lärmen::V,fare chiasso,хъудизе
990,lärmen::V,fare chiasso,чӏиргъдизе
991,läuten::V,suonare,кьабизе
992,klingeln::V,suonare,кьабизе
993,klirren::V,tintinnare,зваргъизе
994,brausen::V,rombare,гьалаглъизе
995,brausen::V,rumoreggiare,гьалаглъизе
996,rauschen::V,frusciare,шуршудизе
997,klingen::V,suonare,бахъине
998,bellen::V,latrare,гъанчдезе
999,bellen::V,abbaiare,гъанчдезе
1000,heulen::V,urlare,рурудизе
1001,heulen::V,ululare,рурудизе
1002,blasen::V,soffiare,гьохьизе
1003,pfeifen::V,fischiare,гьещтӏезе
1004,schreien::V,gridare,ахӏизе
1005,schreien::V,gridare,ахӏдезе
1006,stöhnen::V,gèmere,зигардизе
1007,zittern::V,tremare,дарран
1008,zittern::V,tremare,гьаргьадизе
1009,leben::V,vìvere,бетӏербахъизе
1010,geboren werden::V,nàscere,лъугьине
1011,atmen::V,respirare,хӏухьел биччазе
1012,trinken::V,bere,гьекъезе
1013,essen::V,mangiare,квине
1014,essen::V,mangiare,кваназе
1015,schlucken::V,inghiottire,кӏкӏвине
1016,schlucken::V,inghiottire,къулчӏизе
1017,müde werden::V,stancarsi,сваказе
1018,einschlafen::V,addormentarsi,кьижизе
1019,einschlafen::V,addormentarsi,гъапуллъизе
1020,schlafen::V,dormire,кьижизе
1021,aufwachen::V,svegliarsi,бигьине
1022,aufstehen::V,levarsi,бахъине
1023,aufstehen::V,levarsi,тӏадебахъине
1024,sich erholen::V,riposarsi,хьи бахъизе
1025,sich erholen::V,riposarsi,хӏалхьи гьабизе
1026,krank werden::V,ammalarsi,унтизе
1027,krank sein::V,èssere malato,унтизе
1028,schmerzen::V,dolere,унтизе
1029,husten::V,tossire,хъегӏизе
1030,genesen::V,guarire,лъилъизе
1031,sterben::V,morire,хвезе
1032,umkommen::V,perire,гьалаглъизе
1033,sich bewegen::V,agitarsi,багъаризе
1034,sich bewegen::V,agitarsi,багъаргъизе
1035,sich rühren::V,muòversi,багъаризе
1036,sich erheben::V,alzarsi,тӏадебахъине
1037,sich erheben::V,alzarsi,бахъине
1038,sich setzen::V,sedersi,гӏодов чӏезе
1039,hinfallen::V,cadere,щапизе
1040,laufen::V,camminare,хьвадизе
1041,laufen::V,andare a piedi,хьвадизе
1042,schreiten::V,andare,чӏезе
1043,schreiten::V,procedere,чӏезе
1044,spazierengehen::V,passeggiare,тира-сверизе
1045,spazierengehen::V,andare a passeggio,тира-сверизе
1046,eilen::V,andare in fretta,ракӏхӏалакине
1047,eilen::V,andare in fretta,дуризе
1048,sich beeilen::V,affrettarsi,дуризе
1049,sich beeilen::V,affrettarsi,гӏедегӏизе
1050,sausen::V,volare,тӏуризе
1051,sausen::V,correre,тӏуризе
1052,rennen::V,correre,бекеризе
1053,springen::V,saltare,кӏанцӏизе
1054,klettern::V,arrampicarsi,хархадизе
1055,schaukeln::V,fare l'altalena,гьерщезе
1056,kriechen::V,strisciare,хъурщизе
1057,schwimmen::V,nuotare,лъедезе
1058,tauchen::V,tuffarsi,букъардизе
1059,tauchen::V,immèrgersi,букъардизе
1060,rudern::V,remare,хазе
1061,fahren::V,andare,ине
1062,fahren::V,viaggiare,ине
1063,fliegen::V,volare,боржине
1064,gehen::V,andare,ине
1065,weggehen::V,andàrsene,ине
1066,weggehen::V,andare via,ине
1067,abfahren::V,partire,къокъине
1068,anhalten::V,fermarsi,чӏезе
1069,anhalten::V,fermarsi,тархъизе
1070,anhalten::V,fermarsi,лъалхъизе
1071,hineingehen::V,entrare,тӏаделъугьине
1072,eintreten::V,entrare,лъугьине
1073,kommen::V,venire,бачӏине
1074,ankommen::V,arrivare,щвезе
1075,ankommen::V,arrivare,тӏадебачӏине
1076,zurückkommen::V,ritornare,тадбуссине
1077,zurückkommen::V,ritornare,тӏадбуссине
1078,bleiben::V,restare,чӏезе
1079,bleiben::V,restare,хутӏизе
1080,bleiben::V,rimanere,чӏезе
1081,bleiben::V,rimanere,хутӏизе
1082,warten::V,aspettare,чӏезе
1083,erwarten::V,attèndere,балагьизе
1084,suchen::V,cercare,балагьизе
1085,finden::V,trovare,батизе
1086,versuchen::V,tentare,хӏалбихьизе
1087,vorbereiten::V,preparare,хӏадурлъизабизе
1088,lieben::V,amare,балай бегьизе
1089,mögen::V,piacere a,бокьизе
1090,mögen::V,volere bene a,бокьизе
1091,lachen::V,rìdere,белъизе
1092,rühren::V,commuòvere,
1093,weinen::V,piàngere,гӏодизе
1094,schimpfen::V,imprecare,гъанчдезе
1095,sich ärgern::V,stizzirsi,вагъизе
1096,sich ärgern::V,stizzirsi,ццида́хине
1097,sich ärgern::V,arrabbiarsi,вагъизе
1098,sich ärgern::V,arrabbiarsi,ццида́хине
1099,sich fürchten::V,avere paura,хӏинкъизе
1100,fürchten::V,temere,беркъазе
1101,fürchten::V,temere,хӏинкъа-къазе
1102,fliehen::V,fuggire,лъутизе
1103,flüchten::V,sfuggire,лъутизе
1104,sehen::V,vedere,бихьизе
1105,anschauen::V,guardare,бертӏамизе
1106,anschauen::V,guardare,балагьизе
1107,ansehen::V,guardare,бала-гъалагьизе
1108,hören::V,udire,рагӏизе
1109,hören::V,sentire,рагӏизе
1110,zuhören::V,ascoltare,гӏенеккизе
1111,probieren::V,degustare,кӏалдиб хъва́зе
1112,probieren::V,degustare,чӏамизе
1113,probieren::V,assaggiare,кӏалдиб хъва́зе
1114,probieren::V,assaggiare,чӏамизе
1115,riechen::V,sentire,су́нтӏизе
1116,fühlen::V,sentire,чӏвазе
1117,scheinen::V,parere,
1118,scheinen::V,sembrare,
1119,zu sehen sein::V,vedersi,бихьизе
1120,vernehmen::V,sentire,рагӏизе
1121,vernehmen::V,percepire,рагӏизе
1122,frieren::V,aver freddo,цӏорозе
1123,tun::V,fare,гьабизе
1124,können::V,sapere,кӏвезе
1125,können::V,sapere,лъазе
1126,wollen::V,volere,бокьизе
1127,anfangen::V,iniziare,байбихьизе
1128,anfangen::V,cominciare,байбихьизе
1129,beenden::V,finire,тӏубазабизе
1130,beenden::V,finire,лъугӏизабизе
1131,beenden::V,terminare,тӏубазабизе
1132,beenden::V,terminare,лъугӏизабизе
1133,aufhören::V,finire,бахъизе
1134,aufhören::V,cessare,бахъизе
1135,gelingen::V,riuscire,бахъизе
1136,geraten::V,stare,бахъизе
1137,öffnen::V,aprire,рагьизе
1138,schließen::V,chiùdere,къазе
1139,stellen::V,porre,чӏвазе
1140,stellen::V,mettere,чӏвазе
1141,setzen::V,porre,рекӏинабизе
1142,setzen::V,porre,гӏодор чӏезаризе
1143,setzen::V,mettere,рекӏинабизе
1144,setzen::V,mettere,гӏодор чӏезаризе
1145,legen::V,posare,лъезе
1146,legen::V,mettere,лъезе
1147,berühren::V,toccare,хъвазе
1148,verbinden::V,unire,хьухьине
1149,verbinden::V,unire,бухьине
1150,verbinden::V,congiùngere,хьухьине
1151,verbinden::V,congiùngere,бухьине
1152,bedecken::V,coprire,кквезе
1153,bedecken::V,ricoprire,кквезе
1154,aufhängen::V,attaccare,базе
1155,anzünden::V,accèndere,бакизе
1156,anzünden::V,accèndere,рекӏинабизе
1157,anzünden::V,incendiare,бакизе
1158,anzünden::V,incendiare,рекӏинабизе
1159,aufheben::V,raccògliere,
1160,zurücklassen::V,lasciare,тезе
1161,zurücklassen::V,lasciare indietro,тезе
1162,verlieren::V,pèrdere,билизабизе
1163,fallen lassen::V,lasciare cadere,бортизабизе
1164,machen::V,fare,гьабизе
1165,herstellen::V,produrre,гьабизе
1166,herstellen::V,produrre,хӏадурлъизабизе
1167,herstellen::V,fabbricare,гьабизе
1168,herstellen::V,fabbricare,хӏадурлъизабизе
1169,bauen::V,costruire,базе
1170,bauen::V,costruire,гьабизе
1171,reparieren::V,riparare,къачӏазе
1172,verbessern::V,migliorare,лъикӏлъизабизе
1173,ändern::V,mutare,хисизабизе
1174,ändern::V,cambiare,хисизабизе
1175,graben::V,scavare,бухъизе
1176,beugen::V,chinare,хьетӏизабизе
1177,beugen::V,flettere,хьетӏизабизе
1178,biegen::V,tòrcere,гьетӏизабизе
1179,drehen::V,girare,тиризабизе
1180,drehen::V,girare,свердизабизе
1181,wenden::V,girare,бегизе
1182,wenden::V,voltare,бегизе
1183,umdrehen::V,rivoltare,бегизе
1184,umdrehen::V,rivoltare,бега-битӏизе
1185,heben::V,levare,борхизе
1186,hochheben::V,levare,борхалъизабизе
1187,hochheben::V,levare,борхизе
1188,hochheben::V,sollevare,борхалъизабизе
1189,hochheben::V,sollevare,борхизе
1190,ergreifen::V,afferrare,кквезе
1191,halten::V,tenere,кквезе
1192,drücken::V,premere,къазе
1193,drücken::V,premere,къанцӏу́зе
1194,drücken::V,premere,къвал ба́зе
1195,schieben::V,spìngere,хъилдизе
1196,kratzen::V,grattare,хачазе
1197,kratzen::V,graffiare,хачазе
1198,lecken::V,leccare,чӏикӏизе
1199,beißen::V,mòrdere,хӏанчӏизе
1200,beißen::V,mòrdere,хӏанчӏизабизе
1201,abreißen::V,staccarsi,тӏезе
1202,abreißen::V,staccarsi,тӏезабизе
1203,abreißen::V,strapparsi,тӏезе
1204,abreißen::V,strapparsi,тӏезабизе
1205,abschneiden::V,tagliare,къотӏизе
1206,binden::V,legare,бухьине
1207,binden::V,bendare,бухьине
1208,stecken::V,ficcare,къазабизе
1209,brechen::V,rompere,бекизе
1210,klopfen::V,bàttere,дванкезе
1211,hauen::V,picchiare,базе
1212,kleben::V,incollare,бацӏцӏине
1213,reiben::V,fregare,хачазе
1214,streichen::V,spalmare,бахине
1215,streichen::V,spalmare,жужазе
1216,schleifen::V,arrotare,лъухьизе
1217,schneiden::V,tagliare,къотӏизе
1218,rütteln::V,scuòtere,багъа-бачаризабизе
1219,schütteln::V,agitare,кӏобокӏизе
1220,schütteln::V,scuòtere,кӏобокӏизе
1221,schwenken::V,agitare,гьесадизе
1222,schwenken::V,agitare,хьвагӏезабизе
1223,schwenken::V,sventolare,гьесадизе
1224,schwenken::V,sventolare,хьвагӏезабизе
1225,schütten::V,versare,тӏезе
1226,füllen::V,riempire,цӏезабизе
1227,einwickeln::V,involtare,жемизе
1228,tragen::V,portare,баччизе
1229,schleppen::V,trainare,бехъерхъизе
1230,schleppen::V,trascinare,бехъерхъизе
1231,ziehen::V,tirare,цӏазе
1232,aufbewahren::V,custodire,цӏунизе
1233,aufbewahren::V,conservare,цӏунизе
1234,werfen::V,gettare,рехизе
1235,werfen::V,lanciare,рехизе
1236,fangen::V,prèndere,кквезе
1237,fangen::V,acchiappare,кквезе
1238,packen::V,pigliare,кквезе
1239,packen::V,afferrare,кквезе
1240,verstecken::V,nascondere,бахчизе
1241,teilen::V,divìdere,бикьизе
1242,schicken::V,inviare,битӏизе
1243,bringen::V,portare,баччизе
1244,bringen::V,apportare,баччизе
1245,hinzufügen::V,aggiùngere,жубазе
1246,bekommen::V,ricevere,щвезе
1247,erhalten::V,ricevere,щвезе
1248,erhalten::V,ricevere,босизе
1249,nehmen::V,prèndere,босизе
1250,wählen::V,elèggere,бищизе
1251,wählen::V,scegliere,бищизе
1252,auswählen::V,scegliere,тӏасабищизе
1253,bewahren::V,conservare,цӏунизе
1254,behindern::V,impedire,квекӏен гьабизе
1255,verderben::V,guastare,хвезабизе
1256,beschädigen::V,danneggiare,галгъазабизе
1257,zerbrechen::V,rompere,щущазабизе
1258,zerbrechen::V,spezzare,щущазабизе
1259,zerreißen::V,stracciare,бихъизе
1260,zerstören::V,distrùggere,биххизабизе
1261,verbrennen::V,bruciare,бухӏизе
1262,geben::V,dare,кьезе
1263,reichen::V,pòrgere,кьезе
1264,schenken::V,regalare,кьезе
1265,versprechen::V,promettere,назру гьабизе
1266,wünschen::V,augurare,бокьизе
1267,loben::V,lodare,беццизе
1268,loben::V,lodare,бецца-бекъизе
1269,küssen::V,baciare,баизе
1270,wiegen::V,cullare,чӏучӏадизабизе
1271,wiegen::V,dondolare,чӏучӏадизабизе
1272,zudecken::V,coprire,тӏадбигъине
1273,wecken::V,svegliare,бигьинабизе
1274,zeigen::V,indicare,бихьизабизе
1275,führen::V,guidare,бачине
1276,führen::V,condurre,бачине
1277,lehren::V,insegnare,малъизе
1278,lehren::V,insegnare,цӏализабизе
1279,unterrichten::V,istruire,цӏализабизе
1280,unterrichten::V,insegnare,цӏализабизе
1281,aufziehen::V,allevare,гӏезабизе
1282,leiten::V,avviare,нухмалъи гьабизе
1283,leiten::V,dirìgere,нухмалъи гьабизе
1284,antreiben::V,incitare,гӏедегӏизабизе
1285,lassen::V,fare,
1286,einladen::V,invitare,ахӏизе
1287,einladen::V,invitare,тӏадеахӏизе
1288,vereinigen::V,unire,цолъизабизе
1289,besuchen::V,visitare,баккизе
1290,besuchen::V,visitare,хьвадизе
1291,besuchen::V,far vìsita a,баккизе
1292,besuchen::V,far vìsita a,хьвадизе
1293,treffen::V,incontrare,дандчӏвазе
1294,sich versammeln::V,rinunirsi,данделъизе
1295,sich versammeln::V,rinunirsi,бакӏаризе
1296,spielen::V,giocare,басандизе
1297,singen::V,cantare,ахӏизе
1298,tanzen::V,danzare,кьурдизе
1299,sich trennen::V,separarsi,батӏалъизе
1300,verlassen::V,lasciare,тезе
1301,verlassen::V,lasciare,рехунтезе
1302,verlassen::V,abbandonare,тезе
1303,verlassen::V,abbandonare,рехунтезе
1304,retten::V,salvare,хвасар гьабизе
1305,retten::V,salvare,хвасарлъизабизе
1306,bewachen::V,custodire,цӏунизе
1307,schützen::V,protèggere,цӏунизе
1308,verteidigen::V,difèndere,цӏунизе
1309,sich schlagen::V,bàttersi,багъизе
1310,schießen::V,sparare,речӏчӏизе
1311,siegen::V,vìncere,бергьине
1312,ärgern::V,stizzire,вагъизавизе
1313,schlagen::V,bàttere,кьабизе
1314,treten::V,calciare,мал тункизе
1315,stechen::V,pùngere,къазабизе
1316,stoßen::V,urtare,тункизе
1317,stoßen::V,urtare,хъилдизе
1318,stoßen::V,spìngere,тункизе
1319,stoßen::V,spìngere,хъилдизе
1320,stehlen::V,rubare,щинкӏизабизе
1321,stören::V,disturbare,квекӏен гьабизе
1322,stören::V,disturbare,татубахъи гьабизе
1323,belästigen::V,molestare,рахӏатхвезабизе
1324,belästigen::V,importunare,рахӏатхвезабизе
1325,verbergen::V,celare,бахчизе
1326,verbergen::V,celare,балъго тезе
1327,verbergen::V,nascondere,бахчизе
1328,verbergen::V,nascondere,балъго тезе
1329,täuschen::V,ingannare,божуда рекӏкӏ гьабизе
1330,täuschen::V,ingannare,гуккизе
1331,betrügen::V,frodare,хӏилла гьабизе
1332,betrügen::V,frodare,сандирахълъи гьабизе
1333,betrügen::V,truffare,хӏилла гьабизе
1334,betrügen::V,truffare,сандирахълъи гьабизе
1335,töten::V,uccìdere,чӏвазе
1336,wohnen::V,abitare,яшав гьабизе
1337,arbeiten::V,lavorare,хӏалтӏизе
1338,sammeln::V,raccògliere,бакӏаризе
1339,sammeln::V,collezionare,бакӏаризе
1340,pflücken::V,cògliere,бетӏизе
1341,jagen::V,cacciare,чан гьабизе
1342,fischen::V,pescare,ччугӏа кквезе
1343,fassen::V,catturare,кквезе
1344,fassen::V,acchiappare,кквезе
1345,hüten::V,pascolare,кваназабизе
1346,treiben::V,spìngere,гъезе
1347,anbinden::V,legare,бухьине
1348,anbinden::V,attaccare,бухьине
1349,füttern::V,dar da mangiare a,кваназабизе
1350,melken::V,mùngere,бечӏчӏизе
1351,hacken::V,tritare,чӏвазе
1352,hacken::V,spaccare,чӏвазе
1353,gießen::V,annaffiare,лъалъазе
1354,reifen::V,maturare,барщизе
1355,zubereiten::V,preparare,бежа-белъине
1356,kochen::V,cuòcere,белъине
1357,backen::V,cuòcere,базе
1358,backen::V,cuòcere al forno,базе
1359,braten::V,frìggere,бежизе
1360,braten::V,arrostire,бежизе
1361,umrühren::V,mescolare,багъаризе
1362,stricken::V,llavorare a maglia,хьухьине
1363,nähen::V,cucire,букъизе
1364,färben::V,tìngere,кьер гьабизе
1365,reinigen::V,pulire,бацӏцӏине
1366,reinigen::V,nettare,бацӏцӏине
1367,waschen::V,lavare,чуризе
1368,abwischen::V,asciugare,бацӏцӏине
1369,spülen::V,lavare,хулизе
1370,spülen::V,sciacquare,хулизе
1371,fegen::V,spazzare,лъухьизе
1372,kehren::V,spazzare,лъухьизе
1373,baden::V,bagnarsi,чордезе
1374,baden::V,fare il bagno,чордезе
1375,sich waschen::V,lavarsi,
1376,ausziehen::V,tògliersi,бахъизе
1377,anziehen::V,mettersi,ретӏине
1378,anziehen::V,indossare,ретӏине
1379,sich anziehen::V,vestirsi,ретӏине
1380,kämmen::V,pettinare,хазе
1381,schmücken::V,ornare,чӏухӏизабизе
1382,schmücken::V,decorare,чӏухӏизабизе
1383,sagen::V,dire,бицине
1384,sprechen::V,parlare,бицине
1385,reden::V,parlare,гаргадизе
1386,sich unterhalten::V,conversare,гаргадизе
1387,fragen::V,chièdere,цӏехезе
1388,fragen::V,chièdere,гьикъизе
1389,fragen::V,domandare,цӏехезе
1390,fragen::V,domandare,гьикъизе
1391,bitten::V,pregare,гьаризе
1392,erzählen::V,narrare,бицине
1393,erzählen::V,raccontare,бицине
1394,mitteilen::V,comunicare,лъазабизе
1395,nennen::V,nominare,цӏар лъезе
1396,rufen::V,chiamare,ахӏизе
1397,prahlen::V,vantarsi,беццаризе
1398,übersetzen::V,tradurre,буссинабизе
1399,denken::V,pensare,ургъизе
1400,glauben::V,credere,божизе
1401,bemerken::V,notare,берречӏчӏизе
1402,bemerken::V,osservare,берречӏчӏизе
1403,erkennen::V,riconoscere,лъазе
1404,erkennen::V,riconoscere,батӏаго бахъизе
1405,begreifen::V,capire,бичӏчӏизе
1406,begreifen::V,comprèndere,бичӏчӏизе
1407,verstehen::V,intèndere,
1408,verstehen::V,comprèndere,
1409,lernen::V,imparare,цӏализе
1410,lernen::V,apprèndere,цӏализе
1411,wissen::V,sapere,лъазе
1412,sich erinnern an::V,ricordare,ракӏалде щвезе
1413,sich erinnern an::V,ricordarsi di,ракӏалде щвезе
1414,vergessen::V,dimenticare,кӏочене
1415,messen::V,misurare,борцине
1416,zählen::V,contare,рикӏкӏине
1417,rechnen::V,contare,рикӏкӏине
1418,rechnen::V,calcolare,рикӏкӏине
1419,lesen::V,lèggere,цӏализе
1420,malen::V,dipìngere,бахъизе
1421,zeichnen::V,disegnare,бахъизе
1422,schreiben::V,scrìvere,хъвазе
1423,besitzen::V,possedere,щвезе
1424,besitzen::V,possedere,бу́кӏине
1425,kaufen::V,comprare,босизе
1426,kaufen::V,acquistare,босизе
1427,verkaufen::V,vendere,бичизе
1428,bezahlen::V,pagare,кьезе
1429,zahlen::V,pagare,кьезе
1430,beherrschen::V,dominare,
1431,ertragen::V,sopportare,баччизе
