,Concept_ID,fi,ml
641,dumm::A,typerä,വിവരംകെട്ട
642,faul::A,laiska,അലസനായ
643,fleißig::A,ahkera,അദ്ധ്വാനശീലമുള്ള
644,geizig::A,saita,പിശുക്കനായ
645,klug::A,älykäs,ബുദ്ധിസാമർഥ്യമുള്ള
646,geschickt::A,taitava,പ്രതിഭാശാലി
647,lieb::A,rakas,പ്രിയപ്പെട്ട
648,lustig::A,hauska,ആനന്ദകരമായ
649,lustig::A,iloinen,ആനന്ദകരമായ
650,sanft::A,lauha,സൌമ്യമായ
651,sanft::A,lempeä,സൌമ്യമായ
652,hungrig::A,nälkäinen,വിശപ്പുള്ള
653,krank::A,sairas,അസുഖമുള്ള
654,nackt::A,alaston,നഡമായ
655,traurig::A,surullinen,വിഷമമുള്ള
656,traurig::A,murheellinen,വിഷമമുള്ള
657,lebendig::A,elävä,ഉപജീവനം
658,gut::A,hyvä,നല്ല
659,schlecht::A,paha,മോശമായ
660,schlecht::A,huono,മോശമായ
661,richtig::A,oikea,ശരിയായ
662,schlimm::A,paha,വൃത്തികെട്ട
663,wahr::A,tosi,ശരിയായ
664,alt::A,vanha,പഴയ
665,neu::A,uusi,പുതിയ
666,ehemalig::A,entinen,മുൻ
667,ehemalig::A,muinainen,മുൻ
668,alt[Lebewesen]::A,vanha,വയസ്സുള്ള
669,jung::A,nuori,കൌമാരമായ
670,arm::A,köyhä,പാവപ്പെട്ട
671,reich::A,rikas,സമ്പന്നമായ
672,bekannt::A,tuttu,പരിചിതമായ
673,bekannt::A,tunnettu,പരിചിതമായ
674,berühmt::A,kuuluisa,പ്രശസ്തനായ
675,fremd::A,vieras,വൈദേശികമായ
676,verschieden::A,eri,വ്യത്യസ്തമായ
677,verschieden::A,erilainen,വ്യത്യസ്തമായ
678,nah::A,läheinen,അരികത്തുള്ള
679,fern::A,etäinen,അകലെയുള്ള
680,linker::A,vasen,അവശേഷിച്ച
681,rechter::A,oikea,വലത്തേ
682,anderer::A,muu,മറ്റുള്ള
683,anderer::A,toinen,മറ്റുള്ള
684,erster::A,ensimmäinen,ആദ്യത്തെ
685,zweiter::A,toinen,രണ്ടാം
686,dritter::A,kolmas,മൂന്നാമത്
687,letzter::A,viimeinen,അവസാനത്തെ
688,allein::ADV,yksin,തനിച്ചുള്ള
689,auf einmal::ADV,yhdellä kertaa,ഉടന്
690,zusammen::ADV,yhdessä,ഒരുമിച്ച
691,lange::ADV,kauan,നീണ്ട_കാലത്തേയ്ക്ക്
692,lange::ADV,pitkään,നീണ്ട_കാലത്തേയ്ക്ക്
693,plötzlich::ADV,äkkiä,പെട്ടെന്ന്
694,sofort::ADV,heti,തത്ക്ഷണം
695,später::ADV,myöhemmin,പിന്നീട്
696,jetzt::ADV,nyt,ഇപ്പോൾ
697,heute::ADV,tänään,ഇന്ന്
698,morgen::ADV,huomenna,നാളെ
699,bald::ADV,pian,ഉടനെ
700,dann::ADV,sitten,അപ്പോൾ
701,gestern::ADV,eilen,ഇന്നലെ
702,einst::ADV,aikanaan,പണ്ടൊരിക്കല്
703,damals::ADV,silloin,അപ്പോൾ
704,damals::ADV,siihen aikaan,അപ്പോൾ
705,danach::ADV,sen jälkeen,പിന്നീട്
706,vorher::ADV,ennen,മുൻപ്
707,zuerst::ADV,ensin,ആദ്യം
708,zuerst::ADV,ensiksi,ആദ്യം
709,einmal::ADV,kerran,ഒരിക്കൽ
710,manchmal::ADV,joskus,ചിലപ്പോൾ
711,oft::ADV,usein,പലപ്പോഴും
712,immer::ADV,aina,എപ്പോഴും
713,niemals::ADV,ei koskaan,ഒരിക്കലും
714,hier::ADV,tässä,ഇവിടെ
715,hier::ADV,täällä,ഇവിടെ
716,hierhin::ADV,tähän,ഇവിടേക്ക്
717,von hier::ADV,tästä,ഇവിടെനിന്ന്
718,von hier::ADV,täältä,ഇവിടെനിന്ന്
719,dort::ADV,siinä,അവിടെ
720,dort::ADV,siellä,അവിടെ
721,dorthin::ADV,sinne,അവിടേക്ക്
722,dorthin::ADV,tuonne,അവിടേക്ക്
723,geradeaus::ADV,suoraan,മുമ്പിൽ
724,geradeaus::ADV,suoraan,മുമന്നോട്ട്
725,vorwärts::ADV,eteenpäin,മുന്നോട്ട്
726,rückwärts::ADV,taaksepäin,തലതിരിച്ച്
727,zurück::ADV,takaisin,പുറകിലേക്ക്
728,unten::ADV,alhaalla,താഴെ
729,hinab::ADV,alas,താഴേക്ക്
730,oben::ADV,ylhäällä,മുകളിൽ
731,hinauf::ADV,ylös,മുകളിൽ
732,überall::ADV,kaikkialla,എല്ലായിടത്തും
733,nicht::ADV,ei,ഇല്ല
734,ein wenig::ADV,vähän,കുറച്ച്
735,kaum::ADV,tuskin,കഷ്ടിച്ച്
736,sehr::ADV,kovin,വളരെ
737,sehr::ADV,oikein,വളരെ
738,so::ADV,näin,അങ്ങനെ
739,noch::ADV,vielä,ഇപ്പോഴും
740,nur::ADV,vain,മാത്രം
741,nur::ADV,ainoastaan,മാത്രം
742,schon::ADV,jo,നേരത്തേ തന്നെ
743,wieder::ADV,taas,വീണ്ടും
744,wieder::ADV,jälleen,വീണ്ടും
745,vergebens::ADV,turhaan,വിഫല
746,vor::PRP,edessä,മുമ്പിൽ
747,hinter::PRP,takana,പുറകിൽ
748,unter::PRP,alla,കീഴിൽ
749,durch::PRP,läpi,ഉള്ളിലൂടെ
750,durch::PRP,kautta,ഉള്ളിലൂടെ
751,neben::PRP,vieressä,അടുത്ത്
752,zwischen::PRP,välillä,ഇടയ്ക്ക്
753,wegen::PRP,takia,നിമിത്തം
754,wegen::PRP,vuoksi,നിമിത്തം
755,dies::PRN,tämä,ഇത്
756,das::PRN,se,അത്
757,alles::PRN,kaikki,എല്ലാം
758,ich::PRN,minä,ഞാൻ
759,du::PRN,sinä,നിങ്ങൾ
760,er::PRN,hän,അദ്ദേഹം
761,er::PRN,hän,അയാൾ
762,er::PRN,hän,അവൻ
763,er::PRN,hän,അവർ
764,er::PRN,hän,അവൾ
765,wir::PRN,me,നമ്മൾ
766,ihr::PRN,te,നിങ്ങൾ
767,sie::PRN,he,അവർ
768,was::FPRN,mikä,എന്ത്
769,wer::FPRN,ken,ആര്
770,wer::FPRN,kuka,ആര്
771,wo::FADV,missä,എവിടെ
772,wohin::FADV,mihin,എവിടേക്ക്
773,wie::FADV,miten,എങ്ങനെ
774,wie::FADV,kuinka,എങ്ങനെ
775,warum::FADV,miksi,എന്തുകൊണ്ട്
776,wieviel::FNUM,paljonko,എത്ര
777,wieviel::FNUM,kuinka paljon,എത്ര
778,eins::NUM,yksi,ഒന്ന്
779,zwei::NUM,kaksi,രണ്ട്
780,drei::NUM,kolme,മൂന്ന്
781,vier::NUM,neljä,നാല്
782,fünf::NUM,viisi,അഞ്ച്
783,sechs::NUM,kuusi,ആറ്
784,sieben::NUM,seitsemän,ഏഴ്
785,acht::NUM,kahdeksan,എട്ട്
786,neun::NUM,yhdeksän,ഒമ്പത്
787,zehn::NUM,kymmenen,പത്ത്
788,elf::NUM,yksitoista,പതിനൊന്ന്
789,zwölf::NUM,kaksitoista,പന്ത്രണ്ട്
790,zwanzig::NUM,kaksikymmentä,ഇരുപത്
791,dreißig::NUM,kolmekymmentä,മുപ്പത്
792,vierzig::NUM,neljäkymmentä,നാൽപ്പത്
793,fünfzig::NUM,viisikymmentä,അൻപത്
794,sechzig::NUM,kuusikymmentä,അറുപത്
795,siebzig::NUM,seitsemänkymmentä,എഴുപത്
796,achtzig::NUM,kahdeksankymmentä,എൺപത്
797,neunzig::NUM,yhdeksänkymmentä,തൊണ്ണൂറ്
798,hundert::NUM,sata,നൂറ്
799,tausend::NUM,tuhat,ആയിരം
800,und::CNJ,ja,ഉം
801,oder::CNJ,tai,അഥവാ
802,stehen::V,seisoa,നിൽക്കുക
803,sitzen::V,istua,ഇരിക്കുക
804,liegen::V,maata,കിടക്കുക
805,hängen::V,riippua,തൂങ്ങുക
806,werden::V,tulla,ആയിത്തീരുക
807,werden::V,joutua,ആയിത്തീരുക
808,passieren::V,sattua,സംഭവിക്കുക
809,passieren::V,tapahtua,സംഭവിക്കുക
810,beginnen::V,alkaa,ആരംഭിക്കുക
811,enden::V,loppua,അവസാനിപ്പിക്കുക
812,enden::V,päättyä,അവസാനിപ്പിക്കുക
813,wechseln::V,vaihtua,മാറ്റുക
814,wechseln::V,vaihdella,മാറ്റുക
815,aufgehen[Sonne]::V,nousta,ഉയരുക
816,untergehen[Sonne]::V,laskea,അടുക്കി_വയ്ക്കുക
817,scheinen[Sonne]::V,paistaa,പ്രകാശിക്കുക
818,donnern::V,jyristä,ഇടിവെട്ടുക
819,wehen::V,tuulla,വീശുക
820,wehen::V,puhaltaa,വീശുക
821,strömen::V,virrata,ഒഴുകുക
822,fließen::V,valua,ഒഴുകുക
823,fließen::V,juosta,ഒഴുകുക
824,sich drehen::V,pyöriä,ചുറ്റുക
825,sich drehen::V,pyöriä,കറക്കുക
826,schwanken::V,horjua,ഇരുവശത്തേയ്ക്കും_ആടുക
827,schwingen::V,heilua,ആടുക
828,schwingen::V,värähdellä,ആടുക
829,fallen::V,pudota,വീഴുക
830,fallen::V,langeta,വീഴുക
831,brennen::V,palaa,കത്തുക
832,rauchen::V,savuta,പുകയുക
833,regnen::V,sataa,മഴ_പെയ്യുക
834,gefrieren::V,jäätyä,തണത്ത്_മരവിക്കുക
835,tauen::V,sulaa,അലിയുക
836,schmelzen::V,sulaa,ഉരുകുക
837,trocknen::V,kuivua,വരളുക
838,sieden::V,kiehua,തിളപ്പിക്കുക
839,faulen::V,mädätä,ചീയുക
840,verfaulen::V,mädätä,അഴുകുക
841,verfaulen::V,mädäntyä,അഴുകുക
842,reißen::V,revetä,ശബ്ദത്തോടെ_മുറിയുക
843,versinken::V,upota,മുക്കുക
844,versinken::V,vajota,മുക്കുക
845,vergehen::V,kulua,കടന്നുപോകുക
846,erscheinen::V,ilmestyä,പ്രത്യക്ഷപ്പെടുക
847,verschwinden::V,kadota,അദൃശ്യമാകുക
848,sinken::V,vajota,താഴുക
849,abnehmen::V,vähetä,കുറിയുക
850,zunehmen::V,kasvaa,വർദ്ധിക്കുക
851,zunehmen::V,lisääntyä,വർദ്ധിക്കുക
852,steigen::V,nousta,ഉയരുക
853,wachsen::V,kasvaa,വളരുക
854,glänzen::V,kiiltää,മിന്നുക
855,funkeln::V,kipinöidä,തിളങ്ങുക
856,lärmen::V,meluta,ശബ്ദമുണ്ടാക്കുക
857,läuten::V,soida,മണിമുഴങ്ങുക
858,klingeln::V,soida,ചിലമ്പുക
859,klirren::V,kalista,കിലുക്കുക
860,brausen::V,kohista,മുഴങ്ങുക
861,rauschen::V,kohista,അനങ്ങുക
862,klingen::V,soida,മുഴക്കുക
863,bellen::V,haukkua,കുരയ്ക്കുക
864,heulen::V,ulvoa,ഓരിയിടുക
865,blasen::V,puhaltaa,ഊതുക
866,pfeifen::V,viheltää,വിസിലടിക്കുക
867,schreien::V,kirkua,ആക്രോശിക്കുക
868,stöhnen::V,voihkia,അരക്കം
869,stöhnen::V,voihkia,ആർത്തനാദം
870,zittern::V,vapista,വിറയ്ക്കുക
871,leben::V,elää,താമസിക്കുക
872,geboren werden::V,syntyä,ജനിക്കുക
873,atmen::V,hengittää,ശ്വസിക്കുക
874,trinken::V,juoda,കുടിക്കുക
875,essen::V,syödä,കഴിക്കുക
876,schlucken::V,niellä,വിഴുങ്ങുക
877,müde werden::V,uupua,ക്ഷീണിക്കുക
878,einschlafen::V,uinahtaa,നിദ്രിക്കുക
879,schlafen::V,maata,ഉറങ്ങുക
880,schlafen::V,nukkua,ഉറങ്ങുക
881,aufwachen::V,herätä,ഉണരുക
882,aufstehen::V,nousta,എഴുന്നേൽക്കുക
883,aufstehen::V,nousta ylös,എഴുന്നേൽക്കുക
884,sich erholen::V,levätä,വിശ്രമിക്കുക
885,krank werden::V,sairastua,ദീനംപിടിക്കുക
886,krank sein::V,potea,രോഗികളാകുക
887,krank sein::V,sairastaa,രോഗികളാകുക
888,schmerzen::V,särkeä,വേദനിക്കുക
889,schmerzen::V,kivistää,വേദനിക്കുക
890,husten::V,yskiä,ചുമയ്ക്കുക
891,genesen::V,toipua,സുഖപ്പെടുക
892,sterben::V,kuolla,മരിക്കുക
893,umkommen::V,saada surmansa,മരിക്കുക
894,umkommen::V,kuolla,മരിക്കുക
895,sich bewegen::V,liikkua,സ്ഥലം_മാറുക
896,sich rühren::V,liikahtaa,ചലിക്കുക
897,sich erheben::V,nousta,നിൽക്കുക
898,sich setzen::V,istuutua,ഇരിക്കുക
899,hinfallen::V,kaatua,വീഴുക
900,laufen::V,kävellä,നടക്കുക
901,schreiten::V,astua,നടക്കുക
902,schreiten::V,astella,നടക്കുക
903,spazierengehen::V,kävellä,ഉലാത്തുക
904,eilen::V,kiirehtiä,പാഞ്ഞെത്തുക
905,sich beeilen::V,kiirehtiä,തിരിക്കുകൂട്ടുക
906,sich beeilen::V,kiirehtiä,തിടുക്കം_കാട്ടുക
907,sich beeilen::V,olla kiireissään,തിരിക്കുകൂട്ടുക
908,sich beeilen::V,olla kiireissään,തിടുക്കം_കാട്ടുക
909,sausen::V,rynnätä,കുതിക്കുക
910,sausen::V,viilettää,കുതിക്കുക
911,rennen::V,juosta,ഓടുക
912,springen::V,hypätä,ചാടുക
913,klettern::V,kiivetä,കയറുക
914,schaukeln::V,kiikkua,ഇളകുക
915,kriechen::V,ryömiä,പതുങ്ങികയറുക
916,schwimmen::V,uida,നീന്തുക
917,tauchen::V,sukeltaa,വെള്ളത്തിലേക്ക് ചാടുക
918,rudern::V,soutaa,തുഴയുക
919,fahren::V,ajaa,വാഹനം ഓടിക്കുക
920,fahren::V,kulkea,വാഹനം ഓടിക്കുക
921,fliegen::V,lentää,പറക്കുക
922,gehen::V,käydä,പോകുക
923,weggehen::V,lähteä,വിടുക
924,weggehen::V,poistua,വിടുക
925,abfahren::V,lähteä,പുറപ്പെടുക
926,anhalten::V,pysähtyä,നിർത്തുക
927,anhalten::V,seisahtua,നിർത്തുക
928,hineingehen::V,mennä sisään,പ്രവേശിക്കുക
929,eintreten::V,astua sisään,പ്രവേശിക്കുക
930,kommen::V,tulla,വരുക
931,ankommen::V,saapua,എത്തിച്ചേരുക
932,zurückkommen::V,palata,തിരിച്ചു വരുക
933,bleiben::V,jäädä,തുടരുക
934,bleiben::V,viipyä,തുടരുക
935,warten::V,odottaa,കാത്തിരിക്കുക
936,erwarten::V,odottaa,പ്രതീക്ഷിക്കുക
937,suchen::V,etsiä,തിരയുക
938,finden::V,löytää,കണ്ടെത്തുക
939,versuchen::V,yrittää,ശ്രമിക്കുക
940,vorbereiten::V,valmistaa,തയ്യാറെടുക്കുക
941,lieben::V,pitää,സ്നേഹിക്കുക
942,lieben::V,rakastaa,സ്നേഹിക്കുക
943,mögen::V,pitää,ഇഷ്ടപ്പെടുക
944,mögen::V,tykätä,ഇഷ്ടപ്പെടുക
945,lachen::V,nauraa,ചിരിക്കുക
946,rühren::V,liikuttaa,ഹൃദയം സ്പർശിക്കുക
947,weinen::V,itkeä,തേങ്ങുക
948,schimpfen::V,haukkua,പിറുപിറുക്കുക
949,sich ärgern::V,suuttua,കോപിക്കുക
950,sich fürchten::V,pelätä,പേടിക്കുക
951,fürchten::V,pelätä,പേടിക്കുക
952,fliehen::V,paeta,രക്ഷപ്പെടുക
953,flüchten::V,paeta,രക്ഷപ്പെടുക
954,sehen::V,nähdä,കാണുക
955,anschauen::V,katsoa,നോക്കുക
956,ansehen::V,katsoa,നോക്കുക
957,hören::V,kuulla,കേൾക്കുക
958,zuhören::V,kuunnella,ശ്രദ്ധിക്കുക
959,probieren::V,maistaa,രുചിയുള്ളതായി_തോന്നുക
960,riechen::V,haistaa,മണത്തു_നോക്കുക
961,fühlen::V,tuntea,സ്പർശിച്ചറിയുക
962,scheinen::V,tuntua,കാണപ്പെടുക
963,zu sehen sein::V,näkyä,വെളിച്ചപ്പെടുക
964,vernehmen::V,kuulla,കേൾക്കുക
965,frieren::V,palella,വിറയ്ക്കുക
966,tun::V,tehdä,ചെയ്യുക
967,können::V,osata,കഴിയുക
968,wollen::V,tahtoa,വേണുക
969,anfangen::V,ruveta,തുടങ്ങുക
970,anfangen::V,aloittaa,തുടങ്ങുക
971,beenden::V,lopettaa,പൂർത്തിയാക്കുക
972,aufhören::V,loppua,നിർത്തുക
973,gelingen::V,onnistua,വിജയിക്കുക
974,geraten::V,sujua,പരിണമിക്കുക
975,geraten::V,joutua,പരിണമിക്കുക
976,öffnen::V,avata,തുറക്കുക
977,öffnen::V,aukaista,തുറക്കുക
978,schließen::V,sulkea,അടയ്ക്കുക
979,stellen::V,panna,വയ്ക്കുക
980,stellen::V,asettaa,വയ്ക്കുക
981,setzen::V,panna,വയ്ക്കുക
982,setzen::V,istuttaa,വയ്ക്കുക
983,legen::V,panna,ഇടുക
984,legen::V,asettaa,ഇടുക
985,berühren::V,koskea,തൊടുക
986,berühren::V,koskettaa,തൊടുക
987,verbinden::V,liittää,ഘടിപ്പിക്കുക
988,verbinden::V,yhdistää,ഘടിപ്പിക്കുക
989,bedecken::V,kattaa,മുടുക
990,bedecken::V,peittää,മുടുക
991,aufhängen::V,ripustaa,കെട്ടിതൂക്കുക
992,anzünden::V,sytyttää,കത്തിക്കുക
993,aufheben::V,ylös nostaa,പെറുക്കിയെടുക്കുക
994,aufheben::V,nostaa,പെറുക്കിയെടുക്കുക
995,zurücklassen::V,jättää,വച്ചുപോരുക
996,verlieren::V,kadottaa,നഷ്ടപ്പെടുക
997,fallen lassen::V,pudottaa,വീഴ്ത്തുക
998,machen::V,tehdä,ഉണ്ടാക്കുക
999,herstellen::V,tuottaa,ഉൽപാദിപ്പിക്കുക
1000,herstellen::V,valmistaa,ഉൽപാദിപ്പിക്കുക
1001,bauen::V,rakentaa,നിർമ്മിക്കുക
1002,reparieren::V,korjata,നന്നാക്കുക
1003,verbessern::V,parantaa,മെച്ചപ്പെടുക
1004,ändern::V,muuttaa,മാറ്റംവരുത്തുക
1005,graben::V,kaivaa,കുഴിക്കുക
1006,beugen::V,taivuttaa,വണങ്ങുക
1007,biegen::V,taivuttaa,കുനിയുക
1008,drehen::V,kääntää,തിരിക്കുക
1009,wenden::V,kääntää,തിരിയുക
1010,umdrehen::V,kääntää,തിരിയുക
1011,heben::V,nostaa,ഉയർത്തുക
1012,heben::V,kohottaa,ഉയർത്തുക
1013,hochheben::V,nostaa,ഉയർത്തുക
1014,ergreifen::V,tarttua,ബലമായി_പിടിക്കുക
1015,halten::V,pitää,പിടിക്കുക
1016,drücken::V,painaa,അമർത്തുക
1017,drücken::V,puristaa,അമർത്തുക
1018,schieben::V,työntää,തള്ളുക
1019,kratzen::V,raapia,ചുരണ്ടുക
1020,lecken::V,nuolla,നക്കുക
1021,beißen::V,purra,കടിക്കുക
1022,abreißen::V,repiä,കീറിക്കളയുക
1023,abschneiden::V,leikata poikki,മുറിച്ചുമാറ്റുക
1024,abschneiden::V,leikata,മുറിച്ചുമാറ്റുക
1025,binden::V,sitoa,കെട്ടുക
1026,stecken::V,pistää,തുളയ്ക്കുക
1027,brechen::V,murtaa,ഉടയുക
1028,klopfen::V,koputtaa,തട്ടുക
1029,klopfen::V,kolkuttaa,തട്ടുക
1030,hauen::V,lyödä,അടിക്കുക
1031,kleben::V,liimata,ഒട്ടിക്കുക
1032,reiben::V,hieroa,തിരുമ്മിത്തുടയ്ക്കുക
1033,reiben::V,hangata,തിരുമ്മിത്തുടയ്ക്കുക
1034,streichen::V,sivellä,പടർത്തുക
1035,schleifen::V,hioa,പൊടിക്കുക
1036,schneiden::V,leikata,മുറിക്കുക
1037,rütteln::V,ravistaa,മുട്ടുക
1038,schütteln::V,pudistaa,കുലുക്കുക
1039,schwenken::V,heiluttaa,ആടുക
1040,schütten::V,kaataa,ഒഴിക്കുക
1041,füllen::V,täyttää,നിറയ്ക്കുക
1042,einwickeln::V,kääriä,പൊതിയുക
1043,tragen::V,kantaa,വഹിക്കുക
1044,schleppen::V,raahata,വലിച്ചിഴയ്ക്കുക
1045,ziehen::V,vetää,വലിക്കുക
1046,aufbewahren::V,säilyttää,വയ്ക്കുക
1047,werfen::V,viskata,എറിയുക
1048,fangen::V,napata,പിടിക്കുക
1049,fangen::V,ottaa kiinni,പിടിക്കുക
1050,packen::V,tarttua,തട്ടിപ്പറിക്കുക
1051,verstecken::V,kätkeä,മറയ്ക്കുക
1052,verstecken::V,piilottaa,മറയ്ക്കുക
1053,teilen::V,jakaa,വിഭജിക്കുക
1054,schicken::V,lähettää,അയയ്ക്കുക
1055,bringen::V,viedä,കൊണ്ടുവരുക
1056,hinzufügen::V,lisätä,കൂട്ടുക
1057,bekommen::V,saada,കിട്ടുക
1058,erhalten::V,saada,സ്വീകരിക്കുക
1059,nehmen::V,ottaa,എടുക്കുക
1060,wählen::V,valita,തിരഞ്ഞെടുക്കുക
1061,auswählen::V,valikoida,തിരഞ്ഞെടുക്കുക
1062,bewahren::V,säilyttää,പുലർത്തുക
1063,behindern::V,estää,തടയിടുക
1064,verderben::V,pilata,നശിപ്പിക്കുക
1065,verderben::V,turmella,നശിപ്പിക്കുക
1066,beschädigen::V,vioittaa,ക്ഷതമേൽപ്പിക്കുക
1067,beschädigen::V,vahingoittaa,ക്ഷതമേൽപ്പിക്കുക
1068,zerbrechen::V,rikkoa,ഉടയുക
1069,zerreißen::V,repiä rikki,കീറുക
1070,zerreißen::V,repiä palasiksi,കീറുക
1071,zerstören::V,hävittää,നശിപ്പിക്കുക
1072,verbrennen::V,polttaa,കത്തിനശിക്കുക
1073,verbrennen::V,polttaa,കത്തിച്ചുകളയുക
1074,geben::V,antaa,കൊടുക്കുക
1075,geben::V,antaa,തരുക
1076,reichen::V,ojentaa,കൈമാറുക
1077,schenken::V,lahjoittaa,സമ്മാനം കൊടുക്കുക
1078,versprechen::V,luvata,വാഗ്ദാനം_നൽകുക
1079,wünschen::V,toivottaa,ആഗ്രഹിക്കുക
1080,loben::V,ylistää,പുകഴ്ത്തുക
1081,küssen::V,suudella,ഉമ്മവയ്ക്കുക
1082,wiegen::V,tuudittaa,ഇളകുക
1083,wiegen::V,keinuttaa,ഇളകുക
1084,zudecken::V,peittää,മുടുക
1085,wecken::V,herättää,ഉണർത്തുക
1086,zeigen::V,näyttää,കാണിക്കുക
1087,zeigen::V,osoittaa,കാണിക്കുക
1088,führen::V,johdattaa,നടത്തുക
1089,lehren::V,opettaa,പഠിപ്പിക്കുക
1090,unterrichten::V,opettaa,പരിശീലിപ്പിക്കുക
1091,aufziehen::V,kasvattaa,വളർത്തിക്കൊണ്ടുവരുക
1092,leiten::V,johtaa,നയിക്കുക
1093,antreiben::V,hoputtaa,പ്രേരിപ്പിക്കുക
1094,lassen::V,antaa,അനുവദിക്കുക
1095,einladen::V,kutsua,ക്ഷണിക്കുക
1096,vereinigen::V,yhdistää,കൂടിച്ചേരുക
1097,besuchen::V,vierailla,സന്ദർശിക്കുക
1098,treffen::V,tavata,തമ്മിൽ കാണുക
1099,sich versammeln::V,kokoontua,സംയോജിപ്പിക്കുക
1100,spielen::V,pelata,കളിക്കുക
1101,spielen::V,leikkiä,കളിക്കുക
1102,singen::V,laulaa,പാടുക
1103,tanzen::V,tanssia,നൃത്തം ചെയ്യുക
1104,sich trennen::V,erota,നേർപെടുത്തുക
1105,verlassen::V,jättää,പിൻവാങ്ങുക
1106,retten::V,pelastaa,രക്ഷിക്കുക
1107,bewachen::V,vartioida,കാവൽനിൽക്കുക
1108,schützen::V,suojella,പരിരക്ഷിക്കുക
1109,verteidigen::V,puolustaa,പ്രതിരോധിക്കുക
1110,sich schlagen::V,tapella,കലഹിക്കുക
1111,schießen::V,ampua,വെടിവെക്കുക
1112,siegen::V,voittaa,വിജയിക്കുക
1113,ärgern::V,ärsyttää,വിഷമിപ്പിക്കുക
1114,schlagen::V,lyödä,അടിക്കുക
1115,treten::V,potkaista,തൊഴിക്കുക
1116,stechen::V,pistää,കുത്തുക
1117,stoßen::V,sysätä,തള്ളുക
1118,stoßen::V,työntää,തള്ളുക
1119,stehlen::V,varastaa,മോഷ്ടിക്കുക
1120,stören::V,häiritä,ശല്യപ്പെടുത്തുക
1121,belästigen::V,häiritä,മെനക്കെടുക
1122,verbergen::V,kätkeä,മറയ്ക്കുക
1123,verbergen::V,kätkeä,ഒളിക്കുക
1124,täuschen::V,harhauttaa,കബളിപ്പിക്കുക
1125,betrügen::V,pettää,ചതിക്കുക
1126,betrügen::V,petkuttaa,ചതിക്കുക
1127,töten::V,tappaa,കൊല്ലുക
1128,wohnen::V,asua,താമസിക്കുക
1129,arbeiten::V,tehdä työtä,ജോലിചെയ്യുക
1130,arbeiten::V,työskennellä,ജോലിചെയ്യുക
1131,sammeln::V,koota,സഞ്ചയിക്കുക
1132,sammeln::V,kerätä,സഞ്ചയിക്കുക
1133,pflücken::V,poimia,പറിച്ചെടുക്കുക
1134,jagen::V,metsästää,വേട്ടയാടുക
1135,fischen::V,kalastaa,മീൻ പിടിക്കുക
1136,fassen::V,pyydystää,പിടിക്കുക
1137,fassen::V,saalistaa,പിടിക്കുക
1138,hüten::V,paimentaa,ചേർക്കുക
1139,treiben::V,ajaa,വാഹനം_ഓടിക്കുക
1140,anbinden::V,kytkeä,കെട്ടിയിടുക
1141,füttern::V,ruokkia,തീറ്റുക
1142,melken::V,lypsää,പാലുകറക്കുക
1143,hacken::V,hakata,വെട്ടിമുറിക്കുക
1144,gießen::V,kastella,നനയ്ക്കുക
1145,reifen::V,kypsyä,പാകമാകുക
1146,zubereiten::V,valmistaa,പാചകം_ചെയ്യുക
1147,kochen::V,keittää,വേവിക്കുക
1148,backen::V,leipoa,ബേക്ക് ചെയ്യുക
1149,braten::V,paistaa,പോരിക്കുക
1150,umrühren::V,hämmentää,ഇളക്കുക
1151,stricken::V,kutoa,മെടയുക
1152,stricken::V,neuloa,മെടയുക
1153,nähen::V,ommella,തുന്നുക
1154,färben::V,värjätä,ചായം പൂശുക
1155,färben::V,värittää,ചായം പൂശുക
1156,reinigen::V,puhdistaa,വൃത്തിയാക്കുക
1157,waschen::V,pestä,കഴുകുക
1158,abwischen::V,pyyhkiä,തുടയ്ക്കുക
1159,spülen::V,huuhtoa,കഴുകുക
1160,fegen::V,pyyhkäistä,അടിച്ചുവാരുക
1161,kehren::V,lakaista,അടിച്ചുവാരുക
1162,baden::V,kylpeä,നീന്തിത്തുടിക്കുക
1163,sich waschen::V,peseytyä,കഴുകുക
1164,ausziehen::V,riisua,ഇഴുക്കുക
1165,anziehen::V,pukea ylleen,ഉടുക്കുക
1166,sich anziehen::V,pukeutua,ധരിച്ച നേടുകയുക
1167,kämmen::V,kammata,മുടിചീകുക
1168,schmücken::V,koristaa,അലങ്കരിക്കുക
1169,schmücken::V,kaunistaa,അലങ്കരിക്കുക
1170,sagen::V,sanoa,പറയുക
1171,sprechen::V,puhua,സംസാരിക്കുക
1172,reden::V,keskustella,സംസാരിക്കുക
1173,sich unterhalten::V,jutella,നർമ്മസല്ലാപം നടത്തുക
1174,fragen::V,kysyä,ചോദിക്കുക
1175,bitten::V,pyytää,അപേക്ഷിക്കുക
1176,erzählen::V,kertoa,പറയുക
1177,mitteilen::V,ilmoittaa,അറിയിക്കുക
1178,nennen::V,kutsua,പേരിടുക
1179,nennen::V,nimittää,പേരിടുക
1180,rufen::V,kutsua,വിളിക്കുക
1181,prahlen::V,kerskailla,പൊങ്ങച്ചം പറയുക
1182,übersetzen::V,kääntää,പരിഭാഷപ്പെടുത്തുക
1183,denken::V,miettiä,ചിന്തിക്കുക
1184,denken::V,ajatella,ചിന്തിക്കുക
1185,glauben::V,uskoa,വിശ്വസിക്കുക
1186,bemerken::V,huomata,ശ്രദ്ധിക്കുക
