,Concept_ID,el,cy
725,krank::A,άρρωστος,gwael
726,nackt::A,γυμνός,noeth
727,traurig::A,λυπημένος,trist
728,lebendig::A,ζωντανός,yn fyw
729,gut::A,καλός,da
730,schlecht::A,κακός,drwg
731,schlecht::A,κακός,gwael
732,richtig::A,σωστός,cywir
733,schlimm::A,άσχημος,enbyd
734,wahr::A,αληθής,gwir
735,wahr::A,αληθινός,gwir
736,alt::A,παλιός,hen
737,neu::A,νέος,newydd
738,neu::A,καινούργιος,newydd
739,ehemalig::A,παλιός,blaenorol
740,alt[Lebewesen]::A,γέρος,oedrannus
741,jung::A,νέος,ifanc
742,arm::A,φτωχός,tlawd
743,reich::A,πλούσιος,cyfoethog
744,bekannt::A,γνωστός,cynefin
745,bekannt::A,γνωστός,cyfarwydd
746,berühmt::A,περίφημος,enwog
747,berühmt::A,ξακουσμένος,enwog
748,fremd::A,ξένος,estron
749,verschieden::A,διαφορετικός,gwahanol
750,nah::A,κοντινός,agos
751,fern::A,μακριά,pell
752,linker::A,αριστερός,aswy
753,linker::A,αριστερός,chwith
754,rechter::A,δεξιός,de
755,rechter::A,δεξιός,deau
756,anderer::A,άλλος,arall
757,erster::A,πρώτος,cyntaf
758,zweiter::A,δεύτερος,ail
759,dritter::A,τρίτος,trydydd
760,letzter::A,τελευταίος,olaf
761,allein::ADV,μόνος,unig
762,allein::ADV,μόνος,ar ei ben ei hun
763,auf einmal::ADV,εφάπαξ,ar yr un pryd
764,zusammen::ADV,μαζί,ynghyd
765,zusammen::ADV,μαζί,gyda'i gilydd
766,lange::ADV,πολύν καιρό,amser hir
767,plötzlich::ADV,έξαφνα,yn sydyn
768,sofort::ADV,αμέσως,ar unwaith
769,später::ADV,αργότερα,yn ddiweddarach
770,jetzt::ADV,τώρα,yn awr
771,heute::ADV,σήμερα,heddiw
772,morgen::ADV,αύριο,yfory
773,bald::ADV,σε λίγο,yn fuan
774,bald::ADV,σε λίγο,gyda hyn
775,bald::ADV,εντός ολίγου,yn fuan
776,bald::ADV,εντός ολίγου,gyda hyn
777,dann::ADV,ύστερα,yna
778,dann::ADV,ύστερα,y pryd hwnnw
779,gestern::ADV,χτες,ddoe
780,einst::ADV,ποτέ,gynt
781,einst::ADV,άλλοτε,gynt
782,damals::ADV,τότε,ar y pryd
783,damals::ADV,τότε,bryd hynny
784,danach::ADV,μετά,wedyn
785,danach::ADV,ύστερα,wedyn
786,vorher::ADV,πριν,o'r blaen
787,vorher::ADV,προηγουμένως,o'r blaen
788,zuerst::ADV,πρώτα,yn gyntaf
789,einmal::ADV,μία φορά,unwaith
790,manchmal::ADV,κάποτε,weithiau
791,manchmal::ADV,κάποτε,ar brydiau
792,oft::ADV,συχνά,yn aml
793,oft::ADV,συχνά,yn fynych
794,oft::ADV,πολλές φορές,yn aml
795,oft::ADV,πολλές φορές,yn fynych
796,immer::ADV,πάντα,bob amser
797,immer::ADV,πάντοτε,bob amser
798,niemals::ADV,ποτέ,ni ... byth
799,niemals::ADV,ποτέ,ni ... erioed
800,hier::ADV,εδώ,yma
801,hierhin::ADV,εδώ,hyd yma
802,von hier::ADV,από δω,oddi yma
803,dort::ADV,εκεί,acw
804,dorthin::ADV,προς τα κει,tuag yno
805,geradeaus::ADV,κατευθείαν,syth ymlaen
806,vorwärts::ADV,εμπρός,ymlaen
807,rückwärts::ADV,πίσω,yn ôl
808,zurück::ADV,πίσω,yn ôl
809,unten::ADV,κάτω,isod
810,unten::ADV,κάτω,oddi tanodd
811,hinab::ADV,προς τα κάτω,i lawr
812,hinab::ADV,προς τα κάτω,i waered
813,oben::ADV,πάνω,fry
814,oben::ADV,επάνω,fry
815,hinauf::ADV,προς τα πάνω,i fyny
816,hinauf::ADV,προς τα πάνω,i'r lan
817,überall::ADV,παντού,ym mhobman
818,nicht::ADV,δεν,ni
819,nicht::ADV,δεν,nid
820,ein wenig::ADV,λιγάκι,tipyn
821,ein wenig::ADV,λιγάκι,ychydig
822,kaum::ADV,μόλις,prin
823,sehr::ADV,πολύ,iawn
824,so::ADV,έτσι,fel
825,so::ADV,έτσι,felly
826,noch::ADV,ακόμα,eto
827,nur::ADV,μόνο,yn unig
828,schon::ADV,ήδη,eisoes
829,schon::ADV,ήδη,yn barod
830,schon::ADV,κιόλας,eisoes
831,schon::ADV,κιόλας,yn barod
832,wieder::ADV,ξανά,drachefn
833,vergebens::ADV,μάταια,yn ofer
834,vor::PRP,μπροστά σε,o flaen
835,vor::PRP,μπροστά από,o flaen
836,hinter::PRP,πίσω από ,ar ôl
837,unter::PRP,υπό,islaw
838,unter::PRP,κάτω από,islaw
839,durch::PRP,διά,trwy
840,durch::PRP,διά μέσου,trwy
841,neben::PRP,δίπλα σε,ar bwys
842,zwischen::PRP,μεταξύ,rhwng
843,zwischen::PRP,μεταξύ,cydrhwng
844,zwischen::PRP,ανάμεσα σε,rhwng
845,zwischen::PRP,ανάμεσα σε,cydrhwng
846,wegen::PRP,για,o achos
847,wegen::PRP,για,oherwydd
848,wegen::PRP,λόγω,o achos
849,wegen::PRP,λόγω,oherwydd
850,dies::PRN,αυτό,hyn
851,das::PRN,το,hynny
852,alles::PRN,όλα,popeth
853,ich::PRN,εγώ,fi
854,du::PRN,σύ,ti
855,du::PRN,εσύ,ti
856,er::PRN,αυτός,fe
857,wir::PRN,εμείς,ni
858,ihr::PRN,εσείς,chi
859,sie::PRN,αυτοί,hwy
860,was::FPRN,τι,pa beth
861,wer::FPRN,ποιος,pwy
862,wo::FADV,πού,ble
863,wo::FADV,πού,ym mha le
864,wohin::FADV,πού,i ble
865,wohin::FADV,πού,i ba le
866,wohin::FADV,για πού,i ble
867,wohin::FADV,για πού,i ba le
868,wie::FADV,πώς,sut
869,warum::FADV,γιατί,pam
870,wieviel::FNUM,πόσος,faint
871,eins::NUM,ένα,un
872,zwei::NUM,δύο,dau
873,drei::NUM,τρία,tri
874,drei::NUM,τρεις,tri
875,vier::NUM,τέσσερα,pedwar
876,vier::NUM,τέσσερις,pedwar
877,fünf::NUM,πέντε,pump
878,sechs::NUM,έξι,chwech
879,sieben::NUM,εφτά,saith
880,acht::NUM,οχτώ,wyth
881,neun::NUM,εννιά,naw
882,zehn::NUM,δέκα,deg
883,elf::NUM,έντεκα,un ar ddeg
884,zwölf::NUM,δώδεκα,deuddeg
885,zwölf::NUM,δώδεκα,un deg dau
886,zwanzig::NUM,είκοσι,ugain
887,dreißig::NUM,τριάντα,tri deg
888,dreißig::NUM,τριάντα,deg ar hugain
889,vierzig::NUM,σαράντα,deugain
890,fünfzig::NUM,πενήντα,hanner cant
891,sechzig::NUM,εξήντα,chwe deg
892,siebzig::NUM,εβδομήντα,saith deg
893,siebzig::NUM,εβδομήντα,deg a thrigain
894,achtzig::NUM,ογδόντα,wyth deg
895,achtzig::NUM,ογδόντα,pedar ugain
896,neunzig::NUM,ενενήντα,naw deg
897,neunzig::NUM,ενενήντα,deg a phedwar ugain
898,hundert::NUM,εκατό,cant
899,tausend::NUM,χίλιοι,mil
900,und::CNJ,και,a
901,oder::CNJ,ή,neu
902,stehen::V,στέκομαι,sefyll
903,stehen::V,είμαι όρθιος,sefyll
904,sitzen::V,κάθομαι,eistedd
905,liegen::V,είμαι ξαπλωμένος,gorwedd
906,hängen::V,κρέμομαι,hongian
907,werden::V,γίνομαι,dod yn
908,werden::V,γίνομαι,mynd yn
909,passieren::V,συμβαίνω,digwydd
910,beginnen::V,αρχίζω,cychwyn
911,enden::V,τελειώνω,gorffen
912,wechseln::V,αλλάζω,newid
913,aufgehen[Sonne]::V,βγαίνω,codi
914,aufgehen[Sonne]::V,ανατέλλω,codi
915,untergehen[Sonne]::V,δύω,machlud
916,untergehen[Sonne]::V,βασιλεύω,machlud
917,scheinen[Sonne]::V,λάμπω,tywynnu
918,donnern::V,βροντώ,taranu
919,wehen::V,φυσώ,chwythu
920,strömen::V,ρέω,ffrydio
921,strömen::V,τρέχω,ffrydio
922,fließen::V,ρέω,llifo
923,sich drehen::V,γυρίζω,troi
924,sich drehen::V,γυρίζω,cylchdroi
925,sich drehen::V,στρέφομαι,troi
926,sich drehen::V,στρέφομαι,cylchdroi
927,schwanken::V,ταλαντεύομαι,siglo
928,schwingen::V,αιωρούμαι,siglo
929,schwingen::V,ταλαντεύομαι,siglo
930,fallen::V,πέφτω,cwympo
931,brennen::V,καίω,llosgi
932,rauchen::V,καπνίζω,mygu
933,regnen::V,βρέχω,glawio
934,gefrieren::V,παγώνω,rhewi
935,tauen::V,λειώνω,toddi
936,tauen::V,λειώνω,meirioli
937,schmelzen::V,λειώνω,toddi
938,trocknen::V,στεγνώνω,sychu
939,sieden::V,βράζω,berwi
940,faulen::V,σαπίζω,pydru
941,faulen::V,σαπίζω,braenu
942,verfaulen::V,σαπίζω,pydru
943,verfaulen::V,σαπίζω,dadfeilio
944,reißen::V,σχίζω,clecian
945,reißen::V,σχίζω,torri'n glats
946,versinken::V,βουλιάζω,suddo
947,versinken::V,βυθίζομαι,suddo
948,vergehen::V,περνώ,myned heibio
949,vergehen::V,περνώ,pasio
950,erscheinen::V,εμφανίζομαι,ymddangos
951,verschwinden::V,χάνομαι,diflannu
952,verschwinden::V,εξαφανίζομαι,diflannu
953,sinken::V,κατεβαίνω,syrthio
954,abnehmen::V,μειώνομαι ,lleihau
955,zunehmen::V,αυξάνω,cynyddu
956,zunehmen::V,μεγαλώνω,cynyddu
957,steigen::V,ανεβαίνω,codi
958,wachsen::V,μεγαλώνω,tyfu
959,glänzen::V,γυαλίζω,disgleirio
960,funkeln::V,αστράφτω,pefrio
961,funkeln::V,σπιθοβολώ,pefrio
962,lärmen::V,θορυβώ,cadw sŵn
963,lärmen::V,θορυβώ,gwneud twrw
964,läuten::V,χτυπώ ,canu
965,klingeln::V,κουδουνίζω,canu
966,klingeln::V,κουδουνίζω,seinio
967,klirren::V,κουδουνίζω,tincian
968,brausen::V,βουΐζω,rhuo
969,rauschen::V,βουΐζω,siffrwd
970,rauschen::V,βουΐζω,chwithrwd
971,klingen::V,ηχώ,seinio
972,bellen::V,γαυγίζω,cyfarth
973,heulen::V,ουρλιάζω,udo
974,heulen::V,ουρλιάζω,oernadu
975,blasen::V,φυσώ,chwythu
976,pfeifen::V,σφυρίζω,chwibanu
977,schreien::V,κραυγάζω,gweiddi
978,schreien::V,κραυγάζω,bloeddio
979,stöhnen::V,βογγώ,griddfan
980,zittern::V,τρέμω,crynu
981,leben::V,ζω,byw
982,geboren werden::V,γεννιέμαι,cael eich geni
983,atmen::V,αναπνέω,anadlu
984,trinken::V,πίνω,yfed
985,essen::V,τρώω,bwyta
986,schlucken::V,καταπίνω,llyncu
987,müde werden::V,κουράζομαι,blino
988,einschlafen::V,αποκοιμιέμαι,mynd i gysgu
989,einschlafen::V,αποκοιμιέμαι,syrthio i gysgu
990,schlafen::V,κοιμάμαι,huno
991,schlafen::V,κοιμάμαι,cysgu
992,aufwachen::V,ξυπνώ,dihuno
993,aufstehen::V,σηκώνομαι,codi
994,sich erholen::V,ξεκουράζομαι,ymlacio
995,sich erholen::V,ξεκουράζομαι,dadflino
996,krank werden::V,αρρωσταίνω,mynd yn sâl
997,krank werden::V,αρρωσταίνω,mynd yn wael
998,krank sein::V,ασθενώ,gwaelu
999,schmerzen::V,πονώ,brifo
1000,husten::V,βήχω,pesychu
1001,genesen::V,θεραπεύομαι,gwella
1002,genesen::V,θεραπεύομαι,cael yn ôl
1003,sterben::V,πεθαίνω,marw
1004,umkommen::V,πεθαίνω,trengi
1005,sich bewegen::V,κουνιέμαι,symud
1006,sich rühren::V,σαλεύω,syflyd
1007,sich erheben::V,επαναστατώ,codi
1008,sich setzen::V,κάθομαι,eistedd
1009,hinfallen::V,πέφτω κάτω,cwympo
1010,laufen::V,τρέχω,cerdded
1011,schreiten::V,βαδίζω,camu
1012,spazierengehen::V,κάνω βόλτα,mynd am dro
1013,spazierengehen::V,πηγαίνω περίπατο,mynd am dro
1014,eilen::V,σπεύδω,rhuthro
1015,sich beeilen::V,βιάζομαι,brysio
1016,sausen::V,τρέχω γρήγορα,rhuthro
1017,rennen::V,τρέχω,rhedeg
1018,springen::V,πηδώ,llamu
1019,springen::V,πηδώ,neidio
1020,klettern::V,σκαρφαλώνω,dringo
1021,schaukeln::V,κουνιέμαι,siglo
1022,kriechen::V,έρπω,cropian
1023,kriechen::V,σέρνομαι,cropian
1024,schwimmen::V,κολυμπώ,nofio
1025,tauchen::V,βουτώ,plymio
1026,tauchen::V,βουτώ,ymsuddo
1027,rudern::V,κωπηλατώ,rhwyfo
1028,fahren::V,πηγαίνω,gyrru
1029,fahren::V,πηγαίνω,dreifio
1030,fliegen::V,πετώ,hedfan
1031,gehen::V,βαδίζω,mynd
1032,gehen::V,πηγαίνω,mynd
1033,weggehen::V,φεύγω,mynd
1034,weggehen::V,φεύγω,ymadael
1035,abfahren::V,ξεκινώ,ymadael
1036,abfahren::V,αναχωρώ,ymadael
1037,anhalten::V,σταματώ,stopio
1038,hineingehen::V,μπαίνω,mynd i mewn
1039,eintreten::V,μπαίνω,mynd i
1040,eintreten::V,εισέρχομαι,mynd i
1041,kommen::V,έρχομαι,dod
1042,ankommen::V,φτάνω,cyrraedd
1043,zurückkommen::V,επιστρέφω,dychwelyd
1044,bleiben::V,μένω,aros
1045,bleiben::V,μένω,sefyll
1046,warten::V,περιμένω,aros
1047,warten::V,περιμένω,disgwyl
1048,erwarten::V,αναμένω,disgwyl
1049,erwarten::V,περιμένω,disgwyl
1050,suchen::V,ψάχνω,chwilio am
1051,finden::V,βρίσκω,darganfod
1052,versuchen::V,προσπαθώ,profi
1053,versuchen::V,προσπαθώ,ceisio
1054,vorbereiten::V,προετοιμάζω,paratoi
1055,lieben::V,αγαπώ,caru
1056,mögen::V,μου αρέσει,hoffi
1057,lachen::V,γελώ,chwerthin
1058,rühren::V,συγκινώ,cynhyrfu
1059,weinen::V,κλαίω,wylo
1060,weinen::V,κλαίω,llefain
1061,schimpfen::V,βρίζω,grwgnach
1062,sich ärgern::V,θυμώνω,gofidio
1063,sich fürchten::V,φοβάμαι,ofni
1064,fürchten::V,φοβάμαι,arswydo
1065,fliehen::V,φεύγω,ffoi
1066,flüchten::V,δραπετεύω,dianc
1067,sehen::V,βλέπω,gweld
1068,anschauen::V,κοιτάζω,syllu
1069,anschauen::V,κοιτάζω,edrych
1070,ansehen::V,βλέπω,gwylio
1071,hören::V,ακούω,clywed
1072,zuhören::V,ακούω,gwrando
1073,probieren::V,δοκιμάζω,profi
1074,riechen::V,μυρίζω,arogli
1075,riechen::V,οσφραίνομαι,arogli
1076,fühlen::V,αισθάνομαι,teimlo
1077,fühlen::V,αισθάνομαι,clywed
1078,scheinen::V,φαίνομαι,ymddangos
1079,zu sehen sein::V,φαίνομαι,dod i'r golwg
1080,vernehmen::V,ακούω,clywed sôn am
1081,vernehmen::V,μαθαίνω,clywed sôn am
1082,frieren::V,κρυώνω,bod yn oer
1083,tun::V,κάνω,gwneud
1084,können::V,ξέρω,gallu
1085,können::V,μπορώ,gallu
1086,wollen::V,θέλω,bod mewn angen
1087,anfangen::V,αρχίζω,dechrau
1088,beenden::V,τελειώνω,darfod
1089,beenden::V,τελειώνω,gorffen
1090,aufhören::V,παύω,peidio
1091,gelingen::V,πετυχαίνω,llwyddo
1092,geraten::V,γίνομαι,diweddu
1093,öffnen::V,ανοίγω,agor
1094,schließen::V,κλείνω,cau
1095,stellen::V,θέτω,gosod
1096,setzen::V,θέτω,gosod
1097,legen::V,θέτω,gosod
1098,berühren::V,εγγίζω,cyffwrdd
1099,verbinden::V,συνδέω,cysylltu
1100,bedecken::V,σκεπάζω,gorchuddio
1101,aufhängen::V,κρεμώ,crogi
1102,aufhängen::V,κρεμώ,hongian
1103,anzünden::V,ανάβω,cynnau
1104,aufheben::V,σηκώνω,codi
1105,zurücklassen::V,εγκαταλείπω,gadael
1106,verlieren::V,χάνω,colli
1107,fallen lassen::V,αφήνω να πέσει,gollwng
1108,machen::V,κάνω,gwneud
1109,machen::V,φτιάχνω,gwneud
1110,herstellen::V,κατασκευάζω,cynhyrchu
1111,bauen::V,χτίζω,adeiladu
1112,bauen::V,οικοδομώ,adeiladu
1113,reparieren::V,επισκευάζω,trwsio
1114,reparieren::V,επισκευάζω,atgyweirio
1115,reparieren::V,επιδιορθώνω,trwsio
1116,reparieren::V,επιδιορθώνω,atgyweirio
1117,verbessern::V,βελτιώνω,diwygio
1118,verbessern::V,καλυτερεύω,diwygio
1119,ändern::V,αλλάζω,altro
1120,graben::V,σκάβω,palu
1121,graben::V,σκάβω,cloddio
1122,beugen::V,λυγίζω,plygu
1123,biegen::V,κάμπτω,plygu
1124,drehen::V,στρέφω,troelli
1125,wenden::V,γυρίζω,troi
1126,umdrehen::V,γυρίζω,troi
1127,heben::V,υψώνω,codi
1128,heben::V,σηκώνω,codi
1129,hochheben::V,υψώνω,dyrchafu
1130,hochheben::V,σηκώνω,dyrchafu
1131,ergreifen::V,πιάνω,gafael
1132,ergreifen::V,αρπάζω,gafael
1133,halten::V,βαστώ,dal
1134,drücken::V,πιέζω,pwyso
1135,drücken::V,πιέζω,gwasgu
1136,schieben::V,σπρώχνω,gwthio
1137,kratzen::V,γρατσουνίζω,crafu
1138,lecken::V,γλείφω,llyfu
1139,beißen::V,δαγκάνω,cnoi
1140,beißen::V,δαγκάνω,brathu
1141,abreißen::V,κόβω,tynnu ymaith
1142,abreißen::V,σχίζω,tynnu ymaith
1143,abschneiden::V,αποκόπτω,torri
1144,binden::V,δένω,clymu
1145,stecken::V,χώνω,plannu
1146,brechen::V,σπάζω,torri
1147,klopfen::V,χτυπώ,taro
1148,klopfen::V,τινάζω,taro
1149,hauen::V,χτυπώ,taro
1150,kleben::V,κολλώ,gludio
1151,reiben::V,τρίβω,rhwbio
1152,streichen::V,αλείφω,taenu
1153,schleifen::V,ακονίζω,hogi
1154,schneiden::V,κόβω,torri
1155,rütteln::V,σείω,ysgytio
1156,rütteln::V,τινάζω,ysgytio
1157,schütteln::V,σείω,siglo
1158,schütteln::V,σείω,ysgwyd
1159,schütteln::V,κουνώ,siglo
1160,schütteln::V,κουνώ,ysgwyd
1161,schwenken::V,κουνώ,siglo
1162,schütten::V,χύνω,tywallt
1163,füllen::V,γεμίζω,llenwi
1164,einwickeln::V,τυλίγω,lapio
1165,tragen::V,φέρνω,cludo
1166,schleppen::V,κουβαλώ,llusgo
1167,ziehen::V,τραβώ,tynnu
1168,aufbewahren::V,φυλάω,cadw
1169,werfen::V,ρίχνω,taflu
1170,fangen::V,πιάνω,dal
1171,packen::V,τσακώνω,cipio
1172,packen::V,τσακώνω,crafangu
1173,verstecken::V,κρύβω,celu
1174,verstecken::V,κρύβω,cuddio
1175,teilen::V,μερίζω,rhannu
1176,schicken::V,στέλνω,anfon
1177,bringen::V,φέρνω,dod â
1178,hinzufügen::V,προσθέτω,chwanegu
1179,bekommen::V,προσκομίζω,cael
1180,erhalten::V,παίρνω,derbyn
1181,erhalten::V,λαμβάνω,derbyn
1182,nehmen::V,πιάνω,cymryd
1183,nehmen::V,παίρνω,cymryd
1184,wählen::V,εκλέγω,dewis
1185,auswählen::V,διαλέγω,dethol
1186,bewahren::V,διατηρώ,cadw
1187,behindern::V,εμποδίζω,atal
1188,behindern::V,εμποδίζω,rhwystro
1189,verderben::V,χαλώ,difetha
1190,beschädigen::V,ζημιώνω,niweidio
1191,zerbrechen::V,σπάζω,torri
1192,zerreißen::V,σχίζω,rhwygo
1193,zerstören::V,καταστρέφω,dinistrio
1194,verbrennen::V,καίω,llosgi
1195,geben::V,δίνω,rhoi
1196,reichen::V,δίνω,estyn
1197,schenken::V,χαρίζω,rhoddi
1198,versprechen::V,υπόσχομαι,addo
1199,wünschen::V,εύχομαι,dymuno
1200,loben::V,επαινώ,canmol
1201,küssen::V,φιλώ,cusanu
1202,wiegen::V,κουνώ,siglo
1203,wiegen::V,νανουρίζω,siglo
1204,zudecken::V,σκεπάζω,gorchuddio
1205,wecken::V,ξυπνώ,deffro
1206,zeigen::V,δείχνω,dangos
1207,führen::V,οδηγώ,arwain
1208,lehren::V,διδάσκω,dysgu
1209,unterrichten::V,διδάσκω,hyfforddi
1210,aufziehen::V,ανατρέφω,dod i fyny
1211,leiten::V,ηγούμαι,arwain
1212,leiten::V,διευθύνω,arwain
1213,antreiben::V,σπρώχνω,annog
1214,antreiben::V,παρακινώ,annog
1215,lassen::V,αφήνω,gadael
1216,einladen::V,προσκαλώ,gwahodd
1217,vereinigen::V,ενώνω,uno
1218,vereinigen::V,ενώνω,cyfuno
1219,besuchen::V,επισκέπτομαι,ymweld â
1220,treffen::V,συναντώ,cwrdd
1221,treffen::V,συναντώ,cyfarfod
1222,sich versammeln::V,μαζεύομαι,casglu
1223,sich versammeln::V,μαζεύομαι,cynnull
1224,spielen::V,παίζω,chwarae
1225,singen::V,τραγουδώ,canu
1226,tanzen::V,χορεύω,dawnsio
1227,sich trennen::V,αποχωρίζομαι,ymwahanu
1228,verlassen::V,εγκαταλείπω,gadael
1229,retten::V,σώζω,achub
1230,bewachen::V,φρουρώ,gwarchod
1231,schützen::V,προστατεύω,noddi
1232,verteidigen::V,υπερασπίζω,amddiffyn
1233,sich schlagen::V,χτυπιέμαι,ffraeo
1234,sich schlagen::V,χτυπιέμαι,terfysgu
1235,schießen::V,πυροβολώ,saethu
1236,siegen::V,νικώ,ennill
1237,ärgern::V,τσαντίζω,cythruddo
1238,schlagen::V,χτυπώ,curo
1239,treten::V,κλοτσώ,cicio
1240,stechen::V,τρυπώ,pigo
1241,stoßen::V,ωθώ,gwthio
1242,stoßen::V,σπρώχνω,gwthio
1243,stehlen::V,κλέβω,dwyn
1244,stehlen::V,κλέβω,lladrata
1245,stören::V,διαταράσσω,aflonyddu
1246,belästigen::V,ενοχλώ,trafferthu
1247,verbergen::V,κρύβω,cuddio
1248,täuschen::V,παραπλανώ,twyllo
1249,betrügen::V,απατώ,hocedu
1250,töten::V,σκοτώνω,lladd
1251,töten::V,θανατώνω,lladd
1252,wohnen::V,μένω,byw
1253,wohnen::V,κατοικώ,byw
1254,arbeiten::V,δουλεύω,gweithio
1255,arbeiten::V,εργάζομαι,gweithio
1256,sammeln::V,μαζεύω,casglu
1257,sammeln::V,συλλέγω,casglu
1258,pflücken::V,κόβω,casglu
1259,jagen::V,κυνηγώ,hela
1260,fischen::V,ψαρεύω,pysgota
1261,fassen::V,πιάνω,dal
1262,hüten::V,φυλάγω,bugeilio
1263,hüten::V,προσέχω,bugeilio
1264,treiben::V,οδηγώ,gyrru
1265,anbinden::V,δένω,clymu
1266,füttern::V,ταΐζω,porthi
1267,melken::V,αρμέγω,godro
1268,hacken::V,κόβω,torri
1269,gießen::V,ποτίζω,dyfrhau
1270,reifen::V,ωριμάζω,aeddfedu
1271,zubereiten::V,ετοιμάζω,coginio
1272,kochen::V,βράζω,berwi
1273,backen::V,ψήνω,pobi
1274,backen::V,ψήνω,crasu
1275,braten::V,τηγανίζω,ffrio
1276,umrühren::V,ανακατεύω,cyffroi
1277,stricken::V,πλέκω,gwau
1278,nähen::V,ράβω,gwnïo
1279,färben::V,βάφω,lliwio
1280,färben::V,χρωματίζω,lliwio
1281,reinigen::V,καθαρίζω,glanhau
1282,waschen::V,πλένω,golchi
1283,abwischen::V,σφουγγίζω,sychu
1284,spülen::V,ξεπλένω,streulio
1285,fegen::V,σκουπίζω,ysgubo
1286,kehren::V,σκουπίζω,ysgubo
1287,baden::V,κάνω μπάνιο,cael bath
1288,sich waschen::V,πλένομαι,ymolchi
1289,ausziehen::V,βγάζω,tynnu
1290,anziehen::V,φορώ,gwisgo
1291,sich anziehen::V,ντύνομαι,ymwisgo
1292,kämmen::V,χτενίζω,cribo
1293,schmücken::V,στολίζω,harddu
1294,schmücken::V,στολίζω,addurno
1295,sagen::V,λέω,dweud
1296,sprechen::V,μιλώ,llefaru
1297,reden::V,μιλώ,siarad
1298,reden::V,κουβεντιάζω,siarad
1299,sich unterhalten::V,συνομιλώ,sgwrsio
1300,sich unterhalten::V,κουβεντιάζω,sgwrsio
1301,fragen::V,ρωτώ,gofyn
1302,bitten::V,ζητώ,gofyn am
1303,bitten::V,παρακαλώ,gofyn am
1304,erzählen::V,διηγούμαι,dweud
1305,mitteilen::V,πληροφορώ,cyfleu
1306,nennen::V,ονομάζω,enwi
1307,rufen::V,φωνάζω,galw
1308,prahlen::V,καυχιέμαι,brolio
1309,prahlen::V,καυχιέμαι,ymffrostio
1310,übersetzen::V,μεταφράζω,cyfieithu
1311,denken::V,σκέφτομαι,meddwl
1312,glauben::V,πιστεύω,credu
1313,glauben::V,πιστεύω,coelio
1314,bemerken::V,παρατηρώ,sylwi
1315,erkennen::V,αναγνωρίζω,adnabod
1316,begreifen::V,καταλαβαίνω,amgyffred
1317,verstehen::V,ακούω,deall
1318,lernen::V,μαθαίνω,dysgu
1319,wissen::V,ξέρω,gwybod
1320,sich erinnern an::V,θυμάμαι,cofio
1321,vergessen::V,ξεχνώ,anghofio
1322,messen::V,μετρώ,mesur
1323,zählen::V,μετρώ,cyfrif
1324,rechnen::V,λογαριάζω,cyfrifo
1325,lesen::V,διαβάζω,darllen
1326,malen::V,ζωγραφίζω,peintio
1327,zeichnen::V,σχεδιάζω,tynnu
1328,schreiben::V,γράφω,ysgrifennu
1329,besitzen::V,κατέχω,meddu
1330,kaufen::V,αγοράζω,prynu
1331,verkaufen::V,πουλώ,gwerthu
1332,bezahlen::V,πληρώνω,talu am
1333,zahlen::V,πληρώνω,talu
1334,beherrschen::V,κυριαρχώ,rheoli
1335,beherrschen::V,κυριαρχώ,llywodraethu
1336,ertragen::V,βαστώ,dioddef
1337,ertragen::V,αντέχω,dioddef
