,Concept_ID,mdf,la
169,Elch::N,ся́рда,alces
170,Fuchs::N,келазь,vulpes
171,Hase::N,ну́мол,lepus
172,Maus::N,шеер,mus
173,Wolf::N,върьгаз,lupus
174,Vogel::N,нармонь,avis
175,Schwarm::N,ко́вол,examen
176,Schwarm::N,ме́швеле,examen
177,Huhn::N,сараз,gallina
178,Hahn::N,а́тякш,gallus
179,Gans::N,маци,anser
180,Adler::N,куцькан,aquila
181,Ente::N,яксярга,anas
182,Eule::N,ко́рож,ulula
183,Eule::N,ко́рож,noctua
184,Kranich::N,ка́рга,grus
185,Krähe::N,ва́рси,cornix
186,Kuckuck::N,ку́ку,cuculus
187,Schwan::N,ло́ксти,olor
188,Schwan::N,ло́ксти,cycnus
189,Fisch::N,кал,piscis
190,Barsch::N,о́кунь,perca
191,Hecht::N,щу́ка,esox
192,Schlange[Tier]::N,куй,serpens
193,Wurm::N,сукс,vermis
194,Spinne::N,унжа́,aranea
195,Ameise::N,панжам,formica
196,Laus::N,си,pediculus
197,Mücke::N,ся́ське,culex
198,Fliege::N,кару,musca
199,Schmetterling::N,ме́лав,papilio
200,Beere::N,и́мож,baca
201,Apfel::N,марь,malum
202,Pilz::N,панга,fungus
203,Zwiebel::N,шурьхкя́,cepa
204,Saat::N,видьмот,seges
205,Korn::N,сёра,granum
206,Heu::N,тише,faenum
207,Schale::N,кедь,putamen
208,Grube::N,лотка,fovea
209,Falle::N,туфкс,pedica
210,Falle::N,кунда́ма,pedica
211,Schlinge::N,килькш,laqueus
212,Spur::N,пильгоки́,vestigium
213,Asche::N,кулу,cinis
214,Dreck::N,ърда́з,lutum
215,Eisen::N,кшни,ferrum
216,Gold::N,ока,aurum
217,Gold::N,золота,aurum
218,Silber::N,сия́,argentum
219,Kohle::N,седь,carbo
220,Kohle::N,седьвальмя,carbo
221,Glas::N,кля́нцек,vitrum
222,Lehm::N,сёвонь,lutum
223,Sand::N,шува́р,arena
224,Mensch::N,ломань,homo
225,Mann::N,аля,vir
226,Mann::N,цёраломань,vir
227,Frau::N,ава,mulier
228,Kind::N,идь,puer
229,Kind::N,идь,infans
230,Kind::N,шаба,puer
231,Kind::N,шаба,infans
232,Junge::N,цёраня,puer
233,Mädchen::N,стирня́,puella
234,Familie::N,тнал,familia
235,Familie::N,семья,familia
236,Großvater::N,атя,avus
237,Großvater::N,щя́тя,avus
238,Großmutter::N,баба,avia
239,Eltern::N,тя́дят-а́лят,parentes
240,Vater::N,аля,pater
241,Mutter::N,ава,mater
242,Mutter::N,тядя,mater
243,Sohn::N,цёра,filius
244,Tochter::N,стирь,filia
245,Bruder::N,дуган,frater
246,Bruder::N,пяльне,frater
247,Schwester::N,ака,soror
248,Schwester::N,сазор,soror
249,Onkel::N,оця,patruus
250,Onkel::N,оця,avunculus
251,Onkel::N,патя,patruus
252,Onkel::N,патя,avunculus
253,Onkel::N,щеня́,patruus
254,Onkel::N,щеня́,avunculus
255,Tante::N,ака,amita
256,Tante::N,щака,amita
257,Ehemann::N,мирде,maritus
258,Ehefrau::N,ърьвя́,uxor
259,Freude::N,ке́нярдема,gaudium
260,Freude::N,ке́нярдема,laetitia
261,Gelächter::N,рахсема,risus
262,Glück::N,паваз,felicitas
263,Kummer::N,ризф,aegritudo
264,Kummer::N,пичефкс,aegritudo
265,Wunsch::N,мяль,voluntas
266,Wunsch::N,мяль,desiderium
267,Wunsch::N,таколдома,voluntas
268,Wunsch::N,таколдома,desiderium
269,Lust::N,таколдома,libido
270,Lust::N,таколдома,voluptas
271,Geist::N,вайме,mens
272,Geist::N,вайме,animus
273,Gedanke::N,мяль,sententia
274,Gedächtnis::N,прявий,memoria
275,Verstand::N,прявий,ratio
276,Verstand::N,прявий,ingenium
277,Sinn::N,ён,sensus
278,Grund::N,туфта́л,causa
279,Wahrheit::N,ви́де,veritas
280,Wahrheit::N,видеши́,veritas
281,Gespräch::N,корхтама,sermo
282,Märchen::N,ёфкс,fabula
283,Erzählung::N,азкс,fabula
284,Erzählung::N,азкс,narratio
285,Nachricht::N,куля́,nuntius
286,Neuigkeit::N,куля́,novitas
287,Name::N,лем,nomen
288,Rätsel::N,со́дама ёфкс,aenigma
289,Rede::N,вал,oratio
290,Rede::N,корхтама,oratio
291,Sprache::N,кяль,lingua
292,Stimme::N,вайгяль,vox
293,Wort::N,вал,verbum
294,Wort::N,вал,vocabulum
295,Zeichen::N,тя́ште,signum
296,Zeichen::N,тя́штькс,signum
297,Ruf::N,тердема,clamor
298,Lärm::N,гайф,strepitus
299,Lärm::N,жалакодома,strepitus
300,Laut::N,вайгяль,sonus
301,Ton::N,вайгяль,sonus
302,Lied::N,мора,carmen
303,Ruhe::N,сетьме,quies
304,Leute::N,ломатть,homines
305,Volk::N,наро́д,populus
306,Arbeit::N,тев,labor
307,Gast::N,и́нжи,hospes
308,Gast::N,и́нжи,conviva
309,Gast::N,ко́нак,hospes
310,Gast::N,ко́нак,conviva
311,Geschenk::N,казне,munus
312,Spiel::N,налхкома,ludus
313,Spiel::N,налхксема,ludus
314,Gesellschaft::N,кружок,societas
315,Hilfe::N,лездома,auxilium
316,Hilfe::N,лездома,subsidium
317,Freund::N,я́лга,amicus
318,Kamerad::N,я́лга,socius
319,Angelegenheit::N,тев,res
320,Anzahl::N,лувкс,numerus
321,Art::N,вид,genus
322,Stück::N,пакш,frustum
323,Stück::N,пакш,fragmentum
324,Teil::N,часть,pars
325,Teil::N,пялькс,pars
326,Hälfte::N,пяле,dimidium
327,Kreis::N,шаркс,orbis
328,Kreis::N,шаркс,circus
329,Kreuz::N,крёз,crux
330,Linie::N,межа,linea
331,Linie::N,китькс,linea
332,Strich::N,межа,lineamentum
333,Abstand::N,ётка,intervallum
334,Entfernung::N,ётка,spatium
335,Gegend::N,ва́ста,loca
336,Gegend::N,ва́ста,regio
337,Gegend::N,перьфпя́ль,loca
338,Gegend::N,перьфпя́ль,regio
339,Platz::N,ва́ста,locus
340,Ort::N,ва́ста,locus
341,Seite::N,пяле,latus
342,Mitte::N,кучка́,medium
343,Gegenstand::N,веща,res
344,Sache::N,тев,res
345,Sache::N,веща,res
346,Rand::N,пе,margo
347,Kante::N,и́рдез,angulus
348,Ecke::N,ужа,angulus
349,Spitze::N,пря,cacumen
350,Ende::N,пе,caput
351,Loch::N,варя,foramen
352,Winkel::N,ужа,angulus
353,Muster::N,сёрма,exemplum
354,Größe::N,серь,magnitudo
355,Länge::N,кува́лма,longitudo
356,Höhe::N,серь,altitudo
357,Gewicht::N,сталма,pondus
358,Menge::N,лувкс,copia
359,Haufen::N,мар,acervus
360,Reihe::N,ряд,ordo
361,Boot::N,венеж,navicula
362,Ruder::N,миле,remus
363,Schlitten::N,ну́рда,sclodia
364,Ski::N,сокс,narta
365,Lagerfeuer::N,то́лмар,ignis
366,Last::N,канкс,onus
367,Last::N,сталма,onus
368,Gang::N,молема,cursus
369,Schritt::N,аськолкс,gradus
370,Norden::N,якшама шире,septentriones
371,Süden::N,ля́мбе ши́ре,meridies
372,Westen::N,ши валгома шире,occidens
373,Osten::N,шинь стяма шире,oriens
374,Holz::N,вирь,lignum
375,Holz::N,шуфта,lignum
376,Brett::N,лавця,tabula
377,Platte::N,плита́,lamina
378,Stütze::N,неже,adminiculum
379,Stange::N,олга,pertica
380,Stock::N,байдек,baculum
381,Stab::N,олгоня,scipio
382,Rohr::N,турама,tubus
383,Haus::N,куд,aedes
384,Heim::N,куд,domicilium
385,Ofen::N,пянакуд,fornax
386,Fußboden::N,кия́кс,solum
387,Tisch::N,шра,mensa
388,Tisch::N,моркш,mensa
389,Stuhl::N,стул,sella
390,Wiege::N,нюря́м,cunae
391,Bett::N,ацам,lectus
392,Regal::N,лавцяланга,foruli
393,Kiste::N,парга,cista
394,Fenster::N,валмья,fenestra
395,Tür::N,кенкш,ianua
396,Tor::N,ортат,porta
397,Zaun::N,перяфкс,saepes
398,Dach::N,кудпря,tectum
399,Leiter::N,куцема,scalae
400,Besen::N,тяльме,scopae
401,Spaten::N,ка́йме,pala
402,Schaufel::N,ко́поня,pala
403,Schaufel::N,ця́рдом,pala
404,Gabel::N,ця́нгоня,fuscinula
405,Löffel::N,куцю,coclear
406,Messer::N,пеель,culter
407,Nagel::N,эска,clavus
408,Haken::N,кя́чказ,hamus
409,Griff::N,недь,manubrium
410,Griff::N,кунда́мка,manubrium
411,Schloss::N,замо́к,claustra
412,Bild::N,карти́на,tabula
413,Bild::N,карти́на,pictura
414,Figur::N,ронга-понда,statunculum
415,Puppe::N,ня́ка,pupa
416,Beutel::N,кяскав,sacculus
417,Bündel::N,кярьме,fascis
418,Tasche::N,кошяльня,sacculus
419,Eimer::N,ве́дарка,situla
420,Deckel::N,тавадкс,operculum
421,Deckel::N,вельхкс,operculum
422,Geschirr::N,кядьге,vasa
423,Sack::N,кяскав,saccus
424,Tasse::N,ша́ваня,pocillum
425,Topf::N,кавозь,olla
426,Kessel::N,сргавозь,aenum
427,Essen::N,ярхцама,cena
428,Nahrung::N,ярхцампяль,cibus
429,Nahrung::N,ярхцампяль,alimenta
430,Speise::N,ярхцама,cibus
431,Fleisch::N,пал,caro
432,Fleisch::N,сиволь,caro
433,Getreide::N,сёра,frumentum
434,Brei::N,ям,puls
435,Brot::N,кши,panis
436,Scheibe::N,кочам,frustum
437,Fett::N,куя́,pingue
438,Butter::N,вай,butȳrum
439,Öl::N,вай,oleum
440,Salz::N,сал,sal
441,Suppe::N,шонгарям,ius
442,Suppe::N,коршампяль,ius
443,Honig::N,медь,mel
444,Milch::N,лофца,lac
445,Tee::N,чай,thea
446,Leder::N,кедь,corium
447,Wolle::N,пона,lana
448,Stoff::N,котф,textum
449,Nadel::N,салмокс,acus
450,Faden::N,сюре,filum
451,Knopf::N,пуня,bulla
452,Knoten::N,сюлма,nodus
453,Farbe::N,архтомбяль,pigmentum
454,Kleidung::N,щам,vestimenta
455,Hemd::N,па́нар,tunica
456,Kragen::N,сиве,collare
457,Ärmel::N,ожа,manica
458,Hose::N,понкст,bracae
459,Gürtel::N,каркс,cingulum
460,Mütze::N,вазь,pilleus
461,Schuh::N,башма́к,calceus
462,Stiefel::N,кя́ме,pero
463,Stiefel::N,кя́ме,caliga
464,Ring::N,суркс,anulus
465,Band::N,керькс,redimiculum
466,Band::N,лента,redimiculum
467,Kamm::N,сюрьхцем,pecten
468,Spiegel::N,ванома,speculum
469,Riemen::N,шнань каркс,lorum
470,Schnur::N,пикс,linum
471,Schnur::N,карькскя,linum
472,Leine::N,вядьме,retinaculum
473,Decke::N,вельхкс,lodix
474,Kissen::N,тоду,pulvinus
475,Tuch::N,руця́,velum
476,Handtuch::N,на́рдама,mantele
477,Kraft::N,вий,vis
478,Stärke::N,вииши,robur
479,Gesundheit::N,шумбраши́,valetudo
480,Krankheit::N,урма́,morbus
481,Krankheit::N,сярядема,morbus
482,Schmerz::N,маряма,dolor
483,Wunde::N,керф,vulnus
484,Fieber::N,маштыкс,febris
485,Arznei::N,надо́бья,remedium
486,Arznei::N,пъчка́фтома,remedium
487,Brücke::N,седь,pons
488,Brunnen::N,эши,puteus
489,Weide::N,ванома васта,pascua
490,Pfad::N,ян,semita
491,Pfad::N,киня́,semita
492,Weg::N,ки,iter
493,Straße::N,ки,via
494,Dorf::N,веле,vicus
495,Stadt::N,ош,urbs
496,Stadt::N,ош,oppidum
497,Brief::N,сёрма,epistula
498,Buch::N,книга,liber
499,Buchstabe::N,бу́ква,littera
500,Zeitung::N,газе́та,diurnum
501,Leben::N,эряф,vita
502,Leben::N,эряма,vita
503,Tod::N,кулома́,mors
504,Grab::N,калма,sepulcrum
505,Kirche::N,це́рькав,ecclesia
506,Sünde::N,пежеть,peccatum
507,Sünde::N,муворкс,peccatum
508,Gott::N,шкай,deus
509,Arbeiter::N,трудендай,operarius
510,Arbeiter::N,работник,operarius
511,Chef::N,азор,praefectus
512,Chef::N,оцюня,praefectus
513,Meister::N,мастяр,magister
514,Arzt::N,врач,medicus
515,Arzt::N,доктор,medicus
516,Lehrer::N,учи́тель,magister
517,Geld::N,ярмакт,aes
518,Geld::N,ярмакт,pecunia
519,Geschäft::N,ладяфкс,negotium
520,Geschäft::N,ладяф тев,negotium
521,Laden::N,ла́вка,taberna
522,Preis::N,питне,pretium
523,Ware::N,миф,merx
524,Ware::N,ра́маф,merx
525,Nutzen::N,пара,utilitas
526,Nutzen::N,лезкс,utilitas
527,Reichtum::N,ко́зяши,opes
528,Reichtum::N,ко́зяши,divitiae
529,Welt::N,свет,mundus
530,Land::N,мастор,terra
531,Staat::N,государства,res publica
532,König::N,король,rex
533,Macht::N,азорондама,potestas
534,Macht::N,азорксши,potestas
535,Grenze::N,ёткаян,limes
536,Krieg::N,война́,bellum
537,Feind::N,душман,inimicus
538,Feind::N,каршек тюри,inimicus
539,Gewalt::N,наругама,vis
540,Kampf::N,тюрема́,pugna
541,Bogen[Waffe]::N,нал,arcus
542,Pfeil::N,нал,sagitta
543,Gewehr::N,винто́вка,sclopetum
544,Fehler::N,эльбядькс,error
545,Lüge::N,васькафнема,mendacium
546,Schaden::N,зия́н,damnum
547,Schaden::N,зия́н,detrimentum
548,Unglück::N,зия́н,miseria
549,Unglück::N,зия́н,calamitas
550,Schuld::N,муворши,culpa
551,Alter::N,эряф кизот,aetas
552,Alter::N,эряфонь пинге,aetas
553,Schluss::N,пе,finis
554,Zeit::N,пинге,tempus
555,Tag::N,ши,dies
556,Morgen::N,шобдава,mane
557,Mittag::N,шикучка,meridies
558,Abend::N,иля́дь,vesper
559,Nacht::N,ве,nox
560,Woche::N,недя́ля,septimana
561,Monat::N,ков,mensis
562,Jahr::N,киза,annus
563,Frühling::N,тунда́,ver
564,Sommer::N,киза,aestas
565,Herbst::N,сёксе,autumnus
566,Winter::N,тяла,hiems
567,Januar::N,кельмеков,Ianuarius
568,Februar::N,уфайков,Februarius
569,März::N,марайков,Martius
570,April::N,шудиков,Aprilis
571,Mai::N,панжиков,Maius
572,Juni::N,лямбеков,Iunius
573,Juli::N,псиков,Iulius
574,August::N,сёроньков,Augustus
575,September::N,тюжягов,September
576,Oktober::N,кельмазаков,Octobris
577,November::N,эйндамков,Novembris
578,Dezember::N,кучкаков,December
579,Montag::N,одговши,dies lunae
580,Dienstag::N,ша́вши,dies Martis 
581,Mittwoch::N,вержи,dies Mercurii
582,Donnerstag::N,шува́ланя,dies Iovis
583,Freitag::N,пя́денця,dies Veneris
584,Samstag::N,ёткши,dies Saturni
585,Sonntag::N,таргоши,dominicus
586,Sonntag::N,таргоши,dies solis
587,groß::A,оцю,magnus
588,klein::A,ёмла,parvus
589,lang::A,кува́ка,longus
590,kurz::A,нюрьхкя́ня,brevis
591,breit::A,кели,latus
592,schmal::A,тяйня,angustus
593,dicht::A,сиде,densus
594,dicht::A,туста,densus
595,dick[Gegenstand]::A,эчке,crassus
596,dünn::A,шува́ня,tenuis
597,fein::A,шува́ня,subtilis
598,fest::A,кеме,solidus
599,fest::A,кеме,stabilis
600,flach::A,лапш,planus
601,glatt::A,вадяв,levis
602,glatt::A,такор,levis
603,hart::A,калгода,durus
604,weich::A,ляпе,mollis
605,rund::A,кру́глай,rotundus
606,spitz::A,ботаз,acutus
607,spitz::A,оржа,acutus
608,scharf::A,оржа,acer
609,stumpf::A,ношка,hebes
610,schwer::A,стака,gravis
611,schön::A,мазы,pulcher
612,schön::A,мазы,formosus
613,heiß::A,пси,fervidus
614,warm::A,лямбе,calidus
615,kalt::A,кельме,frigidus
616,kühl::A,эше,frigidus
617,frisch::A,свежай,recens
618,feucht::A,летьке,umidus
619,nass::A,начка,madidus
620,trocken::A,коське,aridus
621,voll::A,пяшксе,plenus
622,leer::A,шава,vacuus
623,offen::A,панжада,apertus
624,offen::A,виде,apertus
625,geschlossen::A,пякстаф,clausus
626,geschlossen::A,сёлгф,clausus
627,sauber::A,ару,lautus
628,schmutzig::A,рда́зу,sordidus
629,schmutzig::A,пя́ндра,sordidus
630,roh::A,верок,crudus
631,reif::A,ке́нерьф,maturus
632,lecker::A,танцти,delicatus
633,süß::A,ламбама,dulcis
634,bitter::A,сяпи,amarus
635,bitter::A,сяпи,acerbus
636,sauer::A,шапама,acidus
637,hell::A,валда,clarus
638,dunkel::A,шобда,obscurus
639,schwarz::A,равжа,niger
640,weiß::A,акша,albus
641,rot::A,якстерь,ruber
642,gelb::A,тюжя́,flavus
643,blau::A,сенем,caeruleus
644,grün::A,пиже,viridis
645,grün::A,сянгяря,viridis
646,grau::A,уле,canus
647,bunt::A,сёрмав,varius
648,billig::A,у́цез,vilis
649,billig::A,аф пи́тни,vilis
650,teuer::A,пи́тни,carus
651,wertvoll::A,питни,pretiosus
652,blind::A,сокор,caecus
653,taub::A,пярав,surdus
654,kräftig::A,пяк вии,robustus
655,stark::A,вии,firmus
656,stark::A,вии,validus
657,schwach::A,лафча,debilis
658,schwach::A,лафча,infirmus
659,fett::A,куя́,crassus
660,schlank::A,виде ронга,procerus
661,hübsch::A,мазы,pulcher
662,böse::A,кяжи,improbus
663,dumm::A,аф ёню,stultus
664,dumm::A,аф ёню,stupidus
665,dumm::A,шава пря,stultus
666,dumm::A,шава пря,stupidus
667,faul::A,нола,piger
668,fleißig::A,ку́лхцонды,sedulus
669,geizig::A,кирьжя,avarus
670,geizig::A,жаднай,avarus
671,klug::A,ёню,prudens
672,klug::A,пря́ви,prudens
673,geschickt::A,маштозь тиф,sollers
674,lieb::A,цебярь,carus
675,lustig::A,ра́хси,iocosus
676,sanft::A,сетьме,clemens
677,hungrig::A,вача,impastus
678,hungrig::A,вачеда,impastus
679,krank::A,сяряди,aeger
680,nackt::A,штада,nudus
681,nackt::A,кърхтапа,nudus
682,traurig::A,ла́жнай,maestus
683,lebendig::A,эряй,vivus
684,gut::A,пара,bonus
685,gut::A,цебярь,bonus
686,schlecht::A,кальдяв,malus
687,richtig::A,виде,rectus
688,schlimm::A,кальдяв,malus
689,wahr::A,афкуксонь,verus
690,alt::A,ташта,antiquus
691,neu::A,од,novus
692,ehemalig::A,и́нгольдень,pristinus
693,alt[Lebewesen]::A,сире,vetus
694,jung::A,од,iuvenis
695,arm::A,а́шу,pauper
696,reich::A,козя,dives
697,bekannt::A,содаф,notus
698,berühmt::A,содавикс,celeber
699,berühmt::A,содавикс,illustris
700,fremd::A,лия,peregrinus
701,fremd::A,аф содаф,peregrinus
702,verschieden::A,аф фкя ла́цонь,varius
703,nah::A,мала,propinquus
704,nah::A,аф ичкоздень,propinquus
705,fern::A,и́чкоздень,longinquus
706,fern::A,куна́рдонь,longinquus
707,linker::A,кержи,sinister
708,rechter::A,види,dexter
709,anderer::A,лия,alius
710,erster::A,васенце,primus
711,zweiter::A,омбоце,secundus
712,dritter::A,колмоце,tertius
713,letzter::A,ме́кольце,ultimus
714,allein::ADV,ськамонза,solum
715,auf einmal::ADV,вихцок,simul
716,zusammen::ADV,марс,una
717,zusammen::ADV,ма́рса,una
718,lange::ADV,кува́тьс,diu
719,plötzlich::ADV,а́пак учт,subito
720,plötzlich::ADV,а́пак учт,repente
721,sofort::ADV,тяникиге,statim
722,später::ADV,ме́ле,postea
723,jetzt::ADV,тяни,nunc
724,heute::ADV,тячи,hodie
725,morgen::ADV,ва́нды,cras
726,bald::ADV,курок,mox
727,dann::ADV,меле,deinde
728,dann::ADV,сяда меле,deinde
729,gestern::ADV,ися́к,heri
730,einst::ADV,весть,olim
731,einst::ADV,мзя́рда-бди,olim
732,damals::ADV,эста,tum
733,danach::ADV,меле,postea
734,vorher::ADV,инголи,antea
735,zuerst::ADV,ва́сенда,primo
736,einmal::ADV,весть,semel
737,manchmal::ADV,лия́ста,interdum
738,manchmal::ADV,ко́ста-ко́ста,interdum
739,oft::ADV,си́деста,saepe
740,immer::ADV,фалу,semper
741,immer::ADV,най,semper
742,niemals::ADV,аф мзя́рдонга,numquam
743,hier::ADV,тяса,hic
744,hierhin::ADV,сей,huc
745,hierhin::ADV,тяза,huc
746,von hier::ADV,тя́ста,hinc
747,dort::ADV,тоса,ibi
748,dorthin::ADV,тов,eo
749,dorthin::ADV,тоза,eo
750,geradeaus::ADV,ви́деста,recte
751,vorwärts::ADV,и́нголи,porro
752,rückwärts::ADV,ме́ки,retro
753,zurück::ADV,ме́ки,retro
754,unten::ADV,ала,infra
755,hinab::ADV,алу,pessum
756,oben::ADV,вяре,supra
757,hinauf::ADV,вяри,sursum
758,überall::ADV,се́мбе ва́стова,ubique
759,nicht::ADV,аф,non
760,ein wenig::ADV,аф лама,paulum
761,kaum::ADV,а́ньцек,vix
762,kaum::ADV,а́ньцек,aegre
763,sehr::ADV,пяк,valde
764,sehr::ADV,пяк,magnopere
765,so::ADV,ста́не,ita
766,noch::ADV,нинге,etiam
767,nur::ADV,аньцек,solum
768,nur::ADV,аньцек,tantum
769,schon::ADV,ни,iam
770,wieder::ADV,та́га,rursus
771,vergebens::ADV,стак,frustra
772,vor::PRP,инголе,ante
773,hinter::PRP,фтала,post
774,hinter::PRP,мельге,post
775,unter::PRP,ала,sub
776,durch::PRP,пачк,per
777,neben::PRP,ваксса,iuxta
778,zwischen::PRP,ёткса,inter
779,wegen::PRP,сюнеда,propter
780,dies::PRN,тя,hoc
781,das::PRN,ся,id
782,das::PRN,тона,id
783,alles::PRN,сембе,omnia
784,ich::PRN,мон,ego
785,du::PRN,тон,tu
786,er::PRN,сон,is
787,er::PRN,сон,ille
788,wir::PRN,минь,nos
789,ihr::PRN,тинь,vos
790,sie::PRN,синь,ii
791,sie::PRN,синь,illi
792,was::FPRN,мезе,quid
793,wer::FPRN,кие,quis
794,wo::FADV,коса,ubi
795,wohin::FADV,ков,quo
796,wohin::FADV,коза,quo
797,wie::FADV,ко́да,quomodo
798,warum::FADV,мес,cur
799,wieviel::FNUM,мзя́ра,quantum
800,eins::NUM,фкя,unus
801,zwei::NUM,кафта,duo
802,drei::NUM,колма,tres
803,vier::NUM,ниле,quattuor
804,fünf::NUM,вете,quinque
805,sechs::NUM,кота,sex
806,sieben::NUM,сисем,septem
807,acht::NUM,кафкса,octo
808,neun::NUM,ве́йхкса,novem
