,Concept_ID,de,es
128,Birke::N,Birke,abedul
129,Kiefer[Baum]::N,Kiefer,pino
130,Weide[Baum]::N,Weide,sauce
131,Tanne::N,Tanne,abeto
132,Horn::N,Horn,asta
133,Horn::N,Horn,cuerno
134,Feder::N,Feder,pluma
135,Fell::N,Fell,piel
136,Flügel::N,Flügel,ala
137,Klaue::N,Klaue,garra
138,Kralle::N,Kralle,uña
139,Kralle::N,Kralle,garra
140,Schwanz::N,Schwanz,cola
141,Ei::N,Ei,huevo
142,Nest::N,Nest,nido
143,Bau::N,Bau,madriguera
144,Tier::N,Tier,animal
145,Herde::N,Herde,rebaño
146,Kuh::N,Kuh,vaca
147,Bulle::N,Bulle,toro
148,Pferd::N,Pferd,caballo
149,Schaf::N,Schaf,oveja
150,Schwein::N,Schwein,cerdo
151,Hund::N,Hund,perro
152,Katze::N,Katze,gato
153,Bär::N,Bär,oso
154,Eichhörnchen::N,Eichhörnchen,ardilla
155,Elch::N,Elch,alce
156,Fuchs::N,Fuchs,zorro
157,Hase::N,Hase,liebre
158,Maus::N,Maus,ratón
159,Wolf::N,Wolf,lobo
160,Vogel::N,Vogel,ave
161,Vogel::N,Vogel,pájaro
162,Schwarm::N,Schwarm,bandada
163,Huhn::N,Huhn,gallina
164,Hahn::N,Hahn,gallo
165,Gans::N,Gans,oca
166,Gans::N,Gans,ganso
167,Adler::N,Adler,águila
168,Ente::N,Ente,pato
169,Eule::N,Eule,lechuza
170,Kranich::N,Kranich,grulla
171,Krähe::N,Krähe,corneja
172,Kuckuck::N,Kuckuck,cuco
173,Schwan::N,Schwan,cisne
174,Fisch::N,Fisch,pez
175,Barsch::N,Barsch,perca
176,Hecht::N,Hecht,lucio
177,Schlange[Tier]::N,Schlange,serpiente
178,Wurm::N,Wurm,gusano
179,Spinne::N,Spinne,araña
180,Ameise::N,Ameise,hormiga
181,Laus::N,Laus,piojo
182,Mücke::N,Mücke,mosquito
183,Fliege::N,Fliege,mosca
184,Schmetterling::N,Schmetterling,mariposa
185,Beere::N,Beere,baya
186,Apfel::N,Apfel,manzana
187,Pilz::N,Pilz,seta
188,Pilz::N,Pilz,hongo
189,Zwiebel::N,Zwiebel,cebolla
190,Saat::N,Saat,siembra
191,Korn::N,Korn,grano
192,Heu::N,Heu,heno
193,Schale::N,Schale,cáscara
194,Grube::N,Grube,foso
195,Falle::N,Falle,trampa
196,Schlinge::N,Schlinge,lazo
197,Spur::N,Spur,huella
198,Asche::N,Asche,ceniza
199,Dreck::N,Dreck,suciedad
200,Eisen::N,Eisen,hierro
201,Gold::N,Gold,oro
202,Silber::N,Silber,plata
203,Kohle::N,Kohle,carbón
204,Glas::N,Glas,vidrio
205,Glas::N,Glas,cristal
206,Lehm::N,Lehm,barro
207,Sand::N,Sand,arena
208,Mensch::N,Mensch,hombre
209,Mensch::N,Mensch,ser humano
210,Mann::N,Mann,hombre
211,Frau::N,Frau,mujer
212,Kind::N,Kind,niño
213,Junge::N,Junge,chico
214,Junge::N,Junge,muchacho
215,Mädchen::N,Mädchen,chica
216,Mädchen::N,Mädchen,muchacha
217,Familie::N,Familie,familia
218,Großvater::N,Großvater,abuelo
219,Großmutter::N,Großmutter,abuela
220,Eltern::N,Eltern,padres
221,Vater::N,Vater,padre
222,Mutter::N,Mutter,madre
223,Sohn::N,Sohn,hijo
224,Tochter::N,Tochter,hija
225,Bruder::N,Bruder,hermano
226,Schwester::N,Schwester,hermana
227,Onkel::N,Onkel,tío
228,Tante::N,Tante,tía
229,Ehemann::N,Ehemann,esposo
230,Ehefrau::N,Ehefrau,esposa
231,Freude::N,Freude,placer
232,Freude::N,Freude,alegría
233,Gelächter::N,Gelächter,risa
234,Gelächter::N,Gelächter,carcajada
235,Glück::N,Glück,felicidad
236,Kummer::N,Kummer,pena
237,Wunsch::N,Wunsch,deseo
238,Lust::N,Lust,ganas
239,Geist::N,Geist,mente
240,Geist::N,Geist,espíritu
241,Gedanke::N,Gedanke,idea
242,Gedanke::N,Gedanke,pensamiento
243,Gedächtnis::N,Gedächtnis,memoria
244,Verstand::N,Verstand,razón
245,Verstand::N,Verstand,entendimiento
246,Sinn::N,Sinn,sentido
247,Sinn::N,Sinn,significado
248,Grund::N,Grund,causa
249,Wahrheit::N,Wahrheit,verdad
250,Gespräch::N,Gespräch,conversación
251,Märchen::N,Märchen,cuento
252,Erzählung::N,Erzählung,cuento
253,Erzählung::N,Erzählung,narración
254,Nachricht::N,Nachricht,mensaje
255,Neuigkeit::N,Neuigkeit,noticia
256,Name::N,Name,nombre
257,Rätsel::N,Rätsel,acertijo
258,Rätsel::N,Rätsel,adivinanza
259,Rede::N,Rede,discurso
260,Sprache::N,Sprache,lengua
261,Stimme::N,Stimme,voz
262,Wort::N,Wort,palabra
263,Zeichen::N,Zeichen,señal
264,Ruf::N,Ruf,llamada
265,Lärm::N,Lärm,ruido
266,Lärm::N,Lärm,barullo
267,Laut::N,Laut,sonido
268,Ton::N,Ton,tono
269,Lied::N,Lied,canción
270,Ruhe::N,Ruhe,calma
271,Ruhe::N,Ruhe,silencio
272,Leute::N,Leute,gente
273,Volk::N,Volk,pueblo
274,Arbeit::N,Arbeit,trabajo
275,Gast::N,Gast,huésped
276,Gast::N,Gast,invitado
277,Geschenk::N,Geschenk,regalo
278,Spiel::N,Spiel,juego
279,Gesellschaft::N,Gesellschaft,compañía
280,Hilfe::N,Hilfe,ayuda
281,Hilfe::N,Hilfe,socorro
282,Freund::N,Freund,amigo
283,Kamerad::N,Kamerad,camarada
284,Kamerad::N,Kamerad,compañero
285,Angelegenheit::N,Angelegenheit,asunto
286,Anzahl::N,Anzahl,cantidad
287,Art::N,Art,tipo
288,Art::N,Art,clase
289,Stück::N,Stück,pieza
290,Teil::N,Teil,parte
291,Hälfte::N,Hälfte,mitad
292,Kreis::N,Kreis,círculo
293,Kreuz::N,Kreuz,cruz
294,Linie::N,Linie,línea
295,Strich::N,Strich,raya
296,Strich::N,Strich,trazo
297,Abstand::N,Abstand,distancia
298,Entfernung::N,Entfernung,distancia
299,Gegend::N,Gegend,región
300,Gegend::N,Gegend,comarca
301,Platz::N,Platz,espacio
302,Ort::N,Ort,sitio
303,Seite::N,Seite,lado
304,Seite::N,Seite,costado
305,Mitte::N,Mitte,medio
306,Mitte::N,Mitte,centro
307,Gegenstand::N,Gegenstand,objeto
308,Sache::N,Sache,cosa
309,Rand::N,Rand,borde
310,Kante::N,Kante,borde
311,Ecke::N,Ecke,esquina
312,Spitze::N,Spitze,punta
313,Ende::N,Ende,cabo
314,Ende::N,Ende,extremo
315,Loch::N,Loch,agujero
316,Loch::N,Loch,abertura
317,Winkel::N,Winkel,ángulo
318,Muster::N,Muster,dibujo
319,Größe::N,Größe,tamaño
320,Länge::N,Länge,longitud
321,Höhe::N,Höhe,altura
322,Höhe::N,Höhe,altitud
323,Gewicht::N,Gewicht,peso
324,Menge::N,Menge,cantidad
325,Haufen::N,Haufen,montón
326,Reihe::N,Reihe,fila
327,Boot::N,Boot,bote
328,Boot::N,Boot,barca
329,Ruder::N,Ruder,remo
330,Schlitten::N,Schlitten,trineo
331,Ski::N,Ski,esquí
332,Lagerfeuer::N,Lagerfeuer,hoguera
333,Last::N,Last,carga
334,Gang::N,Gang,marcha
335,Schritt::N,Schritt,paso
336,Norden::N,Norden,norte
337,Süden::N,Süden,sur
338,Westen::N,Westen,oeste
339,Osten::N,Osten,este
340,Holz::N,Holz,madera
341,Brett::N,Brett,tabla
342,Platte::N,Platte,placa
343,Platte::N,Platte,plancha
344,Stütze::N,Stütze,sostén
345,Stütze::N,Stütze,soporte
346,Stange::N,Stange,vara
347,Stange::N,Stange,percha
348,Stock::N,Stock,palo
349,Stock::N,Stock,bastón
350,Stab::N,Stab,vara
351,Stab::N,Stab,bastón
352,Rohr::N,Rohr,tubo
353,Haus::N,Haus,casa
354,Heim::N,Heim,hogar
355,Ofen::N,Ofen,estufa
356,Fußboden::N,Fußboden,suelo
357,Tisch::N,Tisch,mesa
358,Stuhl::N,Stuhl,silla
359,Wiege::N,Wiege,cuna
360,Bett::N,Bett,cama
361,Regal::N,Regal,estantería
362,Kiste::N,Kiste,caja
363,Fenster::N,Fenster,ventana
364,Tür::N,Tür,puerta
365,Tor::N,Tor,puerta
366,Zaun::N,Zaun,valla
367,Zaun::N,Zaun,cercado
368,Dach::N,Dach,techo
369,Dach::N,Dach,tejado
370,Leiter::N,Leiter,escalera
371,Besen::N,Besen,escoba
372,Spaten::N,Spaten,pala
373,Schaufel::N,Schaufel,pala
374,Schaufel::N,Schaufel,paleta
375,Gabel::N,Gabel,tenedor
376,Löffel::N,Löffel,cuchara
377,Messer::N,Messer,cuchillo
378,Nagel::N,Nagel,clavo
379,Netz::N,Netz,red
380,Haken::N,Haken,gancho
381,Haken::N,Haken,corchete
382,Griff::N,Griff,asa
383,Griff::N,Griff,mango
384,Schloss::N,Schloss,cerradura
385,Bild::N,Bild,imagen
386,Figur::N,Figur,figura
387,Puppe::N,Puppe,muñeca
388,Beutel::N,Beutel,bolsa
389,Bündel::N,Bündel,haz
390,Tasche::N,Tasche,bolso
391,Eimer::N,Eimer,cubo
392,Deckel::N,Deckel,tapa
393,Deckel::N,Deckel,tapadera
394,Geschirr::N,Geschirr,vajilla
395,Sack::N,Sack,saco
396,Tasse::N,Tasse,taza
397,Topf::N,Topf,olla
398,Topf::N,Topf,marmita
399,Kessel::N,Kessel,caldera
400,Essen::N,Essen,comida
401,Nahrung::N,Nahrung,alimento
402,Speise::N,Speise,plato
403,Fleisch::N,Fleisch,carne
404,Getreide::N,Getreide,cereales
405,Brei::N,Brei,puré
406,Brei::N,Brei,papilla
407,Brot::N,Brot,pan
408,Scheibe::N,Scheibe,lonja
409,Scheibe::N,Scheibe,rebanada
410,Fett::N,Fett,grasa
411,Butter::N,Butter,mantequilla
412,Öl::N,Öl,aceite
413,Salz::N,Salz,sal
414,Suppe::N,Suppe,sopa
415,Honig::N,Honig,miel
416,Milch::N,Milch,leche
417,Tee::N,Tee,té
418,Leder::N,Leder,cuero
419,Wolle::N,Wolle,lana
420,Stoff::N,Stoff,tela
421,Stoff::N,Stoff,tejido
422,Nadel::N,Nadel,aguja
423,Faden::N,Faden,hilo
424,Knopf::N,Knopf,botón
425,Knoten::N,Knoten,nudo
426,Farbe::N,Farbe,pintura
427,Kleidung::N,Kleidung,ropa
428,Kleidung::N,Kleidung,vestidos
429,Hemd::N,Hemd,camisa
430,Kragen::N,Kragen,cuello
431,Ärmel::N,Ärmel,manga
432,Hose::N,Hose,pantalón
433,Gürtel::N,Gürtel,cinturón
434,Mütze::N,Mütze,gorro
435,Schuh::N,Schuh,zapato
436,Stiefel::N,Stiefel,bota
437,Ring::N,Ring,anillo
438,Band::N,Band,cinta
439,Kamm::N,Kamm,peine
440,Spiegel::N,Spiegel,espejo
441,Riemen::N,Riemen,correa
442,Schnur::N,Schnur,cuerda
443,Leine::N,Leine,correa
444,Decke::N,Decke,manta
445,Kissen::N,Kissen,almohada
446,Tuch::N,Tuch,pañuelo
447,Handtuch::N,Handtuch,toalla
448,Kraft::N,Kraft,fuerza
449,Stärke::N,Stärke,fuerza
450,Gesundheit::N,Gesundheit,salud
451,Krankheit::N,Krankheit,enfermedad
452,Schmerz::N,Schmerz,dolor
453,Wunde::N,Wunde,llaga
454,Wunde::N,Wunde,herida
455,Fieber::N,Fieber,fiebre
456,Arznei::N,Arznei,medicina
457,Arznei::N,Arznei,medicamento
458,Brücke::N,Brücke,puente
459,Brunnen::N,Brunnen,pozo
460,Weide::N,Weide,pasto
461,Pfad::N,Pfad,sendero
462,Weg::N,Weg,camino
463,Straße::N,Straße,vía
464,Straße::N,Straße,carretera
465,Dorf::N,Dorf,aldea
466,Dorf::N,Dorf,pueblo
467,Stadt::N,Stadt,ciudad
468,Brief::N,Brief,carta
469,Buch::N,Buch,libro
470,Buchstabe::N,Buchstabe,letra
471,Buchstabe::N,Buchstabe,carácter
472,Zeitung::N,Zeitung,diario
473,Zeitung::N,Zeitung,periódico
474,Leben::N,Leben,vida
475,Tod::N,Tod,muerte
476,Grab::N,Grab,tumba
477,Grab::N,Grab,sepulcro
478,Kirche::N,Kirche,iglesia
479,Sünde::N,Sünde,pecado
480,Gott::N,Gott,dios
481,Arbeiter::N,Arbeiter,obrero
482,Arbeiter::N,Arbeiter,trabajador
483,Chef::N,Chef,jefe
484,Meister::N,Meister,maestro
485,Arzt::N,Arzt,médico
486,Lehrer::N,Lehrer,profesor
487,Geld::N,Geld,dinero
488,Geschäft::N,Geschäft,negocio
489,Laden::N,Laden,tienda
490,Preis::N,Preis,precio
491,Ware::N,Ware,mercancía
492,Nutzen::N,Nutzen,provecho
493,Reichtum::N,Reichtum,riqueza
494,Welt::N,Welt,mundo
495,Land::N,Land,país
496,Staat::N,Staat,Estado
497,König::N,König,rey
498,Macht::N,Macht,poder
499,Macht::N,Macht,potencia
500,Grenze::N,Grenze,frontera
501,Krieg::N,Krieg,guerra
502,Feind::N,Feind,enemigo
503,Gewalt::N,Gewalt,violencia
504,Kampf::N,Kampf,lucha
505,Kampf::N,Kampf,combate
506,Bogen[Waffe]::N,Bogen,arco
507,Pfeil::N,Pfeil,flecha
508,Gewehr::N,Gewehr,fusil
509,Gewehr::N,Gewehr,escopeta
510,Fehler::N,Fehler,error
511,Lüge::N,Lüge,mentira
512,Schaden::N,Schaden,daño
513,Unglück::N,Unglück,desgracia
514,Schuld::N,Schuld,culpa
515,Alter::N,Alter,edad
516,Schluss::N,Schluss,fin
517,Schluss::N,Schluss,final
518,Zeit::N,Zeit,tiempo
519,Tag::N,Tag,día
520,Morgen::N,Morgen,mañana
521,Mittag::N,Mittag,mediodía
522,Abend::N,Abend,noche
523,Nacht::N,Nacht,noche
524,Woche::N,Woche,semana
525,Monat::N,Monat,mes
526,Jahr::N,Jahr,año
527,Frühling::N,Frühling,primavera
528,Sommer::N,Sommer,verano
529,Herbst::N,Herbst,otoño
530,Winter::N,Winter,invierno
531,Januar::N,Januar,enero
532,Februar::N,Februar,febrero
533,März::N,März,marzo
534,April::N,April,abril
535,Mai::N,Mai,mayo
536,Juni::N,Juni,junio
537,Juli::N,Juli,julio
538,August::N,August,agosto
539,September::N,September,septiembre
540,Oktober::N,Oktober,octubre
541,November::N,November,noviembre
542,Dezember::N,Dezember,diciembre
543,Montag::N,Montag,lunes
544,Dienstag::N,Dienstag,martes
545,Mittwoch::N,Mittwoch,miércoles
546,Donnerstag::N,Donnerstag,jueves
547,Freitag::N,Freitag,viernes
548,Samstag::N,Samstag,sábado
549,Sonntag::N,Sonntag,domingo
550,groß::A,groß,grande
551,klein::A,klein,pequeño
552,lang::A,lang,largo
553,kurz::A,kurz,corto
554,breit::A,breit,ancho
555,schmal::A,schmal,estrecho
556,dicht::A,dicht,denso
557,dick[Gegenstand]::A,dick,grueso
558,dünn::A,dünn,fino
559,dünn::A,dünn,delgado
560,fein::A,fein,fino
561,fein::A,fein,delicado
562,fest::A,fest,firme
563,fest::A,fest,sólido
564,flach::A,flach,plano
565,glatt::A,glatt,liso
566,hart::A,hart,duro
567,weich::A,weich,muelle
568,rund::A,rund,redondo
569,spitz::A,spitz,agudo
570,spitz::A,spitz,apuntado
571,scharf::A,scharf,agudo
572,scharf::A,scharf,afilado
573,stumpf::A,stumpf,sin filo
574,schwer::A,schwer,pesado
575,schön::A,schön,bello
576,schön::A,schön,hermoso
577,heiß::A,heiß,caluroso
578,warm::A,warm,cálido
579,warm::A,warm,caliente
580,kalt::A,kalt,frío
581,kühl::A,kühl,fresco
582,frisch::A,frisch,fresco
583,feucht::A,feucht,húmedo
584,nass::A,nass,mojado
585,trocken::A,trocken,seco
586,voll::A,voll,lleno
587,leer::A,leer,vacío
588,offen::A,offen,abierto
589,geschlossen::A,geschlossen,cerrado
590,sauber::A,sauber,limpio
591,schmutzig::A,schmutzig,sucio
592,roh::A,roh,crudo
593,reif::A,reif,maduro
594,lecker::A,lecker,rico
595,lecker::A,lecker,sabroso
596,süß::A,süß,dulce
597,bitter::A,bitter,amargo
598,sauer::A,sauer,agrio
599,hell::A,hell,claro
600,dunkel::A,dunkel,oscuro
601,schwarz::A,schwarz,negro
602,weiß::A,weiß,blanco
603,rot::A,rot,rojo
604,gelb::A,gelb,amarillo
605,blau::A,blau,azul
606,grün::A,grün,verde
607,grau::A,grau,gris
608,bunt::A,bunt,multicolor
609,billig::A,billig,barato
610,teuer::A,teuer,caro
611,wertvoll::A,wertvoll,valioso
612,wertvoll::A,wertvoll,precioso
613,blind::A,blind,ciego
614,taub::A,taub,sordo
615,kräftig::A,kräftig,fuerte
616,stark::A,stark,fuerte
617,stark::A,stark,vigoroso
618,schwach::A,schwach,débil
619,fett::A,fett,obeso
620,schlank::A,schlank,esbelto
621,hübsch::A,hübsch,mono
622,hübsch::A,hübsch,guapo
623,böse::A,böse,malo
624,dumm::A,dumm,tonto
625,dumm::A,dumm,estúpido
626,faul::A,faul,vago
627,faul::A,faul,perezoso
628,fleißig::A,fleißig,aplicado
629,fleißig::A,fleißig,diligente
630,geizig::A,geizig,avaro
631,klug::A,klug,sensato
632,klug::A,klug,inteligente
633,geschickt::A,geschickt,hábil
634,lieb::A,lieb,querido
635,lustig::A,lustig,alegre
636,sanft::A,sanft,suave
637,hungrig::A,hungrig,hambriento
638,krank::A,krank,enfermo
639,nackt::A,nackt,desnudo
640,traurig::A,traurig,triste
641,lebendig::A,lebendig,vivo
642,lebendig::A,lebendig,viviente
643,gut::A,gut,bueno
644,schlecht::A,schlecht,malo
645,richtig::A,richtig,justo
646,richtig::A,richtig,correcto
647,schlimm::A,schlimm,malo
648,schlimm::A,schlimm,grave
649,wahr::A,wahr,verídico
650,wahr::A,wahr,verdadero
651,alt::A,alt,viejo
652,neu::A,neu,nuevo
653,ehemalig::A,ehemalig,antiguo
654,alt[Lebewesen]::A,alt,viejo
655,jung::A,jung,joven
656,arm::A,arm,pobre
657,reich::A,reich,rico
658,bekannt::A,bekannt,conocido
659,berühmt::A,berühmt,famoso
660,berühmt::A,berühmt,célebre
661,fremd::A,fremd,extraño
662,verschieden::A,verschieden,diverso
663,verschieden::A,verschieden,distinto
664,verschieden::A,verschieden,diferente
665,nah::A,nah,cercano
666,fern::A,fern,lejano
667,linker::A,linker,izquierdo
668,rechter::A,rechter,derecho
669,anderer::A,anderer,otro
670,erster::A,erster,primero
671,zweiter::A,zweiter,segundo
672,dritter::A,dritter,tercero
673,letzter::A,letzter,último
674,allein::ADV,allein,a solo
675,auf einmal::ADV,auf einmal,de una vez
676,zusammen::ADV,zusammen,juntos
677,lange::ADV,lange,mucho tiempo
678,plötzlich::ADV,plötzlich,de repente
679,sofort::ADV,sofort,en seguida
680,später::ADV,später,más tarde
681,jetzt::ADV,jetzt,ahora
682,heute::ADV,heute,hoy
683,morgen::ADV,morgen,mañana
684,bald::ADV,bald,pronto
685,bald::ADV,bald,en breve
686,dann::ADV,dann,luego
687,dann::ADV,dann,entonces
688,gestern::ADV,gestern,ayer
689,einst::ADV,einst,antaño
690,damals::ADV,damals,entonces
691,danach::ADV,danach,después
692,vorher::ADV,vorher,antes
693,zuerst::ADV,zuerst,primero
694,einmal::ADV,einmal,una vez
695,manchmal::ADV,manchmal,a veces
696,oft::ADV,oft,a menudo
697,oft::ADV,oft,con frecuencia
698,immer::ADV,immer,siempre
699,niemals::ADV,niemals,jamás
700,hier::ADV,hier,aquí
701,hierhin::ADV,hierhin,acá
702,von hier::ADV,von hier,desde aquí
703,dort::ADV,dort,ahí
704,dort::ADV,dort,allí
705,dorthin::ADV,dorthin,allí
706,dorthin::ADV,dorthin,hacia allí
707,geradeaus::ADV,geradeaus,todo derecho
708,vorwärts::ADV,vorwärts,adelante
709,rückwärts::ADV,rückwärts,hacia atrás
710,zurück::ADV,zurück,atrás
711,unten::ADV,unten,abajo
712,hinab::ADV,hinab,hacia abajo
713,oben::ADV,oben,arriba
714,hinauf::ADV,hinauf,hacia arriba
715,überall::ADV,überall,por todas partes
716,nicht::ADV,nicht,no
717,ein wenig::ADV,ein wenig,un poco
718,kaum::ADV,kaum,apenas
719,sehr::ADV,sehr,muy
720,sehr::ADV,sehr,mucho
721,so::ADV,so,tan
722,noch::ADV,noch,aún
723,noch::ADV,noch,todavía
724,nur::ADV,nur,solamente
725,schon::ADV,schon,ya
726,wieder::ADV,wieder,de nuevo
727,vergebens::ADV,vergebens,en vano
728,vor::PRP,vor,antes de
729,vor::PRP,vor,delante de
730,hinter::PRP,hinter,tras
731,hinter::PRP,hinter,detrás de
732,unter::PRP,unter,bajo
733,unter::PRP,unter,debajo de
734,durch::PRP,durch,por
735,durch::PRP,durch,a través de
736,neben::PRP,neben,al lado de
737,zwischen::PRP,zwischen,entre
738,wegen::PRP,wegen,por
739,wegen::PRP,wegen,a causa de
740,dies::PRN,dies,esto
741,das::PRN,das,eso
742,das::PRN,das,esto
743,alles::PRN,alles,todo
744,ich::PRN,ich,yo
745,du::PRN,du,tú
746,er::PRN,er,él
747,wir::PRN,wir,nosotros
748,ihr::PRN,ihr,vosotros
749,sie::PRN,sie,ellos
750,was::FPRN,was,qué
751,wer::FPRN,wer,quién
752,wo::FADV,wo,dónde
753,wohin::FADV,wohin,adónde
754,wohin::FADV,wohin,hacia dónde
755,wie::FADV,wie,cómo
756,warum::FADV,warum,por qué
757,wieviel::FNUM,wieviel,cuánto
758,eins::NUM,eins,uno
759,zwei::NUM,zwei,dos
760,drei::NUM,drei,tres
761,vier::NUM,vier,cuatro
762,fünf::NUM,fünf,cinco
763,sechs::NUM,sechs,seis
764,sieben::NUM,sieben,siete
765,acht::NUM,acht,ocho
766,neun::NUM,neun,nueve
767,zehn::NUM,zehn,diez
768,elf::NUM,elf,once
769,zwölf::NUM,zwölf,doce
770,zwanzig::NUM,zwanzig,veinte
771,dreißig::NUM,dreißig,treinta
772,vierzig::NUM,vierzig,cuarenta
773,fünfzig::NUM,fünfzig,cincuenta
774,sechzig::NUM,sechzig,sesenta
775,siebzig::NUM,siebzig,setenta
776,achtzig::NUM,achtzig,ochenta
777,neunzig::NUM,neunzig,noventa
778,hundert::NUM,hundert,cien
779,hundert::NUM,hundert,ciento
780,tausend::NUM,tausend,mil
781,und::CNJ,und,y
782,oder::CNJ,oder,o
783,stehen::V,stehen,estar de pie
784,sitzen::V,sitzen,estar sentado
785,liegen::V,liegen,yacer
786,liegen::V,liegen,estar acostado
787,hängen::V,hängen,pender
788,werden::V,werden,hacerse
789,passieren::V,passieren,suceder
790,beginnen::V,beginnen,iniciarse
791,beginnen::V,beginnen,principiar
792,enden::V,enden,acabar
793,enden::V,enden,terminar
794,wechseln::V,wechseln,variar
795,wechseln::V,wechseln,alternar
796,aufgehen[Sonne]::V,aufgehen,salir
797,untergehen[Sonne]::V,untergehen,ponerse
798,untergehen[Sonne]::V,untergehen,descender
799,scheinen[Sonne]::V,scheinen,brillar
800,donnern::V,donnern,tronar
801,wehen::V,wehen,soplar
802,strömen::V,strömen,afluir
803,fließen::V,fließen,fluir
804,fließen::V,fließen,correr
805,sich drehen::V,sich drehen,girar
806,schwanken::V,schwanken,vacilar
807,schwingen::V,schwingen,oscilar
808,fallen::V,fallen,caer
809,brennen::V,brennen,arder
810,brennen::V,brennen,quemar
811,rauchen::V,rauchen,humear
