,Concept_ID,br,ba
760,siebzig::NUM,dek ha tri-ugent,етмеш
761,achtzig::NUM,pevar-ugent,һикһән
762,neunzig::NUM,dek ha pevar-ugent,туҡһан
763,hundert::NUM,kant,йөҙ
764,tausend::NUM,mil,мең
765,und::CNJ,ha,да
766,oder::CNJ,pe,йәки
767,stehen::V,bezañ a-sav,тороу
768,sitzen::V,azezañ,ултырыу
769,sitzen::V,bezañ en e goazez,ултырыу
770,liegen::V,bezañ en e c'hourvez,ятыу
771,hängen::V,krougañ,аҫылынып тороу
772,werden::V,dazonet,булыу
773,passieren::V,c'hoarvezout,булыу
774,beginnen::V,stagañ,башлау
775,enden::V,achuiñ,бөтөү
776,enden::V,achuiñ,тамамланыү
777,wechseln::V,cheñch,үҙгәреү
778,aufgehen[Sonne]::V,dirouzañ,ҡалҡыу
779,scheinen[Sonne]::V,lugernañ,яҡтыртып тороу
780,donnern::V,taranal,күкрәү
781,wehen::V,c'hwezhañ,иҫеү
782,strömen::V,deredek,ташыу
783,fließen::V,redek,ағыу
784,sich drehen::V,troiñ,әйләнеү
785,schwanken::V,trantellat,тирбәлеү
786,schwingen::V,froumal,бәүетеү
787,fallen::V,kouezhañ,йығылыу
788,brennen::V,deviñ,яныу
789,rauchen::V,divogedañ,төтәү
790,regnen::V,glavañ,ямғыр яуа
791,gefrieren::V,reviñ,туңыү
792,tauen::V,diskornañ,иреү
793,schmelzen::V,teuziñ,иреү
794,trocknen::V,sec'hañ,кибеү
795,sieden::V,berviñ,ҡайнау
796,faulen::V,breinañ,сереу
797,verfaulen::V,breinañ,сереу
798,reißen::V,darnaouiñ,өҙөү
799,reißen::V,darnaouiñ,йыртылыу
800,versinken::V,sodellañ,батыу
801,vergehen::V,tremen,үтеү
802,erscheinen::V,donet war-wel,килеп сығыу
803,verschwinden::V,monet diwar wel,юғалыу
804,sinken::V,en em izelat,түбәнәйеү
805,abnehmen::V,nebeutaat,кәметеү
806,zunehmen::V,kreskiñ,артыу
807,steigen::V,sevel,күтәрелеү
808,wachsen::V,kreskiñ,үҫеү
809,glänzen::V,lugernañ,ялтырау
810,funkeln::V,elieniñ,баҙлау
811,lärmen::V,rabotat,шаулау
812,klirren::V,diridignat,шылтыратыу
813,klirren::V,sterlinkañ,шылтыратыу
814,brausen::V,gwegal,ҡотороноу
815,rauschen::V,trouzal,шыптырлау
816,klingen::V,seniñ,яңғырау
817,bellen::V,harzhal,өрөү
818,heulen::V,yudal,олоу
819,blasen::V,c'hwezhañ,өрөү
820,pfeifen::V,c'hwitellat,һызғырып ебәреү
821,schreien::V,huchal,ҡысҡырыу
822,stöhnen::V,hirvoudiñ,уңғырашыу
823,zittern::V,krenañ,ҡалтырау
824,leben::V,bevañ,йәшәү
825,geboren werden::V,genel,тыуыу
826,atmen::V,tennañ e anal,тын алыү
827,trinken::V,evañ,эсеү
828,essen::V,debriñ,ашау
829,schlucken::V,lonkañ,йотоу
830,müde werden::V,skuizhañ,арыу
831,einschlafen::V,menel kousket,йоҡлап китеү
832,schlafen::V,kousket,йоҡлау
833,aufwachen::V,dihuniñ,уяныу
834,aufstehen::V,sevel,тороу
835,sich erholen::V,diskuizhañ,ял итеү
836,krank werden::V,klañviñ,сирләү
837,krank sein::V,bezañ klañv,сирләү
838,schmerzen::V,skourjezañ,ауыртыу
839,husten::V,pasaat,йүтәлләү
840,husten::V,peudal,йүтәлләү
841,genesen::V,pareañ,һауығыу
842,sterben::V,mervel,үлеү
843,umkommen::V,perisañ,һәләк булыу
844,sich bewegen::V,bouljal,хәрәкәт итеү
845,sich rühren::V,fiñval,ҡуҙғалыу
846,sich erheben::V,sevel,тороу
847,sich setzen::V,azezañ,ултырыу
848,sich setzen::V,mont en e goazez,ултырыу
849,hinfallen::V,kouezhañ,ҡолау
850,laufen::V,redek,йөрөү
851,schreiten::V,kerzhet,атлау
852,spazierengehen::V,pourmen,ял итеп йороү
853,eilen::V,hastañ,ашығыу
854,eilen::V,hastañ,ҡабаланыу
855,sich beeilen::V,hastañ,ашығыу
856,sich beeilen::V,hastañ,ҡабаланыу
857,sausen::V,karzhañ,елеү
858,rennen::V,redek,йүгеп йөрөү
859,springen::V,lammat,һикереү
860,klettern::V,krimpat,үрмәләү
861,klettern::V,krimpat,үрмәләп менеү
862,schaukeln::V,brañsellat,сайҡалыу
863,kriechen::V,skrampañ,шыуышыу
864,schwimmen::V,neuial,йоҙөү
865,tauchen::V,splujañ,сумыу
866,rudern::V,roeñvat,ишеү
867,fahren::V,kas,йөрөү
868,fahren::V,bleniañ,йөрөү
869,fliegen::V,nijal,осоу
870,gehen::V,mont,барыу
871,weggehen::V,mont kuit,китеү
872,abfahren::V,mont kuit,сығыу
873,anhalten::V,chom a-sav,тукталыу
874,hineingehen::V,monet e-barzh,инеү
875,eintreten::V,monet e-barzh,инеү
876,kommen::V,dont,килеү
877,ankommen::V,erruout,килеү
878,zurückkommen::V,addonet,ҡайтыу
879,bleiben::V,chom,ҡалыу
880,warten::V,gortoz,көтөп тороу
881,erwarten::V,gortoz,көтөү
882,suchen::V,klask,эҙләү
883,finden::V,kavout,табыу
884,versuchen::V,klask,тырышып ҡарау
885,vorbereiten::V,aozañ,әҙерләү
886,lieben::V,karout,яратыу
887,mögen::V,karout,һөйөү
888,mögen::V,karout,яратыу
889,lachen::V,c'hoarzin,көлөү
890,rühren::V,tenerañ,ҡағылыу
891,weinen::V,gouelañ,илау
892,schimpfen::V,krozal,һүгенеү
893,schimpfen::V,krozal,тиргәнеү
894,schimpfen::V,krozal,һуҡраныу
895,sich ärgern::V,fachañ,асыуланыу
896,sich ärgern::V,en em fachañ,асыуланыу
897,fliehen::V,tec'het,ҡасыу
898,flüchten::V,tuzañ,ҡасыу
899,sehen::V,gwelet,күреү
900,anschauen::V,sellout ouzh,ҡарау
901,ansehen::V,sellout ouzh,ҡарау
902,ansehen::V,sellout ouzh,тикшереү
903,hören::V,klevet,ишетеү
904,zuhören::V,selaou,тыңлау
905,probieren::V,blasa,татыу
906,riechen::V,klevet,еҫкәү
907,fühlen::V,santout,тойоу
908,scheinen::V,diskouez bezañ,кеүек күренеү
909,scheinen::V,diskouez bezañ,тойолоу
910,zu sehen sein::V,bezañ gwelus,күренеү
911,vernehmen::V,merzhañ,ишетеү
912,frieren::V,anoued,туңыү
913,tun::V,ober,яһау
914,tun::V,ober,әшләү
915,können::V,gouzout,алыу
916,können::V,gouzout,мөмкин булыу
917,wollen::V,fellout da,теләү
918,wollen::V,kaout c'hoant da,теләү
919,anfangen::V,kregiñ,башлау
920,beenden::V,achuiñ,бөтөрөү
921,beenden::V,achuiñ,тамамлау
922,aufhören::V,paouez,туктау
923,öffnen::V,digeriñ,асыу
924,schließen::V,serriñ,йомоу
925,stellen::V,lakaat,ҡуйыу
926,setzen::V,lakaat,урынлаштырыу
927,legen::V,lakaat,һалыу
928,berühren::V,touch,тейеү
929,berühren::V,touch,ҡағылыу
930,verbinden::V,eren,ҡушыу
931,verbinden::V,eren,бәйләү
932,bedecken::V,goloiñ,ҡаплау
933,aufhängen::V,istribilhañ,элеү
934,anzünden::V,alumiñ,тоҡандырыу
935,anzünden::V,c'hwezzañ,тоҡандырыу
936,aufheben::V,dastum,мендереү
937,zurücklassen::V,lezel,ҡалдырыу
938,verlieren::V,koll,юғалтыу
939,fallen lassen::V,laoskel,төшөрөп ебәреү
940,fallen lassen::V,lezel da gouezhel,төшөрөп ебәреү
941,machen::V,ober,яһау
942,machen::V,ober,эшләү
943,herstellen::V,fardañ,эшләп сығарыу
944,bauen::V,sevel,төҙөү
945,reparieren::V,adaozañ,төҙәтеү
946,verbessern::V,gwellaat,яҡшыртыу
947,ändern::V,cheñch,үҙгәртеү
948,graben::V,kleuzañ,ҡаҙыу
949,beugen::V,plegañ,бөгөү
950,biegen::V,krommañ,бөгөү
951,drehen::V,treiñ,өйрөлтөү
952,drehen::V,treiñ,әйләндереү
953,wenden::V,treiñ,әйләндереү
954,umdrehen::V,treiñ,түңкәреү
955,heben::V,sevel,күтәреү
956,heben::V,sevel,мендереү
957,hochheben::V,sevel,күтәреү
958,ergreifen::V,kemer,тотоп алыу
959,halten::V,dalc'hen,тотоу
960,drücken::V,bountañ,ҡыҫыу
961,schieben::V,poulzañ,этеү
962,schieben::V,poulzañ,төртөү
963,kratzen::V,skrabat,ҡырыу
964,lecken::V,lipat,ялау
965,beißen::V,kregiñ,тешләү
966,abreißen::V,diframmañ,өҙөү
967,abschneiden::V,troc'hañ,ҡырҡыу
968,binden::V,stagañ,бәйләү
969,stecken::V,sankañ,ҡаҙау
970,brechen::V,darnaouiñ,боҙоу
971,klopfen::V,skoiñ,шаҡылдау
972,hauen::V,dornañ,туҡмау
973,kleben::V,pegañ,йәбештереү
974,reiben::V,taravat,ыуыу
975,reiben::V,taravat,ышҡыу
976,reiben::V,trekiñ,ыуыу
977,reiben::V,trekiñ,ышҡыу
978,streichen::V,toazañ,яғыу
979,schleifen::V,lemmañ,үткерләү
980,schneiden::V,troc'hañ,ҡырҡыу
981,rütteln::V,tordorosañ,һелкетеү
982,schütteln::V,hejañ,һелкетеү
983,schütten::V,diskargañ,ҡойоу
984,füllen::V,kargañ,тултырыу
985,einwickeln::V,gronnañ,төрөү
986,tragen::V,dougen,алып барыу
987,schleppen::V,stlejal,һөйрәү
988,ziehen::V,sachañ,тартыу
989,aufbewahren::V,miret,һаҡлау
990,werfen::V,teuler,ырғытыу
991,fangen::V,tapañ,тотоу
992,packen::V,krapat,етеү
993,packen::V,krapat,тотоп алыу
994,verstecken::V,kuzhat,йәшереү
995,teilen::V,rannañ,бүлеү
996,schicken::V,kas,ебәреү
997,bringen::V,degas,килтереү
998,hinzufügen::V,lakat ouzhpenn,өтәү
999,bekommen::V,kaout,алыу
1000,erhalten::V,kaout,алыу
1001,nehmen::V,kemer,алыу
1002,wählen::V,choaz,һайлаү
1003,auswählen::V,dibab,һайлап алыу
1004,bewahren::V,mirout,һаҡлау
1005,behindern::V,diaezañ,тотҡарлыҡ яһау
1006,verderben::V,lovrañ,боҙоу
1007,beschädigen::V,gwallegañ,боҙоу
1008,zerbrechen::V,torriñ,ҡыйратыу
1009,zerreißen::V,diroegiñ,йыртыу
1010,zerstören::V,distrujañ,емереү
1011,verbrennen::V,deviñ,үртәү
1012,geben::V,reiñ,биреү
1013,schenken::V,donezonañ,бүләк итеү
1014,versprechen::V,prometiñ,вәғәҙә биреү
1015,wünschen::V,hetiñ,теләу
1016,loben::V,feurmiñ,маҡтау
1017,küssen::V,pokat,үбеү
1018,wiegen::V,pouezañ,бәүетеү
1019,wiegen::V,pouezañ,тирбәтеү
1020,zudecken::V,goloiñ,ҡаплау
1021,wecken::V,dihuniñ,уятыу
1022,zeigen::V,diskouez,күрһәтеү
1023,führen::V,kas,етәкләү
1024,lehren::V,deskiñ,уҡытыу
1025,lehren::V,deskiñ,өйрәтеү
1026,unterrichten::V,kelenn,уҡытыу
1027,leiten::V,bleinañ,етәкләү
1028,leiten::V,bleinañ,етәкселек итеү
1029,antreiben::V,poulzañ,ашыҡтырыу
1030,lassen::V,leuskel,мәжбүр итеү
1031,einladen::V,pediñ,саҡырыу
1032,vereinigen::V,unisañ,берләштереү
1033,besuchen::V,gweladenniñ,килеп сығыу
1034,treffen::V,kejal,тойоү
1035,treffen::V,kejal,осратыу
1036,treffen::V,kejal,ҡаршылау
1037,treffen::V,ankontrañ,тойоү
1038,treffen::V,ankontrañ,осратыу
1039,treffen::V,ankontrañ,ҡаршылау
1040,sich versammeln::V,bodennañ,йыйылыу
1041,spielen::V,c'hoari,тартыу
1042,singen::V,kanañ,йырлау
1043,tanzen::V,dañsal,бейеү
1044,sich trennen::V,dispartiañ,айырылышыу
1045,verlassen::V,lezel,ташлау
1046,verlassen::V,lezel,ташлап китеү
1047,retten::V,saveteiñ,ҡотҡарыу
1048,bewachen::V,mesa,һаҡлау
1049,schützen::V,diwall,һаҡлау
1050,verteidigen::V,difenn,яҡлау
1051,sich schlagen::V,lopañ,һуғышыу
1052,siegen::V,trec'hiñ,еңеү
1053,ärgern::V,hegasiñ,асыуландырыу
1054,schlagen::V,skeiñ,бәреү
1055,schlagen::V,skeiñ,туҡмау
1056,treten::V,botaouiñ,тибеү
1057,treten::V,botaouiñ,типкеләү
1058,stechen::V,pikat,сәнсеү
1059,stoßen::V,stokañ,этеү
1060,stoßen::V,stokañ,төртөү
1061,stehlen::V,laerezh,урлау
1062,stören::V,direnkañ,ҡамасаулау
1063,belästigen::V,dregasiñ,бимазалау
1064,belästigen::V,dregasiñ,ҡамасаулау
1065,verbergen::V,skoachañ,йәшереү
1066,täuschen::V,tromplañ,ултыртыу
1067,betrügen::V,lorbañ,алдау
1068,töten::V,lazhañ,үлтереү
1069,wohnen::V,bezañ o chom,йәшәү
1070,arbeiten::V,labourat,эшләү
1071,sammeln::V,dastum,йыйыу
1072,pflücken::V,kuntuilhañ,өҙөү
1073,jagen::V,chaseal,аулау
1074,fischen::V,pesketa,аулау
1075,fassen::V,pakañ,тотоу
1076,hüten::V,geota,көтөү
1077,anbinden::V,stagañ,бәйләү
1078,füttern::V,boueta,ашатыу
1079,melken::V,goro,һауыү
1080,hacken::V,difrakal,турау
1081,hacken::V,difrakal,тапау
1082,gießen::V,dourañ,ҡойоу
1083,reifen::V,azviñ,өлғөрөү
1084,zubereiten::V,keginañ,бешереү
1085,kochen::V,poazhañ,бешереү
1086,backen::V,fritañ,бешереү
1087,braten::V,rostañ,ҡурыу
1088,stricken::V,stammañ,бәйләү
1089,nähen::V,gwriat,тегеү
1090,färben::V,livañ,буяу
1091,reinigen::V,naetañ,таҙартыу
1092,waschen::V,gwalc'hiñ,йыуыу
1093,abwischen::V,torchañ,һөртөү
1094,spülen::V,disgwalc'hiñ,сайҡау
1095,fegen::V,skubañ,һепереү
1096,kehren::V,skubañ,һепереү
1097,baden::V,kouronkañ,һыу инеү
1098,sich waschen::V,en em walc'hiñ,йыуыныу
1099,sich anziehen::V,gwiskañ,кейенеү
1100,kämmen::V,kribat,тарау
1101,schmücken::V,kinklañ,биҙәү
1102,sagen::V,larêt,әйтеү
1103,sagen::V,lavaret,әйтеү
1104,sprechen::V,komz,әйтеү
1105,sprechen::V,komz,һөйләшеү
1106,reden::V,kaozeal,һөйләшеү
1107,sich unterhalten::V,balbotal,әңгәмәләшеү
1108,fragen::V,goulenn,һорау
1109,bitten::V,goulenn,үтенеү
1110,erzählen::V,kontañ,һөйләү
1111,mitteilen::V,kemenn,әйтеү
1112,nennen::V,anviñ,атау
1113,nennen::V,anviñ,исемләү
1114,rufen::V,gelver,саҡырыу
1115,prahlen::V,fougeal,маҡтаныу
1116,prahlen::V,fougeal,шапырыныу
1117,übersetzen::V,treiñ,тәржемә итеү
1118,denken::V,soñjal,уйлау
1119,glauben::V,krediñ,ышаныу
1120,bemerken::V,apresevañ,күреү
1121,erkennen::V,anavout,таныу
1122,begreifen::V,meizañ,аңлау
1123,verstehen::V,kompren,аңлау
1124,lernen::V,deskiñ,өйрәнеү
1125,wissen::V,gouzout,белеү
1126,sich erinnern an::V,kaout soñj e,хәтергә алыу
1127,vergessen::V,ankouaat,онотоу
1128,messen::V,muzuliañ,үлсәү
1129,zählen::V,kontañ,һанау
1130,rechnen::V,jedañ,һанау
1131,lesen::V,lenn,уҡыу
1132,malen::V,livañ,һүрәт яһау
1133,malen::V,livañ,рәсем төшөрөү
1134,zeichnen::V,tresañ,һүрәт яһау
1135,zeichnen::V,tresañ,рәсем төшөрөү
1136,schreiben::V,skrivañ,яҙыу
1137,besitzen::V,kaout,биләү
1138,kaufen::V,prenañ,һатып алыу
1139,verkaufen::V,gwerzhañ,һатыу
1140,bezahlen::V,paeañ,түләү
1141,zahlen::V,paeañ,түләү
1142,beherrschen::V,mestroniañ,биләү
1143,ertragen::V,anduriñ,түҙеү
1144,Grube::N,,соҡор
1145,Spur::N,,әҫер
1146,Lehm::N,,балсыҡ
1147,Laut::N,,тауыш
1148,Winkel::N,,мөйөш
1149,Lagerfeuer::N,,костер
1150,vergebens::ADV,,бушҡа
1151,untergehen[Sonne]::V,,байыу
1152,läuten::V,,ҡағыу
1153,klingeln::V,,ҡағыу
1154,klingeln::V,,шылтыратыу
1155,sich fürchten::V,,ҡурҡыу
1156,fürchten::V,,ҡурҡыу
1157,gelingen::V,,уңышлы булыу
1158,geraten::V,,булып сығыу
1159,schwenken::V,,болғау
1160,reichen::V,,биреү
1161,aufziehen::V,,тәрбиәле
1162,schießen::V,,атыу
1163,treiben::V,,ҡыуыу
1164,umrühren::V,,ҡатнаштырыу
1165,ausziehen::V,,сисеү
1166,anziehen::V,,кейеү
