,Concept_ID,en,cs
881,weggehen::V,go away,odejít
882,abfahren::V,depart,odjet
883,anhalten::V,stop,zastavit se
884,hineingehen::V,go in,vcházet se
885,eintreten::V,enter,vstoupit
886,kommen::V,come,přijít
887,ankommen::V,arrive,dojít
888,zurückkommen::V,come back,vrátit se
889,bleiben::V,stay,zůstat
890,warten::V,wait,čekat
891,erwarten::V,wait for,čekat na
892,suchen::V,seek,hledat
893,suchen::V,look for,hledat
894,finden::V,find,najít
895,versuchen::V,try,zkoušet
896,vorbereiten::V,prepare,připravit
897,lieben::V,love,milovat
898,mögen::V,like,mít rád
899,lachen::V,laugh,smát se
900,rühren::V,move,dojmout
901,weinen::V,weep,plakat
902,schimpfen::V,grumble,nadávat
903,sich ärgern::V,be annoyed,pohoršit se
904,sich fürchten::V,be afraid,bát se
905,fürchten::V,be afraid of,bát se
906,fliehen::V,flee,utéct
907,flüchten::V,escape,prchnout
908,sehen::V,see,vidět
909,anschauen::V,look at,podívat se na
910,ansehen::V,watch,sledovat
911,hören::V,hear,slyšet
912,zuhören::V,listen,poslouchat
913,probieren::V,taste,ochutnávat
914,riechen::V,smell,cítit
915,fühlen::V,feel,cítit
916,scheinen::V,seem,zdát se
917,zu sehen sein::V,show,moci být viděn
918,vernehmen::V,hear,uslyšet
919,frieren::V,be cold,mrznout
920,tun::V,do,dělat
921,können::V,can,moct
922,wollen::V,want,chtít
923,anfangen::V,start,začít
924,beenden::V,finish,ukončit
925,aufhören::V,stop,přestat
926,gelingen::V,succeed,podařit se
927,geraten::V,turn out,dařit se
928,öffnen::V,open,otevřít
929,schließen::V,close,zavřít
930,stellen::V,put,postavit
931,setzen::V,place,posadit
932,legen::V,lay,klást
933,legen::V,lay,položit
934,berühren::V,touch,dotýkat se
935,verbinden::V,connect,spojit
936,bedecken::V,cover,pokrýt
937,aufhängen::V,hang up,oběsit
938,aufhängen::V,hang up,pověsit
939,anzünden::V,light,zapálit
940,anzünden::V,light,podpálit
941,aufheben::V,pick up,zvednout
942,aufheben::V,pick up,zdvihnout
943,zurücklassen::V,leave,zanechat
944,verlieren::V,lose,ztratit
945,fallen lassen::V,drop,upustit
946,machen::V,make,udělat
947,herstellen::V,produce,vyrobit
948,bauen::V,build,stavět
949,bauen::V,build,budovat
950,reparieren::V,mend,opravit
951,verbessern::V,improve,zlepšit
952,ändern::V,alter,změnit
953,graben::V,dig,rýt
954,graben::V,dig,kopat
955,beugen::V,bow,ohnout
956,biegen::V,bend,ohnout
957,drehen::V,spin,točit
958,wenden::V,turn,obrátit
959,umdrehen::V,turn around,obrátit
960,heben::V,raise,zdvihnout
961,hochheben::V,lift,zvednout
962,ergreifen::V,seize,chopit se
963,halten::V,hold,držet
964,drücken::V,press,stisknout
965,schieben::V,push,posouvat
966,kratzen::V,scrape,škrábat
967,lecken::V,lick,lízat
968,beißen::V,bite,kousat
969,abreißen::V,tear off,utrhat
970,abreißen::V,tear off,odtrhat
971,abschneiden::V,cut off,uřezat
972,abschneiden::V,cut off,ukrojit
973,binden::V,tie,přivázat
974,stecken::V,stick,strčit
975,brechen::V,break,lomit
976,klopfen::V,knock,ťukat
977,klopfen::V,knock,klepat
978,hauen::V,hit,bít
979,kleben::V,glue,lepit
980,reiben::V,rub,třít
981,streichen::V,spread,mazat
982,schleifen::V,grind,brousit
983,schneiden::V,cut,řezat
984,schneiden::V,cut,střihat
985,rütteln::V,jolt,třást
986,rütteln::V,jolt,otřást
987,schütteln::V,shake,třást
988,schütteln::V,shake,zatřást
989,schwenken::V,swing,mávat
990,schütten::V,pour,nasypat
991,füllen::V,fill,naplnit
992,einwickeln::V,wrap,zavinout
993,tragen::V,carry,nést
994,schleppen::V,drag,vléct
995,ziehen::V,pull,tahat
996,ziehen::V,pull,táhnout
997,aufbewahren::V,keep,schovat
998,werfen::V,throw,házet
999,fangen::V,catch,chytat
1000,packen::V,grab,uchvátit
1001,verstecken::V,hide,schovat
1002,teilen::V,divide,rozdělit
1003,schicken::V,send,posílat
1004,bringen::V,bring,přinést
1005,hinzufügen::V,add,připojit
1006,bekommen::V,get,dostat
1007,erhalten::V,receive,uchovat
1008,nehmen::V,take,vzít
1009,wählen::V,choose,zvolit
1010,auswählen::V,select,vybrat
1011,bewahren::V,preserve,uchránit
1012,behindern::V,hinder,překážet
1013,verderben::V,spoil,zkazit
1014,beschädigen::V,damage,porušit
1015,beschädigen::V,damage,poškodit
1016,zerbrechen::V,break,rozlámat
1017,zerreißen::V,tear,roztrhnout
1018,zerstören::V,destroy,zničit
1019,verbrennen::V,burn,spálit
1020,geben::V,give,dát
1021,reichen::V,hand,podat
1022,schenken::V,give,darovat
1023,versprechen::V,promise,slíbit
1024,wünschen::V,wish,přát
1025,loben::V,praise,chválit
1026,küssen::V,kiss,líbat
1027,wiegen::V,rock,chovat
1028,wiegen::V,rock,kolébat
1029,zudecken::V,cover,přikrýt
1030,zudecken::V,cover,přiklopit
1031,wecken::V,wake,vzbudit
1032,zeigen::V,show,ukázat
1033,führen::V,guide,vést
1034,lehren::V,teach,učit
1035,unterrichten::V,instruct,vyučovat
1036,aufziehen::V,bring up,vychovat
1037,leiten::V,lead,vodit
1038,antreiben::V,urge,nutit
1039,lassen::V,let,dát
1040,einladen::V,invite,pozvat
1041,vereinigen::V,unite,spojit
1042,besuchen::V,visit,návštívit
1043,treffen::V,meet,potkat
1044,sich versammeln::V,assemble,shromáždit se
1045,spielen::V,play,hrát
1046,singen::V,sing,zpívat
1047,tanzen::V,dance,tančit
1048,sich trennen::V,separate,rozejít se
1049,verlassen::V,leave,opustit
1050,retten::V,rescue,zachránit
1051,bewachen::V,guard,hlídat
1052,schützen::V,protect,chránit
1053,verteidigen::V,defend,obhájit
1054,sich schlagen::V,brawl,bít se
1055,schießen::V,shoot,střílet
1056,siegen::V,win,zvítězit
1057,ärgern::V,annoy,zlobit
1058,ärgern::V,annoy,pohoršit
1059,schlagen::V,beat,udeřit
1060,schlagen::V,beat,praštit
1061,treten::V,kick,kopnout
1062,stechen::V,sting,bodnout
1063,stechen::V,sting,píchnout
1064,stoßen::V,shove,strčit
1065,stehlen::V,steal,ukrást
1066,stören::V,disturb,vyrušit
1067,belästigen::V,bother,obtěžovat
1068,verbergen::V,conceal,skrýt
1069,täuschen::V,deceive,klamat
1070,betrügen::V,cheat,podvést
1071,töten::V,kill,zabít
1072,wohnen::V,dwell,bydlit
1073,arbeiten::V,work,pracovat
1074,sammeln::V,gather,sebrat
1075,pflücken::V,pick,česat
1076,jagen::V,hunt,uhonit
1077,fischen::V,fish,chytat ryby
1078,fassen::V,catch,ulovit
1079,hüten::V,herd,pást
1080,treiben::V,drive,hnát
1081,anbinden::V,tie up,přivázat
1082,füttern::V,feed,krmit
1083,melken::V,milk,dojit
1084,hacken::V,chop,seknout
1085,gießen::V,water,zalít
1086,reifen::V,ripen,uzrát
1087,zubereiten::V,cook,připravit
1088,kochen::V,boil,vařit
1089,backen::V,bake,péct
1090,braten::V,fry,smažit
1091,umrühren::V,stir,zamíchat
1092,stricken::V,knit,plést
1093,nähen::V,sew,šít
1094,färben::V,dye,nabarvit
1095,reinigen::V,clean,očistit
1096,waschen::V,wash,mýt
1097,abwischen::V,wipe,utřít
1098,spülen::V,rinse,spláchnout
1099,fegen::V,sweep,zamést
1100,kehren::V,sweep,mést
1101,baden::V,bath,koupat se
1102,sich waschen::V,wash,mýt se
1103,ausziehen::V,take off,svléct
1104,anziehen::V,put on,obléct
1105,sich anziehen::V,get dressed,oblékat se
1106,kämmen::V,comb,učesat
1107,schmücken::V,decorate,ozdobit
1108,sagen::V,say,říct
1109,sprechen::V,speak,mluvit
1110,reden::V,talk,hovořit
1111,sich unterhalten::V,chat,povídat se
1112,fragen::V,ask,zeptat se
1113,bitten::V,request,prosit
1114,erzählen::V,tell,povídat
1115,mitteilen::V,convey,sdělit
1116,mitteilen::V,convey,oznámit
1117,nennen::V,name,nazvat
1118,rufen::V,call,volat
1119,rufen::V,call,zavolat
1120,prahlen::V,brag,chlubit se
1121,übersetzen::V,translate,přeložit
1122,denken::V,think,myslit
1123,glauben::V,believe,věřit
1124,bemerken::V,notice,zpozorovat
1125,erkennen::V,recognize,poznat
1126,begreifen::V,grasp,pochopit
1127,verstehen::V,understand,porozumět
1128,lernen::V,learn,učit se
1129,wissen::V,know,vědět
1130,sich erinnern an::V,remember,vzpomínat si na
1131,vergessen::V,forget,zapomínat
1132,messen::V,measure,měřit
1133,zählen::V,count,spočítat
1134,rechnen::V,calculate,počítat
1135,lesen::V,read,číst
1136,malen::V,paint,malovat
1137,zeichnen::V,draw,rýsovat
1138,schreiben::V,write,psát
1139,besitzen::V,own,mít
1140,besitzen::V,own,vlastnit
1141,kaufen::V,buy,koupit
1142,verkaufen::V,sell,prodat
1143,bezahlen::V,pay for,zaplatit
1144,zahlen::V,pay,platit
1145,beherrschen::V,rule,ovládat
1146,ertragen::V,endure,snést
