,Concept_ID,,tt
271,Gast::N,,кунак
272,Geschenk::N,,бүләк
273,Spiel::N,,уен
274,Gesellschaft::N,,җәмгыять
275,Hilfe::N,,ярдәм
276,Hilfe::N,,булышлык
277,Freund::N,,дус
278,Kamerad::N,,иптәш
279,Angelegenheit::N,,эш
280,Anzahl::N,,микъдар
281,Art::N,,төр
282,Stück::N,,кисәк
283,Teil::N,,өлеш
284,Hälfte::N,,ярым
285,Kreis::N,,түгәрәк
286,Kreuz::N,,хач
287,Kreuz::N,,тәре
288,Linie::N,,сызык
289,Strich::N,,сызык
290,Abstand::N,,ара
291,Entfernung::N,,ераклык
292,Gegend::N,,урын
293,Platz::N,,бушлык
294,Ort::N,,урын
295,Seite::N,,як
296,Mitte::N,,урта
297,Gegenstand::N,,нәрсә
298,Sache::N,,нәрсә
299,Rand::N,,чит
300,Kante::N,,кырый
301,Ecke::N,,почмак
302,Spitze::N,,оч
303,Ende::N,,азак
304,Loch::N,,тишек
305,Winkel::N,,почмак
306,Muster::N,,парча
307,Größe::N,,зурлык
308,Länge::N,,озынлык
309,Höhe::N,,биеклек
310,Gewicht::N,,авырлык
311,Menge::N,,микъдар
312,Haufen::N,,өем
313,Reihe::N,,рәт
314,Boot::N,,каек
315,Boot::N,,көймә
316,Ruder::N,,ишкәк
317,Schlitten::N,,чана
318,Ski::N,,чаңгы
319,Lagerfeuer::N,,костёр
320,Last::N,,йөк
321,Gang::N,,йөреш
322,Schritt::N,,адым
323,Norden::N,,төньяк
324,Süden::N,,көньяк
325,Westen::N,,көнбатыш
326,Osten::N,,шәрык
327,Osten::N,,көнчыгыш
328,Holz::N,,агач
329,Brett::N,,такта
330,Platte::N,,плитә
331,Stütze::N,,таяу
332,Stange::N,,колга
333,Stock::N,,таяк
334,Stab::N,,таяк
335,Rohr::N,,торба
336,Haus::N,,өй
337,Haus::N,,йорт
338,Heim::N,,гаилә
339,Heim::N,,нәсел
340,Ofen::N,,мич
341,Fußboden::N,,идән
342,Tisch::N,,өстәл
343,Stuhl::N,,утыргыч
344,Wiege::N,,бишек
345,Bett::N,,ятак
346,Bett::N,,урын-җир
347,Regal::N,,киштә
348,Regal::N,,шүрлек
349,Kiste::N,,әрҗә
350,Fenster::N,,тәрәзә
351,Tür::N,,ишек
352,Tor::N,,капка
353,Zaun::N,,койма
354,Dach::N,,түбә
355,Leiter::N,,баскыч
356,Besen::N,,себерке
357,Spaten::N,,көрәк
358,Schaufel::N,,көрәк
359,Gabel::N,,чәннечке
360,Löffel::N,,кашык
361,Messer::N,,пычак
362,Nagel::N,,кадак
363,Netz::N,,челтәр
364,Haken::N,,ыргак
365,Griff::N,,тотка
366,Schloss::N,,йозак
367,Bild::N,,рәсем
368,Bild::N,,картина
369,Figur::N,,сын
370,Figur::N,,фигура
371,Puppe::N,,курчак
372,Beutel::N,,луза
373,Bündel::N,,бәйләм
374,Tasche::N,,букча
375,Eimer::N,,чиләк
376,Deckel::N,,капкач
377,Geschirr::N,,савыт-саба
378,Geschirr::N,,кашык-аяк
379,Sack::N,,капчык
380,Tasse::N,,чынаяк
381,Topf::N,,чүлмәк
382,Kessel::N,,казан
383,Essen::N,,ашау
384,Nahrung::N,,азык
385,Nahrung::N,,тәгам
386,Nahrung::N,,ашамлык
387,Speise::N,,ризык
388,Fleisch::N,,ит
389,Getreide::N,,ашлык
390,Brei::N,,ботка
391,Brot::N,,ипи
392,Brot::N,,икмәк
393,Scheibe::N,,телем
394,Fett::N,,май
395,Butter::N,,май
396,Öl::N,,май
397,Salz::N,,тоз
398,Suppe::N,,шулпа
399,Honig::N,,бал
400,Milch::N,,сөт
401,Tee::N,,чәй
402,Leder::N,,күн
403,Wolle::N,,йон
404,Stoff::N,,тукыма
405,Nadel::N,,энә
406,Faden::N,,җеп
407,Knopf::N,,төймә
408,Knoten::N,,төен
409,Farbe::N,,буяу
410,Kleidung::N,,кием
411,Hemd::N,,күлмәк
412,Kragen::N,,яка
413,Ärmel::N,,җиң
414,Hose::N,,чалбар
415,Gürtel::N,,билбау
416,Mütze::N,,бүрек
417,Schuh::N,,башмак
418,Stiefel::N,,итек
419,Ring::N,,балдак
420,Band::N,,тасма
421,Kamm::N,,тарак
422,Spiegel::N,,көзге
423,Riemen::N,,каеш
424,Schnur::N,,бау
425,Leine::N,,тезген
426,Decke::N,,юрган
427,Kissen::N,,мендәр
428,Tuch::N,,яулык
429,Handtuch::N,,сөлгә
430,Kraft::N,,егәр
431,Kraft::N,,дәрман
432,Stärke::N,,көч
433,Stärke::N,,дәрман
434,Gesundheit::N,,саулык
435,Krankheit::N,,чир
436,Krankheit::N,,хаста
437,Krankheit::N,,сырхау
438,Schmerz::N,,авырту
439,Wunde::N,,яра
440,Wunde::N,,җәрәхәт
441,Fieber::N,,бизгәк
442,Arznei::N,,дару
443,Brücke::N,,күпер
444,Brunnen::N,,кое
445,Weide::N,,утлавык
446,Pfad::N,,сукмак
447,Weg::N,,юл
448,Straße::N,,урам
449,Dorf::N,,авыл
450,Stadt::N,,шәһәр
451,Brief::N,,хат
452,Buch::N,,китап
453,Buchstabe::N,,хәреф
454,Zeitung::N,,газет
455,Zeitung::N,,газета
456,Leben::N,,гомер
457,Leben::N,,тормыш
458,Leben::N,,тереклек
459,Tod::N,,үлем
460,Grab::N,,гүр
461,Grab::N,,кабер
462,Kirche::N,,чиркәү
463,Sünde::N,,язык
464,Sünde::N,,гөнаһ
465,Gott::N,,алла
466,Gott::N,,ходай
467,Arbeiter::N,,эшче
468,Chef::N,,башлык
469,Meister::N,,оста
470,Arzt::N,,врач
471,Arzt::N,,табиб
472,Lehrer::N,,укытучы
473,Lehrer::N,,мөгаллим
474,Geld::N,,акча
475,Geschäft::N,,эш
476,Laden::N,,кибет
477,Laden::N,,магазин
478,Preis::N,,бәя
479,Preis::N,,бәһа
480,Ware::N,,товар
481,Nutzen::N,,файда
482,Reichtum::N,,байлык
483,Welt::N,,дөнья
484,Land::N,,ил
485,Staat::N,,дәүләт
486,König::N,,патша
487,Macht::N,,хакимият
488,Grenze::N,,чик
489,Krieg::N,,сугыш
490,Feind::N,,дошман
491,Gewalt::N,,көчләү
492,Kampf::N,,көрәш
493,Bogen[Waffe]::N,,җәя
494,Pfeil::N,,ук
495,Gewehr::N,,мылтык
496,Fehler::N,,хата
497,Lüge::N,,ялган
498,Schaden::N,,зыян
499,Schaden::N,,зарар
500,Unglück::N,,бәла
501,Schuld::N,,гаеп
502,Alter::N,,яшь
503,Schluss::N,,ахыр
504,Zeit::N,,заман
505,Tag::N,,көн
506,Morgen::N,,иртә
507,Mittag::N,,өйлә
508,Abend::N,,кич
509,Nacht::N,,төн
510,Woche::N,,атна
511,Monat::N,,ай
512,Jahr::N,,ел
513,Frühling::N,,яз
514,Sommer::N,,җәй
515,Herbst::N,,көз
516,Winter::N,,кыш
517,Januar::N,,гыйнвар
518,Februar::N,,февраль
519,März::N,,март
520,April::N,,апрель
521,Mai::N,,май
522,Juni::N,,июнь
523,Juli::N,,июль
524,August::N,,август
525,September::N,,сентябрь
526,Oktober::N,,октябрь
527,November::N,,ноябрь
528,Dezember::N,,декабрь
529,Montag::N,,дүшәмбе
530,Dienstag::N,,сишәмбе
531,Mittwoch::N,,чәршәмбе
532,Donnerstag::N,,атнакич
533,Donnerstag::N,,пәнҗешәмбе
534,Freitag::N,,җомга
535,Samstag::N,,шимбә
536,Sonntag::N,,якшәмбе
537,groß::A,,зур
538,klein::A,,кечкенә
539,lang::A,,озын
540,kurz::A,,кыска
541,breit::A,,киң
542,schmal::A,,кысык
543,dicht::A,,куе
544,dick[Gegenstand]::A,,калын
545,dünn::A,,нечкә
546,fein::A,,нәзакәтле
547,fest::A,,нык
548,flach::A,,яссы
549,flach::A,,ялпак
550,glatt::A,,шома
551,hart::A,,каты
552,weich::A,,йомшак
553,rund::A,,түгәрәк
554,spitz::A,,очлы
555,scharf::A,,үткен
556,stumpf::A,,үтмәс
557,schwer::A,,салмак
558,schön::A,,гүзәл
559,heiß::A,,эссе
560,warm::A,,җылы
561,kalt::A,,суык
562,kalt::A,,салкын
563,kühl::A,,салкынча
564,frisch::A,,салкынча
565,feucht::A,,юеш
566,nass::A,,дымлы
567,trocken::A,,коры
568,voll::A,,тулы
569,leer::A,,буш
570,offen::A,,ачык
571,geschlossen::A,,йомык
572,sauber::A,,пакь
573,sauber::A,,чиста
574,schmutzig::A,,керле
575,schmutzig::A,,пычрак
576,roh::A,,чи
577,reif::A,,өлгергән
578,lecker::A,,тәмле
579,süß::A,,татлы
580,bitter::A,,ачы
581,sauer::A,,әче
582,hell::A,,якты
583,dunkel::A,,кара
584,schwarz::A,,кара
585,weiß::A,,ак
586,rot::A,,кызыл
587,gelb::A,,сары
588,blau::A,,күк
589,grün::A,,яшел
590,grau::A,,соры
591,bunt::A,,чуар
592,billig::A,,арзан
593,teuer::A,,хаклы
594,wertvoll::A,,кыйммәтле
595,blind::A,,сукыр
596,blind::A,,күзсез
597,taub::A,,чукрак
598,taub::A,,саңгырау
599,kräftig::A,,егәрле
600,stark::A,,нык
601,stark::A,,базык
602,schwach::A,,зәгыйфь
603,fett::A,,симез
604,schlank::A,,нәзек
605,hübsch::A,,чибәр
606,böse::A,,усал
607,dumm::A,,акылсыз
608,faul::A,,ялкау
609,faul::A,,иренчәк
610,fleißig::A,,тырыш
611,fleißig::A,,тырышучан
612,geizig::A,,саран
613,klug::A,,акыллы
614,geschickt::A,,маһир
615,lieb::A,,сөекле
616,lustig::A,,күңелле
617,sanft::A,,басынкы
618,hungrig::A,,ач
619,krank::A,,чирле
620,krank::A,,сырхау
621,nackt::A,,шәрә
622,traurig::A,,ямансу
623,lebendig::A,,тере
624,gut::A,,яхшы
625,schlecht::A,,начар
626,richtig::A,,дөрес
627,schlimm::A,,әшәкә
628,wahr::A,,чып-чын
629,alt::A,,иске
630,neu::A,,яңа
631,ehemalig::A,,элекке
632,alt[Lebewesen]::A,,карт
633,jung::A,,яшь
634,arm::A,,фәкыйрь
635,reich::A,,бай
636,bekannt::A,,таныш
637,berühmt::A,,атаклы
638,fremd::A,,ят
639,verschieden::A,,төрле
640,nah::A,,якын
641,fern::A,,ерак
642,linker::A,,сул
643,rechter::A,,уң
644,anderer::A,,бүтән
645,erster::A,,беренче
646,zweiter::A,,икенче
647,dritter::A,,өченче
648,letzter::A,,ахыргы
649,allein::ADV,,ялгыз
650,auf einmal::ADV,,бердән
651,zusammen::ADV,,бергә
652,lange::ADV,,озак
653,plötzlich::ADV,,искәрмәстән
654,sofort::ADV,,хәзер
655,später::ADV,,соңрак
656,jetzt::ADV,,хәзер
657,heute::ADV,,бүген
658,morgen::ADV,,иртәгә
659,bald::ADV,,тиздән
660,dann::ADV,,аннары
661,gestern::ADV,,кичә
662,einst::ADV,,берчак
663,damals::ADV,,ул вакытта
664,damals::ADV,,ул чакта
665,danach::ADV,,да
666,vorher::ADV,,элек
667,zuerst::ADV,,башта
668,einmal::ADV,,бер
669,einmal::ADV,,бер мәртәбә
670,manchmal::ADV,,кайчакта
671,oft::ADV,,еш
672,immer::ADV,,һәркайчан
673,niemals::ADV,,hичбер вакыт
674,hier::ADV,,монда
675,hier::ADV,,биредә
676,hierhin::ADV,,монда
677,von hier::ADV,,моннан
678,dort::ADV,,анда
679,dorthin::ADV,,тегеләй
680,geradeaus::ADV,,турыдан-туры
681,vorwärts::ADV,,алга
682,rückwärts::ADV,,кире
683,zurück::ADV,,кире
684,unten::ADV,,түбәндә
685,hinab::ADV,,аска
686,oben::ADV,,өстә
687,oben::ADV,,югарыда
688,hinauf::ADV,,өскә
689,überall::ADV,,hәркайда
690,nicht::ADV,,түгел
691,ein wenig::ADV,,бераз
692,kaum::ADV,,көчкә
693,sehr::ADV,,бик
694,so::ADV,,алай
695,noch::ADV,,янә
696,noch::ADV,,тагын
697,nur::ADV,,фәкать
698,schon::ADV,,инде
699,wieder::ADV,,янә
700,wieder::ADV,,тагын
701,vergebens::ADV,,юкка
702,vor::PRP,,алдыннан
703,hinter::PRP,,арттан
704,unter::PRP,,астында
705,durch::PRP,,аша
706,neben::PRP,,тирәсендә
707,zwischen::PRP,,арасында
708,wegen::PRP,,сәбәпле
709,dies::PRN,,бу
710,das::PRN,,ул
711,alles::PRN,,һәммә
712,ich::PRN,,мин
713,du::PRN,,син
714,er::PRN,,ул
715,wir::PRN,,без
716,ihr::PRN,,сез
717,sie::PRN,,ул
718,was::FPRN,,ни
719,was::FPRN,,нәрсә
720,wer::FPRN,,кем
721,wo::FADV,,кайда
722,wohin::FADV,,кая
723,wie::FADV,,ничек
724,warum::FADV,,нигә
725,wieviel::FNUM,,ничә
726,eins::NUM,,бер
727,zwei::NUM,,ике
728,drei::NUM,,өч
729,vier::NUM,,дүрт
730,fünf::NUM,,биш
731,sechs::NUM,,алты
732,sieben::NUM,,җиде
733,acht::NUM,,сигез
734,neun::NUM,,тугыз
735,zehn::NUM,,ун
736,elf::NUM,,унбер
737,zwölf::NUM,,унике
738,zwanzig::NUM,,егерме
739,dreißig::NUM,,утыз
740,vierzig::NUM,,кырык
741,fünfzig::NUM,,илле
742,sechzig::NUM,,алтмыш
743,siebzig::NUM,,җитмеш
744,achtzig::NUM,,сиксән
745,neunzig::NUM,,туксан
746,hundert::NUM,,йөз
747,tausend::NUM,,мең
748,und::CNJ,,вә
749,oder::CNJ,,яки
750,oder::CNJ,,яисә
751,stehen::V,,тору
752,sitzen::V,,утыру
753,liegen::V,,яту
754,hängen::V,,эленү
755,werden::V,,булу
756,passieren::V,,булу
757,beginnen::V,,башлану
758,enden::V,,бетү
759,wechseln::V,,үзгәртү
760,aufgehen[Sonne]::V,,чыгу
761,untergehen[Sonne]::V,,бату
762,scheinen[Sonne]::V,,яктырту
763,donnern::V,,күкрәү
764,wehen::V,,исү
765,strömen::V,,агу
766,fließen::V,,агу
767,sich drehen::V,,бөтерелү
768,schwanken::V,,икеләнү
769,schwingen::V,,тирбәлү
770,fallen::V,,егылу
771,brennen::V,,яну
772,rauchen::V,,төтәү
773,rauchen::V,,төтенләү
774,regnen::V,,яву
775,gefrieren::V,,кату
776,tauen::V,,эрү
777,tauen::V,,эретү
778,schmelzen::V,,эрү
779,schmelzen::V,,эретү
780,trocknen::V,,кибү
781,sieden::V,,ургылу
782,faulen::V,,черү
783,verfaulen::V,,черү
784,reißen::V,,өзелү
785,versinken::V,,бату
786,vergehen::V,,авышу
787,erscheinen::V,,пәйда булу
788,verschwinden::V,,югалу
789,verschwinden::V,,юк булу
790,sinken::V,,кимү
791,sinken::V,,кайту
792,abnehmen::V,,азаю
793,zunehmen::V,,арту
794,zunehmen::V,,күбәю
795,zunehmen::V,,ишәю
796,steigen::V,,үсү
797,wachsen::V,,үсү
798,glänzen::V,,ялкылдау
799,funkeln::V,,ялтырау
800,lärmen::V,,шаулау
801,läuten::V,,шалтырату
802,klingeln::V,,шалтырату
803,klirren::V,,чылтырау
804,brausen::V,,давыллау
805,brausen::V,,дулау
806,rauschen::V,,кыштырдау
807,klingen::V,,ишетелү
808,bellen::V,,өрү
809,heulen::V,,улау
810,blasen::V,,өрү
811,pfeifen::V,,сызгырту
812,schreien::V,,кычкыру
813,stöhnen::V,,ыңгырашу
814,zittern::V,,калтырау
815,zittern::V,,калтырану
816,leben::V,,яшәү
817,leben::V,,гомер итү
818,geboren werden::V,,туу
819,atmen::V,,сулау
820,trinken::V,,эчү
821,essen::V,,ашау
822,schlucken::V,,йоту
823,müde werden::V,,ялыгу
824,müde werden::V,,йөгенү
825,einschlafen::V,,йокыга китү
826,schlafen::V,,йоклау
827,aufwachen::V,,уяну
828,aufstehen::V,,тору
829,sich erholen::V,,ял алу
830,sich erholen::V,,истирахәт итү
831,krank werden::V,,чирләү
832,krank sein::V,,чирләү
833,schmerzen::V,,авырту
834,husten::V,,ютәлләү
835,genesen::V,,савыгу
836,genesen::V,,сәламәтләнү
837,sterben::V,,үлү
838,sterben::V,,дөнья кую
839,sterben::V,,вафат булу
840,umkommen::V,,үлү
841,sich bewegen::V,,йөрү
842,sich rühren::V,,кыймылдау
843,sich erheben::V,,басу
844,sich setzen::V,,утыру
845,hinfallen::V,,егылу
846,laufen::V,,җәяүләү
847,schreiten::V,,атлау
848,spazierengehen::V,,йөрү
849,spazierengehen::V,,йөргенү
850,eilen::V,,ашыгу
851,sich beeilen::V,,ашыгу
852,sich beeilen::V,,кызулау
853,sausen::V,,җилдерү
854,rennen::V,,йөгерү
855,springen::V,,сикерү
856,klettern::V,,үрмәләү
857,schaukeln::V,,атыну
858,kriechen::V,,шуышу
859,kriechen::V,,үрмәләү
860,schwimmen::V,,йөзү
861,tauchen::V,,чуму
862,rudern::V,,ишү
863,fahren::V,,бару
864,fliegen::V,,очу
865,gehen::V,,йөрү
866,weggehen::V,,китү
867,abfahren::V,,кузгалу
868,anhalten::V,,тукталу
869,hineingehen::V,,инү
870,eintreten::V,,инү
871,kommen::V,,килү
872,ankommen::V,,бару
873,zurückkommen::V,,кире кайту
874,bleiben::V,,калу
875,warten::V,,көтү
876,erwarten::V,,көтү
877,suchen::V,,эзләү
878,finden::V,,табу
879,versuchen::V,,маташу
880,vorbereiten::V,,хәзерләү
881,lieben::V,,сөю
882,lieben::V,,ярату
883,mögen::V,,өнәү
884,lachen::V,,көлү
885,rühren::V,,дулкынландыру
886,weinen::V,,елау
887,schimpfen::V,,сүгү
888,schimpfen::V,,сүгенү
889,sich ärgern::V,,ачулану
890,sich fürchten::V,,курку
891,fürchten::V,,калтырау
892,fürchten::V,,калтырану
893,fliehen::V,,арка бирү
894,flüchten::V,,качу
895,sehen::V,,күрү
896,anschauen::V,,карау
897,ansehen::V,,карау
898,ansehen::V,,күзәтү
899,hören::V,,ишетү
900,zuhören::V,,тыңлау
901,probieren::V,,тату
902,riechen::V,,иснәү
903,fühlen::V,,тою
904,fühlen::V,,сизү
905,scheinen::V,,күренү
906,zu sehen sein::V,,күренү
907,vernehmen::V,,ишетү
908,frieren::V,,өшү
909,frieren::V,,күшегү
910,tun::V,,итү
911,können::V,,алу
912,wollen::V,,теләү
913,anfangen::V,,керешү
914,beenden::V,,бетерү
915,beenden::V,,тәмамлау
916,aufhören::V,,бетү
917,gelingen::V,,уңу
918,geraten::V,,сабышу
919,öffnen::V,,ачу
920,schließen::V,,ябу
921,stellen::V,,кую
922,setzen::V,,утырту
923,legen::V,,яткыру
924,berühren::V,,тию
925,verbinden::V,,ялгау
926,bedecken::V,,өрту
927,bedecken::V,,каплау
928,bedecken::V,,томалау
929,aufhängen::V,,асу
930,anzünden::V,,кабызу
931,aufheben::V,,күтәрү
932,zurücklassen::V,,калдыру
933,verlieren::V,,югалту
934,fallen lassen::V,,төшерү
935,machen::V,,ясау
936,machen::V,,эшләү
937,herstellen::V,,ясау
938,bauen::V,,кору
939,reparieren::V,,төзәтү
940,verbessern::V,,яхшырту
941,ändern::V,,үзгәртү
942,graben::V,,казу
943,beugen::V,,ию
944,biegen::V,,бөгү
945,drehen::V,,бору
946,drehen::V,,бөтерү
947,wenden::V,,бору
948,umdrehen::V,,түнтәрү
949,heben::V,,күтәрү
950,hochheben::V,,күтәрү
951,ergreifen::V,,эләктерү
952,halten::V,,тоту
953,drücken::V,,кысу
954,schieben::V,,кузгату
955,kratzen::V,,тырнау
956,lecken::V,,ялау
957,beißen::V,,тешләү
958,abreißen::V,,өзү
959,abschneiden::V,,кыю
960,abschneiden::V,,кисү
961,binden::V,,бәйләү
962,stecken::V,,төртү
963,stecken::V,,тыгу
964,brechen::V,,сындыру
965,klopfen::V,,шаку
966,klopfen::V,,шакылдау
967,hauen::V,,кыйнау
968,kleben::V,,ябыштыру
969,reiben::V,,ышку
970,streichen::V,,ягу
971,schleifen::V,,кайрау
972,schneiden::V,,кисү
973,rütteln::V,,селкетү
974,schütteln::V,,селкетү
975,schwenken::V,,болгау
976,schütten::V,,кою
977,füllen::V,,тутыру
978,einwickeln::V,,төрү
979,tragen::V,,ташу
980,schleppen::V,,сөйрәү
981,schleppen::V,,өстерәү
982,ziehen::V,,тарту
983,aufbewahren::V,,саклау
984,werfen::V,,ыргыту
985,fangen::V,,тоту
986,packen::V,,эләктерү
