,Concept_ID,myv,ba
756,hinab::ADV,алов,түбәнгә
757,oben::ADV,вере,юғарыла
758,hinauf::ADV,верев,юғарыға
759,überall::ADV,эрьва косо,бөтә урында
760,nicht::ADV,а,тугел
761,ein wenig::ADV,аламошка,аҙ
762,kaum::ADV,ансяк,көскә
763,kaum::ADV,ансяк,саҡ-саҡ
764,sehr::ADV,пек,ифат
765,sehr::ADV,вельть,ифат
766,so::ADV,истя,шулай
767,noch::ADV,таго,йәнә
768,nur::ADV,ансяк,бары
769,schon::ADV,уш,инде
770,wieder::ADV,таго,тағы
771,vergebens::ADV,стяко,бушҡа
772,vor::PRP,икеле,алдында
773,hinter::PRP,вельде,артында
774,unter::PRP,ало,аҫтында
775,durch::PRP,пачк,үтә
776,neben::PRP,вакссо,эргәһендә
777,zwischen::PRP,ютксо,араһында
778,wegen::PRP,кис,өсөн
779,wegen::PRP,кис,сәбәпле
780,wegen::PRP,коряс,өсөн
781,wegen::PRP,коряс,сәбәпле
782,wegen::PRP,кувалт,өсөн
783,wegen::PRP,кувалт,сәбәпле
784,dies::PRN,те,был
785,dies::PRN,те,ошо
786,das::PRN,те,ул
787,das::PRN,тона,ул
788,alles::PRN,весе,бөтә
789,alles::PRN,весемесь,бөтә
790,ich::PRN,мон,мин
791,du::PRN,тон,һин
792,er::PRN,сон,ул
793,wir::PRN,минь,беҙ
794,ihr::PRN,тынь,һеҙ
795,sie::PRN,сынь,улар
796,was::FPRN,мезе,ә
797,was::FPRN,мезе,ни
798,was::FPRN,мезе,нәмә
799,wer::FPRN,ки,ҡем
800,wo::FADV,косо,ҡайҙа
801,wohin::FADV,ков,ҡайҙа
802,wohin::FADV,козо,ҡайҙа
803,wie::FADV,кода,инидәй
804,warum::FADV,мекс,ин өсөн
805,wieviel::FNUM,зяро,күпме
806,eins::NUM,вейке,бер
807,zwei::NUM,кавто,ике
808,zwei::NUM,кавто,икәү
809,drei::NUM,колмо,өс
810,vier::NUM,ниле,дүрт
811,fünf::NUM,вете,биш
812,sechs::NUM,кото,алты
813,sieben::NUM,сисем,ете
814,acht::NUM,кавксо,һигеҙ
815,neun::NUM,вейксэ,туғыҙ
816,zehn::NUM,кемень,ун
817,elf::NUM,кевейкее,ун бер
818,zwölf::NUM,кемгавтово,ун ике
819,zwanzig::NUM,комсь,егерме
820,dreißig::NUM,колоньгемень,утыҙ
821,vierzig::NUM,ниленьгемень,ҡырҡ
822,fünfzig::NUM,ведьгемень,илле
823,sechzig::NUM,кодгемень,алтмыш
824,siebzig::NUM,сизьгемень,етмеш
825,achtzig::NUM,кавксоньгемень,һикһән
826,neunzig::NUM,вейксэньгемень,туҡһан
827,hundert::NUM,сядо,йөҙ
828,tausend::NUM,тыща,мең
829,und::CNJ,ды,да
830,oder::CNJ,или,йәки
831,stehen::V,аштемс стядо,тороу
832,sitzen::V,аштемс озадо,ултырыу
833,liegen::V,мадезь аштемс,ятыу
834,hängen::V,нурьгемс,аҫылынып тороу
835,werden::V,арамс,булыу
836,passieren::V,лисэмс,булыу
837,beginnen::V,ушодомс,башлау
838,enden::V,лоткамс,бөтөү
839,enden::V,лоткамс,тамамланыү
840,wechseln::V,полавтнемс,үҙгәреү
841,aufgehen[Sonne]::V,лисемс,ҡалҡыу
842,aufgehen[Sonne]::V,стямс,ҡалҡыу
843,untergehen[Sonne]::V,валгомс,байыу
844,scheinen[Sonne]::V,валдомтомс,яҡтыртып тороу
845,donnern::V,цярномс,күкрәү
846,donnern::V,галдордомс,күкрәү
847,wehen::V,пувамс,иҫеү
848,strömen::V,чудемс,ташыу
849,fließen::V,чудемс,ағыу
850,sich drehen::V,велямс,әйләнеү
851,schwanken::V,лыкамс,тирбәлеү
852,schwanken::V,якамс,тирбәлеү
853,schwingen::V,нурсемс,бәүетеү
854,schwingen::V,лыкамс,бәүетеү
855,fallen::V,прамс,йығылыу
856,fallen::V,сяворемс,йығылыу
857,brennen::V,паломс,яныу
858,rauchen::V,качадомс,төтәү
859,regnen::V,пиземс,ямғыр яуа
860,gefrieren::V,кельмемс,туңыү
861,tauen::V,соламс,иреү
862,schmelzen::V,соламс,иреү
863,trocknen::V,коськемс,кибеү
864,sieden::V,лакамс,ҡайнау
865,sieden::V,пиксемс,ҡайнау
866,faulen::V,наксадомс,сереу
867,verfaulen::V,наксадомс,сереу
868,reißen::V,сезневемс,өҙөү
869,reißen::V,сезневемс,йыртылыу
870,versinken::V,ваямс,батыу
871,vergehen::V,ютамс,үтеү
872,erscheinen::V,лисемс,килеп сығыу
873,verschwinden::V,ёмамс,юғалыу
874,sinken::V,явамс,түбәнәйеү
875,abnehmen::V,киремемс,кәметеү
876,zunehmen::V,ламолгадомс,артыу
877,zunehmen::V,раштамс,артыу
878,steigen::V,куземс,күтәрелеү
879,steigen::V,кепсевемс,күтәрелеү
880,wachsen::V,касомс,үҫеү
881,glänzen::V,цитнемс,ялтырау
882,funkeln::V,пиндолдомс,баҙлау
883,funkeln::V,цивтёрдомс,баҙлау
884,lärmen::V,шалномс,шаулау
885,läuten::V,гайгезевемс,ҡағыу
886,klingeln::V,чавомс баягас,ҡағыу
887,klingeln::V,чавомс баягас,шылтыратыу
888,klirren::V,калдордомс,шылтыратыу
889,klirren::V,кальцяемс,шылтыратыу
890,brausen::V,лакамс,ҡотороноу
891,rauschen::V,лажномс,шыптырлау
892,klingen::V,гайгемс,яңғырау
893,bellen::V,онгомс,өрөү
894,heulen::V,урномс,олоу
895,blasen::V,пувамс,өрөү
896,pfeifen::V,вешкемс,һызғырып ебәреү
897,schreien::V,пижнемс,ҡысҡырыу
898,stöhnen::V,кувсемс,уңғырашыу
899,zittern::V,тарномс,ҡалтырау
900,leben::V,эрямс,йәшәү
901,geboren werden::V,чачомс,тыуыу
902,atmen::V,лексемс,тын алыү
903,trinken::V,симемс,эсеү
904,essen::V,ярсамс,ашау
905,schlucken::V,нилемс,йотоу
906,schlucken::V,порнемс,йотоу
907,müde werden::V,сиземс,арыу
908,einschlafen::V,матедевемс,йоҡлап китеү
909,schlafen::V,удомс,йоҡлау
910,aufwachen::V,сыргоземс,уяныу
911,aufstehen::V,стямс,тороу
912,sich erholen::V,оймсемс,ял итеү
913,krank werden::V,сэредезевемс,сирләү
914,krank sein::V,сэредемс,сирләү
915,schmerzen::V,сэредемс,ауыртыу
916,husten::V,козомс,йүтәлләү
917,genesen::V,пичкамс,һауығыу
918,sterben::V,куломс,үлеү
919,umkommen::V,чавовомс,һәләк булыу
920,umkommen::V,ёмамс,һәләк булыу
921,sich bewegen::V,шаштомс,хәрәкәт итеү
922,sich rühren::V,сыргамс,ҡуҙғалыу
923,sich erheben::V,куземс,тороу
924,sich setzen::V,озамс,ултырыу
925,hinfallen::V,прамс,ҡолау
926,hinfallen::V,сяворемс,ҡолау
927,laufen::V,якамс,йөрөү
928,schreiten::V,эскелямс,атлау
929,schreiten::V,молемс,атлау
930,spazierengehen::V,якамс,ял итеп йороү
931,eilen::V,эрзкалемс,ашығыу
932,eilen::V,эрзкалемс,ҡабаланыу
933,eilen::V,капшамс,ашығыу
934,eilen::V,капшамс,ҡабаланыу
935,sich beeilen::V,капшамс,ашығыу
936,sich beeilen::V,капшамс,ҡабаланыу
937,sausen::V,ливтямс,елеү
938,rennen::V,чийнемс,йүгеп йөрөү
939,rennen::V,ардтнемс,йүгеп йөрөү
940,springen::V,кирнявтнемс,һикереү
941,klettern::V,куземс,үрмәләү
942,klettern::V,куземс,үрмәләп менеү
943,schaukeln::V,нурямс,сайҡалыу
944,kriechen::V,ёзмолдомс,шыуышыу
945,schwimmen::V,уемс,йоҙөү
946,tauchen::V,чопавтомс,сумыу
947,tauchen::V,чопавтнемс,сумыу
948,rudern::V,миледемс,ишеү
949,fahren::V,ардомс,йөрөү
950,fliegen::V,ливтямс,осоу
951,gehen::V,туемс,барыу
952,gehen::V,молемс,барыу
953,weggehen::V,туемс,китеү
954,abfahren::V,туемс,сығыу
955,anhalten::V,лоткамс,тукталыу
956,hineingehen::V,совамс,инеү
957,eintreten::V,совамс,инеү
958,eintreten::V,эскельдямс,инеү
959,kommen::V,самс,килеү
960,ankommen::V,самс,килеү
961,ankommen::V,пачкодемс,килеү
962,zurückkommen::V,велявтомс,ҡайтыу
963,bleiben::V,кадовомс,ҡалыу
964,warten::V,учомс,көтөп тороу
965,erwarten::V,учомс,көтөү
966,suchen::V,вешнемс,эҙләү
967,finden::V,муемс,табыу
968,versuchen::V,варштамс,тырышып ҡарау
969,vorbereiten::V,анокстамс,әҙерләү
970,lieben::V,вечкемс,яратыу
971,mögen::V,вечкемс,һөйөү
972,mögen::V,вечкемс,яратыу
973,lachen::V,пейдемс,көлөү
974,rühren::V,токамс седейс,ҡағылыу
975,weinen::V,авардемс,илау
976,schimpfen::V,сёвномс,һүгенеү
977,schimpfen::V,сёвномс,тиргәнеү
978,schimpfen::V,сёвномс,һуҡраныу
979,sich ärgern::V,кежиявтнемс,асыуланыу
980,sich fürchten::V,пелемс,ҡурҡыу
981,fürchten::V,пелемс,ҡурҡыу
982,fliehen::V,оргодемс,ҡасыу
983,flüchten::V,ворьгодемс,ҡасыу
984,flüchten::V,чадомс,ҡасыу
985,sehen::V,неемс,күреү
986,anschauen::V,ваномс,ҡарау
987,ansehen::V,ваномс,ҡарау
988,ansehen::V,ваномс,тикшереү
989,hören::V,марямс,ишетеү
990,zuhören::V,кунсоломс,тыңлау
991,probieren::V,варшамс,татыу
992,riechen::V,никсемс,еҫкәү
993,fühlen::V,марямс,тойоу
994,scheinen::V,марявомс,кеүек күренеү
995,scheinen::V,марявомс,тойолоу
996,zu sehen sein::V,неявомс,күренеү
997,vernehmen::V,марямс,ишетеү
998,frieren::V,кельмемс,туңыү
999,tun::V,теемс,яһау
1000,tun::V,теемс,әшләү
1001,können::V,маштомс,алыу
1002,können::V,маштомс,мөмкин булыу
1003,wollen::V,бажамс,теләү
1004,anfangen::V,кармамс,башлау
1005,beenden::V,прядомс,бөтөрөү
1006,beenden::V,прядомс,тамамлау
1007,aufhören::V,лоткамс,туктау
1008,gelingen::V,удаламс,уңышлы булыу
1009,geraten::V,лисемс,булып сығыу
1010,öffnen::V,панжомс,асыу
1011,schließen::V,пекстамс,йомоу
1012,schließen::V,сёлгомс,йомоу
1013,schließen::V,конямс,йомоу
1014,stellen::V,аравтомс,ҡуйыу
1015,setzen::V,ойсевтемс,урынлаштырыу
1016,setzen::V,озавтнемс,урынлаштырыу
1017,legen::V,путомс,һалыу
1018,berühren::V,токамс,тейеү
1019,berühren::V,токамс,ҡағылыу
1020,verbinden::V,содомс,ҡушыу
1021,verbinden::V,содомс,бәйләү
1022,bedecken::V,вельтямс,ҡаплау
1023,aufhängen::V,понгавтомс,элеү
1024,anzünden::V,кирвастемс,тоҡандырыу
1025,aufheben::V,кепедемс,мендереү
1026,zurücklassen::V,кадомс,ҡалдырыу
1027,verlieren::V,ёмавтомс,юғалтыу
1028,fallen lassen::V,правтомс,төшөрөп ебәреү
1029,machen::V,теемс,яһау
1030,machen::V,теемс,эшләү
1031,herstellen::V,анокстамс,эшләп сығарыу
1032,bauen::V,путомс,төҙөү
1033,reparieren::V,витемс,төҙәтеү
1034,verbessern::V,паролгавтомс,яҡшыртыу
1035,verbessern::V,вадрялгавтомс,яҡшыртыу
1036,ändern::V,полавтомс,үҙгәртеү
1037,graben::V,чувомс,ҡаҙыу
1038,graben::V,таргамс,ҡаҙыу
1039,beugen::V,мендемс,бөгөү
1040,biegen::V,комавтомс,бөгөү
1041,drehen::V,чаравтомс,өйрөлтөү
1042,drehen::V,чаравтомс,әйләндереү
1043,drehen::V,велявтнемс,өйрөлтөү
1044,drehen::V,велявтнемс,әйләндереү
1045,wenden::V,велявтомс,әйләндереү
1046,umdrehen::V,велявтомс,түңкәреү
1047,heben::V,кепедемс,күтәреү
1048,heben::V,кепедемс,мендереү
1049,hochheben::V,кепедемс,күтәреү
1050,ergreifen::V,кундамс,тотоп алыу
1051,halten::V,кирдемс,тотоу
1052,drücken::V,нуемс,ҡыҫыу
1053,schieben::V,шаштомс,этеү
1054,schieben::V,шаштомс,төртөү
1055,kratzen::V,ангордамс,ҡырыу
1056,lecken::V,нолсемс,ялау
1057,beißen::V,сускомс,тешләү
1058,abreißen::V,сеземс,өҙөү
1059,abschneiden::V,печкемс,ҡырҡыу
1060,binden::V,кодамс,бәйләү
1061,binden::V,сюлмамс,бәйләү
1062,stecken::V,сялгомс,ҡаҙау
1063,brechen::V,синдемс,боҙоу
1064,brechen::V,калавтомс,боҙоу
1065,klopfen::V,калтаямс,шаҡылдау
1066,hauen::V,чавомс,туҡмау
1067,kleben::V,педявтнемс,йәбештереү
1068,reiben::V,ёзамс,ыуыу
1069,reiben::V,ёзамс,ышҡыу
1070,streichen::V,вадемс,яғыу
1071,schleifen::V,човамс,үткерләү
1072,schneiden::V,керямс,ҡырҡыу
1073,rütteln::V,чукамс,һелкетеү
1074,rütteln::V,лыкавтомс,һелкетеү
1075,schütteln::V,чукамс,һелкетеү
1076,schwenken::V,яхолемс,болғау
1077,schütten::V,каямс,ҡойоу
1078,füllen::V,пештямс,тултырыу
1079,einwickeln::V,тапарямс,төрөү
1080,tragen::V,кандомс,алып барыу
1081,schleppen::V,ускомс,һөйрәү
1082,ziehen::V,ускомс,тартыу
1083,aufbewahren::V,ванстомс,һаҡлау
1084,werfen::V,ёртомс,ырғытыу
1085,fangen::V,кундамс,тотоу
1086,packen::V,кундамс,етеү
1087,packen::V,кундамс,тотоп алыу
1088,verstecken::V,кекшемс,йәшереү
1089,teilen::V,явомс,бүлеү
1090,schicken::V,кучомс,ебәреү
1091,bringen::V,кандомс,килтереү
1092,hinzufügen::V,путомс,өтәү
1093,hinzufügen::V,максомс,өтәү
1094,bekommen::V,саемс,алыу
1095,erhalten::V,саемс,алыу
1096,nehmen::V,саемс,алыу
1097,wählen::V,кочкамс,һайлаү
1098,auswählen::V,кочкамс,һайлап алыу
1099,bewahren::V,ванстомс,һаҡлау
1100,behindern::V,кирдемс,тотҡарлыҡ яһау
1101,verderben::V,коламс,боҙоу
1102,beschädigen::V,теемс зыян,боҙоу
1103,zerbrechen::V,коламс,ҡыйратыу
1104,zerreißen::V,сеземс,йыртыу
1105,zerstören::V,калавтомс,емереү
1106,verbrennen::V,пултамс,үртәү
1107,geben::V,максомс,биреү
1108,reichen::V,максомс,биреү
1109,schenken::V,каземс,бүләк итеү
1110,versprechen::V,алтамс,вәғәҙә биреү
1111,wünschen::V,арсемс,теләу
1112,loben::V,шнамс,маҡтау
1113,küssen::V,палсемс,үбеү
1114,wiegen::V,нурсемс,бәүетеү
1115,wiegen::V,нурсемс,тирбәтеү
1116,zudecken::V,тавадомс,ҡаплау
1117,zudecken::V,вельтямс,ҡаплау
1118,wecken::V,стявтомс,уятыу
1119,zeigen::V,невтемс,күрһәтеү
1120,führen::V,ветямс,етәкләү
1121,lehren::V,тонавтомс,уҡытыу
1122,lehren::V,тонавтомс,өйрәтеү
1123,unterrichten::V,тонавтомс,уҡытыу
1124,aufziehen::V,трямс,тәрбиәле
1125,aufziehen::V,кастомс,тәрбиәле
1126,leiten::V,ветямс,етәкләү
1127,leiten::V,ветямс,етәкселек итеү
1128,leiten::V,азоркстамс,етәкләү
1129,leiten::V,азоркстамс,етәкселек итеү
1130,antreiben::V,ветямс,ашыҡтырыу
1131,lassen::V,кармавтомс,мәжбүр итеү
1132,einladen::V,тердемс,саҡырыу
1133,vereinigen::V,вейсэндямс,берләштереү
1134,vereinigen::V,вейс путомс,берләштереү
1135,vereinigen::V,вейс пурнамс,берләштереү
1136,besuchen::V,варштамс,килеп сығыу
1137,treffen::V,вастомс,тойоү
1138,treffen::V,вастомс,осратыу
1139,treffen::V,вастомс,ҡаршылау
1140,sich versammeln::V,промокшномс,йыйылыу
1141,spielen::V,налксемс,тартыу
1142,singen::V,морамс,йырлау
1143,tanzen::V,киштемс,бейеү
1144,sich trennen::V,явомс,айырылышыу
1145,verlassen::V,кадомс,ташлау
1146,verlassen::V,кадомс,ташлап китеү
1147,retten::V,идемс,ҡотҡарыу
1148,bewachen::V,ванстомс,һаҡлау
1149,schützen::V,аштемс,һаҡлау
1150,verteidigen::V,ваномс,яҡлау
1151,sich schlagen::V,тюремс,һуғышыу
1152,schießen::V,ледемс,атыу
1153,siegen::V,изнямс,еңеү
1154,ärgern::V,кежейгавтомс,асыуландырыу
1155,schlagen::V,токамс,бәреү
1156,schlagen::V,токамс,туҡмау
1157,treten::V,тапамс,тибеү
1158,treten::V,тапамс,типкеләү
1159,stechen::V,пупамс,сәнсеү
1160,stoßen::V,тулкадемс,этеү
1161,stoßen::V,тулкадемс,төртөү
1162,stehlen::V,саламс,урлау
1163,stören::V,пирямс ки,ҡамасаулау
1164,belästigen::V,а максомс,бимазалау
1165,belästigen::V,а максомс,ҡамасаулау
1166,belästigen::V,а кадомс оймамо,бимазалау
1167,belästigen::V,а кадомс оймамо,ҡамасаулау
1168,verbergen::V,сёпомс,йәшереү
1169,verbergen::V,кекшемс,йәшереү
1170,täuschen::V,манямс,ултыртыу
1171,betrügen::V,манчемс,алдау
1172,töten::V,чавномс,үлтереү
1173,töten::V,маштнемс,үлтереү
1174,wohnen::V,эрямс,йәшәү
1175,arbeiten::V,важодемс,эшләү
1176,sammeln::V,пурнамс,йыйыу
1177,pflücken::V,ноцковтнемс,өҙөү
1178,jagen::V,кундамс,аулау
1179,fischen::V,калонь кундамс,аулау
1180,fassen::V,кундамс,тотоу
1181,hüten::V,ваномс,көтөү
1182,treiben::V,панемс,ҡыуыу
1183,anbinden::V,сюлмамс,бәйләү
1184,füttern::V,андомс,ашатыу
1185,melken::V,потявтомс,һауыү
1186,hacken::V,лазномс,турау
1187,hacken::V,лазномс,тапау
1188,gießen::V,валомс,ҡойоу
1189,reifen::V,кенеремс,өлғөрөү
1190,zubereiten::V,анокстамс,бешереү
1191,kochen::V,пидемс,бешереү
1192,backen::V,пидемс,бешереү
1193,braten::V,пуштамс,ҡурыу
1194,umrühren::V,човорямс,ҡатнаштырыу
1195,stricken::V,кодамс,бәйләү
1196,nähen::V,стамс,тегеү
1197,färben::V,артомс,буяу
1198,reinigen::V,урядамс,таҙартыу
1199,waschen::V,муськемс,йыуыу
1200,abwischen::V,нардамс,һөртөү
1201,spülen::V,ёрвалдомс,сайҡау
1202,fegen::V,тенсемс,һепереү
1203,kehren::V,тенсемс,һепереү
1204,baden::V,экшелямс,һыу инеү
1205,sich waschen::V,шлямс,йыуыныу
1206,ausziehen::V,кайсевтемс,сисеү
1207,anziehen::V,оршамс,кейеү
1208,sich anziehen::V,оршамс,кейенеү
1209,kämmen::V,судрямс,тарау
1210,schmücken::V,мазылгавтомс,биҙәү
1211,schmücken::V,наряжамс,биҙәү
1212,sagen::V,меремс,әйтеү
1213,sprechen::V,кортамс,әйтеү
1214,sprechen::V,кортамс,һөйләшеү
1215,reden::V,кортамс,һөйләшеү
1216,sich unterhalten::V,кортнемс,әңгәмәләшеү
1217,fragen::V,кевкстемс,һорау
1218,bitten::V,вешемс,үтенеү
1219,erzählen::V,ёвтнемс,һөйләү
1220,mitteilen::V,ёвтамс,әйтеү
1221,nennen::V,лемдемс,атау
1222,nennen::V,лемдемс,исемләү
1223,nennen::V,путомс лем,атау
1224,nennen::V,путомс лем,исемләү
1225,rufen::V,тердемс,саҡырыу
1226,rufen::V,серьгедемс,саҡырыу
1227,prahlen::V,шнамс пря,маҡтаныу
1228,prahlen::V,шнамс пря,шапырыныу
1229,übersetzen::V,ютавтомс,тәржемә итеү
1230,denken::V,арсемс,уйлау
1231,glauben::V,кемемс,ышаныу
1232,bemerken::V,неемс,күреү
1233,erkennen::V,содамс,таныу
1234,begreifen::V,пачкодемс,аңлау
1235,verstehen::V,чарькодемс,аңлау
1236,lernen::V,тонавтнемс,өйрәнеү
1237,wissen::V,содамс,белеү
1238,sich erinnern an::V,ледстямс,хәтергә алыу
1239,vergessen::V,стувтомс,онотоу
1240,messen::V,онкстнемс,үлсәү
1241,zählen::V,ловомс,һанау
1242,rechnen::V,ловомс,һанау
1243,lesen::V,ловномс,уҡыу
1244,malen::V,рисовамс,һүрәт яһау
1245,malen::V,рисовамс,рәсем төшөрөү
1246,zeichnen::V,рисовамс,һүрәт яһау
1247,zeichnen::V,рисовамс,рәсем төшөрөү
1248,schreiben::V,сёрмадомс,яҙыу
1249,besitzen::V,улемс,биләү
1250,besitzen::V,улемс азорокс,биләү
1251,kaufen::V,рамамс,һатып алыу
1252,verkaufen::V,миемс,һатыу
1253,bezahlen::V,пандомс,түләү
1254,zahlen::V,пандомс,түләү
1255,beherrschen::V,азоркстамс,биләү
1256,ertragen::V,кирдемс,түҙеү
