,Concept_ID,zh,lez
814,krank sein::V,生病,тӏа хьун
815,schmerzen::V,疼痛,тӏа хьун
816,husten::V,咳,уьгьуь ягъун
817,genesen::V,痊愈,сагъ хъхьун
818,sterben::V,死,кьин
819,umkommen::V,丧命,терг хьун
820,sich bewegen::V,移动,юзун
821,sich rühren::V,动弹,юзун
822,sich erheben::V,站起,къарагъун
823,sich setzen::V,坐,ацукьун
824,hinfallen::V,跌倒,алукьун
825,laufen::V,步行,къекъуьн
826,schreiten::V,迈步,ккамар къачун
827,spazierengehen::V,散步,сейр авун
828,eilen::V,急忙,тади авун
829,sich beeilen::V,赶快,гьерекатун
830,sausen::V,疾驰,чкурун
831,rennen::V,奔跑,катун
832,rennen::V,奔跑,зверун
833,springen::V,跳,хкадарун
834,klettern::V,攀缘,акьахун
835,schaukeln::V,荡秋千,
836,kriechen::V,爬行,капаралди фин
837,schwimmen::V,游泳,сирнав авун
838,tauchen::V,潜水,кьилихъди циз вегьин
839,rudern::V,划船,кьусуйралди лодка гьалун
840,rudern::V,划船,цуьруьгъуьлдалди кӏватӏун
841,fahren::V,行驶,фин
842,fliegen::V,飞,лув гун
843,fliegen::V,飞,цавай фин
844,gehen::V,走,фин
845,weggehen::V,离去,хъфин
846,abfahren::V,出发,фин
847,abfahren::V,出发,рекье гьатун
848,anhalten::V,停住,акъвазун
849,hineingehen::V,进去,гьахьун
850,eintreten::V,进入,гьахьун
851,kommen::V,来,атун
852,ankommen::V,到达,атун
853,zurückkommen::V,回来,хтун
854,bleiben::V,停留,амукьун
855,warten::V,等,гуьзлемишун
856,erwarten::V,等候,вил алаз акъвазун
857,suchen::V,找,къекъуьн
858,finden::V,找到,жугъун
859,versuchen::V,尝试,алахъун
860,vorbereiten::V,预备,гьазурун
861,lieben::V,爱,кӏан хьун
862,mögen::V,喜欢,рикӏ ацукьун
863,lachen::V,笑,хъуьруьн
864,weinen::V,哭,шехьун
865,schimpfen::V,骂,сеперар гун
866,schimpfen::V,骂,экъуьгъунар авун
867,sich ärgern::V,生气,хъел акатун
868,sich fürchten::V,害怕,кичӏе хьун
869,fürchten::V,害怕,къурхутмиш хьун
870,fliehen::V,逃走,катун
871,flüchten::V,逃跑,катун
872,sehen::V,看,акун
873,anschauen::V,注视,вил вегьин
874,ansehen::V,注视,килигун
875,hören::V,听,ван хьун
876,zuhören::V,倾听,яб гун
877,probieren::V,尝,дад акун
878,riechen::V,闻,ни чӏугун
879,fühlen::V,感到,гьисс авун
880,scheinen::V,照耀,
881,zu sehen sein::V,可以看到,
882,vernehmen::V,审讯,
883,frieren::V,觉得冷,кьун
884,frieren::V,觉得冷,мекьи хьун
885,tun::V,作,авун
886,können::V,能,хьун
887,können::V,能,акъакьун
888,wollen::V,要,кӏан хьун
889,anfangen::V,开始,башламишун
890,beenden::V,结束,куьтягьун
891,aufhören::V,停止,акъвазун
892,gelingen::V,成功,арадал атун
893,geraten::V,陷于,акъатун
894,öffnen::V,打开,ахъаюн
895,schließen::V,关,акьалун
896,stellen::V,放,эцигун
897,setzen::V,放,ацукьарун
898,legen::V,摆,эцигун
899,berühren::V,触,хкӏурун
900,verbinden::V,联结,гилигун
901,bedecken::V,覆盖,кӏевун
902,aufhängen::V,挂,куьрсарун
903,anzünden::V,点,куькӏуьрун
904,aufheben::V,拾起,хкажун
905,zurücklassen::V,遗留,тун
906,verlieren::V,丧失,квадарун
907,fallen lassen::V,让掉下,авадрун
908,machen::V,做,авун
909,machen::V,做,кар авун
910,herstellen::V,生产,расун
911,bauen::V,建造,туькӏуьрун
912,reparieren::V,修理,расун
913,verbessern::V,改进,хъсанрун
914,ändern::V,改变,табдил авун
915,graben::V,挖,эгъуьнун
916,beugen::V,弯下,акӏажарун
917,beugen::V,弯下,кангур авун
918,biegen::V,弯,патахъарун
919,drehen::V,转动,алчударун
920,wenden::V,转动,
921,umdrehen::V,转动,элкъуьрун
922,heben::V,举起,хкажун
923,hochheben::V,抬高,хкажун
924,ergreifen::V,抓住,агалчна кьун
925,halten::V,拿着,кьун
926,drücken::V,压,чуькьуьн
927,schieben::V,推,хуртӏ гун
928,kratzen::V,搔,къадгъунун
929,lecken::V,舔,мез гун
930,beißen::V,咬,кӏасун
931,abreißen::V,撕下,галудун
932,abschneiden::V,切断,атӏун
933,binden::V,捆,
934,stecken::V,插,сухун
935,brechen::V,断裂,хун
936,brechen::V,断裂,кукӏварун
937,klopfen::V,敲,тахъ-тахъ авун
938,hauen::V,揍,ягъун
939,kleben::V,粘,алкӏурун
940,kleben::V,粘,кукӏурун
941,reiben::V,摩擦,тӏушунун
942,streichen::V,涂,алтадун
943,schleifen::V,拖曳,кӏвенкӏв авун
944,schneiden::V,切,атӏун
945,rütteln::V,颠簸,къарсурун
946,schütteln::V,摇动,къарсурун
947,schwenken::V,摇动,элягъун
948,schwenken::V,摇动,галтадун
949,schütten::V,倒,цун
950,füllen::V,填满,ацӏурун
951,einwickeln::V,包,кутун
952,einwickeln::V,包,элкъуьрун
953,tragen::V,提,тухун
954,schleppen::V,扛,галчӏурун
955,ziehen::V,拉,ялун
956,ziehen::V,拉,чӏугун
957,aufbewahren::V,保存,хуьн
958,werfen::V,扔,гадрун
959,fangen::V,捕捉,кьун
960,packen::V,抓住,кьун
961,verstecken::V,藏,кӏевун
962,teilen::V,分,паюн
963,schicken::V,派遣,ракъурун
964,bringen::V,带来,гъун
965,hinzufügen::V,添加,алава авун
966,bekommen::V,得到,къачун
967,bekommen::V,得到,жугъурун
968,erhalten::V,接到,къачун
969,nehmen::V,拿,къачун
970,wählen::V,挑选,хкягъун
971,auswählen::V,选择,хкягъун
972,bewahren::V,保持,хуьн
973,behindern::V,防碍,манийвал авун
974,verderben::V,败坏,чӏурун
975,beschädigen::V,损坏,нукьсанвал гун
976,zerbrechen::V,破碎,хун
977,zerreißen::V,撕碎,къазунун
978,zerstören::V,毁坏,чӏурун
979,zerstören::V,毁坏,барбатӏун
980,verbrennen::V,燃烧,ккун
981,geben::V,给,гун
982,reichen::V,递给,вугун
983,reichen::V,递给,гун
984,schenken::V,赠送,пишкеш авун
985,versprechen::V,许诺,гаф гун
986,wünschen::V,祝,дуьа авун
987,loben::V,表扬,тариф авун
988,küssen::V,亲,темен гун
989,wiegen::V,轻摇,эчӏягъун
990,zudecken::V,盖上,гьалдун
991,wecken::V,唤起,ахварай авудун
992,zeigen::V,指,къалурун
993,führen::V,带领,тухун
994,lehren::V,教,кӏелиз тун
995,unterrichten::V,讲课,тарс гун
996,aufziehen::V,抚养,тербия гун
997,aufziehen::V,抚养,тербияламишун
998,leiten::V,领导,идара авун
999,antreiben::V,催促,тади кутун
1000,lassen::V,让,
1001,einladen::V,邀请,теклиф авун
1002,vereinigen::V,统一,сад авун
1003,besuchen::V,参观,кьилив атун
1004,treffen::V,会面,гьалтун
1005,sich versammeln::V,聚集,алтӏушун
1006,spielen::V,玩,къугъун
1007,singen::V,唱歌,лугьун
1008,singen::V,唱歌,мани лугьун
1009,tanzen::V,跳舞,кьуьл авун
1010,sich trennen::V,分别,къакъатун
1011,verlassen::V,离开,гъил къачун
1012,retten::V,救,къутармишун
1013,bewachen::V,守卫,хуьн
1014,schützen::V,保护,хуьн
1015,verteidigen::V,保卫,хуьн
1016,sich schlagen::V,打架,кукӏун
1017,schießen::V,射击,акъатун
1018,siegen::V,获胜,гъалиб хьун
1019,ärgern::V,激怒,хъел гъун
1020,ärgern::V,激怒,хъел кутун
1021,schlagen::V,打,ягъун
1022,schlagen::V,打,галукьарун
1023,treten::V,踢,кьуьл къекъягъун
1024,treten::V,踢,кьуьл эцягъун
1025,stechen::V,刺,акьадарун
1026,stoßen::V,撞,эцягъун
1027,stehlen::V,盗窃,чуьнуьхун
1028,stören::V,干扰,хкуьрун
1029,belästigen::V,打搅,хкуьрун
1030,belästigen::V,打搅,азият гун
1031,verbergen::V,隐藏,далдаламишун
1032,täuschen::V,欺骗,алцурарун
1033,täuschen::V,欺骗,алцуррун
1034,betrügen::V,欺骗,алцурарун
1035,betrügen::V,欺骗,гьарамзадавал авун
1036,töten::V,杀,яна кьин
1037,wohnen::V,居住,дуланмиш хьун
1038,arbeiten::V,工作,кӏвалахун
1039,arbeiten::V,工作,кӏвалах авун
1040,sammeln::V,收集,кӏватӏун
1041,pflücken::V,采,атӏун
1042,jagen::V,打猎,гъуьрч авун
1043,fischen::V,捕鱼,гъетер кьун
1044,fassen::V,捉住,кьун
1045,hüten::V,守护,чӏура хуьн
1046,treiben::V,漂,гьалун
1047,anbinden::V,拴,акалун
1048,füttern::V,喂,ем гун
1049,melken::V,挤奶,ацун
1050,hacken::V,剁细,куьткуьнун
1051,gießen::V,浇,яд гун
1052,reifen::V,成熟,чурун
1053,reifen::V,成熟,агакьун
1054,kochen::V,煮,ругун
1055,backen::V,烤,чурун
1056,braten::V,煎,чурун
1057,umrühren::V,搅拌,какадарун
1058,stricken::V,织,хурун
1059,nähen::V,缝,цун
1060,färben::V,染色,шир ягъун
1061,reinigen::V,清洁,михьун
1062,waschen::V,洗,чуьхуьн
1063,abwischen::V,擦掉,гуьцӏун
1064,spülen::V,清洗,экъуьрун
1065,fegen::V,扫,шуткун
1066,kehren::V,打扫,кул алтадун
1067,baden::V,给...洗澡,эхъуьн
1068,sich waschen::V,洗澡,жендек чуьхуьн
1069,ausziehen::V,脱,хутӏунун
1070,ausziehen::V,脱,галудун
1071,anziehen::V,穿,алукӏун
1072,sich anziehen::V,穿衣,алукӏун
1073,sich anziehen::V,穿衣,парталар алукӏун
1074,kämmen::V,梳,эвягъун
1075,schmücken::V,装饰,безетмишун
1076,schmücken::V,装饰,гуьрчегарун
1077,sagen::V,说,лугьун
1078,sprechen::V,说,рахун
1079,reden::V,讲,рахун
1080,sich unterhalten::V,聊天,ихтилат авун
1081,fragen::V,问,жузун
1082,bitten::V,请,тӏалабун
1083,erzählen::V,叙述,ахъаюн
1084,mitteilen::V,通知,хабар гун
1085,nennen::V,叫做,тӏвар гун
1086,rufen::V,叫,эверун
1087,prahlen::V,吹牛,яцӏу гафар авун
1088,übersetzen::V,翻译,таржума авун
1089,übersetzen::V,翻译,гафладун
1090,denken::V,想,фикир авун
1091,glauben::V,以为,агъун
1092,bemerken::V,发觉,фикир гун
1093,erkennen::V,识别,
1094,begreifen::V,理解,гъавурда акьун
1095,verstehen::V,明白,
1096,lernen::V,学,кӏелун
1097,wissen::V,知道,чир хьун
1098,wissen::V,知道,чирхьун
1099,sich erinnern an::V,回忆,рикӏел хуьн
1100,vergessen::V,忘记,рикӏелай фин
1101,vergessen::V,忘记,рикӏелай алатун
1102,messen::V,测量,алцумун
1103,zählen::V,数,гьисабун
1104,rechnen::V,计算,гьисабун
1105,lesen::V,读,кӏелун
1106,malen::V,画,кхьин
1107,malen::V,画,шикилар чӏугун
1108,zeichnen::V,绘制,чӏугун
1109,schreiben::V,写,кхьин
1110,besitzen::V,占有,иеси хьун
1111,kaufen::V,买,къачун
1112,kaufen::V,买,маса къачун
1113,verkaufen::V,卖,гун
1114,verkaufen::V,卖,маса гун
1115,bezahlen::V,付钱,къимет гун
1116,bezahlen::V,付钱,эвезда авун
1117,bezahlen::V,付钱,гьакъи агакьрун
1118,zahlen::V,支付,къимет гун
1119,zahlen::V,支付,эвезда авун
1120,zahlen::V,支付,гьакъи агакьрун
1121,beherrschen::V,统治,иеси хьун
1122,ertragen::V,忍耐,таб гун
1123,vergebens::ADV,,нагьакь
1124,vergebens::ADV,,нагьакьа
1125,klirren::V,,зигринг авун
1126,rauschen::V,,вишриш авун
1127,zubereiten::V,,гьазурун
