,Concept_ID,pl,eu
275,Onkel::N,wuj,osaba
276,Onkel::N,stryj,osaba
277,Tante::N,ciotka,izeba
278,Ehemann::N,mąż,senar
279,Ehefrau::N,żona,emazte
280,Freude::N,radość,poz
281,Freude::N,radość,pozkari
282,Gelächter::N,śmiech,barre
283,Gelächter::N,śmiech,karkara
284,Glück::N,szczęście,zori
285,Kummer::N,zmartwienie,xangrin
286,Kummer::N,zmartwienie,atsekabe
287,Wunsch::N,życzenie,nahi
288,Wunsch::N,życzenie,nahikunde
289,Lust::N,chęć,gogo
290,Lust::N,ochota,gogo
291,Geist::N,duch,gogo
292,Gedanke::N,myśl,gogoeta
293,Gedächtnis::N,pamięć,oroimen
294,Gedächtnis::N,pamięć,gogoramen
295,Verstand::N,rozum,adimen
296,Verstand::N,rozum,ulermen
297,Sinn::N,zmysł,zentzu
298,Grund::N,powód,zergati
299,Wahrheit::N,prawda,egia
300,Gespräch::N,rozmowa,hizketa
301,Gespräch::N,rozmowa,elkarrizketa
302,Märchen::N,bajka,ipuin
303,Erzählung::N,opowiadanie,edesti
304,Erzählung::N,opowiadanie,kontakizun
305,Nachricht::N,wiadomość,albiste
306,Neuigkeit::N,nowina,berri
307,Name::N,imię,izen
308,Rätsel::N,zagadka,asmakizun
309,Rede::N,mowa,hitzaldi
310,Rede::N,mowa,mintzaldi
311,Sprache::N,język,hizkuntza
312,Stimme::N,głos,ahots
313,Wort::N,słowo,hitz
314,Zeichen::N,znak,agerbide
315,Zeichen::N,znak,agergarri
316,Ruf::N,wołanie,dei
317,Lärm::N,hałas,zarata
318,Lärm::N,hałas,harrabots
319,Lärm::N,zgiełk,zarata
320,Lärm::N,zgiełk,harrabots
321,Laut::N,dźwięk,hots
322,Ton::N,ton,tonu
323,Ton::N,ton,soinu
324,Ton::N,dźwięk,tonu
325,Ton::N,dźwięk,soinu
326,Lied::N,pieśń,abesti
327,Lied::N,piosenka,abesti
328,Ruhe::N,spokój,nasaitasun
329,Leute::N,ludzie,jende
330,Volk::N,naród,herri
331,Volk::N,naród,populu
332,Arbeit::N,praca,lan
333,Arbeit::N,robota,lan
334,Gast::N,gość,arrotz
335,Gast::N,gość,apopilo
336,Geschenk::N,prezent,opari
337,Geschenk::N,podarunek,opari
338,Spiel::N,gra,jolas
339,Spiel::N,zabawa,jolas
340,Gesellschaft::N,towarzystwo,gizarte
341,Hilfe::N,pomoc,helpide
342,Hilfe::N,pomoc,laguntza
343,Freund::N,przyjaciel,lagun
344,Kamerad::N,kolega,adiskide
345,Kamerad::N,kolega,lagunkide
346,Angelegenheit::N,sprawa,afera
347,Anzahl::N,ilość,kopuru
348,Art::N,rodzaj,mota
349,Stück::N,kawałek,puska
350,Teil::N,część,atal
351,Hälfte::N,połowa,erdi
352,Kreis::N,krąg,biribilki
353,Kreuz::N,krzyż,gurutze
354,Linie::N,linia,linea
355,Strich::N,kreska,marra
356,Abstand::N,odstęp,tarte
357,Entfernung::N,odległość,urrunera
358,Gegend::N,okolica,alderdi
359,Gegend::N,okolica,eskualde
360,Platz::N,miejsce,leku
361,Ort::N,miejsce,toki
362,Seite::N,bok,albo
363,Seite::N,strona,albo
364,Mitte::N,środek,erdi
365,Gegenstand::N,przedmiot,gauzaki
366,Sache::N,rzecz,gauza
367,Rand::N,skraj,ertz
368,Rand::N,krawędź,ertz
369,Kante::N,kant,ertz
370,Kante::N,krawędź,ertz
371,Ecke::N,róg,kantoi
372,Spitze::N,ostrze,punta
373,Ende::N,koniec,buru
374,Ende::N,koniec,mutur
375,Loch::N,dziura,zulo
376,Winkel::N,kąt,zoko
377,Winkel::N,kąt,bazter
378,Winkel::N,kącik,zoko
379,Winkel::N,kącik,bazter
380,Muster::N,wzór,eredu
381,Muster::N,wzór,marrazki
382,Größe::N,rozmiar,kaizu
383,Größe::N,rozmiar,tamaina
384,Größe::N,wielkość,kaizu
385,Größe::N,wielkość,tamaina
386,Länge::N,długość,luzera
387,Höhe::N,wysokość,goiera
388,Höhe::N,wysokość,garaiera
389,Gewicht::N,ciężar,hazta
390,Menge::N,ilość,kopuru
391,Haufen::N,kupa,pila
392,Haufen::N,kupa,mendoi
393,Reihe::N,rząd,ilara
394,Reihe::N,rząd,errenkada
395,Reihe::N,szereg,ilara
396,Reihe::N,szereg,errenkada
397,Boot::N,łódź,potin
398,Boot::N,łódź,txalupa
399,Boot::N,łódka,potin
400,Boot::N,łódka,txalupa
401,Ruder::N,wiosło,arraun
402,Schlitten::N,sanki,lera
403,Schlitten::N,sanki,narra
404,Ski::N,narta,eski
405,Lagerfeuer::N,ognisko,su
406,Last::N,ciężar,zama
407,Last::N,ciężar,karga
408,Last::N,brzemię,zama
409,Last::N,brzemię,karga
410,Gang::N,chód,ibilera
411,Schritt::N,krok,pauso
412,Schritt::N,krok,urrats
413,Norden::N,północ,ipar
414,Norden::N,północ,iparralde
415,Süden::N,południe,hego
416,Süden::N,południe,hegoalde
417,Westen::N,zachód,sartalde
418,Westen::N,zachód,mendebalde
419,Osten::N,wschód,ekialde
420,Osten::N,wschód,sortalde
421,Holz::N,drzewo,zur
422,Brett::N,deska,ohol
423,Platte::N,płyta,lauza
424,Stütze::N,podpora,irozgarri
425,Stütze::N,podpora,bermagailu
426,Stange::N,drąg,haga
427,Stange::N,żerdź,haga
428,Stock::N,kij,makila
429,Stock::N,laska,makila
430,Stab::N,pręt,makila
431,Rohr::N,rura,hodi
432,Haus::N,dom,etxe
433,Heim::N,dom,etxe
434,Heim::N,dom,etxaleku
435,Ofen::N,piec,berogailu
436,Fußboden::N,podłoga,zoru
437,Tisch::N,stół,mahai
438,Stuhl::N,krzesło,aulki
439,Wiege::N,kołyska,kuma
440,Wiege::N,kołyska,sehaska
441,Bett::N,łóżko,ohe
442,Bett::N,łóżko,ohatze
443,Bett::N,pościel,ohe
444,Bett::N,pościel,ohatze
445,Regal::N,regał,apalategi
446,Kiste::N,skrzynia,kutxa
447,Fenster::N,okno,leiho
448,Tür::N,drzwi,ate
449,Tor::N,brama,atari
450,Zaun::N,płot,hesi
451,Zaun::N,parkan,hesi
452,Dach::N,dach,teilatu
453,Leiter::N,drabina,zurubi
454,Besen::N,miotła,erratz
455,Spaten::N,rydel,burdinpala
456,Schaufel::N,łopata,pala
457,Gabel::N,widelec,sardexka
458,Löffel::N,łyżka,koilara
459,Messer::N,nóż,aizto
460,Nagel::N,gwóźdź,iltze
461,Netz::N,sieć,sare
462,Haken::N,hak,mako
463,Griff::N,chwyt,eskutoki
464,Schloss::N,zamek,sarraila
465,Bild::N,obraz,irudi
466,Figur::N,figura,figura
467,Puppe::N,lalka,panpina
468,Puppe::N,lalka,andrakila
469,Beutel::N,torba,zorro
470,Bündel::N,wiązka,azao
471,Bündel::N,wiązka,espal
472,Tasche::N,torba,poltsa
473,Eimer::N,kubeł,treska
474,Eimer::N,wiadro,treska
475,Deckel::N,przykrywka,tapa
476,Deckel::N,przykrywka,estalki
477,Geschirr::N,statki,baxera
478,Geschirr::N,statki,ontziteria
479,Geschirr::N,naczynia,baxera
480,Geschirr::N,naczynia,ontziteria
481,Sack::N,worek,zaku
482,Tasse::N,filiżanka,kikara
483,Topf::N,garnek,ontzi
484,Topf::N,garnek,lapiko
485,Kessel::N,kocioł,pazia
486,Essen::N,jedzenie,janaldi
487,Nahrung::N,pokarm,jan
488,Nahrung::N,pożywienie,jan
489,Speise::N,potrawa,jaki
490,Speise::N,jedzenie,jaki
491,Fleisch::N,mięso,okela
492,Fleisch::N,mięso,haragi
493,Getreide::N,zboże,labore
494,Brei::N,kasza,ahi
495,Brei::N,kasza,pure
496,Brot::N,chleb,ogi
497,Scheibe::N,kromka,xerra
498,Scheibe::N,kromka,pirripita
499,Fett::N,tłuszcz,urin
500,Fett::N,tłuszcz,koipe
501,Butter::N,masło,gurin
502,Öl::N,olej,olio
503,Salz::N,sól,gatz
504,Suppe::N,zupa,zopa
505,Suppe::N,zupa,salda
506,Honig::N,miód,ezti
507,Milch::N,mleko,esne
508,Tee::N,herbata,te
509,Leder::N,skóra,larru
510,Wolle::N,wełna,artile
511,Stoff::N,tkanina,ehun
512,Stoff::N,materiał,ehun
513,Nadel::N,igła,orratz
514,Nadel::N,igła,jostorratz
515,Faden::N,nić,hari
516,Faden::N,nitka,hari
517,Knopf::N,guzik,botoi
518,Knoten::N,węzeł,korapilo
519,Farbe::N,farba,pintura
520,Kleidung::N,odzież,arropa
521,Kleidung::N,odzież,jantziak
522,Hemd::N,koszula,atorra
523,Hemd::N,koszula,alkandora
524,Kragen::N,kołnierz,idun
525,Ärmel::N,rękaw,mahuka
526,Hose::N,spodnie,prakak
527,Hose::N,spodnie,galtzak
528,Gürtel::N,pasek,gerriko
529,Mütze::N,czapka,txano
530,Mütze::N,czapka,txapel
531,Schuh::N,but,oski
532,Schuh::N,but,oinetako
533,Schuh::N,bucik,oski
534,Schuh::N,bucik,oinetako
535,Stiefel::N,but,bota
536,Stiefel::N,kozak,bota
537,Ring::N,pierścień,uztai
538,Band::N,wstęga,zinta
539,Band::N,wstęga,xingola
540,Kamm::N,grzebień,orrazi
541,Spiegel::N,lustro,mirail
542,Riemen::N,rzemień,uhal
543,Schnur::N,sznur,lokailu
544,Leine::N,smycz,lotura
545,Decke::N,kołdra,burusi
546,Kissen::N,poduszka,kuxin
547,Tuch::N,chustka,zapi
548,Tuch::N,chustka,oihal
549,Handtuch::N,ręcznik,eskuzapi
550,Handtuch::N,ręcznik,eskuoihal
551,Kraft::N,moc,indar
552,Kraft::N,siła,indar
553,Stärke::N,moc,indar
554,Stärke::N,siła,indar
555,Gesundheit::N,zdrowie,osasun
556,Krankheit::N,choroba,eritasun
557,Krankheit::N,choroba,gaixotasun
558,Schmerz::N,ból,min
559,Wunde::N,rana,zauri
560,Fieber::N,gorączka,sukar
561,Arznei::N,lekarstwo,osagai
562,Arznei::N,lekarstwo,sendagai
563,Brücke::N,most,zubi
564,Brunnen::N,studnia,putzu
565,Weide::N,pastwisko,alha
566,Weide::N,pastwisko,bazkaleku
567,Pfad::N,ścieżka,zidor
568,Pfad::N,ścieżka,bidexka
569,Weg::N,droga,bide
570,Straße::N,ulica,errepide
571,Dorf::N,wieś,herri
572,Stadt::N,miasto,hiri
573,Brief::N,list,gutun
574,Brief::N,list,eskutitz
575,Buch::N,książka,liburu
576,Buchstabe::N,litera,hizki
577,Zeitung::N,gazeta,egunkari
578,Zeitung::N,dziennik,egunkari
579,Leben::N,życie,bizi
580,Leben::N,życie,bizitza
581,Tod::N,śmierć,herio
582,Tod::N,śmierć,heriotza
583,Grab::N,grób,hobi
584,Grab::N,grób,hilobi
585,Kirche::N,kościół,eliza
586,Sünde::N,grzech,hoben
587,Sünde::N,grzech,bekatu
588,Gott::N,bóg,jainko
589,Arbeiter::N,robotnik,langile
590,Arbeiter::N,robotnik,behargin
591,Chef::N,szef,nagusi
592,Meister::N,mistrz,maisu
593,Meister::N,majster,maisu
594,Arzt::N,lekarz,osagile
595,Arzt::N,lekarz,sendagile
596,Lehrer::N,nauczyciel,irakasle
597,Geld::N,pieniądze,diru
598,Geschäft::N,sprawa,negozio
599,Geschäft::N,interes,negozio
600,Laden::N,sklep,denda
601,Laden::N,sklep,saltegi
602,Preis::N,cena,prezio
603,Preis::N,cena,salneurri
604,Ware::N,towar,salgai
605,Nutzen::N,pożytek,onura
606,Nutzen::N,pożytek,probetxu
607,Reichtum::N,bogactwo,aberastasun
608,Welt::N,świat,ludi
609,Welt::N,świat,mundu
610,Land::N,kraj,herrialde
611,Staat::N,państwo,estatu
612,König::N,król,errege
613,Macht::N,władza,botere
614,Grenze::N,granica,muga
615,Krieg::N,wojna,guda
616,Feind::N,wróg,etsai
617,Feind::N,wróg,arerio
618,Gewalt::N,władza,bortxa
619,Gewalt::N,władza,bortizkeria
620,Kampf::N,bój,gudu
621,Kampf::N,bój,auska
622,Kampf::N,walka,gudu
623,Kampf::N,walka,auska
624,Bogen[Waffe]::N,łuk,arku
625,Pfeil::N,strzała,gezi
626,Gewehr::N,karabin,fusil
627,Fehler::N,błąd,huts
628,Fehler::N,błąd,hutsegin
629,Lüge::N,kłamstwo,gezur
630,Schaden::N,szkoda,kalte
631,Unglück::N,nieszczęście,zoritxar
632,Unglück::N,nieszczęście,zorigaitz
633,Schuld::N,wina,erru
634,Alter::N,wiek,adin
635,Schluss::N,koniec,bukaera
636,Schluss::N,zakończenie,bukaera
637,Zeit::N,czas,aldi
638,Zeit::N,czas,denbora
639,Tag::N,dzień,egun
640,Morgen::N,ranek,goiz
641,Morgen::N,poranek,goiz
642,Mittag::N,południe,eguerdi
643,Abend::N,wieczór,arrats
644,Nacht::N,noc,gau
645,Woche::N,tydzień,aste
646,Monat::N,miesiąc,hil
647,Jahr::N,rok,urte
648,Frühling::N,wiosna,udalehen
649,Sommer::N,lato,uda
650,Herbst::N,jesień,udazken
651,Herbst::N,jesień,neguantz
652,Winter::N,zima,negu
653,Januar::N,styczeń,urtarril
654,Februar::N,luty,otsail
655,März::N,marzec,martxo
656,April::N,kwiecień,apiril
657,Mai::N,maj,maiatz
658,Juni::N,czerwiec,ekain
659,Juli::N,lipiec,uztail
660,August::N,sierpień,abuztu
661,September::N,wrzesień,irail
662,Oktober::N,październik,urri
663,November::N,listopad,azaro
664,Dezember::N,grudzień,abendu
665,Montag::N,poniedziałek,astelehen
666,Dienstag::N,wtorek,astearte
667,Mittwoch::N,środa,asteazken
668,Donnerstag::N,czwartek,ostegun
669,Freitag::N,piątek,ostiral
670,Samstag::N,sobota,larunbat
671,Sonntag::N,niedziela,igande
672,groß::A,duży,handi
673,groß::A,wielki,handi
674,klein::A,mały,txiki
675,lang::A,długi,luze
676,kurz::A,krótki,labur
677,breit::A,szeroki,zabal
678,schmal::A,wąski,mehar
679,dicht::A,gęsty,sarri
680,dicht::A,gęsty,trinko
681,dick[Gegenstand]::A,gruby,lodi
682,dünn::A,cienki,mehe
683,fein::A,drobny,fin
684,fest::A,mocny,tinko
685,fest::A,twardy,tinko
686,flach::A,płaski,lau
687,flach::A,płaski,ordoki
688,glatt::A,gładki,leun
689,hart::A,twardy,gogor
690,weich::A,miękki,bigun
691,weich::A,miękki,beratz
692,rund::A,okrągły,biribil
693,spitz::A,spiczasty,puntadun
694,scharf::A,ostry,zorrotz
695,stumpf::A,tępy,kamuts
696,schwer::A,ciężki,astun
697,schwer::A,ciężki,pisutsu
698,schön::A,ładny,eder
699,schön::A,piękny,eder
700,heiß::A,gorący,bero
701,heiß::A,gorący,oso bero
702,warm::A,ciepły,bero
703,kalt::A,zimny,hotz
704,kühl::A,chłodny,hotzil
705,frisch::A,świeży,fresko
706,frisch::A,świeży,hozkirri
707,feucht::A,wilgotny,heze
708,nass::A,mokry,busti
709,trocken::A,suchy,siku
710,trocken::A,suchy,lehor
711,voll::A,pełny,bete
712,leer::A,pusty,huts
713,leer::A,próżny,huts
714,offen::A,otwarty,ireki
715,geschlossen::A,zamknięty,itxita
716,sauber::A,czysty,xahu
717,sauber::A,czysty,garbi
718,schmutzig::A,brudny,lohi
719,schmutzig::A,brudny,zikin
720,roh::A,surowy,gordin
721,reif::A,dojrzały,umo
722,reif::A,dojrzały,heldu
723,lecker::A,smaczny,goxo
724,süß::A,słodki,goxo
725,bitter::A,gorzki,karmin
726,bitter::A,gorzki,garratz
727,sauer::A,kwaśny,mingots
728,hell::A,jasny,argi
729,dunkel::A,ciemny,ilun
730,schwarz::A,czarny,beltz
731,weiß::A,biały,zuri
732,rot::A,czerwony,gorri
733,gelb::A,żółty,hori
734,blau::A,błękitny,urdin
735,blau::A,niebieski,urdin
736,grün::A,zielony,berde
737,grün::A,zielony,musker
738,grau::A,szary,urdin
739,grau::A,szary,urdinabar
740,bunt::A,barwny,koloretsu
741,billig::A,tani,merke
742,teuer::A,drogi,garesti
743,wertvoll::A,cenny,baliotsu
744,blind::A,ślepy,itsu
745,taub::A,głuchy,gor
746,kräftig::A,mocny,kementsu
747,stark::A,silny,bizkor
748,stark::A,silny,indartsu
749,schwach::A,słaby,ahul
750,schwach::A,słaby,indargabe
751,fett::A,tłusty,gizen
752,schlank::A,smukły,lerden
753,hübsch::A,ładny,polit
754,böse::A,zły,tzar
755,böse::A,zły,gaizto
756,dumm::A,głupi,lelo
757,dumm::A,głupi,pello
758,faul::A,leniwy,nagi
759,faul::A,leniwy,alfer
760,fleißig::A,pilny,maratz
761,fleißig::A,pilny,lanzale
762,geizig::A,skąpy,zeken
763,geizig::A,skąpy,zikoitz
764,klug::A,mądry,zuhur
765,geschickt::A,zręczny,trebe
766,geschickt::A,zręczny,antzetsu
767,lieb::A,miły,maite
768,lieb::A,miły,laztan
769,lustig::A,wesoły,alaitsu
770,sanft::A,łagodny,eme
771,sanft::A,łagodny,ezti
772,hungrig::A,głodny,gose
773,krank::A,chory,eri
774,krank::A,chory,gaixo
775,nackt::A,nagi,biluzi
776,traurig::A,smutny,itun
777,traurig::A,smutny,betilun
778,lebendig::A,żywy,bizirik
779,gut::A,dobry,on
780,schlecht::A,zły,txar
781,richtig::A,słuszny,zuzen
782,richtig::A,właściwy,zuzen
783,schlimm::A,zły,larri
784,wahr::A,prawdziwy,egiazko
785,alt::A,stary,zahar
786,neu::A,nowy,berri
787,ehemalig::A,były,lehengo
788,alt[Lebewesen]::A,stary,adindun
789,jung::A,młody,gazte
790,arm::A,ubogi,txiro
791,arm::A,ubogi,behartsu
792,arm::A,biedny,txiro
793,arm::A,biedny,behartsu
794,reich::A,bogaty,dirudun
795,bekannt::A,znany,ezagun
796,berühmt::A,słynny,entzun
797,berühmt::A,słynny,ospetsu
798,fremd::A,obcy,arrotz
799,fremd::A,cudzy,arrotz
800,verschieden::A,różny,ezberdin
801,verschieden::A,różny,desberdin
802,nah::A,bliski,hurre
803,nah::A,bliski,hurbil
804,fern::A,daleki,urrun
805,linker::A,lewy,ezker
806,rechter::A,prawy,eskuin
807,anderer::A,inny,beste
808,erster::A,pierwszy,lehen
809,erster::A,pierwszy,aurren
810,zweiter::A,drugi,bigarren
811,dritter::A,trzeci,hirugarren
812,letzter::A,ostatni,azken
813,letzter::A,ostatni,hondar
814,allein::ADV,sam,bakarrik
815,auf einmal::ADV,naraz,batera
816,zusammen::ADV,razem,elkarrekin
817,lange::ADV,długo,luzaro
818,plötzlich::ADV,nagle,bat-batean
819,sofort::ADV,natychmiast,berehala
820,später::ADV,później,gero
821,jetzt::ADV,teraz,orain
