,Concept_ID,sk,hu
263,Schwester::N,sestra,nővér
264,Schwester::N,sestra,lánytestvér
265,Onkel::N,ujo,nagybácsi
266,Onkel::N,strýko,nagybácsi
267,Tante::N,teta,nagynéni
268,Tante::N,tetka,nagynéni
269,Ehemann::N,muž,férj
270,Ehemann::N,manžel,férj
271,Ehefrau::N,žena,feleség
272,Ehefrau::N,manželka,feleség
273,Freude::N,radosť,öröm
274,Gelächter::N,smiech,nevetés
275,Gelächter::N,smiech,hahotázás
276,Glück::N,šťastie,boldogság
277,Kummer::N,žiaľ,bánat
278,Kummer::N,zármutok,bánat
279,Wunsch::N,prianie,óhaj
280,Lust::N,chuť,kedv
281,Geist::N,duch,elme
282,Geist::N,duch,szellem
283,Gedanke::N,myšlienka,gondolat
284,Gedächtnis::N,pamäť,emlékezet
285,Verstand::N,rozum,ész
286,Verstand::N,rozum,értelem
287,Sinn::N,zmysel,értelem
288,Grund::N,dôvod,ok
289,Grund::N,dôvod,alap
290,Grund::N,príčina,ok
291,Grund::N,príčina,alap
292,Wahrheit::N,pravda,igaz
293,Wahrheit::N,pravda,igazság
294,Gespräch::N,reč,beszélgetés
295,Gespräch::N,rozhovor,beszélgetés
296,Märchen::N,rozprávka,mese
297,Erzählung::N,poviedka,elbeszélés
298,Nachricht::N,správa,hír
299,Nachricht::N,správa,híradás
300,Neuigkeit::N,novinka,újság
301,Name::N,meno,név
302,Rätsel::N,záhada,rejtvény
303,Rätsel::N,hádanka,rejtvény
304,Rede::N,reč,beszéd
305,Rede::N,reč,szónoklat
306,Sprache::N,reč,nyelv
307,Sprache::N,jazyk,nyelv
308,Stimme::N,hlas,hang
309,Wort::N,slovo,szó
310,Zeichen::N,znak,jel
311,Ruf::N,volanie,kiáltás
312,Ruf::N,zavolanie,kiáltás
313,Lärm::N,hluk,zaj
314,Lärm::N,hurhaj,zaj
315,Laut::N,zvuk,hang
316,Ton::N,tón,hang
317,Ton::N,zvuk,hang
318,Lied::N,pieseň,dal
319,Lied::N,pieseň,ének
320,Ruhe::N,pokoj,csend
321,Ruhe::N,pokoj,nyugalom
322,Leute::N,ľudia,emberek
323,Volk::N,ľud,nép
324,Volk::N,národ,nép
325,Arbeit::N,práca,dolog
326,Arbeit::N,robota,dolog
327,Gast::N,hosť,vendég
328,Geschenk::N,dar,ajándék
329,Spiel::N,hra,játék
330,Gesellschaft::N,spoločnosť,társaság
331,Hilfe::N,pomoc,segítség
332,Freund::N,priateľ,barát
333,Kamerad::N,kamarát,társ
334,Angelegenheit::N,vec,ügy
335,Angelegenheit::N,záležitosť,ügy
336,Anzahl::N,počet,szám
337,Anzahl::N,množstvo,szám
338,Art::N,druh,faj
339,Art::N,druh,fajta
340,Stück::N,kus,darab
341,Stück::N,kúsok,darab
342,Teil::N,časť,rész
343,Hälfte::N,polka,fél
344,Hälfte::N,polovica,fél
345,Kreis::N,kruh,kör
346,Kreuz::N,kríž,kereszt
347,Linie::N,línia,vonal
348,Strich::N,čiara,vonás
349,Abstand::N,vzdialenosť,köz
350,Entfernung::N,vzdialenosť,távolság
351,Gegend::N,kraj,táj
352,Gegend::N,kraj,vidék
353,Gegend::N,krajina,táj
354,Gegend::N,krajina,vidék
355,Platz::N,miesto,hely
356,Ort::N,miesto,hely
357,Seite::N,bok,fél
358,Seite::N,bok,oldal
359,Seite::N,strana,fél
360,Seite::N,strana,oldal
361,Mitte::N,stred,közép
362,Gegenstand::N,predmet,tárgy
363,Sache::N,vec,dolog
364,Rand::N,kraj,szél
365,Rand::N,kraj,perem
366,Rand::N,kraj,szegély
367,Rand::N,okraj,szél
368,Rand::N,okraj,perem
369,Rand::N,okraj,szegély
370,Kante::N,hrana,él
371,Ecke::N,roh,sarok
372,Ecke::N,roh,szöglet
373,Spitze::N,hrot,csúcs
374,Spitze::N,špička,csúcs
375,Ende::N,koniec,vég
376,Loch::N,diera,lyuk
377,Winkel::N,kút,szög
378,Muster::N,vzor,minta
379,Muster::N,vzorka,minta
380,Größe::N,veľkosť,nagyság
381,Länge::N,dĺžka,hossz
382,Länge::N,dĺžka,hosszúság
383,Höhe::N,výška,magasság
384,Gewicht::N,váha,súly
385,Menge::N,množstvo,sokaság
386,Menge::N,množstvo,mennyiség
387,Haufen::N,hŕba,halom
388,Reihe::N,rad,sor
389,Boot::N,čln,csónak
390,Ruder::N,veslo,evező
391,Schlitten::N,sane,szánkó
392,Ski::N,lyža,sí
393,Lagerfeuer::N,táborák,tábortűz
394,Last::N,ťarcha,teher
395,Last::N,bremeno,teher
396,Gang::N,chôdza,járás
397,Schritt::N,krok,lépés
398,Norden::N,sever,észak
399,Süden::N,juh,dél
400,Westen::N,západ,nyugat
401,Osten::N,východ,kelet
402,Holz::N,drevo,fa
403,Brett::N,doska,deszka
404,Platte::N,doska,lap
405,Platte::N,doska,lemez
406,Platte::N,platňa,lap
407,Platte::N,platňa,lemez
408,Stütze::N,opora,támasz
409,Stütze::N,opora,támaszték
410,Stange::N,tyč,rúd
411,Stange::N,tyč,pózna
412,Stock::N,palica,pálca
413,Stab::N,palica,bot
414,Rohr::N,rúra,cső
415,Haus::N,dom,ház
416,Heim::N,domov,otthon
417,Ofen::N,pec,kályha
418,Ofen::N,kachle,kályha
419,Fußboden::N,dlážka,padló
420,Fußboden::N,podlaha,padló
421,Tisch::N,stôl,asztal
422,Stuhl::N,stolička,szék
423,Wiege::N,kolíska,bölcső
424,Bett::N,lôžko,ágy
425,Bett::N,posteľ,ágy
426,Regal::N,regál,polc
427,Regal::N,regál,állvány
428,Regal::N,polica,polc
429,Regal::N,polica,állvány
430,Kiste::N,debna,láda
431,Fenster::N,okno,ablak
432,Fenster::N,oblok,ablak
433,Tür::N,dvere,ajtó
434,Tor::N,vráta,kapu
435,Zaun::N,plot,kerítés
436,Zaun::N,ohrada,kerítés
437,Dach::N,krov,tető
438,Dach::N,strecha,tető
439,Leiter::N,rebrík,létra
440,Leiter::N,rebrina,létra
441,Besen::N,metla,seprű
442,Spaten::N,rýľ,ásó
443,Schaufel::N,lopata,lapát
444,Gabel::N,vidlička,villa
445,Löffel::N,lyžica,kanál
446,Messer::N,nôž,kés
447,Nagel::N,klinec,szeg
448,Netz::N,sieť,háló
449,Haken::N,hák,kampó
450,Haken::N,háčik,kampó
451,Griff::N,rukoväť,nyél
452,Griff::N,rukoväť,fogantyú
453,Schloss::N,zámka,zár
454,Bild::N,obraz,kép
455,Figur::N,figúra,alak
456,Puppe::N,bábka,bábu
457,Puppe::N,bábika,bábu
458,Beutel::N,vrece,zacskó
459,Beutel::N,vrecko,zacskó
460,Bündel::N,uzlík,köteg
461,Bündel::N,zväzok,köteg
462,Tasche::N,taška,táska
463,Tasche::N,kabelka,táska
464,Eimer::N,vedro,vödör
465,Deckel::N,vrchnák,fedő
466,Deckel::N,vrchnák,fedél
467,Deckel::N,pokrývka,fedő
468,Deckel::N,pokrývka,fedél
469,Geschirr::N,nádoba,edény
470,Sack::N,mech,zsák
471,Sack::N,vrece,zsák
472,Tasse::N,šálka,csésze
473,Topf::N,hrniec,fazék
474,Kessel::N,kotol,üst
475,Kessel::N,kotol,bogrács
476,Essen::N,jedlo,evés
477,Essen::N,jedlo,étkezés
478,Nahrung::N,strava,ennivaló
479,Nahrung::N,potrava,ennivaló
480,Speise::N,jedlo,étel
481,Fleisch::N,mäso,hús
482,Getreide::N,obilie,gabona
483,Brei::N,kaša,pép
484,Brei::N,kaša,kása
485,Brot::N,chlieb,kenyér
486,Scheibe::N,kotúč,szelet
487,Scheibe::N,krajec,szelet
488,Fett::N,tuk,háj
489,Fett::N,tuk,zsír
490,Fett::N,masť,háj
491,Fett::N,masť,zsír
492,Butter::N,maslo,vaj
493,Öl::N,olej,olaj
494,Salz::N,soľ,só
495,Suppe::N,polievka,leves
496,Honig::N,med,méz
497,Milch::N,mlieko,tej
498,Tee::N,čaj,tea
499,Leder::N,koža,bőr
500,Wolle::N,vlna,gyapjú
501,Stoff::N,súkno,szövet
502,Nadel::N,ihla,tű
503,Faden::N,niť,fonál
504,Faden::N,vlákno,fonál
505,Knopf::N,gombík,gomb
506,Knoten::N,uzol,csomó
507,Farbe::N,farba,szín
508,Farbe::N,farba,festék
509,Kleidung::N,šaty,ruha
510,Kleidung::N,šaty,ruházat
511,Kleidung::N,šatstvo,ruha
512,Kleidung::N,šatstvo,ruházat
513,Hemd::N,košeľa,ing
514,Kragen::N,golier,gallér
515,Ärmel::N,rukáv,ujj
516,Hose::N,nohavice,gatya
517,Hose::N,nohavice,nadrág
518,Gürtel::N,pás,öv
519,Gürtel::N,opasok,öv
520,Mütze::N,čiapka,sapka
521,Schuh::N,obuv,cipő
522,Schuh::N,topánka,cipő
523,Stiefel::N,čižma,csizma
524,Ring::N,prsteň,gyűrű
525,Band::N,stuha,szalag
526,Kamm::N,hrebeň,fésű
527,Spiegel::N,zrkadlo,tükör
528,Riemen::N,remeň,szíj
529,Schnur::N,šnúra,zsinór
530,Leine::N,vodidlo,póráz
531,Decke::N,deka,takaró
532,Decke::N,prikrývka,takaró
533,Kissen::N,poduška,párna
534,Tuch::N,šatka,kendő
535,Handtuch::N,uterák,törülköző
536,Kraft::N,moc,erő
537,Stärke::N,sila,erő
538,Stärke::N,sila,erősség
539,Gesundheit::N,zdravie,egészség
540,Krankheit::N,nemoc,kór
541,Krankheit::N,nemoc,betegség
542,Krankheit::N,choroba,kór
543,Krankheit::N,choroba,betegség
544,Schmerz::N,bolesť,fájdalom
545,Wunde::N,rana,seb
546,Fieber::N,horúčka,láz
547,Arznei::N,liek,orvosság
548,Arznei::N,liek,gyógyszer
549,Brücke::N,most,híd
550,Brunnen::N,studňa,kút
551,Weide::N,pastva,legelő
552,Pfad::N,chodník,ösvény
553,Weg::N,cesta,út
554,Straße::N,hradská,út
555,Dorf::N,dedina,falu
556,Stadt::N,mesto,város
557,Brief::N,list,levél
558,Buch::N,kniha,könyv
559,Buchstabe::N,litera,betű
560,Buchstabe::N,písmeno,betű
561,Zeitung::N,noviny,újság
562,Zeitung::N,noviny,hírlap
563,Leben::N,život,élet
564,Tod::N,smrť,halál
565,Grab::N,hrob,sír
566,Kirche::N,kostol,templom
567,Sünde::N,hriech,bűn
568,Sünde::N,hriech,vétek
569,Gott::N,boh,isten
570,Arbeiter::N,robotník,munkás
571,Arbeiter::N,pracnovík,munkás
572,Chef::N,šéf,főnök
573,Chef::N,riaditeľ,főnök
574,Meister::N,majster,mester
575,Arzt::N,lekár,orvos
576,Lehrer::N,učiteľ,tanár
577,Lehrer::N,učiteľ,tanító
578,Geld::N,peniaze,pénz
579,Geschäft::N,obchod,üzlet
580,Laden::N,obchod,bolt
581,Preis::N,cena,ár
582,Ware::N,tovar,áru
583,Nutzen::N,osoh,haszon
584,Nutzen::N,úžitok,haszon
585,Reichtum::N,bohatstvo,gazdagság
586,Welt::N,svet,világ
587,Land::N,územie,ország
588,Land::N,krajina,ország
589,Staat::N,štát,állam
590,König::N,kráľ,király
591,Macht::N,moc,hatalom
592,Macht::N,mocnosť,hatalom
593,Grenze::N,hranica,határ
594,Krieg::N,vojna,háború
595,Feind::N,nepriateľ,ellenség
596,Gewalt::N,násilie,erőszak
597,Kampf::N,boj,harc
598,Bogen[Waffe]::N,luk,íj
599,Pfeil::N,šíp,nyíl
600,Pfeil::N,strela,nyíl
601,Gewehr::N,puška,puska
602,Gewehr::N,puška,fegyver
603,Fehler::N,omyl,hiba
604,Fehler::N,chyba,hiba
605,Lüge::N,lož,hazugság
606,Schaden::N,ujma,kár
607,Schaden::N,škoda,kár
608,Unglück::N,nešťastie,csapás
609,Unglück::N,nešťastie,balszerencse
610,Schuld::N,vina,bűn
611,Schuld::N,previnenie,bűn
612,Alter::N,vek,kor
613,Schluss::N,záver,vég
614,Schluss::N,záver,befejezés
615,Schluss::N,koniec,vég
616,Schluss::N,koniec,befejezés
617,Zeit::N,čas,idő
618,Tag::N,deň,nap
619,Morgen::N,ráno,reggel
620,Mittag::N,poludnie,dél
621,Abend::N,večer,este
622,Nacht::N,noc,éj
623,Nacht::N,noc,éjszaka
624,Woche::N,týždeň,hét
625,Monat::N,mesiac,hó
626,Monat::N,mesiac,hónap
627,Jahr::N,rok,év
628,Frühling::N,jar,tavasz
629,Sommer::N,leto,nyár
630,Herbst::N,jeseň,ősz
631,Winter::N,zima,tél
632,Januar::N,január,január
633,Februar::N,február,február
634,März::N,marec,március
635,April::N,apríl,április
636,Mai::N,máj,május
637,Juni::N,jún,június
638,Juli::N,júl,július
639,August::N,august,augusztus
640,September::N,september,szeptember
641,Oktober::N,október,október
642,November::N,november,november
643,Dezember::N,december,december
644,Montag::N,pondelok,hétfő
645,Dienstag::N,utorok,kedd
646,Mittwoch::N,streda,szerda
647,Donnerstag::N,štvrtok,csütörtök
648,Freitag::N,piatok,péntek
649,Samstag::N,sobota,szombat
650,Sonntag::N,nedeľa,vasárnap
651,groß::A,veľký,nagy
652,klein::A,malý,pici
653,klein::A,malý,kicsi
654,lang::A,dlhý,hosszú
655,kurz::A,krátky,rövid
656,breit::A,široký,széles
657,schmal::A,úzky,keskeny
658,dicht::A,hustý,sűrű
659,dick[Gegenstand]::A,tlstý,vastag
660,dünn::A,tenký,vékony
661,fein::A,jemný,vékony
662,fest::A,pevný,szilárd
663,flach::A,rovný,sík
664,flach::A,rovný,lapos
665,flach::A,plochý,sík
666,flach::A,plochý,lapos
667,glatt::A,hladký,sima
668,hart::A,tvrdý,kemény
669,weich::A,mäkký,puha
670,rund::A,guľatý,kerek
671,rund::A,okrúhly,kerek
672,spitz::A,končitý,hegyes
673,scharf::A,ostrý,éles
674,stumpf::A,tupý,tompa
675,stumpf::A,tupý,életlen
676,schwer::A,ťažký,nehéz
677,schwer::A,ťažký,súlyos
678,schön::A,pekný,szép
679,schön::A,krásny,szép
680,heiß::A,horúci,forró
681,warm::A,teplý,meleg
682,kalt::A,studený,hideg
683,kühl::A,chladný,hűs
684,kühl::A,chladný,hűvös
685,frisch::A,svieži,üde
686,frisch::A,svieži,friss
687,feucht::A,vlhký,nedves
688,feucht::A,zvlhnutý,nedves
689,nass::A,mokrý,vizes
690,trocken::A,suchý,száraz
691,voll::A,plný,telt
692,leer::A,prázdny,üres
693,offen::A,otvorený,nyílt
694,offen::A,otvorený,nyitott
695,geschlossen::A,zavretý,zárt
696,geschlossen::A,zavretý,csukott
697,sauber::A,čistý,tiszta
698,schmutzig::A,špinavý,piszkos
699,schmutzig::A,špinavý,szennyes
700,roh::A,surový,nyers
701,reif::A,zrelý,érett
702,lecker::A,chutný,finom
703,süß::A,sladký,édes
704,bitter::A,horký,keserű
705,sauer::A,kyslý,savanyú
706,hell::A,jasný,világos
707,hell::A,svetlý,világos
708,dunkel::A,temný,sötét
709,schwarz::A,čierny,fekete
710,weiß::A,biely,fehér
711,rot::A,červený,vörös
712,gelb::A,žltý,sárga
713,blau::A,modrý,kék
714,blau::A,belasý,kék
715,grün::A,zelený,zöld
716,grau::A,šedý,ősz
717,grau::A,šedý,szürke
718,bunt::A,pestrý,tarka
719,bunt::A,pestrý,színes
720,billig::A,lacný,olcsó
721,teuer::A,drahý,drága
722,wertvoll::A,cenný,értékes
723,blind::A,slepý,vak
724,taub::A,hluchý,süket
725,kräftig::A,silný,erős
726,stark::A,silný,erős
727,schwach::A,slabý,gyenge
728,schwach::A,slabý,erőtlen
729,schwach::A,bezvládny,gyenge
730,schwach::A,bezvládny,erőtlen
731,fett::A,tučný,hájas
732,schlank::A,štíhly,karcsú
733,hübsch::A,šumný,csinos
734,hübsch::A,švárny,csinos
735,böse::A,zlý,rossz
736,böse::A,zlý,gonosz
737,dumm::A,hlúpy,buta
738,dumm::A,hlúpy,ostoba
739,faul::A,lenivý,lusta
740,fleißig::A,snaživý,szorgalmas
741,fleißig::A,usilovný,szorgalmas
742,geizig::A,skupý,fukar
743,geizig::A,skupý,fösvény
744,geizig::A,lakomý,fukar
745,geizig::A,lakomý,fösvény
746,klug::A,múdry,okos
747,klug::A,múdry,eszes
748,klug::A,bystrý,okos
749,klug::A,bystrý,eszes
750,geschickt::A,zručný,ügyes
751,geschickt::A,šikovný,ügyes
752,lieb::A,milý,drága
753,lieb::A,milý,kedves
754,lustig::A,veselý,víg
755,lustig::A,veselý,vidám
756,sanft::A,nežný,enyhe
757,hungrig::A,lačný,éhes
758,hungrig::A,hladný,éhes
759,krank::A,chorý,beteg
760,krank::A,nemocný,beteg
761,nackt::A,nahý,csupasz
762,nackt::A,nahý,meztelen
763,traurig::A,smutný,bús
764,traurig::A,smutný,szomorú
765,lebendig::A,živý,élő
766,gut::A,dobrý,jó
767,schlecht::A,zlý,rossz
768,richtig::A,správny,helyes
769,schlimm::A,zlý,rossz
770,schlimm::A,nepríjemný,rossz
771,wahr::A,pravý,igaz
772,wahr::A,pravdivý,igaz
773,alt::A,starý,ó
774,alt::A,starý,régi
775,neu::A,nový,új
776,ehemalig::A,bývalý,volt
777,ehemalig::A,bývalý,egykori
778,alt[Lebewesen]::A,starý,öreg
779,jung::A,mladý,fiatal
780,arm::A,chudobný,szegény
781,reich::A,bohatý,gazdag
782,bekannt::A,známy,ismert
783,bekannt::A,známy,ismeretes
784,berühmt::A,slávny,híres
785,berühmt::A,povestný,híres
786,fremd::A,cudzí,idegen
787,verschieden::A,rôzny,különböző
788,verschieden::A,rozličný,különböző
789,nah::A,blízky,közeli
790,fern::A,ďaleký,távoli
791,linker::A,ľavý,bal
792,rechter::A,pravý,jobb
793,anderer::A,iný,más
794,anderer::A,iný,másik
795,anderer::A,druhý,más
796,anderer::A,druhý,másik
797,erster::A,prvý,első
798,zweiter::A,druhý,második
799,dritter::A,tretí,harmadik
800,letzter::A,ostatný,utolsó
801,letzter::A,posledný,utolsó
802,allein::ADV,sám,egyedül
803,auf einmal::ADV,zároveň,egyszerre
804,zusammen::ADV,spolu,együtt
805,zusammen::ADV,spolu,összesen
806,zusammen::ADV,spoločne,együtt
807,zusammen::ADV,spoločne,összesen
808,lange::ADV,dlho,sokáig
809,lange::ADV,dlho,hosszan
810,plötzlich::ADV,náhle,hirtelen
811,plötzlich::ADV,náhle,egyszerre
812,sofort::ADV,hneď,rögtön
813,sofort::ADV,hneď,tüstént
814,sofort::ADV,ihneď,rögtön
815,sofort::ADV,ihneď,tüstént
816,später::ADV,neskoršie,későn
817,jetzt::ADV,teraz,most
818,heute::ADV,dnes,ma
819,morgen::ADV,zajtra,holnap
820,bald::ADV,skoro,majd
821,bald::ADV,skoro,nemsokára
822,dann::ADV,nato,akkor
823,dann::ADV,potom,akkor
824,gestern::ADV,včera,tegnap
825,einst::ADV,kedysi,hajdan
826,einst::ADV,niekedy,hajdan
827,damals::ADV,vtedy,akkor
828,damals::ADV,vtedy,akkoriban
829,danach::ADV,potom,azután
830,danach::ADV,podľa toho,azután
831,vorher::ADV,napred,előbb
832,vorher::ADV,predtým,előbb
833,zuerst::ADV,najprv,először
834,einmal::ADV,raz,egyszer
835,einmal::ADV,jedenkrát,egyszer
836,manchmal::ADV,občas,néha
837,manchmal::ADV,občas,olykor
