,Concept_ID,tt,cs
826,vier::NUM,дүрт,čtyři
827,fünf::NUM,биш,pět
828,sechs::NUM,алты,šest
829,sieben::NUM,җиде,sedm
830,acht::NUM,сигез,osm
831,neun::NUM,тугыз,devět
832,zehn::NUM,ун,deset
833,elf::NUM,унбер,jedenáct
834,zwölf::NUM,унике,dvanáct
835,zwanzig::NUM,егерме,dvacet
836,dreißig::NUM,утыз,třicet
837,vierzig::NUM,кырык,čtyřicet
838,fünfzig::NUM,илле,padesát
839,sechzig::NUM,алтмыш,šedesát
840,siebzig::NUM,җитмеш,sedmdesát
841,achtzig::NUM,сиксән,osmdesát
842,neunzig::NUM,туксан,devadesát
843,hundert::NUM,йөз,sto
844,tausend::NUM,мең,tisíc
845,und::CNJ,вә,a
846,oder::CNJ,яки,nebo
847,oder::CNJ,яисә,nebo
848,stehen::V,тору,stát
849,sitzen::V,утыру,sedět
850,liegen::V,яту,ležet
851,hängen::V,эленү,viset
852,werden::V,булу,stát se
853,passieren::V,булу,stát se
854,beginnen::V,башлану,počít
855,enden::V,бетү,končit
856,enden::V,бетү,skončit
857,wechseln::V,үзгәртү,měnit se
858,aufgehen[Sonne]::V,чыгу,vyjít
859,untergehen[Sonne]::V,бату,zapadnout
860,scheinen[Sonne]::V,яктырту,svítit
861,donnern::V,күкрәү,hřmět
862,wehen::V,исү,vát
863,wehen::V,исү,vanout
864,strömen::V,агу,proudit
865,fließen::V,агу,téct
866,sich drehen::V,бөтерелү,točit se
867,schwanken::V,икеләнү,kolísat
868,schwanken::V,икеләнү,houpat se
869,schwingen::V,тирбәлү,kývat se
870,fallen::V,егылу,padat
871,brennen::V,яну,hořet
872,rauchen::V,төтәү,kouřit
873,rauchen::V,төтенләү,kouřit
874,regnen::V,яву,pršet
875,gefrieren::V,кату,zamrznout
876,tauen::V,эрү,tát
877,tauen::V,эретү,tát
878,schmelzen::V,эрү,tavit
879,schmelzen::V,эретү,tavit
880,trocknen::V,кибү,schnout
881,sieden::V,ургылу,vřít
882,faulen::V,черү,hnít
883,verfaulen::V,черү,shnít
884,reißen::V,өзелү,roztrhat se
885,versinken::V,бату,topit se
886,versinken::V,бату,ponořit se
887,vergehen::V,авышу,plynout
888,erscheinen::V,пәйда булу,objevit se
889,verschwinden::V,югалу,zmizet
890,verschwinden::V,юк булу,zmizet
891,sinken::V,кимү,klesat
892,sinken::V,кайту,klesat
893,abnehmen::V,азаю,ubýt
894,zunehmen::V,арту,přibýt
895,zunehmen::V,күбәю,přibýt
896,zunehmen::V,ишәю,přibýt
897,steigen::V,үсү,stoupat
898,wachsen::V,үсү,růst
899,glänzen::V,ялкылдау,lesknout se
900,funkeln::V,ялтырау,jiskřit se
901,lärmen::V,шаулау,dělat hluk
902,läuten::V,шалтырату,zvonit
903,klingeln::V,шалтырату,zvonit
904,klirren::V,чылтырау,řinčet
905,brausen::V,давыллау,hučet
906,brausen::V,дулау,hučet
907,rauschen::V,кыштырдау,šumět
908,klingen::V,ишетелү,znít
909,bellen::V,өрү,štěkat
910,heulen::V,улау,výt
911,blasen::V,өрү,foukat
912,pfeifen::V,сызгырту,pískat
913,schreien::V,кычкыру,křičet
914,stöhnen::V,ыңгырашу,sténat
915,zittern::V,калтырау,třást se
916,zittern::V,калтырану,třást se
917,leben::V,яшәү,žít
918,leben::V,гомер итү,žít
919,geboren werden::V,туу,rodit se
920,atmen::V,сулау,dýchat
921,trinken::V,эчү,pít
922,essen::V,ашау,jíst
923,schlucken::V,йоту,polykat
924,müde werden::V,ялыгу,unavit se
925,müde werden::V,йөгенү,unavit se
926,einschlafen::V,йокыга китү,usnout
927,schlafen::V,йоклау,spát
928,aufwachen::V,уяну,probudit se
929,aufstehen::V,тору,vstát
930,sich erholen::V,ял алу,zotavovat se
931,sich erholen::V,истирахәт итү,zotavovat se
932,krank werden::V,чирләү,onemocnět
933,krank sein::V,чирләү,být nemocný
934,schmerzen::V,авырту,bolet
935,husten::V,ютәлләү,kašlat
936,genesen::V,савыгу,uzdravit se
937,genesen::V,сәламәтләнү,uzdravit se
938,sterben::V,үлү,umřít
939,sterben::V,дөнья кую,umřít
940,sterben::V,вафат булу,umřít
941,umkommen::V,үлү,zahynout
942,sich bewegen::V,йөрү,pohnout se
943,sich rühren::V,кыймылдау,hnout se
944,sich erheben::V,басу,zdvihnout se
945,sich setzen::V,утыру,posadit se
946,hinfallen::V,егылу,upadnout
947,laufen::V,җәяүләү,běžet
948,schreiten::V,атлау,kráčet
949,spazierengehen::V,йөрү,procházet se
950,spazierengehen::V,йөргенү,procházet se
951,eilen::V,ашыгу,spěchat
952,sich beeilen::V,ашыгу,pospíšit si
953,sich beeilen::V,кызулау,pospíšit si
954,sausen::V,җилдерү,fičet
955,rennen::V,йөгерү,pádit
956,springen::V,сикерү,skákat
957,klettern::V,үрмәләү,lézt
958,klettern::V,үрмәләү,šplhat
959,schaukeln::V,атыну,houpat
960,kriechen::V,шуышу,lézt
961,kriechen::V,шуышу,plazit se
962,kriechen::V,үрмәләү,lézt
963,kriechen::V,үрмәләү,plazit se
964,schwimmen::V,йөзү,plavat
965,tauchen::V,чуму,nořit se
966,rudern::V,ишү,veslovat
967,fahren::V,бару,jet
968,fahren::V,бару,jezdit
969,fliegen::V,очу,létat
970,gehen::V,йөрү,jít
971,weggehen::V,китү,odejít
972,abfahren::V,кузгалу,odjet
973,anhalten::V,тукталу,zastavit se
974,hineingehen::V,инү,vcházet se
975,eintreten::V,инү,vstoupit
976,kommen::V,килү,přijít
977,ankommen::V,бару,dojít
978,zurückkommen::V,кире кайту,vrátit se
979,bleiben::V,калу,zůstat
980,warten::V,көтү,čekat
981,erwarten::V,көтү,čekat na
982,suchen::V,эзләү,hledat
983,finden::V,табу,najít
984,versuchen::V,маташу,zkoušet
985,vorbereiten::V,хәзерләү,připravit
986,lieben::V,сөю,milovat
987,lieben::V,ярату,milovat
988,mögen::V,өнәү,mít rád
989,lachen::V,көлү,smát se
990,rühren::V,дулкынландыру,dojmout
991,weinen::V,елау,plakat
992,schimpfen::V,сүгү,nadávat
993,schimpfen::V,сүгенү,nadávat
994,sich ärgern::V,ачулану,pohoršit se
995,sich fürchten::V,курку,bát se
996,fürchten::V,калтырау,bát se
997,fürchten::V,калтырану,bát se
998,fliehen::V,арка бирү,utéct
999,flüchten::V,качу,prchnout
1000,sehen::V,күрү,vidět
1001,anschauen::V,карау,podívat se na
1002,ansehen::V,карау,sledovat
1003,ansehen::V,күзәтү,sledovat
1004,hören::V,ишетү,slyšet
1005,zuhören::V,тыңлау,poslouchat
1006,probieren::V,тату,ochutnávat
1007,riechen::V,иснәү,cítit
1008,fühlen::V,тою,cítit
1009,fühlen::V,сизү,cítit
1010,scheinen::V,күренү,zdát se
1011,zu sehen sein::V,күренү,moci být viděn
1012,vernehmen::V,ишетү,uslyšet
1013,frieren::V,өшү,mrznout
1014,frieren::V,күшегү,mrznout
1015,tun::V,итү,dělat
1016,können::V,алу,moct
1017,wollen::V,теләү,chtít
1018,anfangen::V,керешү,začít
1019,beenden::V,бетерү,ukončit
1020,beenden::V,тәмамлау,ukončit
1021,aufhören::V,бетү,přestat
1022,gelingen::V,уңу,podařit se
1023,geraten::V,сабышу,dařit se
1024,öffnen::V,ачу,otevřít
1025,schließen::V,ябу,zavřít
1026,stellen::V,кую,postavit
1027,setzen::V,утырту,posadit
1028,legen::V,яткыру,klást
1029,legen::V,яткыру,položit
1030,berühren::V,тию,dotýkat se
1031,verbinden::V,ялгау,spojit
1032,bedecken::V,өрту,pokrýt
1033,bedecken::V,каплау,pokrýt
1034,bedecken::V,томалау,pokrýt
1035,aufhängen::V,асу,oběsit
1036,aufhängen::V,асу,pověsit
1037,anzünden::V,кабызу,zapálit
1038,anzünden::V,кабызу,podpálit
1039,aufheben::V,күтәрү,zvednout
1040,aufheben::V,күтәрү,zdvihnout
1041,zurücklassen::V,калдыру,zanechat
1042,verlieren::V,югалту,ztratit
1043,fallen lassen::V,төшерү,upustit
1044,machen::V,ясау,udělat
1045,machen::V,эшләү,udělat
1046,herstellen::V,ясау,vyrobit
1047,bauen::V,кору,stavět
1048,bauen::V,кору,budovat
1049,reparieren::V,төзәтү,opravit
1050,verbessern::V,яхшырту,zlepšit
1051,ändern::V,үзгәртү,změnit
1052,graben::V,казу,rýt
1053,graben::V,казу,kopat
1054,beugen::V,ию,ohnout
1055,biegen::V,бөгү,ohnout
1056,drehen::V,бору,točit
1057,drehen::V,бөтерү,točit
1058,wenden::V,бору,obrátit
1059,umdrehen::V,түнтәрү,obrátit
1060,heben::V,күтәрү,zdvihnout
1061,hochheben::V,күтәрү,zvednout
1062,ergreifen::V,эләктерү,chopit se
1063,halten::V,тоту,držet
1064,drücken::V,кысу,stisknout
1065,schieben::V,кузгату,posouvat
1066,kratzen::V,тырнау,škrábat
1067,lecken::V,ялау,lízat
1068,beißen::V,тешләү,kousat
1069,abreißen::V,өзү,utrhat
1070,abreißen::V,өзү,odtrhat
1071,abschneiden::V,кыю,uřezat
1072,abschneiden::V,кыю,ukrojit
1073,abschneiden::V,кисү,uřezat
1074,abschneiden::V,кисү,ukrojit
1075,binden::V,бәйләү,přivázat
1076,stecken::V,төртү,strčit
1077,stecken::V,тыгу,strčit
1078,brechen::V,сындыру,lomit
1079,klopfen::V,шаку,ťukat
1080,klopfen::V,шаку,klepat
1081,klopfen::V,шакылдау,ťukat
1082,klopfen::V,шакылдау,klepat
1083,hauen::V,кыйнау,bít
1084,kleben::V,ябыштыру,lepit
1085,reiben::V,ышку,třít
1086,streichen::V,ягу,mazat
1087,schleifen::V,кайрау,brousit
1088,schneiden::V,кисү,řezat
1089,schneiden::V,кисү,střihat
1090,rütteln::V,селкетү,třást
1091,rütteln::V,селкетү,otřást
1092,schütteln::V,селкетү,třást
1093,schütteln::V,селкетү,zatřást
1094,schwenken::V,болгау,mávat
1095,schütten::V,кою,nasypat
1096,füllen::V,тутыру,naplnit
1097,einwickeln::V,төрү,zavinout
1098,tragen::V,ташу,nést
1099,schleppen::V,сөйрәү,vléct
1100,schleppen::V,өстерәү,vléct
1101,ziehen::V,тарту,tahat
1102,ziehen::V,тарту,táhnout
1103,aufbewahren::V,саклау,schovat
1104,werfen::V,ыргыту,házet
1105,fangen::V,тоту,chytat
1106,packen::V,эләктерү,uchvátit
1107,verstecken::V,яшерү,schovat
1108,teilen::V,бүлү,rozdělit
1109,schicken::V,җибәрү,posílat
1110,bringen::V,китерү,přinést
1111,hinzufügen::V,өстәү,připojit
1112,bekommen::V,алу,dostat
1113,erhalten::V,алу,uchovat
1114,nehmen::V,алу,vzít
1115,wählen::V,сайлау,zvolit
1116,auswählen::V,сайлау,vybrat
1117,bewahren::V,саклау,uchránit
1118,behindern::V,комачаулау,překážet
1119,verderben::V,бозу,zkazit
1120,beschädigen::V,бозу,porušit
1121,beschädigen::V,бозу,poškodit
1122,zerbrechen::V,вату,rozlámat
1123,zerreißen::V,өзү,roztrhnout
1124,zerreißen::V,ерту,roztrhnout
1125,zerstören::V,җимерү,zničit
1126,verbrennen::V,яндыру,spálit
1127,verbrennen::V,көйдерү,spálit
1128,geben::V,бирү,dát
1129,reichen::V,тапшыру,podat
1130,schenken::V,бүләкләү,darovat
1131,versprechen::V,вәгъдә бирү,slíbit
1132,wünschen::V,котлау,přát
1133,loben::V,мактау,chválit
1134,küssen::V,үбү,líbat
1135,wiegen::V,тирбәтү,chovat
1136,wiegen::V,тирбәтү,kolébat
1137,zudecken::V,ябу,přikrýt
1138,zudecken::V,ябу,přiklopit
1139,zudecken::V,бөркәү,přikrýt
1140,zudecken::V,бөркәү,přiklopit
1141,wecken::V,уяту,vzbudit
1142,zeigen::V,күрсәтү,ukázat
1143,führen::V,йөртү,vést
1144,lehren::V,өйрәтү,učit
1145,unterrichten::V,укыту,vyučovat
1146,aufziehen::V,асрау,vychovat
1147,leiten::V,җитәкләү,vodit
1148,antreiben::V,куалау,nutit
1149,antreiben::V,әйдәләү,nutit
1150,antreiben::V,ашыктыру,nutit
1151,lassen::V,мәҗбүр итү,dát
1152,einladen::V,чакыру,pozvat
1153,vereinigen::V,берләштерү,spojit
1154,besuchen::V,керешү,návštívit
1155,treffen::V,очрату,potkat
1156,sich versammeln::V,җыелышу,shromáždit se
1157,spielen::V,уйнау,hrát
1158,singen::V,җырлау,zpívat
1159,tanzen::V,бию,tančit
1160,sich trennen::V,аерылу,rozejít se
1161,sich trennen::V,ташлашу,rozejít se
1162,verlassen::V,ташлау,opustit
1163,verlassen::V,калдыру,opustit
1164,retten::V,коткару,zachránit
1165,bewachen::V,каравыллау,hlídat
1166,schützen::V,ышыклау,chránit
1167,verteidigen::V,яклау,obhájit
1168,verteidigen::V,саклау,obhájit
1169,sich schlagen::V,сугышу,bít se
1170,schießen::V,ату,střílet
1171,siegen::V,җиңү,zvítězit
1172,ärgern::V,ачуландыру,zlobit
1173,ärgern::V,ачуландыру,pohoršit
1174,schlagen::V,ору,udeřit
1175,schlagen::V,ору,praštit
1176,schlagen::V,бәрү,udeřit
1177,schlagen::V,бәрү,praštit
1178,schlagen::V,тукмау,udeřit
1179,schlagen::V,тукмау,praštit
1180,treten::V,тибү,kopnout
1181,stechen::V,кадау,bodnout
1182,stechen::V,кадау,píchnout
1183,stoßen::V,этү,strčit
1184,stehlen::V,урлау,ukrást
1185,stören::V,комачаулау,vyrušit
1186,belästigen::V,борчу,obtěžovat
1187,belästigen::V,билмазалау,obtěžovat
1188,verbergen::V,яшерү,skrýt
1189,täuschen::V,алдату,klamat
1190,betrügen::V,хәрәмләшү,podvést
1191,töten::V,үтерү,zabít
1192,wohnen::V,яшәү,bydlit
1193,arbeiten::V,эшләү,pracovat
1194,sammeln::V,туплау,sebrat
1195,pflücken::V,өзү,česat
1196,jagen::V,аулау,uhonit
1197,fischen::V,балык тоту,chytat ryby
1198,fassen::V,тоту,ulovit
1199,hüten::V,көтү,pást
1200,treiben::V,куалау,hnát
1201,anbinden::V,бәйләү,přivázat
1202,füttern::V,туйдыру,krmit
1203,melken::V,саву,dojit
1204,hacken::V,чабу,seknout
1205,gießen::V,сугару,zalít
1206,reifen::V,җитешү,uzrát
1207,zubereiten::V,пешеренү,připravit
1208,kochen::V,пешерү,vařit
1209,kochen::V,кайнату,vařit
1210,backen::V,пешерү,péct
1211,braten::V,куыру,smažit
1212,braten::V,кыздыру,smažit
1213,umrühren::V,бутау,zamíchat
1214,umrühren::V,болгату,zamíchat
1215,stricken::V,бәйләү,plést
1216,nähen::V,тегү,šít
1217,färben::V,ману,nabarvit
1218,reinigen::V,чистарту,očistit
1219,waschen::V,юу,mýt
1220,abwischen::V,сөртү,utřít
1221,spülen::V,чайкау,spláchnout
1222,fegen::V,себерү,zamést
1223,kehren::V,себерү,mést
1224,baden::V,коену,koupat se
1225,sich waschen::V,юыну,mýt se
1226,ausziehen::V,чишенү,svléct
1227,anziehen::V,кию,obléct
1228,sich anziehen::V,киенү,oblékat se
1229,kämmen::V,тарау,učesat
1230,schmücken::V,бизәү,ozdobit
1231,schmücken::V,бизәкләү,ozdobit
1232,sagen::V,дию,říct
1233,sagen::V,әйтү,říct
1234,sprechen::V,сөйләү,mluvit
1235,sprechen::V,сөйләшү,mluvit
1236,reden::V,сөйләү,hovořit
1237,sich unterhalten::V,сөйләшү,povídat se
1238,fragen::V,сорау,zeptat se
1239,fragen::V,сорашу,zeptat se
1240,bitten::V,үтенү,prosit
1241,erzählen::V,сөйләү,povídat
1242,mitteilen::V,белдерү,sdělit
1243,mitteilen::V,белдерү,oznámit
1244,nennen::V,дию,nazvat
1245,rufen::V,дәшү,volat
1246,rufen::V,дәшү,zavolat
1247,prahlen::V,мактану,chlubit se
1248,prahlen::V,шапырыну,chlubit se
1249,übersetzen::V,күчерү,přeložit
1250,denken::V,уйлау,myslit
1251,glauben::V,инану,věřit
1252,bemerken::V,искәрү,zpozorovat
1253,erkennen::V,тану,poznat
1254,begreifen::V,аңлау,pochopit
1255,begreifen::V,төшенү,pochopit
1256,verstehen::V,аңлау,porozumět
1257,verstehen::V,төшенү,porozumět
1258,lernen::V,уку,učit se
1259,lernen::V,өйрәнү,učit se
1260,wissen::V,белү,vědět
1261,sich erinnern an::V,хәтерләү,vzpomínat si na
1262,vergessen::V,оныту,zapomínat
1263,messen::V,үлчәү,měřit
1264,zählen::V,санау,spočítat
1265,rechnen::V,исәпләү,počítat
1266,lesen::V,уку,číst
1267,malen::V,рәсем ясау,malovat
1268,malen::V,сурәт ясау,malovat
1269,malen::V,сурәтләү,malovat
1270,zeichnen::V,язу-сызу,rýsovat
1271,zeichnen::V,сурәт ясау,rýsovat
1272,schreiben::V,язу,psát
1273,besitzen::V,биләү,mít
1274,besitzen::V,биләү,vlastnit
1275,kaufen::V,алу,koupit
1276,verkaufen::V,сату,prodat
1277,bezahlen::V,түләү,zaplatit
1278,zahlen::V,түләү,platit
1279,beherrschen::V,ия булу,ovládat
1280,ertragen::V,чыдау,snést
