,Concept_ID,vep,br
810,trocknen::V,kuida,sec'hañ
811,trocknen::V,kuivehtuda,sec'hañ
812,sieden::V,kehuda,berviñ
813,faulen::V,hapata,breinañ
814,faulen::V,traudäs,breinañ
815,verfaulen::V,hapata,breinañ
816,reißen::V,rebita,darnaouiñ
817,versinken::V,upota,sodellañ
818,vergehen::V,mända,tremen
819,erscheinen::V,ozutadas,donet war-wel
820,verschwinden::V,hajeta,monet diwar wel
821,sinken::V,väheta,en em izelat
822,sinken::V,lasktas,en em izelat
823,abnehmen::V,peneta,nebeutaat
824,zunehmen::V,ližaduda,kreskiñ
825,steigen::V,nousta,sevel
826,wachsen::V,kazda,kreskiñ
827,glänzen::V,loštta,lugernañ
828,funkeln::V,hoštta,elieniñ
829,lärmen::V,robaita,rabotat
830,läuten::V,judaita,
831,klingeln::V,kelotada,
832,klirren::V,biraita,diridignat
833,klirren::V,biraita,sterlinkañ
834,brausen::V,bruncta,gwegal
835,rauschen::V,šobaita,trouzal
836,klingen::V,heläita,seniñ
837,bellen::V,nutta,harzhal
838,heulen::V,ulaita,yudal
839,blasen::V,puhuda,c'hwezhañ
840,pfeifen::V,pistta,c'hwitellat
841,pfeifen::V,vihelta,c'hwitellat
842,schreien::V,kirkta,huchal
843,schreien::V,kidastada,huchal
844,stöhnen::V,ohkta,hirvoudiñ
845,stöhnen::V,voivotada,hirvoudiñ
846,zittern::V,säraita,krenañ
847,leben::V,eläda,bevañ
848,geboren werden::V,sünduda,genel
849,atmen::V,henktä,tennañ e anal
850,trinken::V,joda,evañ
851,essen::V,söda,debriñ
852,schlucken::V,lainata,lonkañ
853,müde werden::V,väzuda,skuizhañ
854,müde werden::V,šuštuda,skuizhañ
855,einschlafen::V,uinota,menel kousket
856,schlafen::V,magata,kousket
857,schlafen::V,nukkuda,kousket
858,aufwachen::V,heraštuda,dihuniñ
859,aufstehen::V,nousta,sevel
860,sich erholen::V,lebaitas,diskuizhañ
861,krank werden::V,läžegata,klañviñ
862,krank sein::V,läžuda,bezañ klañv
863,schmerzen::V,kibištada,skourjezañ
864,husten::V,rügda,pasaat
865,husten::V,rügda,peudal
866,genesen::V,tervehtuda,pareañ
867,sterben::V,kolda,mervel
868,umkommen::V,kolda,perisañ
869,sich bewegen::V,likkuda,bouljal
870,sich rühren::V,likahtada,fiñval
871,sich rühren::V,kubahtada,fiñval
872,sich erheben::V,nousta,sevel
873,sich setzen::V,išttas,azezañ
874,sich setzen::V,išttas,mont en e goazez
875,hinfallen::V,langeta,kouezhañ
876,laufen::V,kävuda,redek
877,schreiten::V,astta,kerzhet
878,schreiten::V,haškta,kerzhet
879,spazierengehen::V,kävelta,pourmen
880,eilen::V,kiruhtada,hastañ
881,sich beeilen::V,kiruhtada,hastañ
882,sausen::V,fun'urta,karzhañ
883,rennen::V,joksta,redek
884,springen::V,hüptä,lammat
885,klettern::V,libuda,krimpat
886,schaukeln::V,čibuda,brañsellat
887,kriechen::V,ličtas,skrampañ
888,schwimmen::V,ujuda,neuial
889,tauchen::V,čukautas,splujañ
890,rudern::V,souta,roeñvat
891,fahren::V,ajada,kas
892,fahren::V,ajada,bleniañ
893,fahren::V,ajelda,kas
894,fahren::V,ajelda,bleniañ
895,fliegen::V,leta,nijal
896,gehen::V,mända,mont
897,gehen::V,kävuda,mont
898,weggehen::V,päzda,mont kuit
899,weggehen::V,lähtta,mont kuit
900,abfahren::V,tönduda,mont kuit
901,anhalten::V,seižutadas,chom a-sav
902,hineingehen::V,mända südäimehe,monet e-barzh
903,eintreten::V,tulda,monet e-barzh
904,kommen::V,tulda,dont
905,ankommen::V,tulda,erruout
906,zurückkommen::V,pörtas,addonet
907,bleiben::V,jäda,chom
908,warten::V,varastada,gortoz
909,erwarten::V,varastada,gortoz
910,suchen::V,ectä,klask
911,finden::V,löuta,kavout
912,versuchen::V,ladida,klask
913,versuchen::V,rohkaita,klask
914,vorbereiten::V,vaumita,aozañ
915,lieben::V,armastada,karout
916,mögen::V,navedida,karout
917,lachen::V,nagrda,c'hoarzin
918,rühren::V,likutada,tenerañ
919,weinen::V,itkta,gouelañ
920,schimpfen::V,laidas,krozal
921,schimpfen::V,pačatada,krozal
922,sich ärgern::V,rändüda,fachañ
923,sich ärgern::V,rändüda,en em fachañ
924,sich fürchten::V,varaita,
925,fürchten::V,varaita,
926,fliehen::V,pageta,tec'het
927,flüchten::V,pageta,tuzañ
928,flüchten::V,joksta,tuzañ
929,sehen::V,nähta,gwelet
930,anschauen::V,kacta,sellout ouzh
931,ansehen::V,kacta,sellout ouzh
932,hören::V,kulda,klevet
933,zuhören::V,kundeltas,selaou
934,probieren::V,mujada,blasa
935,riechen::V,rižada,klevet
936,fühlen::V,mujada,santout
937,scheinen::V,näguda,diskouez bezañ
938,zu sehen sein::V,näguda,bezañ gwelus
939,vernehmen::V,kulištada,merzhañ
940,frieren::V,kül'mdä,anoued
941,tun::V,tehta,ober
942,können::V,voida,gouzout
943,können::V,mahtta,gouzout
944,wollen::V,himoita,fellout da
945,wollen::V,himoita,kaout c'hoant da
946,wollen::V,tahtoida,fellout da
947,wollen::V,tahtoida,kaout c'hoant da
948,anfangen::V,zavottä,kregiñ
949,anfangen::V,augotada,kregiñ
950,beenden::V,loptä,achuiñ
951,aufhören::V,loptas,paouez
952,gelingen::V,lähtta,
953,gelingen::V,tehtas,
954,geraten::V,tulda,
955,öffnen::V,avaita,digeriñ
956,schließen::V,saubata,serriñ
957,stellen::V,panda,lakaat
958,stellen::V,seižutada,lakaat
959,setzen::V,ištutada,lakaat
960,legen::V,panda,lakaat
961,berühren::V,koskta,touch
962,berühren::V,käziduda,touch
963,verbinden::V,ühtenzoitta,eren
964,bedecken::V,katta,goloiñ
965,bedecken::V,peitta,goloiñ
966,aufhängen::V,riputada,istribilhañ
967,anzünden::V,sütutada,alumiñ
968,anzünden::V,sütutada,c'hwezzañ
969,aufheben::V,leta,dastum
970,zurücklassen::V,jätta,lezel
971,verlieren::V,kadotada,koll
972,fallen lassen::V,kirbotada,laoskel
973,fallen lassen::V,kirbotada,lezel da gouezhel
974,machen::V,säta,ober
975,machen::V,tehta,ober
976,herstellen::V,tehta,fardañ
977,bauen::V,leta,sevel
978,bauen::V,sauda,sevel
979,reparieren::V,koheta,adaozañ
980,verbessern::V,paremboita,gwellaat
981,ändern::V,vajehtada,cheñch
982,graben::V,kaida,kleuzañ
983,graben::V,čongoida,kleuzañ
984,beugen::V,koverta,plegañ
985,biegen::V,painda,krommañ
986,drehen::V,punotada,treiñ
987,wenden::V,käta,treiñ
988,wenden::V,kärauta,treiñ
989,umdrehen::V,käta,treiñ
990,heben::V,leta,sevel
991,hochheben::V,libutada,sevel
992,ergreifen::V,tabata,kemer
993,halten::V,pidada,dalc'hen
994,drücken::V,painda,bountañ
995,schieben::V,žigutada,poulzañ
996,kratzen::V,künstä,skrabat
997,lecken::V,nolda,lipat
998,beißen::V,purda,kregiñ
999,beißen::V,hambastada,kregiñ
1000,abreißen::V,ratketa,diframmañ
1001,abschneiden::V,čapata,troc'hañ
1002,abschneiden::V,leikata,troc'hañ
1003,binden::V,sidoda,stagañ
1004,stecken::V,čokaita,sankañ
1005,brechen::V,katkaita,darnaouiñ
1006,klopfen::V,kolkotada,skoiñ
1007,hauen::V,löda,dornañ
1008,kleben::V,klejata,pegañ
1009,reiben::V,hosta,taravat
1010,reiben::V,hosta,trekiñ
1011,reiben::V,törkita,taravat
1012,reiben::V,törkita,trekiñ
1013,reiben::V,jorotada,taravat
1014,reiben::V,jorotada,trekiñ
1015,streichen::V,voita,toazañ
1016,schleifen::V,hijoida,lemmañ
1017,schleifen::V,teravzoitta,lemmañ
1018,schneiden::V,leikata,troc'hañ
1019,rütteln::V,heilutada,tordorosañ
1020,schütteln::V,pudištada,hejañ
1021,schwenken::V,maihutada,
1022,schütten::V,valada,diskargañ
1023,füllen::V,täutta,kargañ
1024,einwickeln::V,kärdä,gronnañ
1025,tragen::V,kantta,dougen
1026,tragen::V,kandišta,dougen
1027,schleppen::V,vedätada,stlejal
1028,ziehen::V,vedada,sachañ
1029,aufbewahren::V,kaita,miret
1030,werfen::V,čuta,teuler
1031,werfen::V,tactä,teuler
1032,fangen::V,püta,tapañ
1033,packen::V,tabata,krapat
1034,verstecken::V,peitta,kuzhat
1035,teilen::V,jagada,rannañ
1036,schicken::V,oigeta,kas
1037,bringen::V,veda,degas
1038,hinzufügen::V,ližata,lakat ouzhpenn
1039,bekommen::V,sada,kaout
1040,erhalten::V,sada,kaout
1041,nehmen::V,otta,kemer
1042,wählen::V,valita,choaz
1043,auswählen::V,valita,dibab
1044,bewahren::V,kaita,mirout
1045,behindern::V,telustada,diaezañ
1046,verderben::V,travida,lovrañ
1047,beschädigen::V,satatada,gwallegañ
1048,zerbrechen::V,mureta,torriñ
1049,zerreißen::V,rebitada,diroegiñ
1050,zerstören::V,mureta,distrujañ
1051,verbrennen::V,poltta,deviñ
1052,geben::V,antta,reiñ
1053,reichen::V,antta,
1054,schenken::V,lahjoita,donezonañ
1055,versprechen::V,toivotada,prometiñ
1056,wünschen::V,toivotada,hetiñ
1057,loben::V,kitta,feurmiñ
1058,küssen::V,tervehtada,pokat
1059,wiegen::V,likutada,pouezañ
1060,zudecken::V,katta,goloiñ
1061,wecken::V,noustatada,dihuniñ
1062,zeigen::V,ozutada,diskouez
1063,führen::V,astutada,kas
1064,lehren::V,opeta,deskiñ
1065,unterrichten::V,opeta,kelenn
1066,aufziehen::V,kazvatada,
1067,leiten::V,ohjata,bleinañ
1068,antreiben::V,rigehtoitta,poulzañ
1069,lassen::V,käskta,leuskel
1070,einladen::V,kucta,pediñ
1071,vereinigen::V,ühtenzoitta,unisañ
1072,besuchen::V,rižada,gweladenniñ
1073,treffen::V,vastata,kejal
1074,treffen::V,vastata,ankontrañ
1075,sich versammeln::V,kägeta,bodennañ
1076,sich versammeln::V,sätas,bodennañ
1077,spielen::V,väta,c'hoari
1078,singen::V,pajatada,kanañ
1079,tanzen::V,kargaita,dañsal
1080,sich trennen::V,erigata,dispartiañ
1081,verlassen::V,jätta,lezel
1082,retten::V,päzutada,saveteiñ
1083,bewachen::V,varjoita,mesa
1084,schützen::V,kaita,diwall
1085,verteidigen::V,kaita,difenn
1086,sich schlagen::V,torata,lopañ
1087,schießen::V,ampta,
1088,siegen::V,vägestada,trec'hiñ
1089,ärgern::V,verdutada,hegasiñ
1090,ärgern::V,rändütada,hegasiñ
1091,schlagen::V,löda,skeiñ
1092,schlagen::V,iškta,skeiñ
1093,treten::V,peksta,botaouiñ
1094,treten::V,topsta,botaouiñ
1095,stechen::V,pystiä,pikat
1096,stoßen::V,iškta,stokañ
1097,stoßen::V,pudištada,stokañ
1098,stehlen::V,vargastada,laerezh
1099,stören::V,keskustada,direnkañ
1100,belästigen::V,tartuteldas,dregasiñ
1101,verbergen::V,katelda,skoachañ
1102,täuschen::V,manitada,tromplañ
1103,betrügen::V,manitada,lorbañ
1104,töten::V,rikta,lazhañ
1105,töten::V,surmita,lazhañ
1106,wohnen::V,eläda,bezañ o chom
1107,arbeiten::V,rata,labourat
1108,sammeln::V,kogota,dastum
1109,pflücken::V,poimda,kuntuilhañ
1110,jagen::V,mecata,chaseal
1111,fischen::V,kalatada,pesketa
1112,fassen::V,tabata,pakañ
1113,hüten::V,paimeta,geota
1114,treiben::V,ajada,
1115,anbinden::V,küttestada,stagañ
1116,anbinden::V,sidoda,stagañ
1117,füttern::V,sötta,boueta
1118,melken::V,lüpsta,goro
1119,hacken::V,sauda,difrakal
1120,gießen::V,valada,dourañ
1121,reifen::V,küpseta,azviñ
1122,zubereiten::V,vaumištada,keginañ
1123,kochen::V,keitta,poazhañ
1124,backen::V,paštta,fritañ
1125,braten::V,žarda,rostañ
1126,umrühren::V,segoitada,
1127,stricken::V,kudoda,stammañ
1128,nähen::V,ombelta,gwriat
1129,färben::V,mujutada,livañ
1130,reinigen::V,puhtastada,naetañ
1131,waschen::V,pesta,gwalc'hiñ
1132,abwischen::V,pühktä,torchañ
1133,spülen::V,huhtoida,disgwalc'hiñ
1134,fegen::V,pühkta,skubañ
1135,kehren::V,uhoita,skubañ
1136,baden::V,kül'ptäs,kouronkañ
1137,sich waschen::V,pestas,en em walc'hiñ
1138,ausziehen::V,riičta,
1139,ausziehen::V,rušta,
1140,anziehen::V,panda päle,
1141,anziehen::V,panda kädehe,
1142,anziehen::V,panda jaugha,
1143,sich anziehen::V,sobdas,gwiskañ
1144,kämmen::V,harjata,kribat
1145,schmücken::V,čomitada,kinklañ
1146,sagen::V,sanuda,larêt
1147,sagen::V,sanuda,lavaret
1148,sprechen::V,pagišta,komz
1149,reden::V,pagišta,kaozeal
1150,sich unterhalten::V,lodaita,balbotal
1151,fragen::V,küzuda,goulenn
1152,bitten::V,pakita,goulenn
1153,erzählen::V,sanuda,kontañ
1154,erzählen::V,starinoita,kontañ
1155,mitteilen::V,tedotada,kemenn
1156,nennen::V,nimitada,anviñ
1157,rufen::V,kucta,gelver
1158,prahlen::V,kittäs,fougeal
1159,übersetzen::V,käta,treiñ
1160,denken::V,meletada,soñjal
1161,glauben::V,uskta,krediñ
1162,bemerken::V,homaita,apresevañ
1163,erkennen::V,tundištada,anavout
1164,begreifen::V,tabata,meizañ
1165,verstehen::V,el'geta,kompren
1166,verstehen::V,toimetada,kompren
1167,lernen::V,opetas,deskiñ
1168,wissen::V,teta,gouzout
1169,sich erinnern an::V,johtutada,kaout soñj e
1170,vergessen::V,unohtada,ankouaat
1171,messen::V,märita,muzuliañ
1172,zählen::V,lugeda,kontañ
1173,rechnen::V,lugeda,jedañ
1174,lesen::V,lugeda,lenn
1175,malen::V,pirta,livañ
1176,zeichnen::V,pirta,tresañ
1177,schreiben::V,kirjutada,skrivañ
1178,besitzen::V,omištada,kaout
1179,kaufen::V,ostta,prenañ
1180,verkaufen::V,möda,gwerzhañ
1181,bezahlen::V,maksta,paeañ
1182,zahlen::V,maksta,paeañ
1183,beherrschen::V,valdoita,mestroniañ
1184,ertragen::V,tirpta,anduriñ
