,Concept_ID,bn,se
157,Schulter::N,স্কন্ধ,ärdee
158,Schulter::N,স্কন্ধ,uál'gi
159,Schulter::N,স্কন্ধ,a´rddi
160,Schulter::N,স্কন্ধ,vuä´lǧǧ
161,Schulter::N,স্কন্ধ,вуэллык
162,Arm::N,বাহু,gïete
163,Arm::N,বাহু,giehta
164,Arm::N,বাহু,giehta
165,Arm::N,বাহু,kietâ
166,Arm::N,বাহু,kie'tâkaaṿâ
167,Arm::N,বাহু,ǩiõtt
168,Arm::N,বাহু,кӣдт
169,Ellenbogen::N,কনুই,gernjere
170,Ellenbogen::N,কনুই,garŋŋel
171,Ellenbogen::N,কনুই,gargŋil
172,Ellenbogen::N,কনুই,käŋŋir
173,Ellenbogen::N,কনুই,kõõnjâr
174,Ellenbogen::N,কনুই,карьнэль
175,Hand::N,হাত,gïete
176,Hand::N,হাত,giehta
177,Hand::N,হাত,giehta
178,Hand::N,হাত,kietâ
179,Hand::N,হাত,ǩiõtt
180,Hand::N,হাত,кӣдт
181,Handfläche::N,করতল,gïeten-låapoe
182,Handfläche::N,করতল,giehtavuodo
183,Handfläche::N,করতল,tjårmmåvuodo
184,Handfläche::N,করতল,giehtaloahpu
185,Handfläche::N,করতল,kiämád
186,Handfläche::N,করতল,kuámmir
187,Handfläche::N,করতল,kuä´m'mer
188,Handfläche::N,করতল,ǩiõttǩeä´m'men
189,Handfläche::N,করতল,ко̄а̄ллдэгк
190,Handfläche::N,করতল,кӣдткоалдэгк
191,Finger::N,আঙ্গুল,soerme
192,Finger::N,আঙ্গুল,tjuvdde
193,Finger::N,আঙ্গুল,suorbma
194,Finger::N,আঙ্গুল,čuvde
195,Finger::N,আঙ্গুল,suor'mâ
196,Finger::N,আঙ্গুল,suõrmm
197,Finger::N,আঙ্গুল,це̄ххп
198,Fingernagel::N,হাতের নখ,gadtse
199,Fingernagel::N,হাতের নখ,guehpere
200,Fingernagel::N,হাতের নখ,gadtsa
201,Fingernagel::N,হাতের নখ,gazza
202,Fingernagel::N,হাতের নখ,kozzâ
203,Fingernagel::N,হাতের নখ,kõʒʒ
204,Fingernagel::N,হাতের নখ,кэ̄ннц
205,Nagel[Anatomie]::N,নখ,gadtse
206,Nagel[Anatomie]::N,নখ,guehpere
207,Nagel[Anatomie]::N,নখ,gadtsa
208,Nagel[Anatomie]::N,নখ,gazza
209,Nagel[Anatomie]::N,নখ,kozzâ
210,Nagel[Anatomie]::N,নখ,kõʒʒ
211,Nagel[Anatomie]::N,নখ,кэ̄ннц
212,Zeh::N,আঙ্গুল,tjiehtjere
213,Zeh::N,আঙ্গুল,juolggetjuvdde
214,Zeh::N,আঙ্গুল,juolgesuorbma
215,Zeh::N,আঙ্গুল,jyel'gisuor'mâ
216,Zeh::N,আঙ্গুল,jue´lǧǧsuõrmm
217,Zeh::N,আঙ্গুল,ю̄лльк-це̄һп
218,Fuß::N,পা,juelkie
219,Fuß::N,পা,juolgge
220,Fuß::N,পা,juolgi
221,Fuß::N,পা,jyel'gi
222,Fuß::N,পা,jue´lǧǧ
223,Fuß::N,পা,ла̄бпь
224,Ferse::N,গোড়ালি,båetskie
225,Ferse::N,গোড়ালি,boasske
226,Ferse::N,গোড়ালি,šušmi
227,Ferse::N,গোড়ালি,šušme
228,Ferse::N,গোড়ালি,jue´lǧǧkädd
229,Ferse::N,গোড়ালি,ка̄ннт
230,Knie::N,হাঁটু,boelve
231,Knie::N,হাঁটু,buolvva
232,Knie::N,হাঁটু,čibbi
233,Knie::N,হাঁটু,veaŋki
234,Knie::N,হাঁটু,iidâ
235,Knie::N,হাঁটু,puõlvv
236,Knie::N,হাঁটু,пуллв
237,Oberschenkel::N,ঊরু,ruaksja
238,Oberschenkel::N,ঊরু,tjibbe
239,Oberschenkel::N,ঊরু,gassaváhkká
240,Oberschenkel::N,ঊরু,badjeváhkáa
241,Oberschenkel::N,ঊরু,čuár'bpeeḷi
242,Oberschenkel::N,ঊরু,če´bb
243,Oberschenkel::N,ঊরু,чуаррбе̄лль
244,Bein::N,পা,juelkie
245,Bein::N,পা,juolgge
246,Bein::N,পা,juolgi
247,Bein::N,পা,jyel'gi
248,Bein::N,পা,jue´lǧǧ
249,Bein::N,পা,ю̄лльк
250,Körper::N,দেহ,kråahpe
251,Körper::N,দেহ,rumáj
252,Körper::N,দেহ,rumaš
253,Körper::N,দেহ,ruumâš
254,Körper::N,দেহ,rå´pp
255,Körper::N,দেহ,лышшьк
256,Körper::N,দেহ,роаӈӈьк
257,Haut::N,ত্বক,njaltja
258,Haut::N,ত্বক,lijkke
259,Haut::N,ত্বক,tjuobma
260,Haut::N,ত্বক,liiki
261,Haut::N,ত্বক,liške
262,Haut::N,ত্বক,le´šǩǩ
263,Haut::N,ত্বক,лышшьк
264,Blut::N,রক্ত,vïrre
265,Blut::N,রক্ত,maelie
266,Blut::N,রক্ত,varra
267,Blut::N,রক্ত,varra
268,Blut::N,রক্ত,vorrâ
269,Blut::N,রক্ত,võrr
270,Blut::N,রক্ত,вэ̄рр
271,Ader::N,শিরা,åerie
272,Ader::N,শিরা,aajroe
273,Ader::N,শিরা,suodna
274,Ader::N,শিরা,varrasuotna
275,Ader::N,শিরা,suoṇâ
276,Ader::N,শিরা,suõnn
277,Ader::N,শিরা,сӯнн
278,Sehne::N,কণ্ডরা,soene
279,Sehne::N,কণ্ডরা,gåårtenje
280,Sehne::N,কণ্ডরা,suodna
281,Sehne::N,কণ্ডরা,suotna
282,Sehne::N,কণ্ডরা,suoṇâ
283,Sehne::N,কণ্ডরা,suõnn
284,Sehne::N,কণ্ডরা,сӯнн
285,Knochen::N,অস্থি,måara
286,Knochen::N,অস্থি,måaroe
287,Knochen::N,অস্থি,dákte
288,Knochen::N,অস্থি,dákti
289,Knochen::N,অস্থি,tähti
290,Knochen::N,অস্থি,tä´htt
291,Knochen::N,অস্থি,та̄ххт
292,Knochen::N,অস্থি,та̄ффьт
293,Gehirn::N,মস্তিষ্ক,aajla
294,Gehirn::N,মস্তিষ্ক,vuojŋam
295,Gehirn::N,মস্তিষ্ক,vuoigŋašat
296,Gehirn::N,মস্তিষ্ক,vuoi'ŋâšeh
297,Gehirn::N,মস্তিষ্ক,vuo'ivâšneh
298,Gehirn::N,মস্তিষ্ক,vuõivâšn
299,Gehirn::N,মস্তিষ্ক,вуэййвэшна
300,Herz::N,হৃৎপিণ্ড,vaajmoe
301,Herz::N,হৃৎপিণ্ড,tsåhke
302,Herz::N,হৃৎপিণ্ড,váibmu
303,Herz::N,হৃৎপিণ্ড,váimu
304,Herz::N,হৃৎপিণ্ড,čââ´đ
305,Herz::N,হৃৎপিণ্ড,кӯттҌк
306,Magen::N,পাকস্থলী,tjåejjie
307,Magen::N,পাকস্থলী,tjoajvve
308,Magen::N,পাকস্থলী,čoavji
309,Magen::N,পাকস্থলী,čuáv'ji
310,Magen::N,পাকস্থলী,čåu´jj
311,Magen::N,পাকস্থলী,чо̄ввьй
312,Leber::N,যকৃৎ,mueksie
313,Leber::N,যকৃৎ,librre
314,Leber::N,যকৃৎ,vuoivvas
315,Leber::N,যকৃৎ,vuoivâs
316,Leber::N,যকৃৎ,vuõivâs
317,Leber::N,যকৃৎ,вуйвас
318,Atem::N,শ্বাস,voejngehtasse
319,Atem::N,শ্বাস,båssånis
320,Atem::N,শ্বাস,vuojŋadahka
321,Atem::N,শ্বাস,vuoiŋŋahat
322,Atem::N,শ্বাস,vuo'iŋâstim
323,Atem::N,শ্বাস,jiõg'g
324,Atem::N,শ্বাস,вӯйнас
325,Atem::N,শ্বাস,вӯййнмушш
326,Hunger::N,ক্ষুধা,nielkie
327,Hunger::N,ক্ষুধা,nielgge
328,Hunger::N,ক্ষুধা,nealgi
329,Hunger::N,ক্ষুধা,nelgi
330,Hunger::N,ক্ষুধা,neä´lǧǧ
331,Hunger::N,ক্ষুধা,не̄лльк
332,Träne::N,অশ্রু,gïknjele
333,Träne::N,অশ্রু,ganjál
334,Träne::N,অশ্রু,ganjal
335,Träne::N,অশ্রু,koonjâl
336,Träne::N,অশ্রু,kõõnjâl
337,Träne::N,অশ্রু,кэ̄нял
338,Geschmack::N,স্বাদ,aelmie
339,Geschmack::N,স্বাদ,muosse
340,Geschmack::N,স্বাদ,smáhkka
341,Geschmack::N,স্বাদ,máhku
342,Geschmack::N,স্বাদ,smáhkka
343,Geschmack::N,স্বাদ,mááhu
344,Geschmack::N,স্বাদ,smakkâ
345,Geschmack::N,স্বাদ,njõõd
346,Geschmack::N,স্বাদ,smääkk
347,Geschmack::N,স্বাদ,ня̄лльк
348,Geruch::N,গন্ধ,haaje
349,Geruch::N,গন্ধ,habjja
350,Geruch::N,গন্ধ,hádja
351,Geruch::N,গন্ধ,opsâ
352,Geruch::N,গন্ধ,haajâ
353,Geruch::N,গন্ধ,õpss
354,Geruch::N,গন্ধ,haajj
355,Geruch::N,গন্ধ,апс
356,Geruch::N,গন্ধ,лэ̄гк
357,Schlaf::N,ঘুম,nahkerh
358,Schlaf::N,ঘুম,nager
359,Schlaf::N,ঘুম,oados
360,Schlaf::N,ঘুম,nagir
361,Schlaf::N,ঘুম,naṿer
362,Schlaf::N,ঘুম,nââ´er
363,Schlaf::N,ঘুম,нагерь
364,Traum::N,স্বপ্ন,nahkere
365,Traum::N,স্বপ্ন,niehko
366,Traum::N,স্বপ্ন,niehku
367,Traum::N,স্বপ্ন,naṿer
368,Traum::N,স্বপ্ন,nââ´er
369,Traum::N,স্বপ্ন,нагерь
370,Himmel::N,আকাশ,elmie
371,Himmel::N,আকাশ,almme
372,Himmel::N,আকাশ,albmi
373,Himmel::N,আকাশ,alme
374,Himmel::N,আকাশ,â´lmm
375,Himmel::N,আকাশ,алльм
376,Sonne::N,সূর্য,biejjie
377,Sonne::N,সূর্য,bæjvásj
378,Sonne::N,সূর্য,beaivváš
379,Sonne::N,সূর্য,peivi
380,Sonne::N,সূর্য,piäiváš
381,Sonne::N,সূর্য,pei´vv
382,Sonne::N,সূর্য,пе̄ййв
383,Mond::N,চন্দ্র,aske
384,Mond::N,চন্দ্র,mánno
385,Mond::N,চন্দ্র,mánnu
386,Mond::N,চন্দ্র,máánu
387,Mond::N,চন্দ্র,mään
388,Mond::N,চন্দ্র,ма̄нн
389,Stern::N,নক্ষত্র,daasta
390,Stern::N,নক্ষত্র,naestie
391,Stern::N,নক্ষত্র,násste
392,Stern::N,নক্ষত্র,násti
393,Stern::N,নক্ষত্র,täsni
394,Stern::N,নক্ষত্র,tä´snn
395,Stern::N,নক্ষত্র,та̄ссьт
396,Luft::N,বায়ু,elmie
397,Luft::N,বায়ু,ájmmo
398,Luft::N,বায়ু,áibmu
399,Luft::N,বায়ু,áimu
400,Luft::N,বায়ু,šõŋŋ
401,Luft::N,বায়ু,вӯйнас
402,Wind::N,বাতাস,bïegke
403,Wind::N,বাতাস,biegga
404,Wind::N,বাতাস,biegga
405,Wind::N,বাতাস,pieg'gâ
406,Wind::N,বাতাস,piõg'g
407,Wind::N,বাতাস,пӣӈӈк
408,Welle::N,ঢেউ,baaroe
409,Welle::N,ঢেউ,bárro
410,Welle::N,ঢেউ,bárru
411,Welle::N,ঢেউ,pááṛu
412,Welle::N,ঢেউ,päärr
413,Welle::N,ঢেউ,нэ̄ммп
414,Welle::N,তরঙ্গ,baaroe
415,Welle::N,তরঙ্গ,bárro
416,Welle::N,তরঙ্গ,bárru
417,Welle::N,তরঙ্গ,pááṛu
418,Welle::N,তরঙ্গ,päärr
419,Welle::N,তরঙ্গ,нэ̄ммп
420,Wasser::N,জল,tjaetsie
421,Wasser::N,জল,tjáhtje
422,Wasser::N,জল,čáhci
423,Wasser::N,জল,čääci
424,Wasser::N,জল,čää´cc
425,Wasser::N,জল,ча̄дзь
426,Stein::N,ঢিল,gierkie
427,Stein::N,ঢিল,giergge
428,Stein::N,ঢিল,geađgi
429,Stein::N,ঢিল,keđgi
430,Stein::N,ঢিল,ǩeä´dǧǧ
431,Stein::N,ঢিল,ке̄ддҌк
432,Stein::N,প্রস্তর,gierkie
433,Stein::N,প্রস্তর,giergge
434,Stein::N,প্রস্তর,geađgi
435,Stein::N,প্রস্তর,keđgi
436,Stein::N,প্রস্তর,ǩeä´dǧǧ
437,Stein::N,প্রস্তর,ке̄ддҌк
438,Boden::N,ভূতল,betnie
439,Boden::N,ভূতল,ednam
440,Boden::N,ভূতল,bodni
441,Boden::N,ভূতল,vuođđu
442,Boden::N,ভূতল,ponne
443,Boden::N,ভূতল,vuáđ̣u
444,Boden::N,ভূতল,vuâđđ
445,Boden::N,ভূতল,лаввьн
446,Boden::N,ভূতল,е̄ммьне
447,Erde::N,ভূমি,jåarta
448,Erde::N,ভূমি,mueltie
449,Erde::N,ভূমি,ednam
450,Erde::N,ভূমি,mållde
451,Erde::N,ভূমি,eana
452,Erde::N,ভূমি,eennâm
453,Erde::N,ভূমি,mädd
454,Erde::N,ভূমি,jânnam
455,Erde::N,ভূমি,е̄ммьне
456,Staub::N,ধুলা,heblie
457,Staub::N,ধুলা,tsumhtsie
458,Staub::N,ধুলা,dubme
459,Staub::N,ধুলা,dopmu
460,Staub::N,ধুলা,kovjâ
461,Staub::N,ধুলা,põõ´l
462,Staub::N,ধুলা,кэ̄ббьй
463,Rauch::N,ধোঁয়া,soeve
464,Rauch::N,ধোঁয়া,suovva
465,Rauch::N,ধোঁয়া,suovva
466,Rauch::N,ধোঁয়া,suoṿâ
467,Rauch::N,ধোঁয়া,suõvv
468,Rauch::N,ধোঁয়া,сӯвв
469,Funke::N,স্ফুলিঙ্গ,naestie
470,Funke::N,স্ফুলিঙ্গ,tjuonam
471,Funke::N,স্ফুলিঙ্গ,čuotnan
472,Funke::N,স্ফুলিঙ্গ,čuođâlm
473,Funke::N,স্ফুলিঙ্গ,iiskâr
474,Funke::N,স্ফুলিঙ্গ,čuõzzâm
475,Funke::N,স্ফুলিঙ্গ,чӯссэм
476,Feuer::N,অগ্নি,dålle
477,Feuer::N,অগ্নি,dållå
478,Feuer::N,অগ্নি,dolla
479,Feuer::N,অগ্নি,tullâ
480,Feuer::N,অগ্নি,toll
481,Feuer::N,অগ্নি,то̄лл
482,Licht::N,আলো,tjoevke
483,Licht::N,আলো,tjuovgga
484,Licht::N,আলো,čuovga
485,Licht::N,আলো,čuovggas
486,Licht::N,আলো,čuoṿâ
487,Licht::N,আলো,toll
488,Licht::N,আলো,čuõvv
489,Licht::N,আলো,то̄лл
490,Schatten::N,ছায়া,skugkie
491,Schatten::N,ছায়া,soejvene
492,Schatten::N,ছায়া,irkes
493,Schatten::N,ছায়া,sieges
494,Schatten::N,ছায়া,itku
495,Schatten::N,ছায়া,suoivâ
496,Schatten::N,ছায়া,õõtt
497,Schatten::N,ছায়া,ǩeeu´niǩ
498,Schatten::N,ছায়া,кывьнэхь
499,Wetter::N,আবহাওয়া,vïerhtse
500,Wetter::N,আবহাওয়া,dálkke
501,Wetter::N,আবহাওয়া,dálki
502,Wetter::N,আবহাওয়া,šoŋŋâ
503,Wetter::N,আবহাওয়া,šõŋŋ
504,Wetter::N,আবহাওয়া,шэ̄ӈӈ
505,Nebel::N,কুহেলিকা,såavla
506,Nebel::N,কুহেলিকা,mearhka
507,Nebel::N,কুহেলিকা,murkko
508,Nebel::N,কুহেলিকা,mierkká
509,Nebel::N,কুহেলিকা,mierká
510,Nebel::N,কুহেলিকা,miär'kká
511,Nebel::N,কুহেলিকা,oṃo
512,Nebel::N,কুহেলিকা,sue´lnn
513,Nebel::N,কুহেলিকা,цӣгк
514,Nebel::N,কুহেলিকা,сулльн
515,Wolke::N,মেঘ,balve
516,Wolke::N,মেঘ,balvva
517,Wolke::N,মেঘ,balva
518,Wolke::N,মেঘ,polvâ
519,Wolke::N,মেঘ,põlvv
520,Wolke::N,মেঘ,пэллв
521,Regen::N,বৃষ্টি,ebrie
522,Regen::N,বৃষ্টি,harvve
523,Regen::N,বৃষ্টি,arvi
524,Regen::N,বৃষ্টি,arve
525,Regen::N,বৃষ্টি,â´brr
526,Regen::N,বৃষ্টি,аббьр
527,Schnee::N,তুষার,lopme
528,Schnee::N,তুষার,moehtege
529,Schnee::N,তুষার,muohta
530,Schnee::N,তুষার,muohta
531,Schnee::N,তুষার,muotâ
532,Schnee::N,তুষার,muõtt
533,Schnee::N,তুষার,вэ̄дз
534,Schnee::N,তুষার,куэллт
535,Eis::N,বরফ,jïenge
536,Eis::N,বরফ,jiegŋa
537,Eis::N,বরফ,jiekŋa
538,Eis::N,বরফ,jieŋ̣â
539,Eis::N,বরফ,jiõŋŋ
540,Eis::N,বরফ,ӣӈӈ
541,Frost::N,তুষার,baajkoe
542,Frost::N,তুষার,tjoasskem
543,Frost::N,তুষার,buolaš
544,Frost::N,তুষার,puolâš
545,Frost::N,তুষার,puõlâš
546,Frost::N,তুষার,мӯнь
547,Kälte::N,শৈত্য,jueskie
548,Kälte::N,শৈত্য,tjåetskeme
549,Kälte::N,শৈত্য,tjoasskem
550,Kälte::N,শৈত্য,čoaskin
551,Kälte::N,শৈত্য,ko'lmâsvuotâ
552,Kälte::N,শৈত্য,ijss
553,Kälte::N,শৈত্য,čuä´cǩǩem
554,Kälte::N,শৈত্য,tuârggnjõs
555,Kälte::N,শৈত্য,кэ̄лмас
556,Hitze::N,তাপ,baahke
557,Hitze::N,তাপ,báhkka
558,Hitze::N,তাপ,báhkka
559,Hitze::N,তাপ,pakkâ
560,Hitze::N,তাপ,kuṃe
561,Hitze::N,তাপ,paašt
562,Hitze::N,তাপ,жоарр
563,Raureif::N,তুহিন,jyjse
564,Raureif::N,তুহিন,ridne
565,Raureif::N,তুহিন,goarre
566,Raureif::N,তুহিন,ritni
567,Raureif::N,তুহিন,suhči
568,Raureif::N,তুহিন,riṇe
569,Raureif::N,তুহিন,ай
570,Regenbogen::N,রামধনু,aatjan goengere
571,Regenbogen::N,রামধনু,aatjan joekse
572,Regenbogen::N,রামধনু,ádjájuoksa
573,Regenbogen::N,রামধনু,arvedávgi
574,Regenbogen::N,রামধনু,bajándávgi
575,Regenbogen::N,রামধনু,äijihtävgi
576,Regenbogen::N,রামধনু,teârmmazjohss
577,Regenbogen::N,রামধনু,тӣрмесью̄ккс
578,Donner::N,বজ্রধ্বনি,raejrie
579,Donner::N,বজ্রধ্বনি,átjek
580,Donner::N,বজ্রধ্বনি,átjárájdde
581,Donner::N,বজ্রধ্বনি,áddjá
582,Donner::N,বজ্রধ্বনি,baján
583,Donner::N,বজ্রধ্বনি,juuṛâ
584,Donner::N,বজ্রধ্বনি,tie´rmes
585,Donner::N,বজ্রধ্বনি,тӣрмесь
586,Donner::N,বজ্রধ্বনি,ча̄ркнэгк
587,Strömung::N,স্রোত,njuvvie
588,Strömung::N,স্রোত,ájggedáhpe
589,Strömung::N,স্রোত,rávdnji
590,Strömung::N,স্রোত,virde
591,Strömung::N,স্রোত,ve´rdd
592,Strömung::N,স্রোত,выррьт
593,Tropfen::N,ফোঁটা,gåajhkohts
594,Tropfen::N,ফোঁটা,gåjkudis
595,Tropfen::N,ফোঁটা,goaikkanas
596,Tropfen::N,ফোঁটা,čalme
597,Tropfen::N,ফোঁটা,čâ´lmm
598,Tropfen::N,ফোঁটা,ча̄лльм
599,Schaum::N,ফেনা,sapte
600,Schaum::N,ফেনা,såpptå
601,Schaum::N,ফেনা,sokta
602,Schaum::N,ফেনা,suptâ
603,Schaum::N,ফেনা,soptt
604,Schaum::N,ফেনা,со̄ппт
605,Schmutz::N,ধুলা,haaskoe
606,Schmutz::N,ধুলা,duolvva
607,Schmutz::N,ধুলা,duolva
608,Schmutz::N,ধুলা,durdi
609,Schmutz::N,ধুলা,stänži
610,Schmutz::N,ধুলা,sähss
611,Schmutz::N,ধুলা,са̄ккьс
612,Schmutz::N,ধুলা,не̄шшь
613,See::N,হ্রদ,jaevrie
614,See::N,হ্রদ,jávrre
615,See::N,হ্রদ,jávri
616,See::N,হ্রদ,jävri
617,See::N,হ্রদ,jâu´rr
618,See::N,হ্রদ,я̄ввьр
619,Sumpf::N,জলা,pluevie
620,Sumpf::N,জলা,áhpe
621,Sumpf::N,জলা,sæmssa
622,Sumpf::N,জলা,jeaggi
623,Sumpf::N,জলা,jeggi
624,Sumpf::N,জলা,jeä´ǧ'ǧ
625,Sumpf::N,জলা,ла̄ммьп
626,Moor::N,মাঠ,pluevie
627,Moor::N,মাঠ,jiegge
628,Moor::N,মাঠ,suotnju
629,Moor::N,মাঠ,karrii
630,Moor::N,মাঠ,kä´rev
631,Moor::N,মাঠ,veättaǩ
632,Moor::N,মাঠ,ла̄ммьп
633,Wiese::N,তৃণভূমি,ïentje
634,Wiese::N,তৃণভূমি,giedde
635,Wiese::N,তৃণভূমি,gieddi
636,Wiese::N,তৃণভূমি,nijtto
637,Wiese::N,তৃণভূমি,пуэшенҍ
638,Wald::N,বন,skåake
639,Wald::N,বন,skåajje
640,Wald::N,বন,miehtsie
641,Wald::N,বন,vuovdde
642,Wald::N,বন,miehttse
643,Wald::N,বন,vuovdi
644,Wald::N,বন,meahcci
645,Wald::N,বন,mecci
646,Wald::N,বন,vyemi
