,Concept_ID,lbe,en
785,fließen::V,экьинан,flow
786,sich drehen::V,гьанан,revolve
787,schwanken::V,хъюлчу тӏун,sway
788,schwanken::V,хӏуркку тӏун,sway
789,schwingen::V,хъюлчай тӏун,swing
790,schwingen::V,хъюлчу тӏун,swing
791,fallen::V,багьлан,fall
792,brennen::V,ччучлан,burn
793,rauchen::V,пуркӏу тӏун,smoke
794,regnen::V,лачӏун,rain
795,regnen::V,лачIлай дур,rain
796,gefrieren::V,микӏ лачӏун,freeze
797,tauen::V,баслан,thaw
798,schmelzen::V,баслан,melt
799,trocknen::V,кьакьан,dry
800,sieden::V,щаран,boil
801,faulen::V,аьллан,rot
802,verfaulen::V,аьллан,decay
803,verfaulen::V,аьян,decay
804,reißen::V,ххя дукан,snap
805,versinken::V,оькьлан,sink
806,versinken::V,оькьан,sink
807,vergehen::V,лялиян,pass
808,erscheinen::V,буккан,appear
809,erscheinen::V,загьир хьун,appear
810,verschwinden::V,бат хьун,disappear
811,verschwinden::V,акъа хьун,disappear
812,sinken::V,чахь учин,drop
813,abnehmen::V,чан хьун,decrease
814,abnehmen::V,ссуссукьу хьун,decrease
815,zunehmen::V,гьарза хьун,increase
816,steigen::V,гьаз хьун,rise
817,wachsen::V,ххяххан,grow
818,glänzen::V,цӏай буккан,shine
819,funkeln::V,цӏай-цӏай тӏун,sparkle
820,lärmen::V,чӏу буллан,be noisy
821,lärmen::V,аьлагъужа буллан,be noisy
822,läuten::V,занг ришлан,chime
823,läuten::V,занг дуллан,chime
824,klingeln::V,занг ришлан,ring
825,klingeln::V,занг дуллан,ring
826,brausen::V,никъащилан,roar
827,rauschen::V,щурщур тӏун,rustle
828,klingen::V,чӏу буклан,sound
829,bellen::V,хӏап тӏун,bark
830,blasen::V,уф тӏун,blow
831,pfeifen::V,щютӏа тӏун,whistle
832,schreien::V,чӏу бан,shout
833,stöhnen::V,угь-къак тӏун,groan
834,zittern::V,зурзу чин,tremble
835,zittern::V,зурзу тӏун,tremble
836,leben::V,ялапар хъанан,be alive
837,geboren werden::V,ан,be born
838,atmen::V,ссихӏ ласлан,breathe
839,atmen::V,ссихӏ бигьлан,breathe
840,trinken::V,хӏачӏан,drink
841,trinken::V,хӏачӏлан,drink
842,essen::V,канан,eat
843,schlucken::V,кьюлтӏа тӏун,swallow
844,müde werden::V,аьхчӏин,get tired
845,einschlafen::V,шанан икӏан,fall asleep
846,schlafen::V,шанан,sleep
847,aufwachen::V,чантӏ учин,wake up
848,aufstehen::V,бизан,get up
849,sich erholen::V,бигьалаган,relax
850,krank werden::V,къашай хьун,fall ill
851,krank sein::V,къашай хъанан,be ill
852,krank sein::V,къашавай икӏан,be ill
853,schmerzen::V,цӏун,ache
854,husten::V,хъугьу чин,cough
855,husten::V,хъугьу тӏун,cough
856,genesen::V,хъин хьун,recover
857,genesen::V,сагъ лаган,recover
858,sterben::V,ивчӏан,die
859,umkommen::V,лиллан,perish
860,umkommen::V,литӏлан,perish
861,umkommen::V,ажал биян,perish
862,umkommen::V,личӏи хьун,perish
863,umkommen::V,иакьлу хьун,perish
864,umkommen::V,ахир жан хъанан,perish
865,umkommen::V,рухӏирачӏа икӏан,perish
866,sich bewegen::V,сукку хьун,move
867,sich rühren::V,сукку хьун,budge
868,sich erheben::V,бизан,stand up
869,sich setzen::V,щяикӏан,sit down
870,sich setzen::V,щябикӏан,sit down
871,hinfallen::V,багьан,tumble
872,laufen::V,занан,walk
873,schreiten::V,ша ласлан,pace
874,spazierengehen::V,сайр буллан,go for a walk
875,eilen::V,анавар буккан,rush
876,sich beeilen::V,анавар буккан,hurry
877,sausen::V,никъа щилан,dash
878,sausen::V,никъа щун,dash
879,rennen::V,лечлан,run
880,springen::V,тӏанкӏ дан,jump
881,klettern::V,лахълан,climb
882,schaukeln::V,гьайжак бигьлан,seesaw
883,kriechen::V,ххярк тӏун,creep
884,schwimmen::V,гьузун,swim
885,tauchen::V,лултту уккан,dive
886,rudern::V,бяхлан,row
887,rudern::V,батӏлан,row
888,rudern::V,ххялаххи дуклан,row
889,fahren::V,гьан,drive
890,fliegen::V,лехлан,fly
891,gehen::V,нан,go
892,weggehen::V,ялагьан,go away
893,abfahren::V,гьан,depart
894,anhalten::V,бацӏан,stop
895,hineingehen::V,буххан,go in
896,eintreten::V,буххан,enter
897,kommen::V,учӏан,come
898,ankommen::V,биян,arrive
899,ankommen::V,бучӏан,arrive
900,zurückkommen::V,зана хъун,come back
901,zurückkommen::V,зана бикӏан,come back
902,bleiben::V,личӏан,stay
903,warten::V,ялугьлан,wait
904,erwarten::V,ялугьлан,wait for
905,suchen::V,луглан,seek
906,suchen::V,луглан,look for
907,finden::V,лякъин,find
908,versuchen::V,ххал буллан,try
909,vorbereiten::V,хӏадур бан,prepare
910,lieben::V,эшкьи хьуиу бикӏан,love
911,mögen::V,ххиран бикӏан,like
912,lachen::V,хъян,laugh
913,weinen::V,аьтӏун,weep
914,schimpfen::V,дяъван,grumble
915,schimpfen::V,ссугайи агьан,grumble
916,sich ärgern::V,ссибизлан,be annoyed
917,sich fürchten::V,ингъауслан,be afraid
918,fürchten::V,хӏучӏ тӏун,be afraid of
919,fliehen::V,ака бан,flee
920,flüchten::V,лихъан,escape
921,sehen::V,чӏалан,see
922,anschauen::V,урган,look at
923,ansehen::V,буруглан,watch
924,hören::V,баллан,hear
925,zuhören::V,вичӏи дихьлан,listen
926,probieren::V,тӏин ххал буллан,taste
927,riechen::V,ссунтӏа тӏун,smell
928,fühlen::V,дакӏнил буслан,feel
929,scheinen::V,ххан,seem
930,scheinen::V,бизан,seem
931,scheinen::V,ххан бикӏлай бикӏан,seem
932,vernehmen::V,баян,hear
933,frieren::V,лигьулул хъанан,be cold
934,tun::V,бан,do
935,können::V,хьун,can
936,anfangen::V,дайдишин,start
937,beenden::V,къуртал бан,finish
938,aufhören::V,кьабагьан,stop
939,gelingen::V,бюхъан,succeed
940,öffnen::V,тӏитӏин,open
941,schließen::V,лакьин,close
942,stellen::V,дацӏан дан,put
943,stellen::V,бишин,put
944,setzen::V,щяитан,place
945,legen::V,бишин,lay
946,berühren::V,ка щун,touch
947,verbinden::V,бахӏин,connect
948,verbinden::V,дахӏин,connect
949,bedecken::V,ялтту бущин,cover
950,bedecken::V,ялтту бакьин,cover
951,aufhängen::V,лахъан,hang up
952,anzünden::V,лахъан,light
953,aufheben::V,гьаз бан,pick up
954,zurücklassen::V,кьаитан,leave
955,zurücklassen::V,битан,leave
956,verlieren::V,дакъа дан,lose
957,fallen lassen::V,рутан,drop
958,machen::V,дан,make
959,herstellen::V,яраг ишла бувиу бан,produce
960,bauen::V,дан,build
961,reparieren::V,дакьин дан,mend
962,verbessern::V,ххуй дан,improve
963,ändern::V,баххана бан,alter
964,graben::V,дуклан,dig
965,beugen::V,лахӏан бан,bow
966,beugen::V,кьус бикӏан,bow
967,biegen::V,баччин,bend
968,biegen::V,лахӏан бан,bend
969,drehen::V,гьанан,spin
970,wenden::V,кӏура баен бан,turn
971,umdrehen::V,кӏура баен бан,turn around
972,heben::V,гьаз бан,raise
973,hochheben::V,гьаз бан,lift
974,ergreifen::V,хъап дан,seize
975,ergreifen::V,хъап увиу угьан,seize
976,halten::V,бугьлан,hold
977,drücken::V,кьюч бигьлан,press
978,schieben::V,щун,push
979,lecken::V,ланцӏа тӏун,lick
980,beißen::V,хъапа тӏун,bite
981,beißen::V,кьацӏа тӏун,bite
982,abreißen::V,буцан,tear off
983,abschneiden::V,бухъан,cut off
984,abschneiden::V,кьукьин,cut off
985,binden::V,бахӏин,tie
986,binden::V,дахӏин,tie
987,brechen::V,гъагъан,break
988,klopfen::V,кьутӏа тӏун,knock
989,hauen::V,рищун,hit
990,kleben::V,лачӏун буллан,glue
991,reiben::V,ссуку буллан,rub
992,streichen::V,дугъан,spread
993,streichen::V,аьгъу дан,spread
994,schneiden::V,духълан,cut
995,schneiden::V,кьукьлан,cut
996,schütteln::V,хъюлчу буллан,shake
997,schwenken::V,палцӏ дуллан,swing
998,schütten::V,рутӏин,pour
999,füllen::V,буцӏин бан,fill
1000,einwickeln::V,кай-кай бан,wrap
1001,tragen::V,ларсун занан,carry
1002,tragen::V,ларсун ачин,carry
1003,schleppen::V,ххилан,drag
1004,aufbewahren::V,ядан,keep
1005,aufbewahren::V,ядуллан,keep
1006,werfen::V,личин,throw
1007,fangen::V,бугьан,catch
1008,fangen::V,бугьлан,catch
1009,verstecken::V,ладитан,hide
1010,verstecken::V,кьюлтӏ дан,hide
1011,verstecken::V,дахьлаган дан,hide
1012,teilen::V,бачӏин,divide
1013,teilen::V,бутӏа бан,divide
1014,schicken::V,тӏайла буккан,send
1015,bringen::V,диян дан,bring
1016,hinzufügen::V,ххи бан,add
1017,bekommen::V,ласун,get
1018,erhalten::V,ласун,receive
1019,nehmen::V,ласун,take
1020,wählen::V,бувчӏин,choose
1021,auswählen::V,бувчӏин,select
1022,auswählen::V,язи бугьан,select
1023,bewahren::V,ядан,preserve
1024,behindern::V,дайщишруду дуллан,hinder
1025,verderben::V,зия дан,spoil
1026,beschädigen::V,зарал буллан,damage
1027,zerbrechen::V,гьагъан,break
1028,zerbrechen::V,гьагъан бан,break
1029,zerreißen::V,ххяхха дуккан,tear
1030,zerstören::V,лекьан дан,destroy
1031,verbrennen::V,ччуччин,burn
1032,geben::V,дулун,give
1033,reichen::V,дулун,hand
1034,schenken::V,пишкаш дан,give
1035,schenken::V,багъишла дан,give
1036,schenken::V,ихӏсандалун дуллун,give
1037,versprechen::V,банна чин,promise
1038,loben::V,цӏа дан,praise
1039,küssen::V,ппай тӏун,kiss
1040,wiegen::V,гьуркку тӏун,rock
1041,wiegen::V,гьуркку буллан,rock
1042,wiegen::V,гьуркку бан,rock
1043,wecken::V,чантӏ учин ан,wake
1044,zeigen::V,ккаккан бан,show
1045,führen::V,буцин,guide
1046,lehren::V,лахьхьин бан,teach
1047,lehren::V,лахьхьин буллан,teach
1048,unterrichten::V,дарс дишаван,instruct
1049,aufziehen::V,хъуна ан,bring up
1050,aufziehen::V,тарбия ан,bring up
1051,leiten::V,каялувшиву дан,lead
1052,einladen::V,хъамалу оьвчин,invite
1053,vereinigen::V,ца бан,unite
1054,besuchen::V,ялун уххан,visit
1055,treffen::V,хьуна бакьин,meet
1056,sich versammeln::V,батӏин,assemble
1057,spielen::V,тӏуркӏу тӏун,play
1058,singen::V,балай тӏун,sing
1059,tanzen::V,къавтӏун,dance
1060,sich trennen::V,ппив хьун,separate
1061,verlassen::V,увккун гьан,leave
1062,retten::V,ххассал бан,rescue
1063,bewachen::V,къарал бан,guard
1064,schützen::V,ябан,protect
1065,verteidigen::V,буруччин,defend
1066,sich schlagen::V,биян,brawl
1067,schießen::V,битлан,shoot
1068,siegen::V,ххув хьун,win
1069,siegen::V,ххувшаву ласун,win
1070,ärgern::V,ссибизан уллан,annoy
1071,schlagen::V,рищун,beat
1072,stechen::V,кьутӏин,sting
1073,stoßen::V,щун,shove
1074,stehlen::V,дацин,steal
1075,stören::V,кьючин,disturb
1076,belästigen::V,бизар уллан,bother
1077,verbergen::V,лабитан,conceal
1078,verbergen::V,кӏучӏ бан,conceal
1079,täuschen::V,хъяврин ан,deceive
1080,betrügen::V,аьикьин ан,cheat
1081,töten::V,ивчӏан,kill
1082,wohnen::V,оьрму бутлан,dwell
1083,arbeiten::V,зун,work
1084,sammeln::V,ттихӏин,gather
1085,sammeln::V,вив дишин,gather
1086,pflücken::V,риттун,pick
1087,jagen::V,авли занан,hunt
1088,fischen::V,чавахъру бугьлан,fish
1089,fassen::V,бугьан,catch
1090,hüten::V,урттуйн бакьлан,herd
1091,treiben::V,дачин дуллан,drive
1092,treiben::V,лихъан буллан,drive
1093,anbinden::V,бахӏин,tie up
1094,füttern::V,канаки буллан,feed
1095,melken::V,ттизин,milk
1096,hacken::V,мюрш буллан,chop
1097,hacken::V,мюрш бан,chop
1098,gießen::V,щин дишин,water
1099,reifen::V,диян,ripen
1100,zubereiten::V,хӏадур дан,cook
1101,zubereiten::V,хӏадур бан,cook
1102,kochen::V,шашан,boil
1103,kochen::V,шашан дуллан,boil
1104,backen::V,бишлан,bake
1105,backen::V,шахьлан,bake
1106,braten::V,цӏарайх дуллан,fry
1107,umrühren::V,хӏала бан,stir
1108,stricken::V,щащлан,knit
1109,stricken::V,щащан,knit
1110,nähen::V,дуруххан,sew
1111,färben::V,ранг щун,dye
1112,reinigen::V,марцӏ бан,clean
1113,waschen::V,шюшин,wash
1114,abwischen::V,лишин,wipe
1115,spülen::V,вилаган,rinse
1116,fegen::V,башин,sweep
1117,kehren::V,бахьлан,sweep
1118,baden::V,щинавун учӏлан,bath
1119,sich waschen::V,диссун,wash
1120,sich waschen::V,лажин диссун,wash
1121,sich waschen::V,лажин дислан,wash
1122,sich waschen::V,биссун,wash
1123,sich waschen::V,чурх бислан,wash
1124,ausziehen::V,ликкан,take off
1125,anziehen::V,лаххан,put on
1126,sich anziehen::V,янна лаххан,get dressed
1127,kämmen::V,ттарал дуккан,comb
1128,schmücken::V,чӏюлу бан,decorate
1129,sagen::V,учин,say
1130,sprechen::V,гъалгъа тӏун,speak
1131,reden::V,гъалгъа тӏун,talk
1132,sich unterhalten::V,гъалгъа тӏун,chat
1133,fragen::V,цӏуххин,ask
1134,bitten::V,тавакъю буллан,request
1135,erzählen::V,хавар бусан,tell
1136,mitteilen::V,баян бан,convey
1137,mitteilen::V,хавар бан,convey
1138,nennen::V,цӏа дизан,name
1139,rufen::V,оьвтӏун,call
1140,prahlen::V,цӏа дуллан,brag
1141,übersetzen::V,таржума бан,translate
1142,denken::V,пикри буллан,think
1143,glauben::V,вих хьун,believe
1144,bemerken::V,хӏисав хъун,notice
1145,erkennen::V,увчӏин,recognize
1146,begreifen::V,бувчӏин,grasp
1147,lernen::V,лахьлан,learn
1148,lernen::V,лахьхьин,learn
1149,wissen::V,кӏулну бикӏан,know
1150,wissen::V,хавар бикӏан,know
1151,sich erinnern an::V,дакӏнин бутан,remember
1152,vergessen::V,хъама битан,forget
1153,messen::V,дуцин дуллан,measure
1154,messen::V,дуцин дан,measure
1155,zählen::V,дуккин,count
1156,rechnen::V,хӏисав дан,calculate
1157,lesen::V,ккалан,read
1158,malen::V,сурат дуллан,paint
1159,zeichnen::V,сурат дуллан,draw
1160,schreiben::V,чичин,write
1161,schreiben::V,чичлан,write
1162,besitzen::V,дуну икӏан,own
1163,besitzen::V,дуну дикӏан,own
1164,besitzen::V,заллуну икӏан,own
1165,kaufen::V,машан ласун,buy
1166,verkaufen::V,баххан,sell
1167,bezahlen::V,арцу дулун,pay for
1168,bezahlen::V,багьа булун,pay for
1169,zahlen::V,арцу дулун,pay
1170,zahlen::V,багьа булун,pay
1171,beherrschen::V,дуну икӏан,rule
1172,beherrschen::V,заллуну икӏан,rule
1173,ertragen::V,бухӏан,endure
1174,Leber::N,,liver
1175,Moor::N,,moor
1176,Anhöhe::N,,elevation
1177,Bucht::N,,cove
1178,Barsch::N,,perch
1179,Hecht::N,,pike
1180,Laus::N,,louse
1181,Ruf::N,,call
1182,Platz::N,,space
1183,Kante::N,,edge
1184,Größe::N,,size
1185,Menge::N,,amount
1186,Figur::N,,figure
1187,Tasche::N,,bag
1188,Öl::N,,oil
1189,Schuh::N,,shoe
1190,Leine::N,,leash
1191,König::N,,king
1192,fein::A,,delicate
1193,auf einmal::ADV,,at once
1194,bald::ADV,,soon
1195,einst::ADV,,once
1196,schon::ADV,,already
1197,sie::PRN,,they
1198,siebzig::NUM,,seventy
1199,klirren::V,,tinkle
1200,heulen::V,,howl
1201,rühren::V,,move
1202,zu sehen sein::V,,show
1203,wollen::V,,want
1204,geraten::V,,turn out
1205,kratzen::V,,scrape
1206,stecken::V,,stick
1207,schleifen::V,,grind
1208,rütteln::V,,jolt
1209,ziehen::V,,pull
1210,packen::V,,grab
1211,wünschen::V,,wish
1212,zudecken::V,,cover
1213,antreiben::V,,urge
1214,lassen::V,,let
1215,treten::V,,kick
1216,verstehen::V,,understand
