,Concept_ID,mrj,ml
602,teuer::A,шергӹ,ചെലവേറിയ
603,teuer::A,шергӓкӓн,ചെലവേറിയ
604,wertvoll::A,ӓкӓн,വിലപിടിപ്പുള്ള
605,blind::A,слöпöй,അന്ധനായ
606,blind::A,сльöпöй,അന്ധനായ
607,taub::A,тӱтӱк,കേൾവിക്കുറവുള്ള
608,kräftig::A,виӓн,ശക്തിയുള്ള
609,stark::A,виӓн,ബലമുള്ള
610,schwach::A,шава,ക്ഷീണിച്ച
611,schwach::A,лӹпкӓ,ക്ഷീണിച്ച
612,schwach::A,слабка,ക്ഷീണിച്ച
613,fett::A,таза,കൊഴുപ്പുള്ള
614,schlank::A,яштака,മെലിഞ്ഞ
615,hübsch::A,сӹлнӹ,മനോഹരമായ
616,hübsch::A,олмыдшы,മനോഹരമായ
617,böse::A,шӹдӓн,പാപിയായ
618,dumm::A,окмак,വിവരംകെട്ട
619,faul::A,ялахай,അലസനായ
620,fleißig::A,пӓшам яратышы,അദ്ധ്വാനശീലമുള്ള
621,geizig::A,шык,പിശുക്കനായ
622,klug::A,ышан,ബുദ്ധിസാമർഥ്യമുള്ള
623,geschickt::A,мастар,പ്രതിഭാശാലി
624,lieb::A,тыри,പ്രിയപ്പെട്ട
625,lustig::A,мындыр,ആനന്ദകരമായ
626,lustig::A,сусу,ആനന്ദകരമായ
627,sanft::A,йӹвӹжӓ,സൌമ്യമായ
628,hungrig::A,шужышы,വിശപ്പുള്ള
629,krank::A,церлӹ,അസുഖമുള്ള
630,krank::A,хворой,അസുഖമുള്ള
631,nackt::A,цӓрӓ,നഡമായ
632,traurig::A,сы́лыкан,വിഷമമുള്ള
633,traurig::A,кымы́лдымы,വിഷമമുള്ള
634,lebendig::A,живой,ഉപജീവനം
635,gut::A,яжо,നല്ല
636,schlecht::A,уда,മോശമായ
637,schlecht::A,худа,മോശമായ
638,richtig::A,вургамла,ശരിയായ
639,schlimm::A,йӹрнык,വൃത്തികെട്ട
640,wahr::A,настоящий,ശരിയായ
641,wahr::A,настояшый,ശരിയായ
642,alt::A,шонгы,പഴയ
643,neu::A,у,പുതിയ
644,ehemalig::A,тошты,മുൻ
645,alt[Lebewesen]::A,ӹлалшӹ,വയസ്സുള്ള
646,jung::A,нöргӹ,കൌമാരമായ
647,jung::A,молода,കൌമാരമായ
648,arm::A,укеӓн,പാവപ്പെട്ട
649,reich::A,паян,സമ്പന്നമായ
650,reich::A,пурлыкан,സമ്പന്നമായ
651,bekannt::A,палӹмӹ,പരിചിതമായ
652,berühmt::A,лӹмлы,പ്രശസ്തനായ
653,fremd::A,эдемӹн,വൈദേശികമായ
654,verschieden::A,тӹрлӹ,വ്യത്യസ്തമായ
655,nah::A,лишӹл,അരികത്തുള്ള
656,fern::A,мӹндӹр,അകലെയുള്ള
657,linker::A,шалахай,അവശേഷിച്ച
658,rechter::A,вургамла,വലത്തേ
659,anderer::A,вес,മറ്റുള്ള
660,anderer::A,весӹ,മറ്റുള്ള
661,erster::A,икшӹ,ആദ്യത്തെ
662,erster::A,икӹмшӹ,ആദ്യത്തെ
663,zweiter::A,кокшы,രണ്ടാം
664,dritter::A,кымшы,മൂന്നാമത്
665,letzter::A,остатка,അവസാനത്തെ
666,allein::ADV,иктӹ,തനിച്ചുള്ള
667,allein::ADV,иктӹт,തനിച്ചുള്ള
668,auf einmal::ADV,тöрöк,ഉടന്
669,zusammen::ADV,икараш,ഒരുമിച്ച
670,zusammen::ADV,цымырын,ഒരുമിച്ച
671,lange::ADV,кужын,നീണ്ട_കാലത്തേയ്ക്ക്
672,plötzlich::ADV,трӱк,പെട്ടെന്ന്
673,sofort::ADV,полт,തത്ക്ഷണം
674,sofort::ADV,тöрöк,തത്ക്ഷണം
675,sofort::ADV,тӹшӓкок,തത്ക്ഷണം
676,später::ADV,вара,പിന്നീട്
677,heute::ADV,тагачы,ഇന്ന്
678,morgen::ADV,иргод,നാളെ
679,morgen::ADV,иргодым,നാളെ
680,bald::ADV,чӹнь,ഉടനെ
681,bald::ADV,вӓшке,ഉടനെ
682,bald::ADV,выртышты,ഉടനെ
683,dann::ADV,пакыла,അപ്പോൾ
684,gestern::ADV,тенгечӹ,ഇന്നലെ
685,einst::ADV,икӓнӓ,പണ്ടൊരിക്കല്
686,damals::ADV,тӹнӓм,അപ്പോൾ
687,danach::ADV,пакыла,പിന്നീട്
688,vorher::ADV,перви,മുൻപ്
689,zuerst::ADV,андак,ആദ്യം
690,einmal::ADV,гӓнӓк,ഒരിക്കൽ
691,einmal::ADV,гӓнӓ,ഒരിക്കൽ
692,manchmal::ADV,кынамжы,ചിലപ്പോൾ
693,oft::ADV,чӹчкӹдӹн,പലപ്പോഴും
694,immer::ADV,со,എപ്പോഴും
695,immer::ADV,соок,എപ്പോഴും
696,niemals::ADV,нинам,ഒരിക്കലും
697,niemals::ADV,нигынам,ഒരിക്കലും
698,niemals::ADV,нигынамат,ഒരിക്കലും
699,hier::ADV,тиштӹ,ഇവിടെ
700,hierhin::ADV,тишкӹ,ഇവിടേക്ക്
701,von hier::ADV,тишец,ഇവിടെനിന്ന്
702,von hier::ADV,тишецӹн,ഇവിടെനിന്ന്
703,dort::ADV,тӹштӹ,അവിടെ
704,dorthin::ADV,тӹшкӹ,അവിടേക്ക്
705,dorthin::ADV,тӹшкӹлӓ,അവിടേക്ക്
706,geradeaus::ADV,вик,മുമ്പിൽ
707,geradeaus::ADV,вик,മുമന്നോട്ട്
708,geradeaus::ADV,тура,മുമ്പിൽ
709,geradeaus::ADV,тура,മുമന്നോട്ട്
710,vorwärts::ADV,анзыкы,മുന്നോട്ട്
711,rückwärts::ADV,мӹнгеш,തലതിരിച്ച്
712,zurück::ADV,мӹнгеш,പുറകിലേക്ക്
713,unten::ADV,ӱлнӹ,താഴെ
714,unten::ADV,лӹвӓлнӹ,താഴെ
715,hinab::ADV,ӱлӹкӹ,താഴേക്ക്
716,hinab::ADV,лӹвӓкӹ,താഴേക്ക്
717,oben::ADV,вӹлнӹ,മുകളിൽ
718,hinauf::ADV,кӱшкӹлӓ,മുകളിൽ
719,hinauf::ADV,кӱш,മുകളിൽ
720,überall::ADV,йӹлт,എല്ലായിടത്തും
721,überall::ADV,цилӓ вӓре,എല്ലായിടത്തും
722,nicht::ADV,уке,ഇല്ല
723,ein wenig::ADV,изиш,കുറച്ച്
724,ein wenig::ADV,иклаштык,കുറച്ച്
725,kaum::ADV,цылик,കഷ്ടിച്ച്
726,kaum::ADV,чучок-чучок,കഷ്ടിച്ച്
727,sehr::ADV,чоте,വളരെ
728,so::ADV,тенге,അങ്ങനെ
729,so::ADV,тенгелӓ,അങ്ങനെ
730,noch::ADV,мол,ഇപ്പോഴും
731,noch::ADV,моло,ഇപ്പോഴും
732,nur::ADV,веле,മാത്രം
733,schon::ADV,уже,നേരത്തേ തന്നെ
734,schon::ADV,ӹнде,നേരത്തേ തന്നെ
735,wieder::ADV,уэш,വീണ്ടും
736,vergebens::ADV,зря,വിഫല
737,vergebens::ADV,ӹзрӓ,വിഫല
738,vergebens::ADV,ӹзӹрӓ,വിഫല
739,vor::PRP,анзыц,മുമ്പിൽ
740,vor::PRP,анзыцын,മുമ്പിൽ
741,hinter::PRP,шайылан,പുറകിൽ
742,hinter::PRP,шайылный,പുറകിൽ
743,unter::PRP,лӹвӓкӹ,കീഴിൽ
744,durch::PRP,вашт,ഉള്ളിലൂടെ
745,neben::PRP,сага,അടുത്ത്
746,zwischen::PRP,лош,ഇടയ്ക്ക്
747,zwischen::PRP,лошкы,ഇടയ്ക്ക്
748,wegen::PRP,мычыц,നിമിത്തം
749,dies::PRN,тидӹ,ഇത്
750,dies::PRN,ти,ഇത്
751,das::PRN,тидӹ,അത്
752,das::PRN,ти,അത്
753,alles::PRN,цилӓ,എല്ലാം
754,ich::PRN,мый,ഞാൻ
755,du::PRN,тӹнь,നിങ്ങൾ
756,er::PRN,тӹдӹ,അദ്ദേഹം
757,er::PRN,тӹдӹ,അയാൾ
758,er::PRN,тӹдӹ,അവൻ
759,er::PRN,тӹдӹ,അവർ
760,er::PRN,тӹдӹ,അവൾ
761,wir::PRN,мӓ,നമ്മൾ
762,ihr::PRN,вӓ,നിങ്ങൾ
763,sie::PRN,нӹнӹ,അവർ
764,was::FPRN,ма,എന്ത്
765,wer::FPRN,кӱ,ആര്
766,wo::FADV,кышан,എവിടെ
767,wo::FADV,кыштакен,എവിടെ
768,wohin::FADV,кышкы,എവിടേക്ക്
769,wie::FADV,кыце,എങ്ങനെ
770,warum::FADV,малын,എന്തുകൊണ്ട്
771,wieviel::FNUM,кынар,എത്ര
772,wieviel::FNUM,кынары,എത്ര
773,wieviel::FNUM,кынаркы,എത്ര
774,eins::NUM,иктӹ,ഒന്ന്
775,eins::NUM,иктӹт,ഒന്ന്
776,zwei::NUM,кок,രണ്ട്
777,zwei::NUM,кокты,രണ്ട്
778,drei::NUM,кым,മൂന്ന്
779,drei::NUM,кымыт,മൂന്ന്
780,vier::NUM,нӹл,നാല്
781,fünf::NUM,вӹц,അഞ്ച്
782,sechs::NUM,куд,ആറ്
783,sechs::NUM,кудытмозн,ആറ്
784,sieben::NUM,шӹм,ഏഴ്
785,sieben::NUM,шӹмӹт,ഏഴ്
786,acht::NUM,кӓндӓкш,എട്ട്
787,acht::NUM,кӓндӓкшӹ,എട്ട്
788,neun::NUM,ӹндекшшӱдӹ,ഒമ്പത്
789,zehn::NUM,лу,പത്ത്
790,elf::NUM,луатик,പതിനൊന്ന്
791,elf::NUM,луатиктӹ,പതിനൊന്ന്
792,zwölf::NUM,луаткок,പന്ത്രണ്ട്
793,zwölf::NUM,луаткокты,പന്ത്രണ്ട്
794,zwanzig::NUM,коклы,ഇരുപത്
795,dreißig::NUM,кымлы,മുപ്പത്
796,vierzig::NUM,нӹллӹ,നാൽപ്പത്
797,fünfzig::NUM,вӹцлӹ,അൻപത്
798,sechzig::NUM,кудлу,അറുപത്
799,siebzig::NUM,шӹмлу,എഴുപത്
800,achtzig::NUM,кӓндӓкшлу,എൺപത്
801,neunzig::NUM,ӹндекшлу,തൊണ്ണൂറ്
802,hundert::NUM,шӱдӹ,നൂറ്
803,tausend::NUM,тӹжем,ആയിരം
804,und::CNJ,дöн,ഉം
805,oder::CNJ,льывы,അഥവാ
806,stehen::V,шалшаг,നിൽക്കുക
807,sitzen::V,шӹнзӓш,ഇരിക്കുക
808,liegen::V,киӓш,കിടക്കുക
809,hängen::V,кечӓш,തൂങ്ങുക
810,werden::V,шагалаш,ആയിത്തീരുക
811,passieren::V,ӹштӓ́лтӓш,സംഭവിക്കുക
812,beginnen::V,тӹнгӓлӓлтӓш,ആരംഭിക്കുക
813,enden::V,пӹтӓш,അവസാനിപ്പിക്കുക
814,wechseln::V,весемӓш,മാറ്റുക
815,wechseln::V,весемӓлтӓш,മാറ്റുക
816,aufgehen[Sonne]::V,авараш,ഉയരുക
817,untergehen[Sonne]::V,шӹ́нзӓш,അടുക്കി_വയ്ക്കുക
818,scheinen[Sonne]::V,сотемдӓрӓш,പ്രകാശിക്കുക
819,donnern::V,хӹдӹртӓш,ഇടിവെട്ടുക
820,wehen::V,ӹфӹлӓш,വീശുക
821,strömen::V,йогащ,ഒഴുകുക
822,fließen::V,йогащ,ഒഴുകുക
823,sich drehen::V,пöрдӓш,ചുറ്റുക
824,sich drehen::V,пöрдӓш,കറക്കുക
825,schwanken::V,лыпшалташ,ഇരുവശത്തേയ്ക്കും_ആടുക
826,schwingen::V,кӓчӓйӓш,ആടുക
827,fallen::V,кенвазаш,വീഴുക
828,fallen::V,шынгалташ,വീഴുക
829,brennen::V,йылаш,കത്തുക
830,rauchen::V,шыпшаш,പുകയുക
831,regnen::V,юраш,മഴ_പെയ്യുക
832,gefrieren::V,гӓш,തണത്ത്_മരവിക്കുക
833,gefrieren::V,кӹлмаш,തണത്ത്_മരവിക്കുക
834,tauen::V,шылаш,അലിയുക
835,schmelzen::V,шӹрӓнӓш,ഉരുകുക
836,trocknen::V,кошкаш,വരളുക
837,sieden::V,шолаш,തിളപ്പിക്കുക
838,faulen::V,шӱӓш,ചീയുക
839,verfaulen::V,йӓнгӓрӓлтӓш,അഴുകുക
840,reißen::V,кышкедӓлтӓш,ശബ്ദത്തോടെ_മുറിയുക
841,versinken::V,ва́лаш,മുക്കുക
842,vergehen::V,эртӓш,കടന്നുപോകുക
843,erscheinen::V,каяш,പ്രത്യക്ഷപ്പെടുക
844,verschwinden::V,ямаш,അദൃശ്യമാകുക
845,sinken::V,пычаш,താഴുക
846,abnehmen::V,чӹдемӓш,കുറിയുക
847,abnehmen::V,кöтӹргӓш,കുറിയുക
848,zunehmen::V,когоэмӓш,വർദ്ധിക്കുക
849,steigen::V,лӱлта́лташ,ഉയരുക
850,wachsen::V,кушкаш,വളരുക
851,glänzen::V,йӹлгӹжӓш,മിന്നുക
852,funkeln::V,валгалташ,തിളങ്ങുക
853,lärmen::V,юкланаш,ശബ്ദമുണ്ടാക്കുക
854,läuten::V,цоргаш,മണിമുഴങ്ങുക
855,klingeln::V,цоргаш,ചിലമ്പുക
856,klirren::V,цонгырталгаш,കിലുക്കുക
857,brausen::V,ышдымыла́наш,മുഴങ്ങുക
858,rauschen::V,шу́жгаш,അനങ്ങുക
859,klingen::V,йо́нгаш,മുഴക്കുക
860,bellen::V,опташ,കുരയ്ക്കുക
861,heulen::V,урмыжаш,ഓരിയിടുക
862,blasen::V,ӹфӹлӓш,ഊതുക
863,pfeifen::V,ши́шкаш,വിസിലടിക്കുക
864,schreien::V,уташ,ആക്രോശിക്കുക
865,schreien::V,саслаш,ആക്രോശിക്കുക
866,schreien::V,варгынзаш,ആക്രോശിക്കുക
867,stöhnen::V,ӹнгӹрӓш,അരക്കം
868,stöhnen::V,ӹнгӹрӓш,ആർത്തനാദം
869,zittern::V,цӹтӹрӓш,വിറയ്ക്കുക
870,leben::V,ӹлӓш,താമസിക്കുക
871,geboren werden::V,шачаш,ജനിക്കുക
872,atmen::V,шӱлӓш,ശ്വസിക്കുക
873,trinken::V,йӱӓш,കുടിക്കുക
874,essen::V,качкаш,കഴിക്കുക
875,schlucken::V,нелӓш,വിഴുങ്ങുക
876,müde werden::V,янгылаш,ക്ഷീണിക്കുക
877,einschlafen::V,амален кеӓш,നിദ്രിക്കുക
878,schlafen::V,амалаш,ഉറങ്ങുക
879,aufwachen::V,понгыжалташ,ഉണരുക
880,aufstehen::V,кӹньӹл шагалаш,എഴുന്നേൽക്കുക
881,sich erholen::V,кӓнаш,വിശ്രമിക്കുക
882,krank werden::V,церлӓнен вазаш,ദീനംപിടിക്കുക
883,krank sein::V,церлӓнӓш,രോഗികളാകുക
884,krank sein::V,ясланаш,രോഗികളാകുക
885,krank sein::V,ясыланаш,രോഗികളാകുക
886,schmerzen::V,каршташ,വേദനിക്കുക
887,husten::V,кахыраш,ചുമയ്ക്കുക
888,genesen::V,паремӓш,സുഖപ്പെടുക
889,genesen::V,тöрлӓнӓш,സുഖപ്പെടുക
890,sterben::V,вазын колаш,മരിക്കുക
891,umkommen::V,пӹтӓш,മരിക്കുക
892,sich bewegen::V,кашташ,സ്ഥലം_മാറുക
893,sich rühren::V,тӓрвӓнӓш,ചലിക്കുക
894,sich erheben::V,кӹньӹлӓш,നിൽക്കുക
895,sich setzen::V,шӹнзӓш,ഇരിക്കുക
896,hinfallen::V,кенвазаш,വീഴുക
897,hinfallen::V,шынгалташ,വീഴുക
898,laufen::V,кашташ,നടക്കുക
899,schreiten::V,ашкедӓш,നടക്കുക
900,spazierengehen::V,мадын кашташ,ഉലാത്തുക
901,eilen::V,вӓшкӓш,പാഞ്ഞെത്തുക
902,sich beeilen::V,вӓшкӓш,തിരിക്കുകൂട്ടുക
903,sich beeilen::V,вӓшкӓш,തിടുക്കം_കാട്ടുക
904,sich beeilen::V,талашаш,തിരിക്കുകൂട്ടുക
905,sich beeilen::V,талашаш,തിടുക്കം_കാട്ടുക
906,sausen::V,хойхаланаш,കുതിക്കുക
907,sausen::V,хояш,കുതിക്കുക
908,rennen::V,кыргыжаш,ഓടുക
909,springen::V,тӹршештӓш,ചാടുക
910,klettern::V,ку́заш,കയറുക
911,schaukeln::V,лыпшалташ,ഇളകുക
912,kriechen::V,авалянаш,പതുങ്ങികയറുക
913,kriechen::V,ньыжиклӓш,പതുങ്ങികയറുക
914,schwimmen::V,илӓш,നീന്തുക
915,tauchen::V,цымаш,വെള്ളത്തിലേക്ക് ചാടുക
916,rudern::V,шуалташ,തുഴയുക
917,fahren::V,кеӓш,വാഹനം ഓടിക്കുക
918,fliegen::V,чонгештӓш,പറക്കുക
919,gehen::V,кеӓш,പോകുക
920,weggehen::V,кеӓш,വിടുക
921,abfahren::V,кеӓш,പുറപ്പെടുക
922,anhalten::V,цӓрнӓш,നിർത്തുക
923,hineingehen::V,пыраш,പ്രവേശിക്കുക
924,eintreten::V,пыраш,പ്രവേശിക്കുക
925,kommen::V,толаш,വരുക
926,ankommen::V,шоаш,എത്തിച്ചേരുക
927,zurückkommen::V,пöртӹлӓш,തിരിച്ചു വരുക
928,bleiben::V,кодаш,തുടരുക
929,warten::V,вычаш,കാത്തിരിക്കുക
930,erwarten::V,вычаш,പ്രതീക്ഷിക്കുക
931,suchen::V,кӹчӓлӓш,തിരയുക
932,finden::V,моаш,കണ്ടെത്തുക
933,versuchen::V,путаяш,ശ്രമിക്കുക
934,versuchen::V,цацаш,ശ്രമിക്കുക
935,vorbereiten::V,поспейӹктӓш,തയ്യാറെടുക്കുക
936,lieben::V,яраташ,സ്നേഹിക്കുക
937,mögen::V,яраташ,ഇഷ്ടപ്പെടുക
938,lachen::V,ваштылаш,ചിരിക്കുക
939,rühren::V,тӓрвӓтӓш,ഹൃദയം സ്പർശിക്കുക
940,weinen::V,мӓгӹрӓш,തേങ്ങുക
941,schimpfen::V,свырседӓлӓш,പിറുപിറുക്കുക
942,sich ärgern::V,шӹдешкӓш,കോപിക്കുക
943,sich fürchten::V,лӱдӓш,പേടിക്കുക
944,fürchten::V,лӱдӓш,പേടിക്കുക
945,fliehen::V,кыргыжаш,രക്ഷപ്പെടുക
946,flüchten::V,кыргыж шӹлӓш,രക്ഷപ്പെടുക
947,sehen::V,ужаш,കാണുക
948,anschauen::V,анжалаш,നോക്കുക
949,ansehen::V,анжаш,നോക്കുക
950,hören::V,колаш,കേൾക്കുക
951,zuhören::V,колышташ,ശ്രദ്ധിക്കുക
952,probieren::V,тотештӓш,രുചിയുള്ളതായി_തോന്നുക
953,probieren::V,подыл анжаш,രുചിയുള്ളതായി_തോന്നുക
954,riechen::V,ӱпшӹнзӓш,മണത്തു_നോക്കുക
955,fühlen::V,шижӓш,സ്പർശിച്ചറിയുക
956,scheinen::V,каяш,കാണപ്പെടുക
957,zu sehen sein::V,каяш,വെളിച്ചപ്പെടുക
958,vernehmen::V,колын колташ,കേൾക്കുക
959,frieren::V,кӹлмаш,വിറയ്ക്കുക
960,frieren::V,тӹнгӹргӓш,വിറയ്ക്കുക
961,tun::V,ӹштӓш,ചെയ്യുക
962,können::V,кердӓш,കഴിയുക
963,wollen::V,жалаяш,വേണുക
964,anfangen::V,тӹнгӓлӓш,തുടങ്ങുക
965,beenden::V,пӹтӓрӓш,പൂർത്തിയാക്കുക
966,aufhören::V,цӓрнӓш,നിർത്തുക
967,gelingen::V,цӓш лиӓш,വിജയിക്കുക
968,geraten::V,лиӓш,പരിണമിക്കുക
969,öffnen::V,пачаш,തുറക്കുക
970,schließen::V,чӱчӓш,അടയ്ക്കുക
971,stellen::V,шӹндӓш,വയ്ക്കുക
972,setzen::V,шӹндӓш,വയ്ക്കുക
973,legen::V,опташ,ഇടുക
974,legen::V,пиштӓш,ഇടുക
975,berühren::V,тӹкӓлӓш,തൊടുക
976,verbinden::V,пидӓш,ഘടിപ്പിക്കുക
977,bedecken::V,леведӓш,മുടുക
978,aufhängen::V,сӓкӓш,കെട്ടിതൂക്കുക
979,anzünden::V,чӱктӓш,കത്തിക്കുക
980,aufheben::V,кузыкташ,പെറുക്കിയെടുക്കുക
981,zurücklassen::V,кодаш,വച്ചുപോരുക
982,verlieren::V,ямдаш,നഷ്ടപ്പെടുക
983,fallen lassen::V,кенвацтараш,വീഴ്ത്തുക
984,machen::V,ӹштӓш,ഉണ്ടാക്കുക
985,herstellen::V,йӓмдӹлӓш,ഉൽപാദിപ്പിക്കുക
986,bauen::V,ӹштӓш,നിർമ്മിക്കുക
987,reparieren::V,чиняш,നന്നാക്കുക
988,reparieren::V,алалаш,നന്നാക്കുക
989,verbessern::V,яжоэмден шӹндӓш,മെച്ചപ്പെടുക
990,ändern::V,вашталташ,മാറ്റംവരുത്തുക
991,graben::V,капаяш,കുഴിക്കുക
992,beugen::V,лывырташ,വണങ്ങുക
993,beugen::V,каклярташ,വണങ്ങുക
994,biegen::V,лывырташ,കുനിയുക
995,drehen::V,сӓрӓш,തിരിക്കുക
996,drehen::V,сӓрӹкӓлӓш,തിരിക്കുക
997,wenden::V,сӓрӓлӓш,തിരിയുക
998,umdrehen::V,сӓрӓлӓш,തിരിയുക
999,heben::V,лӱктӓш,ഉയർത്തുക
1000,hochheben::V,кузыкташ,ഉയർത്തുക
1001,ergreifen::V,хватяш,ബലമായി_പിടിക്കുക
1002,halten::V,кычаш,പിടിക്കുക
1003,drücken::V,темдӓш,അമർത്തുക
1004,schieben::V,шӹкӓш,തള്ളുക
1005,kratzen::V,нӹжӓш,ചുരണ്ടുക
1006,lecken::V,нылаш,നക്കുക
1007,beißen::V,пыралаш,കടിക്കുക
1008,abreißen::V,кӹрӓш,കീറിക്കളയുക
1009,abreißen::V,кышкед нӓлӓш,കീറിക്കളയുക
1010,abschneiden::V,шулаш,മുറിച്ചുമാറ്റുക
1011,abschneiden::V,лаштыклаш,മുറിച്ചുമാറ്റുക
1012,binden::V,пидӓш,കെട്ടുക
1013,stecken::V,шыралаш,തുളയ്ക്കുക
1014,brechen::V,тодылаш,ഉടയുക
1015,brechen::V,пыдырташ,ഉടയുക
1016,klopfen::V,рушткаш,തട്ടുക
1017,hauen::V,шелӹштӓш,അടിക്കുക
1018,kleben::V,клейӓш,ഒട്ടിക്കുക
1019,reiben::V,нӹжӓш,തിരുമ്മിത്തുടയ്ക്കുക
1020,streichen::V,шӹрӓш,പടർത്തുക
1021,schleifen::V,шымаш,പൊടിക്കുക
1022,schneiden::V,пӹчкӓш,മുറിക്കുക
1023,rütteln::V,мыльгыкташ,മുട്ടുക
1024,schütteln::V,цӹтӹртӓш,കുലുക്കുക
1025,schütteln::V,мыльгыкташ,കുലുക്കുക
1026,schwenken::V,машыяш,ആടുക
1027,schütten::V,опталаш,ഒഴിക്കുക
1028,füllen::V,темӓш,നിറയ്ക്കുക
1029,einwickeln::V,пӹтӹрӓ́лӓш,പൊതിയുക
1030,tragen::V,намалаш,വഹിക്കുക
1031,schleppen::V,шӹдӹрӓш,വലിച്ചിഴയ്ക്കുക
1032,ziehen::V,шыпшаш,വലിക്കുക
1033,aufbewahren::V,перегӓш,വയ്ക്കുക
1034,werfen::V,кӹшкӓш,എറിയുക
1035,fangen::V,кычаш,പിടിക്കുക
1036,packen::V,хватяш,തട്ടിപ്പറിക്കുക
1037,verstecken::V,шӹлтӓш,മറയ്ക്കുക
1038,teilen::V,пайылаш,വിഭജിക്കുക
1039,schicken::V,колташ,അയയ്ക്കുക
1040,bringen::V,кандаш,കൊണ്ടുവരുക
1041,bekommen::V,лыкташ,കിട്ടുക
1042,erhalten::V,получаяш,സ്വീകരിക്കുക
1043,nehmen::V,налаш,എടുക്കുക
1044,wählen::V,айыраш,തിരഞ്ഞെടുക്കുക
1045,auswählen::V,айыраш,തിരഞ്ഞെടുക്കുക
1046,bewahren::V,перегӓш,പുലർത്തുക
1047,behindern::V,мешӓйӓш,തടയിടുക
1048,verderben::V,портяш,നശിപ്പിക്കുക
1049,beschädigen::V,шушырташ,ക്ഷതമേൽപ്പിക്കുക
1050,zerbrechen::V,пыдырташ,ഉടയുക
1051,zerreißen::V,кӹрӓш,കീറുക
1052,zerstören::V,шӓлӓтӓш,നശിപ്പിക്കുക
1053,verbrennen::V,йылаташ,കത്തിനശിക്കുക
1054,verbrennen::V,йылаташ,കത്തിച്ചുകളയുക
1055,verbrennen::V,йылалташ,കത്തിനശിക്കുക
1056,verbrennen::V,йылалташ,കത്തിച്ചുകളയുക
1057,geben::V,пуаш,കൊടുക്കുക
1058,geben::V,пуаш,തരുക
1059,reichen::V,пуаш,കൈമാറുക
1060,schenken::V,подараш,സമ്മാനം കൊടുക്കുക
1061,versprechen::V,сöрӓш,വാഗ്ദാനം_നൽകുക
1062,wünschen::V,жалаяш,ആഗ്രഹിക്കുക
1063,loben::V,хваляш,പുകഴ്ത്തുക
1064,küssen::V,шышшалаш,ഉമ്മവയ്ക്കുക
1065,wiegen::V,лӱнгӓлтӓш,ഇളകുക
1066,zudecken::V,пиштӓш,മുടുക
1067,wecken::V,понгыжалтараш,ഉണർത്തുക
1068,zeigen::V,анжыкташ,കാണിക്കുക
1069,führen::V,видӓш,നടത്തുക
1070,lehren::V,тымдаш,പഠിപ്പിക്കുക
1071,unterrichten::V,тымдаш,പരിശീലിപ്പിക്കുക
1072,aufziehen::V,кушташ,വളർത്തിക്കൊണ്ടുവരുക
1073,leiten::V,видӓш,നയിക്കുക
1074,leiten::V,вуйлаташ,നയിക്കുക
1075,leiten::V,вуйлалташ,നയിക്കുക
1076,antreiben::V,талаштараш,പ്രേരിപ്പിക്കുക
1077,lassen::V,-ыкт,അനുവദിക്കുക
1078,einladen::V,ӱжӓш,ക്ഷണിക്കുക
1079,vereinigen::V,иктештӓш,കൂടിച്ചേരുക
1080,besuchen::V,толаш,സന്ദർശിക്കുക
1081,treffen::V,вӓшлиӓш,തമ്മിൽ കാണുക
1082,treffen::V,вӓшлиӓлтӓш,തമ്മിൽ കാണുക
1083,sich versammeln::V,цымыргаш,സംയോജിപ്പിക്കുക
1084,spielen::V,мадаш,കളിക്കുക
1085,singen::V,мыраш,പാടുക
1086,tanzen::V,кушташ,നൃത്തം ചെയ്യുക
1087,sich trennen::V,айырлаш,നേർപെടുത്തുക
1088,verlassen::V,шуаш,പിൻവാങ്ങുക
1089,retten::V,ытараш,രക്ഷിക്കുക
1090,bewachen::V,оролаш,കാവൽനിൽക്കുക
1091,schützen::V,перегӓш,പരിരക്ഷിക്കുക
1092,verteidigen::V,перегӓш,പ്രതിരോധിക്കുക
1093,sich schlagen::V,шидӓлӓш,കലഹിക്കുക
1094,sich schlagen::V,шиэдӓлӓш,കലഹിക്കുക
1095,schießen::V,лӱӓш,വെടിവെക്കുക
1096,siegen::V,сӹнгӓш,വിജയിക്കുക
1097,ärgern::V,шӹдештӓрӓш,വിഷമിപ്പിക്കുക
1098,schlagen::V,пӓрен колташ,അടിക്കുക
1099,schlagen::V,хӹрӹктен колташ,അടിക്കുക
1100,treten::V,чымаш,തൊഴിക്കുക
1101,stechen::V,пышкылаш,കുത്തുക
1102,stoßen::V,шыркедӓш,തള്ളുക
1103,stehlen::V,шолышт толаш,മോഷ്ടിക്കുക
1104,stören::V,ӓрештӹлӓш,ശല്യപ്പെടുത്തുക
1105,belästigen::V,кӓньӹсӹрлӓндӓрӓш,മെനക്കെടുക
1106,belästigen::V,шытырланыкташ,മെനക്കെടുക
1107,verbergen::V,шӹлтӓш,മറയ്ക്കുക
1108,verbergen::V,шӹлтӓш,ഒളിക്കുക
1109,täuschen::V,алталаш,കബളിപ്പിക്കുക
1110,täuschen::V,аталаш,കബളിപ്പിക്കുക
1111,betrügen::V,мошеньӹчӓйӓш,ചതിക്കുക
1112,töten::V,пуштын шуаш,കൊല്ലുക
1113,wohnen::V,ӹлӓш,താമസിക്കുക
