,Concept_ID,is,ga
223,Schwan::N,svanur,eala
224,Fisch::N,fiskur,iasc
225,Barsch::N,aborri,péirse
226,Hecht::N,gedda,liús
227,Schlange[Tier]::N,naðra,nathair
228,Wurm::N,ormur,péist
229,Spinne::N,kónguló,damhán alla
230,Ameise::N,maur,seangán
231,Laus::N,lús,míol
232,Mücke::N,mý,muiscít
233,Mücke::N,mý,corrmhíol
234,Mücke::N,mýfluga,muiscít
235,Mücke::N,mýfluga,corrmhíol
236,Fliege::N,fluga,cuil
237,Fliege::N,fluga,cuileog
238,Schmetterling::N,fiðrildi,féileacán
239,Beere::N,ber,caor
240,Apfel::N,epli,úll
241,Pilz::N,sveppur,beacán
242,Pilz::N,sveppur,muisiriún
243,Zwiebel::N,laukur,oinniún
244,Saat::N,fræ,síol
245,Saat::N,útsæði,síol
246,Korn::N,korn,gráinne
247,Heu::N,hey,féar
248,Schale::N,hýði,scaimh
249,Grube::N,gryfja,poll
250,Falle::N,gildra,gaiste
251,Schlinge::N,snara,sealán
252,Spur::N,spor,rian
253,Asche::N,aska,luaith
254,Dreck::N,óþverri,salachar
255,Eisen::N,járn,iarann
256,Gold::N,gull,ór
257,Silber::N,silfur,airgead
258,Kohle::N,kol,gual
259,Glas::N,gler,gloine
260,Lehm::N,leir,cré
261,Sand::N,sandur,gaineamh
262,Mensch::N,maður,duine
263,Mensch::N,manneskja,duine
264,Mann::N,maður,fear
265,Mann::N,karlmaður,fear
266,Frau::N,kona,bean
267,Kind::N,barn,gasúr
268,Kind::N,barn,páiste
269,Kind::N,krakki,gasúr
270,Kind::N,krakki,páiste
271,Junge::N,drengur,buachaill
272,Mädchen::N,stelpa,cailín
273,Familie::N,fjölskylda,teaghlach
274,Familie::N,fjölskylda,comhluadar
275,Großvater::N,afi,seanathair
276,Großmutter::N,amma,seanmháthair
277,Eltern::N,foreldrar,tuismitheoirí
278,Vater::N,faðir,athair
279,Mutter::N,móðir,máthair
280,Sohn::N,sonur,mac
281,Tochter::N,dóttir,iníon
282,Bruder::N,bróðir,deartháir
283,Schwester::N,systir,deirfiúr
284,Onkel::N,föðurbróðir,uncail
285,Tante::N,frænka,aintín
286,Tante::N,móðursystir,aintín
287,Ehemann::N,eiginmaður,fear céile
288,Ehefrau::N,eiginkona,bean chéile
289,Freude::N,gleði,áthas
290,Gelächter::N,hlátur,gáire
291,Glück::N,gæfa,séan
292,Glück::N,gæfa,sonas
293,Kummer::N,sorg,brón
294,Kummer::N,sorg,buairt
295,Wunsch::N,ósk,guí
296,Wunsch::N,ósk,achainí
297,Lust::N,fýsn,fonn
298,Lust::N,löngun,fonn
299,Geist::N,andi,meon
300,Geist::N,andi,spiorad
301,Gedanke::N,hugsun,smaoineamh
302,Gedächtnis::N,minni,cuimhne
303,Verstand::N,vit,ciall
304,Verstand::N,vit,intinn
305,Sinn::N,merking,brí
306,Sinn::N,merking,ciall
307,Grund::N,ástæða,fáth
308,Wahrheit::N,sannleikur,fírinne
309,Gespräch::N,samtal,comhrá
310,Märchen::N,ævintýri,scéal
311,Erzählung::N,saga,scéal
312,Nachricht::N,frétt,teachtaireacht
313,Neuigkeit::N,frétt,scéala
314,Name::N,nafn,ainm
315,Rätsel::N,gáta,tomhas
316,Rede::N,ræða,óráid
317,Rede::N,ræða,aitheasc
318,Sprache::N,mál,teanga
319,Sprache::N,tungumál,teanga
320,Stimme::N,rödd,guth
321,Wort::N,orð,focal
322,Zeichen::N,tákn,comhartha
323,Zeichen::N,merki,comhartha
324,Ruf::N,kall,glaoch
325,Lärm::N,hávaði,torann
326,Laut::N,hljóð,fuaim
327,Ton::N,tónn,ton
328,Lied::N,ljóð,amhrán
329,Lied::N,söngur,amhrán
330,Ruhe::N,ró,suaimhneas
331,Ruhe::N,kyrrð,suaimhneas
332,Leute::N,fólk,muintir
333,Volk::N,þjóð,pobal
334,Arbeit::N,vinna,obair
335,Gast::N,gestur,aoi
336,Geschenk::N,gjöf,féirín
337,Geschenk::N,gjöf,bronntanas
338,Spiel::N,leikur,cluiche
339,Gesellschaft::N,selskapur,comhluadar
340,Hilfe::N,hjálp,cúnamh
341,Hilfe::N,hjálp,cabhair
342,Freund::N,vinur,cara
343,Kamerad::N,félagi,comrádaí
344,Angelegenheit::N,mál,ábhar
345,Angelegenheit::N,málefni,ábhar
346,Anzahl::N,tala,líon
347,Anzahl::N,fjöldi,líon
348,Art::N,tegund,sórt
349,Art::N,tegund,saghas
350,Stück::N,biti,píosa
351,Stück::N,stykki,píosa
352,Teil::N,hluti,cuid
353,Teil::N,hluti,páirt
354,Teil::N,partur,cuid
355,Teil::N,partur,páirt
356,Hälfte::N,helmingur,leath
357,Kreis::N,hringur,ciorcal
358,Kreuz::N,kross,cros
359,Kreuz::N,krossmark,cros
360,Linie::N,lína,líne
361,Strich::N,strik,stríoc
362,Abstand::N,millibil,achar
363,Entfernung::N,fjarlægð,fad
364,Gegend::N,hérað,ceantar
365,Platz::N,pláss,áit
366,Platz::N,pláss,spás
367,Ort::N,staður,áit
368,Seite::N,hlið,taobh
369,Mitte::N,miðja,lár
370,Gegenstand::N,hlutur,ball
371,Gegenstand::N,hlutur,ábhar
372,Sache::N,mál,ní
373,Sache::N,mál,rud
374,Rand::N,brún,imeall
375,Rand::N,brún,ciumhais
376,Kante::N,rönd,corr
377,Kante::N,rönd,colbha
378,Ecke::N,horn,coirnéal
379,Spitze::N,oddur,gob
380,Spitze::N,oddur,barr
381,Ende::N,endi,ceann
382,Ende::N,endi,foirceann
383,Loch::N,gat,poll
384,Loch::N,hola,poll
385,Winkel::N,skot,cúinne
386,Winkel::N,skot,uillinn
387,Winkel::N,krókur,cúinne
388,Winkel::N,krókur,uillinn
389,Muster::N,munstur,patrún
390,Größe::N,stærð,méid
391,Größe::N,stærð,toise
392,Länge::N,lengd,fad
393,Höhe::N,hæð,airde
394,Gewicht::N,vigt,meáchan
395,Gewicht::N,þyngd,meáchan
396,Menge::N,magn,méid
397,Haufen::N,hrúga,cnap
398,Haufen::N,haugur,cnap
399,Reihe::N,röð,líne
400,Reihe::N,röð,sraith
401,Boot::N,bátur,bád
402,Ruder::N,ár,rámh
403,Ruder::N,ár,maide rámha
404,Schlitten::N,sleði,carr sleamhnáin
405,Ski::N,skíði,scí
406,Lagerfeuer::N,varðeldur,tine champa
407,Last::N,byrði,ualach
408,Last::N,farmur,ualach
409,Gang::N,ganga,siúlóid
410,Schritt::N,skref,céim
411,Schritt::N,skref,coiscéim
412,Norden::N,norður,tuaisceart
413,Süden::N,suður,deisceart
414,Westen::N,vestur,iarthar
415,Osten::N,austur,oirthear
416,Holz::N,viður,adhmad
417,Brett::N,fjöl,clár
418,Platte::N,flötur,leac
419,Stütze::N,stoð,taca
420,Stange::N,stöng,polla
421,Stange::N,stöng,cuaille
422,Stock::N,prik,bata
423,Stock::N,prik,maide
424,Stock::N,stafur,bata
425,Stock::N,stafur,maide
426,Stab::N,prik,maide
427,Stab::N,prik,bachall
428,Stab::N,stafur,maide
429,Stab::N,stafur,bachall
430,Rohr::N,rör,píopa
431,Rohr::N,pípa,píopa
432,Haus::N,hús,teach
433,Heim::N,heimili,baile
434,Ofen::N,ofn,sornóg
435,Fußboden::N,gólf,urlár
436,Tisch::N,borð,bord
437,Tisch::N,borð,tábla
438,Stuhl::N,stóll,cathaoir
439,Wiege::N,vagga,cliabhán
440,Bett::N,rúm,leaba
441,Bett::N,hvíla,leaba
442,Regal::N,hilla,seilf
443,Kiste::N,kassi,bosca
444,Fenster::N,gluggi,fuinneoig
445,Tür::N,dyr,doras
446,Tür::N,hurð,doras
447,Tor::N,hlið,geata
448,Zaun::N,girðing,fál
449,Zaun::N,girðing,claí
450,Zaun::N,limgarður,fál
451,Zaun::N,limgarður,claí
452,Dach::N,þak,díon
453,Leiter::N,stigi,dréimire
454,Besen::N,sópur,scuab
455,Spaten::N,spaði,spád
456,Spaten::N,spaði,rámhainn
457,Schaufel::N,skófla,sluasaid
458,Gabel::N,gaffall,forc
459,Gabel::N,gaffall,gabhlóg
460,Löffel::N,skeið,spúnóg
461,Messer::N,hnífur,scian
462,Nagel::N,nögl,tairne
463,Netz::N,net,líon
464,Netz::N,net,eangach
465,Haken::N,krókur,croch
466,Griff::N,tak,cos
467,Griff::N,tak,hanla
468,Schloss::N,lás,glas
469,Bild::N,mynd,pictiúr
470,Figur::N,stytta,fíor
471,Puppe::N,brúða,bábóg
472,Beutel::N,poki,mála
473,Beutel::N,poki,mealbhóg
474,Beutel::N,baggi,mála
475,Beutel::N,baggi,mealbhóg
476,Bündel::N,böggull,beart
477,Tasche::N,veski,mála
478,Eimer::N,fata,buicéad
479,Deckel::N,lok,clár
480,Deckel::N,lok,claibín
481,Geschirr::N,leirtau,soithí
482,Geschirr::N,leirtau,gréithe
483,Sack::N,sekkur,sac
484,Sack::N,sekkur,mála
485,Tasse::N,bolli,cupán
486,Topf::N,pottur,pota
487,Kessel::N,ketill,citeal
488,Essen::N,matur,béile
489,Nahrung::N,fæða,bia
490,Speise::N,réttur,mias
491,Speise::N,matarréttur,mias
492,Fleisch::N,kjöt,feoil
493,Getreide::N,korn,grán
494,Getreide::N,korn,arbhar
495,Brei::N,grautur,brúitín
496,Brot::N,brauð,arán
497,Scheibe::N,sneið,píosa
498,Scheibe::N,sneið,slisne
499,Fett::N,fita,saill
500,Fett::N,fita,méathras
501,Butter::N,smjör,im
502,Öl::N,olía,ola
503,Salz::N,salt,salann
504,Suppe::N,súpa,sú
505,Suppe::N,súpa,anraith
506,Honig::N,hunang,mil
507,Milch::N,mjólk,bainne
508,Tee::N,te,tae
509,Leder::N,skinn,leathar
510,Wolle::N,ull,olann
511,Stoff::N,dúkur,éadach
512,Nadel::N,nál,snáthaid
513,Faden::N,þráður,snáth
514,Knopf::N,tala,cnaipe
515,Knopf::N,hnappur,cnaipe
516,Knoten::N,hnútur,snaidhm
517,Farbe::N,málning,péint
518,Kleidung::N,búningur,éadaí
519,Kleidung::N,klæðnaður,éadaí
520,Hemd::N,skyrta,léine
521,Kragen::N,kragi,bóna
522,Kragen::N,flibbi,bóna
523,Ärmel::N,ermi,muinchille
524,Hose::N,buxur,bríste
525,Hose::N,buxur,treabhsar
526,Gürtel::N,belti,crios
527,Mütze::N,húfa,caipín
528,Schuh::N,skór,bróg
529,Stiefel::N,stígvél,buatais
530,Ring::N,hringur,fáinne
531,Band::N,band,ribín
532,Kamm::N,greiða,cíor
533,Spiegel::N,spegill,scáthán
534,Riemen::N,ól,iall
535,Riemen::N,ól,strapa
536,Riemen::N,reim,iall
537,Riemen::N,reim,strapa
538,Schnur::N,snúra,téad
539,Schnur::N,snúra,sreangán
540,Leine::N,band,iall
541,Decke::N,teppi,pluid
542,Decke::N,teppi,blaincéad
543,Kissen::N,koddi,piliúr
544,Kissen::N,koddi,adhartán
545,Tuch::N,klútur,scaif
546,Handtuch::N,þurrka,tuáille
547,Handtuch::N,handklæði,tuáille
548,Kraft::N,afl,fórsa
549,Kraft::N,kraftur,fórsa
550,Stärke::N,styrkur,neart
551,Gesundheit::N,heilsa,sláinte
552,Gesundheit::N,heilbrigði,sláinte
553,Krankheit::N,sjúkdómur,tinneas
554,Krankheit::N,sjúkdómur,breoiteacht
555,Schmerz::N,sársauki,pian
556,Wunde::N,sár,goin
557,Fieber::N,hitasótt,fiabhras
558,Arznei::N,lyf,cógas
559,Brücke::N,brú,droichead
560,Brunnen::N,brunnur,tobar
561,Weide::N,hagi,féarach
562,Pfad::N,stígur,cosán
563,Pfad::N,stígur,conair
564,Weg::N,vegur,slí
565,Weg::N,vegur,bealach
566,Straße::N,gata,bóthar
567,Straße::N,stræti,bóthar
568,Dorf::N,þorp,sráidbhaile
569,Stadt::N,borg,baile
570,Stadt::N,borg,cathair
571,Brief::N,bréf,litir
572,Buch::N,bók,cín
573,Buch::N,bók,leabhar
574,Buchstabe::N,bókstafur,litir
575,Zeitung::N,dagblað,nuachtán
576,Leben::N,líf,saol
577,Leben::N,líf,beatha
578,Tod::N,dauði,bás
579,Grab::N,gröf,uaigh
580,Kirche::N,kirkja,eaglais
581,Sünde::N,synd,peaca
582,Gott::N,guð,dia
583,Arbeiter::N,verkamaður,oibrí
584,Chef::N,yfirmaður,saoiste
585,Chef::N,yfirmaður,ceannasaí
586,Meister::N,meistari,máistir
587,Arzt::N,læknir,lia
588,Arzt::N,læknir,dochtúir
589,Lehrer::N,kennari,oide
590,Lehrer::N,kennari,múinteoir
591,Geld::N,peningar,airgead
592,Geschäft::N,viðskipti,gnó
593,Laden::N,búð,siopa
594,Laden::N,verslun,siopa
595,Preis::N,verð,praghas
596,Ware::N,vara,earra
597,Nutzen::N,gagn,tairbhe
598,Reichtum::N,auður,rachmas
599,Reichtum::N,auður,saibhreas
600,Welt::N,veröld,domhan
601,Land::N,land,tír
602,Staat::N,ríki,stát
603,König::N,konungur,rí
604,Macht::N,vald,cumhacht
605,Grenze::N,landamæri,críoch
606,Grenze::N,landamæri,teorainn
607,Krieg::N,stríð,cogadh
608,Feind::N,fjandmaður,namhaid
609,Gewalt::N,ofbeldi,foréigean
610,Kampf::N,bardagi,troid
611,Bogen[Waffe]::N,bogi,bogha
612,Pfeil::N,ör,saighead
613,Gewehr::N,byssa,gunna
614,Fehler::N,villa,botún
615,Fehler::N,villa,meancóg
616,Lüge::N,lygi,bréag
617,Lüge::N,lygi,éitheach
618,Schaden::N,skemmd,dochar
619,Schaden::N,skemmd,damáiste
620,Unglück::N,óhamingja,drochrath
621,Schuld::N,sök,locht
622,Schuld::N,sök,milleán
623,Alter::N,aldur,aois
624,Schluss::N,lok,deireadh
625,Schluss::N,endir,deireadh
626,Zeit::N,tími,am
627,Zeit::N,tími,aimsir
628,Tag::N,dagur,lá
629,Morgen::N,morgunn,maidin
630,Mittag::N,hádegi,nóin
631,Abend::N,kvöld,tráthnóna
632,Nacht::N,nótt,oíche
633,Woche::N,vika,seachtain
634,Monat::N,mánuður,mí
635,Jahr::N,ár,bliain
636,Frühling::N,vor,earrach
637,Sommer::N,sumar,samhradh
638,Herbst::N,haust,fómhar
639,Winter::N,vetur,geimhreadh
640,Januar::N,janúar,Eanáir
641,Februar::N,február,Feabhra
642,März::N,mars,Márta
643,April::N,apríl,Aibreán
644,Mai::N,maí,Bealtaine
645,Juni::N,júní,Meitheamh
646,Juli::N,júlí,Iúil
647,August::N,ágúst,Lúnasa
648,September::N,september,Meán Fómhair
649,Oktober::N,október,Deireadh Fómhair
650,November::N,nóvember,Samhain
651,November::N,nóvember,Mí na Samhna
652,Dezember::N,desember,Mí na Nollag
653,Montag::N,mánudagur,Luan
654,Montag::N,mánudagur,Dé Luain
655,Dienstag::N,þriðjudagur,Máirt
656,Dienstag::N,þriðjudagur,Dé Máirt
657,Mittwoch::N,miðvikudagur,Céadaoin
658,Mittwoch::N,miðvikudagur,Dé Céadaoin
659,Donnerstag::N,fimmtudagur,Déardaoin
660,Freitag::N,föstudagur,Aoine
661,Freitag::N,föstudagur,Dé hAoine
662,Samstag::N,laugardagur,Satharn
663,Samstag::N,laugardagur,Dé Sathairn
664,Sonntag::N,sunnudagur,Domhnach
665,Sonntag::N,sunnudagur,Dé Domhnaigh
666,groß::A,stór,mór
667,klein::A,lítill,beag
668,lang::A,langur,fada
669,kurz::A,stuttur,gearr
670,kurz::A,stuttur,gairid
671,breit::A,breiður,leathan
672,breit::A,breiður,fairsing
673,schmal::A,mjór,cúng
674,dicht::A,þéttur,dlúth
675,dick[Gegenstand]::A,þykkur,tiubh
676,dünn::A,þunnur,caol
677,dünn::A,þunnur,tanaí
678,fein::A,fíngerður,scáinte
679,fein::A,fíngerður,fíneálta
680,fest::A,fastur,daingean
681,flach::A,flatur,cothrom
682,glatt::A,háll,mín
683,glatt::A,háll,sleamhain
684,glatt::A,sléttur,mín
685,glatt::A,sléttur,sleamhain
686,hart::A,harður,crua
687,weich::A,mjúkur,bog
688,rund::A,kringlóttur,cruinn
689,spitz::A,oddhvass,gobach
690,spitz::A,oddhvass,biorach
691,scharf::A,beittur,géar
692,scharf::A,beittur,faobhrach
693,stumpf::A,bitlaus,maol
694,schwer::A,þungur,trom
695,schön::A,fagur,álainn
696,schön::A,fallegur,álainn
697,heiß::A,heitur,te
698,warm::A,hlýr,te
699,warm::A,heitur,te
700,kalt::A,kaldur,fuar
701,kühl::A,svalur,fionnuar
702,frisch::A,frískur,úr
703,frisch::A,frískur,friseáilte
704,feucht::A,rakur,tais
705,feucht::A,þvalur,tais
706,nass::A,votur,fliuch
707,nass::A,blautur,fliuch
708,trocken::A,þurr,tirim
709,voll::A,fullur,lán
710,leer::A,tómur,folamh
711,offen::A,opinn,oscailte
712,geschlossen::A,lokaður,dúnta
713,geschlossen::A,lokaður,druidte
714,sauber::A,þrifinn,glan
715,schmutzig::A,óhreinn,salach
716,schmutzig::A,sóðalegur,salach
717,roh::A,hrár,amh
718,reif::A,þroskaður,aibí
719,lecker::A,ljúffengur,blasta
720,süß::A,sætur,milis
721,bitter::A,beiskur,searbh
722,sauer::A,súr,géar
723,sauer::A,súr,searbh
724,hell::A,bjartur,geal
725,hell::A,bjartur,soilseach
726,dunkel::A,dimmur,dorcha
727,schwarz::A,svartur,dubh
728,weiß::A,hvítur,bán
729,rot::A,rauður,dearg
730,gelb::A,gulur,buí
731,blau::A,blár,gorm
732,grün::A,grænn,glas
733,grün::A,grænn,uaine
734,grau::A,grár,liath
735,bunt::A,marglitur,ildathach
736,bunt::A,marglitur,dathannach
737,billig::A,ódýr,saor
738,teuer::A,dýr,daor
739,teuer::A,dýr,costasach
740,wertvoll::A,verðmætur,luachmhar
741,blind::A,blindur,dall
742,blind::A,blindur,caoch
743,taub::A,heyrnarlaus,bodhar
744,kräftig::A,öflugur,cumhachtach
745,stark::A,sterkur,tréan
746,stark::A,sterkur,láidir
747,schwach::A,veill,lag
748,schwach::A,veill,fann
749,fett::A,feitur,ramhar
750,schlank::A,grannur,caol
751,schlank::A,grannur,seang
752,schlank::A,spengilegur,caol
753,schlank::A,spengilegur,seang
754,hübsch::A,snotur,álainn
755,hübsch::A,snotur,dathúil
756,hübsch::A,laglegur,álainn
757,hübsch::A,laglegur,dathúil
758,böse::A,illur,olc
759,böse::A,vondur,olc
760,dumm::A,heimskur,dúr
761,dumm::A,heimskur,amaideach
762,faul::A,latur,falsa
763,faul::A,latur,leisciúil
764,fleißig::A,iðinn,dícheallach
765,geizig::A,nískur,barainneach
766,geizig::A,nískur,sprionlaithe
767,klug::A,hygginn,cliste
768,geschickt::A,fimur,oilte
769,geschickt::A,fimur,ealaíonta
770,geschickt::A,laginn,oilte
771,geschickt::A,laginn,ealaíonta
772,lieb::A,kær,dil
773,lieb::A,kær,dílis
774,lieb::A,ljúfur,dil
775,lieb::A,ljúfur,dílis
776,lustig::A,kátur,aerach
777,lustig::A,kátur,meidhreach
778,sanft::A,blíður,bog
779,sanft::A,blíður,séimh
780,hungrig::A,soltinn,ocrach
781,hungrig::A,hungraður,ocrach
782,krank::A,sjúkur,tinn
783,krank::A,sjúkur,breoite
784,nackt::A,nakinn,nocht
785,traurig::A,dapur,brónach
786,traurig::A,hryggur,brónach
787,lebendig::A,lifandi,beo
788,gut::A,góður,maith
789,schlecht::A,slæmur,dona
790,schlecht::A,slæmur,droch-
791,schlecht::A,lélegur,dona
792,schlecht::A,lélegur,droch-
793,richtig::A,réttur,ceart
794,schlimm::A,slæmur,gránna
795,schlimm::A,slæmur,tubaisteach
796,wahr::A,sannur,fíor
797,alt::A,gamall,sean
798,neu::A,nýr,úr
799,neu::A,nýr,nua
800,ehemalig::A,fyrrverandi,iar-
801,ehemalig::A,fyrrverandi,sean-
802,alt[Lebewesen]::A,gamall,sean
803,alt[Lebewesen]::A,gamall,aosta
804,jung::A,ungur,óg
805,arm::A,vesall,bocht
806,arm::A,fátækur,bocht
807,reich::A,ríkur,saibhir
808,reich::A,ríkur,rachmasach
809,reich::A,auðugur,saibhir
810,reich::A,auðugur,rachmasach
811,bekannt::A,kunnugur,atá eolas air
812,berühmt::A,frægur,cailiúil
813,berühmt::A,frægur,clúiteach
814,fremd::A,framandi,coimhthíoch
815,fremd::A,ókunnugur,coimhthíoch
816,verschieden::A,ýmis,éagsúil
817,verschieden::A,ýmis,difriúil
818,nah::A,nálægur,gar
819,nah::A,nálægur,deas
