,Concept_ID,,sl
108,Abhang::N,,pobóčje
109,Quelle::N,,izvír
110,Bach::N,,pôtok
111,Fluss::N,,réka
112,Ufer::N,,brég
113,Küste::N,,obála
114,Küste::N,,obréžje
115,Festland::N,,celína
116,Festland::N,,kopnína
117,Meer::N,,mórje
118,Bucht::N,,zalív
119,Insel::N,,ôtok
120,Blume::N,,cvetlíca
121,Gras::N,,tráva
122,Wurzel::N,,korenína
123,Baum::N,,drevó
124,Stamm::N,,dêblo
125,Rinde::N,,lúbje
126,Rinde::N,,skórja
127,Ast::N,,véja
128,Zweig::N,,véja
129,Blatt::N,,líst
130,Birke::N,,bréza
131,Kiefer[Baum]::N,,bòr
132,Weide[Baum]::N,,vŕba
133,Tanne::N,,hója
134,Horn::N,,róg
135,Feder::N,,peró
136,Fell::N,,kŕzno
137,Flügel::N,,krílo
138,Klaue::N,,párkelj
139,Kralle::N,,krémpelj
140,Schwanz::N,,rèp
141,Ei::N,,jájce
142,Nest::N,,gnézdo
143,Bau::N,,brlòg
144,Tier::N,,živál
145,Herde::N,,čréda
146,Kuh::N,,kráva
147,Bulle::N,,bìk
148,Pferd::N,,kònj
149,Schaf::N,,ôvca
150,Schwein::N,,svínja
151,Hund::N,,pès
152,Katze::N,,máčka
153,Bär::N,,mêdved
154,Eichhörnchen::N,,véverica
155,Elch::N,,lós
156,Fuchs::N,,lisíca
157,Hase::N,,zájec
158,Maus::N,,mìš
159,Wolf::N,,vólk
160,Vogel::N,,ptìč
161,Vogel::N,,ptíca
162,Schwarm::N,,játa
163,Huhn::N,,kokóš
164,Hahn::N,,petêlin
165,Gans::N,,gós
166,Adler::N,,ôrel
167,Ente::N,,ráca
168,Eule::N,,sôva
169,Kranich::N,,žerjàv
170,Krähe::N,,vrána
171,Kuckuck::N,,kúkavica
172,Schwan::N,,labód
173,Fisch::N,,ríba
174,Barsch::N,,ostríž
175,Hecht::N,,ščúka
176,Schlange[Tier]::N,,káča
177,Wurm::N,,čr̀v
178,Wurm::N,,glísta
179,Spinne::N,,pájek
180,Ameise::N,,mrávlja
181,Laus::N,,úš
182,Mücke::N,,komár
183,Fliege::N,,múha
184,Schmetterling::N,,metúlj
185,Beere::N,,jágoda
186,Apfel::N,,jábolko
187,Pilz::N,,góba
188,Zwiebel::N,,čebúla
189,Saat::N,,séme
190,Korn::N,,zŕno
191,Heu::N,,senó
192,Schale::N,,lupína
193,Grube::N,,jáma
194,Falle::N,,pást
195,Schlinge::N,,zánka
196,Schlinge::N,,pêtlja
197,Spur::N,,sléd
198,Asche::N,,pepél
199,Dreck::N,,bláto
200,Eisen::N,,želézo
201,Gold::N,,zlató
202,Silber::N,,srebró
203,Kohle::N,,ógel
204,Glas::N,,stêklo
205,Lehm::N,,ílo
206,Sand::N,,pések
207,Mensch::N,,člôvek
208,Mann::N,,móž
209,Mann::N,,môški
210,Frau::N,,gospá
211,Frau::N,,žénska
212,Kind::N,,déte
213,Kind::N,,otròk
214,Junge::N,,fànt
215,Junge::N,,déček
216,Mädchen::N,,deklè
217,Mädchen::N,,déklica
218,Familie::N,,družína
219,Großvater::N,,dèd
220,Großvater::N,,dédek
221,Großmutter::N,,bábica
222,Eltern::N,,stárši
223,Vater::N,,ôče
224,Mutter::N,,máma
225,Sohn::N,,sín
226,Tochter::N,,hčí
227,Tochter::N,,hčérka
228,Bruder::N,,bràt
229,Schwester::N,,sêstra
230,Onkel::N,,újec
231,Onkel::N,,stríc
232,Tante::N,,têta
233,Tante::N,,strína
234,Ehemann::N,,móž
235,Ehemann::N,,sopróg
236,Ehefrau::N,,žêna
237,Ehefrau::N,,sopróga
238,Freude::N,,rádost
239,Freude::N,,vesêlje
240,Gelächter::N,,sméh
241,Gelächter::N,,grohòt
242,Glück::N,,sréča
243,Kummer::N,,gorjé
244,Wunsch::N,,žêlja
245,Lust::N,,poželênje
246,Geist::N,,dúša
247,Gedanke::N,,mísel
248,Gedächtnis::N,,pámet
249,Sinn::N,,pomèn
250,Sinn::N,,smísel
251,Grund::N,,vzròk
252,Wahrheit::N,,resníca
253,Gespräch::N,,pogóvor
254,Märchen::N,,právljica
255,Erzählung::N,,povést
256,Nachricht::N,,sporočílo
257,Neuigkeit::N,,novóst
258,Name::N,,imé
259,Rätsel::N,,ugánka
260,Rede::N,,góvor
261,Sprache::N,,jêzik
262,Stimme::N,,glás
263,Wort::N,,beséda
264,Zeichen::N,,znák
265,Ruf::N,,klíc
266,Lärm::N,,hrúp
267,Lärm::N,,trúšč
268,Laut::N,,glás
269,Ton::N,,tón
270,Lied::N,,pésem
271,Ruhe::N,,pokòj
272,Leute::N,,ljudjé
273,Volk::N,,národ
274,Arbeit::N,,délo
275,Gast::N,,gòst
276,Geschenk::N,,darílo
277,Spiel::N,,ígra
278,Gesellschaft::N,,drúžba
279,Hilfe::N,,pomóč
280,Freund::N,,prijátelj
281,Kamerad::N,,továriš
282,Angelegenheit::N,,zadéva
283,Anzahl::N,,števílo
284,Art::N,,vŕsta
285,Stück::N,,kós
286,Teil::N,,dél
287,Hälfte::N,,polovíca
288,Kreis::N,,króg
289,Kreis::N,,kolobár
290,Kreuz::N,,kríž
291,Linie::N,,próga
292,Strich::N,,čŕta
293,Abstand::N,,preslédek
294,Entfernung::N,,oddáljenost
295,Gegend::N,,kràj
296,Gegend::N,,dežêla
297,Platz::N,,prôstor
298,Ort::N,,mésto
299,Seite::N,,bòk
300,Seite::N,,strán
301,Mitte::N,,sredína
302,Gegenstand::N,,prédmet
303,Sache::N,,réč
304,Sache::N,,stvár
305,Rand::N,,kràj
306,Kante::N,,rób
307,Ecke::N,,vogál
308,Spitze::N,,óst
309,Ende::N,,kônec
310,Loch::N,,lúknja
311,Winkel::N,,kót
312,Muster::N,,vzórec
313,Größe::N,,veličína
314,Länge::N,,dolžína
315,Höhe::N,,vršína
316,Gewicht::N,,téža
317,Menge::N,,količína
318,Haufen::N,,kùp
319,Haufen::N,,kopíca
320,Reihe::N,,níz
321,Reihe::N,,vŕsta
322,Boot::N,,čóln
323,Ruder::N,,vêslo
324,Schlitten::N,,saní
325,Ski::N,,smučí
326,Lagerfeuer::N,,táborni ôgenj
327,Last::N,,tôvor
328,Gang::N,,hòd
329,Schritt::N,,korák
330,Norden::N,,séver
331,Süden::N,,júg
332,Westen::N,,zapàd
333,Osten::N,,vzhòd
334,Holz::N,,lés
335,Brett::N,,deskà
336,Platte::N,,plôča
337,Stütze::N,,opóra
338,Stütze::N,,zaslómba
339,Stange::N,,gréd
340,Stock::N,,pálica
341,Stab::N,,pálica
342,Rohr::N,,cév
343,Haus::N,,híša
344,Heim::N,,dóm
345,Ofen::N,,péč
346,Fußboden::N,,pòd
347,Tisch::N,,míza
348,Stuhl::N,,stòl
349,Wiege::N,,zíbel
350,Bett::N,,póstelja
351,Regal::N,,políca
352,Kiste::N,,zabòj
353,Fenster::N,,ôkno
354,Tür::N,,vráta
355,Tor::N,,velíka vráta
356,Zaun::N,,ográja
357,Dach::N,,stréha
358,Leiter::N,,léstev
359,Besen::N,,mêtla
360,Spaten::N,,lopáta
361,Schaufel::N,,lopáta
362,Gabel::N,,vílice
363,Löffel::N,,žlíca
364,Messer::N,,nòž
365,Nagel::N,,žebèlj
366,Netz::N,,mréža
367,Haken::N,,kljúka
368,Griff::N,,ročáj
369,Griff::N,,oprijèm
370,Schloss::N,,ključávnica
371,Bild::N,,slíka
372,Figur::N,,figúra
373,Figur::N,,postáva
374,Puppe::N,,lútka
375,Beutel::N,,môšnja
376,Bündel::N,,cúla
377,Bündel::N,,svéženj
378,Tasche::N,,tórba
379,Tasche::N,,tobôlec
380,Eimer::N,,vêdro
381,Deckel::N,,pokròv
382,Deckel::N,,poklópec
383,Geschirr::N,,posóda
384,Sack::N,,vréča
385,Tasse::N,,skodélica
386,Topf::N,,lônec
387,Kessel::N,,kôtel
388,Essen::N,,hrána
389,Nahrung::N,,živílo
390,Speise::N,,jéd
391,Fleisch::N,,mesó
392,Getreide::N,,žíto
393,Brei::N,,káša
394,Brot::N,,krùh
395,Scheibe::N,,réženj
396,Fett::N,,mást
397,Fett::N,,maščôba
398,Butter::N,,máslo
399,Öl::N,,ólje
400,Salz::N,,sól
401,Suppe::N,,júha
402,Honig::N,,méd
403,Milch::N,,mléko
404,Tee::N,,čáj
405,Leder::N,,úsnje
406,Wolle::N,,vólna
407,Stoff::N,,blagó
408,Nadel::N,,ígla
409,Faden::N,,nít
410,Knopf::N,,gúmb
411,Knoten::N,,vôzel
412,Farbe::N,,bárva
413,Kleidung::N,,obléka
414,Hemd::N,,srájca
415,Kragen::N,,ovrátnik
416,Ärmel::N,,rokáv
417,Hose::N,,hláče
418,Gürtel::N,,pás
419,Mütze::N,,kápa
420,Mütze::N,,čépica
421,Schuh::N,,čévelj
422,Stiefel::N,,škórenj
423,Ring::N,,pŕstan
424,Band::N,,trák
425,Kamm::N,,glavník
426,Spiegel::N,,zrcálo
427,Spiegel::N,,ogledálo
428,Riemen::N,,jêrmen
429,Schnur::N,,vŕvca
430,Leine::N,,konôpec
431,Decke::N,,odéja
432,Kissen::N,,blazína
433,Tuch::N,,pŕt
434,Tuch::N,,rúta
435,Handtuch::N,,brisáča
436,Kraft::N,,síla
437,Stärke::N,,jákost
438,Gesundheit::N,,zdrávje
439,Krankheit::N,,bolézen
440,Schmerz::N,,ból
441,Schmerz::N,,bolečína
442,Wunde::N,,rána
443,Fieber::N,,vročína
444,Arznei::N,,lék
445,Arznei::N,,zdravílo
446,Brücke::N,,móst
447,Brunnen::N,,vodnják
448,Weide::N,,páša
449,Pfad::N,,stezà
450,Weg::N,,pót
451,Straße::N,,césta
452,Dorf::N,,vás
453,Stadt::N,,mésto
454,Brief::N,,písmo
455,Buch::N,,knjíga
456,Buchstabe::N,,čŕka
457,Zeitung::N,,čásnik
458,Leben::N,,življênje
459,Tod::N,,smŕt
460,Grab::N,,gròb
461,Kirche::N,,cérkev
462,Sünde::N,,gréh
463,Gott::N,,bóg
464,Arbeiter::N,,délavec
465,Chef::N,,šéf
466,Meister::N,,mójster
467,Arzt::N,,zdravník
468,Lehrer::N,,učítelj
469,Geld::N,,denár
470,Geschäft::N,,kupčíja
471,Laden::N,,trgovína
472,Preis::N,,céna
473,Ware::N,,róba
474,Nutzen::N,,príd
475,Reichtum::N,,bogástvo
476,Welt::N,,svét
477,Land::N,,dežêla
478,Staat::N,,držáva
479,König::N,,králj
480,Macht::N,,oblást
481,Grenze::N,,mêja
482,Krieg::N,,vôjna
483,Feind::N,,sovrážnik
484,Gewalt::N,,nasílje
485,Kampf::N,,bòj
486,Kampf::N,,bórba
487,Bogen[Waffe]::N,,lók
488,Pfeil::N,,puščíca
489,Gewehr::N,,púška
490,Fehler::N,,zmóta
491,Lüge::N,,láž
492,Schaden::N,,okvára
493,Unglück::N,,nesréča
494,Schuld::N,,krívda
495,Alter::N,,dôba
496,Schluss::N,,kônec
497,Zeit::N,,čàs
498,Tag::N,,dán
499,Morgen::N,,jútro
500,Mittag::N,,póldan
501,Abend::N,,večér
502,Nacht::N,,nóč
503,Woche::N,,téden
504,Monat::N,,mésec
505,Jahr::N,,léto
506,Frühling::N,,pomlád
507,Sommer::N,,polétje
508,Herbst::N,,jesén
509,Winter::N,,zíma
510,Januar::N,,jánuar
511,Februar::N,,fébruar
512,März::N,,márec
513,April::N,,apríl
514,Mai::N,,máj
515,Juni::N,,júnij
516,Juli::N,,júlij
517,August::N,,avgúst
518,September::N,,septêmber
519,Oktober::N,,október
520,November::N,,novêmber
521,Dezember::N,,decémber
522,Montag::N,,ponedéljek
523,Dienstag::N,,tôrek
524,Mittwoch::N,,sréda
525,Donnerstag::N,,četŕtek
526,Freitag::N,,pétek
527,Samstag::N,,sobóta
528,Sonntag::N,,nedélja
529,groß::A,,vêlik
530,klein::A,,májhen
531,lang::A,,dólg
532,kurz::A,,krátek
533,breit::A,,širòk
534,schmal::A,,ózek
535,dicht::A,,góst
536,dick[Gegenstand]::A,,dêbel
537,dünn::A,,tánek
538,fein::A,,drôben
539,fest::A,,tŕden
540,flach::A,,plán
541,flach::A,,plòsk
542,glatt::A,,gládek
543,hart::A,,tŕd
544,weich::A,,mehák
545,rund::A,,okrógel
546,spitz::A,,šílast
547,scharf::A,,óster
548,stumpf::A,,tóp
549,stumpf::A,,skŕhan
550,schwer::A,,têžek
551,schön::A,,lép
552,schön::A,,krásen
553,heiß::A,,vròč
554,warm::A,,tôpel
555,kalt::A,,mŕzel
556,kalt::A,,hláden
557,kühl::A,,hláden
558,frisch::A,,svéž
559,feucht::A,,vlážen
560,nass::A,,móker
561,trocken::A,,súh
562,voll::A,,póln
563,leer::A,,prázen
564,offen::A,,odpŕt
565,geschlossen::A,,zapŕt
566,sauber::A,,číst
567,sauber::A,,líčen
568,schmutzig::A,,umázan
569,roh::A,,suròv
570,reif::A,,zrèl
571,lecker::A,,okúsen
572,süß::A,,sládek
573,bitter::A,,grenák
574,sauer::A,,kísel
575,hell::A,,svetèl
576,dunkel::A,,temèn
577,schwarz::A,,čŕn
578,weiß::A,,bél
579,rot::A,,rdèč
580,gelb::A,,žólt
581,gelb::A,,rumèn
582,blau::A,,móder
583,grün::A,,zelèn
584,grau::A,,sív
585,bunt::A,,písan
586,billig::A,,pocéni
587,teuer::A,,drág
588,wertvoll::A,,dragocén
589,blind::A,,slép
590,taub::A,,glúh
591,kräftig::A,,močán
592,stark::A,,ják
593,schwach::A,,šíbek
594,fett::A,,dêbel
595,schlank::A,,vítek
596,hübsch::A,,lép
597,böse::A,,zèl
598,böse::A,,hudôben
599,dumm::A,,glúp
600,dumm::A,,bédast
601,faul::A,,lén
602,fleißig::A,,marljív
603,geizig::A,,škŕt
604,klug::A,,pámeten
605,geschickt::A,,spréten
606,lieb::A,,míl
607,lieb::A,,ljúb
608,lustig::A,,vesél
609,sanft::A,,láhek
610,hungrig::A,,láčen
611,krank::A,,bolán
612,nackt::A,,nág
613,traurig::A,,túžen
614,lebendig::A,,žív
615,gut::A,,dóber
616,schlecht::A,,malopríden
617,richtig::A,,pravílen
618,schlimm::A,,húd
619,wahr::A,,resníčen
620,alt::A,,stàr
621,neu::A,,nòv
622,ehemalig::A,,nekdánji
623,alt[Lebewesen]::A,,stàr
624,jung::A,,mlád
625,arm::A,,ubóg
626,arm::A,,réven
627,reich::A,,bogàt
628,bekannt::A,,znán
629,berühmt::A,,sláven
630,berühmt::A,,znamenít
631,fremd::A,,túj
632,verschieden::A,,razlíčen
633,nah::A,,blížnji
634,fern::A,,dáleč
635,linker::A,,lévi
636,rechter::A,,désni
637,anderer::A,,drúgi
638,erster::A,,pŕvi
639,zweiter::A,,drúgi
640,dritter::A,,trétji
641,letzter::A,,poslédnji
642,allein::ADV,,sám
643,auf einmal::ADV,,obênem
644,zusammen::ADV,,skúpaj
645,lange::ADV,,dólgo
646,plötzlich::ADV,,náglo
647,plötzlich::ADV,,nenádoma
648,sofort::ADV,,prècej
649,später::ADV,,poznêje
650,jetzt::ADV,,zdàj
651,heute::ADV,,dánes
652,morgen::ADV,,jútri
653,bald::ADV,,kmálu
654,dann::ADV,,nató
655,gestern::ADV,,včéraj
656,einst::ADV,,nékdaj
657,damals::ADV,,tedàj
658,damals::ADV,,takràt
659,danach::ADV,,potèm
660,vorher::ADV,,poprèj
661,zuerst::ADV,,spŕva
662,einmal::ADV,,ênkrat
663,manchmal::ADV,,včásih
664,oft::ADV,,pogósto
665,immer::ADV,,védno
666,immer::ADV,,zméraj
667,niemals::ADV,,nikdàr
668,hier::ADV,,tù
669,hier::ADV,,túkaj
670,hierhin::ADV,,sèmkaj
671,von hier::ADV,,od tú
672,dort::ADV,,tàm
673,dorthin::ADV,,tjà
674,geradeaus::ADV,,rávno napréj
675,vorwärts::ADV,,napréj
676,rückwärts::ADV,,zádaj
677,zurück::ADV,,nazáj
678,unten::ADV,,dôli
679,unten::ADV,,spôdaj
680,hinab::ADV,,dôl
681,oben::ADV,,gôri
682,oben::ADV,,zgôraj
683,hinauf::ADV,,gôr
684,überall::ADV,,povsód
685,nicht::ADV,,ne
686,ein wenig::ADV,,málo
687,kaum::ADV,,kómaj
688,sehr::ADV,,zeló
689,so::ADV,,takó
690,noch::ADV,,še
691,nur::ADV,,samó
692,schon::ADV,,žè
693,wieder::ADV,,spét
694,vergebens::ADV,,zamàn
695,vergebens::ADV,,zastónj
696,vor::PRP,,pred
697,hinter::PRP,,za
698,unter::PRP,,pod
699,durch::PRP,,skózi
700,neben::PRP,,kràj
701,neben::PRP,,póleg
702,zwischen::PRP,,med
703,zwischen::PRP,,izmed
704,wegen::PRP,,zarádi
705,dies::PRN,,tó
706,das::PRN,,tó
707,alles::PRN,,vsè
708,ich::PRN,,jàz
709,du::PRN,,tí
710,er::PRN,,òn
711,wir::PRN,,mí
712,ihr::PRN,,ví
713,sie::PRN,,ôni
714,was::FPRN,,káj
715,wer::FPRN,,kdó
716,wo::FADV,,kjé
717,wohin::FADV,,kám
718,wie::FADV,,kakó
719,warum::FADV,,zakáj
720,wieviel::FNUM,,kóliko
721,eins::NUM,,êden
722,zwei::NUM,,dvá
723,drei::NUM,,trí
724,vier::NUM,,štíri
725,fünf::NUM,,pét
726,sechs::NUM,,šést
727,sieben::NUM,,sédem
728,acht::NUM,,ósem
729,neun::NUM,,devét
730,zehn::NUM,,desét
731,elf::NUM,,enájst
732,zwölf::NUM,,dvánajst
733,zwanzig::NUM,,dvájset
734,dreißig::NUM,,trídeset
735,vierzig::NUM,,štírideset
736,fünfzig::NUM,,pétdeset
737,sechzig::NUM,,šéstdeset
738,siebzig::NUM,,sédemdeset
739,achtzig::NUM,,ósemdeset
740,neunzig::NUM,,devétdeset
741,hundert::NUM,,stó
742,tausend::NUM,,tísoč
743,und::CNJ,,in
744,oder::CNJ,,áli
745,stehen::V,,státi
746,sitzen::V,,sedéti
747,liegen::V,,ležáti
748,hängen::V,,viséti
749,werden::V,,postáti
750,passieren::V,,zgodíti se
751,beginnen::V,,začéti se
752,enden::V,,končáti se
753,wechseln::V,,ménjati se
754,aufgehen[Sonne]::V,,vzíti
755,untergehen[Sonne]::V,,zaíti
756,scheinen[Sonne]::V,,sijáti
757,donnern::V,,grméti
758,wehen::V,,píhati
759,strömen::V,,líti
760,fließen::V,,têči
761,sich drehen::V,,vrtéti se
762,schwanken::V,,kolébati
763,schwingen::V,,níhati
764,fallen::V,,pádati
765,brennen::V,,goréti
766,rauchen::V,,kadíti se
767,regnen::V,,deževáti
768,gefrieren::V,,zmŕzniti
769,tauen::V,,tájati
770,schmelzen::V,,kopnéti
771,trocknen::V,,sušíti se
772,sieden::V,,kipéti
773,faulen::V,,gníti
774,verfaulen::V,,zgníti
775,reißen::V,,tŕgati se
776,versinken::V,,pogrézniti se
777,vergehen::V,,miníti
778,erscheinen::V,,pojáviti se
779,verschwinden::V,,izgíniti
780,sinken::V,,péšati
781,abnehmen::V,,pojémati
782,zunehmen::V,,véčati se
783,zunehmen::V,,množíti se
784,steigen::V,,dvígati se
785,wachsen::V,,rásti
786,glänzen::V,,sijáti
787,funkeln::V,,ískriti se
788,lärmen::V,,ropotáti
789,lärmen::V,,razgrájati
790,läuten::V,,zvoníti
791,klingeln::V,,zvončkljáti
792,klirren::V,,žvenketáti
793,brausen::V,,šuméti
794,rauschen::V,,šuštéti
795,rauschen::V,,šelestéti
796,klingen::V,,zvenéti
797,bellen::V,,lájati
798,heulen::V,,zavíjati
799,blasen::V,,píhniti
800,pfeifen::V,,pískati
801,pfeifen::V,,žvížgati
802,schreien::V,,kričáti
803,stöhnen::V,,stókati
804,zittern::V,,drgetáti
805,leben::V,,živéti
806,geboren werden::V,,rodíti se
807,atmen::V,,díhati
808,trinken::V,,píti
809,essen::V,,jésti
810,schlucken::V,,požírati
811,müde werden::V,,péšati
812,müde werden::V,,utrúditi se
813,einschlafen::V,,zaspáti
814,schlafen::V,,spáti
815,aufwachen::V,,zbudíti se
816,aufstehen::V,,vstáti
817,sich erholen::V,,oddahníti se
818,krank werden::V,,oboléti
819,krank sein::V,,bíti bolán
820,schmerzen::V,,boléti
821,husten::V,,kášljati
822,genesen::V,,okrévati
823,sterben::V,,umréti
824,umkommen::V,,pogíniti
825,sich bewegen::V,,zganíti se
826,sich rühren::V,,premakníti se
827,sich erheben::V,,vstájati
828,sich erheben::V,,vzdígniti se
829,sich setzen::V,,sésti
830,hinfallen::V,,pásti dôl
831,laufen::V,,hodíti
832,schreiten::V,,stópati
833,spazierengehen::V,,na sprehòd íti
834,eilen::V,,drvéti
835,sich beeilen::V,,hitéti
836,sausen::V,,dírkati
837,rennen::V,,dírjati
838,springen::V,,skákati
839,klettern::V,,plézati
840,schaukeln::V,,kolébati
841,kriechen::V,,pláziti se
842,schwimmen::V,,plávati
843,tauchen::V,,potápljati se
844,rudern::V,,vesláti
845,fahren::V,,vozíti se
846,fahren::V,,peljáti se
847,fliegen::V,,létati
848,gehen::V,,íti
849,weggehen::V,,odíti
850,abfahren::V,,odpeljáti se
851,anhalten::V,,ustáviti se
852,hineingehen::V,,íti nóter
853,eintreten::V,,vstopíti
854,kommen::V,,príti
855,ankommen::V,,prispéti
856,ankommen::V,,prihájati
857,zurückkommen::V,,vrníti se
858,bleiben::V,,ostáti
859,warten::V,,čákati
860,erwarten::V,,pričakováti
861,suchen::V,,iskáti
862,finden::V,,nájti
863,versuchen::V,,poskúšati
864,vorbereiten::V,,pripráviti
865,lieben::V,,ljubíti
866,mögen::V,,márati
867,lachen::V,,smejáti se
868,rühren::V,,ganíti
869,weinen::V,,jókati
870,weinen::V,,plákati
871,schimpfen::V,,psováti
872,schimpfen::V,,zmérjati
873,sich ärgern::V,,jezíti se
874,sich fürchten::V,,báti se
875,fürchten::V,,báti se
876,fliehen::V,,bežáti
877,flüchten::V,,pobégniti
878,sehen::V,,vídeti
879,anschauen::V,,oglédati
880,ansehen::V,,glédati
881,hören::V,,slíšati
882,zuhören::V,,poslúšati
883,probieren::V,,poskúšati
884,riechen::V,,dúhati
885,fühlen::V,,čutíti
886,scheinen::V,,zdéti se
887,zu sehen sein::V,,vídeti se
888,vernehmen::V,,čúti
889,frieren::V,,zébsti
890,tun::V,,délati
891,können::V,,môči
892,wollen::V,,hotéti
893,anfangen::V,,začéti
894,beenden::V,,dokončáti
895,aufhören::V,,prenéhati
896,gelingen::V,,uspéti
897,gelingen::V,,posréčiti se
898,geraten::V,,obnêsti se
899,öffnen::V,,odpréti
900,schließen::V,,zapréti
901,stellen::V,,postáviti
902,setzen::V,,posadíti
903,legen::V,,položíti
904,berühren::V,,dotíkati se
905,verbinden::V,,obvézati
906,bedecken::V,,pokríti
907,aufhängen::V,,obésiti
908,anzünden::V,,zažgáti
909,aufheben::V,,vzdígniti
910,zurücklassen::V,,zapustíti
911,verlieren::V,,izgubíti
912,fallen lassen::V,,navréči
913,machen::V,,naredíti
914,machen::V,,napráviti
915,herstellen::V,,izdélati
916,bauen::V,,gradíti
917,reparieren::V,,popráviti
918,verbessern::V,,izbóljšati
919,ändern::V,,spremeníti
920,graben::V,,kopáti
921,graben::V,,grêbsti
922,beugen::V,,upogníti
923,biegen::V,,zavíjati
924,drehen::V,,vrtéti
925,wenden::V,,obrníti
926,umdrehen::V,,zasúkati
927,heben::V,,dvígati
928,hochheben::V,,privzdígniti
929,ergreifen::V,,zgrábiti
930,halten::V,,držáti
931,drücken::V,,tiščáti
932,schieben::V,,ríniti
933,kratzen::V,,práskati
934,lecken::V,,lízati
935,beißen::V,,grísti
936,abreißen::V,,odtŕgati
937,abschneiden::V,,odrézati
938,binden::V,,vézati
939,stecken::V,,vtakníti
940,brechen::V,,lomíti
941,klopfen::V,,tólči
942,hauen::V,,séči
943,kleben::V,,lépiti
944,reiben::V,,tréti
945,reiben::V,,dŕgniti
946,streichen::V,,namázati
947,schleifen::V,,brúsiti
948,schneiden::V,,rézati
949,rütteln::V,,strésti
950,schütteln::V,,majáti
951,schwenken::V,,obrníti
952,schütten::V,,sípati
953,füllen::V,,napolníti
954,einwickeln::V,,zavíti
955,tragen::V,,nêsti
956,schleppen::V,,vláčiti
957,ziehen::V,,vléči
958,aufbewahren::V,,shranjeváti
959,werfen::V,,lúčati
960,fangen::V,,ujéti
961,packen::V,,prijéti
962,verstecken::V,,skríti
963,teilen::V,,razdelíti
964,schicken::V,,pošíljati
965,bringen::V,,prinêsti
966,hinzufügen::V,,pristáviti
967,bekommen::V,,dobíti
968,erhalten::V,,prejéti
969,nehmen::V,,vzéti
970,wählen::V,,izbírati
971,auswählen::V,,izbráti
972,bewahren::V,,ohraníti
973,behindern::V,,ovírati
974,verderben::V,,pokváriti
975,beschädigen::V,,poškodováti
976,zerbrechen::V,,razlomíti
