,Concept_ID,mn,uz
779,manchmal::ADV,заримдаа,onda-sonda
780,oft::ADV,олонтоо,tez-tez
781,immer::ADV,байнга,har vaqt
782,niemals::ADV,хэзээ ч,hargiz
783,niemals::ADV,хэдийд ч,hargiz
784,hier::ADV,энд,shu erda
785,hierhin::ADV,нааш,beri
786,von hier::ADV,эндээс,shu erdan
787,dort::ADV,тэнд,ana
788,dorthin::ADV,тийш,u yerga
789,geradeaus::ADV,шулуун,to'g'ri
790,vorwärts::ADV,урагшаа,ilgari
791,rückwärts::ADV,буцаан,qoloq
792,rückwärts::ADV,сөөргөө,qoloq
793,zurück::ADV,буцаж,orqada
794,zurück::ADV,гэдрэг,orqada
795,unten::ADV,дор,pastda
796,hinab::ADV,уруу,tubanga
797,oben::ADV,дээр,ustida
798,hinauf::ADV,өөд,yuqorida
799,hinauf::ADV,дээш,yuqorida
800,überall::ADV,хааяагүй,har erda
801,überall::ADV,энд тэндгүй,har erda
802,nicht::ADV,эс,ämas
803,nicht::ADV,-гүй,ämas
804,ein wenig::ADV,жаахан,biroz
805,kaum::ADV,арай,arang
806,kaum::ADV,арай гэж,arang
807,sehr::ADV,тун,ancha
808,so::ADV,тэгж,shunday
809,so::ADV,ингээд,shunday
810,noch::ADV,дахин,hali
811,noch::ADV,дахиад,hali
812,nur::ADV,зөвхөн,yolg'iz
813,nur::ADV,гагцхүү,yolg'iz
814,schon::ADV,нэгэнт,endi
815,wieder::ADV,дахин,yana
816,wieder::ADV,дахиад,yana
817,vergebens::ADV,хий,bekorga
818,vor::PRP,өмнө,burun
819,hinter::PRP,ард,ketida
820,unter::PRP,доор,ostida
821,durch::PRP,дундуур,bo'ylab
822,neben::PRP,хажууд,yonida
823,zwischen::PRP,завсар,orada
824,zwischen::PRP,хооронд,orada
825,wegen::PRP,төлөө,sababli
826,wegen::PRP,дээрээс,sababli
827,dies::PRN,энэ,o'sha
828,das::PRN,тэр,narigi
829,alles::PRN,цөм,har nima
830,alles::PRN,бүгд,har nima
831,ich::PRN,би,men
832,du::PRN,чи,sen
833,er::PRN,тэр,u
834,er::PRN,тэр хүн,u
835,wir::PRN,бид,biz
836,ihr::PRN,та нар,siz
837,sie::PRN,тэд,ular
838,was::FPRN,юу,nima
839,wer::FPRN,хэн,kim
840,wo::FADV,хаа,qaerda
841,wo::FADV,хаана,qaerda
842,wohin::FADV,хааш,qayerga
843,wohin::FADV,хаана,qayerga
844,wie::FADV,яаж,qanday
845,wie::FADV,хэрхэн,qanday
846,warum::FADV,юунд,nega
847,warum::FADV,яагаад,nega
848,wieviel::FNUM,хэдий,qancha
849,wieviel::FNUM,хэд,qancha
850,eins::NUM,нэг,bir
851,zwei::NUM,хоёр,ikki
852,drei::NUM,гурав,uch
853,vier::NUM,дөрөв,to'rt
854,fünf::NUM,тав,besh
855,sechs::NUM,зургаа,olti
856,sieben::NUM,долоо,etti
857,acht::NUM,найм,sakkiz
858,neun::NUM,ес,to'qqiz
859,zehn::NUM,арав,o'n
860,elf::NUM,арван нэг,o'n bir
861,zwölf::NUM,арван хоёр,o'n ikki
862,zwanzig::NUM,хорь,yigirma
863,dreißig::NUM,гуч,o'ttiz
864,vierzig::NUM,дөч,qirq
865,fünfzig::NUM,тавь,ällik
866,sechzig::NUM,жар,oltmish
867,siebzig::NUM,дал,etmish
868,achtzig::NUM,ная,sakson
869,neunzig::NUM,ер,to'qson
870,hundert::NUM,зуу,yuz
871,tausend::NUM,мянга,ming
872,und::CNJ,ч,va
873,und::CNJ,болон,va
874,oder::CNJ,буюу,yo
875,stehen::V,зогсох,turmoq
876,sitzen::V,суух,o'tirmoq
877,liegen::V,хэвтэх,yotmoq
878,hängen::V,өлгөөтэй байх,osilmoq
879,hängen::V,дүүжлээтэй байх,osilmoq
880,werden::V,болох,bo'lmoq
881,passieren::V,тохиох,bo'lib o'tmoq
882,beginnen::V,эхлэх,boshlanmoq
883,enden::V,дүүрэх,bitmoq
884,wechseln::V,хувирах,o'zgarmoq
885,aufgehen[Sonne]::V,мандах,chiqmoq
886,untergehen[Sonne]::V,жаргах,botmoq
887,scheinen[Sonne]::V,гэрэлтэх,yaraqlamoq
888,donnern::V,дуугарах,gulduramoq
889,wehen::V,салхилах,elpimoq
890,wehen::V,хөөрөгдөх,elpimoq
891,strömen::V,гүйх,oqmoq
892,strömen::V,урсах,oqmoq
893,fließen::V,урсах,oqmoq
894,sich drehen::V,эргэлдэх,aylanmoq
895,schwanken::V,хэлбэлзэх,qoqilmoq
896,schwingen::V,ганхах,lopillamoq
897,schwingen::V,хэлбэлзэх,lopillamoq
898,fallen::V,унах,tushmoq
899,brennen::V,шатах,yonmoq
900,rauchen::V,баагих,tutamoq
901,regnen::V,бороо орно,yomg'ir yog'moq
902,gefrieren::V,хөлдөх,muzlamoq
903,tauen::V,хайлах,ärimoq
904,schmelzen::V,уярах,ärimoq
905,trocknen::V,хатах,qurimoq
906,sieden::V,буцлах,qaynamoq
907,sieden::V,даргилах,qaynamoq
908,faulen::V,үжрэх,chirimoq
909,faulen::V,өмхийрөх,chirimoq
910,verfaulen::V,бээх,chirimoq
911,verfaulen::V,өгрөх,chirimoq
912,reißen::V,цуурах,qayt qilmoq
913,versinken::V,живэх,g'arq bo'lmoq
914,vergehen::V,нөгчих,o'tmoq
915,vergehen::V,өнгөрөх,o'tmoq
916,erscheinen::V,гарах,zuhur ätmoq
917,erscheinen::V,бултайх,zuhur ätmoq
918,verschwinden::V,далд орох,yo'qolmoq
919,verschwinden::V,алга болох,yo'qolmoq
920,sinken::V,татрах,pasaymoq
921,sinken::V,доошлох,pasaymoq
922,abnehmen::V,багасах,kamaymoq
923,abnehmen::V,хорогдох,kamaymoq
924,zunehmen::V,ихсэх,urchimoq
925,steigen::V,нэмэгдэх,oshmoq
926,wachsen::V,өсөх,o'smoq
927,wachsen::V,ургах,o'smoq
928,glänzen::V,гилгэнэх,porlamoq
929,glänzen::V,гилбэгнэх,porlamoq
930,funkeln::V,гялжах,yalt ätmoq
931,funkeln::V,гялалзах,yalt ätmoq
932,lärmen::V,шуугих,taraq ätmoq
933,läuten::V,цохих,jiringlamoq
934,klingeln::V,хонхдох,jiringlamoq
935,klingeln::V,дуугарах,jiringlamoq
936,klirren::V,хангир жингэр хийх,sharaqlamoq
937,brausen::V,бургилах,vag'illamoq
938,rauschen::V,сэржигнэх,shitirlamoq
939,klingen::V,хангинах,yangramoq
940,bellen::V,хуцах,hurmoq
941,heulen::V,улих,uvlamoq
942,blasen::V,үлзэх,puflamoq
943,pfeifen::V,исгэрэх,xushtak chalmoq 
944,schreien::V,хашгирах,qiyqirmoq
945,stöhnen::V,ёолох,nola qilmoq
946,stöhnen::V,гэнгэнэх,nola qilmoq
947,zittern::V,дагжих,titramoq
948,leben::V,амьдрах,yashamoq
949,geboren werden::V,төрөх,tug'ilmoq
950,atmen::V,амьсгалах,nafas chiqarmoq
951,trinken::V,уух,ichmoq
952,essen::V,идэх,emoq
953,schlucken::V,залгих,yutmoq
954,müde werden::V,ядрах,horimoq
955,einschlafen::V,унтчих,uxlab qolmoq
956,schlafen::V,унтах,uxlamoq
957,aufwachen::V,сэрэх,uyg'onmoq
958,aufstehen::V,босох,qo'pmoq
959,sich erholen::V,амрах,dam olmoq
960,krank werden::V,өвдөж эхлэх,kasallanmoq
961,krank sein::V,өвдөх,betob yotmoq
962,schmerzen::V,өвдөх,og'rimoq
963,schmerzen::V,шархирах,og'rimoq
964,husten::V,ханиах,yo'talmoq
965,genesen::V,засрах,tuzalmoq
966,sterben::V,үхэх,o'lmoq
967,sterben::V,нас барах,o'lmoq
968,umkommen::V,үхэх,halok bo'lmoq
969,sich bewegen::V,хөдлөх,harakat qilmoq
970,sich rühren::V,хөдлөх,qimirlamoq
971,sich erheben::V,босох,qo'pmoq
972,sich setzen::V,суух,o'tirmoq
973,hinfallen::V,ойчих,yiqilmoq
974,laufen::V,явган явах,yurmoq
975,schreiten::V,алхах,yurmoq
976,spazierengehen::V,зугаалах,sayr ätmoq
977,eilen::V,хурдлах,tezlamoq
978,sich beeilen::V,яарах,shoshmoq
979,sich beeilen::V,шамдах,shoshmoq
980,sausen::V,давхих,chopqillamoq
981,rennen::V,гүйх,yugurmoq
982,springen::V,харайх,sakramoq
983,springen::V,дэвхрэх,sakramoq
984,klettern::V,авирах,yuqorilamoq
985,schaukeln::V,ганхалзах,irg'amoq
986,kriechen::V,мөлхөх,ämaklamoq
987,schwimmen::V,сэлэх,suzmoq
988,tauchen::V,шунгах,chu'mmoq
989,rudern::V,сэлүүрдэх,eshkak eshmoq
990,fahren::V,явах,haydamoq
991,fliegen::V,нисэх,uchmoq
992,gehen::V,явах,bormoq
993,weggehen::V,явах,ketoq
994,abfahren::V,одох,jo'namoq
995,abfahren::V,хөдлөх,jo'namoq
996,anhalten::V,зогсох,to'xtamoq
997,hineingehen::V,орох,kirmoq
998,eintreten::V,орох,kirmoq
999,kommen::V,ирэх,kelmoq
1000,ankommen::V,хүрэх,etib kelmoq
1001,zurückkommen::V,харих,qaytib kelmoq
1002,zurückkommen::V,буцаж ирэх,qaytib kelmoq
1003,bleiben::V,үлдэх,qolmoq
1004,warten::V,хүлээх,poylamoq
1005,erwarten::V,хүлээх,kutmoq
1006,suchen::V,эрэх,izlamoq
1007,suchen::V,бэдрэх,izlamoq
1008,finden::V,олох,topmoq
1009,versuchen::V,оролдох,chalishmoq
1010,vorbereiten::V,бэлтгэх,hozirlamoq
1011,lieben::V,янаглах,sevmoq
1012,mögen::V,таалах,ardoqlamoq
1013,lachen::V,инээх,kulmoq
1014,rühren::V,сэтгэл уяруулах,ta'sirlantirmoq
1015,weinen::V,уйлах,yig'lamoq
1016,schimpfen::V,хараах,koyinmoq
1017,sich ärgern::V,уурлах,g'azab qilmoq
1018,sich fürchten::V,айх,hurkmoq
1019,fürchten::V,айх,qo'rqmoq
1020,fliehen::V,зугтах,qochmoq
1021,fliehen::V,гүйж очих,qochmoq
1022,flüchten::V,оргох,qochmoq
1023,sehen::V,үзэх,ko'rmoq
1024,anschauen::V,харах,razm solmoq
1025,ansehen::V,харах,razm qilmoq
1026,hören::V,дуулах,äshitmoq
1027,zuhören::V,чагнах,tinglamoq
1028,probieren::V,амсаж үзэх,tatib ko'rmoq
1029,riechen::V,үнэрлэх,iskamoq
1030,fühlen::V,мэдрэх,sezmoq
1031,scheinen::V,шиг үзэгдэх,tuyilmoq
1032,zu sehen sein::V,үзэгдэх,ko'rinmoq
1033,zu sehen sein::V,харагдах,ko'rinmoq
1034,vernehmen::V,дуулах,äshitmoq
1035,frieren::V,даарах,sovuq qotmoq
1036,tun::V,хийх,ätmoq
1037,tun::V,үйлдэх,ätmoq
1038,können::V,болох,-a olmoq
1039,können::V,болох,-y olmoq
1040,wollen::V,хүсэх,istamoq
1041,anfangen::V,эхлэх,boshlamoq
1042,beenden::V,дуусгах,bitirmoq
1043,aufhören::V,болих,tinmoq
1044,aufhören::V,зогсох,tinmoq
1045,gelingen::V,бүтэх,muvaffaqiyat qozonmoq
1046,geraten::V,илрэх,bo'lmoq
1047,öffnen::V,нээх,ochmoq
1048,öffnen::V,тайлах,ochmoq
1049,schließen::V,хаах,yopmoq
1050,stellen::V,тавих,qo'ymoq
1051,stellen::V,босгох,qo'ymoq
1052,setzen::V,суулгах,o'tqazmoq
1053,legen::V,хийх,yotqizmoq
1054,legen::V,тавих,yotqizmoq
1055,berühren::V,шүргэх,tegmoq
1056,verbinden::V,залгах,ulamoq
1057,bedecken::V,бүрэх,bekitmoq
1058,aufhängen::V,өлгөх,ildirmoq
1059,aufhängen::V,дүүжлэх,ildirmoq
1060,anzünden::V,асаах,yondirmoq
1061,anzünden::V,ноцоох,yondirmoq
1062,aufheben::V,өргөх,ko'tarmoq
1063,zurücklassen::V,орхих,ayrilmoq
1064,zurücklassen::V,үлдээх,ayrilmoq
1065,verlieren::V,гээх,yo'qotmoq
1066,fallen lassen::V,унагах,tushirmoq
1067,machen::V,хийх,qilmoq
1068,machen::V,гаргах,qilmoq
1069,herstellen::V,бүтээх,chiqarmoq
1070,bauen::V,барих,solmoq
1071,reparieren::V,засах,tuzatmoq
1072,reparieren::V,сэлбэх,tuzatmoq
1073,verbessern::V,засах,isloh qilmoq
1074,verbessern::V,сайжруулах,isloh qilmoq
1075,ändern::V,өөрчлөх,o'zgartirmoq
1076,graben::V,малтах,qazimoq
1077,beugen::V,бөгтийлгөх,bukmoq
1078,biegen::V,матах,bukmoq
1079,biegen::V,муруйлгах,bukmoq
1080,drehen::V,эргүүлэх,aylantirmoq
1081,wenden::V,эргүүлэх,burmoq
1082,umdrehen::V,хөрвүүлэх,ag'darmoq
1083,heben::V,өргөх,yuksaltirmoq
1084,hochheben::V,өргөх,ko'tarmoq
1085,ergreifen::V,атгах,tutamlamoq
1086,halten::V,барих,tutmoq
1087,drücken::V,дарах,bosmoq
1088,schieben::V,түлхэх,surmoq
1089,kratzen::V,хусах,qashimoq
1090,kratzen::V,маажих,qashimoq
1091,lecken::V,долоох,mijimoq
1092,beißen::V,зуух,tishlamoq
1093,beißen::V,хазах,tishlamoq
1094,abreißen::V,таслах,emirmoq
1095,abschneiden::V,тайрах,cho'rt kesmoq
1096,binden::V,боох,bog'lamoq
1097,binden::V,хүлэх,bog'lamoq
1098,stecken::V,шаах,suqmoq
1099,stecken::V,шигтгэх,suqmoq
1100,brechen::V,хугалах,sindirmoq
1101,klopfen::V,цохих,dukurlamoq
1102,klopfen::V,тогших,dukurlamoq
1103,hauen::V,дэлдэх,urmoq
1104,kleben::V,наах,yopishtirmoq
1105,reiben::V,нухах,surkamoq
1106,reiben::V,нидчих,surkamoq
1107,streichen::V,нялах,surkamoq
1108,streichen::V,түрхэх,surkamoq
1109,schleifen::V,билүүдэх,qayramoq
1110,schleifen::V,гуранздах,qayramoq
1111,schneiden::V,огтлох,kesmoq
1112,rütteln::V,холхнулах,chayqamoq
1113,schütteln::V,сэгсрэх,chayqamoq
1114,schwenken::V,дэвэх,chayqatmoq
1115,schwenken::V,даллах,chayqatmoq
1116,schütten::V,цутгах,quymoq
1117,schütten::V,аягалах,quymoq
1118,füllen::V,дүүргэх,to'ldirmoq
1119,einwickeln::V,боох,chulg'amoq
1120,einwickeln::V,ороох,chulg'amoq
1121,tragen::V,авчрах,tashimoq
1122,schleppen::V,чирэх,sudramoq
1123,ziehen::V,татах,tortmoq
1124,aufbewahren::V,хадгалах,tutmoq
1125,werfen::V,хаях,tashlamoq
1126,werfen::V,шидэх,tashlamoq
1127,fangen::V,барих,tutmoq
1128,packen::V,шүүрэх,opqochmoq
1129,verstecken::V,нуух,yashirmoq
1130,teilen::V,хуваах,bo'lmoq
1131,schicken::V,илгээх,yubormoq
1132,schicken::V,явуулах,yubormoq
1133,bringen::V,авчрах,keltirmoq
1134,bringen::V,аваачих,keltirmoq
1135,hinzufügen::V,нэмэх,tirkamoq
1136,bekommen::V,хүлээн авах,olmoq
1137,erhalten::V,хүлээн авах,olmoq
1138,nehmen::V,авах,olmoq
1139,wählen::V,сонгох,saylamoq
1140,auswählen::V,шилэх,saylamoq
1141,bewahren::V,гамнах,saqlamoq
1142,behindern::V,саад хийх,xalal bermoq
1143,behindern::V,тотгор болох,xalal bermoq
1144,verderben::V,эвдэх,xazon qilmoq
1145,beschädigen::V,гэмтээх,buzmoq
1146,zerbrechen::V,хагалах,sindirmoq
1147,zerbrechen::V,хага цохих,sindirmoq
1148,zerreißen::V,урах,yirtmoq
1149,zerstören::V,эвдэх,vayron qilmoq
1150,zerstören::V,сүйтгэх,vayron qilmoq
1151,verbrennen::V,шатаах,kuydirmoq
1152,geben::V,өгөх,bermoq
1153,reichen::V,өгөх,bermoq
1154,reichen::V,дамжуулах,bermoq
1155,schenken::V,бэлэглэх,sovg'a qilmoq
1156,versprechen::V,амлах,va'da bermoq
1157,wünschen::V,ерөөх,orziqmoq
1158,loben::V,магтах,maqtamoq
1159,loben::V,сайшаах,maqtamoq
1160,küssen::V,озох,o'pmoq
1161,küssen::V,үнсэх,o'pmoq
1162,wiegen::V,бүүвэйлэх,tebratmoq
1163,zudecken::V,хучих,yopmoq
1164,zudecken::V,бүтээх,yopmoq
1165,wecken::V,сэрээх,uyg'otmoq
1166,zeigen::V,үзүүлэх,ko'rsatmoq
1167,führen::V,хөтлөх,boshlik bo'lmoq
1168,lehren::V,заах,o'rgatmoq
1169,unterrichten::V,сургах,dars bermoq
1170,aufziehen::V,өсгөх,o'stirmoq
1171,aufziehen::V,хүмүүжүүлэх,o'stirmoq
1172,leiten::V,удирдах,boshqarmoq
1173,antreiben::V,шамдуулах,shoshiltirmoq
1174,lassen::V,-уулах,ruxsat bermoq
1175,einladen::V,залах,taklif kilmoq
1176,vereinigen::V,нэгтгэх,qo'shmoq
1177,vereinigen::V,хамтруулах,qo'shmoq
1178,besuchen::V,зочлох,mehmonga bormoq
1179,treffen::V,учрах,duchor bo'lmoq
1180,treffen::V,дайралдах,duchor bo'lmoq
1181,sich versammeln::V,хуралдах,to'planmoq
1182,spielen::V,наадах,o'ynamoq
1183,singen::V,дуулах,yalla qilmoq
1184,tanzen::V,бүжиглэх,raqs qilmoq
1185,sich trennen::V,салах,yakkalanmoq
1186,verlassen::V,хаях,qoldirmoq
1187,retten::V,гэтэлгэх,qutqazmoq
1188,bewachen::V,сахих,qo'rimoq
1189,schützen::V,хамгаалах,yoniga olmoq
1190,verteidigen::V,хамгаалах,yoqlamoq
1191,sich schlagen::V,зодолдох,yoqalashmoq
1192,schießen::V,харвах,otmoq
1193,schießen::V,буу буудах,otmoq
1194,siegen::V,ялах,engmoq
1195,ärgern::V,уурлуулах,jahl chiqarmoq
1196,ärgern::V,уур хүргэх,jahl chiqarmoq
1197,schlagen::V,цохих,urmoq
1198,treten::V,өшиглөх,tepmoq
1199,stechen::V,хатгах,qadamoq
1200,stoßen::V,ёврох,turtmoq
1201,stoßen::V,нудрах,turtmoq
1202,stehlen::V,хулгайлах,o'g'rilamoq
1203,stören::V,саад болох,tebratmoq
1204,belästigen::V,зовоох,g'ashini keltirmoq
1205,belästigen::V,амраахгүй байх,g'ashini keltirmoq
1206,verbergen::V,нуух,berkitmoq
1207,verbergen::V,далдлах,berkitmoq
1208,täuschen::V,мэхлэх,aldamoq
1209,betrügen::V,хуурах,tirriq qilmoq
1210,töten::V,алах,o'ldirmoq
1211,wohnen::V,суух,istiqomat qilmoq
1212,wohnen::V,амьдрах,istiqomat qilmoq
1213,arbeiten::V,ажиллах,ishlamoq
1214,arbeiten::V,хөдөлмөрлөх,ishlamoq
1215,sammeln::V,түүх,yig'moq
1216,sammeln::V,хураах,yig'moq
1217,pflücken::V,түүх,termoq
1218,jagen::V,агнах,ov qilmoq
1219,jagen::V,гөрөөлөх,ov qilmoq
1220,fischen::V,загасчлах,baliq ovlamoq
1221,fischen::V,загас барих,baliq ovlamoq
1222,fassen::V,барих,ilinmoq
1223,hüten::V,маллах,boqtirmoq
1224,hüten::V,хариулах,boqtirmoq
1225,treiben::V,туух,haydamoq
1226,anbinden::V,уях,bog'lamoq
1227,füttern::V,тэжээх,edirmoq
1228,melken::V,саах,sog'moq
1229,hacken::V,цавчих,chopmoq
1230,gießen::V,услах,oqizmoq
1231,reifen::V,боловсрох,qizarmoq
1232,zubereiten::V,бэлдэх,pishirmoq
1233,kochen::V,чанах,qaynatmoq
1234,backen::V,жигнэх,yopmoq
1235,braten::V,шарах,qovurmoq
1236,braten::V,хайрах,qovurmoq
1237,umrühren::V,хутгах,atalamoq
1238,stricken::V,нэхэх,to'qimoq
1239,stricken::V,сүлжих,to'qimoq
1240,nähen::V,оёх,tikmoq
1241,färben::V,будах,bo'yoqlamoq
1242,reinigen::V,арилгах,tozalamoq
1243,reinigen::V,цэвэрлэх,tozalamoq
1244,waschen::V,угаах,yuvmoq
1245,abwischen::V,арчих,surkamoq
1246,spülen::V,зайлах,chaymoq
1247,fegen::V,хамах,cho'tkalamoq
1248,fegen::V,шүүрдэх,cho'tkalamoq
1249,kehren::V,шүүрдэх,supurmoq
1250,kehren::V,туужуудах,supurmoq
1251,baden::V,усанд орох,cho'milmoq
1252,sich waschen::V,биеэ угаах,yuvinmoq
1253,ausziehen::V,тайлах,echintirmoq
1254,anziehen::V,өмсөх,kiymoq
1255,sich anziehen::V,хувцаслах,kiyinmoq
1256,kämmen::V,самнах,taramoq
1257,schmücken::V,гоёх,yasatmoq
1258,schmücken::V,чимэх,yasatmoq
1259,sagen::V,гэх,aytmoq
1260,sagen::V,хэлэх,aytmoq
1261,sprechen::V,ярих,so'zlamoq
1262,sprechen::V,өгүүлэх,so'zlamoq
1263,reden::V,хэлэх,gapirmoq
1264,reden::V,хөөрөлдөх,gapirmoq
1265,sich unterhalten::V,ярилцах,suhbatlashmoq
1266,fragen::V,асуух,so'ramoq
1267,bitten::V,гуйх,iltimos qilmoq
1268,erzählen::V,өгүүлэх,aytib bermoq
1269,mitteilen::V,дуулгах,bildirmoq
1270,mitteilen::V,мэдээлэх,bildirmoq
1271,nennen::V,нэрлэх,atamoq
1272,rufen::V,дуудах,chaqirmoq
1273,prahlen::V,бардах,gerdaymoq
1274,prahlen::V,сайрхах,gerdaymoq
1275,übersetzen::V,орчуулах,tarjima qilmoq
1276,denken::V,санах,o'ylamoq
1277,glauben::V,итгэх,ishonmoq
1278,bemerken::V,ажих,payqamoq
1279,bemerken::V,ажиглах,payqamoq
1280,erkennen::V,таних,tanimoq
1281,begreifen::V,ойлгох,tushunmoq
1282,verstehen::V,мэдэж авах,anglamoq
1283,lernen::V,сурах,o'qimoq
1284,wissen::V,мэдэх,bilmoq
1285,sich erinnern an::V,дурсах,äsni tanimoq
1286,vergessen::V,мартах,unutmoq
1287,messen::V,хэмжих,o'lchamoq
1288,zählen::V,тоолох,raqamlamoq
1289,rechnen::V,тооцоох,cho'tlamoq
1290,lesen::V,унших,o'qimoq
1291,malen::V,зурах,rasm solmoq
1292,zeichnen::V,дүрслэн бичих,chizmoq
1293,schreiben::V,бичих,yozmoq
1294,besitzen::V,эзэмших,ägalamoq
1295,kaufen::V,худалдан авах,olmoq
1296,verkaufen::V,худалдах,sotmoq
1297,bezahlen::V,төлөх,to'lamoq
1298,zahlen::V,төлөх,to'lamoq
1299,beherrschen::V,эзэмших,ägalamoq
1300,ertragen::V,тэсэх,chidamoq
