,Concept_ID,da,hi
379,Grund::N,grund,कारण
380,Wahrheit::N,sandhed,सत्य
381,Wahrheit::N,sandhed,सच्चाई
382,Gespräch::N,samtale,चर्चा
383,Gespräch::N,samtale,वार्ता
384,Gespräch::N,samtale,बात-चीत
385,Märchen::N,eventyr,क़िस्सा
386,Erzählung::N,fortælling,कथा
387,Erzählung::N,fortælling,कहानी
388,Nachricht::N,efterretning,सूचना
389,Nachricht::N,efterretning,समाचार
390,Neuigkeit::N,nyhed,ख़बर
391,Neuigkeit::N,nyhed,समाचार
392,Name::N,navn,नाम
393,Rätsel::N,gåde,पहेली
394,Rede::N,tale,वचन
395,Rede::N,tale,भाषण
396,Sprache::N,sprog,भाषा
397,Sprache::N,sprog,ज़बान
398,Stimme::N,stemme,स्वर
399,Stimme::N,stemme,आवाज़
400,Wort::N,ord,शब्द
401,Wort::N,ord,लफ़्ज़
402,Zeichen::N,tegn,निशान
403,Ruf::N,råb,पुकार
404,Ruf::N,råb,आह्वान
405,Lärm::N,larm,शोर
406,Lärm::N,larm,हुल्लड़
407,Laut::N,lyd,स्वर
408,Laut::N,lyd,ध्वनि
409,Ton::N,tone,सुर
410,Ton::N,tone,स्वर
411,Lied::N,sang,गीत
412,Ruhe::N,ro,आराम
413,Ruhe::N,ro,ख़ामोशी
414,Ruhe::N,hvile,आराम
415,Ruhe::N,hvile,ख़ामोशी
416,Leute::N,folk,लोग
417,Leute::N,mennesker,लोग
418,Volk::N,folk,क़ौम
419,Volk::N,folk,प्रजा
420,Arbeit::N,arbejde,काम
421,Gast::N,gæst,अतिथि
422,Gast::N,gæst,मेहमान
423,Geschenk::N,gave,उपहार
424,Geschenk::N,gave,तोहफ़ा
425,Spiel::N,leg,खेल
426,Spiel::N,leg,क्रीड़ा
427,Gesellschaft::N,selskab,साथ
428,Hilfe::N,hjælp,मदद
429,Hilfe::N,hjælp,सहायता
430,Freund::N,ven,मित्र
431,Kamerad::N,kammerat,साथी
432,Kamerad::N,kammerat,कामरेड
433,Angelegenheit::N,sag,बात
434,Angelegenheit::N,sag,मामला
435,Angelegenheit::N,anliggende,बात
436,Angelegenheit::N,anliggende,मामला
437,Anzahl::N,antal,तादाद
438,Anzahl::N,antal,संख्या
439,Art::N,art,तरह
440,Art::N,art,क़िस्म
441,Stück::N,stykke,फाँक
442,Stück::N,stykke,टुकड़ा
443,Teil::N,del,भाग
444,Teil::N,del,हिस्सा
445,Hälfte::N,halvdel,अर्धभाग
446,Kreis::N,cirkel,चक्कर
447,Kreuz::N,kors,सलीब
448,Kreuz::N,kors,क्रूस
449,Kreuz::N,kryds,सलीब
450,Kreuz::N,kryds,क्रूस
451,Linie::N,linie,लाइन
452,Strich::N,streg,लकीर
453,Abstand::N,afstand,अंतर
454,Abstand::N,afstand,फ़ासला
455,Entfernung::N,afstand,दूरी
456,Entfernung::N,afstand,फ़ासला
457,Gegend::N,egn,इलाक़ा
458,Platz::N,plads,जगह
459,Platz::N,plads,स्थान
460,Ort::N,sted,स्थल
461,Ort::N,sted,स्थान
462,Seite::N,side,ओर
463,Seite::N,side,तरफ़
464,Mitte::N,midte,बीच
465,Mitte::N,midte,मध्य
466,Gegenstand::N,genstand,चीज़
467,Gegenstand::N,genstand,पदार्थ
468,Sache::N,sag,चीज़
469,Sache::N,sag,वस्तु
470,Rand::N,rand,छोर
471,Rand::N,rand,उपांत
472,Kante::N,kant,कोर
473,Kante::N,kant,किनारा
474,Ecke::N,hjørne,कोना
475,Ecke::N,hjørne,नुक्कड़
476,Spitze::N,spids,नोक
477,Ende::N,ende,छोर
478,Ende::N,ende,सिरा
479,Loch::N,hul,छेद
480,Loch::N,hul,सूराख़
481,Winkel::N,vinkel,कोण
482,Winkel::N,vinkel,कोना
483,Muster::N,mønster,नमूना
484,Muster::N,mønster,डिज़ाइन
485,Größe::N,størrelse,परिमाण
486,Größe::N,størrelse,विस्तार
487,Länge::N,længde,लंबाई
488,Höhe::N,højde,ऊँचाई
489,Höhe::N,højde,उच्चता
490,Gewicht::N,vægt,भार
491,Gewicht::N,vægt,वज़न
492,Menge::N,mængde,मात्रा
493,Haufen::N,bunke,ढेर
494,Haufen::N,bunke,अंबार
495,Reihe::N,række,क़तार
496,Reihe::N,række,पंक्ति
497,Boot::N,båd,नाव
498,Boot::N,båd,नौका
499,Ruder::N,åre,चप्पू
500,Schlitten::N,kælk,बर्फ़-गाड़ी
501,Schlitten::N,slæde,बर्फ़-गाड़ी
502,Ski::N,ski,स्की
503,Lagerfeuer::N,lejrbål,अलाव
504,Lagerfeuer::N,lejrbål,कैंप-फ़ायर
505,Last::N,last,भार
506,Last::N,byrde,भार
507,Gang::N,gang,चाल
508,Schritt::N,skridt,डग
509,Schritt::N,skridt,क़दम
510,Norden::N,nord,उत्तर
511,Süden::N,syd,दक्खिन
512,Westen::N,vest,पश्चिम
513,Osten::N,øst,पूरब
514,Holz::N,træ,काठ
515,Holz::N,træ,काष्ठ
516,Brett::N,bræt,पटरा
517,Brett::N,bræt,तख़्ता
518,Platte::N,plade,फलक
519,Platte::N,plade,तख़्ता
520,Stütze::N,støtte,टेक
521,Stütze::N,støtte,थूनी
522,Stange::N,stang,छड़
523,Stange::N,stang,बाँस
524,Stock::N,stok,लाठी
525,Stab::N,stav,लग्गा
526,Rohr::N,rør,नल
527,Haus::N,hus,घर
528,Haus::N,hus,मकान
529,Heim::N,hjem,घर
530,Heim::N,hjem,गृह
531,Ofen::N,ovn,चूल्हा
532,Fußboden::N,gulv,फ़र्श
533,Tisch::N,bord,मेज़
534,Stuhl::N,stol,कुरसी
535,Wiege::N,vugge,पालना
536,Wiege::N,vugge,हिंडोला
537,Bett::N,seng,खाट
538,Bett::N,seng,पलंग
539,Regal::N,reol,शेल्फ़
540,Kiste::N,kasse,पेटी
541,Kiste::N,kasse,डिब्बा
542,Fenster::N,vindue,खिड़की
543,Tür::N,dør,द्वार
544,Tür::N,dør,दरवाज़ा
545,Tor::N,port,फाटक
546,Zaun::N,stakit,बाड़ा
547,Dach::N,tag,छत
548,Dach::N,tag,छप्पर
549,Leiter::N,stige,सीढ़ी
550,Besen::N,kost,झाड़ू
551,Besen::N,kost,बुहारी
552,Spaten::N,spade,कुदाल
553,Schaufel::N,skovl,बेलचा
554,Schaufel::N,skovl,फावड़ा
555,Gabel::N,gaffel,काँटा
556,Löffel::N,ske,चम्मच
557,Messer::N,kniv,छुरा
558,Messer::N,kniv,चाक़ू
559,Nagel::N,søm,कील
560,Nagel::N,søm,मेख़
561,Netz::N,net,जाल
562,Haken::N,krog,अंकुश
563,Griff::N,tag,मूठ
564,Griff::N,tag,हत्था
565,Griff::N,håndtag,मूठ
566,Griff::N,håndtag,हत्था
567,Schloss::N,lås,ताला
568,Bild::N,billede,चित्र
569,Figur::N,figur,मूर्ति
570,Puppe::N,dukke,पुतली
571,Puppe::N,dukke,गुड़िया
572,Beutel::N,pose,झोला
573,Bündel::N,bylt,पुलिंदा
574,Bündel::N,bundt,पुलिंदा
575,Tasche::N,taske,बेग
576,Tasche::N,taske,बस्ता
577,Eimer::N,spand,बाल्टी
578,Deckel::N,låg,ढक्कन
579,Geschirr::N,husgeråd,बरतन-भाँड़े
580,Sack::N,sæk,बोरा
581,Tasse::N,kop,प्याला
582,Topf::N,gryde,देग़चा
583,Kessel::N,kedel,देग़
584,Kessel::N,kedel,बटलोई
585,Essen::N,måltid,खाना
586,Nahrung::N,mad,भोजन
587,Nahrung::N,næring,भोजन
588,Speise::N,ret,खाना
589,Speise::N,ret,व्यंजन
590,Fleisch::N,kød,मांस
591,Fleisch::N,kød,गोश्त
592,Getreide::N,korn,अनाज
593,Brei::N,grød,भरता
594,Brei::N,grød,दलिया
595,Brot::N,brød,रोटी
596,Scheibe::N,skive,कतला
597,Fett::N,fedt,वसा
598,Fett::N,fedt,चरबी
599,Butter::N,smør,मक्खन
600,Öl::N,olie,तेल
601,Salz::N,salt,नमक
602,Suppe::N,suppe,सूप
603,Suppe::N,suppe,शोरबा
604,Honig::N,honning,शहद
605,Milch::N,mælk,दूध
606,Tee::N,te,चाय
607,Leder::N,skind,चमड़ा
608,Wolle::N,uld,ऊन
609,Stoff::N,stof,कपड़ा
610,Nadel::N,nål,सूई
611,Faden::N,tråd,डोरा
612,Knopf::N,knap,बटन
613,Knopf::N,knap,घुंडी
614,Knoten::N,knude,गाँठ
615,Knoten::N,knude,गुत्थी
616,Farbe::N,farve,रंग
617,Farbe::N,farve,वर्ण
618,Kleidung::N,påklædning,पहनावा
619,Hemd::N,skjorte,कुरता
620,Hemd::N,skjorte,क़मीज़
621,Kragen::N,krave,गरदनी
622,Kragen::N,krave,गरेबान
623,Ärmel::N,ærme,आस्तीन
624,Hose::N,bukser,पैंट
625,Hose::N,bukser,पतलून
626,Gürtel::N,bælte,पेटी
627,Gürtel::N,bælte,मेखला
628,Mütze::N,hue,टोपी
629,Schuh::N,sko,जूता
630,Stiefel::N,støvle,बूट
631,Ring::N,ring,अँगूठी
632,Band::N,bånd,पट्टी
633,Kamm::N,kam,कंघी
634,Spiegel::N,spejl,आईना
635,Spiegel::N,spejl,दर्पण
636,Riemen::N,rem,तसमा
637,Riemen::N,rem,पट्टा
638,Schnur::N,snor,डोरी
639,Schnur::N,snor,सुतली
640,Leine::N,snor,रस्सी
641,Decke::N,tæppe,रज़ाई
642,Kissen::N,pude,तकिया
643,Kissen::N,pude,गाद्दा
644,Tuch::N,sjaltørklæde,रूमाल
645,Tuch::N,sjaltørklæde,वस्त्र
646,Handtuch::N,håndklæde,अँगोछा
647,Kraft::N,kraft,ज़ोर
648,Kraft::N,kraft,शक्ति
649,Stärke::N,styrke,बल
650,Stärke::N,styrke,ताक़त
651,Gesundheit::N,sundhed,स्वास्थ्य
652,Gesundheit::N,sundhed,तंदुरुस्ती
653,Krankheit::N,sygdom,रोग
654,Krankheit::N,sygdom,बीमारी
655,Schmerz::N,smerte,दर्द
656,Schmerz::N,smerte,पीड़ा
657,Wunde::N,sår,घाव
658,Wunde::N,sår,ज़ख़्म
659,Fieber::N,feber,ज्वर
660,Fieber::N,feber,बुख़ार
661,Arznei::N,medicin,दवा
662,Arznei::N,medicin,औषाधि
663,Arznei::N,lægemiddel,दवा
664,Arznei::N,lægemiddel,औषाधि
665,Brücke::N,bro,पुल
666,Brücke::N,bro,सेतु
667,Brunnen::N,brønd,कुआँ
668,Weide::N,græsgang,चरागाह
669,Pfad::N,sti,पथ
670,Pfad::N,sti,पगडंडी
671,Weg::N,vej,मार्ग
672,Straße::N,gade,राह
673,Straße::N,gade,रास्ता
674,Dorf::N,landsby,गाँव
675,Dorf::N,landsby,ग्राम
676,Stadt::N,by,शहर
677,Brief::N,brev,ख़त
678,Brief::N,brev,पत्र
679,Brief::N,brev,चिट्ठी
680,Buch::N,bog,किताब
681,Buch::N,bog,पुस्तक
682,Buchstabe::N,bogstav,अक्षर
683,Zeitung::N,avis,अख़बार
684,Zeitung::N,avis,समाचार-पत्र
685,Leben::N,liv,जीवन
686,Leben::N,liv,ज़िंदगी
687,Tod::N,død,मौत
688,Tod::N,død,मृत्यु
689,Grab::N,grav,क़ब्र
690,Kirche::N,kirke,चर्च
691,Kirche::N,kirke,गिरजा
692,Sünde::N,synd,पाप
693,Sünde::N,synd,गुनाह
694,Gott::N,gud,देव
695,Gott::N,gud,ईश्वर
696,Arbeiter::N,arbejder,मज़दूर
697,Chef::N,chef,अध्यक्ष
698,Meister::N,mester,शिल्पज्ञ
699,Arzt::N,læge,वैद्य
700,Arzt::N,læge,डॉक्टर
701,Arzt::N,læge,चिकित्सक
702,Lehrer::N,lærer,शिक्षक
703,Lehrer::N,lærer,अध्यापक
704,Geld::N,penge,धन
705,Geld::N,penge,पैसा
706,Geschäft::N,forretning,सौदा
707,Geschäft::N,forretning,व्यापार
708,Laden::N,butik,दुकान
709,Laden::N,forretning,दुकान
710,Preis::N,pris,दाम
711,Preis::N,pris,मूल्य
712,Ware::N,vare,माल
713,Ware::N,vare,पण्य
714,Nutzen::N,nytte,लाभ
715,Nutzen::N,nytte,फ़ायदा
716,Reichtum::N,rigdom,धन
717,Reichtum::N,rigdom,दौलत
718,Welt::N,verden,विश्व
719,Welt::N,verden,दुनिया
720,Land::N,land,देश
721,Land::N,land,मुल्क
722,Staat::N,stat,राज्य
723,Staat::N,stat,राष्ट्र
724,König::N,konge,राजा
725,König::N,konge,बादशाह
726,Macht::N,magt,शासन
727,Macht::N,magt,सत्ता
728,Grenze::N,grænse,सरहद
729,Krieg::N,krig,जंग
730,Krieg::N,krig,युद्ध
731,Feind::N,fjende,शत्रु
732,Feind::N,fjende,दुश्मन
733,Gewalt::N,vold,हिंसा
734,Kampf::N,kamp,लड़ाई
735,Kampf::N,kamp,संघर्ष
736,Bogen[Waffe]::N,bue,कमान
737,Pfeil::N,pil,बान
738,Gewehr::N,gevær,बंदूक़
739,Fehler::N,fejl,भूल
740,Fehler::N,fejl,ग़लती
741,Lüge::N,løgn,झूठ
742,Lüge::N,løgn,असत्य
743,Schaden::N,skade,हानि
744,Schaden::N,skade,नुक़सान
745,Unglück::N,uheld,मुसीबत
746,Unglück::N,uheld,विपात्ति
747,Unglück::N,ulykke,मुसीबत
748,Unglück::N,ulykke,विपात्ति
749,Schuld::N,skyld,दोष
750,Schuld::N,skyld,क़सूर
751,Alter::N,alder,आयु
752,Alter::N,alder,उम्र
753,Schluss::N,slut,अंत
754,Schluss::N,slut,समाप्ति
755,Schluss::N,slutning,अंत
756,Schluss::N,slutning,समाप्ति
757,Zeit::N,tid,काल
758,Zeit::N,tid,वक़्त
759,Tag::N,dag,दिन
760,Tag::N,dag,रोज़
761,Morgen::N,morgen,सुबह
762,Mittag::N,middag,दोपहर
763,Mittag::N,middag,मध्याह्न
764,Abend::N,aften,शाम
765,Abend::N,aften,संध्या
766,Nacht::N,nat,रात
767,Nacht::N,nat,रात्रि
768,Woche::N,uge,हफ़्ता
769,Monat::N,måned,मास
770,Monat::N,måned,महीना
771,Jahr::N,år,बरस
772,Jahr::N,år,वर्ष
773,Frühling::N,forår,वसंत
774,Sommer::N,sommer,गरमी
775,Sommer::N,sommer,ग्रीष्म
776,Herbst::N,efterår,शरत्
777,Herbst::N,efterår,पतझड़
778,Winter::N,vinter,जाड़ा
779,Winter::N,vinter,सर्दियाँ
780,Januar::N,januar,जनवरी
781,Februar::N,februar,फ़रवरी
782,März::N,marts,मार्च
