,Concept_ID,ps,lbe
728,dumm::A,احمق,ахӏмакьсса
729,faul::A,لټ,танмалсса
730,faul::A,لټ,курчӏилсса
731,faul::A,تنبل,танмалсса
732,faul::A,تنبل,курчӏилсса
733,fleißig::A,زحمت کښ,хӏарачат бусса
734,geizig::A,بخیل,янттарцӏансса
735,klug::A,عاقل,аькьлу бусса
736,klug::A,هوښیار,аькьлу бусса
737,geschickt::A,ماهر,паргалсса
738,lieb::A,عزیز,аьзизсса
739,lieb::A,محبوب,аьзизсса
740,lustig::A,خوشحال,тяхъасса
741,sanft::A,پوست,иминсса
742,sanft::A,ملایم,иминсса
743,hungrig::A,وږی,ккашилсса
744,krank::A,مريض,къашавайсса
745,krank::A,ناروغ,къашавайсса
746,nackt::A,لوڅ,кӏачӏасса
747,traurig::A,غمجن,пашмансса
748,lebendig::A,ژوندی,уттавасса
749,gut::A,ښه,ххуйсса
750,schlecht::A,بد,оьккисса
751,schlecht::A,خراب,оьккисса
752,richtig::A,سم,саргъунсса
753,richtig::A,صحیح,саргъунсса
754,schlimm::A,بد,оьккисса
755,schlimm::A,مخوف,оьккисса
756,wahr::A,واقعي,хӏакьсса
757,alt::A,زوړ,кугьнасса
758,neu::A,نوی,цӏусса
759,ehemalig::A,پخوانی,хъхъичӏвасса
760,alt[Lebewesen]::A,زوړ,агьилсса
761,jung::A,ځوان,чӏавасса
762,jung::A,ځوان,жагьилсса
763,arm::A,غریب,мискинсса
764,arm::A,بې وزله,мискинсса
765,reich::A,شتمن,авадансса
766,reich::A,دولتمند,авадансса
767,bekannt::A,اشنا,дусъсса
768,berühmt::A,مشهور,машгьурсса
769,fremd::A,پردی,чил
770,fremd::A,بېګانه,чил
771,verschieden::A,مختلف,личӏи-личӏисса
772,nah::A,نژدې,гъансса
773,fern::A,لیری,архсса
774,linker::A,چپ,кияхсса
775,linker::A,چپ,кюччахсса
776,linker::A,کیڼ,кияхсса
777,linker::A,کیڼ,кюччахсса
778,rechter::A,ښی,урчӏахсса
779,anderer::A,بل,цамур
780,erster::A,لومړی,цалчинмур
781,erster::A,لومړی,цалчиннсса
782,zweiter::A,دوهم,кӏилчиимур
783,dritter::A,درېم,шамулчинмур
784,letzter::A,آخرنی,махъва-махъмур
785,letzter::A,وروستی,махъва-махъмур
786,allein::ADV,یوازې,ялгъузну
787,auf einmal::ADV,په یوه وخت کی,
788,zusammen::ADV,یو ځای,цачӏу
789,zusammen::ADV,یو ځای,архӏал
790,lange::ADV,ډېر وخت,батӏи къабуклай
791,lange::ADV,ډېر وخت,хъунмасса хӏаллай
792,lange::ADV,ډېره موده,батӏи къабуклай
793,lange::ADV,ډېره موده,хъунмасса хӏаллай
794,plötzlich::ADV,ناببره,цакуну
795,plötzlich::ADV,یوناڅاپه,цакуну
796,sofort::ADV,فوراً,мугьлат бакъа
797,sofort::ADV,سمدلاسه,мугьлат бакъа
798,später::ADV,وروسته,махъ
799,jetzt::ADV,اوس,утти
800,jetzt::ADV,اوس,цӏана
801,heute::ADV,نن,хӏакьину
802,morgen::ADV,سبا,гьуит
803,morgen::ADV,سبا,гьунттий
804,bald::ADV,ژر,
805,dann::ADV,پس,яла
806,dann::ADV,وروسته,яла
807,gestern::ADV,پرون,лахьхьу
808,einst::ADV,پخوا,
809,damals::ADV,هغه وخت,та чӏумал
810,danach::ADV,بیا,яла
811,vorher::ADV,دمخه,хьхьнчӏ
812,vorher::ADV,دمخه,хьхьичӏва
813,zuerst::ADV,لومړی,бакӏрай
814,zuerst::ADV,لومړی,цӏу бутӏуй
815,einmal::ADV,یو ځل,цал
816,manchmal::ADV,ګاهی ګاهی,ваксса-таксса
817,oft::ADV,ډېر ځله,чӏявуну
818,immer::ADV,تل,мудан
819,immer::ADV,تل,даиман
820,immer::ADV,همېشه,мудан
821,immer::ADV,همېشه,даиман
822,niemals::ADV,هیڅکله نه,тачӏав
823,hier::ADV,دلته,шикку
824,hierhin::ADV,دلته,шиккун
825,hierhin::ADV,دې ځای ته,шиккун
826,von hier::ADV,د دې ځای نه,шичча
827,dort::ADV,هلته,гикку
828,dorthin::ADV,هلته,тиккун
829,dorthin::ADV,هغه ځای ته,тиккун
830,geradeaus::ADV,مخامخ,тӏайланм
831,vorwärts::ADV,مخ پهٔ وړاندې,хьхьичӏунмай
832,rückwärts::ADV,بېرته,махъа-хьхьичӏунмай
833,zurück::ADV,بېرته,махъунмай
834,unten::ADV,لاندي,лув
835,hinab::ADV,ښکته,бакӏ-ялавай
836,hinab::ADV,ښکته,бакӏъялавай
837,oben::ADV,پورته,ялув
838,hinauf::ADV,پاس,лавай
839,überall::ADV,هره خوا,гьариий
840,überall::ADV,هره خوا,хьу-хьуний
841,überall::ADV,هره خوا,гьарца кӏанай
842,nicht::ADV,نه,къа-
843,ein wenig::ADV,یو څه,чанни
844,ein wenig::ADV,یو څه,ца чансса
845,kaum::ADV,ایله,дахьа
846,sehr::ADV,ډېر,оьну
847,sehr::ADV,ډېر,гужну
848,sehr::ADV,ډېر,хъинну
849,sehr::ADV,زيات,оьну
850,sehr::ADV,زيات,гужну
851,sehr::ADV,زيات,хъинну
852,so::ADV,داسې,укукн
853,so::ADV,دومره,укукн
854,noch::ADV,نور,гьала
855,noch::ADV,نور,уттигу
856,noch::ADV,نور,цакьинва
857,noch::ADV,نور,ттигу-шилагу
858,nur::ADV,تش,анжагь
859,nur::ADV,صرف,анжагь
860,schon::ADV,دمخه,
861,wieder::ADV,بیا,цӏуницӏа
862,vergebens::ADV,عبث,аьдада
863,vergebens::ADV,عبث,нахӏакь
864,vor::PRP,دمخه,хьхьичӏ
865,hinter::PRP,شاته,махъ
866,unter::PRP,لاندي,лув
867,durch::PRP,د مینځ نه,-х
868,neben::PRP,نژدې,чӏарав
869,zwischen::PRP,ترمینځ,дянив
870,wegen::PRP,د ... له لاسه,цӏаний
871,dies::PRN,دا,ва
872,das::PRN,دا,та
873,das::PRN,دا,кӏа
874,das::PRN,دا,га
875,alles::PRN,هرڅهٔ,щала
876,ich::PRN,زه,на
877,du::PRN,ته,ина
878,er::PRN,دی,му
879,wir::PRN,مونږ,жу
880,ihr::PRN,تاسې,зу
881,sie::PRN,هغوی,
882,was::FPRN,څهٔ,ци
883,wer::FPRN,چا,цу
884,wer::FPRN,څوک,цу
885,wo::FADV,چيری,чув
886,wo::FADV,چېرته,чув
887,wohin::FADV,چېرته,чун
888,wie::FADV,څنګه,цукун
889,warum::FADV,ولې,цан
890,wieviel::FNUM,څو,циксса
891,wieviel::FNUM,څومره,циксса
892,eins::NUM,یو,ца
893,zwei::NUM,دوه,кӏива
894,drei::NUM,درې,шамма
895,vier::NUM,څلور,мукьа
896,vier::NUM,څلور,мукьва
897,fünf::NUM,پنځه,ххюва
898,sechs::NUM,شپږ,ряхва
899,sieben::NUM,اوه,арула
900,acht::NUM,اته,мяйва
901,neun::NUM,نهه,урчӏва
902,zehn::NUM,لس,ацӏва
903,elf::NUM,یوولس,ацӏния цава
904,zwölf::NUM,دولس,ацӏиия кӏива
905,zwanzig::NUM,شل,кьува
906,dreißig::NUM,دېرش,зувира
907,vierzig::NUM,څلوېښت,мукьцӏала
908,fünfzig::NUM,پنځوس,ххюцӏала
909,sechzig::NUM,شپېته,ряхцӏала
910,siebzig::NUM,اویا,
911,achtzig::NUM,اتیا,мяйцӏала
912,neunzig::NUM,نوي,урчӏцӏала
913,hundert::NUM,سل,ттурш
914,hundert::NUM,سل,ттуршва
915,tausend::NUM,زر,азарва
916,und::CNJ,او,-гу
917,oder::CNJ,ېا,я
918,oder::CNJ,ېا,ягу
919,stehen::V,درېدل,ацӏан
920,sitzen::V,کښېنستل,щяивкӏун икӏан
921,liegen::V,ملاستل,утту нвхьуну икӏан
922,hängen::V,ځړېدل,зурчӏай тӏун
923,werden::V,کېدل,хьун
924,passieren::V,پېښېدل,хьун
925,beginnen::V,شروع کېدل,дайдишин
926,beginnen::V,شروع کېدل,дайдирхьуну дикӏан
927,enden::V,خلاصدل,къуртал дан
928,enden::V,تمامېدل,къуртал дан
929,wechseln::V,تغییر موندل,даххана хьун
930,wechseln::V,تغییر موندل,даххана дуллан
931,aufgehen[Sonne]::V,ختل,буклай бур
932,untergehen[Sonne]::V,لوېدل,лаглай бур
933,untergehen[Sonne]::V,پرېوتل,лаглай бур
934,scheinen[Sonne]::V,رڼا کول,битан
935,scheinen[Sonne]::V,رڼا کول,чани буллан
936,donnern::V,تنېدل,тӏий бур
937,donnern::V,غړمبېدل,тӏий бур
938,wehen::V,چلېدل,бишлай бур
939,strömen::V,بهېدل,экьинан
940,fließen::V,بهېدل,экьинан
941,fließen::V,تویېدل,экьинан
942,sich drehen::V,ګرځېدل,гьанан
943,sich drehen::V,چورلېدل,гьанан
944,schwanken::V,زنګېدل,хъюлчу тӏун
945,schwanken::V,زنګېدل,хӏуркку тӏун
946,schwingen::V,زنګېدل,хъюлчай тӏун
947,schwingen::V,زنګېدل,хъюлчу тӏун
948,fallen::V,ولېدل,багьлан
949,brennen::V,سوځېدل,ччучлан
950,rauchen::V,لوګی کول,пуркӏу тӏун
951,regnen::V,باران اورېدل,лачӏун
952,regnen::V,باران اورېدل,лачIлай дур
953,gefrieren::V,کنګل نيول,микӏ лачӏун
954,tauen::V,وېلې کېدل,баслан
955,schmelzen::V,وېلې کېدل,баслан
956,trocknen::V,وچېدل,кьакьан
957,sieden::V,اېشېدل,щаран
958,faulen::V,خرابېدل,аьллан
959,verfaulen::V,ورستېدل,аьллан
960,verfaulen::V,ورستېدل,аьян
961,reißen::V,شلېدل,ххя дукан
962,versinken::V,ډوېېدل,оькьлан
963,versinken::V,ډوېېدل,оькьан
964,vergehen::V,تېرېدل,лялиян
965,erscheinen::V,ښکارېدل,буккан
966,erscheinen::V,ښکارېدل,загьир хьун
967,verschwinden::V,ورکېدل,бат хьун
968,verschwinden::V,ورکېدل,акъа хьун
969,sinken::V,ښکته کېدل,чахь учин
970,abnehmen::V,کمېدل,чан хьун
971,abnehmen::V,کمېدل,ссуссукьу хьун
972,zunehmen::V,زیاتېدل,гьарза хьун
973,steigen::V,جګېدل,гьаз хьун
974,steigen::V,پورته کېدل,гьаз хьун
975,wachsen::V,وده کول,ххяххан
976,glänzen::V,ځلېدل,цӏай буккан
977,funkeln::V,پړکېدل,цӏай-цӏай тӏун
978,lärmen::V,غال و غول کول,чӏу буллан
979,lärmen::V,غال و غول کول,аьлагъужа буллан
980,läuten::V,زنګ وهل,занг ришлан
981,läuten::V,زنګ وهل,занг дуллан
982,klingeln::V,زنګ وهل,занг ришлан
983,klingeln::V,زنګ وهل,занг дуллан
984,klirren::V,کړنګېدل,
985,brausen::V,تلاطم کول,никъащилан
986,rauschen::V,شڼهار کول,щурщур тӏун
987,klingen::V,آواز کول,чӏу буклан
988,bellen::V,غپېدل,хӏап тӏун
989,heulen::V,انګلل,
990,blasen::V,پو کول,уф тӏун
991,pfeifen::V,شپېلک وهل,щютӏа тӏун
992,schreien::V,ناره کول,чӏу бан
993,stöhnen::V,زګېروی کول,угь-къак тӏун
994,zittern::V,لړزېدل,зурзу чин
995,zittern::V,لړزېدل,зурзу тӏун
996,leben::V,ژوند کول,ялапар хъанан
997,geboren werden::V,زېږېدل,ан
998,atmen::V,ساه کښل,ссихӏ ласлан
999,atmen::V,ساه کښل,ссихӏ бигьлан
1000,atmen::V,تنفس کول,ссихӏ ласлан
1001,atmen::V,تنفس کول,ссихӏ бигьлан
1002,trinken::V,څښل,хӏачӏан
1003,trinken::V,څښل,хӏачӏлан
1004,essen::V,خوړل,канан
1005,schlucken::V,غړپول,кьюлтӏа тӏун
1006,müde werden::V,ستړی کېدل,аьхчӏин
1007,einschlafen::V,ویده کېدل,шанан икӏан
1008,schlafen::V,خوب کول,шанан
1009,aufwachen::V,ویښېدل,чантӏ учин
1010,aufstehen::V,پاڅېدل,бизан
1011,sich erholen::V,استراحت کول,бигьалаган
1012,krank werden::V,رنځورېدل,къашай хьун
1013,krank sein::V,ناجوړېدل,къашай хъанан
1014,krank sein::V,ناجوړېدل,къашавай икӏан
1015,schmerzen::V,خوږېدل,цӏун
1016,schmerzen::V,درد کول,цӏун
1017,husten::V,ټوخېدل,хъугьу чин
1018,husten::V,ټوخېدل,хъугьу тӏун
1019,genesen::V,رغېدل,хъин хьун
1020,genesen::V,رغېدل,сагъ лаган
1021,sterben::V,مړل,ивчӏан
1022,umkommen::V,تلفېدل,лиллан
1023,umkommen::V,تلفېدل,литӏлан
1024,umkommen::V,تلفېدل,ажал биян
1025,umkommen::V,تلفېدل,личӏи хьун
1026,umkommen::V,تلفېدل,иакьлу хьун
1027,umkommen::V,تلفېدل,ахир жан хъанан
1028,umkommen::V,تلفېدل,рухӏирачӏа икӏан
1029,sich bewegen::V,چلېدل,сукку хьун
1030,sich bewegen::V,حرکت کول,сукку хьун
1031,sich rühren::V,ښورېدل,сукку хьун
1032,sich erheben::V,درېدل,бизан
1033,sich setzen::V,کښېنستل,щяикӏан
1034,sich setzen::V,کښېنستل,щябикӏан
1035,hinfallen::V,لوېدل,багьан
1036,laufen::V,منډې وهل,занан
1037,schreiten::V,قدم ایښودل,ша ласлан
1038,spazierengehen::V,چکر وهل,сайр буллан
1039,eilen::V,بېړه کول,анавар буккан
1040,sich beeilen::V,عجله کول,анавар буккан
1041,sausen::V,ځغستل,никъа щилан
1042,sausen::V,ځغستل,никъа щун
1043,rennen::V,زغلېدل,лечлан
1044,springen::V,ټوپ وهل,тӏанкӏ дан
1045,klettern::V,ختل,лахълан
1046,schaukeln::V,زنګېدل,гьайжак бигьлан
1047,kriechen::V,خاپوړی وهل,ххярк тӏун
1048,schwimmen::V,لامبو وهل,гьузун
1049,tauchen::V,غوټه وهل,лултту уккан
1050,rudern::V,پارو وهل,бяхлан
1051,rudern::V,پارو وهل,батӏлан
1052,rudern::V,پارو وهل,ххялаххи дуклан
1053,fahren::V,تلل,гьан
1054,fliegen::V,الوتل,лехлан
1055,gehen::V,تلل,нан
1056,weggehen::V,بهر وتل,ялагьан
1057,abfahren::V,تلل,гьан
1058,anhalten::V,ودرېدل,бацӏан
1059,hineingehen::V,داخلېدل,буххан
1060,eintreten::V,ننوتل,буххан
1061,kommen::V,راتلل,учӏан
1062,ankommen::V,رسېدل,биян
1063,ankommen::V,رسېدل,бучӏан
1064,zurückkommen::V,بېرته راتلل,зана хъун
1065,zurückkommen::V,بېرته راتلل,зана бикӏан
1066,bleiben::V,پاتې کېدل,личӏан
1067,warten::V,انتظار وېستل,ялугьлан
1068,erwarten::V,انتظار کول,ялугьлан
1069,suchen::V,لټول,луглан
1070,finden::V,میندل,лякъин
1071,finden::V,پیدا کول,лякъин
1072,versuchen::V,هڅه کول,ххал буллан
1073,vorbereiten::V,چمتوکول,хӏадур бан
1074,lieben::V,مینه لرل,эшкьи хьуиу бикӏан
1075,mögen::V,خوښول,ххиран бикӏан
1076,mögen::V,علاقه لرل,ххиран бикӏан
1077,lachen::V,خندېدل,хъян
1078,rühren::V,اغېزه کول,
1079,weinen::V,ژړل,аьтӏун
1080,schimpfen::V,ښکنځا کول,дяъван
1081,schimpfen::V,ښکنځا کول,ссугайи агьан
1082,sich ärgern::V,قهر راتلل,ссибизлан
1083,sich fürchten::V,ډارېدل,ингъауслан
1084,fürchten::V,ډارېدل,хӏучӏ тӏун
1085,fliehen::V,تښتېدل,ака бан
1086,flüchten::V,تښتېدل,лихъан
1087,sehen::V,لیدل,чӏалан
1088,anschauen::V,کتل,урган
1089,ansehen::V,ننداره کول,буруглан
1090,hören::V,اورېدل,баллан
1091,zuhören::V,غوږ نیول,вичӏи дихьлан
1092,probieren::V,څکه کول,тӏин ххал буллан
1093,probieren::V,چاشنی کول,тӏин ххал буллан
1094,riechen::V,بويول,ссунтӏа тӏун
1095,fühlen::V,حسول,дакӏнил буслан
1096,scheinen::V,ښکارېدل,ххан
1097,scheinen::V,ښکارېدل,бизан
1098,scheinen::V,ښکارېدل,ххан бикӏлай бикӏан
1099,zu sehen sein::V,ښکارېدل,
1100,vernehmen::V,خبرېدل,баян
1101,frieren::V,ساړه کېتل,лигьулул хъанан
1102,tun::V,کول,бан
1103,können::V,کولای شول,хьун
1104,können::V,د لاسه کېدل,хьун
1105,wollen::V,غوښتل,
1106,anfangen::V,شروع کول,дайдишин
1107,beenden::V,ختمول,къуртал бан
1108,beenden::V,پای ته رسول,къуртал бан
1109,aufhören::V,بس کول,кьабагьан
1110,gelingen::V,موفق کېدل,бюхъан
1111,gelingen::V,بریالی کېدل,бюхъан
1112,geraten::V,کېدل,
1113,öffnen::V,خلاصول,тӏитӏин
1114,öffnen::V,پرانیستل,тӏитӏин
1115,schließen::V,تړل,лакьин
1116,stellen::V,ایښودل,дацӏан дан
1117,stellen::V,ایښودل,бишин
1118,setzen::V,کښېنول,щяитан
1119,legen::V,ایښودل,бишин
1120,berühren::V,لاس وهل,ка щун
1121,verbinden::V,تړل,бахӏин
1122,verbinden::V,تړل,дахӏин
1123,bedecken::V,پوښول,ялтту бущин
1124,bedecken::V,پوښول,ялтту бакьин
1125,aufhängen::V,ځوړندول,лахъан
1126,anzünden::V,بلول,лахъан
1127,aufheben::V,پورته کول,гьаз бан
1128,zurücklassen::V,پرېښودل,кьаитан
1129,zurücklassen::V,پرېښودل,битан
1130,verlieren::V,ورکول,дакъа дан
1131,fallen lassen::V,له لاسه لوېدل,рутан
1132,machen::V,کول,дан
1133,herstellen::V,جوړول,яраг ишла бувиу бан
1134,herstellen::V,توليدول,яраг ишла бувиу бан
1135,bauen::V,جوړول,дан
1136,reparieren::V,ترمیمول,дакьин дан
1137,verbessern::V,اصلاح کول,ххуй дан
1138,ändern::V,تغیر ورکول,баххана бан
1139,graben::V,کيندل,дуклан
1140,beugen::V,ټیټول,лахӏан бан
1141,beugen::V,ټیټول,кьус бикӏан
1142,biegen::V,کږول,баччин
1143,biegen::V,کږول,лахӏан бан
1144,drehen::V,ګرځول,гьанан
1145,wenden::V,اړول,кӏура баен бан
1146,umdrehen::V,اړول,кӏура баен бан
1147,heben::V,جګول,гьаз бан
1148,heben::V,پورته کول,гьаз бан
1149,hochheben::V,جګول,гьаз бан
1150,ergreifen::V,نیول,хъап дан
1151,ergreifen::V,نیول,хъап увиу угьан
1152,halten::V,نیول,бугьлан
1153,drücken::V,کښېکښل,кьюч бигьлан
1154,schieben::V,پوری وهل,щун
1155,kratzen::V,ګرول,
1156,lecken::V,څټل,ланцӏа тӏун
1157,beißen::V,چیچل,хъапа тӏун
1158,beißen::V,چیچل,кьацӏа тӏун
1159,abreißen::V,شکول,буцан
1160,abschneiden::V,پرېکول,бухъан
1161,abschneiden::V,پرېکول,кьукьин
1162,binden::V,تړل,бахӏин
1163,binden::V,تړل,дахӏин
1164,stecken::V,ټومبل,
1165,brechen::V,ماتول,гъагъан
1166,klopfen::V,ټکول,кьутӏа тӏун
1167,hauen::V,ټکول,рищун
1168,kleben::V,نښلول,лачӏун буллан
1169,kleben::V,سرېښول,лачӏун буллан
1170,reiben::V,مږل,ссуку буллан
1171,streichen::V,مښل,дугъан
1172,streichen::V,مښل,аьгъу дан
1173,schleifen::V,تېره کول,
1174,schneiden::V,غوڅول,духълан
1175,schneiden::V,غوڅول,кьукьлан
1176,schneiden::V,پرېکول,духълан
1177,schneiden::V,پرېکول,кьукьлан
1178,rütteln::V,خوڅول,
1179,schütteln::V,ښورول,хъюлчу буллан
1180,schwenken::V,خوڅول,палцӏ дуллан
1181,schütten::V,اچول,рутӏин
1182,schütten::V,تویول,рутӏин
1183,füllen::V,ډکول,буцӏин бан
1184,einwickeln::V,پېچل,кай-кай бан
1185,einwickeln::V,نغښتل,кай-кай бан
1186,tragen::V,وړل,ларсун занан
1187,tragen::V,وړل,ларсун ачин
1188,schleppen::V,وړل,ххилан
1189,ziehen::V,کښل,
1190,aufbewahren::V,ساتل,ядан
1191,aufbewahren::V,ساتل,ядуллан
1192,werfen::V,اچول,личин
1193,werfen::V,غورځول,личин
1194,fangen::V,نیول,бугьан
1195,fangen::V,نیول,бугьлан
1196,fangen::V,ګیرول,бугьан
1197,fangen::V,ګیرول,бугьлан
1198,packen::V,نیول,
1199,verstecken::V,پټول,ладитан
1200,verstecken::V,پټول,кьюлтӏ дан
1201,verstecken::V,پټول,дахьлаган дан
1202,teilen::V,وېشل,бачӏин
1203,teilen::V,وېشل,бутӏа бан
1204,teilen::V,تقسیمول,бачӏин
1205,teilen::V,تقسیمول,бутӏа бан
1206,schicken::V,لېږل,тӏайла буккан
1207,schicken::V,استول,тӏайла буккан
1208,bringen::V,راوړل,диян дан
1209,hinzufügen::V,زیاتول,ххи бан
1210,bekommen::V,حاصلول,ласун
1211,erhalten::V,اخیستل,ласун
1212,nehmen::V,نیول,ласун
1213,nehmen::V,اخيستل,ласун
1214,wählen::V,خوښول,бувчӏин
1215,auswählen::V,چنده کول,бувчӏин
1216,auswählen::V,چنده کول,язи бугьан
1217,bewahren::V,ساتل,ядан
1218,behindern::V,مانع کېدل,дайщишруду дуллан
1219,behindern::V,ممانعت کول,дайщишруду дуллан
1220,verderben::V,خرابېدل,зия дан
1221,beschädigen::V,ورانول,зарал буллан
1222,zerbrechen::V,ماتول,гьагъан
1223,zerbrechen::V,ماتول,гьагъан бан
1224,zerreißen::V,څیرې کول,ххяхха дуккан
1225,zerstören::V,ړنګول,лекьан дан
1226,zerstören::V,ورانول,лекьан дан
1227,verbrennen::V,سوځول,ччуччин
1228,geben::V,ورکول,дулун
1229,reichen::V,ورکول,дулун
1230,schenken::V,بښل,пишкаш дан
1231,schenken::V,بښل,багъишла дан
1232,schenken::V,بښل,ихӏсандалун дуллун
1233,versprechen::V,لوز کول,банна чин
1234,wünschen::V,غوښتل,
1235,loben::V,ستایل,цӏа дан
1236,loben::V,تمجید کول,цӏа дан
1237,küssen::V,ښکلول,ппай тӏун
1238,wiegen::V,زنګول,гьуркку тӏун
1239,wiegen::V,زنګول,гьуркку буллан
1240,wiegen::V,زنګول,гьуркку бан
1241,zudecken::V,پوښول,
1242,wecken::V,ويښول,чантӏ учин ан
1243,zeigen::V,ښودل,ккаккан бан
1244,führen::V,بیول,буцин
1245,lehren::V,درس ورکول,лахьхьин бан
1246,lehren::V,درس ورکول,лахьхьин буллан
1247,lehren::V,تعلیم ورکول,лахьхьин бан
1248,lehren::V,تعلیم ورکول,лахьхьин буллан
1249,unterrichten::V,درس ورکول,дарс дишаван
1250,aufziehen::V,روزل,хъуна ан
1251,aufziehen::V,روزل,тарбия ан
1252,leiten::V,رهبری کول,каялувшиву дан
1253,leiten::V,لارښوونه کول,каялувшиву дан
1254,antreiben::V,چټک کول,
1255,lassen::V,اړکول,
1256,einladen::V,بلل,хъамалу оьвчин
1257,vereinigen::V,متحد کول,ца бан
1258,vereinigen::V,یوځای کول,ца бан
1259,besuchen::V,کتنه کول,ялун уххан
1260,treffen::V,ليدل,хьуна бакьин
1261,treffen::V,تلقی کول,хьуна бакьин
1262,sich versammeln::V,راغونډېدل,батӏин
1263,spielen::V,لوبه کول,тӏуркӏу тӏун
1264,singen::V,سندرې وېل,балай тӏун
1265,tanzen::V,ګډېدل,къавтӏун
1266,sich trennen::V,بېلېدل,ппив хьун
1267,verlassen::V,ترک کول,увккун гьан
1268,retten::V,نجات ورکول,ххассал бан
1269,bewachen::V,ساتل,къарал бан
1270,bewachen::V,حفاظت کول,къарал бан
1271,schützen::V,ژغورل,ябан
1272,verteidigen::V,دفاع کول,буруччин
1273,sich schlagen::V,جنګېدل,биян
1274,schießen::V,ویشتل,битлан
1275,siegen::V,غالبېدل,ххув хьун
1276,siegen::V,غالبېدل,ххувшаву ласун
1277,ärgern::V,خپه کول,ссибизан уллан
1278,schlagen::V,وهل,рищун
1279,treten::V,په لغته وهل,
1280,stechen::V,ټومبل,кьутӏин
1281,stoßen::V,ټېل وهل,щун
1282,stoßen::V,پوری وهل,щун
1283,stehlen::V,تښتول,дацин
1284,stehlen::V,غلا کول,дацин
1285,stören::V,ماتول,кьючин
1286,belästigen::V,ځورول,бизар уллан
1287,belästigen::V,تکلیف ورکول,бизар уллан
1288,verbergen::V,پټول,лабитан
1289,verbergen::V,پټول,кӏучӏ бан
1290,täuschen::V,تېرایستل,хъяврин ан
1291,täuschen::V,خطا ایستل,хъяврин ан
1292,betrügen::V,غولول,аьикьин ан
1293,töten::V,وژل,ивчӏан
1294,töten::V,مړ کول,ивчӏан
1295,wohnen::V,اوسېدل,оьрму бутлан
1296,arbeiten::V,کار کول,зун
1297,sammeln::V,راټولول,ттихӏин
1298,sammeln::V,راټولول,вив дишин
1299,sammeln::V,راغونډول,ттихӏин
1300,sammeln::V,راغونډول,вив дишин
1301,pflücken::V,شکول,риттун
1302,jagen::V,ښکار کول,авли занан
1303,fischen::V,کب نيول,чавахъру бугьлан
1304,fassen::V,نیول,бугьан
1305,fassen::V,ګیرول,бугьан
1306,hüten::V,پوول,урттуйн бакьлан
1307,treiben::V,بیول,дачин дуллан
1308,treiben::V,بیول,лихъан буллан
1309,anbinden::V,تړل,бахӏин
1310,füttern::V,خوراک ورکول,канаки буллан
1311,melken::V,لوشل,ттизин
1312,hacken::V,پی کول,мюрш буллан
1313,hacken::V,پی کول,мюрш бан
1314,gießen::V,اوبه کول,щин дишин
1315,reifen::V,رسېدل,диян
1316,zubereiten::V,تیارول,хӏадур дан
1317,zubereiten::V,تیارول,хӏадур бан
1318,kochen::V,پخول,шашан
1319,kochen::V,پخول,шашан дуллан
1320,backen::V,پخول,бишлан
1321,backen::V,پخول,шахьлан
1322,braten::V,وريتول,цӏарайх дуллан
1323,umrühren::V,لړل,хӏала бан
1324,stricken::V,اوبدل,щащлан
1325,stricken::V,اوبدل,щащан
1326,nähen::V,ګنډل,дуруххан
1327,färben::V,رنګول,ранг щун
1328,reinigen::V,صافول,марцӏ бан
1329,waschen::V,مینځل,шюшин
1330,abwischen::V,وچول,лишин
1331,spülen::V,کنګالول,вилаган
1332,fegen::V,جارو کول,башин
1333,kehren::V,جارو کول,бахьлан
1334,baden::V,لمبېدل,щинавун учӏлан
1335,sich waschen::V,ځان مينځل,диссун
1336,sich waschen::V,ځان مينځل,лажин диссун
1337,sich waschen::V,ځان مينځل,лажин дислан
1338,sich waschen::V,ځان مينځل,биссун
1339,sich waschen::V,ځان مينځل,чурх бислан
1340,ausziehen::V,کښل,ликкан
1341,ausziehen::V,ایستل,ликкан
1342,anziehen::V,اغوستل,лаххан
1343,sich anziehen::V,کالی اغوستل,янна лаххан
1344,kämmen::V,ګمنځول,ттарал дуккан
1345,schmücken::V,ښکلی کول,чӏюлу бан
1346,sagen::V,وېل,учин
1347,sprechen::V,وېل,гъалгъа тӏун
1348,sprechen::V,غږېدل,гъалгъа тӏун
1349,reden::V,ګړېدل,гъалгъа тӏун
1350,reden::V,خبرې کول,гъалгъа тӏун
1351,sich unterhalten::V,خبری کول,гъалгъа тӏун
1352,fragen::V,پوښتنه کول,цӏуххин
1353,bitten::V,غوښتل,тавакъю буллан
1354,erzählen::V,کيسه کول,хавар бусан
1355,erzählen::V,حکايت کول,хавар бусан
1356,mitteilen::V,خبرول,баян бан
1357,mitteilen::V,خبرول,хавар бан
1358,mitteilen::V,خبر ورکول,баян бан
1359,mitteilen::V,خبر ورکول,хавар бан
1360,nennen::V,نوم ايښودل,цӏа дизан
1361,rufen::V,بلل,оьвтӏун
1362,prahlen::V,لاپې وهل,цӏа дуллан
1363,übersetzen::V,ژباړل,таржума бан
1364,übersetzen::V,ترجمه کول,таржума бан
1365,denken::V,فکر کول,пикри буллан
1366,glauben::V,باور کول,вих хьун
1367,bemerken::V,لیدل,хӏисав хъун
1368,erkennen::V,پېژندل,увчӏин
1369,begreifen::V,رسېدل,бувчӏин
1370,begreifen::V,پوهېدل,бувчӏин
