,Concept_ID,os,uk
759,bald::ADV,рæхджы,незабаром
760,dann::ADV,стæй,потім
761,gestern::ADV,знон,вчора
762,einst::ADV,кӕддӕр,колись
763,damals::ADV,уæд,тоді
764,danach::ADV,стæй,згодом
765,danach::ADV,уый фæстæ,згодом
766,vorher::ADV,раздæр,раніше
767,zuerst::ADV,фыццаг,спершу
768,zuerst::ADV,фыццаг,спочатку
769,einmal::ADV,иу хатт,один раз
770,manchmal::ADV,хатт,іноді
771,manchmal::ADV,хатт,інколи
772,oft::ADV,арæх,часто
773,immer::ADV,ӕдзух,завжди
774,niemals::ADV,никуы,ніколи
775,niemals::ADV,никæд,ніколи
776,hier::ADV,ам,тут
777,hierhin::ADV,ардӕм,сюди
778,von hier::ADV,ардыгæй,звідси
779,dort::ADV,уым,там
780,dorthin::ADV,уырдӕм,туди
781,geradeaus::ADV,æргом,прямо
782,vorwärts::ADV,размӕ,вперед
783,rückwärts::ADV,фӕстӕмӕ,назад
784,zurück::ADV,фӕстӕмӕ,назад
785,unten::ADV,дæлæ,внизу
786,unten::ADV,дæлейы,внизу
787,unten::ADV,бынæй,внизу
788,hinab::ADV,дӕлӕмӕ,вниз
789,hinab::ADV,уырдыгмӕ,вниз
790,oben::ADV,уӕле,вгорі
791,hinauf::ADV,уӕлӕмӕ,вгору
792,überall::ADV,алыран,скрізь
793,überall::ADV,алкæм,скрізь
794,überall::ADV,кæмдæриддæр,скрізь
795,nicht::ADV,нӕ,не
796,ein wenig::ADV,чысыл,трохи
797,ein wenig::ADV,чысыл,небагато
798,kaum::ADV,цъус,ледве
799,sehr::ADV,тынг,дуже
800,sehr::ADV,иттӕг,дуже
801,so::ADV,афтӕ,так
802,noch::ADV,ма,ще
803,nur::ADV,канд,лише
804,nur::ADV,канд,тільки
805,nur::ADV,ӕрмӕст,лише
806,nur::ADV,ӕрмӕст,тільки
807,schon::ADV,нырид,вже
808,wieder::ADV,ногӕй,знову
809,vergebens::ADV,дзæгъæлы,дарма
810,vergebens::ADV,уæгъды,дарма
811,vergebens::ADV,æнæхъуаджы,дарма
812,vor::PRP,разы,перед
813,hinter::PRP,фӕстӕ,ззаду
814,hinter::PRP,фӕстӕ,позаду
815,unter::PRP,бын,під
816,durch::PRP,æхсæнты,крізь
817,neben::PRP,цур,біля
818,zwischen::PRP,астӕу,між
819,wegen::PRP,тыххай,з-за
820,wegen::PRP,тыххай,через
821,dies::PRN,ай,це
822,das::PRN,уый,то
823,alles::PRN,алцы,все
824,alles::PRN,æппæтдæр,все
825,alles::PRN,иууылдӕр,все
826,ich::PRN,æз,я
827,du::PRN,ды,ти
828,er::PRN,уый,він
829,wir::PRN,мах,ми
830,ihr::PRN,сымах,ви
831,sie::PRN,уыдон,вони
832,was::FPRN,цы,що
833,wer::FPRN,чи,хто
834,wo::FADV,кӕм,де
835,wohin::FADV,кӕдӕм,куди
836,wie::FADV,куыд,як
837,warum::FADV,цӕмӕн,чому
838,wieviel::FNUM,цал,скільки
839,eins::NUM,иу,один
840,zwei::NUM,дыууӕ,два
841,drei::NUM,ӕртӕ,три
842,vier::NUM,цыппар,чотири
843,fünf::NUM,фондз,п’ять
844,sechs::NUM,ӕхсӕз,шість
845,sieben::NUM,авд,сім
846,acht::NUM,аст,вісім
847,neun::NUM,фараст,дев’ять
848,zehn::NUM,дӕс,десять
849,elf::NUM,иуæндæс,одинадцять
850,zwölf::NUM,дыууадæс,дванадцять
851,zwanzig::NUM,дыууын,двадцять
852,dreißig::NUM,æртын,тридцять
853,dreißig::NUM,дæсæмæссæдз,тридцять
854,vierzig::NUM,цыппор,сорок
855,vierzig::NUM,цыппур,сорок
856,vierzig::NUM,дыууиссæдзы,сорок
857,fünfzig::NUM,фӕндзай,п’ятдесят
858,sechzig::NUM,æхсай,шістдесят
859,sechzig::NUM,æртиссæдзы,шістдесят
860,siebzig::NUM,æвдай,сімдесят
861,siebzig::NUM,дæс æмæ æртиссæдзы,сімдесят
862,achtzig::NUM,цыппарыссæдзы,вісімдесят
863,achtzig::NUM,æстай,вісімдесят
864,neunzig::NUM,нæуæдз,дев’яносто
865,neunzig::NUM,дæс æмæ цыппарыссæдзы,дев’яносто
866,hundert::NUM,сӕдӕ,сто
867,tausend::NUM,мин,тисяча
868,und::CNJ,ӕмӕ,і
869,oder::CNJ,кӕнӕ,або
870,stehen::V,лӕууын,стояти
871,sitzen::V,бадын,сидіти
872,liegen::V,хуыссын,лежати
873,hängen::V,ауыгъд уын,висіти
874,werden::V,суӕвын,стати
875,werden::V,суӕвын,робитися
876,passieren::V,æрцæуын,трапитися
877,beginnen::V,райдайын,початися
878,enden::V,фæуын,кінчитися
879,wechseln::V,ивын,мінятися
880,aufgehen[Sonne]::V,скæсын,зійти
881,untergehen[Sonne]::V, аныгуылын,зайти
882,scheinen[Sonne]::V,рухс кӕнын,світити
883,donnern::V,нæрын,гриміти
884,wehen::V,дымын,віяти
885,strömen::V,кӕлын,литися
886,fließen::V,цæуын,текти
887,fließen::V,уайын,текти
888,fließen::V,кæлын,текти
889,sich drehen::V,зилын,обертатися
890,schwanken::V,æнкъуысын,коливатися
891,schwingen::V,æнкъуысын,хитатися
892,schwingen::V,æнкъуысын,гойдатися
893,schwingen::V,змæлын,хитатися
894,schwingen::V,змæлын,гойдатися
895,fallen::V,хауын,падати
896,brennen::V,судзын,горіти
897,rauchen::V,фæздæг кæнын,диміти
898,regnen::V,уарын,дощити
899,gefrieren::V,сӕлын,змерзнути
900,tauen::V,стайын,танути
901,schmelzen::V,тайын,плавитися
902,trocknen::V,хус кæнын,сохнути
903,sieden::V,фыцын,кипіти
904,faulen::V,ӕмбийын,гнити
905,verfaulen::V,бамбийын,згнити
906,reißen::V,скъуийын,рватися
907,versinken::V,дӕлдон_кӕнын,тонути
908,vergehen::V,аивгъуийын,проходити
909,erscheinen::V,разынын,з’явитися
910,verschwinden::V,фæтары уын,щезнути
911,verschwinden::V,фæтары уын,зникнути
912,verschwinden::V,фæдæлдзæх уын,щезнути
913,verschwinden::V,фæдæлдзæх уын,зникнути
914,verschwinden::V,фесæфын,щезнути
915,verschwinden::V,фесæфын,зникнути
916,verschwinden::V,æрбайсæфын,щезнути
917,verschwinden::V,æрбайсæфын,зникнути
918,sinken::V,дæлæмæ æрхауын,спадати
919,abnehmen::V,фæкъаддæр уын,поменшитися
920,abnehmen::V,фæцух уын,поменшитися
921,zunehmen::V,фæфылдæр уын,збільшуватися
922,zunehmen::V,сбирæ уын,збільшуватися
923,zunehmen::V,сахадын,збільшуватися
924,steigen::V,сыстын,підніматися
925,wachsen::V,рӕзын,рости
926,glänzen::V,ӕрттивын,блищати
927,funkeln::V,тыбар-тыбур_кӕнын,блискати
928,lärmen::V,хъæлæба кæнын,шуміти
929,läuten::V,цæгъдын,дзвонити
930,klingeln::V,цæгъдын,дзвонити
931,klirren::V,дзыгъал-мыгъул кæнын,дзвякати
932,klirren::V,дзæгъ-дзæгъ кæнын,дзвякати
933,brausen::V,абухын,бушувати
934,klingen::V,зæлын,лунати
935,klingen::V,зæлын,звучати
936,klingen::V,азæлын,лунати
937,klingen::V,азæлын,звучати
938,klingen::V,хъуысын,лунати
939,klingen::V,хъуысын,звучати
940,bellen::V,рæйын,гавкати
941,heulen::V,ниуын,вити
942,blasen::V,фу кӕнын,дунути
943,pfeifen::V,æхситт кæнын,свистіти
944,pfeifen::V,къуыззитт кæнын,свистіти
945,schreien::V,хъӕр кӕнын,кричати
946,stöhnen::V,хъæрзын,стогнати
947,stöhnen::V,дзыназын,стогнати
948,zittern::V,ризын,тремтіти
949,leben::V,цӕрын,жити
950,geboren werden::V,райгуырын,народитися
951,atmen::V,улӕфын,дихати
952,trinken::V,нуазын,пити
953,essen::V,хӕрын,їсти
954,schlucken::V,ныхъуырын,ковтати
955,müde werden::V,бафæллайын,втомитися
956,müde werden::V,бафæлмæцын,втомитися
957,müde werden::V,сфæлмæцын,втомитися
958,einschlafen::V,бафынæй уын,заснути
959,schlafen::V,хуыссын,спати
960,schlafen::V,фынӕй кӕнын,спати
961,aufwachen::V,райхъал уын,прокинутися
962,aufstehen::V,стын,встати
963,sich erholen::V,фæллад уадзын,відпочивати
964,sich erholen::V,улæфын,відпочивати
965,krank werden::V,фӕрынчын уын,захворіти
966,krank sein::V,сӕйын,хворіти
967,schmerzen::V,риссын,боліти
968,husten::V,хуыфын,кашляти
969,genesen::V,сдзæбæх уын,одужати
970,genesen::V,сдзæбæх уын,видужати
971,genesen::V,рандидзын,одужати
972,genesen::V,рандидзын,видужати
973,genesen::V,сæндидзын,одужати
974,genesen::V,сæндидзын,видужати
975,sterben::V,мӕлын,померти
976,umkommen::V,фесæфын,згинути
977,umkommen::V,байсæфын,згинути
978,umkommen::V,бабын уын,згинути
979,umkommen::V,мард фæуын,згинути
980,sich bewegen::V,тæлфын,рухатися
981,sich bewegen::V,цæуын,рухатися
982,sich rühren::V,змӕлын,ворушитися
983,sich erheben::V,стын,встати
984,sich setzen::V,сбадын,сісти
985,hinfallen::V,ӕрхауын,упасти
986,laufen::V,цӕуын,ходити
987,laufen::V,рацу-бацу_кӕнын,ходити
988,schreiten::V,къахдзæф кæнын,крокувати
989,schreiten::V,санчъех кæнын,крокувати
990,schreiten::V,цæуын,крокувати
991,spazierengehen::V,озер кæнын,гуляти
992,spazierengehen::V,тезгъо кæнын,гуляти
993,eilen::V,тагъд кæнын,спішити
994,eilen::V,тындзын,спішити
995,sich beeilen::V,тагъд кæнын,поспішати
996,sich beeilen::V,тындзын,поспішати
997,sausen::V,уайын,мчатися
998,sausen::V,тæхын,мчатися
999,rennen::V,згъорын,бігати
1000,springen::V,гæпп кæнын,скакати
1001,springen::V,гæпп кæнын,стрибати
1002,springen::V,сæррæтт кæнын,скакати
1003,springen::V,сæррæтт кæнын,стрибати
1004,springen::V,лиуырын,скакати
1005,springen::V,лиуырын,стрибати
1006,klettern::V,хилын,лазити
1007,schaukeln::V,хецъро кæнын,гойдатися
1008,schaukeln::V,херыйыл бадын,гойдатися
1009,kriechen::V,бырын,повзати
1010,schwimmen::V,ленк кӕнын,пливти
1011,schwimmen::V,ленк кӕнын,плавати
1012,tauchen::V,ныгъуылын,пірнати
1013,rudern::V,бæлæгъ тæрын,гребти
1014,rudern::V,бæлæгъ тæрын,веслувати
1015,rudern::V,чема тæрын,гребти
1016,rudern::V,чема тæрын,веслувати
1017,fahren::V,цӕуын,їхати
1018,fliegen::V,тӕхын,літати
1019,gehen::V,цӕуын,іти
1020,weggehen::V,ацӕуын,піти
1021,abfahren::V,араст уын,від’їхати
1022,abfahren::V,араст уын,відправитися
1023,anhalten::V,æрлæууын,зупинитися
1024,hineingehen::V,мидæмæ цæуын,входити
1025,eintreten::V,бацӕуын,увійти
1026,kommen::V,æрцæуын,прийти
1027,ankommen::V,æрцæуын,прибути
1028,zurückkommen::V,раздæхын,повернутися
1029,zurückkommen::V,фæстæмæ_раздæхын,повернутися
1030,zurückkommen::V,æрбаздæхын,повернутися
1031,zurückkommen::V,аздæхын,повернутися
1032,bleiben::V,лӕууын,залишитися
1033,warten::V,ӕнхъӕлмӕ кӕсын,чекати
1034,erwarten::V,ӕнхъӕлмӕ кӕсын,чекати
1035,suchen::V,агурын,шукати
1036,finden::V,ссарын,знайти
1037,versuchen::V,фӕлварын,випробовувати
1038,vorbereiten::V,бацаттæ кæнын,підготувати
1039,vorbereiten::V,æрæввонг кæнын,підготувати
1040,lieben::V,уарзын,любити
1041,mögen::V,зæрдæмæ цæуын,любити
1042,mögen::V,зæрдæмæ цæуын,подобатися
1043,lachen::V,худын,сміятися
1044,rühren::V,зæрдæ суынгæг кæнын,розчулити
1045,weinen::V,кӕуын,плакати
1046,schimpfen::V,æлгъитын,лаятися
1047,sich ärgern::V,мæсты кæнын,сердитися
1048,sich fürchten::V,тæрсын,боятися
1049,fürchten::V,тæрсын,боятися
1050,fliehen::V,лидзын,тікати
1051,flüchten::V,алидзын,утекти
1052,sehen::V,уынын,бачити
1053,anschauen::V,акӕсын,поглянути
1054,ansehen::V,кӕсын,дивитися на
1055,hören::V,хъусын,чути
1056,zuhören::V,хъусын,слухати
1057,probieren::V,уынын,покуштувати
1058,probieren::V,аходын,покуштувати
1059,riechen::V,смудын,нюхати
1060,fühlen::V,ӕнкъарын,відчувати
1061,scheinen::V,зынын,здаватися
1062,zu sehen sein::V,зынын,виднітися
1063,vernehmen::V,фехъусын,почути
1064,frieren::V,сийын,мерзнути
1065,tun::V,кӕнын,робити
1066,können::V,фӕразын,могти
1067,wollen::V,фӕндын,хотіти
1068,anfangen::V,райдайын,почати
1069,beenden::V,фӕуын,закінчити
1070,aufhören::V,банцайын,перестати
1071,aufhören::V,фенцайын,перестати
1072,gelingen::V,бантысын,вдатися
1073,geraten::V,разынын,опинитися
1074,öffnen::V,гом кӕнын,відкрити
1075,schließen::V,ӕхгӕнын,закрити
1076,stellen::V,ӕвӕрын,поставити
1077,setzen::V,сбадын кӕнын,посадити
1078,legen::V,ӕрӕвӕрын,класти
1079,berühren::V,агайын,чіпати
1080,verbinden::V,бӕттын,зв’язати
1081,bedecken::V,ӕмбӕрзын,покрити
1082,aufhängen::V,ауындзын,повісити
1083,anzünden::V,ссудзын,запалити
1084,aufheben::V,сисын,підняти
1085,zurücklassen::V,ныууадзын,залишити
1086,verlieren::V,фесафын,загубити
1087,fallen lassen::V,ӕрӕппарын,упустити
1088,fallen lassen::V,къухтӕй феуӕгъд кӕнын,упустити
1089,machen::V,саразын,зробити
1090,herstellen::V,сцæттæ кæнын,виготовити
1091,herstellen::V,саразын,виготовити
1092,bauen::V,амайын,будувати
1093,reparieren::V,æмпъузын,лагодити
1094,reparieren::V,цалцæг кæнын,лагодити
1095,verbessern::V,фæхуыздæр кæнын,поліпшити
1096,ändern::V,аивын,змінити
1097,graben::V,къахын,копати
1098,beugen::V,æркъæдз кæнын,зігнути
1099,beugen::V,æртасын кæнын,зігнути
1100,biegen::V,тасын кӕнын,погнути
1101,drehen::V,здухын,вертіти
1102,wenden::V,афæлдахын,повернути
1103,wenden::V,рафæлдахын,повернути
1104,umdrehen::V,афæлдахын,перевернути
1105,heben::V,сдарын,піднімати
1106,heben::V,схæцын,піднімати
1107,hochheben::V,уæлæмæ хæцын,підняти
1108,ergreifen::V,фӕлӕбурын,схопити
1109,halten::V,дарын,тримати
1110,drücken::V,æлхъивын,натискати
1111,drücken::V,хæцын,натискати
1112,schieben::V,схойын,пхати
1113,schieben::V,схойын,штовхати
1114,kratzen::V,хафын,шкребти
1115,lecken::V,сдæрын,лизати
1116,beißen::V,хæцын,кусати
1117,abreißen::V,ратонын,відірвати
1118,abschneiden::V,ралыг кӕнын,відрізати
1119,binden::V,бабӕттын,в’язати
1120,stecken::V,ныссадзын,увіткнути
1121,brechen::V,асæттын,зламати
1122,brechen::V,басæттын,зламати
1123,brechen::V,ныссæттын,зламати
1124,klopfen::V,хойын,стукати
1125,klopfen::V,гуыпп-гуыпп кæнын,стукати
1126,klopfen::V,къуырцц-къуырцц кæнын,стукати
1127,hauen::V,цӕвын,бити
1128,hauen::V,нӕмын,бити
1129,kleben::V,ныхасын,клеїти
1130,kleben::V,æндадзын,клеїти
1131,reiben::V,сӕрфын,терти
1132,reiben::V,хафын,терти
1133,streichen::V,байсæрдын,намазати
1134,streichen::V,сахорын,намазати
1135,schleifen::V,ссын,точити
1136,schleifen::V,цыргъ кӕнын,точити
1137,schneiden::V,кӕрдын,різати
1138,rütteln::V,æнкъусын,хитати
1139,schütteln::V,уигъын,трясти
1140,schwenken::V,тилын,махати
1141,schwenken::V,уигъын,махати
1142,schütten::V,ныккӕнын,налити
1143,füllen::V,байдзаг кæнын,наповнити
1144,einwickeln::V,батухын,загорнути
1145,tragen::V,хӕссын,нести
1146,schleppen::V,ласын,тягти
1147,ziehen::V,ласын,тягнути
1148,aufbewahren::V,æвæрын,зберігати
1149,werfen::V,зыввытт кӕнын,кидати
1150,fangen::V,ӕрцахсын,ловити
1151,packen::V,рацахсын,схопити
1152,verstecken::V,æмбæхсын,сховати
1153,verstecken::V,нымæхсын,сховати
1154,teilen::V,уарын,розділити
1155,schicken::V,ӕрвитын,посилати
1156,bringen::V,æрхæссын,принести
1157,bringen::V,æрбахæссын,принести
1158,hinzufügen::V,ӕфтауын,додати
1159,bekommen::V,ссарын,дістати
1160,bekommen::V,сфæрæз кæнын,дістати
1161,bekommen::V,самал кæнын,дістати
1162,erhalten::V,райсын,одержати
1163,nehmen::V,райсын,взяти
1164,wählen::V,равзарын,вибрати
1165,auswählen::V,авзарын,відібрати
1166,bewahren::V,бавæрын,зберегти
1167,bewahren::V,нывæрын,зберегти
1168,behindern::V,цæлхдур æвæрын,перешкоджати
1169,behindern::V,ныхдур æвæрын,перешкоджати
1170,behindern::V,къуылымпы кæнын,перешкоджати
1171,behindern::V,хъыг дарын,перешкоджати
1172,verderben::V,фесафын,зіпсувати
1173,beschädigen::V,халын,зашкодити
1174,zerbrechen::V,асӕттын,розбити
1175,zerreißen::V,аскъуынын,розірвати
1176,zerstören::V,фехалын,зруйнувати
1177,verbrennen::V,басудзын,спалити
1178,geben::V,дӕттын,дати
1179,reichen::V,адæттын,передати
1180,schenken::V,лæвар кæнын,дарувати
1181,versprechen::V,дзырд раттын,обіцяти
1182,versprechen::V,зӕрдӕ бавӕрын,обіцяти
1183,wünschen::V,зæрдæ зæгъы,бажати
1184,loben::V,раппӕлын,хвалити
1185,küssen::V,пъа кæнын,цілувати
1186,küssen::V,ба кæнын,цілувати
1187,wiegen::V,узын,качати
1188,zudecken::V,бамбӕрзын,накрити
1189,wecken::V,райхъал кӕнын,розбудити
1190,zeigen::V,амонын,показати
1191,führen::V,кӕнын,вести
1192,führen::V,фæкæнын,вести
1193,lehren::V,ахуыр кæнын,вчити
1194,unterrichten::V,ахуыр кæнын,викладати
1195,aufziehen::V,хъомыл кӕнын,виховати
1196,leiten::V,разамынд дӕттын,керувати
1197,antreiben::V,тагъд кæнын,підганяти
1198,antreiben::V,рог кæнын,підганяти
1199,lassen::V,кæнын,змусити
1200,einladen::V,ӕрхонын,запросити
1201,einladen::V,ӕрбахонын,запросити
1202,vereinigen::V,баиу кӕнын,об’єднати
1203,besuchen::V,абæрæг кæнын,завітати
1204,besuchen::V,абæрæг кæнын,відвідати
1205,besuchen::V,бабæрæг кæнын,завітати
1206,besuchen::V,бабæрæг кæнын,відвідати
1207,besuchen::V,бауайын,завітати
1208,besuchen::V,бауайын,відвідати
1209,treffen::V,фембæлын,зустріти
1210,sich versammeln::V,æрæмбырд уын,зібратися
1211,spielen::V,хъазын,грати
1212,singen::V,зарын,співати
1213,tanzen::V,кафын,танцювати
1214,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,розлучитися
1215,verlassen::V,ныууадзын,покинути
1216,retten::V,фервӕзын кӕнын,врятувати
1217,bewachen::V,хъахъхъӕнын,охороняти
1218,schützen::V,хъахъхъӕнын,уберігати
1219,verteidigen::V,бахизын,захистити
1220,sich schlagen::V,хыл кæнын,битися
1221,sich schlagen::V,хыл кæнын,дратися
1222,schießen::V,ӕхсын,стріляти
1223,siegen::V,басӕттын,перемогти
1224,siegen::V,фӕуӕлахиз уӕвын,перемогти
1225,ärgern::V,мӕсты кӕнын,сердити
1226,schlagen::V,ныццæвын,ударити
1227,stechen::V,фæрæхойын,вколоти
1228,stoßen::V,риуыгъын,штовхнути
1229,stehlen::V,давын,украсти
1230,stören::V,хъыгдарын,перешкодити
1231,belästigen::V,хъыгдарын,докучати
1232,verbergen::V,бамбӕхсын,сховати
1233,verbergen::V,басусӕг кӕнын,сховати
1234,täuschen::V,фӕливын,обдурити
1235,täuschen::V,асайын,обдурити
1236,betrügen::V,асайын,зшахраювати
1237,töten::V,амарын,убити
1238,wohnen::V,цӕрын,жити
1239,wohnen::V,цӕрын,мешкати
1240,arbeiten::V,кусын,працювати
1241,sammeln::V,æртонын,зібрати
1242,pflücken::V,тонын,зривати
1243,jagen::V,цуан кæнын,полювати
1244,fischen::V,кæсаг ахсын æнгуырæй,рибалити
1245,fischen::V,æнгуыр дарын,рибалити
1246,fassen::V,ӕрцахсын,піймати
1247,hüten::V,хизын,пасти
1248,treiben::V,скъӕрын,гнати
1249,anbinden::V,бабæттын,прив’язати
1250,anbinden::V,æрбæттын,прив’язати
1251,füttern::V,холлаг дæттын,годувати
1252,füttern::V,холлаг дæттын,харчувати
1253,füttern::V,холлаг æвæрын,годувати
1254,füttern::V,холлаг æвæрын,харчувати
1255,füttern::V,дарын,годувати
1256,füttern::V,дарын,харчувати
1257,melken::V,дуцын,доїти
1258,hacken::V,кæрдын,рубати
1259,hacken::V,лыгтæ кæнын,рубати
1260,gießen::V,бакалын,полити
1261,reifen::V,срæгъæд уын,дозріти
1262,reifen::V,сцæттæ уын,дозріти
1263,zubereiten::V,сцӕттӕ кӕнын,зготовити
1264,zubereiten::V,сцӕттӕ кӕнын,приготувати
1265,kochen::V,фыцын,варити
1266,kochen::V,фыцын,готувати
1267,backen::V,фыцын,пекти
1268,braten::V,цурын,смажити
1269,umrühren::V,ахæццæ кæнын,переміщати
1270,umrühren::V,азмæнтын,переміщати
1271,umrühren::V,астауын,переміщати
1272,stricken::V,кæнын,в’язати
1273,stricken::V,бийын,в’язати
1274,nähen::V,хуыйын,шити
1275,färben::V,ахорын,пофарбувати
1276,reinigen::V,ссыгъдæг кæнын,очистити
1277,reinigen::V,ныссыгъдæг кæнын,очистити
1278,reinigen::V,ныссæрфын,очистити
1279,waschen::V,ӕхсын,мити
1280,abwischen::V,сӕрфын,витерти
1281,spülen::V,æнхъæвзын,полоскати
1282,fegen::V,мӕрзын,підмітати
1283,kehren::V,мӕрзын,мести
1284,baden::V,хи найын,купатися
1285,sich waschen::V,хи æхсын,митися
1286,ausziehen::V,ласын,зняти
1287,anziehen::V,скæнын,надіти
1288,sich anziehen::V,дзаума скæнын,одягтися
1289,sich anziehen::V,дзаума скæнын,одягнутися
1290,sich anziehen::V,дарæс скæнын,одягтися
1291,sich anziehen::V,дарæс скæнын,одягнутися
1292,kämmen::V,ныффасын,зачесати
1293,kämmen::V,æрфасын,зачесати
1294,schmücken::V,фӕлындын,оздобити
1295,sagen::V,зæгъын,сказати
1296,sprechen::V,дзурын,говорити
1297,reden::V,ныхас кӕнын,розмовляти
1298,sich unterhalten::V,ныхас кæнын,бесідувати
1299,fragen::V,фӕрсын,запитати
1300,bitten::V,курын,просити
1301,erzählen::V,радзурын,розповісти
1302,erzählen::V,ратаурæгъ кæнын,розповісти
1303,mitteilen::V,фехъусын кæнын,повідомити
1304,nennen::V,хонын,назвати
1305,rufen::V,сидын,кликати
1306,prahlen::V,ӕппӕлын,хвалитися
1307,übersetzen::V,ратæлмац кæнын,перекласти
1308,denken::V,ӕнхъӕлын,думати
1309,denken::V,ӕнхъӕлын,мислити
1310,denken::V,хъуыды кӕнын,думати
1311,denken::V,хъуыды кӕнын,мислити
1312,glauben::V,уырнын,вірити
1313,bemerken::V,фенын,помітити
1314,erkennen::V,базонын,пізнати
1315,begreifen::V,ӕмбарын,осягнути
1316,begreifen::V,бамбарын,осягнути
1317,lernen::V,ахуыр кӕнын,навчатися
1318,wissen::V,зонын,знати
1319,sich erinnern an::V,зæрдыл æрлæууын,пам’ятати
1320,sich erinnern an::V,æрымысын,пам’ятати
1321,sich erinnern an::V,æрбаймысын,пам’ятати
1322,sich erinnern an::V,æрхъуыды кæнын,пам’ятати
1323,vergessen::V,ферох кæнын,забути
1324,vergessen::V,айрох кæнын,забути
1325,messen::V,барын,міряти
1326,zählen::V,нымайын,лічити
1327,rechnen::V,хынцын,рахувати
1328,lesen::V,кӕсын,читати
1329,lesen::V,фӕрсын,читати
1330,malen::V,ныв кӕнын,малювати
1331,zeichnen::V,ныв кӕнын,рисувати
1332,schreiben::V,фыссын,писати
1333,besitzen::V,хицау уын,мати
1334,kaufen::V,балхӕнын,купити
1335,verkaufen::V,уӕй кӕнын,продати
1336,bezahlen::V,бафидын,заплатити
1337,zahlen::V,фидын,платити
1338,beherrschen::V,æлдариуæг кæнын,володіти
1339,ertragen::V,бавзарын,витерпіти
1340,Leine::N,,шворка
1341,rauschen::V,,шелестіти
1342,treten::V,,штовхати
1343,verstehen::V,,почути
