,Concept_ID,it,ga
822,schlank::A,slanciato,seang
823,hübsch::A,bello,álainn
824,hübsch::A,bello,dathúil
825,hübsch::A,carino,álainn
826,hübsch::A,carino,dathúil
827,böse::A,cattivo,olc
828,dumm::A,stùpido,dúr
829,dumm::A,stùpido,amaideach
830,faul::A,pigro,falsa
831,faul::A,pigro,leisciúil
832,fleißig::A,diligente,dícheallach
833,geizig::A,avaro,barainneach
834,geizig::A,avaro,sprionlaithe
835,klug::A,intelligente,cliste
836,geschickt::A,àbile,oilte
837,geschickt::A,àbile,ealaíonta
838,lieb::A,caro,dil
839,lieb::A,caro,dílis
840,lustig::A,gaio,aerach
841,lustig::A,gaio,meidhreach
842,lustig::A,allegro,aerach
843,lustig::A,allegro,meidhreach
844,sanft::A,dolce,bog
845,sanft::A,dolce,séimh
846,hungrig::A,affamato,ocrach
847,krank::A,malato,tinn
848,krank::A,malato,breoite
849,krank::A,infermo,tinn
850,krank::A,infermo,breoite
851,nackt::A,nudo,nocht
852,traurig::A,triste,brónach
853,lebendig::A,vivo,beo
854,gut::A,buono,maith
855,schlecht::A,cattivo,dona
856,schlecht::A,cattivo,droch-
857,richtig::A,giusto,ceart
858,schlimm::A,grave,gránna
859,schlimm::A,grave,tubaisteach
860,wahr::A,vero,fíor
861,alt::A,vecchio,sean
862,neu::A,nuovo,úr
863,neu::A,nuovo,nua
864,ehemalig::A,vecchio,iar-
865,ehemalig::A,vecchio,sean-
866,ehemalig::A,d'una_volta,iar-
867,ehemalig::A,d'una_volta,sean-
868,alt[Lebewesen]::A,anziano,sean
869,alt[Lebewesen]::A,anziano,aosta
870,jung::A,giovane,óg
871,arm::A,pòvero,bocht
872,reich::A,ricco,saibhir
873,reich::A,ricco,rachmasach
874,bekannt::A,noto,atá eolas air
875,bekannt::A,conosciuto,atá eolas air
876,berühmt::A,famoso,cailiúil
877,berühmt::A,famoso,clúiteach
878,berühmt::A,cèlebre,cailiúil
879,berühmt::A,cèlebre,clúiteach
880,fremd::A,estràneo,coimhthíoch
881,fremd::A,straniero,coimhthíoch
882,verschieden::A,diverso,éagsúil
883,verschieden::A,diverso,difriúil
884,verschieden::A,differente,éagsúil
885,verschieden::A,differente,difriúil
886,nah::A,vicino,gar
887,nah::A,vicino,deas
888,nah::A,propinquo,gar
889,nah::A,propinquo,deas
890,fern::A,lontano,i bhfad uainn
891,fern::A,lontano,i bhfad i gcéin
892,linker::A,sinistro,clé
893,rechter::A,destro,deas
894,anderer::A,altro,eile
895,erster::A,primo,céad
896,zweiter::A,secondo,dóú
897,zweiter::A,secondo,dara
898,dritter::A,terzo,tríú
899,dritter::A,terzo,treas
900,letzter::A,ùltimo,déanach
901,letzter::A,ùltimo,deireanach
902,allein::ADV,solo,i d'aonar
903,allein::ADV,da solo,i d'aonar
904,auf einmal::ADV,insieme,ag an am céanna
905,zusammen::ADV,insieme,le chéile
906,zusammen::ADV,insieme,in eineacht
907,lange::ADV,a lungo,fada
908,plötzlich::ADV,all'improvviso,go tobann
909,plötzlich::ADV,all'improvviso,i dtobainne
910,sofort::ADV,sùbito,ar an toirt
911,sofort::ADV,sùbito,ar an bpointe
912,sofort::ADV,all'istante,ar an toirt
913,sofort::ADV,all'istante,ar an bpointe
914,später::ADV,più tardi,níos déanaí
915,jetzt::ADV,ora,anois
916,jetzt::ADV,adesso,anois
917,heute::ADV,oggi,inniu
918,morgen::ADV,domani,amárach
919,bald::ADV,presto,go luath
920,bald::ADV,presto,gan mhoill
921,bald::ADV,tra poco,go luath
922,bald::ADV,tra poco,gan mhoill
923,dann::ADV,allora,ansin
924,gestern::ADV,ieri,inné
925,einst::ADV,prima,tráth
926,einst::ADV,prima,uair amháin
927,einst::ADV,un tempo,tráth
928,einst::ADV,un tempo,uair amháin
929,damals::ADV,allora,ag an am
930,damals::ADV,allora,an t-am sin
931,danach::ADV,poi,ina dhiaidh sin
932,danach::ADV,dopo,ina dhiaidh sin
933,vorher::ADV,prima,cheana
934,vorher::ADV,prima,roimhe sin
935,zuerst::ADV,prima,ar dtús
936,zuerst::ADV,dapprima,ar dtús
937,einmal::ADV,una volta,uair amháin
938,manchmal::ADV,talvolta,uaireanta
939,manchmal::ADV,qualche volta,uaireanta
940,oft::ADV,spesso,minic
941,immer::ADV,sempre,i gcónaí
942,niemals::ADV,non mai,riamh
943,hier::ADV,qua,anseo
944,hierhin::ADV,qua,anseo
945,von hier::ADV,ne,an áit seo
946,von hier::ADV,da qui,an áit seo
947,dort::ADV,lì,ann
948,dort::ADV,lì,ansin
949,dorthin::ADV,là,ann
950,dorthin::ADV,là,ansin
951,geradeaus::ADV,diritto,ar aghaidh
952,vorwärts::ADV,avanti,
953,rückwärts::ADV,all'indietro,siar
954,zurück::ADV,di indietro,ar ais
955,unten::ADV,giù,thíos
956,unten::ADV,sotto,thíos
957,hinab::ADV,giù,síos
958,hinab::ADV,in giù,síos
959,oben::ADV,su,thuas
960,oben::ADV,sopra,thuas
961,hinauf::ADV,in sù,suas
962,hinauf::ADV,in alto,suas
963,überall::ADV,dappertutto,i ngach áit
964,überall::ADV,dappertutto,ar fud na háite
965,nicht::ADV,non,ní
966,nicht::ADV,non,cha
967,ein wenig::ADV,un po',beagán
968,ein wenig::ADV,un poco,beagán
969,kaum::ADV,a appena,ar éigean
970,sehr::ADV,molto,an-
971,so::ADV,così,chomh
972,so::ADV,così,mar sin
973,so::ADV,tanto,chomh
974,so::ADV,tanto,mar sin
975,noch::ADV,ancora,fós
976,noch::ADV,ancora,go fóill
977,nur::ADV,solo,amháin
978,nur::ADV,solo,níl ach
979,nur::ADV,soltanto,amháin
980,nur::ADV,soltanto,níl ach
981,schon::ADV,già,cheana
982,schon::ADV,già,cheana féin
983,wieder::ADV,di nuovo,arís
984,wieder::ADV,di nuovo,athuair
985,vergebens::ADV,invano,amú
986,vergebens::ADV,invano,in aisce
987,vor::PRP,davanti a,ar thosach
988,hinter::PRP,dietro,laistiar de
989,hinter::PRP,dietro,taobh thiar de
990,unter::PRP,sotto,faoi
991,durch::PRP,per,trí
992,durch::PRP,attraverso,trí
993,neben::PRP,a accanto a,taobh le
994,neben::PRP,a accanto a,in aice le
995,zwischen::PRP,fra,idir
996,wegen::PRP,a causa di,de bharr
997,wegen::PRP,a causa di,mar gheall ar
998,dies::PRN,ciò,seo
999,dies::PRN,questo,seo
1000,das::PRN,ciò,sin
1001,das::PRN,quello,sin
1002,alles::PRN,tutto,gach rud
1003,ich::PRN,ìo,mé
1004,ich::PRN,ìo,mise
1005,du::PRN,tu,tú
1006,du::PRN,tu,tusa
1007,er::PRN,lui,sé
1008,er::PRN,lui,seisean
1009,er::PRN,egli,sé
1010,er::PRN,egli,seisean
1011,wir::PRN,noi,sinn
1012,ihr::PRN,voi,sibh
1013,ihr::PRN,voi,sibhse
1014,sie::PRN,loro,siad
1015,sie::PRN,loro,siadsan
1016,was::FPRN,che,cad
1017,was::FPRN,che,céard
1018,was::FPRN,che cosa,cad
1019,was::FPRN,che cosa,céard
1020,wer::FPRN,chi,cé
1021,wo::FADV,dove,cá
1022,wo::FADV,dove,cén áit
1023,wohin::FADV,dove,cá
1024,wohin::FADV,dove,cén áit
1025,wie::FADV,come,conas
1026,wie::FADV,come,cén chaoi
1027,warum::FADV,perche,cén fáth
1028,warum::FADV,perche,cad chuige
1029,wieviel::FNUM,quanto,cá mhéad
1030,eins::NUM,uno,aon
1031,zwei::NUM,due,dhá
1032,drei::NUM,tre,trí
1033,vier::NUM,quattro,ceathair
1034,fünf::NUM,cinque,cúig
1035,sechs::NUM,sei,sé
1036,sieben::NUM,sette,seacht
1037,acht::NUM,otto,ocht
1038,neun::NUM,nove,naoi
1039,zehn::NUM,dieci,deich
1040,elf::NUM,ùndici,aon déag
1041,zwölf::NUM,dodici,dó dhéag
1042,zwanzig::NUM,venti,fiche
1043,dreißig::NUM,trenta,tríocha
1044,vierzig::NUM,quaranta,daichead
1045,vierzig::NUM,quaranta,ceathracha
1046,fünfzig::NUM,cinquanta,caoga
1047,sechzig::NUM,sessanta,seasca
1048,siebzig::NUM,settanta,seachtó
1049,achtzig::NUM,ottanta,ochtó
1050,neunzig::NUM,novanta,nócha
1051,hundert::NUM,cento,céad
1052,tausend::NUM,mille,míle
1053,und::CNJ,e,agus
1054,oder::CNJ,o,nó
1055,stehen::V,stare in piedi,seas
1056,sitzen::V,sedere,suigh
1057,sitzen::V,stare seduto,suigh
1058,liegen::V,giacere,luigh
1059,hängen::V,pèndere,tá crochta
1060,hängen::V,èssere appeso,tá crochta
1061,werden::V,farsi,éirigh
1062,werden::V,diventare,éirigh
1063,passieren::V,succèdere,tarlaigh
1064,beginnen::V,cominciare,tosaigh
1065,enden::V,finire,críochnaigh
1066,enden::V,terminare,críochnaigh
1067,wechseln::V,variare,athraigh
1068,wechseln::V,cambiare,athraigh
1069,aufgehen[Sonne]::V,sòrgere,éirigh
1070,aufgehen[Sonne]::V,spuntare,éirigh
1071,untergehen[Sonne]::V,tramontare,fuin
1072,untergehen[Sonne]::V,tramontare,téigh faoi
1073,scheinen[Sonne]::V,splèndere,taitin
1074,scheinen[Sonne]::V,splèndere,soilsigh
1075,donnern::V,tonare,tá toirneach ann
1076,wehen::V,soffiare,séid
1077,strömen::V,fluire,sil
1078,fließen::V,fluire,rith
1079,fließen::V,fluire,snigh
1080,fließen::V,scorrere,rith
1081,fließen::V,scorrere,snigh
1082,sich drehen::V,girarsi,cas
1083,sich drehen::V,girarsi,imrothlaigh
1084,schwanken::V,oscillare,luasc
1085,schwanken::V,barcollare,luasc
1086,schwingen::V,vibrare,luasc
1087,schwingen::V,oscillare,luasc
1088,fallen::V,cadere,tit
1089,brennen::V,àrdere,dóigh
1090,brennen::V,bruciare,dóigh
1091,rauchen::V,fumare,plúch toite
1092,regnen::V,piòvere,báistigh
1093,regnen::V,piòvere,tá ag cur báistí
1094,gefrieren::V,gelarsi,sioc
1095,gefrieren::V,gelarsi,reoigh
1096,gefrieren::V,congelarsi,sioc
1097,gefrieren::V,congelarsi,reoigh
1098,tauen::V,sciògliersi,leáigh
1099,tauen::V,sciògliersi,coscair
1100,schmelzen::V,fòndere,leáigh
1101,schmelzen::V,sciògliersi,leáigh
1102,trocknen::V,asciugarsi,triomaigh
1103,sieden::V,bollire,fiuch
1104,sieden::V,bollire,beirigh
1105,faulen::V,marcire,lobh
1106,faulen::V,marcire,dreoigh
1107,verfaulen::V,imputridire,lobh
1108,verfaulen::V,imputridire,feoigh
1109,reißen::V,strapparsi,bris
1110,versinken::V,affondare,téigh síos
1111,vergehen::V,passare,téigh thart
1112,erscheinen::V,apparire,tar
1113,erscheinen::V,comparire,tar
1114,verschwinden::V,sparire,imigh
1115,verschwinden::V,scomparire,imigh
1116,sinken::V,calare,tit
1117,sinken::V,calare,ísligh
1118,sinken::V,scendere,tit
1119,sinken::V,scendere,ísligh
1120,abnehmen::V,diminuire,maolaigh
1121,abnehmen::V,diminuire,laghdaigh
1122,zunehmen::V,aumentare,méadaigh
1123,steigen::V,salire,éirigh
1124,steigen::V,montare,éirigh
1125,wachsen::V,crescere,fás
1126,glänzen::V,splèndere,lonraigh
1127,funkeln::V,brillare,drithligh
1128,funkeln::V,scintillare,drithligh
1129,lärmen::V,strepitare,tóg callán
1130,lärmen::V,fare chiasso,tóg callán
1131,läuten::V,suonare,buail
1132,klingeln::V,suonare,buail
1133,klirren::V,tintinnare,cling
1134,brausen::V,rombare,búir
1135,brausen::V,rumoreggiare,búir
1136,rauschen::V,frusciare,tá ag siosarnach
1137,klingen::V,suonare,tá glór ag
1138,bellen::V,latrare,amhastraigh
1139,bellen::V,abbaiare,amhastraigh
1140,heulen::V,urlare,glam
1141,heulen::V,ululare,glam
1142,blasen::V,soffiare,séid
1143,pfeifen::V,fischiare,lig fead
1144,schreien::V,gridare,béic
1145,schreien::V,gridare,glaoigh
1146,stöhnen::V,gèmere,lig cnead
1147,zittern::V,tremare,crith
1148,zittern::V,tremare,creathnaigh
1149,leben::V,vìvere,mair
1150,geboren werden::V,nàscere,rugadh
1151,atmen::V,respirare,análaigh
1152,trinken::V,bere,ól
1153,essen::V,mangiare,ith
1154,schlucken::V,inghiottire,slog
1155,müde werden::V,stancarsi,tuirsigh
1156,einschlafen::V,addormentarsi,tit ina chodladh
1157,schlafen::V,dormire,codail
1158,aufwachen::V,svegliarsi,múscail
1159,aufstehen::V,levarsi,éirigh
1160,sich erholen::V,riposarsi,lig scíth
1161,krank werden::V,ammalarsi,éirigh tinn
1162,krank sein::V,èssere malato,tá tinn
1163,schmerzen::V,dolere,tá pian i
1164,husten::V,tossire,déan casacht
1165,genesen::V,guarire,téarnaigh
1166,sterben::V,morire,éag
1167,sterben::V,morire,faigh bás
1168,umkommen::V,perire,caill
1169,sich bewegen::V,agitarsi,bog
1170,sich bewegen::V,agitarsi,gluais
1171,sich rühren::V,muòversi,corraigh
1172,sich erheben::V,alzarsi,seas suas
1173,sich setzen::V,sedersi,suigh
1174,hinfallen::V,cadere,tit
1175,laufen::V,camminare,siúil
1176,laufen::V,andare a piedi,siúil
1177,schreiten::V,andare,siúil
1178,schreiten::V,procedere,siúil
1179,spazierengehen::V,passeggiare,téigh ag spaisteoireacht
1180,spazierengehen::V,andare a passeggio,téigh ag spaisteoireacht
1181,eilen::V,andare in fretta,deifrigh
1182,eilen::V,andare in fretta,brostaigh
1183,sich beeilen::V,affrettarsi,deifrigh
1184,sich beeilen::V,affrettarsi,déan deifir
1185,sausen::V,volare,luathaigh
1186,sausen::V,correre,luathaigh
1187,rennen::V,correre,rith
1188,springen::V,saltare,léim
1189,klettern::V,arrampicarsi,dreap
1190,schaukeln::V,fare l'altalena,téigh ar an maide corrach
1191,kriechen::V,strisciare,snámh
1192,schwimmen::V,nuotare,snámh
1193,tauchen::V,tuffarsi,tum
1194,tauchen::V,immèrgersi,tum
1195,rudern::V,remare,iomair
1196,rudern::V,remare,rámhaigh
1197,fahren::V,andare,tiomáin
1198,fahren::V,viaggiare,tiomáin
1199,fliegen::V,volare,eitil
1200,gehen::V,andare,téigh
1201,weggehen::V,andàrsene,imigh
1202,weggehen::V,andare via,imigh
1203,abfahren::V,partire,imigh
1204,anhalten::V,fermarsi,stad
1205,hineingehen::V,entrare,téigh isteach
1206,eintreten::V,entrare,téigh isteach
1207,kommen::V,venire,tar
1208,ankommen::V,arrivare,tar
1209,zurückkommen::V,ritornare,fill
1210,bleiben::V,restare,fan
1211,bleiben::V,rimanere,fan
1212,warten::V,aspettare,fan
1213,erwarten::V,attèndere,tá ag súil le
1214,erwarten::V,attèndere,tá ag dréim le
1215,suchen::V,cercare,lorg
1216,finden::V,trovare,faigh
1217,finden::V,trovare,aimsigh
1218,versuchen::V,tentare,triail
1219,vorbereiten::V,preparare,réitigh
1220,lieben::V,amare,gráigh
1221,mögen::V,piacere a,taitin le
1222,mögen::V,piacere a,is maith le
1223,mögen::V,volere bene a,taitin le
1224,mögen::V,volere bene a,is maith le
1225,lachen::V,rìdere,gáir
1226,rühren::V,commuòvere,téigh i bhfeidhm ar
1227,weinen::V,piàngere,goil
1228,weinen::V,piàngere,caoin
1229,schimpfen::V,imprecare,tá ag clamhsán
1230,sich ärgern::V,stizzirsi,tá corraithe
1231,sich ärgern::V,arrabbiarsi,tá corraithe
1232,sich fürchten::V,avere paura,tá eagla ar
1233,fürchten::V,temere,tá eagla ar
1234,fliehen::V,fuggire,teith
1235,flüchten::V,sfuggire,éalaigh
1236,sehen::V,vedere,feic
1237,anschauen::V,guardare,dearc
1238,anschauen::V,guardare,féach ar
1239,ansehen::V,guardare,breathnaigh
1240,hören::V,udire,cluin
1241,hören::V,sentire,cluin
1242,zuhören::V,ascoltare,éist
1243,probieren::V,degustare,bliais
1244,probieren::V,assaggiare,bliais
1245,riechen::V,sentire,bolaigh
1246,fühlen::V,sentire,braith
1247,fühlen::V,sentire,mothaigh
1248,scheinen::V,parere,tá an chuma ar
1249,scheinen::V,sembrare,tá an chuma ar
1250,zu sehen sein::V,vedersi,tá le feiceáil
1251,vernehmen::V,sentire,clois
1252,vernehmen::V,percepire,clois
1253,frieren::V,aver freddo,tá fuar
1254,tun::V,fare,déan
1255,können::V,sapere,féad
1256,können::V,sapere,is féidir le
1257,wollen::V,volere,tá ag iarraidh
1258,anfangen::V,iniziare,tosaigh
1259,anfangen::V,iniziare,cuir tús le
1260,anfangen::V,cominciare,tosaigh
1261,anfangen::V,cominciare,cuir tús le
1262,beenden::V,finire,críochnaigh
1263,beenden::V,finire,cuir deireadh le
1264,beenden::V,terminare,críochnaigh
1265,beenden::V,terminare,cuir deireadh le
1266,aufhören::V,finire,stad
1267,aufhören::V,cessare,stad
1268,gelingen::V,riuscire,éirigh le
1269,geraten::V,stare,tá deireadh ar
1270,öffnen::V,aprire,oscail
1271,schließen::V,chiùdere,dún
1272,schließen::V,chiùdere,iaigh
1273,stellen::V,porre,cuir
1274,stellen::V,mettere,cuir
1275,setzen::V,porre,cuir
1276,setzen::V,porre,socraigh
1277,setzen::V,mettere,cuir
1278,setzen::V,mettere,socraigh
1279,legen::V,posare,cuir
1280,legen::V,mettere,cuir
1281,berühren::V,toccare,teagmhaigh le
1282,verbinden::V,unire,ceangail
1283,verbinden::V,congiùngere,ceangail
1284,bedecken::V,coprire,clúdaigh
1285,bedecken::V,coprire,cumhdaigh
1286,bedecken::V,ricoprire,clúdaigh
1287,bedecken::V,ricoprire,cumhdaigh
1288,aufhängen::V,attaccare,croch
1289,anzünden::V,accèndere,las
1290,anzünden::V,accèndere,adhain
1291,anzünden::V,incendiare,las
1292,anzünden::V,incendiare,adhain
1293,aufheben::V,raccògliere,tóg
1294,aufheben::V,raccògliere,ardaigh
1295,zurücklassen::V,lasciare,fág
1296,zurücklassen::V,lasciare indietro,fág
1297,verlieren::V,pèrdere,caill
1298,fallen lassen::V,lasciare cadere,lig uait
1299,fallen lassen::V,lasciare cadere,caith uait
1300,machen::V,fare,déan
1301,machen::V,fare,réitigh
1302,herstellen::V,produrre,táirg
1303,herstellen::V,fabbricare,táirg
1304,bauen::V,costruire,tóg
1305,reparieren::V,riparare,deisigh
1306,verbessern::V,migliorare,feabhsaigh
1307,ändern::V,mutare,athraigh
1308,ändern::V,cambiare,athraigh
1309,graben::V,scavare,tochail
1310,beugen::V,chinare,crom
1311,beugen::V,flettere,crom
1312,biegen::V,tòrcere,lúb
1313,drehen::V,girare,cas
1314,wenden::V,girare,tiontaigh
1315,wenden::V,voltare,tiontaigh
1316,umdrehen::V,rivoltare,iompaigh
1317,umdrehen::V,rivoltare,tiontaigh
1318,heben::V,levare,ardaigh
1319,hochheben::V,levare,tóg
1320,hochheben::V,sollevare,tóg
1321,ergreifen::V,afferrare,beir ar
1322,halten::V,tenere,coimeád
1323,halten::V,tenere,coinnigh
1324,drücken::V,premere,brúigh
1325,schieben::V,spìngere,brúigh
1326,kratzen::V,grattare,scríob
1327,kratzen::V,graffiare,scríob
1328,lecken::V,leccare,ligh
1329,lecken::V,leccare,leadhb
1330,beißen::V,mòrdere,bain greim as
1331,abreißen::V,staccarsi,stróic
1332,abreißen::V,staccarsi,tarraing
1333,abreißen::V,strapparsi,stróic
1334,abreißen::V,strapparsi,tarraing
1335,abschneiden::V,tagliare,scoith
1336,binden::V,legare,ceangail
1337,binden::V,bendare,ceangail
1338,stecken::V,ficcare,sáigh
1339,brechen::V,rompere,bris
1340,klopfen::V,bàttere,cnag
1341,hauen::V,picchiare,buail
1342,kleben::V,incollare,gliúáil
1343,reiben::V,fregare,cuimil
1344,streichen::V,spalmare,leath
1345,schleifen::V,arrotare,líomh
1346,schneiden::V,tagliare,gearr
1347,rütteln::V,scuòtere,croith
1348,schütteln::V,agitare,croith
1349,schütteln::V,scuòtere,croith
1350,schwenken::V,agitare,luasc
1351,schwenken::V,sventolare,luasc
1352,schütten::V,versare,doirt
1353,füllen::V,riempire,líon
1354,einwickeln::V,involtare,cuach
1355,einwickeln::V,involtare,clúdaigh
1356,tragen::V,portare,iompair
1357,schleppen::V,trainare,tarraing
1358,schleppen::V,trascinare,tarraing
1359,ziehen::V,tirare,tarraing
1360,aufbewahren::V,custodire,coinnigh
1361,aufbewahren::V,conservare,coinnigh
1362,werfen::V,gettare,caith
1363,werfen::V,lanciare,caith
1364,fangen::V,prèndere,ceap
1365,fangen::V,acchiappare,ceap
1366,packen::V,pigliare,beir ar
1367,packen::V,afferrare,beir ar
1368,verstecken::V,nascondere,folaigh
1369,verstecken::V,nascondere,cuir i bhfolach
1370,teilen::V,divìdere,roinn
1371,schicken::V,inviare,seol
1372,bringen::V,portare,beir
1373,bringen::V,portare,tabhair
1374,bringen::V,apportare,beir
1375,bringen::V,apportare,tabhair
1376,hinzufügen::V,aggiùngere,cuir le
1377,bekommen::V,ricevere,faigh
1378,erhalten::V,ricevere,faigh
1379,nehmen::V,prèndere,tóg
1380,nehmen::V,prèndere,glac
1381,wählen::V,elèggere,pioc
1382,wählen::V,elèggere,roghnaigh
1383,wählen::V,scegliere,pioc
1384,wählen::V,scegliere,roghnaigh
1385,auswählen::V,scegliere,roghnaigh
1386,bewahren::V,conservare,caomhnaigh
1387,behindern::V,impedire,cuir bac ar
1388,verderben::V,guastare,mill
1389,beschädigen::V,danneggiare,loit
1390,beschädigen::V,danneggiare,déan damáiste do
1391,zerbrechen::V,rompere,bris
1392,zerbrechen::V,spezzare,bris
1393,zerreißen::V,stracciare,stiall
1394,zerstören::V,distrùggere,mill
1395,zerstören::V,distrùggere,scrios
1396,verbrennen::V,bruciare,las
1397,verbrennen::V,bruciare,dóigh
1398,geben::V,dare,tabhair
1399,reichen::V,pòrgere,sín
1400,reichen::V,pòrgere,cuir
1401,schenken::V,regalare,bronn
1402,schenken::V,regalare,tabhair
1403,versprechen::V,promettere,geall
1404,wünschen::V,augurare,guigh
1405,loben::V,lodare,mol
1406,küssen::V,baciare,póg
1407,wiegen::V,cullare,bog
1408,wiegen::V,cullare,luasc
1409,wiegen::V,dondolare,bog
1410,wiegen::V,dondolare,luasc
1411,zudecken::V,coprire,clúdaigh
1412,wecken::V,svegliare,dúisigh
1413,zeigen::V,indicare,taispeáin
1414,führen::V,guidare,treoraigh
1415,führen::V,condurre,treoraigh
1416,lehren::V,insegnare,múin
1417,lehren::V,insegnare,teagasc
1418,unterrichten::V,istruire,múin
1419,unterrichten::V,istruire,teagasc
1420,unterrichten::V,insegnare,múin
1421,unterrichten::V,insegnare,teagasc
1422,aufziehen::V,allevare,tóg
1423,leiten::V,avviare,tá i gceannas ar
1424,leiten::V,dirìgere,tá i gceannas ar
1425,antreiben::V,incitare,gríosaigh
1426,lassen::V,fare,cuir ag
1427,einladen::V,invitare,cuir cuireadh ar
1428,vereinigen::V,unire,aontaigh
1429,besuchen::V,visitare,tabhair cuairt ar
1430,besuchen::V,far vìsita a,tabhair cuairt ar
1431,treffen::V,incontrare,cas ar
1432,treffen::V,incontrare,buail le
1433,sich versammeln::V,rinunirsi,bailigh
1434,sich versammeln::V,rinunirsi,cruinnigh
1435,spielen::V,giocare,imir
1436,spielen::V,giocare,tá ag spraoi
1437,singen::V,cantare,can
1438,tanzen::V,danzare,rinc
1439,tanzen::V,danzare,damhsaigh
1440,sich trennen::V,separarsi,scar
1441,verlassen::V,lasciare,fág
1442,verlassen::V,abbandonare,fág
1443,retten::V,salvare,tarrtháil
1444,bewachen::V,custodire,cosain
1445,bewachen::V,custodire,gardáil
1446,schützen::V,protèggere,cosain
1447,verteidigen::V,difèndere,cosain
1448,sich schlagen::V,bàttersi,tá ag bruíon
1449,schießen::V,sparare,caith
1450,schießen::V,sparare,scaoil
1451,siegen::V,vìncere,bain
1452,siegen::V,vìncere,buaigh
1453,ärgern::V,stizzire,cuir isteach ar
1454,schlagen::V,bàttere,buail
1455,treten::V,calciare,ciceáil
1456,stechen::V,pùngere,sáigh
1457,stoßen::V,urtare,brúigh
1458,stoßen::V,urtare,soncáil
1459,stoßen::V,spìngere,brúigh
1460,stoßen::V,spìngere,soncáil
1461,stehlen::V,rubare,goid
1462,stören::V,disturbare,cuir isteach ar
1463,belästigen::V,molestare,cuir as do
1464,belästigen::V,importunare,cuir as do
1465,verbergen::V,celare,ceil
1466,verbergen::V,nascondere,ceil
1467,täuschen::V,ingannare,cuir dallamullóg ar
1468,betrügen::V,frodare,déan calaois ar
1469,betrügen::V,truffare,déan calaois ar
1470,töten::V,uccìdere,maraigh
1471,wohnen::V,abitare,cuir faoi
1472,wohnen::V,abitare,tá ina chónaí
1473,arbeiten::V,lavorare,oibrigh
1474,sammeln::V,raccògliere,bailigh
1475,sammeln::V,raccògliere,cruinnigh
1476,sammeln::V,collezionare,bailigh
1477,sammeln::V,collezionare,cruinnigh
1478,pflücken::V,cògliere,pioc
1479,jagen::V,cacciare,seilg
1480,fischen::V,pescare,iasc
1481,fassen::V,catturare,beir ar
1482,fassen::V,acchiappare,beir ar
1483,hüten::V,pascolare,aoirigh
1484,treiben::V,spìngere,seol
1485,treiben::V,spìngere,tiomáin
1486,anbinden::V,legare,ceangail
1487,anbinden::V,attaccare,ceangail
1488,füttern::V,dar da mangiare a,cothaigh
1489,füttern::V,dar da mangiare a,beathaigh
1490,melken::V,mùngere,bligh
1491,melken::V,mùngere,crúigh
1492,hacken::V,tritare,gearr
1493,hacken::V,spaccare,gearr
1494,gießen::V,annaffiare,uiscigh
1495,reifen::V,maturare,aibigh
1496,zubereiten::V,preparare,cócaráil
1497,kochen::V,cuòcere,bruith
1498,kochen::V,cuòcere,beirigh
1499,backen::V,cuòcere,bácáil
1500,backen::V,cuòcere al forno,bácáil
1501,braten::V,frìggere,róst
1502,braten::V,frìggere,frioch
1503,braten::V,arrostire,róst
1504,braten::V,arrostire,frioch
1505,umrühren::V,mescolare,measc
1506,stricken::V,llavorare a maglia,cniotáil
1507,nähen::V,cucire,fuaigh
1508,färben::V,tìngere,dathaigh
1509,reinigen::V,pulire,glan
1510,reinigen::V,nettare,glan
1511,waschen::V,lavare,nigh
1512,abwischen::V,asciugare,glan
1513,spülen::V,lavare,sruthlaigh
1514,spülen::V,sciacquare,sruthlaigh
1515,fegen::V,spazzare,scuab
1516,kehren::V,spazzare,scuab
1517,baden::V,bagnarsi,folc
1518,baden::V,fare il bagno,folc
1519,sich waschen::V,lavarsi,nigh é féin
1520,ausziehen::V,tògliersi,bain de
1521,anziehen::V,mettersi,cuir ar
1522,anziehen::V,indossare,cuir ar
1523,sich anziehen::V,vestirsi,gléas é féin
1524,kämmen::V,pettinare,cíor
1525,schmücken::V,ornare,maisigh
1526,schmücken::V,decorare,maisigh
1527,sagen::V,dire,abair
1528,sprechen::V,parlare,labhair
1529,reden::V,parlare,caintigh
1530,sich unterhalten::V,conversare,caintigh
1531,sich unterhalten::V,conversare,tá ag comhrá
1532,fragen::V,chièdere,fiafraigh
1533,fragen::V,chièdere,cuir ceist
1534,fragen::V,domandare,fiafraigh
1535,fragen::V,domandare,cuir ceist
1536,bitten::V,pregare,iarr
1537,erzählen::V,narrare,inis
1538,erzählen::V,narrare,eachtraigh
1539,erzählen::V,raccontare,inis
1540,erzählen::V,raccontare,eachtraigh
1541,mitteilen::V,comunicare,aithris
1542,mitteilen::V,comunicare,cuir in iúl
1543,nennen::V,nominare,ainmnigh
1544,rufen::V,chiamare,glaoigh
1545,prahlen::V,vantarsi,maígh
1546,übersetzen::V,tradurre,aistrigh
1547,denken::V,pensare,síl
1548,denken::V,pensare,ceap
1549,glauben::V,credere,creid
1550,bemerken::V,notare,tabhair faoi deara
1551,bemerken::V,osservare,tabhair faoi deara
1552,erkennen::V,riconoscere,aithin
1553,begreifen::V,capire,tuig
1554,begreifen::V,comprèndere,tuig
1555,verstehen::V,intèndere,tuig
1556,verstehen::V,comprèndere,tuig
